"year","measure_id","state_fips","county_fips","raw_value","ci_low","ci_high","numerator","denominator","other_data_1","other_data_1_ci_low","other_data_1_ci_high","other_data_1_flag","other_data_2","other_data_2_ci_low","other_data_2_ci_high","other_data_2_flag","other_data_3","other_data_3_ci_low","other_data_3_ci_high","other_data_3_flag","other_data_4","other_data_4_ci_low","other_data_4_ci_high","other_data_4_flag","race_aian","race_aian_ci_low","race_aian_ci_high","race_aian_flag","race_asian","race_asian_ci_low","race_asian_ci_high","race_asian_flag","race_black","race_black_ci_low","race_black_ci_high","race_black_flag","race_hispanic","race_hispanic_ci_low","race_hispanic_ci_high","race_hispanic_flag","race_white","race_white_ci_low","race_white_ci_high","race_white_flag","reliability","rank_ready","display","correction","show_details","state_min","state_max","trend_graph","last_updated"
2023,1,"00","000",7281.93556380514,7271.40623367016,7292.46489394011,4125218,917267406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13059.747575239,12904.7507040812,13214.7444463968,NA,3301.32426279949,3272.89955524473,3329.74897035426,NA,11430.4946281893,11394.5201842595,11466.4690721191,NA,5632.78424170672,5612.2534243548,5653.31505905864,NA,7147.90558899125,7134.23050601092,7161.58067197158,NA,0,1,1,0,0,NA,NA,0,"2023-02-20 12:28:00"
2023,1,"01","000",10350.0714556913,10246.1332572845,10454.0096540981,88086,13668498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5967.15277240287,4839.91833271453,7094.38721209122,NA,3410.77241211124,2945.3678175412,3876.17700668128,NA,13245.0583851983,13022.7787978906,13467.337972506,NA,5244.42484734256,4900.91731863234,5587.93237605277,NA,9562.51671754558,9438.71533228041,9686.31810281074,NA,0,1,1,0,1,6125.24725545417,17713.5931323202,5,"2023-02-20 12:28:00"
2023,1,"02","000",8269.14335494655,8029.74266730139,8508.54404259171,8663,2109679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18599.7229142077,17699.6812281177,19499.7646002977,NA,4686.7831468337,4094.7791938439,5278.78709982349,NA,8889.2314476692,7754.62769520251,10023.8352001359,NA,4876.53444835028,4187.34996073615,5565.71893596441,NA,6380.78612067537,6119.14437869015,6642.4278626606,NA,0,1,1,0,1,6129.88907158342,20938.5313383476,5,"2023-02-20 12:28:00"
2023,1,"04","000",7745.32757280931,7670.72698350093,7819.92816211769,90822,20195672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19265.6929779819,18697.3564258968,19834.029530067,NA,3811.14439806554,3551.63199899687,4070.65679713421,NA,10500.9562854962,10125.1549575927,10876.7576133996,NA,6855.3811080712,6737.81759367854,6972.94462246386,NA,7180.69220270642,7077.86652088561,7283.51788452723,NA,0,1,1,0,1,6336.37961951351,18660.5014534656,5,"2023-02-20 12:28:00"
2023,1,"05","000",9749.67041829987,9622.14957289774,9877.191263702,50906,8399465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3989.29548613133,3084.20558739995,4894.38538486271,NA,5640.49564453638,4958.13192268407,6322.85936638868,NA,13912.2203605407,13536.1214876376,14288.3192334438,NA,4320.00088532372,4028.19230245607,4611.80946819137,NA,9513.03132898331,9363.25340525498,9662.80925271164,NA,0,1,1,0,1,6155.90644510565,17709.0235881721,5,"2023-02-20 12:28:00"
2023,1,"06","000",5678.81695029572,5652.66116758663,5704.97273300481,378883,111095669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10423.2363051656,9920.36143053615,10926.111179795,NA,3248.46977814148,3196.71236723439,3300.22718904857,NA,10748.2326862951,10603.1461194496,10893.3192531406,NA,5504.64767438497,5464.75299448888,5544.54235428107,NA,5892.29693605613,5847.05497809257,5937.53889401969,NA,0,1,1,0,1,3314.8918160103,14307.2339511681,5,"2023-02-20 12:28:00"
2023,1,"08","000",6322.52826564402,6248.01274926042,6397.04378202762,58091,16301283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11720.0728803845,10612.6210736747,12827.5246870942,NA,3566.08254934032,3278.77475463416,3853.39034404649,NA,9853.9153176618,9431.83154751385,10275.9990878098,NA,7178.46358479471,7015.93296923319,7340.99420035623,NA,5853.12395306362,5765.13734499243,5941.11056113481,NA,0,1,1,0,1,3101.01512005885,14160.0976897912,5,"2023-02-20 12:28:00"
2023,1,"09","000",6106.50596385571,6011.65142379179,6201.36050391963,38493,9863750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4725.59382996119,3291.54924866611,6572.15706855073,NA,2331.34006995387,2072.47655765441,2590.20358225334,NA,8803.034178058,8474.56654774046,9131.50180837554,NA,5889.81779880002,5679.78204862643,6099.85354897361,NA,6003.7423160026,5883.63775190911,6123.84688009609,NA,0,1,1,0,1,4781.1913239782,7521.63436065493,5,"2023-02-20 12:28:00"
2023,1,"10","000",8148.53372875808,7934.40481094234,8362.66264657382,13471,2699672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2964.25977420989,1421.47778136462,5451.37926487511,1,2319.54180128748,1774.99779883716,2864.08580373779,NA,10875.8159775167,10369.1202322464,11382.5117227869,NA,4884.35098866503,4392.43417903625,5376.2677982938,NA,7954.29046649118,7679.6594925465,8228.92144043585,NA,0,1,1,0,1,8092.43279933125,8555.00371841544,5,"2023-02-20 12:28:00"
2023,1,"11","000",8357.20514104204,8124.91134402855,8589.49893805552,8978,2009421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2032.35665532989,1476.71345703026,2728.3439486239,NA,14991.7551486738,14501.6650130117,15481.8452843358,NA,4643.74486524699,4130.97022532161,5156.51950517237,NA,2302.48719305409,2102.39722654475,2502.57715956343,NA,0,1,1,0,1,8357.20514104204,8357.20514104204,5,"2023-02-20 12:28:00"
2023,1,"12","000",7478.10073892021,7434.40217410419,7521.79930373623,282304,58419719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5947.9404818654,5192.18624195229,6703.69472177852,NA,3229.25927775564,3071.0896652788,3387.42889023249,NA,10186.8272557859,10064.3619617265,10309.2925498452,NA,4722.8589605594,4658.31585598619,4787.4020651326,NA,8348.40530833785,8282.39559870832,8414.41501796739,NA,0,1,1,0,1,5348.29605741943,18116.4838856574,5,"2023-02-20 12:28:00"
2023,1,"13","000",8016.73094580424,7955.97770890793,8077.48418270056,143179,30075569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2896.7590449971,2167.15751987486,3626.36057011934,NA,3157.66851133175,2972.4485069254,3342.8885157381,NA,10197.4948801562,10077.8869886501,10317.1027716623,NA,4406.55648997398,4266.09427429588,4547.01870565208,NA,7675.88230018414,7592.60318318484,7759.16141718343,NA,0,1,1,0,1,3832.62384422552,19590.0083519441,5,"2023-02-20 12:28:00"
2023,1,"15","000",5895.08568713124,5748.63594296211,6041.53543130037,14779,3894605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6723.66112316541,4213.68262918612,10179.7037427195,1,5660.55729584358,5472.72391348222,5848.39067820495,NA,6244.53040221606,5344.18837089754,7144.87243353458,NA,6662.22181151555,6204.56889208903,7119.87473094206,NA,5599.47594675302,5318.9605827778,5879.99131072825,NA,0,1,1,0,1,5724.58779759725,6985.69527402244,5,"2023-02-20 12:28:00"
2023,1,"16","000",6327.9658707652,6193.78422885445,6462.14751267595,19254,5023289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12991.9944398954,11272.0314642492,14711.9574155417,NA,3817.5972737016,3042.88166537893,4592.31288202427,NA,5890.80207693779,4633.4751132197,7148.12904065589,NA,5047.64813654832,4723.12115300413,5372.17512009252,NA,6436.57390695629,6285.71320458997,6587.4346093226,NA,0,1,1,0,1,4072.96758992002,10908.5437419582,5,"2023-02-20 12:28:00"
2023,1,"17","000",7066.18124384327,7013.32175076641,7119.04073692014,155530,35405031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3587.45394465119,2738.42687419221,4436.48101511018,NA,2735.86855035922,2601.45899346328,2870.27810725516,NA,13975.8644683141,13780.4635942787,14171.2653423495,NA,5225.64407551292,5122.09648996852,5329.19166105731,NA,6292.40120024672,6227.95892882264,6356.84347167081,NA,0,1,1,0,1,4382.10396664316,15549.9253826033,5,"2023-02-20 12:28:00"
2023,1,"18","000",8594.81636418804,8514.48020139733,8675.15252697876,97951,18834201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4140.01746495254,3104.44942126346,5175.58550864161,NA,3137.13136456271,2833.99384444935,3440.26888467606,NA,13261.2963362726,12954.9372526369,13567.6554199083,NA,5653.9116491895,5419.0192614323,5888.8040369467,NA,8397.64220521757,8307.74169789959,8487.54271253554,NA,0,1,1,0,1,4211.56327591563,13348.6935739347,5,"2023-02-20 12:28:00"
2023,1,"19","000",6549.11604767736,6447.93870897748,6650.29338637725,38226,8751525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14093.7593423317,11610.4899330082,16577.0287516552,NA,3758.15074968306,3301.87914454165,4214.42235482447,NA,11405.9286136163,10780.7352854259,12031.1219418067,NA,4375.01628170173,4053.31232620016,4696.72023720329,NA,6469.39034006405,6360.27826390025,6578.50241622784,NA,0,1,1,0,1,3136.50608420588,9909.35982780475,5,"2023-02-20 12:28:00"
2023,1,"20","000",7457.97249636765,7344.44968909663,7571.49530363867,37334,8130131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10574.5227340327,9320.73539528307,11828.3100727823,NA,3307.58618557231,2912.82982283809,3702.34254830653,NA,12537.7182274749,11976.8093323481,13098.6271226017,NA,6230.54718086755,5939.67941854905,6521.41494318606,NA,7166.92977430973,7038.24739956721,7295.61214905225,NA,0,1,1,0,1,4540.5786909933,24806.6347690843,5,"2023-02-20 12:28:00"
2023,1,"21","000",9992.90325199426,9888.56286459356,10097.243639395,78388,12506744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5132.5737198734,3321.53109097447,7576.69130257869,NA,3528.37043346391,3057.83494396852,3998.90592295929,NA,12945.3958294671,12546.9323960116,13343.8592629227,NA,4995.91668977274,4624.53441248138,5367.29896706411,NA,9994.50692871642,9880.97711950784,10108.036737925,NA,0,1,1,0,1,5386.89209950755,19820.9210362455,5,"2023-02-20 12:28:00"
2023,1,"22","000",10221.8264615274,10116.494491619,10327.1584314358,77733,13059647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5441.3663729534,4548.56991708565,6334.16282882116,NA,4223.45231118548,3754.14999902909,4692.75462334187,NA,13949.9232083105,13737.1700105897,14162.6764060313,NA,5573.54604404357,5243.02999336517,5904.06209472196,NA,8761.71931565734,8634.4235941156,8889.01503719909,NA,0,1,1,0,1,6074.62008062178,15432.1055678673,5,"2023-02-20 12:28:00"
2023,1,"23","000",7189.00210517685,7015.18631867001,7362.81789168369,18799,3685531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12553.9198558696,10087.7195374973,15020.1201742419,NA,3045.8947260666,2294.58475062987,3964.65065671939,NA,8920.56729754023,7576.17867950357,10264.9559155769,NA,3019.51380736502,2261.82304487621,3949.59840440609,NA,7173.1427908722,6993.14769196194,7353.13788978246,NA,0,1,1,0,1,5665.19467155232,9881.63205400456,5,"2023-02-20 12:28:00"
2023,1,"24","000",7546.98339303322,7467.18208621538,7626.78469985107,75564,16951859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4719.99260021182,3620.77493621607,5819.21026420757,NA,2783.64751388586,2592.6372024199,2974.65782535182,NA,10395.8994411512,10228.4456315617,10563.3532507408,NA,4732.88725499239,4546.77352372656,4919.00098625822,NA,6977.80538788248,6867.98387095676,7087.6269048082,NA,0,1,1,0,1,4304.13249042167,14844.8421301494,5,"2023-02-20 12:28:00"
2023,1,"25","000",5704.32333179026,5640.353028483,5768.29363509753,71659,19202367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6305.59912401437,4779.07218812702,7832.12605990172,NA,2201.01181729081,2061.35691193853,2340.66672264309,NA,7572.61557826119,7307.47514596765,7837.75601055473,NA,5625.812310746,5454.89420328439,5796.7304182076,NA,5751.33851245252,5673.88098994414,5828.79603496089,NA,0,1,1,0,1,4225.60081427479,8489.09493433714,5,"2023-02-20 12:28:00"
2023,1,"26","000",7883.39928878517,7819.02809191591,7947.77048565444,141031,27771925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8972.21540399305,8208.16965857805,9736.26114940806,NA,2635.7350137381,2442.20351839794,2829.26650907826,NA,14079.3301330548,13859.8324938974,14298.8277722123,NA,6680.43630839759,6433.6513494899,6927.22126730528,NA,6928.19833333549,6858.76297939881,6997.63368727217,NA,0,1,1,0,1,4429.5215594298,11378.8899753487,5,"2023-02-20 12:28:00"
2023,1,"27","000",5586.02925741511,5515.28744860983,5656.77106622038,55372,15742575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21423.2250616689,20165.4082900317,22681.0418333062,NA,4314.35034822442,4055.79535467154,4572.9053417773,NA,9642.07416865601,9308.46252461506,9975.68581269696,NA,4314.05780237472,4057.81650988053,4570.29909486891,NA,5113.43634795195,5037.87963488301,5188.99306102089,NA,0,1,1,0,1,3508.60803496894,16679.2131309035,5,"2023-02-20 12:28:00"
2023,1,"28","000",11323.9544476795,11184.79084672,11463.1180486389,56052,8336091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20023.2953216758,17541.6313080155,22504.9593353361,NA,4698.02925371308,3908.90627098425,5487.15223644191,NA,14002.3910939941,13757.5308508437,14247.2513371445,NA,5116.10384791967,4611.45278472729,5620.75491111206,NA,9858.89153863321,9683.42094787061,10034.3621293958,NA,0,1,1,0,1,7227.14887013889,18172.9140995828,5,"2023-02-20 12:28:00"
2023,1,"29","000",8859.58435325011,8773.52631820327,8945.64238829695,92687,17062843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5241.3449893804,4347.62443396968,6135.06554479113,NA,3412.18410292797,3085.72894102478,3738.63926483116,NA,15644.3413370937,15320.9151702714,15967.767503916,NA,5251.8538666831,4945.85536359778,5557.85236976843,NA,8128.82831481947,8036.73802440854,8220.9186052304,NA,0,1,1,0,1,5653.80976327365,17248.8878195284,5,"2023-02-20 12:28:00"
2023,1,"30","000",7519.12064231738,7324.31757049311,7713.92371414166,14174,2966717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23496.5793830592,22180.7179953187,24812.4407707996,NA,4557.70020665124,3174.60518839628,6338.65768140384,NA,9981.76507683979,7766.40903364919,12632.5625514552,NA,5628.98100224233,4832.43666678564,6425.52533769901,NA,6408.68928655813,6216.84459741562,6600.53397570065,NA,0,1,1,0,1,3999.37268955814,25631.9405093401,5,"2023-02-20 12:28:00"
2023,1,"31","000",6446.84598447004,6318.73444429656,6574.95752464352,21615,5402117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18819.5944525469,16525.353160274,21113.8357448198,NA,3098.56506531232,2618.42157437022,3578.70855625441,NA,10999.8212062971,10305.4239760559,11694.2184365382,NA,4886.96351967942,4562.39872055234,5211.52831880649,NA,6291.09181665079,6146.52214136774,6435.66149193383,NA,0,1,1,0,1,3637.85802651523,21254.0598792228,5,"2023-02-20 12:28:00"
2023,1,"32","000",7492.97055486586,7384.39757782341,7601.54353190832,41546,8674065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11181.2793224717,9820.55105796654,12542.0075869768,NA,4835.54724711633,4544.73308664396,5126.36140758871,NA,12102.4969338929,11675.1912211804,12529.8026466055,NA,5186.82352028778,5024.80873164158,5348.83830893398,NA,8226.91266857614,8056.48724504158,8397.3380921107,NA,0,1,1,0,1,5869.92430499596,13845.1493181024,5,"2023-02-20 12:28:00"
2023,1,"33","000",6360.47478460256,6201.47314061291,6519.4764285922,16248,3778335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1754.67588283534,1330.59509676586,2178.75666890481,NA,6215.28684962536,5134.68509272998,7295.88860652074,NA,3839.74402568141,3259.56079502295,4419.92725633986,NA,6631.2948082611,6457.69963972805,6804.88997679414,NA,0,1,1,0,1,5223.03847119201,8413.71993715961,5,"2023-02-20 12:28:00"
2023,1,"34","000",6324.96003681625,6265.9965364238,6383.92353720869,100993,24751364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3003.48583401661,2173.63759061556,4045.67570789675,NA,2600.19242265464,2480.85870677073,2719.52613853856,NA,10907.3886996545,10700.8160815379,11113.9613177711,NA,5435.69188162322,5322.40555896601,5548.97820428042,NA,6277.57267537888,6194.69667492901,6360.44867582874,NA,0,1,1,0,1,4215.83963267421,12039.3443776424,5,"2023-02-20 12:28:00"
2023,1,"35","000",9996.90582634854,9837.10873130442,10156.7029213927,31438,5838983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140.7871997719,19409.7007409927,20871.8736585511,NA,4348.88420855544,3456.96376537583,5240.80465173505,NA,12231.1092182705,11071.0521696596,13391.1662668813,NA,9334.64102076064,9123.34922845409,9545.93281306718,NA,8211.33143772881,7956.6190851316,8466.04379032602,NA,0,1,1,0,1,3836.59026745135,21478.3990481974,5,"2023-02-20 12:28:00"
2023,1,"36","000",5952.24131942507,5913.85680686095,5990.62583198919,213529,54035061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5029.46253749185,4445.68999462945,5613.23508035425,NA,2992.57413845303,2902.9664076311,3082.18186927496,NA,8936.26774576146,8817.85069533056,9054.68479619236,NA,5546.02357695972,5466.52790526015,5625.51924865928,NA,5599.25633465024,5547.71570335985,5650.79696594062,NA,0,1,1,0,1,4412.86236250701,8682.35207622672,5,"2023-02-20 12:28:00"
