"","statecode","countycode","v021_numerator","v021_denominator","v021_rawvalue"
"2968","51","187",401.4,446,0.9
"2969","51","191",505.96,556,0.91
"2970","51","193",156.125,173,0.902456647398844
"2971","51","195",372.4,392,0.95
"2972","51","197",267.3,297,0.9
"2973","51","199",941.76,981,0.96
"2974","51","510",790.4,988,0.8
"2975","51","520",139.425,169,0.825
"2976","51","530",68.25,78,0.875
"2977","51","540",1260.68,1390,0.906964028776978
"2978","51","550",2952,3280,0.9
"2979","51","570",179.74,209,0.86
"2980","51","580",NA,NA,NA
"2981","51","590",270.83,371,0.73
"2982","51","595",120.9,156,0.775
"2983","51","600",NA,NA,NA
"2984","51","610",218.54,223,0.98
"2985","51","620",61.225,79,0.775
"2986","51","630",226.32,276,0.82
"2987","51","640",71.75,82,0.875
"2988","51","650",1344.78,1446,0.93
"2989","51","660",1302.08,1456,0.894285714285714
"2990","51","670",219.12,264,0.83
"2991","51","678",NA,NA,NA
"2992","51","680",478.92,614,0.78
"2993","51","683",411.2,514,0.8
"2994","51","685",242.88,276,0.88
"2995","51","690",115.5,140,0.825
"2996","51","700",1526.07,1677,0.91
"2997","51","710",1512.9,1845,0.82
"2998","51","720",74.925,81,0.925
"2999","51","730",192.8,241,0.8
"3000","51","735",160.025,173,0.925
"3001","51","740",754.11,931,0.81
"3002","51","750",257.28,268,0.96
"3003","51","760",956.76,1428,0.67
"3004","51","770",803.43,1017,0.79
"3005","51","775",283.5,315,0.9
"3006","51","790",188.81,221,0.854343891402715
"3007","51","800",873.99,1079,0.81
"3008","51","810",4672.68,5079,0.92
"3009","51","820",181.44,224,0.81
"3010","51","830",880.88,968,0.91
"3011","51","840",1284,1424,0.901685393258427
"3012","53","000",70899.95,84797,0.836113895538757
"3013","53","001",292.08,360,0.811333333333333
"3014","53","003",219.49,285,0.770140350877193
"3015","53","005",2306.285,2795,0.825146690518784
"3016","53","007",883.875,1045,0.845813397129187
"3017","53","009",853.18,1386,0.615569985569986
"3018","53","011",5156.675,6113,0.843558809095371
"3019","53","013",NA,NA,NA
"3020","53","015",995.16,1213,0.820412201154163
"3021","53","017",547.745,619,0.884886914378029
"3022","53","019",NA,NA,NA
"3023","53","021",1520.78,1900,0.800410526315789
"3024","53","023",NA,NA,NA
"3025","53","025",1216.79,1505,0.808498338870432
"3026","53","027",569.195,736,0.77336277173913
"3027","53","029",530.6,596,0.890268456375839
"3028","53","031",145.5,178,0.817415730337079
"3029","53","033",17837.59,20666,0.863137036678603
"3030","53","035",2508.38,3028,0.828394980184941
"3031","53","037",354.92,409,0.867775061124694
"3032","53","039",281.725,345,0.816594202898551
"3033","53","041",740.95,898,0.82511135857461
"3034","53","043",NA,NA,NA
"3035","53","045",503.87,649,0.776379044684129
"3036","53","047",630.03,750,0.84004
"3037","53","049",201.725,255,0.791078431372549
"3038","53","051",138.425,157,0.881687898089172
"3039","53","053",8229.01,9849,0.835517311402173
"3040","53","055",103,124,0.830645161290323
"3041","53","057",1180.97,1415,0.83460777385159
"3042","53","059",NA,NA,NA
"3043","53","061",8769.18,10217,0.858293041010081
"3044","53","063",5083.905,6010,0.84590765391015
"3045","53","065",352.2,482,0.730705394190871
"3046","53","067",2735.305,3356,0.815049165673421
"3047","53","069",NA,NA,NA
"3048","53","071",631.025,737,0.856207598371777
"3049","53","073",1700.3,2080,0.817451923076923
"3050","53","075",285.1,325,0.877230769230769
"3051","53","077",3105.485,3939,0.788394262503173
"3052","54","000",16832.66,18476,0.911055423251786
"3053","54","001",127.65,138,0.925
"3054","54","003",1298.83,1339,0.97
"3055","54","005",240.24,264,0.91
"3056","54","007",124.8,128,0.975
"3057","54","009",199.8,222,0.9
"3058","54","011",721.54,839,0.86
"3059","54","013",NA,NA,NA
"3060","54","015",119.925,123,0.975
"3061","54","017",68.25,70,0.975
"3062","54","019",352.44,396,0.89
"3063","54","021",57.35,62,0.925
"3064","54","023",111.925,121,0.925
"3065","54","025",319.44,363,0.88
"3066","54","027",146.85,178,0.825
"3067","54","029",278.35,293,0.95
"3068","54","031",162.8,176,0.925
"3069","54","033",739.2,770,0.96
"3070","54","035",235.8,262,0.9
"3071","54","037",595.08,684,0.87
"3072","54","039",1707.2,1940,0.88
"3073","54","041",131.25,150,0.875
"3074","54","043",186.01,209,0.89
"3075","54","045",364.01,409,0.89
"3076","54","047",154.275,187,0.825
"3077","54","049",519.36,541,0.96
"3078","54","051",270.75,285,0.95
"3079","54","053",283.92,312,0.91
"3080","54","055",501.99,577,0.87
"3081","54","057",281.3,290,0.97
"3082","54","059",198.36,228,0.87
"3083","54","061",804.65,847,0.95
"3084","54","063",95.55,98,0.975
"3085","54","065",144.3,156,0.925
"3086","54","067",213.75,225,0.95
"3087","54","069",332.22,339,0.98
"3088","54","071",NA,NA,NA
"3089","54","073",78,80,0.975
"3090","54","075",67.375,77,0.875
"3091","54","077",235.72,284,0.83
"3092","54","079",730.1,745,0.98
"3093","54","081",629.88,724,0.87
"3094","54","083",270.63,291,0.93
"3095","54","085",109.15,118,0.925
"3096","54","087",130.425,141,0.925
"3097","54","089",59.675,77,0.775
"3098","54","091",163.8,168,0.975
"3099","54","093",67.65,82,0.825
"3100","54","095",81.9,84,0.975
"3101","54","097",260.3,274,0.95
"3102","54","099",425.79,513,0.83
"3103","54","101",90.65,98,0.925
"3104","54","103",188.94,201,0.94
"3105","54","105",64.75,70,0.925
"3106","54","107",777.92,884,0.88
"3107","54","109",200.64,228,0.88
"3108","55","000",59457.995,65890,0.902382683259979
"3109","55","001",109.375,125,0.875
"3110","55","003",151.775,169,0.898076923076923
"3111","55","005",514.825,562,0.91605871886121
"3112","55","007",NA,NA,NA
"3113","55","009",3005.65,3279,0.916636169563891
"3114","55","011",134.7,144,0.935416666666667
"3115","55","013",274.46,336,0.816845238095238
"3116","55","015",278.975,293,0.952133105802048
"3117","55","017",602.425,637,0.945722135007849
"3118","55","019",352.7,374,0.943048128342246
"3119","55","021",581.55,647,0.898840803709428
"3120","55","023",160.3,170,0.942941176470588
"3121","55","025",5638.91,6208,0.908329574742268
"3122","55","027",670.435,781,0.858431498079385
"3123","55","029",239.775,258,0.929360465116279
"3124","55","031",410.915,434,0.946808755760369
"3125","55","033",420.4,449,0.93630289532294
"3126","55","035",924.135,1036,0.892022200772201
"3127","55","037",NA,NA,NA
"3128","55","039",843.5,974,0.866016427104723
"3129","55","041",NA,NA,NA
"3130","55","043",497.7,545,0.913211009174312
"3131","55","045",428.165,455,0.941021978021978
"3132","55","047",239.85,255,0.940588235294118
"3133","55","049",247.75,263,0.942015209125475
"3134","55","051",NA,NA,NA
"3135","55","053",202.8,222,0.913513513513514
"3136","55","055",1011.4,1061,0.95325164938737
"3137","55","057",268.875,281,0.956850533807829
"3138","55","059",1871.93,2100,0.891395238095238
"3139","55","061",301,310,0.970967741935484
"3140","55","063",1089.205,1167,0.933337617823479
"3141","55","065",201.975,221,0.913914027149321
"3142","55","067",180.325,207,0.871135265700483
"3143","55","069",346.17,359,0.964261838440111
"3144","55","071",723.075,814,0.888298525798526
"3145","55","073",1429.26,1543,0.926286454957874
"3146","55","075",413.725,462,0.895508658008658
"3147","55","077",102.575,116,0.88426724137931
"3148","55","078",89.7,92,0.975
"3149","55","079",7546.25,9651,0.781913791316962
"3150","55","081",523.64,572,0.915454545454545
"3151","55","083",272.5,288,0.946180555555556
"3152","55","085",376.375,406,0.927032019704433
"3153","55","087",2460.01,2672,0.920662425149701
"3154","55","089",1092.65,1124,0.972108540925267
"3155","55","091",84.675,92,0.920380434782609
"3156","55","093",629.6,660,0.953939393939394
"3157","55","095",488.9,512,0.9548828125
"3158","55","097",638.525,681,0.937628487518355
"3159","55","099",133.875,147,0.910714285714286
"3160","55","101",1756.24,2041,0.860480156785889
"3161","55","103",160.2,172,0.931395348837209
"3162","55","105",1936.585,2112,0.91694365530303
"3163","55","107",124.6,140,0.89
"3164","55","109",1078.2,1144,0.942482517482518
"3165","55","111",876.86,938,0.934818763326226
"3166","55","113",157.525,172,0.915843023255814
"3167","55","115",350.475,377,0.929641909814324
"3168","55","117",1301.69,1421,0.91603800140746
"3169","55","119",277.55,303,0.916006600660066
"3170","55","121",433.425,465,0.932096774193548
"3171","55","123",293.6,315,0.932063492063492
"3172","55","125",92.875,107,0.867990654205608
"3173","55","127",1258.74,1307,0.963075745983168
"3174","55","129",172.3,194,0.888144329896907
"3175","55","131",1519.98,1595,0.952965517241379
"3176","55","133",4981.01,5187,0.960287256603046
"3177","55","135",610.05,643,0.948755832037325
"3178","55","137",183.05,190,0.963421052631579
"3179","55","139",1569.05,1682,0.932847800237812
"3180","55","141",861.905,930,0.926779569892473
"3181","56","000",5869.5,7187,0.816682899679978
"3182","56","001",258.86,301,0.86
"3183","56","003",189.125,241,0.784751037344398
"3184","56","005",540.96,644,0.84
"3185","56","007",128.975,171,0.754239766081871
"3186","56","009",152.95,176,0.869034090909091
"3187","56","011",78.625,85,0.925
"3188","56","013",304.7,470,0.648297872340425
"3189","56","015",106.425,129,0.825
"3190","56","017",NA,NA,NA
"3191","56","019",95.275,103,0.925
"3192","56","021",977.65,1208,0.809312913907285
"3193","56","023",247.44,280,0.883714285714286
"3194","56","025",804.18,1031,0.78
"3195","56","027",89.9,116,0.775
"3196","56","029",277.45,311,0.892122186495177
"3197","56","031",66.075,87,0.75948275862069
"3198","56","033",323.445,385,0.840116883116883
"3199","56","035",121,125,0.968
"3200","56","037",422.47,541,0.78090573012939
"3201","56","039",196.46,209,0.94
"3202","56","041",292.51,343,0.852798833819242
"3203","56","043",73.625,95,0.775
"3204","56","045",76.35,83,0.919879518072289
