"","statecode","countycode","b_tractsum","w_tractsum","tot_tractsum","bdiff","wdiff"
"1656","04","003",3422,85119,119401,0,0
"1657","04","003",3422,85119,119401,0,0
"1658","04","003",3422,85119,119401,0,0
"1659","04","003",3422,85119,119401,0,0
"1660","04","003",3422,85119,119401,0,0
"1661","04","003",3422,85119,119401,0,0
"1662","04","003",3422,85119,119401,0,0
"1663","04","003",3422,85119,119401,0,0
"1664","04","003",3422,85119,119401,0,0
"1665","04","003",3422,85119,119401,0,0
"1666","04","003",3422,85119,119401,0,0
"1667","04","003",3422,85119,119401,0,0
"1668","04","003",3422,85119,119401,0,0
"1669","04","003",3422,85119,119401,0,0
"1670","04","003",3422,85119,119401,0,0
"1671","04","005",1283,78037,131344,0,0
"1672","04","005",1283,78037,131344,0,0
"1673","04","005",1283,78037,131344,0,0
"1674","04","005",1283,78037,131344,0,0
"1675","04","005",1283,78037,131344,0,0
"1676","04","005",1283,78037,131344,0,0
"1677","04","005",1283,78037,131344,0,0
"1678","04","005",1283,78037,131344,0,0
"1679","04","005",1283,78037,131344,0,0
"1680","04","005",1283,78037,131344,0,0
"1681","04","005",1283,78037,131344,0,0
"1682","04","005",1283,78037,131344,0,0
"1683","04","005",1283,78037,131344,0,0
"1684","04","005",1283,78037,131344,0,0
"1685","04","005",1283,78037,131344,0,0
"1686","04","005",1283,78037,131344,0,0
"1687","04","005",1283,78037,131344,0,0
"1688","04","005",1283,78037,131344,0,0
"1689","04","005",1283,78037,131344,0,0
"1690","04","005",1283,78037,131344,0,0
"1691","04","005",1283,78037,131344,0,0
"1692","04","005",1283,78037,131344,0,0
"1693","04","005",1283,78037,131344,0,0
"1694","04","005",1283,78037,131344,0,0
"1695","04","005",1283,78037,131344,0,0
"1696","04","005",1283,78037,131344,0,0
"1697","04","005",1283,78037,131344,0,0
"1698","04","005",1283,78037,131344,0,0
"1699","04","005",1283,78037,131344,0,0
"1700","04","005",1283,78037,131344,0,0
"1701","04","005",1283,78037,131344,0,0
"1702","04","005",1283,78037,131344,0,0
"1703","04","005",1283,78037,131344,0,0
"1704","04","005",1283,78037,131344,0,0
"1705","04","005",1283,78037,131344,0,0
"1706","04","005",1283,78037,131344,0,0
"1707","04","005",1283,78037,131344,0,0
"1708","04","005",1283,78037,131344,0,0
"1709","04","005",1283,78037,131344,0,0
"1710","04","007",170,36402,52382,0,0
"1711","04","007",170,36402,52382,0,0
"1712","04","007",170,36402,52382,0,0
"1713","04","007",170,36402,52382,0,0
"1714","04","007",170,36402,52382,0,0
"1715","04","007",170,36402,52382,0,0
"1716","04","007",170,36402,52382,0,0
"1717","04","007",170,36402,52382,0,0
"1718","04","007",170,36402,52382,0,0
"1719","04","007",170,36402,52382,0,0
"1720","04","007",170,36402,52382,0,0
"1721","04","007",170,36402,52382,0,0
"1722","04","007",170,36402,52382,0,0
"1723","04","007",170,36402,52382,0,0
"1724","04","007",170,36402,52382,0,0
"1725","04","007",170,36402,52382,0,0
"1726","04","009",28,24880,35751,0,0
"1727","04","009",28,24880,35751,0,0
"1728","04","009",28,24880,35751,0,0
"1729","04","009",28,24880,35751,0,0
"1730","04","009",28,24880,35751,0,0
"1731","04","009",28,24880,35751,0,0
"1732","04","009",28,24880,35751,0,0
"1733","04","009",28,24880,35751,0,0
"1734","04","009",28,24880,35751,0,0
"1735","04","011",164,6182,9376,0,0
"1736","04","011",164,6182,9376,0,0
"1737","04","011",164,6182,9376,0,0
"1738","04","012",57,10435,16451,0,0
"1739","04","012",57,10435,16451,0,0
"1740","04","012",57,10435,16451,0,0
"1741","04","012",57,10435,16451,0,0
"1742","04","012",57,10435,16451,0,0
"1743","04","012",57,10435,16451,0,0
"1744","04","012",57,10435,16451,0,0
"1745","04","012",57,10435,16451,0,0
"1746","04","012",57,10435,16451,0,0
"1747","04","012",57,10435,16451,0,0
"1748","04","012",57,10435,16451,0,0
"1749","04","012",57,10435,16451,0,0
"1750","04","013",243131,2911463,4422969,0,0
"1751","04","013",243131,2911463,4422969,0,0
"1752","04","013",243131,2911463,4422969,0,0
"1753","04","013",243131,2911463,4422969,0,0
"1754","04","013",243131,2911463,4422969,0,0
"1755","04","013",243131,2911463,4422969,0,0
"1756","04","013",243131,2911463,4422969,0,0
"1757","04","013",243131,2911463,4422969,0,0
"1758","04","013",243131,2911463,4422969,0,0
"1759","04","013",243131,2911463,4422969,0,0
"1760","04","013",243131,2911463,4422969,0,0
"1761","04","013",243131,2911463,4422969,0,0
"1762","04","013",243131,2911463,4422969,0,0
"1763","04","013",243131,2911463,4422969,0,0
"1764","04","013",243131,2911463,4422969,0,0
"1765","04","013",243131,2911463,4422969,0,0
"1766","04","013",243131,2911463,4422969,0,0
"1767","04","013",243131,2911463,4422969,0,0
"1768","04","013",243131,2911463,4422969,0,0
"1769","04","013",243131,2911463,4422969,0,0
"1770","04","013",243131,2911463,4422969,0,0
"1771","04","013",243131,2911463,4422969,0,0
"1772","04","013",243131,2911463,4422969,0,0
"1773","04","013",243131,2911463,4422969,0,0
"1774","04","013",243131,2911463,4422969,0,0
"1775","04","013",243131,2911463,4422969,0,0
"1776","04","013",243131,2911463,4422969,0,0
"1777","04","013",243131,2911463,4422969,0,0
"1778","04","013",243131,2911463,4422969,0,0
"1779","04","013",243131,2911463,4422969,0,0
"1780","04","013",243131,2911463,4422969,0,0
"1781","04","013",243131,2911463,4422969,0,0
"1782","04","013",243131,2911463,4422969,0,0
"1783","04","013",243131,2911463,4422969,0,0
"1784","04","013",243131,2911463,4422969,0,0
"1785","04","013",243131,2911463,4422969,0,0
"1786","04","013",243131,2911463,4422969,0,0
"1787","04","013",243131,2911463,4422969,0,0
"1788","04","013",243131,2911463,4422969,0,0
"1789","04","013",243131,2911463,4422969,0,0
"1790","04","013",243131,2911463,4422969,0,0
"1791","04","013",243131,2911463,4422969,0,0
"1792","04","013",243131,2911463,4422969,0,0
"1793","04","013",243131,2911463,4422969,0,0
"1794","04","013",243131,2911463,4422969,0,0
"1795","04","013",243131,2911463,4422969,0,0
"1796","04","013",243131,2911463,4422969,0,0
"1797","04","013",243131,2911463,4422969,0,0
"1798","04","013",243131,2911463,4422969,0,0
"1799","04","013",243131,2911463,4422969,0,0
"1800","04","013",243131,2911463,4422969,0,0
"1801","04","013",243131,2911463,4422969,0,0
"1802","04","013",243131,2911463,4422969,0,0
"1803","04","013",243131,2911463,4422969,0,0
"1804","04","013",243131,2911463,4422969,0,0
"1805","04","013",243131,2911463,4422969,0,0
"1806","04","013",243131,2911463,4422969,0,0
"1807","04","013",243131,2911463,4422969,0,0
"1808","04","013",243131,2911463,4422969,0,0
"1809","04","013",243131,2911463,4422969,0,0
"1810","04","013",243131,2911463,4422969,0,0
"1811","04","013",243131,2911463,4422969,0,0
"1812","04","013",243131,2911463,4422969,0,0
"1813","04","013",243131,2911463,4422969,0,0
"1814","04","013",243131,2911463,4422969,0,0
"1815","04","013",243131,2911463,4422969,0,0
"1816","04","013",243131,2911463,4422969,0,0
"1817","04","013",243131,2911463,4422969,0,0
"1818","04","013",243131,2911463,4422969,0,0
"1819","04","013",243131,2911463,4422969,0,0
"1820","04","013",243131,2911463,4422969,0,0
"1821","04","013",243131,2911463,4422969,0,0
"1822","04","013",243131,2911463,4422969,0,0
"1823","04","013",243131,2911463,4422969,0,0
"1824","04","013",243131,2911463,4422969,0,0
"1825","04","013",243131,2911463,4422969,0,0
"1826","04","013",243131,2911463,4422969,0,0
"1827","04","013",243131,2911463,4422969,0,0
"1828","04","013",243131,2911463,4422969,0,0
"1829","04","013",243131,2911463,4422969,0,0
"1830","04","013",243131,2911463,4422969,0,0
"1831","04","013",243131,2911463,4422969,0,0
"1832","04","013",243131,2911463,4422969,0,0
"1833","04","013",243131,2911463,4422969,0,0
"1834","04","013",243131,2911463,4422969,0,0
"1835","04","013",243131,2911463,4422969,0,0
"1836","04","013",243131,2911463,4422969,0,0
"1837","04","013",243131,2911463,4422969,0,0
"1838","04","013",243131,2911463,4422969,0,0
"1839","04","013",243131,2911463,4422969,0,0
"1840","04","013",243131,2911463,4422969,0,0
"1841","04","013",243131,2911463,4422969,0,0
"1842","04","013",243131,2911463,4422969,0,0
"1843","04","013",243131,2911463,4422969,0,0
"1844","04","013",243131,2911463,4422969,0,0
"1845","04","013",243131,2911463,4422969,0,0
"1846","04","013",243131,2911463,4422969,0,0
"1847","04","013",243131,2911463,4422969,0,0
"1848","04","013",243131,2911463,4422969,0,0
"1849","04","013",243131,2911463,4422969,0,0
"1850","04","013",243131,2911463,4422969,0,0
"1851","04","013",243131,2911463,4422969,0,0
"1852","04","013",243131,2911463,4422969,0,0
"1853","04","013",243131,2911463,4422969,0,0
"1854","04","013",243131,2911463,4422969,0,0
"1855","04","013",243131,2911463,4422969,0,0
"1856","04","013",243131,2911463,4422969,0,0
"1857","04","013",243131,2911463,4422969,0,0
"1858","04","013",243131,2911463,4422969,0,0
"1859","04","013",243131,2911463,4422969,0,0
"1860","04","013",243131,2911463,4422969,0,0
"1861","04","013",243131,2911463,4422969,0,0
"1862","04","013",243131,2911463,4422969,0,0
"1863","04","013",243131,2911463,4422969,0,0
"1864","04","013",243131,2911463,4422969,0,0
"1865","04","013",243131,2911463,4422969,0,0
"1866","04","013",243131,2911463,4422969,0,0
"1867","04","013",243131,2911463,4422969,0,0
"1868","04","013",243131,2911463,4422969,0,0
"1869","04","013",243131,2911463,4422969,0,0
"1870","04","013",243131,2911463,4422969,0,0
"1871","04","013",243131,2911463,4422969,0,0
"1872","04","013",243131,2911463,4422969,0,0
"1873","04","013",243131,2911463,4422969,0,0
"1874","04","013",243131,2911463,4422969,0,0
"1875","04","013",243131,2911463,4422969,0,0
"1876","04","013",243131,2911463,4422969,0,0
"1877","04","013",243131,2911463,4422969,0,0
"1878","04","013",243131,2911463,4422969,0,0
"1879","04","013",243131,2911463,4422969,0,0
"1880","04","013",243131,2911463,4422969,0,0
"1881","04","013",243131,2911463,4422969,0,0
"1882","04","013",243131,2911463,4422969,0,0
"1883","04","013",243131,2911463,4422969,0,0
"1884","04","013",243131,2911463,4422969,0,0
"1885","04","013",243131,2911463,4422969,0,0
"1886","04","013",243131,2911463,4422969,0,0
"1887","04","013",243131,2911463,4422969,0,0
"1888","04","013",243131,2911463,4422969,0,0
"1889","04","013",243131,2911463,4422969,0,0
"1890","04","013",243131,2911463,4422969,0,0
"1891","04","013",243131,2911463,4422969,0,0
"1892","04","013",243131,2911463,4422969,0,0
"1893","04","013",243131,2911463,4422969,0,0
"1894","04","013",243131,2911463,4422969,0,0
"1895","04","013",243131,2911463,4422969,0,0
"1896","04","013",243131,2911463,4422969,0,0
"1897","04","013",243131,2911463,4422969,0,0
"1898","04","013",243131,2911463,4422969,0,0
"1899","04","013",243131,2911463,4422969,0,0
"1900","04","013",243131,2911463,4422969,0,0
"1901","04","013",243131,2911463,4422969,0,0
"1902","04","013",243131,2911463,4422969,0,0
"1903","04","013",243131,2911463,4422969,0,0
"1904","04","013",243131,2911463,4422969,0,0
"1905","04","013",243131,2911463,4422969,0,0
"1906","04","013",243131,2911463,4422969,0,0
"1907","04","013",243131,2911463,4422969,0,0
"1908","04","013",243131,2911463,4422969,0,0
"1909","04","013",243131,2911463,4422969,0,0
"1910","04","013",243131,2911463,4422969,0,0
"1911","04","013",243131,2911463,4422969,0,0
"1912","04","013",243131,2911463,4422969,0,0
"1913","04","013",243131,2911463,4422969,0,0
"1914","04","013",243131,2911463,4422969,0,0
"1915","04","013",243131,2911463,4422969,0,0
"1916","04","013",243131,2911463,4422969,0,0
"1917","04","013",243131,2911463,4422969,0,0
"1918","04","013",243131,2911463,4422969,0,0
"1919","04","013",243131,2911463,4422969,0,0
"1920","04","013",243131,2911463,4422969,0,0
"1921","04","013",243131,2911463,4422969,0,0
"1922","04","013",243131,2911463,4422969,0,0
"1923","04","013",243131,2911463,4422969,0,0
"1924","04","013",243131,2911463,4422969,0,0
"1925","04","013",243131,2911463,4422969,0,0
"1926","04","013",243131,2911463,4422969,0,0
"1927","04","013",243131,2911463,4422969,0,0
"1928","04","013",243131,2911463,4422969,0,0
"1929","04","013",243131,2911463,4422969,0,0
"1930","04","013",243131,2911463,4422969,0,0
"1931","04","013",243131,2911463,4422969,0,0
"1932","04","013",243131,2911463,4422969,0,0
"1933","04","013",243131,2911463,4422969,0,0
"1934","04","013",243131,2911463,4422969,0,0
"1935","04","013",243131,2911463,4422969,0,0
"1936","04","013",243131,2911463,4422969,0,0
"1937","04","013",243131,2911463,4422969,0,0
"1938","04","013",243131,2911463,4422969,0,0
"1939","04","013",243131,2911463,4422969,0,0
"1940","04","013",243131,2911463,4422969,0,0
"1941","04","013",243131,2911463,4422969,0,0
"1942","04","013",243131,2911463,4422969,0,0
"1943","04","013",243131,2911463,4422969,0,0
"1944","04","013",243131,2911463,4422969,0,0
"1945","04","013",243131,2911463,4422969,0,0
"1946","04","013",243131,2911463,4422969,0,0
"1947","04","013",243131,2911463,4422969,0,0
"1948","04","013",243131,2911463,4422969,0,0
"1949","04","013",243131,2911463,4422969,0,0
"1950","04","013",243131,2911463,4422969,0,0
"1951","04","013",243131,2911463,4422969,0,0
"1952","04","013",243131,2911463,4422969,0,0
"1953","04","013",243131,2911463,4422969,0,0
"1954","04","013",243131,2911463,4422969,0,0
"1955","04","013",243131,2911463,4422969,0,0
"1956","04","013",243131,2911463,4422969,0,0
"1957","04","013",243131,2911463,4422969,0,0
"1958","04","013",243131,2911463,4422969,0,0
"1959","04","013",243131,2911463,4422969,0,0
"1960","04","013",243131,2911463,4422969,0,0
"1961","04","013",243131,2911463,4422969,0,0
"1962","04","013",243131,2911463,4422969,0,0
"1963","04","013",243131,2911463,4422969,0,0
"1964","04","013",243131,2911463,4422969,0,0
"1965","04","013",243131,2911463,4422969,0,0
"1966","04","013",243131,2911463,4422969,0,0
"1967","04","013",243131,2911463,4422969,0,0
"1968","04","013",243131,2911463,4422969,0,0
"1969","04","013",243131,2911463,4422969,0,0
"1970","04","013",243131,2911463,4422969,0,0
"1971","04","013",243131,2911463,4422969,0,0
"1972","04","013",243131,2911463,4422969,0,0
"1973","04","013",243131,2911463,4422969,0,0
"1974","04","013",243131,2911463,4422969,0,0
"1975","04","013",243131,2911463,4422969,0,0
"1976","04","013",243131,2911463,4422969,0,0
"1977","04","013",243131,2911463,4422969,0,0
"1978","04","013",243131,2911463,4422969,0,0
"1979","04","013",243131,2911463,4422969,0,0
"1980","04","013",243131,2911463,4422969,0,0
"1981","04","013",243131,2911463,4422969,0,0
"1982","04","013",243131,2911463,4422969,0,0
"1983","04","013",243131,2911463,4422969,0,0
"1984","04","013",243131,2911463,4422969,0,0
"1985","04","013",243131,2911463,4422969,0,0
"1986","04","013",243131,2911463,4422969,0,0
"1987","04","013",243131,2911463,4422969,0,0
"1988","04","013",243131,2911463,4422969,0,0
"1989","04","013",243131,2911463,4422969,0,0
"1990","04","013",243131,2911463,4422969,0,0
"1991","04","013",243131,2911463,4422969,0,0
"1992","04","013",243131,2911463,4422969,0,0
"1993","04","013",243131,2911463,4422969,0,0
"1994","04","013",243131,2911463,4422969,0,0
"1995","04","013",243131,2911463,4422969,0,0
"1996","04","013",243131,2911463,4422969,0,0
"1997","04","013",243131,2911463,4422969,0,0
"1998","04","013",243131,2911463,4422969,0,0
"1999","04","013",243131,2911463,4422969,0,0
"2000","04","013",243131,2911463,4422969,0,0
"2001","04","013",243131,2911463,4422969,0,0
"2002","04","013",243131,2911463,4422969,0,0
"2003","04","013",243131,2911463,4422969,0,0
"2004","04","013",243131,2911463,4422969,0,0
"2005","04","013",243131,2911463,4422969,0,0
"2006","04","013",243131,2911463,4422969,0,0
"2007","04","013",243131,2911463,4422969,0,0
"2008","04","013",243131,2911463,4422969,0,0
"2009","04","013",243131,2911463,4422969,0,0
"2010","04","013",243131,2911463,4422969,0,0
"2011","04","013",243131,2911463,4422969,0,0
"2012","04","013",243131,2911463,4422969,0,0
"2013","04","013",243131,2911463,4422969,0,0
"2014","04","013",243131,2911463,4422969,0,0
"2015","04","013",243131,2911463,4422969,0,0
"2016","04","013",243131,2911463,4422969,0,0
"2017","04","013",243131,2911463,4422969,0,0
"2018","04","013",243131,2911463,4422969,0,0
"2019","04","013",243131,2911463,4422969,0,0
"2020","04","013",243131,2911463,4422969,0,0
"2021","04","013",243131,2911463,4422969,0,0
"2022","04","013",243131,2911463,4422969,0,0
"2023","04","013",243131,2911463,4422969,0,0
"2024","04","013",243131,2911463,4422969,0,0
"2025","04","013",243131,2911463,4422969,0,0
"2026","04","013",243131,2911463,4422969,0,0
"2027","04","013",243131,2911463,4422969,0,0
"2028","04","013",243131,2911463,4422969,0,0
"2029","04","013",243131,2911463,4422969,0,0
"2030","04","013",243131,2911463,4422969,0,0
"2031","04","013",243131,2911463,4422969,0,0
"2032","04","013",243131,2911463,4422969,0,0
"2033","04","013",243131,2911463,4422969,0,0
"2034","04","013",243131,2911463,4422969,0,0
"2035","04","013",243131,2911463,4422969,0,0
"2036","04","013",243131,2911463,4422969,0,0
"2037","04","013",243131,2911463,4422969,0,0
"2038","04","013",243131,2911463,4422969,0,0
"2039","04","013",243131,2911463,4422969,0,0
"2040","04","013",243131,2911463,4422969,0,0
"2041","04","013",243131,2911463,4422969,0,0
"2042","04","013",243131,2911463,4422969,0,0
"2043","04","013",243131,2911463,4422969,0,0
"2044","04","013",243131,2911463,4422969,0,0
"2045","04","013",243131,2911463,4422969,0,0
"2046","04","013",243131,2911463,4422969,0,0
"2047","04","013",243131,2911463,4422969,0,0
"2048","04","013",243131,2911463,4422969,0,0
"2049","04","013",243131,2911463,4422969,0,0
"2050","04","013",243131,2911463,4422969,0,0
"2051","04","013",243131,2911463,4422969,0,0
"2052","04","013",243131,2911463,4422969,0,0
"2053","04","013",243131,2911463,4422969,0,0
"2054","04","013",243131,2911463,4422969,0,0
"2055","04","013",243131,2911463,4422969,0,0
"2056","04","013",243131,2911463,4422969,0,0
"2057","04","013",243131,2911463,4422969,0,0
"2058","04","013",243131,2911463,4422969,0,0
"2059","04","013",243131,2911463,4422969,0,0
"2060","04","013",243131,2911463,4422969,0,0
"2061","04","013",243131,2911463,4422969,0,0
"2062","04","013",243131,2911463,4422969,0,0
"2063","04","013",243131,2911463,4422969,0,0
"2064","04","013",243131,2911463,4422969,0,0
"2065","04","013",243131,2911463,4422969,0,0
"2066","04","013",243131,2911463,4422969,0,0
"2067","04","013",243131,2911463,4422969,0,0
"2068","04","013",243131,2911463,4422969,0,0
"2069","04","013",243131,2911463,4422969,0,0
"2070","04","013",243131,2911463,4422969,0,0
"2071","04","013",243131,2911463,4422969,0,0
"2072","04","013",243131,2911463,4422969,0,0
"2073","04","013",243131,2911463,4422969,0,0
"2074","04","013",243131,2911463,4422969,0,0
"2075","04","013",243131,2911463,4422969,0,0
"2076","04","013",243131,2911463,4422969,0,0
"2077","04","013",243131,2911463,4422969,0,0
"2078","04","013",243131,2911463,4422969,0,0
"2079","04","013",243131,2911463,4422969,0,0
"2080","04","013",243131,2911463,4422969,0,0
"2081","04","013",243131,2911463,4422969,0,0
"2082","04","013",243131,2911463,4422969,0,0
"2083","04","013",243131,2911463,4422969,0,0
"2084","04","013",243131,2911463,4422969,0,0
"2085","04","013",243131,2911463,4422969,0,0
"2086","04","013",243131,2911463,4422969,0,0
"2087","04","013",243131,2911463,4422969,0,0
"2088","04","013",243131,2911463,4422969,0,0
"2089","04","013",243131,2911463,4422969,0,0
"2090","04","013",243131,2911463,4422969,0,0
"2091","04","013",243131,2911463,4422969,0,0
"2092","04","013",243131,2911463,4422969,0,0
"2093","04","013",243131,2911463,4422969,0,0
"2094","04","013",243131,2911463,4422969,0,0
"2095","04","013",243131,2911463,4422969,0,0
"2096","04","013",243131,2911463,4422969,0,0
"2097","04","013",243131,2911463,4422969,0,0
"2098","04","013",243131,2911463,4422969,0,0
"2099","04","013",243131,2911463,4422969,0,0
"2100","04","013",243131,2911463,4422969,0,0
"2101","04","013",243131,2911463,4422969,0,0
"2102","04","013",243131,2911463,4422969,0,0
"2103","04","013",243131,2911463,4422969,0,0
"2104","04","013",243131,2911463,4422969,0,0
"2105","04","013",243131,2911463,4422969,0,0
"2106","04","013",243131,2911463,4422969,0,0
"2107","04","013",243131,2911463,4422969,0,0
"2108","04","013",243131,2911463,4422969,0,0
"2109","04","013",243131,2911463,4422969,0,0
"2110","04","013",243131,2911463,4422969,0,0
"2111","04","013",243131,2911463,4422969,0,0
"2112","04","013",243131,2911463,4422969,0,0
"2113","04","013",243131,2911463,4422969,0,0
"2114","04","013",243131,2911463,4422969,0,0
"2115","04","013",243131,2911463,4422969,0,0
"2116","04","013",243131,2911463,4422969,0,0
"2117","04","013",243131,2911463,4422969,0,0
"2118","04","013",243131,2911463,4422969,0,0
"2119","04","013",243131,2911463,4422969,0,0
"2120","04","013",243131,2911463,4422969,0,0
"2121","04","013",243131,2911463,4422969,0,0
"2122","04","013",243131,2911463,4422969,0,0
"2123","04","013",243131,2911463,4422969,0,0
"2124","04","013",243131,2911463,4422969,0,0
"2125","04","013",243131,2911463,4422969,0,0
"2126","04","013",243131,2911463,4422969,0,0
"2127","04","013",243131,2911463,4422969,0,0
"2128","04","013",243131,2911463,4422969,0,0
"2129","04","013",243131,2911463,4422969,0,0
"2130","04","013",243131,2911463,4422969,0,0
"2131","04","013",243131,2911463,4422969,0,0
"2132","04","013",243131,2911463,4422969,0,0
"2133","04","013",243131,2911463,4422969,0,0
"2134","04","013",243131,2911463,4422969,0,0
"2135","04","013",243131,2911463,4422969,0,0
"2136","04","013",243131,2911463,4422969,0,0
"2137","04","013",243131,2911463,4422969,0,0
"2138","04","013",243131,2911463,4422969,0,0
"2139","04","013",243131,2911463,4422969,0,0
"2140","04","013",243131,2911463,4422969,0,0
"2141","04","013",243131,2911463,4422969,0,0
"2142","04","013",243131,2911463,4422969,0,0
"2143","04","013",243131,2911463,4422969,0,0
"2144","04","013",243131,2911463,4422969,0,0
"2145","04","013",243131,2911463,4422969,0,0
"2146","04","013",243131,2911463,4422969,0,0
"2147","04","013",243131,2911463,4422969,0,0
"2148","04","013",243131,2911463,4422969,0,0
"2149","04","013",243131,2911463,4422969,0,0
"2150","04","013",243131,2911463,4422969,0,0
"2151","04","013",243131,2911463,4422969,0,0
"2152","04","013",243131,2911463,4422969,0,0
"2153","04","013",243131,2911463,4422969,0,0
"2154","04","013",243131,2911463,4422969,0,0
"2155","04","013",243131,2911463,4422969,0,0
"2156","04","013",243131,2911463,4422969,0,0
"2157","04","013",243131,2911463,4422969,0,0
"2158","04","013",243131,2911463,4422969,0,0
"2159","04","013",243131,2911463,4422969,0,0
"2160","04","013",243131,2911463,4422969,0,0
"2161","04","013",243131,2911463,4422969,0,0
"2162","04","013",243131,2911463,4422969,0,0
"2163","04","013",243131,2911463,4422969,0,0
"2164","04","013",243131,2911463,4422969,0,0
"2165","04","013",243131,2911463,4422969,0,0
"2166","04","013",243131,2911463,4422969,0,0
"2167","04","013",243131,2911463,4422969,0,0
"2168","04","013",243131,2911463,4422969,0,0
"2169","04","013",243131,2911463,4422969,0,0
"2170","04","013",243131,2911463,4422969,0,0
"2171","04","013",243131,2911463,4422969,0,0
"2172","04","013",243131,2911463,4422969,0,0
"2173","04","013",243131,2911463,4422969,0,0
"2174","04","013",243131,2911463,4422969,0,0
"2175","04","013",243131,2911463,4422969,0,0
"2176","04","013",243131,2911463,4422969,0,0
"2177","04","013",243131,2911463,4422969,0,0
"2178","04","013",243131,2911463,4422969,0,0
"2179","04","013",243131,2911463,4422969,0,0
"2180","04","013",243131,2911463,4422969,0,0
"2181","04","013",243131,2911463,4422969,0,0
"2182","04","013",243131,2911463,4422969,0,0
"2183","04","013",243131,2911463,4422969,0,0
"2184","04","013",243131,2911463,4422969,0,0
"2185","04","013",243131,2911463,4422969,0,0
"2186","04","013",243131,2911463,4422969,0,0
"2187","04","013",243131,2911463,4422969,0,0
"2188","04","013",243131,2911463,4422969,0,0
"2189","04","013",243131,2911463,4422969,0,0
"2190","04","013",243131,2911463,4422969,0,0
"2191","04","013",243131,2911463,4422969,0,0
"2192","04","013",243131,2911463,4422969,0,0
"2193","04","013",243131,2911463,4422969,0,0
"2194","04","013",243131,2911463,4422969,0,0
"2195","04","013",243131,2911463,4422969,0,0
"2196","04","013",243131,2911463,4422969,0,0
"2197","04","013",243131,2911463,4422969,0,0
"2198","04","013",243131,2911463,4422969,0,0
"2199","04","013",243131,2911463,4422969,0,0
"2200","04","013",243131,2911463,4422969,0,0
"2201","04","013",243131,2911463,4422969,0,0
"2202","04","013",243131,2911463,4422969,0,0
"2203","04","013",243131,2911463,4422969,0,0
"2204","04","013",243131,2911463,4422969,0,0
"2205","04","013",243131,2911463,4422969,0,0
"2206","04","013",243131,2911463,4422969,0,0
"2207","04","013",243131,2911463,4422969,0,0
"2208","04","013",243131,2911463,4422969,0,0
"2209","04","013",243131,2911463,4422969,0,0
"2210","04","013",243131,2911463,4422969,0,0
"2211","04","013",243131,2911463,4422969,0,0
"2212","04","013",243131,2911463,4422969,0,0
"2213","04","013",243131,2911463,4422969,0,0
"2214","04","013",243131,2911463,4422969,0,0
"2215","04","013",243131,2911463,4422969,0,0
"2216","04","013",243131,2911463,4422969,0,0
"2217","04","013",243131,2911463,4422969,0,0
"2218","04","013",243131,2911463,4422969,0,0
"2219","04","013",243131,2911463,4422969,0,0
"2220","04","013",243131,2911463,4422969,0,0
"2221","04","013",243131,2911463,4422969,0,0
"2222","04","013",243131,2911463,4422969,0,0
"2223","04","013",243131,2911463,4422969,0,0
"2224","04","013",243131,2911463,4422969,0,0
"2225","04","013",243131,2911463,4422969,0,0
"2226","04","013",243131,2911463,4422969,0,0
"2227","04","013",243131,2911463,4422969,0,0
"2228","04","013",243131,2911463,4422969,0,0
"2229","04","013",243131,2911463,4422969,0,0
"2230","04","013",243131,2911463,4422969,0,0
"2231","04","013",243131,2911463,4422969,0,0
"2232","04","013",243131,2911463,4422969,0,0
"2233","04","013",243131,2911463,4422969,0,0
"2234","04","013",243131,2911463,4422969,0,0
"2235","04","013",243131,2911463,4422969,0,0
"2236","04","013",243131,2911463,4422969,0,0
"2237","04","013",243131,2911463,4422969,0,0
"2238","04","013",243131,2911463,4422969,0,0
"2239","04","013",243131,2911463,4422969,0,0
"2240","04","013",243131,2911463,4422969,0,0
"2241","04","013",243131,2911463,4422969,0,0
"2242","04","013",243131,2911463,4422969,0,0
"2243","04","013",243131,2911463,4422969,0,0
"2244","04","013",243131,2911463,4422969,0,0
"2245","04","013",243131,2911463,4422969,0,0
"2246","04","013",243131,2911463,4422969,0,0
"2247","04","013",243131,2911463,4422969,0,0
"2248","04","013",243131,2911463,4422969,0,0
"2249","04","013",243131,2911463,4422969,0,0
"2250","04","013",243131,2911463,4422969,0,0
"2251","04","013",243131,2911463,4422969,0,0
"2252","04","013",243131,2911463,4422969,0,0
"2253","04","013",243131,2911463,4422969,0,0
"2254","04","013",243131,2911463,4422969,0,0
"2255","04","013",243131,2911463,4422969,0,0
"2256","04","013",243131,2911463,4422969,0,0
"2257","04","013",243131,2911463,4422969,0,0
"2258","04","013",243131,2911463,4422969,0,0
"2259","04","013",243131,2911463,4422969,0,0
"2260","04","013",243131,2911463,4422969,0,0
"2261","04","013",243131,2911463,4422969,0,0
"2262","04","013",243131,2911463,4422969,0,0
"2263","04","013",243131,2911463,4422969,0,0
"2264","04","013",243131,2911463,4422969,0,0
"2265","04","013",243131,2911463,4422969,0,0
"2266","04","013",243131,2911463,4422969,0,0
"2267","04","013",243131,2911463,4422969,0,0
"2268","04","013",243131,2911463,4422969,0,0
"2269","04","013",243131,2911463,4422969,0,0
"2270","04","013",243131,2911463,4422969,0,0
"2271","04","013",243131,2911463,4422969,0,0
