statecode,countycode,v052_numerator,v052_denominator,v052_rawvalue,v052_flag_CT
02,158,3361,8001,0.4200724909386327,NA
02,164,367,1331,0.27573253193087904,NA
02,170,29114,115239,0.2526401652218433,NA
02,180,3276,9763,0.3355525965379494,NA
02,185,2655,10603,0.25040082995378665,NA
02,188,2810,7361,0.38174161119413125,NA
02,195,698,3427,0.2036766851473592,NA
02,198,1267,5696,0.222436797752809,NA
02,220,1554,8282,0.18763583675440715,NA
02,230,170,1095,0.1552511415525114,NA
02,240,1815,7077,0.2564646036456125,NA
02,275,378,2064,0.18313953488372092,NA
02,282,132,687,0.19213973799126638,NA
02,290,1397,5129,0.2723727822187561,NA
04,000,1583034,7431344,0.21302122469367588,NA
04,001,16671,65036,0.2563349529491359,NA
04,003,25421,124640,0.20395539152759948,NA
04,005,27607,144472,0.1910889307270613,NA
04,007,10035,54003,0.18582300983278707,NA
04,009,10416,39525,0.2635294117647059,NA
04,011,2511,9369,0.2680115273775216,NA
04,012,2554,16710,0.1528426092160383,NA
04,013,1013496,4585871,0.22100403609259833,NA
04,015,35835,223682,0.16020511261523054,NA
04,017,27120,109175,0.24840851843370734,NA
04,019,205102,1063162,0.19291697784533307,NA
04,021,103957,484239,0.21468118016103618,NA
04,023,12346,49158,0.25114935514056713,NA
04,025,37931,249081,0.15228379523127014,NA
04,027,52032,213221,0.24402849625505932,NA
05,000,705608,3067732,0.23000966186094482,NA
05,001,3758,16307,0.23045317961611578,NA
05,003,4157,18262,0.22763114664330303,NA
05,005,7537,42875,0.17579008746355684,NA
05,007,78172,311013,0.2513464067418404,NA
05,009,8728,38530,0.2265247858811316,NA
05,011,2492,10104,0.2466349960411718,NA
05,013,849,4641,0.18293471234647704,NA
05,015,6174,28814,0.21427084056361492,NA
05,017,2027,9538,0.21251834766198363,NA
05,019,4309,21274,0.20254771082072012,NA
05,021,3047,14201,0.21456235476374902,NA
05,023,4752,25445,0.18675574769109846,NA
05,025,1580,7378,0.21415017619951207,NA
05,027,4725,22150,0.21331828442437922,NA
05,029,4740,21077,0.22488969018361246,NA
05,031,28734,113993,0.2520681094453168,NA
05,033,14833,61891,0.23966327899048326,NA
05,035,12725,47139,0.26994632894206494,NA
05,037,3893,16420,0.23708891595615103,NA
05,039,1251,6185,0.2022635408245756,NA
05,041,2570,10479,0.2452524095810669,NA
05,043,3715,16945,0.21923871348480378,NA
05,045,29212,129951,0.22479242175897068,NA
05,047,3923,17468,0.22458209297000228,NA
05,049,2626,12421,0.2114161500684325,NA
05,051,19595,99784,0.19637416820331918,NA
05,053,4064,18383,0.2210738182015993,NA
05,055,11063,46743,0.2366771495197142,NA
05,057,4914,19343,0.2540453910975547,NA
05,059,6330,33258,0.19033014613025437,NA
05,061,3222,12533,0.2570813053538658,NA
05,063,9266,38320,0.24180584551148226,NA
05,065,2540,14169,0.17926459171430587,NA
05,067,3318,16784,0.1976882745471878,NA
05,069,13661,63661,0.2145897802422205,NA
05,071,6294,26129,0.24088177886639367,NA
05,073,1134,6095,0.18605414273995077,NA
05,075,3615,16318,0.22153450177717857,NA
05,077,1440,8201,0.17558834288501401,NA
05,079,1994,12898,0.1545976120328733,NA
05,081,2568,11805,0.21753494282083863,NA
05,083,4648,21400,0.21719626168224299,NA
05,085,18558,75944,0.24436426840830086,NA
05,087,4228,17775,0.2378621659634318,NA
05,089,3278,17514,0.1871645540710289,NA
05,091,10019,42415,0.2362136036779441,NA
05,093,10019,38663,0.25913664226780125,NA
05,095,1530,6512,0.23495085995085996,NA
05,097,1616,8620,0.18747099767981437,NA
05,099,1773,8120,0.2183497536945813,NA
05,101,1313,7071,0.1856880214962523,NA
05,103,4845,21793,0.22231909328683522,NA
05,105,2170,10184,0.21307934014139826,NA
05,107,3815,14961,0.25499632377514875,NA
05,109,2292,10208,0.22452978056426331,NA
05,111,5442,22397,0.24297897039782113,NA
05,113,4295,19436,0.22098168347396582,NA
05,115,14963,64593,0.23165048844302014,NA
05,117,1667,8036,0.2074415131906421,NA
05,119,92612,400009,0.23152479069220944,NA
05,121,4647,18907,0.24578198550801292,NA
05,123,4657,22101,0.21071444731007646,NA
05,125,29925,129574,0.2309491101609891,NA
05,127,2229,9851,0.22627144452339865,NA
05,129,1591,7806,0.2038175762234179,NA
05,131,30517,129098,0.2363863111744566,NA
05,133,4400,15632,0.28147389969293757,NA
05,135,3635,17968,0.20230409617097062,NA
05,137,2490,12671,0.19651171967484807,NA
05,139,8976,37397,0.24001925288124715,NA
05,141,3088,16142,0.1913021930367984,NA
05,143,60562,261549,0.23155125808165966,NA
05,145,18173,78452,0.23164482741039108,NA
05,147,1305,5964,0.21881287726358148,NA
05,149,4783,20044,0.23862502494512072,NA
06,000,8445669,38965193,0.21674906114285125,NA
06,001,315933,1622188,0.1947573277573253,NA
06,003,186,1141,0.16301489921121823,NA
06,005,6512,41811,0.15574848724019993,NA
06,007,42199,207172,0.20369065317707025,NA
06,009,8156,46565,0.17515301191882315,NA
06,011,5915,22037,0.2684122158188501,NA
06,013,250439,1155025,0.21682560983528495,NA
06,015,5555,26589,0.20892098236112677,NA
06,017,37109,192215,0.1930598548500377,NA
06,019,280038,1017162,0.27531307697298957,NA
06,021,7470,28129,0.2655622311493476,NA
06,023,24839,133985,0.18538642385341642,NA
06,025,50348,179057,0.28118420391272053,NA
06,027,3668,18527,0.19798132455335457,NA
06,029,259728,913820,0.2842222757216957,NA
06,031,40721,152682,0.2667046541177087,NA
06,033,14900,67878,0.21951147647249478,NA
06,035,5423,28861,0.1879006271438966,NA
06,037,1952770,9663345,0.20208012856831667,NA
06,039,43914,162858,0.26964594923184615,NA
06,041,48217,254407,0.18952701773143035,NA
06,043,3036,16919,0.1794432295052899,NA
06,045,18532,89108,0.2079723481617812,NA
06,047,82900,291920,0.2839819128528364,NA
06,049,1594,8500,0.1875294117647059,NA
06,051,2257,13066,0.17273840502066432,NA
06,053,109668,430723,0.2546137540832507,NA
06,055,25378,133216,0.19050264232524622,NA
06,057,17159,102037,0.16816448935190176,NA
06,059,645880,3135755,0.205972724272145,NA
06,061,91096,423561,0.21507173701072574,NA
06,063,3233,19131,0.16899273430557735,NA
06,065,593261,2492442,0.23802399413908126,NA
06,067,357753,1584288,0.22581310973762347,NA
06,069,17040,68175,0.24994499449944996,NA
06,071,553808,2195611,0.2522341161526336,NA
06,073,675125,3269973,0.20646194938001017,NA
06,075,110389,808988,0.13645319831690952,NA
06,077,207474,800965,0.25903004500820886,NA
06,079,48467,281639,0.17208909277479326,NA
06,081,139218,726353,0.1916671370531959,NA
06,083,98119,441257,0.2223624781023304,NA
06,085,374375,1877592,0.199391028508856,NA
06,087,47101,261547,0.18008617953943268,NA
06,089,38814,180366,0.21519576860383885,NA
06,091,530,3200,0.165625,NA
06,093,8468,42905,0.19736627432700152,NA
06,095,97528,449218,0.21710617116856404,NA
06,097,90254,481812,0.18732202601844702,NA
06,099,145831,551430,0.2644596775656022,NA
06,101,24291,97948,0.24799893821211255,NA
06,103,15610,64896,0.240538708086785,NA
06,105,2742,15670,0.1749840459476707,NA
06,107,140917,479468,0.29390282563174186,NA
06,109,9352,54204,0.17253339236956683,NA
06,111,178129,829590,0.21471931918176448,NA
06,113,43139,220544,0.19560269152640744,NA
06,115,23161,85722,0.2701873498051842,NA
08,000,1214684,5877610,0.2066629123061925,NA
08,001,129601,533365,0.24298744762029756,NA
08,003,3983,16655,0.23914740318222755,NA
08,005,145860,656061,0.22232688728639563,NA
08,007,2363,14189,0.16653745859468602,NA
08,009,760,3344,0.22727272727272727,NA
08,011,897,5681,0.15789473684210525,NA
08,013,55707,326831,0.1704458879359669,NA
08,014,15289,76860,0.198920114493885,NA
08,015,3008,20617,0.14589901537566086,NA
08,017,426,1727,0.246670526925304,NA
08,019,1209,9147,0.1321744834371925,NA
08,021,1901,7521,0.2527589416301024,NA
08,023,671,3628,0.18495038588754134,NA
08,025,630,5636,0.11178140525195174,NA
08,027,845,5534,0.1526924466931695,NA
08,029,5974,31746,0.18818118818118817,NA
08,031,126866,716577,0.17704447672755336,NA
08,033,417,2513,0.16593712693991244,NA
08,035,87740,383906,0.2285455293743781,NA
08,037,10761,54381,0.1978816130633861,NA
08,039,6139,28806,0.21311532319655627,NA
08,041,169937,744215,0.22834395974281627,NA
08,043,7806,50318,0.15513335188203028,NA
08,045,15110,62707,0.24096193407434577,NA
08,047,765,5926,0.12909213634829564,NA
08,049,2431,15935,0.15255726388453092,NA
08,051,2697,17321,0.1557069453264823,NA
08,053,103,765,0.134640522875817,NA
08,055,1063,7055,0.15067328136073707,NA
08,057,237,1309,0.18105423987776928,NA
08,059,103852,576366,0.1801841191187544,NA
08,061,329,1384,0.23771676300578035,NA
08,063,1784,6994,0.255075779239348,NA
08,065,1496,7365,0.20312287847929394,NA
08,067,9598,56407,0.17015618628893578,NA
08,069,66613,370771,0.1796607609548751,NA
08,071,2527,14348,0.17612210761081684,NA
08,073,1106,5480,0.20182481751824818,NA
08,075,3741,20619,0.18143459915611815,NA
08,077,32013,159681,0.20048095891183046,NA
08,079,125,944,0.13241525423728814,NA
08,081,3248,13327,0.24371576498836947,NA
08,083,5499,26531,0.20726697071350494,NA
08,085,8793,44156,0.1991348854062868,NA
08,087,7737,29524,0.2620579867226663,NA
08,089,4179,18136,0.23042567269519187,NA
08,091,688,5176,0.13292117465224113,NA
08,093,2607,18117,0.14389799635701275,NA
08,095,1117,4476,0.2495531724754245,NA
08,097,2434,16640,0.14627403846153847,NA
08,099,3007,11751,0.25589311547953364,NA
08,101,36514,169422,0.2155210067169553,NA
08,103,1527,6569,0.2324554726746841,NA
08,105,2274,11188,0.20325348587772613,NA
08,107,4325,25064,0.17255825087775295,NA
08,109,1272,6688,0.1901913875598086,NA
08,111,93,802,0.11596009975062344,NA
08,113,1226,7868,0.15582104728012203,NA
08,115,445,2299,0.19356241844280123,NA
08,117,4784,30465,0.15703266043000164,NA
08,119,3923,24617,0.15936141690701547,NA
08,121,1123,4855,0.23130792996910401,NA
08,123,90702,359442,0.2523411287495618,NA
08,125,2787,9862,0.2825998783208274,NA
09,000,722986,3617176,0.1998758147239725,NA
09,001,NA,NA,NA,U
09,003,NA,NA,NA,U
09,005,NA,NA,NA,U
09,007,NA,NA,NA,U
09,009,NA,NA,NA,U
09,011,NA,NA,NA,U
09,013,NA,NA,NA,U
09,015,NA,NA,NA,U
09,110,195188,975328,0.20012549624331508,A
09,120,71422,327651,0.21798193809876973,A
09,130,28968,176215,0.16439009164940555,A
09,140,91898,456128,0.20147414760768906,A
09,150,17576,96692,0.18177305257932405,A
09,160,20138,113463,0.17748517137745345,A
09,170,110222,568158,0.19399885243189394,A
09,180,53152,279634,0.19007702925967515,A
09,190,134422,623907,0.2154519824268681,A
10,000,211938,1031890,0.20538817121980055,NA
10,001,42989,189789,0.22650943943010396,NA
10,003,122260,578592,0.21130606714230407,NA
10,005,46689,263509,0.17718180403705378,NA
11,000,126592,678972,0.1864465692252405,NA
11,001,126592,678972,0.1864465692252405,NA
12,000,4380843,22610726,0.1937506562151078,NA
12,001,50729,285994,0.17737784708770113,NA
12,003,7073,28368,0.2493302312464749,NA
12,005,40382,190769,0.2116800947743082,NA
12,007,5913,27858,0.2122550075382296,NA
12,009,115705,643979,0.17967200793814705,NA
12,011,403240,1962531,0.2054693658342212,NA
12,013,2704,13470,0.20074239049740164,NA
12,015,24230,206134,0.11754489797898454,NA
12,017,24461,166696,0.14674017372942363,NA
12,019,52689,232439,0.22667882756336072,NA
12,021,65028,404310,0.16083698152407805,NA
12,023,16043,73063,0.21957762478956516,NA
12,027,6493,35979,0.1804663831679591,NA
12,029,3164,17465,0.1811623246492986,NA
12,031,229643,1030822,0.22277658024372782,NA
12,033,68296,326928,0.20890226594234818,NA
12,035,20919,131439,0.15915367584963366,NA
12,037,1877,12594,0.14903922502779102,NA
12,039,9633,43833,0.21976592977893367,NA
12,041,4181,19587,0.21345790575381632,NA
12,043,1654,12786,0.12936023776005007,NA
12,045,2579,15693,0.1643407888867648,NA
12,047,2832,13471,0.21022938163462251,NA
12,049,6465,25760,0.2509704968944099,NA
12,051,10876,43333,0.25098654605035425,NA
12,053,39437,212807,0.18531815212845443,NA
12,055,17869,107614,0.16604716858401322,NA
12,057,329560,1535564,0.21461821194036848,NA
12,059,4118,19944,0.2064781387886081,NA
12,061,25228,169795,0.14857916899790924,NA
12,063,9281,48622,0.19088067130105713,NA
12,065,2643,15450,0.17106796116504855,NA
12,067,1583,8078,0.19596434761079476,NA
12,069,80409,424462,0.1894374525870396,NA
12,071,142314,834573,0.17052312979212125,NA
12,073,54405,296913,0.1832354932252882,NA
12,075,9022,46545,0.1938339241594156,NA
12,077,1364,7706,0.17700493122242408,NA
12,079,3456,18519,0.18661914790215453,NA
12,081,75946,441095,0.17217606184608758,NA
12,083,76633,409959,0.18692844894245522,NA
12,085,25995,163315,0.15917092734898816,NA
12,086,532595,2686867,0.19822157181579886,NA
12,087,12444,80614,0.154365246731337,NA
12,089,19472,101501,0.19184047447808397,NA
12,091,49218,218464,0.2252911234802988,NA
12,093,9026,41427,0.21787722982595892,NA
12,095,310911,1471416,0.21130054315027158,NA
12,097,103922,437784,0.2373819052318038,NA
12,099,286032,1533801,0.18648573054783507,NA
12,101,128089,632996,0.20235356937484597,NA
12,103,145573,961596,0.15138686101023716,NA
12,105,179846,818330,0.21977197463126122,NA
12,107,15999,75955,0.21063787769073794,NA
12,109,68589,320110,0.21426697072881198,NA
12,111,73315,373586,0.19624664735830571,NA
12,113,44333,203162,0.21821502052549197,NA
12,115,65140,469013,0.13888740823815118,NA
12,117,98743,484271,0.20390029549570385,NA
12,119,10861,151565,0.07165902418104443,NA
12,121,9573,46130,0.20752221981357036,NA
12,123,4542,21582,0.21045315540728385,NA
12,125,3448,15532,0.22199330414627866,NA
12,127,102443,590357,0.1735272047252764,NA
12,129,7573,36449,0.20776976048725618,NA
12,131,17917,86354,0.20748315075155754,NA
12,133,5167,25602,0.20182017029919538,NA
13,000,2538681,11029227,0.2301775999351541,NA
13,001,4491,18457,0.24332231673619764,NA
13,003,2078,8293,0.2505727722175329,NA
13,005,2784,11124,0.25026968716289105,NA
13,007,501,2743,0.1826467371491068,NA
13,009,7997,43396,0.1842796571112545,NA
13,011,4227,19789,0.21360351710546263,NA
13,013,23027,92792,0.2481571687214415,NA
13,015,26453,115041,0.2299441068836328,NA
13,017,4189,17128,0.24457029425502103,NA
13,019,4314,18570,0.2323101777059774,NA
13,021,38212,156512,0.24414741361684728,NA
13,023,2575,12465,0.20657841957480946,NA
13,025,4215,18401,0.22906363784576925,NA
13,027,3343,16245,0.20578639581409663,NA
13,029,14168,49739,0.28484690082229236,NA
13,031,16858,84327,0.19991224637423363,NA
13,033,5923,24438,0.24236844258940993,NA
13,035,5492,26887,0.20426228288764087,NA
13,037,815,5457,0.1493494594099322,NA
13,039,13884,58118,0.2388932860731615,NA
13,043,2913,11059,0.26340537119088525,NA
13,045,30114,127098,0.23693527828919417,NA
13,047,14872,68910,0.2158177332752866,NA
13,049,2274,12934,0.17581567960414413,NA
13,051,62024,303655,0.20425812188174078,NA
13,053,1971,8661,0.22757187391756148,NA
13,055,5504,25222,0.21822218697962095,NA
13,057,63845,286602,0.22276536800161897,NA
13,059,21551,129933,0.16586240600925092,NA
13,061,563,2853,0.1973361373992289,NA
13,063,78701,298300,0.2638317130405632,NA
13,065,1701,6746,0.25214942187963235,NA
13,067,172922,776743,0.22262447167209745,NA
13,069,10716,43317,0.24738555301613685,NA
13,071,11792,46167,0.25542053847986657,NA
13,073,40674,165162,0.24626730119519016,NA
13,075,4479,17714,0.25285085243310373,NA
13,077,35444,155892,0.22736253303569137,NA
13,079,2464,12277,0.20070049686405472,NA
13,081,4592,19631,0.23391574550455912,NA
13,083,3148,16165,0.19474172595112899,NA
13,085,6420,31732,0.20231942518593218,NA
13,087,7031,29087,0.24172310654244164,NA
13,089,171061,762992,0.22419763247845326,NA
13,091,3648,19776,0.18446601941747573,NA
13,093,1678,10981,0.1528093980511793,NA
13,095,20027,82645,0.2423256095347571,NA
13,097,37458,149160,0.2511263073209976,NA
13,099,2577,10563,0.24396478273217836,NA
13,101,973,3709,0.2623348611485576,NA
13,103,18769,71541,0.2623530562894005,NA
13,105,4449,20013,0.22230550142407435,NA
13,107,5667,23119,0.2451230589558372,NA
13,109,2639,10754,0.24539706155848987,NA
13,111,4017,25955,0.1547678674629166,NA
13,113,27377,123351,0.2219438837139545,NA
13,115,22670,100113,0.22644411814649446,NA
13,117,68948,272887,0.25266135799799916,NA
13,119,5490,24782,0.2215317569203454,NA
13,121,222303,1079105,0.20600682973389986,NA
13,123,5924,32860,0.18027997565429094,NA
13,125,635,2954,0.2149627623561273,NA
13,127,17677,86172,0.20513623914960777,NA
13,129,13615,59757,0.22783941630269258,NA
13,131,6371,26066,0.24441801580603084,NA
13,133,3487,20722,0.1682752630055014,NA
13,135,252540,983526,0.2567700294654132,NA
13,137,10606,48757,0.21752773960662058,NA
13,139,50878,217267,0.2341726999498313,NA
13,141,1257,8676,0.14488243430152145,NA
13,143,7760,32038,0.24221237280729135,NA
13,145,7782,36654,0.21230970698968735,NA
13,147,5538,27556,0.2009725649586297,NA
13,149,2759,12034,0.22926707661625395,NA
13,151,63307,254613,0.24864009300389217,NA
13,153,43682,171974,0.2540035121588147,NA
13,155,2115,9120,0.23190789473684212,NA
13,157,22151,88615,0.24996896687919654,NA
13,159,3880,16455,0.23579459130963232,NA
13,161,3754,14906,0.2518448946732859,NA
13,163,3464,15183,0.2281499044984522,NA
13,165,1718,8627,0.19914222788918512,NA
13,167,1613,9282,0.1737772031889679,NA
13,169,6530,28969,0.2254133729158756,NA
13,171,4365,20401,0.21396009999509827,NA
13,173,2460,10452,0.23536165327210104,NA
13,175,12391,49941,0.24811277307222523,NA
13,177,8502,33872,0.25100377893245157,NA
13,179,19102,69210,0.2760005779511631,NA
13,181,1528,7879,0.19393324025891612,NA
13,183,5471,19594,0.27921812799836687,NA
13,185,29648,120712,0.24560938431970308,NA
13,187,5781,35258,0.16396278858698735,NA
13,189,5352,21799,0.24551584935088766,NA
13,191,1780,11501,0.15476915050865142,NA
13,193,2094,11817,0.1772023356181772,NA
13,195,7511,32191,0.23332608493057067,NA
13,197,1502,7440,0.20188172043010752,NA
13,199,4369,20931,0.2087334575510009,NA
13,201,1337,5747,0.23264311814859928,NA
13,205,4851,21114,0.2297527706734868,NA
13,207,6398,30625,0.20891428571428572,NA
13,209,1805,8761,0.20602670927976258,NA
13,211,4725,21460,0.2201770736253495,NA
13,213,9594,41035,0.23380041428049225,NA
13,215,50137,201877,0.24835419587174368,NA
13,217,29941,120135,0.24922795188745994,NA
13,219,11289,44182,0.255511294192205,NA
13,221,3382,15754,0.2146756379332233,NA
13,223,46166,183164,0.25204734554825187,NA
13,225,5990,28805,0.20795000867904878,NA
13,227,6676,35969,0.18560427034390725,NA
13,229,5027,20425,0.24611995104039167,NA
13,231,4755,20461,0.23239333365915643,NA
13,233,11093,44223,0.25084232186871086,NA
13,235,1808,10095,0.179098563645369,NA
13,237,4443,23129,0.19209650222664187,NA
13,239,431,2280,0.18903508771929825,NA
13,241,2790,17442,0.15995872033023736,NA
13,243,1269,6078,0.2087857847976308,NA
13,245,46852,205414,0.2280857195712074,NA
13,247,22493,95987,0.23433381603758843,NA
13,249,1038,4526,0.22934158197083518,NA
13,251,2996,14174,0.2113729363623536,NA
13,253,1767,9092,0.19434667839859218,NA
13,255,16292,69946,0.23292254024533213,NA
13,257,5939,27228,0.21812105185838107,NA
13,259,606,4674,0.12965340179717585,NA
13,261,6510,28890,0.22533748701973,NA
13,263,934,5718,0.16334382651276672,NA
13,265,297,1609,0.18458669981354878,NA
13,267,4916,24296,0.20233783338821204,NA
13,269,1512,7758,0.19489559164733178,NA
13,271,1911,10920,0.175,NA
13,273,1932,8718,0.22161046111493463,NA
13,275,10704,45649,0.23448487371026747,NA
13,277,10200,41554,0.24546373393656448,NA
13,279,7190,27040,0.26590236686390534,NA
13,281,1726,13035,0.13241273494438052,NA
13,283,1395,6341,0.21999684592335594,NA
13,285,17194,70742,0.2430522179186339,NA
13,287,2241,8909,0.25154338309574586,NA
13,289,1448,7691,0.18827200624106097,NA
13,291,4058,27124,0.14960920218256893,NA
13,293,6458,28263,0.22849662102395357,NA
13,295,14691,69489,0.2114147562923628,NA
13,297,25207,106702,0.23623737137073345,NA
13,299,9054,36243,0.24981375713930967,NA
13,301,1038,5106,0.20329024676850763,NA
13,303,4212,19820,0.21251261352169526,NA
13,305,7614,31373,0.24269276129155642,NA
13,307,399,2337,0.17073170731707318,NA
13,309,1146,7081,0.1618415478039825,NA
13,311,5529,29026,0.19048439330255632,NA
13,313,25418,103687,0.24514162816939442,NA
13,315,1625,8779,0.185100808748149,NA
13,317,1961,9518,0.20603067871401554,NA
13,319,1941,8725,0.22246418338108884,NA
13,321,4419,20273,0.21797464608099443,NA
15,000,293613,1435138,0.20458868763840132,NA
15,001,42623,207615,0.20529826842954507,NA
15,003,201494,989408,0.2036510721562793,NA
15,005,6,81,0.07407407407407407,NA
15,007,15577,73851,0.21092469973324668,NA
15,009,33913,164183,0.20655609898710586,NA
16,000,467342,1964726,0.2378662469983092,NA
16,001,112818,524673,0.21502535865196037,NA
16,003,841,4903,0.17152763614113808,NA
16,005,22442,90400,0.24825221238938053,NA
16,007,1748,6766,0.25835057641146913,NA
16,009,2305,10369,0.22229723213424632,NA
16,011,14481,50395,0.28734993550947513,NA
16,013,4583,25041,0.1830198474501817,NA
16,015,1329,8517,0.15604085945755547,NA
16,017,10254,52547,0.1951395893200373,NA
16,019,38495,131366,0.2930362498667844,NA
16,021,3201,13557,0.23611418455410488,NA
16,023,632,2758,0.22915155910079768,NA
16,025,272,1232,0.22077922077922077,NA
16,027,67745,257674,0.2629097231385394,NA
16,029,1987,7219,0.2752458789305998,NA
16,031,7862,25696,0.30596201743462015,NA
16,033,189,801,0.23595505617977527,NA
16,035,1411,9214,0.15313653136531366,NA
16,037,754,4523,0.16670351536590758,NA
16,039,7204,29724,0.2423630736105504,NA
16,041,4647,15494,0.29992255066477347,NA
16,043,3346,14196,0.2357001972386588,NA
16,045,4626,21071,0.2195434483413222,NA
16,047,4133,16061,0.2573314239462051,NA
16,049,3610,17890,0.20178870877585242,NA
16,051,10882,34198,0.31820574302590793,NA
16,053,7500,25479,0.29436006122689273,NA
16,055,40953,185010,0.2213556023998703,NA
16,057,8021,41301,0.19420837267862764,NA
16,059,1537,8441,0.1820874303992418,NA
16,061,793,3739,0.2120887937951324,NA
16,063,1388,5450,0.2546788990825688,NA
16,065,11206,54547,0.20543751260380955,NA
16,067,6335,22480,0.28180604982206403,NA
16,069,9027,42987,0.20999371903133504,NA
16,071,1364,4953,0.2753886533414093,NA
16,073,3084,12722,0.2424147146675051,NA
16,075,6805,27279,0.24945929102972983,NA
16,077,2461,8253,0.2981945959045196,NA
16,079,2945,14026,0.20996720376443748,NA
16,081,2666,12549,0.21244720694876085,NA
16,083,24699,95156,0.2595632435159107,NA
16,085,2239,12644,0.17708003796267005,NA
16,087,2522,11425,0.22074398249452953,NA
17,000,2705522,12549689,0.21558478461099714,NA
17,001,14469,64441,0.2245309663102683,NA
17,003,1005,4695,0.21405750798722045,NA
17,005,2944,16450,0.17896656534954408,NA
17,007,12467,53202,0.23433329574076162,NA
17,009,1066,6294,0.16936765173180807,NA
17,011,6712,32729,0.2050780653243301,NA
17,013,865,4317,0.20037062775075284,NA
17,015,2818,15526,0.18150199665077935,NA
17,017,3054,12596,0.24245792315020642,NA
17,019,39095,205644,0.19011009317072222,NA
17,021,6246,33228,0.18797399783315277,NA
17,023,3317,15088,0.21984358430540826,NA
17,025,2993,12999,0.23024848065235787,NA
17,027,7853,36785,0.21348375696615468,NA
17,029,8481,46060,0.18412939643942683,NA
17,031,1055492,5087072,0.20748517025117788,NA
17,033,3600,18300,0.19672131147540983,NA
