statecode,countycode,v135_denominator,v135_numerator,v135_rawvalue,v135_cilow,v135_cihigh,v135_sourceflag,v135_flag_CT
00,000,1650072382,1378840,83.56239490104986,83.42291551956127,83.70187428253844,,
01,000,24826761,23185,93.38713173256873,92.18503460875563,94.58922885638184,,
01,001,286469,189,65.97572512209,56.5696305407076,75.38181970347239,,
01,003,1156272,953,82.42005341303776,77.18715248328266,87.65295434279287,,
01,005,123826,106,85.60399269943308,69.30738691685549,101.90059848201066,,
01,007,111412,111,99.63020141456934,81.09550016551954,118.16490266361915,,
01,009,292098,287,98.25469534197426,86.88710442442229,109.62228625952622,,
01,011,50737,59,116.28594516822042,88.52224930266561,150.00039687521092,,
01,013,96166,116,120.62475303121684,98.67328781069477,142.5762182517389,,
01,015,573111,568,99.10820068014749,90.957564742567,107.25883661772798,,
01,017,168363,164,97.408575518374,82.50016511303744,112.31698592371055,,
01,019,128820,142,110.23133053873623,92.10053131182002,128.36212976565244,,
01,021,224136,219,97.70853410429382,84.76757360244693,110.6494946061407,,
01,023,62820,77,122.57242916268706,96.73224427641918,153.1945057308546,,
01,025,116108,119,102.49078444207117,84.07596742284252,120.90560146129982,,
01,027,68010,83,122.04087634171445,97.20487677959582,151.2880279330482,,
01,029,75313,83,110.20673721668238,87.77905102413014,136.6178319775684,,
01,031,266460,207,77.68520603467688,67.10219569275735,88.26821637659641,,
01,033,280921,245,87.21313109379506,76.29231967304078,98.13394251454933,,
01,035,58729,73,124.29974969776431,97.43116164501208,156.28827356669026,,
01,037,52644,57,108.2744472304536,82.00600897143975,140.2821050888284,,
01,039,186091,195,104.78744270276371,90.07963282169095,119.49525258383647,,
01,041,67385,67,99.42865622913112,77.05584288076064,126.27087872344939,,
01,043,431886,434,100.48948102045446,91.03512810191593,109.943833938993,,
01,045,245973,203,82.52938330629785,71.17622608026124,93.88254053233445,,
01,047,185990,252,135.49115543846443,118.76228000531233,152.22003087161653,,
01,049,358367,357,99.61854746670313,89.28469710931121,109.95239782409506,,
01,051,424121,294,69.31984032858547,61.395922561961044,77.2437580952099,,
01,053,183027,238,130.0354592491818,113.51472334887126,146.55619514949234,,
01,055,513390,508,98.95011589629715,90.34532101038745,107.55491078220685,,
01,057,81242,88,108.31835749981536,86.87449012960884,133.4512459595459,,
01,059,158177,171,108.10674118234635,91.90316810407381,124.3103142606189,,
01,061,132480,122,92.08937198067632,75.74810719075555,108.43063677059709,,
01,063,39385,41,104.1005458931065,74.70434903759116,141.22414514595636,,
01,065,73396,72,98.09798899122568,76.755634762369,123.53818197811589,,
01,067,86751,82,94.52340607024702,75.17726996565385,117.32847014566765,,
01,069,532721,415,77.90194116620144,70.4067916182339,85.39709071416898,,
01,071,260608,243,93.24349214145383,81.51960943427869,104.96737484862896,,
01,073,3306444,4033,121.97393937414334,118.20942455807598,125.7384541902107,,
01,075,68807,66,95.92047320766783,74.18488702986804,122.03436051928847,,
01,077,468405,386,82.4073184530481,74.18625119274955,90.62838571334666,,
01,079,165042,167,101.1863646829292,85.83949416069403,116.53323520516436,,
01,081,853305,551,64.57245650734497,59.18073340602978,69.96417960866016,,
01,083,515734,333,64.56816886224294,57.63307370114177,71.50326402334412,,
01,085,49083,64,130.39137787013834,100.41724944733501,166.50687857075766,,
01,087,91813,104,113.27371940792698,91.50321142617742,135.04422738967654,,
01,089,1917657,1464,76.3431625155072,72.43245190556709,80.25387312544731,,
01,091,94403,101,106.98812537737149,86.12252129975008,127.8537294549929,,
01,093,147577,113,76.57019725295947,62.45208549234643,90.68830901357252,,
01,095,487524,457,93.73897490174842,85.14452328094481,102.33342652255203,,
01,097,2064167,1948,94.37220922531945,90.1813244837458,98.5630939668931,,
01,099,101311,97,95.74478585740935,77.64257146236079,116.80051912666327,,
01,101,1130683,981,86.76171835961095,81.33234493908601,92.19109178013589,,
01,103,606530,592,97.60440538802698,89.74183334088372,105.46697743517024,,
01,105,43140,41,95.03940658321744,68.20191902748095,128.93168652233408,,
01,107,97159,101,103.95331364052738,83.67958066942131,124.22704661163345,,
01,109,165423,120,72.54130320451208,59.562017219973946,85.52058918905021,,
01,111,112835,113,100.14623122258165,81.68113990077555,118.61132254438775,,
01,113,291256,369,126.69266899222679,113.76576945501377,139.61956852943982,,
