"statecode","countycode","v014_numerator","v014_denominator","v014_rawvalue","v014_cihigh","v014_cilow"
"18","115",18,1058,17.0132325141777,26.8882422188355,10.0831198302453
"30","043",18,2548,7.06436420722135,11.1647410783077,4.18678994521175
"47","137",18,857,21.0035005834306,33.1945860764621,12.4480055780625
"31","081",18,2013,8.94187779433681,14.1320219908236,5.29952348753081
"27","101",18,1688,10.6635071090047,16.8529385471137,6.31987013056844
"20","093",18,877,20.5245153933865,32.437582973236,12.164128597947
"19","051",18,2257,7.97518830305716,12.6042358296535,4.72660202941938
"56","019",18,1612,11.166253101737,17.6474939624863,6.61782926823792
"26","153",18,1253,14.365522745411,22.7037192877318,8.51391921819595
"13","181",19,1354,14.0324963072378,21.9134812197826,8.44847944192521
"51","075",19,4443,4.27638982669368,6.67811244014981,2.57466602844176
"48","191",19,677,28.0649926144756,43.8269624395651,16.8969588838504
"19","095",19,3358,5.65812983918999,8.83587062882239,3.40656377735757
"19","185",19,1433,13.2588974180042,20.7054107268567,7.98272237569207
"20","197",19,1478,12.8552097428958,20.0750024164991,7.73967602460537
"51","045",19,905,20.9944751381215,32.7854735597631,12.6400454854881
"31","027",19,1845,10.2981029810298,16.0817634534339,6.20013071239389
"19","077",19,2202,8.62851952770209,13.4745020761061,5.19493240888589
"31","031",19,1066,17.8236397748593,27.8338213617126,10.7309954637587
"25","019",19,2261,8.40336134453782,13.1228896822581,5.05937247428869
"40","045",19,877,21.6647662485747,33.8322161591626,13.0436045203726
"48","483",19,1077,17.6415970287837,27.5495390636821,10.6213938387806
"31","051",19,1237,15.35974130962,23.9861386997458,9.24756763489631
"13","263",19,1066,17.8236397748593,27.8338213617126,10.7309954637587
"56","045",19,1210,15.702479338843,24.5213665880873,9.45391831765846
"20","095",19,1602,11.8601747815231,18.5211320671571,7.14059997775701
"19","161",19,1913,9.93204391008886,15.5101168696213,5.9797392390835
"35","059",19,748,25.4010695187166,39.6669165395529,15.2931031609181
"31","099",20,1511,13.2362673726009,20.442341431287,8.08505597975112
"48","417",20,821,24.3605359317905,37.6228719886414,14.8800482160828
"30","009",20,1837,10.8873162765378,16.814576974782,6.65025562624058
"44","001",20,13377,1.49510353591986,2.30906615105589,0.913248081438585
"40","043",20,1105,18.0995475113122,27.9532831698413,11.0556738329448
"46","037",20,1073,18.6393289841566,28.7869318757452,11.3853863796868
"20","081",20,926,21.5982721382289,33.3567795925212,13.1927857293779
"17","071",20,1128,17.7304964539007,27.3833137435058,10.8302478594007
"08","095",20,938,21.3219616204691,32.9300404079687,13.0240080867846
"48","421",20,690,28.9855072463768,44.76576507634,17.7051008484115
"51","145",20,5058,3.95413206801107,6.10683627969051,2.41528659260655
"27","149",20,3742,5.34473543559594,8.25451039622517,3.26470325638801
"08","049",20,2595,7.70712909441233,11.9030358006453,4.70771467645624
"53","031",20,3699,5.40686672073533,8.3504671269734,3.3026546594766
"48","031",20,2125,9.41176470588235,14.5357072483175,5.74895039313127
"29","151",20,3028,6.60501981505945,10.2009174051105,4.03451769663274
"56","031",21,1542,13.6186770428016,20.8175945103394,8.43017573545797
"19","075",21,2628,7.99086757990868,12.2148899295827,4.94647297719794
"16","071",21,1106,18.9873417721519,29.0241688381043,11.7534638192371
"48","151",21,701,29.9572039942939,45.792768523457,18.5439814323483
"19","017",21,7167,2.93009627459188,4.47896340657784,1.81377577564897
"27","133",21,2260,9.29203539823009,14.2038631570546,5.75191636463548
"19","081",21,2104,9.98098859315589,15.257001299878,6.17838925098678
"31","161",21,965,21.7616580310881,33.2650059429465,13.4708093099235
"49","025",21,1749,12.0068610634648,18.3537625700077,7.43243624018078
"35","019",21,888,23.6486486486486,36.1494715483597,14.638886243329
"08","055",21,1064,19.7368421052632,30.1698597132927,12.2174163384175
"20","207",21,637,32.967032967033,50.3936118287965,20.4071130048292
"19","173",21,1159,18.1190681622088,27.696920392531,11.2159887696947
"16","015",22,1328,16.566265060241,25.0815243878955,10.3819901146307
"19","023",22,2917,7.54199520054851,11.4186713702863,4.72652823868002
"29","205",22,1210,18.1818181818182,27.5274912290291,11.3944486547352
"27","107",22,1415,15.547703180212,23.5394094608659,9.74366280722941
"20","167",22,1202,18.3028286189684,27.7107024851292,11.4702852514389
"30","071",22,816,26.9607843137255,40.8189514548103,16.8961799904775
"27","045",22,4422,4.97512437810945,7.53239809749553,3.11788396025093
"48","009",22,1778,12.3734533183352,18.7335570231301,7.75437731846435
"20","145",22,756,29.1005291005291,44.0585507766207,18.2371466563884
"13","249",22,1298,16.9491525423729,25.6612206372305,10.6219436611938
"16","059",22,1362,16.1527165932452,24.4554070390053,10.1228214920922
"17","047",22,1245,17.6706827309237,26.7536260137552,11.0741227889394
"48","197",22,765,28.7581699346405,43.540214885131,18.0225919898426
"31","029",22,939,23.4291799787007,35.4720600501866,14.6829423559421
"56","043",22,1696,12.9716981132075,19.6393068320314,8.1292941463618
"26","003",22,1336,16.4670658682635,24.9313356191057,10.3198225091539
"13","259",22,527,41.7457305502846,63.2035377364805,26.1618270820296
"51","580",23,1092,21.0622710622711,31.6037480721914,13.3516731108468
"55","007",23,2543,9.04443570585922,13.5710943353649,5.73339639679303
"46","033",23,1227,18.7449062754686,28.1265630764735,11.8826626218783
"02","198",23,1070,21.4953271028037,32.2535447615262,13.6261934925651
"31","097",23,883,26.0475651189128,39.0841369137407,16.5119218992578
"51","830",23,9570,2.40334378265413,3.60619570478924,1.52351379697437
"48","023",23,637,36.1067503924647,54.1778538380424,22.8885824757373
"31","039",23,2122,10.8388312912347,16.2635687534557,6.87088927287685
"47","127",23,1309,17.5706646294882,26.3646240602239,11.138294145947
"21","143",23,1204,19.1029900332226,28.6638645305922,12.1096570075122
"31","121",23,1641,14.0158439975625,21.0306477116594,8.88484280136787
"21","189",23,870,26.4367816091954,39.6681527526816,16.758651766718
"54","021",23,1518,15.1515151515152,22.7347120519322,9.60476089396883
"19","059",23,3010,7.64119601328904,11.4655458122369,4.84386280300488
"48","275",23,795,28.9308176100629,43.4104313142554,18.3396566503707
"31","035",23,1359,16.9242089771891,25.3946231750059,10.7284967160005
"46","127",23,3511,6.55084021646255,9.82947675728654,4.15267075962537
"54","093",23,883,26.0475651189128,39.0841369137407,16.5119218992578
"38","099",23,2010,11.4427860696517,17.1697974601159,7.25374479454959
"27","043",23,2832,8.12146892655367,12.1861909939382,5.14831463172482
"20","019",23,635,36.2204724409449,54.3484927477686,22.960672499283
"48","109",24,453,52.9801324503311,78.830237513804,33.9453705401467
"13","079",24,2339,10.2607952116289,15.2672499331993,6.5742851024739
"55","023",24,3172,7.56620428751576,11.2579122300609,4.84780985330595
"51","127",24,4090,5.8679706601467,8.73107520629663,3.75971952437322
"16","007",24,1592,15.0753768844221,22.4309658252219,9.65907842631059
"19","121",24,3767,6.37111760021237,9.4797179702026,4.08209526272537
"27","135",24,3367,7.12800712800713,10.6059095912543,4.56704866489054
"19","037",24,2525,9.5049504950495,14.1426129084171,6.0900011305689
"30","073",24,1329,18.058690744921,26.8699003715223,11.5705439087182
"20","043",24,2123,11.3047574187471,16.8205829457151,7.24317138704026
"26","095",24,866,27.7136258660508,41.2356785147266,17.7566430192684
"46","047",24,1213,19.7856553998351,29.4394868868534,12.6770427491232
"20","129",24,648,37.037037037037,55.1081752990019,23.7303284794544
"19","093",24,1412,16.9971671388102,25.2904373893436,10.8904057044522
"27","071",24,2464,9.74025974025974,14.4927344130492,6.24076820401236
"18","171",24,1754,13.6830102622577,20.3592346600645,8.76696285900026
"19","025",24,1714,14.002333722287,20.8343626567988,8.97155942513796
"20","073",24,1141,21.034180543383,31.2971933337013,13.4769963669469
"37","029",24,2480,9.67741935483871,14.3992329007069,6.20050518334132
"32","015",25,1253,19.952114924182,29.4532575399285,12.9119567819867
"47","175",25,1075,23.2558139534884,34.3301690209585,15.0499366026319
"20","131",25,2176,11.4889705882353,16.9599869933504,7.4350559962451
"46","079",25,2894,8.63856254319281,12.752222424855,5.59042220035568
"40","055",25,1047,23.8777459407832,35.2482633214235,15.4524181927692
"17","059",25,957,26.123301985371,38.563147019363,16.9056236654434
"20","031",25,1692,14.7754137115839,21.8114253531503,9.56186870439086
"06","051",25,2437,10.2585145670907,15.1435911766641,6.63876973649131
"40","129",25,845,29.585798816568,43.6744753816927,19.1463690506856
"46","129",25,1046,23.9005736137667,35.2819614699143,15.4671910591103
"46","015",25,1154,21.6637781629116,31.9800101365081,14.019654980788
"53","059",25,2005,12.4688279301746,18.406449724454,8.0691680039049
"20","075",25,521,47.9846449136276,70.834801722707,31.0531321455457
"20","193",25,2331,10.7250107250107,15.8322315304721,6.94066145338023
"19","147",25,1886,13.2555673382821,19.5678322892526,8.57830426714174
"48","435",25,912,27.4122807017544,40.465933878871,17.739782727883
"51","049",25,1836,13.6165577342048,20.1007253254523,8.81191821777196
"20","181",25,1283,19.485580670304,28.7645609489714,12.6100404114024
"38","003",26,2468,10.5348460291734,15.4359903092079,6.88171118946367
"48","175",26,1485,17.5084175084175,25.6538882714647,11.4370796064622
"51","097",26,1149,22.6283724978242,33.1558086015013,14.7816041911195
"02","130",26,2639,9.85221674876847,14.4357802512789,6.43579507980157
"29","171",26,973,26.72147995889,39.1531593865622,17.4553578783107
"48","043",26,1687,15.411973918198,22.5821126752371,10.067613050146
"20","171",26,1146,22.6876090750436,33.2426039119765,14.8202994900492
"20","077",26,1058,24.5746691871456,36.0075841995511,16.0529898068018
"22","023",26,1280,20.3125,29.7625188149414,13.2687993871846
"27","063",26,1857,14.0010770059235,20.5148218002827,9.14596834442452
"31","045",26,3070,8.46905537459283,12.4091283658388,5.53226814840272
"29","111",27,2647,10.2002266717038,14.8407942747118,6.72201365008114
"48","425",27,2185,12.3569794050343,17.9787562678087,8.14332729142552
"20","117",27,2101,12.8510233222275,18.6975642290158,8.46890534591374
"21","039",27,935,28.8770053475936,42.0145266793178,19.0301284831709
"19","091",27,2072,13.030888030888,18.9592579368543,8.58743732228029
"31","147",27,1443,18.7110187110187,27.2235498580472,12.3306792319922
"17","129",27,2499,10.8043217286915,15.7197208664114,7.12011609914557
"08","011",27,871,30.9988518943743,45.1017020036304,20.4284387276289
"19","191",27,6434,4.19645632576935,6.10562363151416,2.76549116129387
"19","071",27,1268,21.2933753943218,30.9807432532824,14.0324685581741
"05","013",27,891,30.3030303030303,44.0893181202717,19.9698879144386
"27","075",27,1724,15.661252900232,22.7863007222518,10.3208643455712
"56","011",27,1462,18.4678522571819,26.8697554344474,12.170431006679
"31","101",27,1463,18.4552289815448,26.8513892311429,12.1621121884927
"55","119",27,4445,6.07424071991001,8.83770133749428,4.00296290928341
"19","115",28,2123,13.1888836552049,19.0616090170835,8.76391740737519
"56","039",28,3433,8.15613166326828,11.7878811369846,5.41969025804181
"54","013",28,1193,23.4702430846605,33.9210359960337,15.5958060820264
"26","001",28,1263,22.1694378463975,32.041010248035,14.7314304480265
"06","049",28,1402,19.9714693295292,28.8643337683796,13.2708963308542
"55","029",28,4683,5.97907324364723,8.64142556977754,3.97305074863496
"48","205",28,1035,27.0531400966184,39.0993197519499,17.9766151264324
"30","021",28,1886,14.8462354188759,21.456943766314,9.86521561816412
"45","065",28,1047,26.7430754536772,38.6511900126726,17.7705794229776
"51","678",28,4458,6.28084342754599,9.077567506341,4.17357484429285
"29","057",28,1383,20.2458423716558,29.2608792069907,13.4532152247704
"31","179",28,3987,7.02282417858039,10.1499362787229,4.66661566487523
"30","027",28,1954,14.3295803480041,20.7102333384177,9.52190207566916
"08","107",28,4495,6.22914349276974,9.0028467059551,4.139220613094
"26","013",29,1493,19.4239785666443,27.8960733011297,13.0085432937361
"29","041",29,1425,20.3508771929825,29.2272543428678,13.6293018509108
"56","003",29,2813,10.3092783505155,14.8058433837848,6.90428550925984
"31","155",29,4460,6.50224215246637,9.33830435842749,4.35465361828429
"08","051",29,4422,6.55811849841701,9.41855211184681,4.39207488411306
"54","105",29,980,29.5918367346939,42.4988137128435,19.8181174872938
"19","165",29,2428,11.9439868204283,17.1535574294014,7.99907542732617
"27","173",29,1958,14.8110316649642,21.2711120728226,9.91918035625533
"17","065",29,1690,17.1597633136095,24.6442825080394,11.4921628032828
"19","001",29,1454,19.9449793672627,28.6443173580375,13.3574657067042
"19","177",29,1378,21.044992743106,30.2241200570295,14.0941619285544
"51","043",29,3168,9.1540404040404,13.1467289894528,6.13060452574114
"51","530",29,2213,13.1043831902395,18.8200801801114,8.7762110879114
"42","093",29,2996,9.67957276368491,13.9014811210236,6.48256179490919
"08","021",29,1969,14.7282884713052,21.1522790444828,9.86376594085726
"30","089",29,1987,14.5948666331152,20.9606630289817,9.77441124184597
"13","301",29,1006,28.8270377733598,41.4004348296089,19.305919619829
"19","043",29,3368,8.6104513064133,12.3660443701267,5.76655437575651
"17","079",29,1950,14.8717948717949,21.3583781736341,9.95987442951176
"19","157",29,5494,5.2784856206771,7.5807858461206,3.5350846628227
"19","133",29,1770,16.3841807909605,23.5304166319698,10.9727430155638
"12","043",30,1997,15.0225338007011,21.4456010990524,10.1356404714176
"18","013",30,2800,10.7142857142857,15.2953090695742,7.2288835790789
"19","117",30,1673,17.931858936043,25.5988436310865,12.0985499231446
"29","061",30,2055,14.5985401459854,20.8403237930938,9.84957373305154
"18","161",30,1417,21.1714890613973,30.2236170746702,14.2843147645878
"02","290",30,1129,26.5721877767936,37.9334503054098,17.9281435087873
"51","183",30,1580,18.9873417721519,27.1056110093719,12.810679760393
"16","081",30,2274,13.1926121372032,18.8332741401969,8.90100000941993
"21","105",30,876,34.2465753424658,48.8891157474973,23.1060205723983
"53","043",30,2321,12.92546316243,18.4519023674311,8.72075571797541
"31","159",30,4976,6.02893890675241,8.60668516776681,4.06769976314729
"30","105",30,1512,19.8412698412698,28.3246464251373,13.3868214427387
"48","119",30,1121,26.7618198037467,38.2041618151719,18.0560874410534
"27","039",30,5047,5.9441252229047,8.48560836037402,4.01047632681215
"27","151",30,1903,15.7645822385707,22.5049213845547,10.6362974363746
"22","107",30,810,37.037037037037,52.872673326923,24.9887333597789
"19","073",31,1818,17.0517051705171,24.2035343802248,11.5858063691649
"40","151",31,2113,14.6710837671557,20.8244323252479,9.96828962571787
"48","267",31,802,38.6533665835411,54.8653684579162,26.2630872557878
"26","141",31,2090,14.8325358851675,21.0536007192578,10.0779885067664
"19","053",31,2335,13.2762312633833,18.8445505367232,9.02055502318709
"29","173",31,1963,15.7921548650025,22.4157032619708,10.7300030459205
"29","081",31,1779,17.4255199550309,24.7341346280207,11.8397953789443
"41","037",31,1377,22.5127087872186,31.9549931033034,15.2962933762831
"51","113",31,2704,11.4644970414201,16.2729384257577,7.78956951891341
"55","041",31,1616,19.1831683168317,27.2289761777529,13.0340321653106
"20","189",31,1559,19.8845413726748,28.2245192451884,13.5105811283784
"51","007",31,2486,12.4698310539019,17.6999298082256,8.47264520480364
"17","147",31,3349,9.25649447596297,13.1388550323227,6.28933890090829
"40","057",31,613,50.5709624796085,71.7814445403732,34.3605154635267
"54","075",32,1202,26.6222961730449,37.5827388347924,18.2096308746128
"49","019",32,1759,18.1921546333144,25.6818943032521,12.4434203020378
"16","029",32,1789,17.8870877585243,25.2512308996202,12.234754785514
"31","041",32,2199,14.5520691223283,20.5431796632199,9.95360450717806
"08","109",32,1352,23.6686390532544,33.4130562717607,16.1893315911868
"02","150",32,2406,13.3000831255195,18.7757489939403,9.09724701217147
"17","085",32,3793,8.43659372528342,11.9099530923861,5.77062386271673
"51","119",32,1570,20.3821656050955,28.7735363563188,13.9413861855316
"53","019",32,1087,29.4388224471021,41.5588335597244,20.1361327610714
"51","720",32,703,45.5192034139403,64.2595335411386,31.1351014385271
"31","137",32,1906,16.7890870933893,23.7011815736729,11.4837231433812
"55","049",32,4894,6.53861871679608,9.23057868398457,4.47241036192982
"29","045",32,1287,24.8640248640249,35.1005843662941,17.0069746008427
"13","289",33,1361,24.2468772961058,34.0516306165829,16.6904346603452
"48","237",33,1712,19.2757009345794,27.0702507413372,13.2685055915478
"12","067",33,1767,18.6757215619694,26.2276566322407,12.8555073982625
"27","143",33,3255,10.1382488479263,14.2378707432164,6.97870401619964
"19","085",33,3075,10.7317073170732,15.0713070794046,7.38721351958694
"16","063",33,1467,22.4948875255624,31.5911855958891,15.4844455165166
"26","135",33,1270,25.9842519685039,36.4915506056451,17.8863634430944
"38","077",33,4191,7.8740157480315,11.0580456380743,5.42011013427102
"19","129",33,3183,10.3675777568332,14.5599337949008,7.13656348499209
"19","107",33,1979,16.6750884284992,23.4180238853811,11.4783636042091
"51","029",33,2595,12.7167630057803,17.8590633021847,8.75363451742961
"13","141",33,1200,27.5,38.6202243909744,18.9297346439415
"54","071",33,1100,30,42.131153881063,20.6506196115726
"48","079",34,754,45.0928381962865,63.0127216116752,31.2281013057988
"48","193",34,1617,21.0265924551639,29.3825554082889,14.5615265210713
"13","201",34,1205,28.2157676348548,39.4287071329486,19.5402393232965
"31","177",34,4749,7.15940197936408,10.0045466614452,4.95809399548795
"13","219",34,11085,3.06720793865584,4.28611566037015,2.12413066166642
"55","061",34,4218,8.06069227121859,11.2640095057381,5.58226372322719
"55","125",34,3556,9.56130483689539,13.3609651561314,6.62148154796746
"51","163",34,4559,7.45777582803246,10.4214942082042,5.16472655945871
"47","027",34,1394,24.390243902439,34.0829211586823,16.8909529301092
"20","003",34,1768,19.2307692307692,26.873072452038,13.3178667333554
"13","281",34,3647,9.32273101179051,13.0275821483968,6.45626223870915
"29","063",34,1844,18.4381778741866,25.7655054746221,12.7689741781845
"19","135",34,1686,20.1660735468565,28.1800664858856,13.965592161668
"37","137",34,1863,18.2501341921632,25.5027332770816,12.6387484619282
"47","083",34,1715,19.8250728862974,27.7035522421009,13.7294392912958
"02","240",34,1368,24.8538011695906,34.7306959760257,17.2119798132838
