statecode,countycode,v063_race_black,v063_race_white,v063_race_hispanic,v063_race_asian,v063_race_aian,v063_race_white_cilow,v063_race_white_cihigh,v063_race_black_cilow,v063_race_black_cihigh,v063_race_hispanic_cilow,v063_race_hispanic_cihigh,v063_race_asian_cilow,v063_race_asian_cihigh,v063_race_aian_cilow,v063_race_aian_cihigh,v063_race_flag_CT
02,020,76135,108436,75957,96372,63109,104013.1914893617,112858.8085106383,66759.17021276595,85510.82978723405,67300.82978723405,84613.17021276595,85274.46808510639,107469.53191489361,52107.97872340426,74110.02127659574,
02,050,110833,167500,111917,67188,57622,135132,199868,107245.4255319149,114420.5744680851,97320.06382978724,126513.93617021276,20986.8085106383,113389.19148936169,50135.87234042553,65108.12765957447,
02,060,,120000,,,68750,99352.68085106384,140647.31914893616,,,,,,,44328.04255319149,93171.95744680852,
02,063,,92857,145665,69375,55938,76446.6170212766,109267.3829787234,,,117135.97872340426,174194.02127659574,33122.744680851065,105627.25531914894,7416.978723404252,104459.02127659574,
02,066,,80847,108846,,60000,69095.34042553192,92598.65957446808,,,105375.1914893617,112316.8085106383,,,44066.21276595745,75933.78723404255,
02,068,,89605,,,,76207.89361702128,103002.10638297872,,,,,,,,,
02,070,,122500,,126000,62222,42974.042553191495,202025.95744680852,,,,,54884.76595744681,197115.23404255317,51572.46808510638,72871.53191489361,
02,090,60897,90337,76898,76263,59253,84180.5744680851,96493.4255319149,48965.425531914894,72828.5744680851,68238.25531914894,85557.74468085106,71942.65957446808,80583.34042553192,44162.78723404255,74343.21276595745,
02,100,,74000,,,,61146.21276595745,86853.78723404255,,,,,,,,,
02,105,,85357,67500,,40000,74448.91489361702,96265.08510638298,,,40983.404255319154,94016.59574468085,,,26660.08510638298,53339.914893617024,
02,110,,109953,47310,97869,61346,102304.82978723405,117601.17021276595,,,19705.574468085106,74914.4255319149,78576.40425531915,117161.59574468085,33048.12765957447,89643.87234042553,
02,122,,82870,60234,62098,58750,78583.02127659574,87156.97872340426,,,51097.65957446808,69370.34042553192,45147.87234042553,79048.12765957447,39547.95744680851,77952.04255319148,
02,130,95417,93935,123009,99522,41979,86865.89361702127,101004.10638297873,255.12765957447118,190578.87234042553,43044.574468085106,202973.4255319149,29079.957446808505,169964.04255319148,23496.617021276597,60461.3829787234,
02,150,,89095,93672,73462,51006,52341.12765957447,125848.87234042553,,,82620.93617021276,104723.06382978724,52727.70212765958,94196.29787234042,20443.106382978724,81568.89361702127,
02,158,,85875,,78281,44338,60535.595744680846,111214.40425531915,,,,,72934.78723404255,83627.21276595745,38063.617021276594,50612.382978723406,
02,164,,103750,,,49821,48482.76595744681,159017.23404255317,,,,,,,45649.59574468085,53992.40425531915,
02,170,118581,92269,73008,82115,73295,89196.14893617021,95341.85106382979,91295.89361702127,145866.10638297873,64501.95744680851,81514.0425531915,57538.14893617021,106691.85106382979,62814.65957446808,83775.34042553192,
02,180,,129107,151500,59286,59551,76476.53191489363,181737.46808510637,,,65319.57446808512,237680.42553191487,22878.85106382979,95693.14893617021,54196.446808510635,64905.553191489365,
02,185,199375,141250,,,72460,3829.5744680851058,278670.4255319149,2971.0851063829905,395778.91489361704,,,,,62801.78723404255,82118.21276595745,
02,188,82500,144167,,,67061,109669.80851063831,178664.1914893617,40236.68085106383,124763.31914893616,,,,,63325.68085106383,70796.31914893616,
02,195,,88265,88750,60000,57917,84479.63829787234,92050.36170212766,,,45547.78723404255,131952.21276595746,36506.21276595745,83493.78723404255,19086.36170212766,96747.63829787234,
02,198,,57788,58500,188750,60298,51741.1914893617,63834.8085106383,,,55347.31914893617,61652.68085106383,32152.553191489365,345347.44680851063,50459.87234042553,70136.12765957447,
02,220,,102820,103750,78750,55521,92327.74468085106,113312.25531914894,,,36992.042553191495,170507.95744680852,58192.042553191495,99307.9574468085,32471.63829787234,78570.36170212766,
02,230,,67969,,189167,,40259.72340425532,95678.27659574468,,,,,141588.44680851063,236745.55319148937,,,
02,240,,87315,69630,,35375,77310.06382978724,97319.93617021276,,,38921.744680851065,100338.25531914894,,,23301.63829787234,47448.36170212766,
02,275,,65645,39750,,60313,51006.36170212766,80283.63829787234,,,10238,69262,,,49283.382978723406,71342.6170212766,
02,282,,115417,,130556,58269,74267.72340425532,156566.27659574468,,,,,105245.1914893617,155866.8085106383,44987.46808510638,71550.53191489361,
02,290,,70000,55526,,46667,31624.51063829787,108375.48936170213,,,44345.063829787236,66706.93617021276,,,38168.10638297872,55165.89361702128,
04,000,61061,82734,67658,101515,49367,82081.06382978724,83386.93617021276,59453.68085106383,62668.31914893617,66702.4255319149,68613.5744680851,98750.74468085106,104279.25531914894,47781.12765957447,50952.87234042553,
04,001,,64535,64943,60341,32263,55012.617021276594,74057.3829787234,,,30342.14893617021,99543.85106382979,37319.04255319149,83362.95744680852,29835.936170212764,34690.063829787236,
04,003,70844,61361,50011,42125,,58065.34042553192,64656.65957446808,23229.70212765957,118458.29787234042,45934.914893617024,54087.085106382976,26841.76595744681,57408.23404255319,,,
04,005,38131,80454,57517,96985,48745,75379.44680851063,85528.55319148937,20274.14893617021,55987.85106382979,51590.53191489362,63443.46808510638,65676.23404255319,128293.76595744681,43609.68085106383,53880.31914893617,
04,007,11821,62660,58160,132750,43859,55818.46808510638,69501.53191489361,7178.957446808511,16463.042553191488,51465.02127659575,64854.97872340425,96222.51063829787,169277.48936170212,36314.48936170213,51403.51063829787,
04,009,,74371,57332,93862,32380,70313.97872340426,78428.02127659574,,,47272.255319148935,67391.74468085106,48173.14893617021,139550.8510638298,8101.021276595748,56658.97872340425,
04,011,,72981,75675,,47232,67195.12765957447,78766.87234042553,,,57529.80851063829,93820.1914893617,,,20073.191489361703,74390.8085106383,
04,012,,48816,48750,98571,54007,42300.936170212764,55331.063829787236,,,34213.82978723404,63286.17021276596,52217.29787234043,144924.70212765958,39768.70212765958,68245.29787234042,
04,013,62043,92870,72393,107889,69005,91959.70212765958,93780.29787234042,60116.36170212766,63969.63829787234,71100.23404255319,73685.76595744681,104471.8085106383,111306.1914893617,60670.53191489362,77339.46808510637,
04,015,64628,55109,61027,76638,43608,53166.87234042553,57051.12765957447,32293.361702127662,96962.63829787234,53661.21276595745,68392.78723404255,39506.425531914894,113769.5744680851,33989.10638297872,53226.89361702128,
04,017,41607,64778,46905,94146,35704,60305.14893617021,69250.85106382979,17075.425531914894,66138.5744680851,34565.936170212764,59244.063829787236,57523.19148936171,130768.8085106383,32643.063829787236,38764.936170212764,
04,019,52121,73561,60621,70716,51118,71834.53191489361,75287.46808510639,46663.97872340426,57578.02127659574,58627.63829787234,62614.36170212766,62280.255319148935,79151.74468085106,46087.53191489362,56148.46808510638,
04,021,70798,78724,75568,96532,63578,76161.10638297873,81286.89361702127,59838.68085106383,81757.31914893616,71683.74468085106,79452.25531914894,86660.51063829787,106403.48936170213,53891.19148936171,73264.8085106383,
04,023,,66344,46157,,79205,55549.10638297872,77138.89361702127,,,42644.48936170213,49669.51063829787,,,24846.872340425536,133563.12765957447,
04,025,50687,66778,63504,59598,66701,64589.234042553195,68966.76595744681,32840.87234042553,68533.12765957447,60760,66248,21824.212765957447,97371.78723404255,57499.12765957447,75902.87234042553,
04,027,32955,61794,60208,99083,44021,58439.95744680851,65148.04255319149,8724.872340425532,57185.12765957447,58101.44680851064,62314.55319148936,72009.97872340426,126156.02127659574,35915.29787234042,52126.70212765958,
05,000,38415,63504,58042,90288,55414,62689.02127659575,64318.97872340425,37029.29787234042,39800.70212765958,56391.78723404255,59692.21276595745,85002.55319148937,95573.44680851063,51184.21276595745,59643.78723404255,
05,001,38431,67470,63636,,,58054.85106382979,76885.14893617021,23825.723404255317,53036.27659574468,43829.87234042553,83442.12765957447,,,,,
05,003,26261,51544,43409,,,45030.12765957447,58057.87234042553,21053,31469,24086.617021276597,62731.3829787234,,,,,
05,005,,49167,34868,,,46173.97872340425,52160.02127659575,,,8389.531914893618,61346.46808510638,,,,,
05,007,81596,90574,73219,124658,77700,87010.25531914894,94137.74468085106,57886.553191489365,105305.44680851063,67943.08510638298,78494.91489361702,109454.59574468085,139861.40425531915,68418.29787234042,86981.70212765958,
05,009,,54748,48000,,,50229.87234042553,59266.12765957447,,,3755.2340425531947,92244.7659574468,,,,,
05,011,20276,58079,74732,,,44913.04255319149,71244.9574468085,14686.72340425532,25865.276595744683,16042.8085106383,133421.1914893617,,,,,
05,013,22422,66118,,,,58652.12765957447,73583.87234042553,736.8936170212764,44107.10638297872,,,,,,,
05,015,,57214,48475,,,51261.31914893617,63166.68085106383,,,42045.72340425532,54904.27659574468,,,,,
05,017,27981,61401,,,,50220.063829787236,72581.93617021276,19816.91489361702,36145.085106382976,,,,,,,
05,019,34966,62043,42750,,,51921.29787234042,72164.70212765958,23394.255319148935,46537.744680851065,16180.978723404256,69319.02127659574,,,,,
05,021,,50789,,,11304,46059.97872340425,55518.02127659575,,,,,,,10915.574468085106,11692.425531914894,
05,023,,57468,,,56134,53564.68085106383,61371.31914893617,,,,,,,55036.63829787234,57231.36170212766,
05,025,20574,61938,,,,47252.89361702128,76623.10638297873,17573.82978723404,23574.17021276596,,,,,,,
05,027,29879,55571,48784,,,47257.97872340426,63884.02127659574,19411.76595744681,40346.23404255319,19343.48936170213,78224.51063829787,,,,,
05,029,28841,53925,91006,,,47207.382978723406,60642.617021276594,21228.574468085106,36453.425531914894,72309.14893617021,109702.85106382979,,,,,
05,031,29874,66284,42375,63207,70406,61142.72340425532,71425.27659574468,21524.042553191488,38223.95744680851,22135.17021276596,62614.82978723404,52459.76595744681,73954.23404255319,63289.234042553195,77522.76595744681,
