v133_rawvalue,statecode,countycode,v133_numerator,v133_denominator
8.2,29,165,0.063208216,0.12
7.7,29,167,0.010406301,0.167
5.7,29,169,0.220498222,0.159
7.3,29,171,0.102097898,0.141
8.2,29,173,0.015575911,0.142
7.1,29,175,0.060162802,0.171
8.1,29,177,0.02137694,0.143
5.3,29,179,0.182456012,0.198
6.7,29,181,0.039681178,0.198
8.8,29,183,0.049082642,0.101
7.2,29,185,0.035817167,0.18
7.2,29,186,0.124279847,0.135
6.6,29,187,0.078241573,0.184
8.5,29,189,0.050488771,0.115
6.8,29,195,0.141753155,0.149
4.2,29,197,0.373383515,0.156
8.4,29,199,0.03704333,0.126
7.2,29,201,0.076243452,0.159
7.2,29,203,0.049253467,0.172
6.5,29,205,0.152134653,0.156
7.3,29,207,0.031920493,0.177
7.5,29,209,0.047156218,0.162
7.1,29,211,0.105121448,0.152
5.8,29,213,0.174576054,0.177
6.7,29,215,0.050808992,0.194
5.9,29,217,0.161560224,0.178
8.2,29,219,0.038828616,0.134
6.7,29,221,0.069325871,0.187
4.7,29,223,0.177656334,0.226
7.8,29,225,0.032207535,0.154
7.3,29,227,0.05325686,0.168
6.4,29,229,0.101069757,0.183
7.6,29,510,0.035847449,0.159
8.3,30,001,0.071374087,0.114
5.4,30,003,0.236674131,0.166
6,30,005,0.184202282,0.164
8.8,30,007,0.038207479,0.105
8.7,30,009,0.033414549,0.11
4.9,30,011,0.342681557,0.139
7.8,30,013,0.098691568,0.12
6.5,30,015,0.224637958,0.123
8.3,30,017,0.045418035,0.126
8.4,30,019,0.052158853,0.117
8,30,021,0.11997639,0.102
7.4,30,023,0.027436247,0.175
8.6,30,025,0.050251013,0.108
7.4,30,027,0.119230421,0.13
8.9,30,029,0.040747431,0.1
9.1,30,031,0.043666198,0.09
7.5,30,033,0.184659863,0.097
5.7,30,035,0.15113127,0.194
4.4,30,037,0.40331492,0.134
5.2,30,039,0.338206135,0.129
6.5,30,041,0.214067994,0.125
8.4,30,043,0.108497628,0.089
6.4,30,045,0.22164991,0.128
8.3,30,047,0.019112226,0.138
8.8,30,049,0.042666426,0.102
5.7,30,051,0.192086039,0.174
7.8,30,053,0.027128231,0.156
8.7,30,055,0.127866484,0.067
8.4,30,057,0.098616474,0.094
4.8,30,059,0.410468667,0.11
7.6,30,061,0.090893313,0.136
8.5,30,063,0.049669449,0.112
7.6,30,065,0.127863469,0.118
7.9,30,067,0.123986246,0.107
6.7,30,069,0.295942723,0.08
7.9,30,071,0.132840164,0.1
6.8,30,073,0.129207567,0.154
6.8,30,075,0.207809944,0.116
8.5,30,077,0.058668196,0.107
4.4,30,079,0.347593583,0.16
9,30,081,0.00892819,0.112
8,30,083,0.115860552,0.103
6.5,30,085,0.083279013,0.187
6.9,30,087,0.107095993,0.159
6.9,30,089,0.12960023,0.149
7.9,30,091,0.118104307,0.107
8.3,30,093,0.021905779,0.135
9,30,095,0.039999673,0.097
9.1,30,097,0.051040949,0.085
7.1,30,099,0.182966565,0.116
8.1,30,101,0.078892909,0.12
4.5,30,103,0.447876448,0.109
7.4,30,105,0.143809041,0.118
6.6,30,107,0.163446499,0.145
4.1,30,109,0.442493412,0.127
8.5,30,111,0.063663362,0.105
7.1,31,001,0.121812124,0.144
8,31,003,0.038642517,0.14
5,31,005,0.344497612,0.133
5.6,31,007,0.275457583,0.138
5.2,31,009,0.25625,0.164
8.4,31,011,0.034852294,0.123
7.5,31,013,0.091723794,0.141
7.1,31,015,0.122969805,0.142
8.1,31,017,0.041333515,0.136
7.5,31,019,0.094536537,0.137
8.1,31,021,0.002164702,0.155
8.5,31,023,0.041974004,0.119
8.6,31,025,0.03248403,0.115
8.6,31,027,0.04589777,0.11
7.8,31,029,0.087909328,0.127
7.4,31,031,0.108528638,0.135
7.6,31,033,0.054235515,0.152
7.9,31,035,0.080555528,0.127
7.9,31,037,0.093177498,0.119
8.3,31,039,0.051906312,0.122
6.9,31,041,0.144115739,0.143
8,31,043,0.049387898,0.136
7.5,31,045,0.097013213,0.136
6.7,31,047,0.145730574,0.148
7.7,31,049,0.078825113,0.134
7.6,31,051,0.103747002,0.129
7.6,31,053,0.082392516,0.138
8.4,31,055,0.023288396,0.131
6.6,31,057,0.171834129,0.142
8.1,31,059,0.07003355,0.124
6.7,31,061,0.135005001,0.157
7.3,31,063,0.083841709,0.152
8.2,31,065,0.010089418,0.147
7.2,31,067,0.083679288,0.156
7.4,31,069,0.094517025,0.141
8.3,31,071,0.0293901,0.134
7.8,31,073,0.119826213,0.114
6.5,31,075,0.190371856,0.136
6.3,31,077,0.206010207,0.141
7.5,31,079,0.070370759,0.148
8.8,31,081,0.027360766,0.111
8.4,31,083,0.025307214,0.128
3.5,31,085,0.444326618,0.154
4.2,31,087,0.37601584,0.157
7.7,31,089,0.085327431,0.133
5,31,091,0.327245052,0.143
8.4,31,093,0.051232446,0.119
7.1,31,095,0.098860435,0.154
8,31,097,0.058521853,0.133
8.8,31,099,0.005529431,0.121
7.6,31,101,0.068829162,0.143
6,31,103,0.264844221,0.126
7.9,31,105,0.03144488,0.148
7.1,31,107,0.117576959,0.145
8.1,31,109,0.047849073,0.134
7.9,31,111,0.031350322,0.147
8.3,31,113,0.049263258,0.122
7.2,31,115,0.118019157,0.14
5.5,31,117,0.328193834,0.117
7.7,31,119,0.078191689,0.138
7.3,31,121,0.10464651,0.142
6.7,31,123,0.180347912,0.134
8.1,31,125,0.013202484,0.148
7.9,31,127,0.012583336,0.157
7.5,31,129,0.135555654,0.117
6.4,31,131,0.196085386,0.138
7.6,31,133,0.054235624,0.15
8,31,135,0.07339466,0.126
7.7,31,137,0.045929505,0.153
7.8,31,139,0.097822577,0.122
8.4,31,141,0.037918019,0.124
8.7,31,143,0.014287959,0.119
6.3,31,145,0.192312967,0.147
7.4,31,147,0.097204617,0.143
7.8,31,149,0.08983609,0.126
7.4,31,151,0.113821101,0.133
8.4,31,153,0.068965002,0.109
8.3,31,155,0.061871177,0.117
8,31,157,0.019702541,0.152
8.2,31,159,0.073789734,0.116
7.2,31,161,0.103416454,0.148
7.9,31,163,0.049126536,0.143
5.6,31,165,0.205339243,0.171
8.8,31,167,0.01586705,0.118
8.2,31,169,0.056066676,0.126
5.1,31,171,0.345736433,0.13
7.5,31,173,0.013222309,0.176
8.1,31,175,0.044412212,0.134
8.4,31,177,0.049702701,0.118
7.9,31,179,0.024386894,0.151
7.3,31,181,0.136405707,0.125
5.2,31,183,0.313210642,0.141
8.1,31,185,0.055478641,0.131
7.8,32,001,0.057778698,0.141
7.8,32,003,0.05186814,0.146
7.6,32,005,0.120388224,0.122
8.3,32,007,0.040856948,0.125
2.9,32,009,0.437401427,0.184
7.4,32,011,0.062523653,0.158
7.9,32,013,0.051840429,0.141
8.3,32,015,0.041816889,0.125
7.1,32,017,0.145915193,0.132
7.5,32,019,0.097977931,0.138
4.6,32,021,0.327236,0.161
4.1,32,023,0.342121606,0.173
8.2,32,027,0.044272234,0.131
8.8,32,029,0.000883249,0.124
8,32,031,0.06795344,0.129
7.6,32,033,0.124574493,0.117
8.1,32,510,0.027442704,0.141
8.9,33,001,0.02255423,0.106
9.2,33,003,0.004511545,0.104
8.7,33,005,0.042319652,0.107
8,33,007,0.051783094,0.133
8.9,33,009,0.025054491,0.107
9,33,011,0.040797322,0.095
9,33,013,0.030910014,0.098
9.2,33,015,0.052067264,0.081
8.7,33,017,0.056651361,0.103
8.1,33,019,0.08469528,0.117
8,34,001,0.078237578,0.122
9.5,34,003,0.008947506,0.089
9.3,34,005,0.050324454,0.079
8.6,34,007,0.044522881,0.113
8,34,009,0.087437022,0.119
7.4,34,011,0.11684322,0.131
8.9,34,013,0.007486232,0.116
8.9,34,015,0.064689417,0.089
8.6,34,017,0.00118933,0.13
9.7,34,019,0.026329771,0.068
9,34,021,0.036696391,0.097
9.1,34,023,0.039025109,0.093
9.2,34,025,0.046999755,0.084
9.4,34,027,0.036840019,0.078
8.3,34,029,0.088650351,0.106
8.6,34,031,0.018256634,0.124
8,34,033,0.084271333,0.121
9.6,34,035,0.03204228,0.072
9.1,34,037,0.053458591,0.084
9.3,34,039,0.009435384,0.094
8.6,34,041,0.078191011,0.097
7.8,35,001,0.060333508,0.141
2.3,35,003,0.440987639,0.208
6.1,35,005,0.163339862,0.169
4.9,35,006,0.21920998,0.198
6.4,35,007,0.146350618,0.162
6.8,35,009,0.129320739,0.155
7.5,35,011,0.077929089,0.146
6.2,35,013,0.165077417,0.164
7.7,35,015,0.101716112,0.123
6.7,35,017,0.107069274,0.169
6.3,35,019,0.143508934,0.167
3.3,35,021,0.481481482,0.147
6.2,35,023,0.159443388,0.164
7.7,35,025,0.071588446,0.139
6.7,35,027,0.153282009,0.147
9.3,35,028,0.050383086,0.075
4.4,35,029,0.238646656,0.212
3.4,35,031,0.34099932,0.209
1,35,033,0.599603526,0.196
7.1,35,035,0.079017505,0.165
5.3,35,037,0.182036899,0.195
8,35,039,0,0.161
6.3,35,041,0.147496467,0.165
7.2,35,043,0.184221673,0.109
5.7,35,045,0.192133099,0.173
5.1,35,047,0.226753311,0.183
7.9,35,049,0.093451555,0.122
5.3,35,051,0.149669668,0.211
4.1,35,053,0.272833976,0.208
6.9,35,055,0.138023641,0.144
5.5,35,057,0.216458063,0.17
6.8,35,059,0.110098352,0.161
5.3,35,061,0.269190215,0.153
8.4,36,001,0.055422809,0.116
8.2,36,003,0.013248667,0.143
7.1,36,005,5.4966281658155e-06,0.202
7.9,36,007,0.036737523,0.146
8,36,009,0.024149545,0.148
8.5,36,011,0.009936327,0.13
7.6,36,013,0.05647709,0.15
7.9,36,015,0.061839964,0.137
8.4,36,017,0.018133186,0.132
8.3,36,019,0.032263747,0.13
8.4,36,021,0.071296838,0.11
8.3,36,023,0.043112925,0.125
8.1,36,025,0.036975849,0.139
8.7,36,027,0.056572945,0.1
8.2,36,029,0.057547894,0.123
8.8,36,031,0.006577217,0.12
7.5,36,033,0.075808328,0.148
8,36,035,0.038052503,0.14
8.7,36,037,0.015456122,0.119
8.8,36,039,0.019654351,0.114
7.5,36,041,0.121992981,0.126
8.3,36,043,0.041768018,0.127
7.9,36,045,0.058673923,0.137
8.2,36,047,1.64707014006149e-05,0.152
8.3,36,049,0.044883143,0.126
8.7,36,051,0.039097163,0.111
8.5,36,053,0.057844734,0.11
8.1,36,055,0.068604011,0.121
6.4,36,057,0.183702907,0.144
9.9,36,059,0.004844624,0.07
8.2,36,061,0,0.149
8.2,36,063,0.052642551,0.126
8,36,065,0.055970008,0.131
8.2,36,067,0.060788606,0.123
8.8,36,069,0.03046793,0.111
8.4,36,071,0.059708781,0.113
8.3,36,073,0.038257903,0.126
8.1,36,075,0.024695905,0.143
7.7,36,077,0.106327557,0.122
9,36,079,0.066963945,0.084
8.8,36,081,0.000745546,0.125
8.5,36,083,0.040964466,0.118
9,36,085,0.001567635,0.115
8.6,36,087,0.043583735,0.11
7.5,36,089,0.072891816,0.149
9.1,36,091,0.035737478,0.095
8.7,36,093,0.029814723,0.113
8.7,36,095,0.012665018,0.121
8.4,36,097,0.003555403,0.14
8.4,36,099,0.020608995,0.131
8.1,36,101,0.044006015,0.132
9.3,36,103,0.040409064,0.081
8.3,36,105,0.028456176,0.131
8.9,36,107,0.010604493,0.115
8.3,36,109,0.054483115,0.119
8.1,36,111,0.061368657,0.128
8.4,36,113,0.053344631,0.117
8.6,36,115,0.023648603,0.121
8.8,36,117,0.019423484,0.114
9.3,36,119,0.013585056,0.094
8.5,36,121,0.042644503,0.115
8.8,36,123,0.001792237,0.122
7.2,37,001,0.111119759,0.143
7.4,37,003,0.075938643,0.149
7.3,37,005,0.019906552,0.18
7.5,37,007,0.046267575,0.161
6.8,37,009,0.105807732,0.162
8.1,37,011,0.001933961,0.153
7.1,37,013,0.091894395,0.157
5.4,37,015,0.244853551,0.16
6.9,37,017,0.072511462,0.175
7.6,37,019,0.086126303,0.135
7.3,37,021,0.098158863,0.145
6.7,37,023,0.100051084,0.172
8.1,37,025,0.082684936,0.115
6.4,37,027,0.153683142,0.16
8.8,37,029,0.010496471,0.12
7.5,37,031,0.077033381,0.146
7.9,37,033,0.030131168,0.149
7.2,37,035,0.097878328,0.148
8.3,37,037,0.045506711,0.126
7.4,37,039,0.031824514,0.173
6.1,37,041,0.162818951,0.167
7.8,37,043,0.010997646,0.163
7.3,37,045,0.060539447,0.164
7.4,37,047,0.036726869,0.17
7.4,37,049,0.086952445,0.147
6.5,37,051,0.135607787,0.163
8.8,37,053,0.004647728,0.121
7.9,37,055,0.085060032,0.123
7.1,37,057,0.09544876,0.153
7.4,37,059,0.083854039,0.148
7.2,37,061,0.063194708,0.165
8,37,063,0.080704466,0.122
6.9,37,065,0.095589172,0.164
6.8,37,067,0.142326043,0.145
8.5,37,069,0.021685793,0.126
7.1,37,071,0.119048671,0.144
7.5,37,073,0.078891749,0.143
7.7,37,075,0.010153177,0.168
7.7,37,077,0.084577355,0.132
7.8,37,079,0.000712033,0.17
7.7,37,081,0.072881562,0.137
7,37,083,0.063942427,0.176
7.5,37,085,0.065661294,0.149
7.8,37,087,0.032789239,0.153
7.5,37,089,0.081180274,0.146
6.9,37,091,0.113981798,0.156
7.2,37,093,0.078582628,0.157
3.6,37,095,0.30087145,0.216
8.1,37,097,0.05755199,0.128
7.6,37,099,0.018589031,0.17
8.4,37,101,0.028783321,0.127
8,37,103,0.000846467,0.16
7.1,37,105,0.081448591,0.163
6.1,37,107,0.133117603,0.181
7.8,37,109,0.068803729,0.136
7.7,37,111,0.012794265,0.168
7.5,37,113,0.03416112,0.167
7.4,37,115,0.062603612,0.158
7.3,37,117,0.039833558,0.17
8.3,37,119,0.054744737,0.118
7.6,37,121,0.017334267,0.167
7.3,37,123,0.068648555,0.16
7.9,37,125,0.068293266,0.131
7.8,37,127,0.054610423,0.142
7.5,37,129,0.088306837,0.141
8.2,37,131,0.004641635,0.147
6.5,37,133,0.145100729,0.157
8.6,37,135,0.021777182,0.123
7.8,37,137,0.034715933,0.151
7.5,37,139,0.10016585,0.133
7.9,37,141,0.05703542,0.138
7.9,37,143,0.023066844,0.155
7.5,37,145,0.050863049,0.157
7.2,37,147,0.084729519,0.156
7.9,37,149,0.016131748,0.154
6.9,37,151,0.102550892,0.161
6.3,37,153,0.111924522,0.182
6.4,37,155,0.054142185,0.204
6.7,37,157,0.098455509,0.17
7.2,37,159,0.088083922,0.156
6.9,37,161,0.052546887,0.184
7.6,37,163,0.02742182,0.165
6.2,37,165,0.095129319,0.194
7.9,37,167,0.021830826,0.153
7.6,37,169,0.042568634,0.157
7.3,37,171,0.029814292,0.179
7.3,37,173,0.015116342,0.182
7.9,37,175,0.029514133,0.15
7.6,37,177,0.042146793,0.158
8.4,37,179,0.075680186,0.105
7.6,37,181,0.029939875,0.162
8.5,37,183,0.053861653,0.111
7.6,37,185,0.013570363,0.173
7.6,37,187,0.002789302,0.177
7.9,37,189,0.025514464,0.153
6.9,37,191,0.103868568,0.16
7.3,37,193,0.035182471,0.175
7.6,37,195,0.027037683,0.165
7.5,37,197,0.052809704,0.156
7.8,37,199,0.005680529,0.167
8.8,38,001,0.056616769,0.098
8.9,38,003,0.062716309,0.09
6.7,38,005,0.15114068,0.149
7.9,38,007,0.181818181,0.079
8.7,38,009,0.104616525,0.079
9.7,38,011,0.029321406,0.07
8.4,38,013,0.162439666,0.063
9.5,38,015,0.046049233,0.07
9.5,38,017,0.032617305,0.078
8.9,38,019,0.082487393,0.079
9.6,38,021,0.028352131,0.075
9.3,38,023,0.079416652,0.063
8.6,38,025,0.132952209,0.069
8.1,38,027,0.08183039,0.115
8.4,38,029,0.13407167,0.08
9.3,38,031,0.059054828,0.071
5.9,38,033,0.332537584,0.1
8.6,38,035,0.099631526,0.086
7.8,38,037,0.157414026,0.094
9.4,38,039,0.059343071,0.068
6.5,38,041,0.29179767,0.09
5.4,38,043,0.379741329,0.098
7.8,38,045,0.19423344,0.079
7.2,38,047,0.26133688,0.072
7.9,38,049,0.169910597,0.084
8.9,38,051,0.053403806,0.092
7.8,38,053,0.157256967,0.093
8.6,38,055,0.132020858,0.069
9.4,38,057,0.042195145,0.078
9.5,38,059,0.052040287,0.066
9.2,38,061,0.025040381,0.095
6.6,38,063,0.26458984,0.1
7.7,38,065,0.196266564,0.082
8.7,38,067,0.08286566,0.087
9.1,38,069,0.066271882,0.08
8.4,38,071,0.052417488,0.118
9.6,38,073,0.017758859,0.078
8.8,38,075,0.135137809,0.058
9.2,38,077,0.053603779,0.082
7.4,38,079,0.049887464,0.163
9.9,38,081,0.015682169,0.068
7.1,38,083,0.289247081,0.064
4.3,38,085,0.243489993,0.214
7.9,38,087,0.205627083,0.068
9.2,38,089,0.064248649,0.075
8.4,38,091,0.124540767,0.081
8.5,38,093,0.063703783,0.108
8.5,38,095,0.080289747,0.097
9.9,38,097,0.021461036,0.065
9.1,38,099,0.053465991,0.084
9,38,101,0.074032172,0.08
8.5,38,103,0.099935809,0.089
9.3,38,105,0.050564656,0.075
6,39,001,0.111845875,0.197
7.9,39,003,0.040023735,0.143
8.3,39,005,0.015133461,0.14
6.8,39,007,0.099565005,0.169
6.3,39,009,0.109797037,0.183
8.7,39,011,0.021704784,0.116
7.3,39,013,0.069086881,0.159
7.6,39,015,0.027618252,0.166
7.7,39,017,0.094298961,0.129
8,39,019,0.019024164,0.151
8.5,39,021,0.012145289,0.132
7.2,39,023,0.080313504,0.159
7.6,39,025,0.096611052,0.13
6.8,39,027,0.123261883,0.158
7.4,39,029,0.0612771,0.158
7.3,39,031,0.02782995,0.178
6.5,39,033,0.13626245,0.161
7.8,39,035,0.033131971,0.151
8.1,39,037,0.034939692,0.14
8,39,039,0.057335316,0.134
9,39,041,0.047167886,0.093
7.6,39,043,0.068955277,0.143
8.2,39,045,0.059900952,0.122
7.3,39,047,0.038719746,0.173
7.9,39,049,0.065436191,0.135
8.1,39,051,0.059241403,0.128
7,39,053,0.067033148,0.172
8.8,39,055,0.040487556,0.106
8,39,057,0.062173362,0.132
6.4,39,059,0.125107395,0.171
7.8,39,061,0.079209878,0.133
8.2,39,063,0.038278323,0.133
7.6,39,065,0.03297941,0.163
7.4,39,067,0.045882514,0.164
8.4,39,069,0.017792655,0.133
7.6,39,071,0.023655462,0.165
7.3,39,073,0.057149283,0.166
8.8,39,075,0.021995144,0.115
7.7,39,077,0.046863672,0.149
7.2,39,079,0.025825612,0.182
6.6,39,081,0.101222581,0.175
7.7,39,083,0.059506485,0.145
7.9,39,085,0.078441729,0.126
7,39,087,0.044599474,0.185
7.8,39,089,0.081995474,0.132
8.3,39,091,0.026432268,0.134
7.6,39,093,0.067495302,0.147
7.3,39,095,0.06846265,0.158
7.8,39,097,0.082357415,0.13
6.4,39,099,0.15377737,0.161
6.4,39,101,0.135147145,0.168
8.6,39,103,0.038704348,0.114
5.7,39,105,0.149083263,0.194
8.8,39,107,0.026061303,0.11
8.4,39,109,0.039426812,0.124
7.5,39,111,0.025619954,0.171
7.2,39,113,0.101349961,0.146
6.8,39,115,0.078645723,0.175
8.4,39,117,0.003763459,0.138
6.9,39,119,0.106559392,0.161
6.1,39,121,0.143061358,0.18
7.6,39,123,0.089571073,0.137
7.9,39,125,0.062264091,0.136
7.7,39,127,0.017810253,0.164
8,39,129,0.030329538,0.145
6.9,39,131,0.013982146,0.204
7.6,39,133,0.096359944,0.133
8.3,39,135,0.029820769,0.134
8.7,39,137,0.048705354,0.104
6.7,39,139,0.136302182,0.152
7.3,39,141,0.056226493,0.163
7.8,39,143,0.032661526,0.152
6.6,39,145,0.032227299,0.209
7.5,39,147,0.08388568,0.144
8.1,39,149,0.041548761,0.135
7.4,39,151,0.085760448,0.145
7.7,39,153,0.076093368,0.136
6.7,39,155,0.112906418,0.167
7.9,39,157,0.030360153,0.148
8.4,39,159,0.083796928,0.101
8.1,39,161,0.068400346,0.125
7,39,163,0.024093931,0.191
8.6,39,165,0.061041152,0.104
7.6,39,167,0.040666065,0.159
8.2,39,169,0.048410955,0.126
7.3,39,171,0.104795427,0.143
7.7,39,173,0.080411179,0.136
8.6,39,175,0.016947141,0.123
6.6,40,001,0.051649244,0.2
7,40,003,0.148357987,0.136
5.9,40,005,0.149855868,0.182
7.5,40,007,0.11877336,0.126
6.9,40,009,0.078483468,0.174
5.7,40,011,0.235080746,0.152
6.6,40,013,0.107918236,0.172
6.6,40,015,0.098548844,0.176
8,40,017,0.075575001,0.123
6.9,40,019,0.076377313,0.172
5.8,40,021,0.140397172,0.191
4.8,40,023,0.210826397,0.207
6.5,40,025,0.150695649,0.155
7.9,40,027,0.055986863,0.139
5.9,40,029,0.112859206,0.203
6.5,40,031,0.112044759,0.173
6.5,40,033,0.069364327,0.193
6,40,035,0.137663529,0.187
7.6,40,037,0.053269154,0.153
6.7,40,039,0.163355396,0.143
6.5,40,041,0.092608032,0.183
5.5,40,043,0.250883115,0.154
6.6,40,045,0.136476807,0.16
7.4,40,047,0.04965849,0.161
7.5,40,049,0.049865442,0.159
7.6,40,051,0.071120197,0.145
6.3,40,053,0.191514029,0.148
7,40,055,0.070667951,0.172
7.7,40,057,0.020508932,0.162
6,40,059,0.202041071,0.153
5.3,40,061,0.17737624,0.2
6.5,40,063,0.07441516,0.19
7,40,065,0.100862077,0.156
5.6,40,067,0.135905548,0.206
5.5,40,069,0.136133392,0.207
6.1,40,071,0.1526196,0.174
8,40,073,0.041167123,0.138
5.2,40,075,0.192778105,0.196
6.5,40,077,0.07434202,0.191
6.3,40,079,0.091553889,0.192
6.9,40,081,0.110987192,0.159
6.9,40,083,0.152522222,0.137
7.3,40,085,0.058252694,0.165
8.5,40,087,0.033907148,0.121
5.9,40,089,0.137837085,0.19
6.3,40,091,0.066446926,0.203
8,40,093,0.028882452,0.144
6,40,095,0.144340968,0.184
6.9,40,097,0.054862799,0.182
7.2,40,099,0.057104805,0.17
7,40,101,0.058842817,0.179
7.2,40,103,0.123175119,0.138
6.7,40,105,0.107290567,0.166
6.1,40,107,0.07457534,0.209
7.4,40,109,0.069414168,0.153
5.8,40,111,0.161905504,0.183
6.5,40,113,0.160096308,0.15
6.4,40,115,0.089513035,0.188
7.8,40,117,0.016115098,0.163
6.7,40,119,0.107218548,0.17
5.8,40,121,0.141731519,0.19
7.2,40,123,0.092410967,0.153
6.9,40,125,0.088219263,0.169
5.8,40,127,0.094077091,0.213
6,40,129,0.203734739,0.153
8,40,131,0.048463797,0.138
5.7,40,133,0.122122227,0.206
6.3,40,135,0.10162477,0.19
6.8,40,137,0.08550608,0.175
6.6,40,139,0.127109649,0.165
5.8,40,141,0.176914414,0.178
7.3,40,143,0.087468739,0.151
7.4,40,145,0.101895405,0.137
6.7,40,147,0.126653824,0.158
6.4,40,149,0.161672804,0.157
7.3,40,151,0.078094139,0.153
7.3,40,153,0.068180045,0.159
6.7,41,001,0.145061729,0.15
7.9,41,003,0.073827717,0.128
8.9,41,005,0.033486454,0.103
8.1,41,007,0.037251724,0.136
8.7,41,009,0.014200595,0.119
7.5,41,011,0.039314782,0.162
8.2,41,013,0.053805001,0.123
8.1,41,015,0.021252698,0.146
8.5,41,017,0.051341379,0.111
7.1,41,019,0.096873673,0.154
6.4,41,021,0.208076891,0.133
6.4,41,023,0.145131747,0.162
6.9,41,025,0.125449181,0.149
9.1,41,027,0.020909606,0.1
7.9,41,029,0.058202305,0.138
7.9,41,031,0.04103735,0.146
7,41,033,0.091136449,0.16
6.6,41,035,0.127718753,0.164
5.8,41,037,0.184907139,0.173
7.7,41,039,0.055280518,0.146
7.6,41,041,0.048479571,0.156
7.3,41,043,0.115215712,0.137
7.5,41,045,0.041436352,0.161
8,41,047,0.048951623,0.136
8.1,41,049,0.014546033,0.146
8.6,41,051,0.015017138,0.125
7.9,41,053,0.08075183,0.127
6.3,41,055,0.177548892,0.151
8.3,41,057,0.008077504,0.141
7.3,41,059,0.11921353,0.134
8,41,061,0.03753844,0.143
7.6,41,063,0.107030373,0.126
7.2,41,065,0.121461732,0.137
9,41,067,0.023074404,0.104
3.2,41,069,0.510603876,0.138
8.4,41,071,0.033377732,0.126
8.8,42,001,0.041891615,0.103
8.4,42,003,0.05520363,0.114
8.5,42,005,0.0204773,0.129
7.8,42,007,0.093883944,0.123
8.1,42,009,0.062731542,0.125
8.5,42,011,0.032919661,0.121
8.1,42,013,0.043778636,0.133
8.2,42,015,0.047204602,0.13
9.1,42,017,0.044579655,0.088
8.9,42,019,0.031888358,0.105
7.7,42,021,0.063455856,0.144
7.6,42,023,0.030242296,0.162
8.4,42,025,0.01825632,0.131
8.8,42,027,0.030794377,0.109
9.1,42,029,0.061927715,0.081
7.9,42,031,0.059469535,0.134
7.7,42,033,0.057889756,0.144
8.1,42,035,0.034398576,0.137
8.3,42,037,0.025973669,0.133
8.1,42,039,0.040617754,0.137
8.8,42,041,0.052812415,0.1
8.1,42,043,0.084756582,0.113
9.1,42,045,0.023848902,0.097
8.4,42,047,0.047173828,0.121
7,42,049,0.137429495,0.139
7.4,42,051,0.063502188,0.158
6.3,42,053,0.150067318,0.168
8.4,42,055,0.06276077,0.114
8.6,42,057,0.008657483,0.127
7.8,42,059,0.066291825,0.138
8.6,42,061,0.004651855,0.129
8.3,42,063,0.025342587,0.133
8.2,42,065,0.023161565,0.138
8.7,42,067,0.024815929,0.115
8.1,42,069,0.040669239,0.136
8.8,42,071,0.048538426,0.101
7.8,42,073,0.068764272,0.135
8.5,42,075,0.044743844,0.118
8.4,42,077,0.041860793,0.121
7.9,42,079,0.050607975,0.141
7.8,42,081,0.08433965,0.13
8.2,42,083,0.00713038,0.147
7.6,42,085,0.078646703,0.139
7.6,42,087,0.069406581,0.146
8.4,42,089,0.055103681,0.114
9.2,42,091,0.037734311,0.086
8.6,42,093,0.042721012,0.111
8.7,42,095,0.047521639,0.107
8.3,42,097,0.022481864,0.133
9,42,099,0.022851485,0.105
8.1,42,101,0.003123746,0.152
8.6,42,103,0.026694983,0.12
8.3,42,105,0.014734506,0.14
8.3,42,107,0.024034374,0.134
8.7,42,109,0.028260809,0.115
8.1,42,111,0.057525209,0.128
7.6,42,113,0.113440998,0.126
8.1,42,115,0.061072853,0.125
7.5,42,117,0.093775474,0.136
7.9,42,119,0.10671602,0.116
8.2,42,121,0.019556301,0.143
8.2,42,123,0.043333389,0.128
8,42,125,0.096460256,0.116
8.6,42,127,0.008749552,0.127
8.1,42,129,0.076522813,0.118
8.8,42,131,0.002440555,0.124
8.7,42,133,0.054384025,0.104
8.5,44,001,0.120938694,0.079
8.9,44,003,0.055377585,0.094
9.1,44,005,0.046445771,0.087
8.6,44,007,0.032619055,0.118
9,44,009,0.075959774,0.077
7.8,45,001,0.088290117,0.128
7.8,45,003,0.092278568,0.125
7.7,45,005,0.012912218,0.168
7.3,45,007,0.123180303,0.131
6.6,45,009,0.155230455,0.15
7.8,45,011,0.000137425,0.167
7.7,45,013,0.131020422,0.112
8.2,45,015,0.090239465,0.11
8.6,45,017,0.00272469,0.131
8.4,45,019,0.059883203,0.112
7.7,45,021,0.051500799,0.149
7.5,45,023,0.091003959,0.14
7.7,45,025,0.044290106,0.151
7.7,45,027,0.072727372,0.141
6.7,45,029,0.181546468,0.134
7.6,45,031,0.068726265,0.143
7.3,45,033,0.019054767,0.183
8.3,45,035,0.068390339,0.113
7.4,45,037,0.120665929,0.13
7.6,45,039,0.104856415,0.128
8,45,041,0.074749014,0.123
7.7,45,043,0.096622703,0.128
7.9,45,045,0.100681599,0.115
8.2,45,047,0.041469156,0.131
7.9,45,049,0.065559479,0.134
7.6,45,051,0.08367618,0.139
8.2,45,053,0.050961201,0.126
7.5,45,055,0.120894299,0.126
8.2,45,057,0.069818406,0.117
7.5,45,059,0.067405435,0.149
7.7,45,061,0.028326363,0.16
