v133_rawvalue,statecode,countycode,v133_numerator,v133_denominator
7.8,18,159,0.073218132,0.135
NA,18,161,NA,0.118
7,18,163,0.11614012,0.149
7.8,18,165,0.016978974,0.161
5.7,18,167,0.199911678,0.168
7.8,18,169,0.071773438,0.136
8.1,18,171,0.01704591,0.145
8.4,18,173,0.068950995,0.108
8,18,175,0.031299811,0.146
6.2,18,177,0.166298698,0.162
7.7,18,179,0.126748788,0.115
8.7,18,181,0.003984322,0.127
8.7,18,183,0.012148595,0.124
8.8,19,001,0.023050788,0.111
9,19,003,0.0200767,0.104
8.7,19,005,0.034786027,0.111
7.7,19,007,0.054893049,0.149
8.8,19,009,0.023547635,0.114
9,19,011,0.042801148,0.095
7.9,19,013,0.094668403,0.118
9.3,19,015,0.023645557,0.09
9.6,19,017,0.012981712,0.083
9,19,019,0.033805459,0.099
9,19,021,0.056174031,0.09
8.9,19,023,0.019074136,0.108
8.3,19,025,0.088495476,0.103
9.2,19,027,0.019916405,0.094
7.7,19,029,0.091273619,0.131
9,19,031,0.048358729,0.093
8.6,19,033,0.054731594,0.108
8.4,19,035,0.060338979,0.114
9.1,19,037,0.031657152,0.094
8.2,19,039,0.030609641,0.135
8.5,19,041,0.045675752,0.114
8.5,19,043,0.010644948,0.13
8,19,045,0.083519335,0.121
7.2,19,047,0.113774916,0.141
9.5,19,049,0.023994583,0.079
9.1,19,051,0.033285946,0.094
8.3,19,053,0.035352156,0.127
9.3,19,055,0.025898847,0.089
7.7,19,057,0.078354965,0.134
9.2,19,059,0.018840215,0.096
8.7,19,061,0.056440552,0.101
7.6,19,063,0.110704359,0.124
8.7,19,065,0.017186703,0.121
8.4,19,067,0.062916794,0.113
8.5,19,069,0.057082348,0.11
6.7,19,071,0.255666355,0.098
8.4,19,073,0.04548757,0.12
NA,19,075,NA,0.081
9,19,077,0.031596921,0.099
8.9,19,079,0.027308524,0.105
8.8,19,081,0.034610183,0.107
8.9,19,083,0.023945457,0.106
8.8,19,085,0.058333347,0.098
8,19,087,0.10449795,0.112
8.3,19,089,0.101758899,0.1
8,19,091,0.074685005,0.124
9.1,19,093,0.003765804,0.108
9.2,19,095,0.010261501,0.101
8.5,19,097,0.070180294,0.106
8.8,19,099,0.039277336,0.104
8.1,19,101,0.066241783,0.124
9,19,103,0.023619257,0.101
8.6,19,105,0.047395728,0.11
8,19,107,0.076887621,0.125
8.6,19,109,0.041417601,0.114
7.4,19,111,0.127909063,0.128
8.7,19,113,0.062545663,0.097
9,19,115,0.003247159,0.111
7.5,19,117,0.096064058,0.136
9.5,19,119,0.024777688,0.078
9.3,19,121,0.040050026,0.084
8.1,19,123,0.083779244,0.117
9,19,125,0.032338665,0.097
7.9,19,127,0.096158559,0.12
9.1,19,129,0.038071065,0.092
8.7,19,131,0.086051163,0.089
8.4,19,133,0.050144728,0.12
8.8,19,135,0.022996123,0.111
7.9,19,137,0.073980609,0.128
8.4,19,139,0.05562727,0.113
8.5,19,141,0.046807608,0.115
8.3,19,143,0.081812769,0.107
8.4,19,145,0.032964157,0.125
8.3,19,147,0.071429822,0.111
9.3,19,149,0.031826979,0.087
8.4,19,151,0.081161903,0.101
8.8,19,153,0.048296917,0.102
8,19,155,0.093213368,0.117
8.9,19,157,0.012758051,0.111
8.9,19,159,0.031907016,0.103
9,19,161,0.037578332,0.096
8.7,19,163,0.034530755,0.11
8.8,19,165,0.055855285,0.096
9.7,19,167,0.00380467,0.08
8.2,19,169,0.104837152,0.102
8.1,19,171,0.066647579,0.123
9.2,19,173,0.010726017,0.099
8.3,19,175,0.058998986,0.119
8,19,177,0.08400266,0.118
6,19,179,0.231323796,0.142
9.3,19,181,0.039845836,0.084
9,19,183,0.030008835,0.1
7.2,19,185,0.168970554,0.117
7.7,19,187,0.119976051,0.117
9.1,19,189,0.028455591,0.098
9.1,19,191,0.016771827,0.104
8.3,19,193,0.053665913,0.12
9.1,19,195,0.019926416,0.101
8.5,19,197,0.039211756,0.118
7.8,20,001,0.041826123,0.147
7.9,20,003,0.056260321,0.138
7.4,20,005,0.09062007,0.142
7.6,20,007,0.032205165,0.161
7,20,009,0.125130011,0.147
7.2,20,011,0.111820765,0.143
7,20,013,0.13682885,0.14
8.4,20,015,0.065182171,0.112
5.6,20,017,0.316882499,0.119
6.1,20,019,0.175732317,0.161
6.3,20,021,0.179275388,0.151
7.6,20,023,0.083120766,0.137
5.1,20,025,0.333257104,0.135
7.6,20,027,0.083594747,0.138
7.2,20,029,0.139563645,0.129
6.9,20,031,0.16552456,0.133
8.4,20,033,0.032214728,0.127
7.3,20,035,0.095652593,0.148
6.5,20,037,0.127631137,0.167
7.4,20,039,0.103186033,0.136
8.3,20,041,0.04966027,0.124
8,20,043,0.088098768,0.119
8.1,20,045,0.053856842,0.128
8,20,047,0.048358662,0.136
6.2,20,049,0.18513463,0.155
7.9,20,051,0.076202822,0.129
7.8,20,053,0.108233451,0.118
7.6,20,055,0.107023556,0.129
7.9,20,057,0.082556016,0.124
7,20,059,0.175783873,0.122
6.4,20,061,0.161437317,0.157
5.7,20,063,0.330505548,0.109
8.3,20,065,0.065681629,0.113
8.8,20,067,0.064482386,0.092
8.4,20,069,0.118892007,0.084
8.7,20,071,0.041657349,0.107
6.4,20,073,0.178099904,0.147
8.4,20,075,0.074315801,0.105
7.2,20,077,0.099828106,0.149
8.7,20,079,0.009787828,0.121
8.3,20,081,0.079428947,0.107
8,20,083,0.089071185,0.117
8.4,20,085,0.056178877,0.117
9.2,20,087,0.003397214,0.103
6.8,20,089,0.121143159,0.156
9.3,20,091,0.022575744,0.092
8.2,20,093,0.032164873,0.134
7.7,20,095,0.105650614,0.123
7.8,20,097,0.131533916,0.106
7.4,20,099,0.070936945,0.153
8,20,101,0.069363589,0.125
7.8,20,103,0.110128062,0.117
7.6,20,105,0.095348516,0.134
8,20,107,0.048481931,0.138
8,20,109,0.048834434,0.137
7.8,20,111,0.057929998,0.14
8.1,20,113,0.083538466,0.116
7.9,20,115,0.1009227,0.116
7.6,20,117,0.128773968,0.118
7.6,20,119,0.164951737,0.102
8.5,20,121,0.066664402,0.107
7.7,20,123,0.08892133,0.133
7,20,125,0.102454921,0.157
7.6,20,127,0.099469985,0.131
7.4,20,129,0.094164019,0.141
8.1,20,131,0.088546768,0.113
7.6,20,133,0.052181478,0.154
7.8,20,135,0.09757526,0.123
8.1,20,137,0.077475547,0.12
8.1,20,139,0.050587945,0.132
7.8,20,141,0.079133485,0.133
7.9,20,143,0.09920969,0.119
7.2,20,145,0.087295068,0.154
7,20,147,0.112727241,0.152
9,20,149,0.020006427,0.103
7.8,20,151,0.096935013,0.124
7,20,153,0.137345546,0.141
7.6,20,155,0.090126062,0.135
8.1,20,157,0.06191129,0.124
7.9,20,159,0.090556042,0.121
5.7,20,161,0.248941444,0.148
8.6,20,163,0.037824303,0.114
7.5,20,165,0.106276122,0.13
7.4,20,167,0.081568459,0.147
8,20,169,0.060279804,0.132
8.6,20,171,0.045010553,0.113
7.5,20,173,0.093973134,0.137
8,20,175,0.076801558,0.124
7.6,20,177,0.1077915,0.128
7.7,20,179,0.120112015,0.115
6,20,181,0.238088738,0.136
7.8,20,183,0.112898829,0.115
7.9,20,185,0.081117429,0.127
8.5,20,187,0.026490674,0.123
7.4,20,189,0.106917945,0.136
8,20,191,0.047149019,0.135
7.3,20,193,0.176603819,0.108
8.9,20,195,0.027974944,0.106
7.7,20,197,0.128797541,0.112
7.4,20,199,0.084551141,0.147
7.3,20,201,0.154912596,0.119
8.2,20,203,0.02166112,0.138
7.2,20,205,0.077565016,0.159
7.2,20,207,0.098394268,0.148
7,20,209,0.135764463,0.14
7.2,21,001,0.034038066,0.18
7.1,21,003,0.086515194,0.158
8.1,21,005,0.023325396,0.143
8.2,21,007,7.48232037284213e-05,0.149
6.7,21,009,0.075933219,0.182
7.1,21,011,0.009201716,0.194
5.6,21,013,0.099935546,0.221
8.3,21,015,0.090562213,0.103
6.8,21,017,0.122605068,0.158
6.3,21,019,0.126020381,0.178
7.5,21,021,0.073344366,0.149
8,21,023,0.002264717,0.157
4.9,21,025,0.119828838,0.242
7.1,21,027,0.035205326,0.185
7.7,21,029,0.095974199,0.129
7.1,21,031,0.048286128,0.177
7.6,21,033,0.005657857,0.173
7.2,21,035,0.062743678,0.164
7.7,21,037,0.089044125,0.129
7.6,21,039,0.033529086,0.161
NA,21,041,NA,0.168
6.6,21,043,0.037433602,0.207
6.7,21,045,0.055538247,0.191
6.4,21,047,0.145287703,0.163
7.6,21,049,0.049396357,0.154
4.9,21,051,0.137726135,0.237
7.2,21,053,0.010914597,0.19
7,21,055,0.047580371,0.183
7,21,057,0.008035657,0.199
7.7,21,059,0.056221419,0.147
7.4,21,061,0.020177456,0.178
NA,21,063,NA,0.226
6.8,21,065,0.000366254,0.212
7.9,21,067,0.070422885,0.131
7.2,21,069,0.030997639,0.181
6.2,21,071,0.026939462,0.228
7.4,21,073,0.088201879,0.143
7.2,21,075,0.000266334,0.196
NA,21,077,NA,0.158
NA,21,079,NA,0.148
8.1,21,081,0.023153174,0.145
6.9,21,083,0.077679039,0.171
6.6,21,085,0.095590394,0.179
6.9,21,087,0.04201846,0.19
7.1,21,089,0.069730861,0.166
7.6,21,091,0.049822678,0.152
7.5,21,093,0.089201727,0.139
5.9,21,095,0.028961983,0.241
7.6,21,097,0.046568166,0.155
7,21,099,0.04533307,0.182
7.4,21,101,0.03196264,0.17
8,21,103,0.011715639,0.156
7.9,21,105,0.012498227,0.158
6.7,21,107,0.073507127,0.183
6.7,21,109,0.037033235,0.201
8,21,111,0.064809967,0.131
7.7,21,113,0.076943815,0.135
6.8,21,115,0.018052418,0.203
7.9,21,117,0.072776793,0.13
6.5,21,119,0.006076726,0.225
4.4,21,121,0.179026102,0.238
7.1,21,123,0.0674886,0.168
6.4,21,125,0.111777648,0.177
6.2,21,127,0.05715596,0.214
6.2,21,129,0.000113575,0.239
5.7,21,131,0.049381011,0.242
NA,21,133,NA,0.237
6.8,21,135,0.005373879,0.212
7,21,137,0.089097156,0.162
6.8,21,139,0.066645978,0.184
7.9,21,141,0.03362094,0.148
7.7,21,143,0.010259446,0.17
6.7,21,145,0.151730208,0.145
6.3,21,147,0.018711481,0.229
8.6,21,149,0.010303155,0.129
7,21,151,0.119999056,0.148
5.6,21,153,0.014456361,0.263
6.8,21,155,0.071928308,0.18
8.1,21,157,0.028756822,0.141
6.5,21,159,0.008216115,0.221
7.1,21,161,0.069389759,0.167
7.6,21,163,0.057729207,0.151
6.7,21,165,0.002753895,0.215
8,21,167,0.05383099,0.132
7.3,21,169,0.004761707,0.187
7.2,21,171,0.017213453,0.186
7.1,21,173,0.063196257,0.17
6.8,21,175,0.041415322,0.192
7.2,21,177,0.051674098,0.171
8.7,21,179,0.013145739,0.123
7.7,21,181,0.002957094,0.172
7.8,21,183,0.028793978,0.156
9.1,21,185,0.050424722,0.084
7.9,21,187,0.044471899,0.144
5.8,21,189,0.013953468,0.252
7.9,21,191,0.002037367,0.162
6.7,21,193,0.008205317,0.214
6.8,21,195,0.00058964,0.213
7.3,21,197,1.3311594569927e-05,0.191
6.6,21,199,0.07894081,0.186
4.4,21,201,0.293475997,0.183
7.2,21,203,0.002395171,0.196
7.3,21,205,0.013468327,0.186
7,21,207,0.023884936,0.191
8.2,21,209,0.07270386,0.117
9,21,211,0.003431525,0.113
7.7,21,213,0.067847227,0.141
NA,21,215,NA,0.112
7.7,21,217,0.028800521,0.158
7.6,21,219,0.032557369,0.163
7.5,21,221,0.015990658,0.174
NA,21,223,NA,0.153
5.3,21,225,0.199772224,0.187
7.7,21,227,0.054569723,0.148
7.7,21,229,0.051638743,0.147
5.9,21,231,0.098478984,0.206
6.4,21,233,0.105930799,0.18
6.9,21,235,0.024544199,0.199
5.2,21,237,0.026930814,0.273
7.7,21,239,0.120777808,0.117
6.9,22,001,0.03185676,0.195
6.4,22,003,0.112436398,0.179
8,22,005,0.099343578,0.115
8.1,22,007,0.005825324,0.151
5.6,22,009,0.115655301,0.212
6,22,011,0.205971609,0.152
5,22,013,0.194992134,0.204
7,22,015,0.109277755,0.152
6.2,22,017,0.160405351,0.167
6.8,22,019,0.13031031,0.152
6.8,22,021,0.038710237,0.194
7.7,22,023,0.058573059,0.145
6.2,22,025,0.136084089,0.177
6.1,22,027,0.120054382,0.189
4.5,22,029,0.207816295,0.218
6.8,22,031,0.092570297,0.168
7.2,22,033,0.11720667,0.141
4.2,22,035,0.218069925,0.229
8.6,22,037,0.004371359,0.13
6,22,039,0.062893469,0.22
6,22,041,0.130328491,0.187
7,22,043,0.088443258,0.161
7,22,045,0.058248367,0.178
8.2,22,047,0.019662202,0.143
6,22,049,0.107265768,0.199
7.6,22,051,0.048312094,0.154
7.2,22,053,0.079756257,0.159
7.3,22,055,0.09274452,0.148
7.1,22,057,0.084330293,0.161
7,22,059,0.121107603,0.149
5.5,22,061,0.193986982,0.181
7.7,22,063,0.078057346,0.138
6.3,22,065,0.030635603,0.222
5.8,22,067,0.139189617,0.193
6.1,22,069,0.152650649,0.172
7,22,071,0.087829986,0.164
6.1,22,073,0.154438033,0.172
6.1,22,075,0.20326928,0.149
6.5,22,077,0.105418541,0.177
6,22,079,0.191260645,0.161
7.4,22,081,0.038642152,0.17
6.9,22,083,0.067941197,0.175
5.9,22,085,0.120549374,0.198
5.8,22,087,0.161815657,0.184
7.6,22,089,0.112793071,0.124
6.7,22,091,0.027409565,0.205
8.1,22,093,0.08671867,0.113
7.4,22,095,0.125583582,0.126
6.4,22,097,0.109248056,0.182
7.5,22,099,0.057163004,0.154
6.5,22,101,0.103926367,0.179
7.6,22,103,0.07837681,0.141
6,22,105,0.166847871,0.17
2.8,22,107,0.388995935,0.21
6.9,22,109,0.105801341,0.16
5.7,22,111,0.154073855,0.189
7.3,22,113,0.037031699,0.173
5,22,115,0.221693938,0.189
6.8,22,117,0.038998026,0.194
5.4,22,119,0.186334519,0.19
7.9,22,121,0.072838967,0.129
7.3,22,123,0.021626542,0.181
7.3,22,125,0.148571027,0.122
7.1,22,127,0.056153336,0.173
8.2,23,001,0.02467142,0.138
7.4,23,003,0.048566527,0.162
8.8,23,005,0.035127266,0.106
7.9,23,007,0.055417094,0.136
8.5,23,009,0.016490713,0.127
8.3,23,011,0.01995,0.136
8.7,23,013,0.016617192,0.119
8.8,23,015,0.009244005,0.118
7.7,23,017,0.054968261,0.146
7.8,23,019,0.05755578,0.143
7.8,23,021,0.016816371,0.162
8.6,23,023,0.028451972,0.117
7.5,23,025,0.038989142,0.162
8.1,23,027,0.037799372,0.139
7.2,23,029,0.047455398,0.171
8.6,23,031,0.033422944,0.116
6.7,24,001,0.097444599,0.173
8.8,24,003,0.041371283,0.105
8.4,24,005,0.044240842,0.121
8.9,24,009,0.052296372,0.095
7.9,24,011,0.040201799,0.145
8.7,24,013,0.030085234,0.114
7.8,24,015,0.065409238,0.137
9.2,24,017,0.051839236,0.079
7.6,24,019,0.049893125,0.153
8.7,24,021,0.031136978,0.111
7.7,24,023,0.041647706,0.155
8.6,24,025,0.046620521,0.112
9.2,24,027,0.018904111,0.097
8.4,24,029,0.003858838,0.138
8.9,24,031,0.018318878,0.111
9.1,24,033,0.034591464,0.093
8.6,24,035,0.036081599,0.115
8.5,24,037,0.041559851,0.118
7.4,24,039,0.054742669,0.161
8.1,24,041,0.032515587,0.139
7.6,24,043,0.054969613,0.151
7.5,24,045,0.090547575,0.139
7.8,24,047,0.060310399,0.139
7.9,24,510,0.018111101,0.155
8.6,25,001,0.091467361,0.091
8.4,25,003,0.060128014,0.112
8.6,25,005,0.040967603,0.114
8.7,25,007,0.088272416,0.087
8.9,25,009,0.041017444,0.101
8.4,25,011,0.053411922,0.116
8.1,25,013,0.04800976,0.133
8.2,25,015,0.124956948,0.093
9.4,25,017,0.02573334,0.083
9.5,25,019,0.028491757,0.08
9.5,25,021,0.035993975,0.076
9.3,25,023,0.048051628,0.076
8.8,25,025,0.002097383,0.122
8.8,25,027,0.051208809,0.101
6.9,26,001,0.061626304,0.181
7.6,26,003,0.048934575,0.156
8.4,26,005,0.047275383,0.121
7,26,007,0.06100529,0.176
8.4,26,009,0.000613777,0.14
7.7,26,011,1.81107221856499e-05,0.173
7.4,26,013,0.045129068,0.166
8.8,26,015,6.67917153831741e-05,0.125
7.4,26,017,0.05254439,0.162
NA,26,019,NA,0.141
7.2,26,021,0.095625034,0.149
7.5,26,023,0.063889599,0.153
7,26,025,0.113983445,0.151
8,26,027,0.032304844,0.146
8.5,26,029,0.003992485,0.133
7.4,26,031,0.038733831,0.17
6.8,26,033,0.081391862,0.174
6.8,26,035,0.013248966,0.206
7.8,26,037,0.098577554,0.122
7.4,26,039,0.021868672,0.177
7.4,26,041,0.050529518,0.163
7.6,26,043,0.076438032,0.14
7.8,26,045,0.08796475,0.128
7.8,26,047,0.063182837,0.137
6.8,26,049,0.114141692,0.16
7.2,26,051,0.055768816,0.168
7.5,26,053,0.048630427,0.16
8,26,055,0.053598353,0.134
6.4,26,057,0.165485004,0.153
7.8,26,059,0.022616055,0.156
7.7,26,061,0.050958562,0.15
7.4,26,063,0.08016444,0.147
6.7,26,065,0.143165781,0.149
7.9,26,067,0.068601174,0.133
7,26,069,0.052867244,0.178
7.1,26,071,0.057884618,0.172
7.1,26,073,0.049667837,0.176
7.2,26,075,0.108549373,0.143
7.7,26,077,0.080717193,0.135
7.7,26,079,0.018040772,0.166
8.4,26,081,0.038549755,0.124
7.9,26,083,0.072424227,0.128
7.1,26,085,0.00596877,0.198
8.3,26,087,0.020691751,0.134
8.8,26,089,0.011366013,0.118
7.4,26,091,0.103063561,0.138
8.9,26,093,0.036188841,0.101
6.3,26,095,0.109163465,0.185
5.9,26,097,0.139790101,0.187
8.1,26,099,0.058525773,0.126
7.9,26,101,0.021300865,0.153
7.7,26,103,0.051045469,0.15
7.1,26,105,0.09045112,0.159
6.3,26,107,0.1536835,0.166
7.8,26,109,0.0534395,0.145
8,26,111,0.047249357,0.137
8,26,113,0.017282231,0.153
8.1,26,115,0.032141184,0.14
8.2,26,117,0.010433884,0.147
6.9,26,119,0.011900349,0.202
6.6,26,121,0.173225978,0.141
7.8,26,123,0.017756536,0.162
8.6,26,125,0.04370924,0.11
7.4,26,127,0.043702937,0.164
7.4,26,129,0.000236508,0.188
6.3,26,131,0.131980856,0.173
7.8,26,133,0.000269464,0.167
7.4,26,135,0.005588271,0.183
7.1,26,137,0.105969646,0.151
8.3,26,139,0.078570119,0.109
7.2,26,141,0.062679686,0.167
6.6,26,143,0.058865009,0.196
6.7,26,145,0.113765587,0.165
7.1,26,147,0.122467737,0.144
7.6,26,149,0.055103229,0.153
7.3,26,151,0.049061319,0.166
5.5,26,153,0.185750287,0.185
7.3,26,155,0.096703855,0.147
7.3,26,157,0.067971194,0.157
8,26,159,0.017066961,0.15
8.1,26,161,0.060622713,0.125
7.6,26,163,0.045342198,0.154
7.2,26,165,0.084014784,0.158
7.5,27,001,0.113392671,0.13
9.3,27,003,0.06511664,0.072
7.8,27,005,0.127632715,0.107
7,27,007,0.157308526,0.129
8.5,27,009,0.079218773,0.1
8.1,27,011,0.098389444,0.108
7.4,27,013,0.169889428,0.106
9.1,27,015,0.040433302,0.089
8.5,27,017,0.042196892,0.115
9.8,27,019,0.037681719,0.06
8.4,27,021,0.052107727,0.115
8.5,27,023,0.050833888,0.113
9.3,27,025,0.048904735,0.079
8.7,27,027,0.045595836,0.108
7.1,27,029,0.151487194,0.131
8.4,27,031,0.089290309,0.1
8.8,27,033,0.020626604,0.114
8.7,27,035,0.037304278,0.108
9.5,27,037,0.046555981,0.071
9.6,27,039,0.033564679,0.07
8.8,27,041,0.069210049,0.091
8.7,27,043,0.044651395,0.107
9.5,27,045,0.007425907,0.09
8.5,27,047,0.082956944,0.1
9.2,27,049,0.030056785,0.09
7.7,27,051,0.142848455,0.104
9.2,27,053,0.038150787,0.087
9.4,27,055,0.025492123,0.084
8.4,27,057,0.063027635,0.11
8.6,27,059,0.077611702,0.095
7.9,27,061,0.087040194,0.122
8.9,27,063,0.05386117,0.095
8.6,27,065,0.043057969,0.11
7.9,27,067,0.13199516,0.1
8.5,27,069,0.081016397,0.098
7.4,27,071,0.13868583,0.123
9,27,073,0.034012918,0.098
8.7,27,075,0.034778267,0.11
8.3,27,077,0.087312828,0.103
9.4,27,079,0.014798203,0.087
9.1,27,081,0.029255698,0.098
7.7,27,083,0.14548982,0.106
8.2,27,085,0.119269433,0.093
6.3,27,087,0.166282662,0.157
7.8,27,089,0.156158339,0.093
8.1,27,091,0.07630971,0.117
8.7,27,093,0.078239863,0.089
8.6,27,095,0.026195138,0.119
8.1,27,097,0.093405979,0.109
8.7,27,099,0.05837426,0.102
9.1,27,101,0.037542587,0.09
8.4,27,103,0.097774123,0.095
8.2,27,105,0.098941269,0.106
8.3,27,107,0.091759531,0.101
9.5,27,109,0.024484826,0.08
8.7,27,111,0.059728008,0.098
8.7,27,113,0.05040061,0.106
8.5,27,115,0.043070027,0.117
8.2,27,117,0.092178893,0.106
8.2,27,119,0.085637012,0.111
9,27,121,0.030296219,0.098
8.7,27,123,0.052141529,0.105
6.6,27,125,0.26255648,0.101
8.2,27,127,0.116646649,0.096
8.3,27,129,0.092988958,0.103
9,27,131,0.06332842,0.086
9.1,27,133,0.04217364,0.088
8.5,27,135,0.09046139,0.095
8,27,137,0.091498136,0.115
9.7,27,139,0.042730248,0.062
9.5,27,141,0.038695809,0.072
9.3,27,143,0.008019395,0.096
8.5,27,145,0.07351221,0.102
9,27,147,0.051229764,0.088
9,27,149,0.034411529,0.096
8.3,27,151,0.072930958,0.113
7.9,27,153,0.113845607,0.109
9,27,155,0.037058224,0.098
9.3,27,157,0.021517714,0.089
8.6,27,159,0.022513305,0.12
8.3,27,161,0.126930875,0.088
9.5,27,163,0.061060722,0.065
9,27,165,0.011010797,0.109
8.5,27,167,0.056798929,0.111
9,27,169,0.030245435,0.099
9.7,27,171,0.029097661,0.068
8.4,27,173,0.094507041,0.097
5.6,28,001,0.154034069,0.195
6.1,28,003,0.078058532,0.207
5.9,28,005,0.068106303,0.224
5.7,28,007,0.154084511,0.192
5.7,28,009,0.169567968,0.185
3.9,28,011,0.278196699,0.212
7,28,013,0.01149334,0.199
5,28,015,0.204190313,0.199
6.4,28,017,0.057992403,0.205
6.5,28,019,0.063562342,0.195
6.4,28,021,0.091487904,0.19
6.4,28,023,0.06393414,0.201
6.8,28,025,0.112213359,0.162
4.9,28,027,0.159494997,0.223
6.2,28,029,0.136225772,0.177
NA,28,031,NA,0.193
7.4,28,033,0.109866784,0.134
6.1,28,035,0.090223797,0.202
5.1,28,037,0.150322595,0.22
6.2,28,039,0.056774833,0.216
6.7,28,041,0.016900523,0.21
6.7,28,043,0.059171713,0.191
5.9,28,045,0.154476184,0.182
5.7,28,047,0.148323324,0.194
6.4,28,049,0.14847584,0.161
4.2,28,051,0.184739885,0.246
5.1,28,053,0.118708431,0.234
4.8,28,055,0.154204826,0.233
7.2,28,057,0.066057939,0.163
6.2,28,059,0.116169928,0.188
7.3,28,061,0.052377981,0.165
6,28,063,0.045120655,0.227
6.5,28,065,0.095682789,0.182
6.4,28,067,0.090534717,0.19
4.9,28,069,0.239701469,0.186
6.3,28,071,0.167986383,0.158
6.6,28,073,0.104082681,0.173
5.3,28,075,0.173443342,0.202
6,28,077,0.082086521,0.213
6,28,079,0.113986093,0.195
7.3,28,081,0.068920573,0.158
4.8,28,083,0.208332765,0.206
6.6,28,085,0.073723918,0.19
6.3,28,087,0.147786359,0.169
8.2,28,089,0.04207337,0.13
6.4,28,091,0.061150044,0.203
6.6,28,093,0.10186543,0.177
7.4,28,095,0.03869468,0.169
6.1,28,097,0.100009765,0.198
6.4,28,099,0.020099453,0.222
6.1,28,101,0.089903679,0.201
6.7,28,103,0.072178948,0.185
5.4,28,105,0.194059667,0.184
6.4,28,107,0.106212661,0.181
6.7,28,109,0.057191995,0.191
5.5,28,111,0.098779422,0.226
6.1,28,113,0.057048141,0.217
6.7,28,115,0.061655784,0.188
7.1,28,117,0.032354799,0.186
0.4,28,119,0.625999177,0.208
7.5,28,121,0.082548758,0.143
5.6,28,123,0.162088184,0.191
6.5,28,125,0.04652635,0.207
7,28,127,0.065248222,0.176
6.9,28,129,0.054327956,0.184
5.6,28,131,0.125792659,0.208
4.6,28,133,0.249413697,0.197
4.1,28,135,0.313831228,0.19
6.3,28,137,0.140710665,0.172
6.9,28,139,0.01853508,0.2
NA,28,141,NA,0.214
6.4,28,143,0.084289779,0.193
7.1,28,145,0.057042481,0.174
6,28,147,0.12038089,0.194
6.8,28,149,0.085555694,0.173
4.8,28,151,0.176469266,0.22
6.5,28,153,0.070537777,0.192
7,28,155,0.03607006,0.186
6.5,28,157,0.084987184,0.185
5.8,28,159,0.102586738,0.21
6.5,28,161,0.092220135,0.186
4.6,28,163,0.203426203,0.218
6.9,29,001,0.115329158,0.157
8.3,29,003,0.046210287,0.122
8,29,005,0.015394526,0.15
6.7,29,007,0.093891532,0.174
6.8,29,009,0.084664092,0.173
4.4,29,011,0.272831986,0.195
6.7,29,013,0.086535333,0.176
7,29,015,0.051778124,0.181
6.7,29,017,0.116041814,0.165
7.4,29,019,0.099881037,0.141
6.7,29,021,0.115672686,0.166
6.3,29,023,0.086204784,0.195
7.2,29,025,0.078398145,0.159
7.9,29,027,0.078192532,0.129
7.4,29,029,0.061768891,0.156
7.4,29,031,0.095193297,0.144
7.6,29,033,0.091277192,0.136
4.1,29,035,0.263422589,0.211
8,29,037,0.084858593,0.121
6.3,29,039,0.109804174,0.186
8.1,29,041,0.025053685,0.145
8,29,043,0.068440442,0.128
7.9,29,045,0.044880964,0.142
8.2,29,047,0.058610143,0.124
8,29,049,0.030681633,0.143
7.9,29,051,0.089010636,0.124
7.3,29,053,0.100187859,0.145
7.4,29,055,0.035426578,0.172
7.6,29,057,0.039261133,0.161
6,29,059,0.141285128,0.183
7.7,29,061,0.054237995,0.146
7.8,29,063,0.064041433,0.139
6.8,29,065,0.076309171,0.179
5.4,29,067,0.196519843,0.185
6.5,29,069,0.053967731,0.202
8.4,29,071,0.029889529,0.129
8,29,073,0.027977302,0.145
7,29,075,0.096868318,0.158
7.3,29,077,0.079773445,0.155
6.4,29,079,0.136927079,0.167
6.1,29,081,0.14762572,0.174
6.1,29,083,0.158708929,0.169
7.2,29,085,0.018345505,0.188
7.2,29,087,0.120587049,0.14
7.9,29,089,0.063180091,0.136
6.1,29,091,0.104135546,0.198
5.9,29,093,0.12644324,0.195
7.6,29,095,0.078321831,0.141
6.8,29,097,0.090770469,0.173
7.8,29,099,0.083489515,0.127
7.3,29,101,0.115536058,0.138
7.4,29,103,0.078466557,0.149
6,29,105,0.169331087,0.172
7.8,29,107,0.068139134,0.135
7.4,29,109,0.059772949,0.16
6.7,29,111,0.13000134,0.158
8.2,29,113,0.02642449,0.139
7.2,29,115,0.080461627,0.159
8,29,117,0.036874657,0.14
7.7,29,119,0.018037896,0.164
7.1,29,121,0.124940672,0.143
6.9,29,123,0.102060462,0.161
7.4,29,125,0.019107657,0.177
7.4,29,127,0.067477166,0.153
4.1,29,129,0.377674145,0.158
7.7,29,131,0.016891878,0.166
6.9,29,133,0.013052567,0.202
8.1,29,135,0.039921129,0.135
7.4,29,137,0.057914,0.16
7.3,29,139,0.059058351,0.162
7.3,29,141,0.014044292,0.186
7.4,29,143,0.025341054,0.175
7.5,29,145,0.056952482,0.153
5,29,147,0.313131495,0.15
6.1,29,149,0.086895082,0.206
8.6,29,151,0.03639646,0.115
5,29,153,0.177406226,0.21
6.1,29,155,0.06096308,0.217
8,29,157,0.048505571,0.138
7.4,29,159,0.062840172,0.158
6.9,29,161,0.092788958,0.165
7,29,163,0.099238727,0.16
