statecode,countycode,v161_numerator,v161_denominator,v161_rawvalue,v161_otherdata1,v161_cilow,v161_cihigh,v161_sourceflag,v161_flag_CT
08,029,51,157238,29.479475381403695,32.43490759231229,21.246212877094926,39.8476867725838,,
08,031,775,3604041,20.281469539464158,21.503639941942946,18.804351329353754,21.758587749574563,,
08,033,,,,,,,,
08,035,284,1840788,14.981852908526205,15.4281753249152,13.208463969535817,16.755241847516594,,
08,037,62,275449,20.493064981764974,22.50870397060799,15.63836750840743,26.37863683745146,,
08,039,36,137775,24.74706276651993,26.129559063690802,16.926972612733138,34.935468782892656,,
08,041,1062,3671362,28.357847907420243,28.926594544476956,26.623765154360783,30.091930660479704,,
08,043,104,245306,38.637939409817115,42.39602781831671,30.762032932347072,46.51384588728716,,
08,045,83,307566,25.804702285622774,26.98607778493071,20.429825807829552,32.160358375569295,,
08,047,11,30168,27.92534385203401,36.46247679660568,12.056181392865128,55.02405989732177,,
08,049,20,79092,24.959869527783795,25.287007535528243,15.027471945234067,38.97792810130286,,
08,051,16,86924,15.877907040373918,18.40688417468133,8.886744038958517,26.188193026663782,,
08,053,,,,,,,,
08,055,,,,,,,,
08,057,,,,,,,,
08,059,608,2898254,19.52264147843576,20.97814753296295,17.928365963704522,21.116916993166996,,
08,061,,,,,,,,
08,063,15,35123,44.6341371519792,42.70705805312758,24.401898121720503,74.88849791428834,,
08,065,10,38213,24.38896013559021,26.169104754926334,11.695454374463386,44.85216603880822,,
08,067,61,282049,19.926624020048617,21.62744771298604,15.092230438088082,25.817252697641145,,
08,069,377,1817409,20.033296704158026,20.743817159483637,17.95725198477588,22.109341423540172,,
08,071,24,72234,29.854199197333536,33.22535094276934,18.235720460038795,46.10738933944815,,
08,073,,,,,,,,
08,075,26,107312,22.411876819427246,24.228418070672433,14.359712366684125,33.34709618670509,,
08,077,242,785465,30.136140083259377,30.80977510137307,26.19336358280452,34.07891658371423,,
08,079,,,,,,,,
08,081,25,66116,39.401096027773235,37.8123298445157,25.24502568211881,58.625707685525995,,
08,083,42,131765,33.78616806526511,31.874928850605244,23.909103373631623,46.37415536444682,,
08,085,85,217215,36.231655221461054,39.131735837764424,28.297223325419058,45.701303059891956,,
08,087,24,145780,18.263411767160022,16.4631636712855,11.577436406690133,27.40408490240868,,
08,089,30,91512,32.93336210790026,32.78258589037503,21.88397994904699,47.59787776815245,,
08,091,,,,,,,,
08,093,40,91576,44.10275663910705,43.67956669869835,30.166252893097592,62.25993332386513,,
08,095,,,,,,,,
08,097,17,86525,16.272786018066963,19.647500722334584,9.301303232593295,26.425985000816084,,
08,099,13,59879,25.050334466971737,21.71044940630271,13.338248081856415,42.836834852544854,,
08,101,254,846835,29.812523882319127,29.994036618703763,26.042640437188957,33.582407327449296,,
08,103,,,,,,,,
08,105,17,56484,28.78734729505131,30.097018624743292,16.11205975203273,47.480351520603016,,
08,107,33,126360,22.727924043643956,26.115859449192786,15.334434911194023,32.44552479068508,,
08,109,,,,,,,,
08,111,,,,,,,,
08,113,10,40229,28.329146236941774,24.857689726316835,12.953889588356313,53.77754393385125,,
08,115,,,,,,,,
08,117,19,153613,12.242621811871148,12.3687448327941,7.131778360148983,19.601623482237382,,
08,119,52,125317,36.57479159396566,41.494769265143596,26.24670191468897,49.61783468506624,,
08,121,,,,,,,,
08,123,303,1708129,17.831466556252074,17.738707088281974,15.803200097267885,19.859733015236266,,
08,125,,,,,,,,
09,000,1954,17971271,10.076600402434439,10.872909322885398,9.61359959309174,10.539601211777137,,
09,001,421,4765062,8.374712338510008,8.8351421240689,7.550491683478314,9.198932993541703,,A
09,003,474,4471508,9.817446941254106,10.600450675700458,8.905196319682087,10.729697562826125,,A
09,005,131,914943,13.534176749720976,14.317831821217277,11.045582067257449,16.022771432184502,,A
09,007,100,818370,10.824887548908208,12.219411757517992,8.576833458534843,13.072941639281574,,A
09,009,455,4297805,9.735329613820733,10.586799540695774,8.807930095682705,10.662729131958761,,A
09,011,191,1336620,13.25798103139437,14.289775702892369,11.285860078626895,15.230101984161847,,A
09,013,89,752200,11.497778270822877,11.831959585216698,9.130895600813947,14.290688569682128,,A
09,015,93,582576,14.908128206610815,15.963582433879871,11.908083310645676,18.434131396308466,,A
09,110,,,,,,,,U
09,120,,,,,,,,U
09,130,,,,,,,,U
09,140,,,,,,,,U
09,150,,,,,,,,U
09,160,,,,,,,,U
09,170,,,,,,,,U
09,180,,,,,,,,U
09,190,,,,,,,,U
10,000,646,5014243,12.286072818887304,12.883300629825879,11.295880759747503,13.276264878027105,,
10,001,133,925313,14.127487029849165,14.373514691785372,11.651150884988526,16.603823174709806,,
10,003,350,2846078,11.711206364111426,12.297625012385467,10.453515268848511,12.968897459374341,,
10,005,163,1242852,12.177632494260058,13.1149967976879,10.053364103040145,14.30190088547997,,
11,000,212,3439390,5.892373467031626,6.163883711937291,5.074528412611368,6.710218521451884,,
11,001,212,3439390,5.892373467031626,6.163883711937291,5.074528412611368,6.710218521451884,,
12,000,16987,109847726,14.005619443581747,15.464134414580416,13.784913168581536,14.226325718581958,,
12,001,184,1389523,13.282146789381132,13.241954253366083,11.27899892016486,15.285294658597405,,
12,003,21,143662,14.545732592169243,14.617644192618787,8.884911354814204,22.464704258908707,,
12,005,200,901098,20.702989157554207,22.195144146363656,17.72264918253817,23.683329132570243,,
12,007,23,140505,16.731455061813183,16.369524216220064,10.485513809146196,25.331624035462653,,
12,009,655,3101701,18.626596988677857,21.117444911679108,17.068101675709606,20.185092301646108,,
12,011,1139,9751423,10.518859513132117,11.680346550447048,9.889664013777665,11.14805501248657,,
12,013,,,,,,,,
12,015,242,987259,21.692787803633255,24.512311359025343,18.277000207531522,25.10857539973499,,
12,017,261,789975,28.202487308797256,33.03902022215893,23.98008846141892,32.424886156175596,,
12,019,204,1122411,17.699250343902694,18.17516043588311,15.209051916530425,20.18944877127496,,
12,021,293,1966159,13.651822237747776,14.902151860556547,11.864692907192904,15.438951568302649,,
12,023,75,359696,19.309632455425568,20.850940794448647,14.994685162743753,24.479560269421732,,
12,027,25,182220,13.548802602132026,13.719679508286687,8.58877861994201,20.3298563033241,,
12,029,23,85574,20.867167281068323,26.877322551242198,12.74620788905358,32.22764743679826,,
12,031,836,4971776,16.255888327003227,16.81491684259307,15.130051148404258,17.381725505602194,,
12,033,310,1614876,18.224178004614267,19.19652035202703,16.118389426961183,20.32996658226735,,
12,035,118,612608,18.09445063916577,19.261909736732136,14.378601530030288,21.810299748301254,,
12,037,10,61990,14.682400781700832,16.13163413453783,6.338818531469461,28.930182716083056,,
12,039,34,221887,15.504211347810282,15.323114918855092,10.534359396086884,22.00699042368086,,
12,041,27,94406,25.332240960112625,28.599877126453826,16.058467743798815,38.010799454649266,,
12,043,14,65483,19.235271196166632,21.37959470396897,9.93914531570602,33.600147758599604,,
12,045,21,72543,23.040763393815354,28.94834787643191,13.42209375560303,36.89049418736059,,
12,047,18,69630,27.61976138186041,25.850926324859977,15.787080069714499,44.852762101880366,,
