statecode,countycode,v050_race_AIAN,v050_race_asian,v050_race_black,v050_race_hispanic,v050_race_white,v050_race_flag_CT
18,145,,,,,0.49,
18,147,,,,,0.5,
18,149,,,,,0.37,
18,151,,,,,0.41,
18,153,,,,,0.41,
18,155,,,,,0.3,
18,157,,0.43,0.27,0.26,0.49,
18,159,,,,,0.48,
18,161,,,,,0.42,
18,163,,0.3,0.39,,0.55,
18,165,,,,,0.44,
18,167,,0.48,0.38,,0.44,
18,169,,,,,0.48,
18,171,,,,,0.4,
18,173,,0.47,0.72,,0.55,
18,175,,,,,0.43,
18,177,,0.36,0.47,,0.45,
18,179,,,,,0.5,
18,181,,,,0.58,0.49,
18,183,,,,,0.47,
19,000,0.25,0.37,0.41,0.3,0.55,
19,001,,,,,0.49,
19,003,,,,,0.6,
19,005,,,,,0.56,
19,007,,,,,0.47,
19,009,,,,,0.5,
19,011,,,,,0.59,
19,013,,0.34,0.46,0.33,0.56,
19,015,,,,,0.54,
19,017,,,,,0.57,
19,019,,,,,0.48,
19,021,,0.17,,0.34,0.54,
19,023,,,,,0.54,
19,025,,,,,0.52,
19,027,,,,,0.6,
19,029,,,,,0.54,
19,031,,,,,0.55,
19,033,,,,0.45,0.6,
19,035,,,,,0.57,
19,037,,,,,0.56,
19,039,,,,,0.49,
19,041,,,,,0.46,
19,043,,,,,0.54,
19,045,,,,,0.5,
19,047,,,,0.36,0.56,
19,049,,0.58,,0.22,0.53,
19,051,,,,,0.58,
19,053,,,,,0.4,
19,055,,,,,0.6,
19,057,,,0.3,,0.52,
19,059,,,,,0.54,
19,061,,0.25,0.51,0.27,0.57,
19,063,,,,,0.54,
19,065,,,,,0.59,
19,067,,,,,0.55,
19,069,,,,,0.52,
19,071,,,,,0.51,
19,073,,,,,0.57,
19,075,,,,,0.62,
19,077,,,,,0.51,
19,079,,,,,0.54,
19,081,,,,,0.58,
19,083,,,,,0.56,
19,085,,,,,0.5,
19,087,,,,,0.51,
19,089,,,,,0.55,
19,091,,,,,0.51,
19,093,,,,,0.47,
19,095,,,,,0.53,
19,097,,,,,0.5,
19,099,,,,,0.5,
19,101,,0.25,,,0.41,
19,103,,0.52,0.4,0.21,0.6,
19,105,,,,,0.62,
19,107,,,,,0.49,
19,109,,,,,0.59,
19,111,,,0.53,0.43,0.45,
19,113,,0.52,0.57,0.38,0.6,
19,115,,,,,0.49,
19,117,,,,,0.51,
19,119,,,,,0.56,
19,121,,,,,0.53,
19,123,,,,,0.51,
19,125,,,,,0.58,
19,127,,0.2,,0.22,0.58,
19,129,,,,,0.5,
19,131,,,,,0.52,
19,133,,,,,0.47,
19,135,,,,,0.38,
19,137,,,,,0.5,
19,139,,,,0.35,0.54,
19,141,,,,,0.51,
19,143,,,,,0.6,
19,145,,,,,0.51,
19,147,,,,,0.51,
19,149,,,,,0.53,
19,151,,,,,0.54,
19,153,,0.36,0.36,0.3,0.55,
19,155,,0.33,,0.36,0.52,
19,157,,,,,0.5,
19,159,,,,,0.59,
19,161,,,,,0.55,
19,163,,0.21,0.41,0.35,0.57,
19,165,,,,,0.56,
19,167,,,,,0.58,
19,169,,0.53,0.4,0.5,0.64,
19,171,0.22,,,,0.54,
19,173,,,,,0.49,
19,175,,,,,0.57,
19,177,,,,,0.42,
19,179,,,,0.16,0.45,
19,181,,,,,0.53,
19,183,,,,,0.52,
19,185,,,,,0.5,
19,187,,,,,0.52,
19,189,,,,,0.56,
19,191,,,,,0.61,
19,193,0.17,0.21,0.46,0.3,0.53,
19,195,,,,,0.59,
19,197,,,,,0.6,
20,000,0.37,0.37,0.42,0.32,0.49,
20,001,,,,,0.41,
20,003,,,,,0.53,
20,005,,,0.36,,0.49,
20,007,,,,,0.38,
20,009,,,,0.29,0.51,
20,011,,,,,0.51,
20,013,0.47,,,,0.52,
20,015,,,,,0.42,
20,017,,,,,0.46,
20,019,,,,,0.26,
20,021,0.23,,,,0.4,
20,023,,,,,0.29,
20,025,,,,,0.38,
20,027,,,,,0.49,
20,029,,,,,0.5,
20,031,,,,,0.44,
20,033,,,,,0.55,
20,035,0.58,,0.42,0.29,0.43,
20,037,,,,,0.47,
20,039,,,,,0.46,
20,041,,,,,0.48,
20,043,,,,,0.5,
20,045,0.39,0.39,0.46,0.5,0.58,
20,047,,,,,0.47,
20,049,,,,,0.36,
20,051,,,,,0.59,
20,053,,,,,0.45,
20,055,,0.18,,0.25,0.43,
20,057,,,,0.27,0.39,
20,059,,,,,0.49,
20,061,,0.23,0.26,0.16,0.39,
20,063,,,,,0.47,
20,065,,,,,0.58,
20,067,,,,0.29,0.28,
20,069,,,,0.42,0.33,
20,071,,,,,0.21,
20,073,,,,,0.44,
20,075,,,,,0.39,
20,077,,,,,0.42,
20,079,,,,0.38,0.5,
20,081,,,,0.25,0.36,
20,083,,,,,0.51,
20,085,0.46,,,,0.56,
20,087,,,,,0.49,
20,089,,,,,0.37,
20,091,0.5,0.42,0.47,0.44,0.56,
20,093,,,,,0.27,
20,095,,,,,0.48,
20,097,,,,,0.41,
20,099,,,,,0.37,
20,101,,,,,0.5,
20,103,,0.33,0.35,0.38,0.45,
20,105,,,,,0.46,
20,107,,,,,0.47,
20,109,,,,,0.47,
20,111,,,,0.44,0.51,
20,113,,,,,0.49,
20,115,,,,,0.46,
20,117,,,,,0.52,
20,119,,,,,0.21,
20,121,,,,,0.48,
20,123,,,,,0.44,
20,125,0.44,,0.32,0.35,0.39,
20,127,,,,,0.52,
20,129,,,,0.29,0.22,
20,131,,,,,0.51,
20,133,,,,,0.49,
20,135,,,,,0.53,
20,137,,,,,0.56,
20,139,,,,,0.5,
20,141,,,,,0.33,
20,143,,,,,0.48,
20,145,,,,,0.35,
20,147,,,,,0.54,
20,149,,,,,0.51,
20,151,,,,,0.51,
20,153,,,,,0.43,
20,155,,,0.59,0.43,0.49,
20,157,,,,,0.41,
20,159,,,,,0.45,
20,161,,0.39,0.41,,0.54,
20,163,,,,,0.54,
20,165,,,,,0.5,
20,167,,,,,0.39,
20,169,,0.5,0.46,0.4,0.57,
20,171,,,,,0.4,
20,173,0.24,0.38,0.41,0.28,0.47,
20,175,,0.2,,0.18,0.25,
20,177,0.4,0.49,0.5,0.53,0.58,
20,179,,,,,0.48,
20,181,,,,,0.33,
20,183,,,,,0.57,
20,185,,,,,0.45,
20,187,,,,,0.28,
20,189,,,,,0.22,
20,191,,,,,0.37,
20,193,,,,,0.53,
20,195,,,,,0.45,
20,197,,,,,0.53,
20,199,,,,,0.39,
20,201,,,,,0.51,
20,203,,,,,0.48,
20,205,,,,,0.47,
20,207,,,,,0.46,
20,209,,0.21,0.41,0.26,0.42,
21,000,0.38,0.36,0.41,0.31,0.43,
21,001,,,0.36,,0.4,
21,003,,,,,0.38,
21,005,,,0.55,,0.37,
21,007,,,,,0.48,
21,009,,,0.6,,0.41,
21,011,,,,,0.35,
21,013,,,0.46,,0.28,
21,015,,0.47,0.44,0.37,0.48,
21,017,,,0.4,,0.47,
21,019,,,,,0.42,
21,021,,,0.4,,0.38,
21,023,,,,,0.4,
21,025,,,,,0.18,
21,027,,,0.38,,0.4,
21,029,,,0.36,,0.48,
21,031,,,,,0.4,
21,033,,,,,0.42,
21,035,,,0.19,,0.44,
21,037,,0.42,,,0.51,
21,039,,,,,0.32,
21,041,,,,,0.36,
21,043,,,,,0.33,
21,045,,,,,0.32,
21,047,,0.29,0.35,0.27,0.43,
21,049,,,0.47,,0.42,
21,051,,,,,0.24,
21,053,,,,,0.38,
21,055,,,,,0.32,
21,057,,,,,0.31,
21,059,,0.24,0.52,,0.5,
21,061,,,,,0.42,
21,063,,,,,0.34,
21,065,,,,,0.38,
21,067,,0.42,0.35,0.32,0.51,
21,069,,,,,0.38,
21,071,,,,,0.31,
21,073,,,0.27,,0.34,
21,075,,,0.33,,0.35,
21,077,,,,,0.38,
21,079,,,,,0.42,
21,081,,,,,0.39,
21,083,,,0.36,,0.38,
21,085,,,,,0.38,
21,087,,,,,0.34,
21,089,,,0.5,,0.4,
21,091,,,,,0.44,
21,093,,0.48,0.41,0.44,0.43,
21,095,,,,,0.2,
21,097,,,,,0.38,
21,099,,,0.23,,0.32,
21,101,,,0.43,,0.48,
21,103,,,,,0.47,
21,105,,,,,0.26,
21,107,,,0.41,,0.42,
21,109,,,,,0.25,
21,111,,0.3,0.42,0.32,0.51,
21,113,,,0.47,,0.43,
21,115,,,,,0.3,
21,117,,0.39,0.25,,0.46,
21,119,,,,,0.32,
21,121,,,,,0.31,
21,123,,,,,0.45,
21,125,,,,,0.36,
21,127,,,,,0.35,
21,129,,,,,0.25,
21,131,,,,,0.24,
21,133,,,,,0.25,
21,135,,,,,0.33,
21,137,,,0.36,,0.34,
21,139,,,,,0.45,
21,141,,,0.57,,0.45,
21,143,,,,,0.46,
21,145,,0.73,0.45,,0.5,
21,147,,,,,0.27,
21,149,,,,,0.45,
21,151,,0.39,0.38,,0.41,
21,153,,,,,0.32,
21,155,,,0.53,,0.52,
21,157,,,,,0.49,
21,159,,,,,0.29,
21,161,,,0.27,,0.4,
21,163,,,0.33,,0.42,
21,165,,,,,0.31,
21,167,,,0.37,,0.33,
21,169,,,,,0.29,
21,171,,,,,0.32,
21,173,,,0.5,,0.41,
21,175,,,,,0.34,
21,177,,,0.73,,0.51,
21,179,,,0.58,,0.48,
21,181,,,,,0.34,
21,183,,,,,0.42,
21,185,,,0.57,,0.53,
21,187,,,,,0.36,
21,189,,,,,0.24,
21,191,,,,,0.4,
21,193,,,,,0.29,
21,195,,,,,0.25,
21,197,,,,,0.32,
21,199,,,,,0.4,
21,201,,,,,0.26,
21,203,,,,,0.35,
21,205,,,,,0.36,
21,207,,,,,0.45,
21,209,,,0.38,,0.47,
21,211,,,0.46,0.38,0.49,
21,213,,,0.4,,0.39,
21,215,,,,,0.4,
21,217,,,0.41,,0.42,
21,219,,,0.32,,0.41,
21,221,,,0.45,,0.46,
21,223,,,,,0.35,
21,225,,,0.5,,0.5,
21,227,,0.29,0.42,0.45,0.46,
21,229,,,0.56,,0.44,
21,231,,,,,0.36,
21,233,,,0.36,,0.46,
21,235,,,,,0.35,
21,237,,,,,0.24,
21,239,,,0.61,,0.51,
22,000,0.23,0.36,0.45,0.36,0.46,
22,001,,,0.55,,0.52,
22,003,,,0.25,,0.36,
22,005,,0.35,0.51,0.42,0.47,
22,007,,,0.44,,0.47,
22,009,,,0.43,,0.44,
22,011,,,0.44,,0.38,
22,013,,,0.45,,0.45,
22,015,,0.44,0.49,0.33,0.43,
22,017,,0.39,0.45,0.3,0.45,
22,019,,0.47,0.46,0.42,0.46,
22,021,,,0.16,,0.29,
22,023,,,,,0.53,
22,025,,,0.4,,0.34,
22,027,,,0.39,,0.51,
22,029,,,0.37,,0.36,
22,031,,,0.5,,0.46,
22,033,,0.34,0.42,0.26,0.48,
22,035,,,0.42,,0.51,
22,037,,,0.44,,0.41,
22,039,,,0.37,,0.45,
22,041,,,0.31,,0.35,
22,043,,,0.45,,0.44,
22,045,,0.37,0.48,0.5,0.49,
22,047,,,0.43,,0.44,
22,049,,,0.54,,0.42,
22,051,,0.37,0.45,0.36,0.46,
22,053,,,0.37,,0.46,
22,055,,0.34,0.5,0.35,0.53,
22,057,,,0.38,0.25,0.48,
22,059,,,0.48,,0.43,
22,061,,,0.49,,0.46,
22,063,,0.67,0.5,0.27,0.44,
22,065,,,0.4,,0.44,
22,067,,,0.44,,0.37,
22,069,,,0.48,,0.45,
22,071,,0.29,0.45,0.38,0.52,
22,073,,0.36,0.43,,0.44,
22,075,,,0.31,,0.46,
22,077,,,0.42,,0.47,
22,079,,0.43,0.47,0.22,0.47,
22,081,,,0.37,,0.36,
22,083,,,0.43,,0.43,
22,085,,,0.44,,0.37,
22,087,,,0.42,0.48,0.4,
22,089,,,0.4,0.58,0.52,
22,091,,,0.44,,0.36,
22,093,,,0.43,,0.45,
22,095,,,0.49,0.38,0.45,
22,097,,,0.45,,0.49,
22,099,,,0.49,,0.49,
22,101,,0.47,0.47,,0.44,
22,103,,0.48,0.46,0.44,0.52,
22,105,,0.52,0.4,0.41,0.45,
22,107,,,0.33,,0.41,
22,109,,0.29,0.49,0.31,0.44,
22,111,,,0.39,,0.37,
22,113,,0.22,0.46,,0.46,
22,115,,0.21,0.24,0.36,0.28,
22,117,,,0.37,,0.39,
22,119,,,0.49,,0.43,
22,121,,,0.48,,0.46,
22,123,,,0.41,,0.39,
22,125,,,0.46,,0.45,
22,127,,,0.42,,0.38,
23,000,0.34,0.32,0.26,0.25,0.45,
23,001,,0.26,0.35,,0.39,
23,003,0.33,0.31,,,0.47,
23,005,,0.3,0.14,,0.44,
23,007,,,,,0.53,
23,009,,0.27,,,0.46,
23,011,,,,,0.42,
23,013,,,,,0.46,
23,015,,,,,0.44,
23,017,,,,,0.45,
23,019,0.27,0.23,,,0.43,
23,021,,,,,0.41,
23,023,,,,,0.42,
23,025,,,,,0.44,
23,027,,,,,0.44,
23,029,0.43,,,,0.4,
23,031,,0.42,0.31,,0.49,
24,000,0.34,0.36,0.44,0.37,0.46,
24,001,,0.53,0.43,,0.46,
24,003,,0.32,0.45,0.33,0.46,
24,005,0.33,0.36,0.47,0.39,0.5,
24,009,,0.4,0.49,0.39,0.45,
24,011,,0.29,0.5,,0.41,
24,013,,0.3,0.47,0.38,0.49,
24,015,,0.42,0.46,0.42,0.4,
24,017,,0.31,0.4,0.29,0.35,
24,019,,,0.42,0.25,0.47,
24,021,,0.33,0.45,0.43,0.49,
24,023,,,,,0.49,
24,025,,0.37,0.45,0.4,0.5,
24,027,,0.38,0.49,0.4,0.52,
24,029,,,0.46,,0.49,
24,031,0.31,0.38,0.41,0.4,0.47,
24,033,,0.32,0.43,0.32,0.38,
24,035,,0.25,0.43,,0.45,
24,037,,0.31,0.42,0.49,0.39,
24,039,,0.64,0.43,,0.43,
24,041,,0.25,0.51,0.41,0.52,
24,043,,0.38,0.33,0.23,0.4,
24,045,,0.36,0.48,0.56,0.46,
24,047,,0.36,0.5,,0.48,
24,510,,0.35,0.43,0.34,0.45,
25,000,0.36,0.4,0.43,0.42,0.55,
25,001,0.38,0.48,0.34,0.34,0.55,
25,003,,0.44,0.4,0.47,0.5,
25,005,,0.46,0.44,0.56,0.58,
25,007,,0.42,0.52,,0.34,
25,009,,0.38,0.4,0.33,0.55,
25,011,,0.27,,0.4,0.45,
25,013,,0.44,0.46,0.46,0.54,
25,015,,0.41,0.46,0.48,0.52,
25,017,,0.43,0.39,0.39,0.57,
25,019,,,0.25,,0.56,
25,021,,0.4,0.44,0.43,0.57,
25,023,,0.41,0.41,0.37,0.57,
25,025,,0.35,0.43,0.4,0.5,
25,027,,0.35,0.46,0.47,0.57,
26,000,0.38,0.38,0.4,0.31,0.48,
26,001,,,,,0.5,
26,003,,,,,0.52,
26,005,,,,0.13,0.44,
26,007,,,,,0.52,
26,009,,,,,0.45,
26,011,,,,,0.55,
26,013,0.42,,,,0.5,
26,015,,,,,0.46,
26,017,,,0.2,0.27,0.5,
26,019,,,,,0.55,
26,021,,0.5,0.37,0.34,0.5,
26,023,,,,,0.46,
26,025,,0.34,0.48,0.35,0.48,
26,027,,,0.29,,0.45,
26,029,,,,,0.49,
26,031,0.38,,,,0.47,
26,033,0.33,,,,0.45,
26,035,,,,,0.43,
26,037,,,,,0.47,
26,039,,,,,0.45,
26,041,0.56,,,,0.54,
26,043,,,,,0.61,
26,045,,,,,0.45,
26,047,0.65,,,,0.56,
26,049,,0.35,0.44,0.32,0.47,
26,051,,,,,0.49,
26,053,,,,,0.47,
26,055,0.23,0.69,,,0.52,
26,057,,,,,0.47,
26,059,,,,,0.43,
26,061,,0.27,,,0.48,
26,063,,,,,0.49,
26,065,,0.29,0.31,0.21,0.43,
26,067,,,,,0.4,
26,069,,,,,0.49,
26,071,,,,,0.52,
26,073,0.42,0.54,0.27,,0.47,
26,075,,0.56,0.39,0.38,0.5,
26,077,0.33,0.33,0.41,0.28,0.49,
26,079,,,,,0.45,
26,081,0.29,0.36,0.36,0.27,0.48,
26,083,,,,,0.45,
26,085,,,0.37,,0.42,
26,087,,,,0.36,0.41,
26,089,0.54,,,,0.56,
26,091,,0.67,0.36,0.52,0.5,
26,093,,0.39,0.29,,0.48,
26,095,,,,,0.52,
26,097,0.33,,,,0.49,
26,099,,0.31,0.41,0.3,0.46,
26,101,,,,,0.48,
26,103,0.35,0.27,,,0.51,
26,105,,,,,0.5,
26,107,,,0.27,,0.47,
26,109,0.5,,,,0.5,
26,111,,0.5,0.38,,0.51,
26,113,,,,,0.5,
26,115,,0.5,0.3,0.38,0.44,
26,117,,,,,0.46,
26,119,,,,,0.44,
26,121,,,0.43,0.32,0.47,
26,123,,,,,0.47,
26,125,0.36,0.4,0.43,0.38,0.49,
26,127,,,,0.44,0.53,
26,129,,,,,0.5,
26,131,,,,,0.52,
26,133,,,,,0.45,
26,135,,,,,0.38,
26,137,,,,,0.47,
26,139,,0.31,0.44,0.31,0.51,
26,141,,,,,0.52,
26,143,,,,,0.48,
26,145,,0.4,0.52,0.44,0.51,
26,147,,0.45,0.3,0.32,0.42,
26,149,,,0.31,,0.43,
26,151,,,,,0.46,
26,153,0.45,,,,0.57,
26,155,,,,,0.44,
26,157,,,,,0.44,
26,159,0.29,,0.35,0.43,0.46,
26,161,,0.44,0.43,0.41,0.49,
26,163,0.29,0.37,0.37,0.26,0.46,
26,165,,,,,0.48,
27,000,0.22,0.33,0.29,0.32,0.53,
27,001,,,,,0.51,
27,003,0.26,0.37,0.31,0.29,0.46,
27,005,0.12,,,,0.61,
27,007,0.28,,,,0.54,
27,009,,,,,0.57,
27,011,,,,,0.6,
27,013,,0.5,0.45,,0.59,
27,015,,,,,0.6,
27,017,0.27,,,,0.44,
27,019,,0.29,,,0.52,
27,021,0.13,,,,0.54,
27,023,,,,,0.64,
27,025,,,,,0.45,
27,027,0.27,,,0.27,0.61,
27,029,,,,,0.49,
27,031,,,,,0.35,
27,033,,,,,0.54,
27,035,,,,,0.56,
27,037,,0.35,0.37,0.29,0.53,
27,039,,,,,0.53,
27,041,,,,,0.66,
27,043,,,,,0.46,
27,045,,,,,0.53,
27,047,,,,0.31,0.46,
27,049,,,,,0.51,
27,051,,,,,0.56,
27,053,0.14,0.3,0.27,0.31,0.51,
27,055,,,,,0.63,
27,057,,,,,0.62,
27,059,,,,,0.47,
27,061,0.24,,,,0.46,
27,063,,,,,0.53,
27,065,,,,,0.41,
27,067,,,,0.34,0.6,
27,069,,,,,0.53,
27,071,,,,,0.46,
27,073,,,,,0.58,
27,075,,,,,0.41,
27,077,,,,,0.51,
27,079,,,,,0.5,
27,081,,,,,0.52,
27,083,,,,,0.48,
27,085,,0.19,,,0.44,
27,087,0.07,,,,0.47,
27,089,,,,,0.54,
27,091,,,,,0.51,
27,093,,,,,0.49,
27,095,0.18,,,,0.42,
27,097,,,,,0.58,
27,099,,,,,0.52,
27,101,,,,,0.55,
27,103,,,,,0.61,
27,105,,0.27,,0.25,0.57,
27,107,,,,,0.45,
27,109,,0.45,0.22,0.55,0.61,
27,111,,,,0.38,0.54,
27,113,,,,,0.52,
27,115,,,,,0.42,
27,117,,,,,0.5,
27,119,0.25,,,,0.56,
27,121,,,,,0.58,
27,123,0.32,0.31,0.3,0.28,0.51,
27,125,,,,,0.54,
27,127,,,,,0.57,
27,129,0.42,,,,0.56,
27,131,,0.4,0.45,0.32,0.5,
27,133,,,,,0.57,
27,135,,,,,0.6,
27,137,0.3,0.23,0.38,,0.45,
27,139,,0.32,0.25,0.31,0.52,
27,141,,,,,0.49,
27,143,,,,,0.44,
27,145,,0.25,0.09,0.33,0.61,
27,147,,,,0.55,0.56,
27,149,,,,,0.58,
27,151,,,,,0.57,
27,153,,,,,0.56,
27,155,,,,,0.61,
27,157,,,,,0.58,
27,159,,,,,0.55,
27,161,,,,,0.58,
27,163,,0.24,,,0.5,
27,165,,,,0.5,0.57,
27,167,,,,,0.56,
27,169,,,,,0.56,
27,171,,0.73,0.55,,0.51,
27,173,,,,,0.54,
28,000,0.15,0.3,0.43,0.21,0.42,
28,001,,,0.48,,0.45,
28,003,,,0.43,,0.36,
28,005,,,0.5,,0.38,
28,007,,,0.46,,0.43,
28,009,,,0.16,,0.36,
28,011,,,0.33,,0.35,
28,013,,,0.41,,0.33,
28,015,,,0.51,,0.42,
28,017,,,0.46,,0.44,
28,019,,,0.45,,0.32,
28,021,,,0.35,,0.38,
28,023,,,0.46,,0.45,
28,025,,,0.49,,0.44,
28,027,,,0.35,,0.38,
28,029,,,0.37,,0.4,
28,031,,,0.46,,0.44,
28,033,,0.39,0.42,0.09,0.36,
28,035,,0.47,0.42,,0.48,
28,037,,,0.37,,0.32,
28,039,,,0.24,,0.37,
28,041,,,0.4,,0.36,
28,043,,,0.46,,0.39,
28,045,,0.46,0.45,,0.47,
28,047,,0.25,0.37,0.34,0.41,
28,049,,0.37,0.47,,0.49,
28,051,,,0.34,,0.43,
28,053,,,0.35,,0.38,
28,055,,,,,,
28,057,,,0.68,,0.43,
28,059,,0.15,0.48,0.18,0.39,
28,061,,,0.43,,0.39,
28,063,,,0.41,,0.3,
28,065,,,0.45,,0.4,
28,067,,0.27,0.41,,0.37,
28,069,,,0.47,,0.45,
28,071,,0.44,0.47,,0.5,
28,073,,,0.6,,0.44,
28,075,,0.35,0.45,,0.5,
28,077,,,0.46,,0.34,
28,079,,,0.45,,0.42,
28,081,,0.38,0.48,,0.48,
28,083,,,0.49,,0.41,
28,085,,,0.37,,0.4,
28,087,,0.29,0.47,,0.41,
28,089,,0.31,0.48,,0.53,
28,091,,,0.45,,0.4,
28,093,,,0.36,,0.31,
28,095,,,0.49,,0.42,
28,097,,,0.52,,0.42,
28,099,,,0.41,,0.44,
28,101,,,0.4,,0.5,
28,103,,,0.38,,0.38,
28,105,,0.29,0.42,,0.42,
28,107,,,0.35,,0.33,
28,109,,,0.5,,0.44,
28,111,,,0.35,,0.36,
28,113,,,0.34,,0.41,
28,115,,,0.59,,0.46,
28,117,,,0.5,,0.43,
28,119,,,0.26,,0.25,
28,121,,0.28,0.42,0.31,0.47,
28,123,,,0.34,,0.38,
28,125,,,0.38,,0.37,
28,127,,,0.41,,0.37,
28,129,,,0.38,,0.37,
28,131,,,0.44,,0.34,
28,133,,,0.4,,0.38,
28,135,,,0.26,,0.36,
28,137,,,0.35,,0.31,
28,139,,,0.36,,0.36,
28,141,,,0.13,,0.41,
28,143,,,0.21,,0.28,
28,145,,,0.48,,0.42,
28,147,,,0.49,,0.37,
28,149,,0.39,0.4,,0.42,
28,151,,,0.44,,0.45,
28,153,,,0.4,,0.37,
28,155,,,0.46,,0.4,
28,157,,,0.52,,0.4,
28,159,,,0.46,,0.45,
28,161,,,0.4,,0.38,
28,163,,,0.33,,0.35,
29,000,0.38,0.35,0.41,0.31,0.47,
29,001,,,,,0.43,
29,003,,,,,0.44,
29,005,,,,,0.55,
29,007,,,0.54,,0.33,
29,009,,,,0.27,0.43,
29,011,,,,,0.4,
29,013,,,,,0.36,
29,015,,,,,0.4,
29,017,,,,,0.44,
29,019,,0.29,0.48,0.21,0.5,
29,021,,0.17,0.57,0.3,0.5,
29,023,,,0.3,,0.45,
29,025,,,,,0.35,
29,027,,,0.44,,0.44,
29,029,,,,,0.44,
29,031,,0.5,0.34,,0.54,
29,033,,,,,0.4,
29,035,,,,,0.42,
29,037,,,0.65,,0.48,
29,039,,,,,0.33,
29,041,,,,,0.41,
29,043,,,,,0.47,
29,045,,,,,0.44,
29,047,,0.39,0.41,0.46,0.53,
29,049,,,,,0.45,
29,051,,,0.46,,0.54,
29,053,,,0.25,,0.38,
29,055,,,,,0.41,
29,057,,,,,0.38,
29,059,,,,,0.39,
29,061,,,,,0.3,
29,063,,,,,0.46,
29,065,,,,,0.4,
29,067,,,,,0.26,
29,069,,,0.4,0.25,0.4,
29,071,,0.45,,,0.44,
29,073,,,,,0.44,
29,075,,,,,0.47,
29,077,,0.4,0.34,0.32,0.47,
29,079,,,,,0.47,
29,081,,,,,0.41,
29,083,,,,,0.42,
29,085,,,,,0.37,
29,087,,,,,0.51,
29,089,,,0.43,,0.41,
29,091,,,,,0.36,
29,093,,,,,0.36,
29,095,0.64,0.34,0.44,0.33,0.49,
29,097,0.37,0.37,0.37,0.27,0.48,
29,099,,0.48,,,0.46,
29,101,,0.43,0.37,,0.41,
29,103,,,,,0.5,
29,105,,,,,0.4,
29,107,,,,,0.47,
29,109,,,,,0.38,
29,111,,,,,0.41,
29,113,,,,,0.44,
29,115,,,,,0.4,
29,117,,,,,0.44,
29,119,,,,,0.39,
29,121,,,,,0.41,
29,123,,,,,0.34,
29,125,,,,,0.4,
29,127,,,0.63,,0.52,
29,129,,,,,0.38,
29,131,,,,,0.46,
29,133,,,0.4,,0.48,
29,135,,,,,0.46,
29,137,,,,,0.47,
29,139,,,,,0.36,
29,141,,,,,0.37,
29,143,,,0.32,,0.43,
29,145,,0.38,,,0.43,
29,147,,,,,0.51,
29,149,,,,,0.31,
29,151,,,,,0.51,
29,153,,,,,0.41,
29,155,,,0.33,,0.32,
29,157,,,,,0.52,
29,159,,,0.43,,0.42,
29,161,,0.35,,,0.43,
29,163,,,,,0.41,
29,165,,0.35,0.56,0.54,0.57,
29,167,,,,,0.44,
29,169,,0.23,0.25,,0.33,
29,171,,,,,0.39,
29,173,,,,,0.49,
29,175,,,0.33,,0.43,
29,177,,,,,0.4,
29,179,,,,,0.36,
29,181,,,,,0.4,
29,183,,0.43,0.44,0.31,0.5,
29,185,,,,,0.36,
29,186,,,,,0.5,
29,187,,,,,0.4,
29,189,,0.38,0.41,0.36,0.53,
29,195,,,0.31,,0.48,
29,197,,,,,0.39,
29,199,,,,,0.38,
29,201,,,0.45,,0.49,
29,203,,,,,0.33,
29,205,,,,,0.44,
29,207,,,,,0.45,
29,209,,,,,0.48,
29,211,,,,,0.33,
29,213,,,,,0.37,
29,215,,,,,0.34,
29,217,,,,,0.36,
29,219,,,,,0.41,
29,221,,,,,0.34,
29,223,,,,,0.37,
29,225,,,,,0.43,
29,227,,,,,0.42,
29,229,,,,,0.34,
29,510,,0.17,0.32,0.14,0.44,
30,000,0.23,0.36,0.25,0.34,0.45,
30,001,,,,,0.53,
30,003,0.24,,,,0.4,
30,005,0.17,,,,0.39,
30,007,,,,,0.41,
30,009,,,,,0.42,
30,011,,,,,0.46,
30,013,0.33,0.5,0.31,,0.54,
30,015,,,,,0.45,
30,017,,,,,0.4,
30,019,,,,,0.29,
30,021,,,,,0.43,
30,023,,,,,0.43,
30,025,,,,,0.42,
30,027,,,,,0.46,
30,029,0.36,0.39,,0.35,0.44,
30,031,0.43,0.44,,,0.48,
30,033,,,,,0.25,
30,035,0.06,,,,0.32,
30,037,,,,,0.39,
30,039,,,,,0.33,
30,041,0.19,,,,0.5,
30,043,,,,,0.46,
30,045,,,,,0.58,
30,047,0.27,,,,0.42,
30,049,0.3,,,,0.49,
30,051,,,,,0.48,
30,053,,,,,0.34,
30,055,,,,,0.44,
30,057,,,,,0.41,
30,059,,,,,0.28,
30,061,,,,,0.35,
30,063,0.44,0.34,,,0.44,
30,065,,,,,0.32,
30,067,,,,,0.33,
30,069,,,,,0.38,
30,071,0.27,,,,0.39,
30,073,0.14,,,,0.38,
30,075,,,,,0.37,
30,077,,,,,0.45,
30,079,,,,,0.36,
30,081,,,,,0.43,
30,083,,,,,0.51,
30,085,0.23,,,,0.5,
30,087,0.18,,,,0.36,
30,089,,,,,0.32,
30,091,,,,,0.46,
30,093,,,,0.53,0.47,
30,095,,,,,0.5,
30,097,,,,,0.43,
30,099,,,,,0.44,
30,101,,,,,0.35,
30,103,,,,,0.42,
30,105,0.27,,,,0.52,
30,107,,,,,0.3,
30,109,,,,,0.34,
