statecode,countycode,v063_rawvalue,v063_cilow,v063_cihigh,v063_numerator,v063_denominator,v063_sourceflag,v063_flag_CT
13,229,56330,47971.70212765958,64688.29787234042,,,,
13,231,80652,69029.02127659574,92274.97872340426,,,,
13,233,56271,48958.82978723404,63583.17021276596,,,,
13,235,46123,41588.1914893617,50657.8085106383,,,,
13,237,59068,50683.48936170213,67452.51063829787,,,,
13,239,42480,35858.89361702128,49101.10638297872,,,,
13,241,60085,52386.78723404255,67783.21276595745,,,,
13,243,39926,34043.617021276594,45808.382978723406,,,,
13,245,52073,48151.8085106383,55994.1914893617,,,,
13,247,76081,67759.63829787234,84402.36170212766,,,,
13,249,60750,52147.446808510635,69352.55319148937,,,,
13,251,49034,42512.97872340426,55555.02127659574,,,,
13,253,49423,42212.10638297872,56633.89361702128,,,,
13,255,56834,49555.1914893617,64112.8085106383,,,,
13,257,50685,44241.425531914894,57128.574468085106,,,,
13,259,41227,34682.14893617021,47771.85106382979,,,,
13,261,43835,39486.063829787236,48183.936170212764,,,,
13,263,41656,35461.446808510635,47850.553191489365,,,,
13,265,46469,40324.48936170213,52613.51063829787,,,,
13,267,48998,43457.574468085106,54538.425531914894,,,,
13,269,44708,37951.063829787236,51464.936170212764,,,,
13,271,42203,35689.12765957447,48716.87234042553,,,,
13,273,45616,39056.85106382979,52175.14893617021,,,,
13,275,54989,47650.617021276594,62327.382978723406,,,,
13,277,53295,46572.617021276594,60017.382978723406,,,,
13,279,48866,42476.04255319149,55255.95744680851,,,,
13,281,60563,54525.72340425532,66600.27659574468,,,,
13,283,45699,38925.382978723406,52472.617021276594,,,,
13,285,60839,54002.234042553195,67675.76595744681,,,,
13,287,42769,36218.1914893617,49319.8085106383,,,,
13,289,50700,43031.574468085106,58368.425531914894,,,,
13,291,65505,60753.34042553192,70256.65957446808,,,,
13,293,54439,46714.574468085106,62163.425531914894,,,,
13,295,58363,52523.51063829787,64202.48936170213,,,,
13,297,79829,71355.12765957447,88302.87234042553,,,,
13,299,40901,36338.78723404255,45463.21276595745,,,,
13,301,48308,42109.87234042553,54506.12765957447,,,,
13,303,48809,41635.04255319149,55982.95744680851,,,,
13,305,55797,48543.21276595745,63050.78723404255,,,,
13,307,45036,37951.40425531915,52120.59574468085,,,,
13,309,41163,35398.574468085106,46927.425531914894,,,,
13,311,66962,57772.04255319149,76151.9574468085,,,,
13,313,63111,55571.255319148935,70650.74468085106,,,,
13,315,45726,38849.914893617024,52602.085106382976,,,,
13,317,48635,42019.85106382979,55250.14893617021,,,,
13,319,51498,43822.425531914894,59173.574468085106,,,,
13,321,50830,44478.17021276596,57181.82978723404,,,,
15,000,96716,93972,99460,,,,
15,001,73092,66859.31914893616,79324.68085106384,,,,
15,003,102382,99685.65957446808,105078.34042553192,,,,
15,005,,,,,,,
15,007,90084,81232.4255319149,98935.5744680851,,,,
15,009,83764,76628.17021276595,90899.82978723405,,,,
16,000,74859,73556.70212765958,76161.29787234042,,,,
16,001,90513,87735.63829787234,93290.36170212766,,,,
16,003,59829,51647.04255319149,68010.9574468085,,,,
16,005,67371,60262.574468085106,74479.4255319149,,,,
16,007,67519,58432.70212765958,76605.29787234042,,,,
16,009,60872,52472,69272,,,,
16,011,73409,66590.10638297873,80227.89361702127,,,,
16,013,94471,80855.85106382979,108086.14893617021,,,,
16,015,74433,66044.91489361702,82821.08510638298,,,,
16,017,68030,60555.78723404255,75504.21276595745,,,,
16,019,74948,69455.23404255319,80440.76595744681,,,,
16,021,65044,56663.063829787236,73424.93617021276,,,,
16,023,57678,49188.63829787234,66167.36170212766,,,,
16,025,72175,61050.063829787236,83299.93617021276,,,,
16,027,72059,68837.21276595745,75280.78723404255,,,,
16,029,70183,59640.70212765958,80725.29787234042,,,,
16,031,68267,61065.63829787234,75468.36170212766,,,,
16,033,55625,47242.87234042553,64007.12765957447,,,,
16,035,58757,50894.36170212766,66619.63829787234,,,,
16,037,58294,49158.85106382979,67429.14893617021,,,,
16,039,64247,59721.72340425532,68772.27659574468,,,,
16,041,80768,71056.17021276595,90479.82978723405,,,,
16,043,72061,65467.29787234042,78654.70212765958,,,,
16,045,62479,54437.63829787234,70520.36170212766,,,,
16,047,65662,56868.8085106383,74455.1914893617,,,,
16,049,57210,50548.382978723406,63871.617021276594,,,,
16,051,81566,70875.95744680852,92256.04255319148,,,,
16,053,62543,54439.68085106383,70646.31914893616,,,,
16,055,75235,68139.68085106384,82330.31914893616,,,,
16,057,63916,57630.89361702128,70201.10638297873,,,,
16,059,57562,48619.87234042553,66504.12765957447,,,,
16,061,53212,46719.574468085106,59704.425531914894,,,,
16,063,65511,56186.404255319154,74835.59574468085,,,,
16,065,58236,50801.10638297872,65670.89361702127,,,,
16,067,68029,61051.63829787234,75006.36170212766,,,,
16,069,70340,62975.40425531915,77704.59574468085,,,,
16,071,67137,57146.36170212766,77127.63829787234,,,,
16,073,60701,52613.17021276596,68788.82978723405,,,,
16,075,67532,59946.97872340426,75117.02127659574,,,,
16,077,68403,60913.29787234042,75892.70212765958,,,,
16,079,59937,54359.63829787234,65514.36170212766,,,,
16,081,94895,81298.91489361702,108491.08510638298,,,,
16,083,66664,62574.8085106383,70753.1914893617,,,,
16,085,84024,73086.12765957447,94961.87234042553,,,,
16,087,57369,49420.574468085106,65317.425531914894,,,,
17,000,80346,79596.55319148937,81095.44680851063,,,,
17,001,63424,58115.914893617024,68732.08510638298,,,,
17,003,45550,39006.34042553192,52093.65957446808,,,,
17,005,66162,56095.10638297872,76228.89361702127,,,,
17,007,83129,73511.29787234042,92746.70212765958,,,,
17,009,76076,67311.40425531915,84840.59574468085,,,,
17,011,66854,60728.553191489365,72979.44680851063,,,,
17,013,72574,62762.085106382976,82385.91489361702,,,,
17,015,61982,52981.48936170213,70982.51063829787,,,,
17,017,64413,56514.617021276594,72311.3829787234,,,,
17,019,62169,56503.46808510638,67834.53191489361,,,,
17,021,72650,67502.76595744681,77797.23404255319,,,,
17,023,66923,58026.14893617021,75819.85106382979,,,,
17,025,54837,46540.65957446808,63133.34042553192,,,,
17,027,88977,83969.17021276595,93984.82978723405,,,,
17,029,57728,49581.78723404255,65874.21276595745,,,,
17,031,80547,79320.9574468085,81773.0425531915,,,,
17,033,64168,55877.617021276594,72458.3829787234,,,,
17,035,71741,61941,81541,,,,
17,037,69439,64211.936170212764,74666.06382978724,,,,
17,039,74553,65058.02127659575,84047.97872340426,,,,
17,041,82895,76892.27659574468,88897.72340425532,,,,
17,043,107032,103849.53191489361,110214.46808510639,,,,
17,045,59330,53464.29787234042,65195.70212765958,,,,
17,047,59867,50978.48936170213,68755.51063829787,,,,
17,049,72158,65228.29787234042,79087.70212765958,,,,
17,051,61952,57399.31914893617,66504.68085106384,,,,
17,053,71110,60691.617021276594,81528.3829787234,,,,
17,055,52533,46430.1914893617,58635.8085106383,,,,
17,057,62914,57827.53191489362,68000.46808510639,,,,
17,059,56852,48816.59574468085,64887.40425531915,,,,
17,061,59146,55445.234042553195,62846.765957446805,,,,
17,063,91254,80113.5744680851,102394.4255319149,,,,
17,065,65472,57431.82978723404,73512.17021276595,,,,
17,067,63408,57144.34042553192,69671.65957446808,,,,
17,069,51216,43754.89361702128,58677.10638297872,,,,
17,071,62610,53874,71346,,,,
17,073,73198,65683.27659574468,80712.72340425532,,,,
17,075,64995,57163.34042553192,72826.65957446808,,,,
17,077,48289,42071.8085106383,54506.1914893617,,,,
17,079,69924,59947.65957446808,79900.34042553192,,,,
17,081,60543,54027.936170212764,67058.06382978724,,,,
17,083,70158,61897.40425531915,78418.59574468085,,,,
17,085,74426,67495.10638297873,81356.89361702127,,,,
17,087,63160,54184.51063829787,72135.48936170213,,,,
17,089,97543,92186.06382978724,102899.93617021276,,,,
17,091,68451,61296.10638297872,75605.89361702127,,,,
17,093,114606,103254.68085106384,125957.31914893616,,,,
17,095,57569,50540.40425531915,64597.59574468085,,,,
17,097,108349,104332.48936170213,112365.51063829787,,,,
17,099,72225,66204.40425531915,78245.59574468085,,,,
17,101,55411,47435.17021276596,63386.82978723404,,,,
17,103,66598,61696.21276595745,71499.78723404255,,,,
17,105,68544,61644.085106382976,75443.91489361702,,,,
17,107,64779,56452.87234042553,73105.12765957447,,,,
17,109,50487,46485.97872340425,54488.02127659575,,,,
17,111,101205,96455.72340425532,105954.27659574468,,,,
17,113,79622,72316.97872340426,86927.02127659574,,,,
17,115,61033,54178.36170212766,67887.63829787234,,,,
17,117,70256,62862.8085106383,77649.1914893617,,,,
17,119,73194,68342.25531914894,78045.74468085106,,,,
17,121,54774,49239.53191489362,60308.46808510638,,,,
17,123,70246,64665.063829787236,75826.93617021276,,,,
17,125,62146,54428.72340425532,69863.27659574468,,,,
17,127,58202,51726.255319148935,64677.744680851065,,,,
17,129,80964,68803.65957446808,93124.34042553192,,,,
17,131,77098,67861.5744680851,86334.4255319149,,,,
17,133,103032,90982.46808510639,115081.53191489361,,,,
17,135,60599,54624.87234042553,66573.12765957447,,,,
17,137,64268,55909.70212765958,72626.29787234042,,,,
17,139,72928,62994.553191489365,82861.44680851063,,,,
17,141,78109,72069.34042553192,84148.65957446808,,,,
17,143,62873,58027.21276595745,67718.78723404255,,,,
17,145,62830,55365.31914893617,70294.68085106384,,,,
17,147,81611,70808.95744680852,92413.04255319148,,,,
17,149,58733,51880.744680851065,65585.25531914894,,,,
17,151,58093,51639.89361702128,64546.10638297872,,,,
17,153,50863,44923.425531914894,56802.574468085106,,,,
17,155,75469,67227.46808510639,83710.53191489361,,,,
17,157,70526,63219.78723404255,77832.21276595745,,,,
17,159,57119,50271.51063829787,63966.48936170213,,,,
17,161,63457,59150.95744680851,67763.0425531915,,,,
17,163,66007,61594.914893617024,70419.08510638298,,,,
17,165,53318,48474.59574468085,58161.40425531915,,,,
17,167,73004,67940.17021276595,78067.82978723405,,,,
17,169,64444,54844.17021276596,74043.82978723405,,,,
17,171,67157,57845.51063829787,76468.48936170213,,,,
17,173,68618,61209.31914893617,76026.68085106384,,,,
17,175,69523,59973.21276595745,79072.78723404255,,,,
17,177,64926,57697.234042553195,72154.76595744681,,,,
17,179,73659,67255.93617021276,80062.06382978724,,,,
17,181,64452,57703.40425531915,71200.59574468085,,,,
17,183,51813,45525.51063829787,58100.48936170213,,,,
17,185,64466,54845.914893617024,74086.08510638298,,,,
17,187,64493,55846.36170212766,73139.63829787234,,,,
17,189,74848,68313.87234042553,81382.12765957447,,,,
17,191,56071,48265.553191489365,63876.446808510635,,,,
17,193,56768,49084.085106382976,64451.914893617024,,,,
17,195,68641,62358.27659574468,74923.72340425532,,,,
17,197,103587,99947,107227,,,,
17,199,60704,56231.14893617021,65176.85106382979,,,,
17,201,65795,62389.72340425532,69200.27659574468,,,,
17,203,90169,80566.78723404255,99771.21276595745,,,,
18,000,69458,68510.76595744681,70405.23404255319,,,,
18,001,66567,58905.72340425532,74228.27659574468,,,,
18,003,66194,62966.255319148935,69421.74468085106,,,,
18,005,79870,71042.25531914894,88697.74468085106,,,,
18,007,64671,56676.10638297872,72665.89361702127,,,,
18,009,51799,44149.63829787234,59448.36170212766,,,,
18,011,103970,98708.3829787234,109231.6170212766,,,,
18,013,72141,64306.95744680851,79975.0425531915,,,,
18,015,71740,62385.617021276594,81094.3829787234,,,,
18,017,54436,49238.72340425532,59633.27659574468,,,,
18,019,71718,67415.53191489361,76020.46808510639,,,,
18,021,62834,54246.936170212764,71421.06382978724,,,,
18,023,66119,57319.85106382979,74918.14893617021,,,,
18,025,56019,47877.553191489365,64160.446808510635,,,,
18,027,76778,70521.48936170213,83034.51063829787,,,,
18,029,82578,74007.6170212766,91148.3829787234,,,,
18,031,71150,63786.59574468085,78513.40425531915,,,,
18,033,68933,60462.70212765958,77403.29787234042,,,,
18,035,55704,50729.53191489362,60678.46808510638,,,,
18,037,74001,66610.1914893617,81391.8085106383,,,,
18,039,69262,63373.65957446808,75150.34042553192,,,,
18,041,60483,53336.446808510635,67629.55319148937,,,,
18,043,79008,72064,85952,,,,
18,045,63747,55351.76595744681,72142.23404255319,,,,
18,047,77456,67291.40425531915,87620.59574468085,,,,
18,049,60258,54261.234042553195,66254.76595744681,,,,
18,051,67497,60001.34042553192,74992.65957446808,,,,
18,053,53872,48661.617021276594,59082.382978723406,,,,
18,055,59626,51846.76595744681,67405.23404255319,,,,
18,057,121231,113401.72340425532,129060.27659574468,,,,
18,059,94581,87620.31914893616,101541.68085106384,,,,
18,061,75443,66621.21276595745,84264.78723404255,,,,
18,063,95323,87124.36170212766,103521.63829787234,,,,
18,065,62048,57651.40425531915,66444.59574468085,,,,
18,067,61548,58848.085106382976,64247.914893617024,,,,
18,069,67462,59281.234042553195,75642.76595744681,,,,
18,071,69753,62960.31914893617,76545.68085106384,,,,
18,073,75027,66634.14893617021,83419.85106382979,,,,
18,075,61030,52173.65957446808,69886.34042553192,,,,
18,077,62153,54272.48936170213,70033.51063829787,,,,
18,079,61695,52981.63829787234,70408.36170212766,,,,
18,081,91676,84646.21276595745,98705.78723404255,,,,
18,083,57242,50379.02127659575,64104.97872340425,,,,
18,085,72726,65262.51063829787,80189.48936170213,,,,
18,087,81738,72085.74468085106,91390.25531914894,,,,
18,089,69182,65916.12765957447,72447.87234042553,,,,
18,091,64204,58604,69804,,,,
18,093,64958,59461.65957446808,70454.34042553192,,,,
18,095,62000,57703.48936170213,66296.51063829787,,,,
18,097,66653,64514.27659574468,68791.72340425532,,,,
18,099,70390,62194.936170212764,78585.06382978724,,,,
18,101,60862,52070,69654,,,,
18,103,59297,50731.382978723406,67862.6170212766,,,,
18,105,60553,55433.17021276596,65672.82978723405,,,,
18,107,69928,62789.78723404255,77066.21276595745,,,,
18,109,74193,66808.14893617021,81577.85106382979,,,,
18,111,70836,61616.255319148935,80055.74468085106,,,,
18,113,66072,59481.87234042553,72662.12765957447,,,,
18,115,70757,60422.02127659575,81091.97872340426,,,,
18,117,59750,52433.063829787236,67066.93617021276,,,,
18,119,62247,53540.78723404255,70953.21276595745,,,,
18,121,70989,66376.74468085106,75601.25531914894,,,,
18,123,63098,54552.63829787234,71643.36170212766,,,,
18,125,66716,57871.574468085106,75560.4255319149,,,,
18,127,79398,73730.08510638298,85065.91489361702,,,,
18,129,76228,68440.4255319149,84015.5744680851,,,,
18,131,70303,63814.14893617021,76791.85106382979,,,,
18,133,73137,65487.63829787234,80786.36170212766,,,,
18,135,58725,51166.1914893617,66283.8085106383,,,,
18,137,66942,58378.76595744681,75505.23404255319,,,,
18,139,65326,56707.95744680851,73944.0425531915,,,,
18,141,65977,62506.1914893617,69447.8085106383,,,,
18,143,62584,54422.29787234042,70745.70212765958,,,,
18,145,71548,63542.382978723406,79553.6170212766,,,,
18,147,77467,73494.5744680851,81439.4255319149,,,,
18,149,61259,54149.382978723406,68368.6170212766,,,,
18,151,71355,64219.17021276596,78490.82978723405,,,,
18,153,59148,50860,67436,,,,
18,155,60219,52215.76595744681,68222.23404255319,,,,
18,157,61681,58027.89361702128,65334.10638297872,,,,
18,159,76188,67666.46808510639,84709.53191489361,,,,
18,161,64648,55008.85106382979,74287.14893617021,,,,
18,163,60923,56886.234042553195,64959.765957446805,,,,
18,165,58743,50397.8085106383,67088.1914893617,,,,
18,167,50665,45514.1914893617,55815.8085106383,,,,
18,169,60668,52768.425531914894,68567.5744680851,,,,
18,171,74750,63785.914893617024,85714.08510638298,,,,
18,173,87293,77836.14893617021,96749.85106382979,,,,
18,175,55682,50076.04255319149,61287.95744680851,,,,
18,177,52956,48700,57212,,,,
18,179,69833,60511.97872340426,79154.02127659574,,,,
18,181,67077,59929.255319148935,74224.74468085106,,,,
18,183,76326,68441.91489361702,84210.08510638298,,,,
19,000,71662,70345.40425531915,72978.59574468085,,,,
19,001,67873,58345.85106382979,77400.14893617021,,,,
19,003,63399,54263.85106382979,72534.14893617021,,,,
19,005,65586,56758.255319148935,74413.74468085106,,,,
19,007,54629,47401.425531914894,61856.574468085106,,,,
19,009,64977,55428.404255319154,74525.59574468085,,,,
19,011,86364,77668.51063829787,95059.48936170213,,,,
19,013,61558,56442.936170212764,66673.06382978724,,,,
19,015,77381,68541.34042553192,86220.65957446808,,,,
19,017,79410,71726.08510638298,87093.91489361702,,,,
19,019,80402,72174.76595744681,88629.23404255319,,,,
19,021,65671,57032.70212765958,74309.29787234042,,,,
19,023,73033,63982.446808510635,82083.55319148937,,,,
19,025,63597,57317.85106382979,69876.14893617021,,,,
19,027,61806,54256.72340425532,69355.27659574468,,,,
19,029,59509,52300.48936170213,66717.51063829787,,,,
19,031,77777,69511.63829787234,86042.36170212766,,,,
19,033,63161,57631.29787234042,68690.70212765958,,,,
19,035,70197,59931.12765957447,80462.87234042553,,,,
19,037,73547,62831.936170212764,84262.06382978724,,,,
19,039,65162,57795.02127659575,72528.97872340426,,,,
19,041,72021,63712.744680851065,80329.25531914894,,,,
19,043,65814,59589.65957446808,72038.34042553192,,,,
19,045,67095,59469.46808510638,74720.53191489361,,,,
19,047,64170,60161.82978723404,68178.17021276595,,,,
19,049,102189,93259.97872340426,111118.02127659574,,,,
19,051,66410,56681.48936170213,76138.51063829787,,,,
19,053,54409,46800.14893617021,62017.85106382979,,,,
19,055,69339,62352.10638297872,76325.89361702127,,,,
19,057,60599,53266.574468085106,67931.4255319149,,,,
19,059,80922,71393.65957446808,90450.34042553192,,,,
19,061,72749,66691.46808510639,78806.53191489361,,,,
19,063,61500,52799.744680851065,70200.25531914894,,,,
19,065,62103,54915.936170212764,69290.06382978724,,,,
19,067,67582,59097.40425531915,76066.59574468085,,,,
19,069,71041,61724.744680851065,80357.25531914894,,,,
19,071,72129,62006.10638297872,82251.89361702127,,,,
19,073,63082,54192.29787234042,71971.70212765958,,,,
19,075,81093,71978.10638297873,90207.89361702127,,,,
19,077,78027,68850.14893617021,87203.85106382979,,,,
19,079,71731,62841.29787234042,80620.70212765958,,,,
19,081,67979,61783.255319148935,74174.74468085106,,,,
19,083,67903,58496.19148936171,77309.8085106383,,,,
19,085,63139,58211,68067,,,,
19,087,65627,56122.48936170213,75131.51063829787,,,,
19,089,67552,57738.89361702128,77365.10638297873,,,,
19,091,72307,63428.02127659575,81185.97872340426,,,,
19,093,71238,60662.34042553192,81813.65957446808,,,,
19,095,75419,64334.574468085106,86503.4255319149,,,,
19,097,74910,68938.25531914894,80881.74468085106,,,,
19,099,72394,64115.53191489362,80672.46808510637,,,,
19,101,58146,50364.382978723406,65927.6170212766,,,,
19,103,74665,67299.21276595745,82030.78723404255,,,,
19,105,74193,65470.10638297872,82915.89361702127,,,,
19,107,65656,56738.89361702128,74573.10638297873,,,,
19,109,66667,57844.02127659575,75489.97872340426,,,,
19,111,60053,52171.29787234042,67934.70212765958,,,,
19,113,73079,69141.12765957447,77016.87234042553,,,,
19,115,76120,68268.08510638298,83971.91489361702,,,,
19,117,59540,51228.17021276596,67851.82978723405,,,,
19,119,74790,66100.46808510639,83479.53191489361,,,,
19,121,84509,71829.17021276595,97188.82978723405,,,,
19,123,71332,62170.63829787234,80493.36170212766,,,,
19,125,79709,71970.27659574468,87447.72340425532,,,,
19,127,64005,57399.382978723406,70610.6170212766,,,,
19,129,82260,74517.70212765958,90002.29787234042,,,,
19,131,74249,64991.12765957447,83506.87234042553,,,,
19,133,59814,52399.36170212766,67228.63829787234,,,,
19,135,65959,58020.10638297872,73897.89361702127,,,,
19,137,60487,52439.68085106383,68534.31914893616,,,,
19,139,66309,59569.936170212764,73048.06382978724,,,,
19,141,69914,61045.744680851065,78782.25531914894,,,,
19,143,72569,62791.63829787234,82346.36170212766,,,,
19,145,60695,52243.76595744681,69146.23404255319,,,,
19,147,64952,56106.382978723406,73797.6170212766,,,,
19,149,74765,67699.46808510639,81830.53191489361,,,,
19,151,68654,62074.59574468085,75233.40425531915,,,,
19,153,79509,74880.06382978724,84137.93617021276,,,,
19,155,70768,66360.68085106384,75175.31914893616,,,,
19,157,73434,65165.063829787236,81702.93617021276,,,,
19,159,61463,53086.82978723404,69839.17021276595,,,,
19,161,72395,63822.23404255319,80967.76595744681,,,,
19,163,77100,71814.55319148937,82385.44680851063,,,,
19,165,68695,59494.31914893617,77895.68085106384,,,,
19,167,85985,76786.70212765958,95183.29787234042,,,,
19,169,71539,64045.72340425532,79032.27659574468,,,,
19,171,66288,60229.27659574468,72346.72340425532,,,,
19,173,59116,50757.70212765958,67474.29787234042,,,,
19,175,59066,50281.14893617021,67850.85106382979,,,,
19,177,57666,49088.46808510638,66243.53191489361,,,,
19,179,61642,58398.765957446805,64885.234042553195,,,,
19,181,92695,83969.72340425532,101420.27659574468,,,,
19,183,75136,67699.91489361702,82572.08510638298,,,,
19,185,59904,51083.404255319154,68724.59574468085,,,,
19,187,63557,54575.553191489365,72538.44680851063,,,,
19,189,65086,56142.68085106383,74029.31914893616,,,,
19,191,80932,73043.14893617021,88820.85106382979,,,,
19,193,65984,59084.085106382976,72883.91489361702,,,,
19,195,75449,66064.82978723405,84833.17021276595,,,,
19,197,74189,66030.87234042553,82347.12765957447,,,,
20,000,70316,68954.12765957447,71677.87234042553,,,,
20,001,54761,47578.70212765958,61943.29787234042,,,,
20,003,61742,53552.89361702128,69931.10638297872,,,,
20,005,65818,58461.744680851065,73174.25531914894,,,,
20,007,59514,53594.68085106383,65433.31914893617,,,,
20,009,58568,50121.53191489362,67014.46808510637,,,,
20,011,54428,47074.12765957447,61781.87234042553,,,,
20,013,58989,51401.59574468085,66576.40425531915,,,,
20,015,76742,68886.51063829787,84597.48936170213,,,,
20,017,62302,52894,71710,,,,
20,019,49510,42125.14893617021,56894.85106382979,,,,
20,021,55853,48419.29787234042,63286.70212765958,,,,
20,023,52424,44672.17021276596,60175.82978723404,,,,
20,025,64998,55680.553191489365,74315.44680851063,,,,
20,027,66389,60199.21276595745,72578.78723404255,,,,
20,029,60403,54619.51063829787,66186.48936170213,,,,
20,031,67933,58009.085106382976,77856.91489361702,,,,
20,033,51956,44365.02127659575,59546.97872340425,,,,
20,035,57549,49750.70212765958,65347.29787234042,,,,
20,037,52285,47452.31914893617,57117.68085106383,,,,
20,039,54613,46145.085106382976,63080.914893617024,,,,
20,041,63417,54538.02127659575,72295.97872340426,,,,
20,043,63765,55754.617021276594,71775.3829787234,,,,
20,045,68561,62162.70212765958,74959.29787234042,,,,
20,047,59055,50640.70212765958,67469.29787234042,,,,
20,049,48121,41171.04255319149,55070.95744680851,,,,
20,051,59048,53750.63829787234,64345.36170212766,,,,
20,053,65396,56063.063829787236,74728.93617021276,,,,
20,055,67640,59087.48936170213,76192.51063829787,,,,
20,057,68766,60209.914893617024,77322.08510638298,,,,
20,059,67883,58059.17021276596,77706.82978723405,,,,
20,061,56899,53477.04255319149,60320.95744680851,,,,
20,063,65003,55289.97872340426,74716.02127659574,,,,
20,065,53247,45121.04255319149,61372.95744680851,,,,
20,067,65399,55629.97872340426,75168.02127659574,,,,
20,069,77786,68569.82978723405,87002.17021276595,,,,
20,071,70566,61650.085106382976,79481.91489361702,,,,
20,073,59179,55739.17021276596,62618.82978723404,,,,
20,075,72657,63437.255319148935,81876.74468085106,,,,
20,077,54423,46491.255319148935,62354.744680851065,,,,
20,079,67078,60810.76595744681,73345.23404255319,,,,
20,081,68202,61597.574468085106,74806.4255319149,,,,
20,083,66919,56678.14893617021,77159.85106382979,,,,
20,085,73051,63912.27659574468,82189.72340425532,,,,
20,087,81301,70687.21276595745,91914.78723404255,,,,
20,089,56505,48973.59574468085,64036.40425531915,,,,
20,091,103085,99623.72340425532,106546.27659574468,,,,
20,093,71237,61080.744680851065,81393.25531914894,,,,
20,095,54731,49490.82978723404,59971.17021276596,,,,
20,097,56222,47659.95744680851,64784.04255319149,,,,
20,099,49874,44299.02127659575,55448.97872340425,,,,
20,101,64875,54861.72340425532,74888.27659574468,,,,
20,103,83086,75757.14893617021,90414.85106382979,,,,
20,105,53667,46081.97872340426,61252.02127659574,,,,
20,107,62431,53086.14893617021,71775.85106382979,,,,
20,109,60216,51076.085106382976,69355.91489361702,,,,
20,111,55659,50165.04255319149,61152.95744680851,,,,
20,113,78908,71644.68085106384,86171.31914893616,,,,
20,115,62268,54071.744680851065,70464.25531914894,,,,
20,117,64514,56429.744680851065,72598.25531914894,,,,
20,119,71572,61604,81540,,,,
20,121,85620,74406.89361702127,96833.10638297873,,,,
20,123,60486,51537.914893617024,69434.08510638298,,,,
20,125,53379,46667.34042553192,60090.65957446808,,,,
20,127,65283,58207.936170212764,72358.06382978724,,,,
20,129,58093,48997.17021276596,67188.82978723405,,,,
20,131,74744,65850.72340425532,83637.27659574468,,,,
20,133,53085,46138.617021276594,60031.382978723406,,,,
20,135,64935,55765.29787234042,74104.70212765958,,,,
20,137,57738,49389.23404255319,66086.76595744681,,,,
20,139,69666,62066.68085106383,77265.31914893616,,,,
20,141,54638,47879.87234042553,61396.12765957447,,,,
20,143,66956,56778.29787234042,77133.70212765958,,,,
20,145,64704,58230.63829787234,71177.36170212766,,,,
20,147,59453,50758.70212765958,68147.29787234042,,,,
20,149,84434,74344.46808510639,94523.53191489361,,,,
20,151,61078,52525.48936170213,69630.51063829787,,,,
20,153,63255,53875.59574468085,72634.40425531915,,,,
20,155,62470,58877.65957446808,66062.34042553192,,,,
20,157,54981,48144.234042553195,61817.765957446805,,,,
20,159,62922,56443.87234042553,69400.12765957447,,,,
20,161,63076,57350.89361702128,68801.10638297873,,,,
20,163,59998,53521.063829787236,66474.93617021276,,,,
20,165,55709,48924.65957446808,62493.34042553192,,,,
20,167,55415,47401.04255319149,63428.95744680851,,,,
20,169,63587,59366.744680851065,67807.25531914894,,,,
20,171,73436,62078.72340425532,84793.27659574468,,,,
20,173,67435,63224.27659574468,71645.72340425532,,,,
20,175,66540,57925.53191489362,75154.46808510637,,,,
20,177,63612,58980.68085106383,68243.31914893616,,,,
20,179,65350,56415.02127659575,74284.97872340426,,,,
20,181,57628,48877.70212765958,66378.29787234042,,,,
20,183,55568,49081.53191489362,62054.46808510638,,,,
20,185,54808,47581.617021276594,62034.382978723406,,,,
20,187,74063,62882.063829787236,85243.93617021276,,,,
20,189,68600,57974.29787234042,79225.70212765958,,,,
20,191,63049,56269.425531914894,69828.5744680851,,,,
20,193,69774,62580.97872340426,76967.02127659574,,,,
20,195,56168,48140.936170212764,64195.063829787236,,,,
20,197,69893,59932.14893617021,79853.85106382979,,,,
20,199,61157,52661.68085106383,69652.31914893616,,,,
20,201,58302,51069.65957446808,65534.34042553192,,,,
20,203,61825,52737.51063829787,70912.48936170213,,,,
20,205,54164,46363.31914893617,61964.68085106383,,,,
20,207,40327,35984.02127659575,44669.97872340425,,,,
20,209,61088,57481.36170212766,64694.63829787234,,,,
21,000,61099,60328.10638297872,61869.89361702128,,,,
21,001,45974,39395.78723404255,52552.21276595745,,,,
21,003,56483,48320.10638297872,64645.89361702128,,,,
21,005,78336,70139.74468085106,86532.25531914894,,,,
21,007,69716,66267.82978723405,73164.17021276595,,,,
21,009,51068,45917.1914893617,56218.8085106383,,,,
21,011,54247,48507.59574468085,59986.40425531915,,,,
21,013,35566,30988.297872340427,40143.70212765958,,,,
21,015,89313,81971.0425531915,96654.9574468085,,,,
21,017,61530,53218.17021276596,69841.82978723405,,,,
21,019,57112,49672.34042553192,64551.65957446808,,,,
21,021,62541,54406.70212765958,70675.29787234042,,,,
21,023,64458,56205.744680851065,72710.25531914894,,,,
21,025,40093,33963.97872340426,46222.02127659574,,,,
21,027,59267,51268.53191489362,67265.46808510637,,,,
21,029,75402,69550.59574468085,81253.40425531915,,,,
21,031,56395,48403.68085106383,64386.31914893617,,,,
21,033,52719,45132.78723404255,60305.21276595745,,,,
21,035,51424,46119.48936170213,56728.51063829787,,,,
21,037,80573,73598.02127659574,87547.97872340426,,,,
21,039,58639,50908.617021276594,66369.3829787234,,,,
