statecode,countycode,v063_rawvalue,v063_cilow,v063_cihigh,v063_numerator,v063_denominator,v063_sourceflag,v063_flag_CT
12,081,79213,76007.89361702128,82418.10638297872,,,,
12,083,58584,55308.59574468085,61859.40425531915,,,,
12,085,76430,70789.48936170213,82070.51063829787,,,,
12,086,72030,70552.55319148937,73507.44680851063,,,,
12,087,85639,76969.72340425532,94308.27659574468,,,,
12,089,92766,82075.95744680852,103456.04255319148,,,,
12,091,81990,78118.85106382979,85861.14893617021,,,,
12,093,54297,47007.46808510638,61586.53191489362,,,,
12,095,78487,75665.55319148937,81308.44680851063,,,,
12,097,76416,72767.65957446808,80064.34042553192,,,,
12,099,84789,81825.76595744681,87752.23404255319,,,,
12,101,72065,69186.36170212766,74943.63829787234,,,,
12,103,70684,68733.53191489361,72634.46808510639,,,,
12,105,66709,64567.89361702128,68850.10638297872,,,,
12,107,51585,47705.51063829787,55464.48936170213,,,,
12,109,106281,99869.59574468085,112692.40425531915,,,,
12,111,66876,63390.89361702128,70361.10638297872,,,,
12,113,87581,84267.46808510639,90894.53191489361,,,,
12,115,78218,73390.08510638298,83045.91489361702,,,,
12,117,80698,75715.1914893617,85680.8085106383,,,,
12,119,79334,71187.78723404255,87480.21276595745,,,,
12,121,56009,49833.51063829787,62184.48936170213,,,,
12,123,50556,42769.617021276594,58342.382978723406,,,,
12,125,60843,53253.21276595745,68432.78723404255,,,,
12,127,66111,63239.51063829787,68982.48936170213,,,,
12,129,72916,64624.425531914894,81207.5744680851,,,,
12,131,82259,72702.06382978724,91815.93617021276,,,,
12,133,54678,47617.234042553195,61738.765957446805,,,,
13,000,74521,73543.97872340426,75498.02127659574,,,,
13,001,51054,43968.21276595745,58139.78723404255,,,,
13,003,44890,39486.59574468085,50293.40425531915,,,,
13,005,48915,41565.89361702128,56264.10638297872,,,,
13,007,47850,40342.425531914894,55357.574468085106,,,,
13,009,51206,43646,58766,,,,
13,011,70067,60429.04255319149,79704.9574468085,,,,
13,013,72075,63539.17021276596,80610.82978723405,,,,
13,015,78771,72888.6170212766,84653.3829787234,,,,
13,017,40325,35582.87234042553,45067.12765957447,,,,
13,019,50581,43004.31914893617,58157.68085106383,,,,
13,021,51569,46619.553191489365,56518.446808510635,,,,
13,023,58877,50171.97872340426,67582.02127659574,,,,
13,025,57325,50282.10638297872,64367.89361702128,,,,
13,027,46796,39835.31914893617,53756.68085106383,,,,
13,029,97746,87525.40425531915,107966.59574468085,,,,
13,031,54787,50071.085106382976,59502.914893617024,,,,
13,033,51388,44922.97872340426,57853.02127659574,,,,
13,035,59622,51749.82978723404,67494.17021276595,,,,
13,037,41260,35054.72340425532,47465.27659574468,,,,
13,039,72185,65410.1914893617,78959.8085106383,,,,
13,043,49332,43572.34042553192,55091.65957446808,,,,
13,045,71083,65009.97872340426,77156.02127659574,,,,
13,047,70315,60805.72340425532,79824.27659574468,,,,
13,049,52191,44473.72340425532,59908.27659574468,,,,
13,051,70556,67302.0425531915,73809.9574468085,,,,
13,053,57550,49236.97872340426,65863.02127659574,,,,
13,055,51225,44190.446808510635,58259.553191489365,,,,
13,057,104220,99474.29787234042,108965.70212765958,,,,
13,059,54550,49589.82978723404,59510.17021276596,,,,
13,061,37858,32012.55319148936,43703.446808510635,,,,
13,063,57974,53503.53191489362,62444.46808510638,,,,
13,065,45718,38853.82978723404,52582.17021276596,,,,
13,067,99134,96127.87234042553,102140.12765957447,,,,
13,069,49804,43479.574468085106,56128.425531914894,,,,
13,071,47821,43065.76595744681,52576.23404255319,,,,
13,073,97031,89660.44680851063,104401.55319148937,,,,
13,075,50258,43496.29787234042,57019.70212765958,,,,
13,077,93326,84226.59574468085,102425.40425531915,,,,
13,079,61519,53931.59574468085,69106.40425531915,,,,
13,081,43174,36520.72340425532,49827.27659574468,,,,
13,083,58644,50415.574468085106,66872.4255319149,,,,
13,085,89330,78361.14893617021,100298.85106382979,,,,
13,087,50452,43729.617021276594,57174.382978723406,,,,
13,089,77722,74446.59574468085,80997.40425531915,,,,
13,091,46462,40271.02127659575,52652.97872340425,,,,
13,093,50396,44370.63829787234,56421.36170212766,,,,
13,095,45863,42093.12765957447,49632.87234042553,,,,
13,097,79672,74042.21276595745,85301.78723404255,,,,
13,099,43444,37237.53191489362,49650.46808510638,,,,
13,101,50311,43451.59574468085,57170.40425531915,,,,
13,103,83900,75631.06382978724,92168.93617021276,,,,
13,105,50367,43245.46808510638,57488.53191489362,,,,
13,107,46017,39971.382978723406,52062.617021276594,,,,
13,109,50831,48042.914893617024,53619.085106382976,,,,
13,111,60037,52802.27659574468,67271.72340425532,,,,
13,113,108579,99611.85106382979,117546.14893617021,,,,
13,115,61058,55386.51063829787,66729.48936170213,,,,
13,117,136347,128402.14893617021,144291.8510638298,,,,
13,119,53221,47444.65957446808,58997.34042553192,,,,
13,121,94510,90833.06382978724,98186.93617021276,,,,
13,123,62317,54915.46808510638,69718.53191489361,,,,
13,125,54862,46319.02127659575,63404.97872340425,,,,
13,127,70067,62541.553191489365,77592.44680851063,,,,
13,129,64795,56598.744680851065,72991.25531914894,,,,
13,131,52456,47062.12765957447,57849.87234042553,,,,
13,133,79890,69779.02127659574,90000.97872340426,,,,
13,135,84076,80743.40425531915,87408.59574468085,,,,
13,137,71753,64661.255319148935,78844.74468085106,,,,
13,139,78309,72602.9574468085,84015.0425531915,,,,
13,141,40099,33924.70212765958,46273.29787234042,,,,
13,143,59384,52157.617021276594,66610.3829787234,,,,
13,145,91977,80016.82978723405,103937.17021276595,,,,
13,147,53100,46806.553191489365,59393.446808510635,,,,
13,149,57670,48768.382978723406,66571.6170212766,,,,
13,151,80908,76803.31914893616,85012.68085106384,,,,
13,153,75266,67991.9574468085,82540.0425531915,,,,
13,155,52918,45184.04255319149,60651.95744680851,,,,
13,157,84439,78690.06382978724,90187.93617021276,,,,
13,159,67681,58510.10638297872,76851.89361702127,,,,
13,161,47635,40395.51063829787,54874.48936170213,,,,
13,163,45829,39128.063829787236,52529.936170212764,,,,
13,165,42539,36013.21276595745,49064.78723404255,,,,
13,167,51602,47343.617021276594,55860.382978723406,,,,
13,169,65524,58020,73028,,,,
13,171,63622,55833.234042553195,71410.76595744681,,,,
13,173,54586,47427.53191489362,61744.46808510638,,,,
13,175,56867,50249.46808510638,63484.53191489362,,,,
13,177,80806,71215.70212765958,90396.29787234042,,,,
13,179,57699,51735.59574468085,63662.40425531915,,,,
13,181,58502,49818.425531914894,67185.5744680851,,,,
13,183,63146,55833.82978723404,70458.17021276595,,,,
13,185,54984,50077.446808510635,59890.553191489365,,,,
13,187,72676,64342.72340425532,81009.27659574468,,,,
13,189,53389,46249.59574468085,60528.40425531915,,,,
13,191,56573,48480.40425531915,64665.59574468085,,,,
13,193,41895,35409.72340425532,48380.27659574468,,,,
13,195,65296,58184,72408,,,,
13,197,51270,43592.04255319149,58947.95744680851,,,,
13,199,54428,47721.10638297872,61134.89361702128,,,,
13,201,50799,43026.914893617024,58571.085106382976,,,,
13,205,48774,42420.97872340426,55127.02127659574,,,,
13,207,80692,69689.78723404255,91694.21276595745,,,,
13,209,53248,45898.89361702128,60597.10638297872,,,,
13,211,69090,60001.31914893617,78178.68085106384,,,,
13,213,63836,56632.255319148935,71039.74468085106,,,,
13,215,52492,48855.574468085106,56128.425531914894,,,,
13,217,76151,69214.14893617021,83087.85106382979,,,,
13,219,114230,104176.21276595745,124283.78723404255,,,,
13,221,67249,58895.46808510638,75602.53191489361,,,,
13,223,93773,84394.78723404255,103151.21276595745,,,,
13,225,68464,63010.553191489365,73917.44680851063,,,,
13,227,78032,66704.51063829787,89359.48936170213,,,,
