"","v133_rawvalue","statecode","countycode","v133_numerator","v133_denominator"
"572",7.8,"16","021",0.0364101317958908,0.151
"573",7.1,"16","023",0.0764759468356773,0.164
"574",4.6,"16","025",0.444695257589374,0.104
"575",8.2,"16","027",0.0743248394061685,0.114
"576",9.3,"16","029",0.0137743500044341,0.094
"577",8.1,"16","031",0.0895998084635202,0.114
"578",3.7,"16","033",0.506963789390519,0.116
"579",8,"16","035",0.0344156622972893,0.142
"580",7.5,"16","037",0.0827706077088514,0.144
"581",7.2,"16","039",0.141455619120987,0.13
"582",9,"16","041",0.0130477380097118,0.106
"583",7.4,"16","043",0.147552864344551,0.118
"584",7.7,"16","045",0.0972589567440518,0.127
"585",8.6,"16","047",0.0030593895393812,0.13
"586",7.9,"16","049",0.082333776767413,0.126
"587",8.4,"16","051",0.106065446832499,0.093
"588",7.6,"16","053",0.118080516412176,0.123
"589",8.3,"16","055",0.0729471278428827,0.113
"590",8.5,"16","057",0.0460646592774046,0.115
"591",7.5,"16","059",0.117692719301008,0.127
"592",6.2,"16","061",0.162886357285813,0.164
"593",4.6,"16","063",0.417857116113324,0.118
"594",7.4,"16","065",0.118968767919898,0.129
"595",6.9,"16","067",0.176464591851045,0.127
"596",7.9,"16","069",0.0723869756759184,0.13
"597",8.4,"16","071",0.0530186578005702,0.117
"598",7.5,"16","073",0.103817075653826,0.133
"599",8.1,"16","075",0.0723930287331496,0.123
"600",8.4,"16","077",0.05877334451908,0.115
"601",7.4,"16","079",0.0413568201640264,0.165
"602",9.3,"16","081",0.0223451263450403,0.088
"603",8.4,"16","083",0.0471429025133056,0.12
"604",8,"16","085",0.0754687732262069,0.125
"605",7.4,"16","087",0.0664840336780214,0.155
"606",8.4,"17","001",0.032027826558436,0.128
"607",4.9,"17","003",0.282740721553911,0.166
"608",7.4,"17","005",0.0904124382800624,0.144
"609",8.1,"17","007",0.0744354067459878,0.122
"610",7.9,"17","009",0.103480351482162,0.115
"611",7.6,"17","011",0.0979494442945784,0.131
"612",8.3,"17","013",0.0525820627516707,0.12
"613",8.3,"17","015",0.0448281395868545,0.124
"614",8.3,"17","017",0.0340679716768541,0.129
"615",8.2,"17","019",0.0481405940677868,0.127
"616",8.4,"17","021",0.0194617831172636,0.131
"617",8,"17","023",0.0977327600774157,0.114
"618",7.6,"17","025",0.0561178417889779,0.152
"619",8.9,"17","027",0.0374099961990505,0.101
"620",6.9,"17","029",0.104100071827371,0.161
"621",8.7,"17","031",0.0176666503405847,0.121
"622",8.7,"17","033",0.0242336779700988,0.118
"623",9,"17","035",0.00144916848163584,0.115
"624",7.2,"17","037",0.145853595645214,0.126
"625",8.7,"17","039",0.021567963456665,0.117
"626",8.7,"17","041",0.0370384266140984,0.11
"627",9.2,"17","043",0.0321337009204506,0.09
"628",7.1,"17","045",0.139203882040628,0.134
"629",7.5,"17","047",0.0764539572804956,0.144
"630",8.5,"17","049",0.0463809031410194,0.115
"631",6.5,"17","051",0.184199761131519,0.142
"632",7.8,"17","053",0.0777053959058331,0.13
"633",7,"17","055",0.0803295851660355,0.166
"634",8.1,"17","057",0.045239850961669,0.132
"635",4.7,"17","059",0.298704638888943,0.17
"636",8.4,"17","061",0.00632085237024198,0.14
"637",8.8,"17","063",0.0553153649036587,0.098
"638",8.1,"17","065",0.0337752972882126,0.141
"639",7.1,"17","067",0.141164689625773,0.136
"640",7.4,"17","069",0.0620195894183701,0.157
"641",8.9,"17","071",0.00489157829068308,0.117
"642",8.1,"17","073",0.0916308744917217,0.114
"643",7.5,"17","075",0.107198788284169,0.13
"644",6.4,"17","077",0.151358227084616,0.16
"645",8.5,"17","079",0.0412696790746426,0.117
"646",7.4,"17","081",0.0968577159725548,0.142
"647",8.7,"17","083",0.0394837247694631,0.108
"648",8.7,"17","085",0.0379060714862042,0.111
"649",8.2,"17","087",0.0262410751742304,0.14
"650",8.9,"17","089",0.0350241618048476,0.102
"651",7.9,"17","091",0.0606832853711646,0.134
"652",9.2,"17","093",0.0613588018409148,0.076
"653",7.4,"17","095",0.0871166058546104,0.147
"654",8.7,"17","097",0.0595207548778056,0.099
"655",7.8,"17","099",0.0752132631781284,0.134
"656",7.5,"17","101",0.0788995051941759,0.146
"657",8,"17","103",0.0584499324480478,0.133
"658",8.2,"17","105",0.0649479435185251,0.122
"659",8,"17","107",0.0722435409273336,0.127
"660",7.3,"17","109",0.0982598585637455,0.147
"661",8.8,"17","111",0.0641114768304247,0.092
"662",8.2,"17","113",0.0878105389575608,0.109
"663",7.6,"17","115",0.0847710706513615,0.137
"664",8.1,"17","117",0.0420882180157685,0.135
"665",7.5,"17","119",0.128676519294076,0.12
"666",7.1,"17","121",0.102097798948697,0.151
"667",8.2,"17","123",0.0434523057413704,0.129
"668",7,"17","125",0.132433033600518,0.141
"669",8,"17","127",0.0339524211096894,0.143
"670",8.8,"17","129",0.021440351881431,0.111
"671",8.3,"17","131",0.075076766865227,0.112
"672",9.2,"17","133",0.0494285796605297,0.084
"673",7.7,"17","135",0.0647914195316179,0.142
"674",7.2,"17","137",0.133597925329418,0.135
"675",9.1,"17","139",0.00613970647828393,0.109
"676",8.5,"17","141",0.0403112099901863,0.12
"677",7.3,"17","143",0.131901928761568,0.131
"678",7.1,"17","145",0.0923157420939077,0.157
"679",9.2,"17","147",0.015941169123867,0.098
"680",7.4,"17","149",0.100705621164054,0.139
"681",7,"17","151",0.107190065347273,0.155
"682",5.8,"17","153",0.161004288576624,0.184
"683",8.9,"17","155",0.000477080038274414,0.12
"684",8.1,"17","157",0.0449545560514977,0.133
"685",8.2,"17","159",0.0271439719085326,0.139
"686",8,"17","161",0.059855055832143,0.132
"687",7.6,"17","163",0.129936970765192,0.117
"688",7.1,"17","165",0.0645782850928412,0.169
"689",8.3,"17","167",0.0595755658527038,0.12
"690",7.3,"17","169",0.0622753306593842,0.161
"691",6.7,"17","171",0.198217318401838,0.125
"692",8.2,"17","173",0.0597088760926019,0.124
"693",6.6,"17","175",0.196932507133625,0.132
"694",8.4,"17","177",0.0169592710607987,0.133
"695",8.1,"17","179",0.0927546654962666,0.111
"696",7.5,"17","181",0.0290041302626596,0.167
"697",7.5,"17","183",0.0847718013580404,0.143
"698",8.1,"17","185",0.0332652217897219,0.141
"699",8.3,"17","187",0.0284877082834701,0.134
"700",8.9,"17","189",0.0358278503983898,0.102
"701",7.6,"17","191",0.0840241157720737,0.139
"702",7.9,"17","193",0.0232766181759254,0.152
"703",8.1,"17","195",0.0625933363913768,0.126
"704",8.8,"17","197",0.0734966383021395,0.088
"705",7.2,"17","199",0.123142937475489,0.14
"706",7.6,"17","201",0.0727455416115448,0.145
"707",8.9,"17","203",0.046875722455667,0.098
"708",8.3,"18","001",0.047462539798589,0.125
"709",7.4,"18","003",0.120879336885421,0.13
"710",7.4,"18","005",0.104861592674747,0.137
"711",8.1,"18","007",0.0110398680529862,0.148
"712",6.9,"18","009",0.0754380619161989,0.174
"713",9.1,"18","011",0.0246502842003394,0.1
"714",8.6,"18","013",0.0106109461752303,0.127
"715",8.7,"18","015",0.00441859962331158,0.127
"716",7.9,"18","017",0.0268531289041746,0.152
"717",8.3,"18","019",0.0446528381891339,0.127
"718",7.8,"18","021",0.0555562655765481,0.142
"719",8.6,"18","023",0.0118053687206738,0.125
"720",6.9,"18","025",0.0549222467171237,0.183
"721",8.3,"18","027",0.0265341995262851,0.132
"722",8,"18","029",0.0827755997674607,0.122
"723",8.2,"18","031",0.0425178348298339,0.129
"724",7.8,"18","033",0.0884951706074382,0.127
"725",6.5,"18","035",0.12834636171879,0.167
"726",8.4,"18","037",0.0365633058499323,0.122
"727",7.7,"18","039",0.0871840405601957,0.134
"728",6.7,"18","041",0.0772968991026377,0.18
"729",8.2,"18","043",0.0546463781981001,0.124
"730",7.9,"18","045",0.0284976087252009,0.151
"731",8.6,"18","047",0.0317593911064212,0.119
"732",7.7,"18","049",0.0421126116714916,0.152
"733",8.4,"18","051",0.016102235688001,0.133
"734",6.9,"18","053",0.0825073449638118,0.172
"735",7.3,"18","055",0.0597164806436759,0.165
"736",8.9,"18","057",0.054837281475595,0.092
"737",8.3,"18","059",0.0845324951342304,0.107
"738",8.8,"18","061",0.000168497129699877,0.124
"739",8.7,"18","063",0.0697747121901717,0.097
"740",7.4,"18","065",0.065562132141917,0.157
"741",7.1,"18","067",0.10439103129475,0.152
"742",7.5,"18","069",0.0973905879541455,0.138
"743",7.4,"18","071",0.0981248236264499,0.142
"744",8.4,"18","073",0.0351260052751114,0.127
"745",7,"18","075",0.11172051027195,0.151
"746",7.8,"18","077",0.0270696707529945,0.156
"747",7,"18","079",0.101727746914709,0.155
"748",8.4,"18","081",0.058401203263235,0.115
"749",7.9,"18","083",0.0193097761326519,0.154
"750",8.2,"18","085",0.0490582609516516,0.127
"751",9,"18","087",0.0172847839511976,0.106
"752",7.3,"18","089",0.104362796754688,0.14
"753",7.5,"18","091",0.0833132228682482,0.145
"754",8,"18","093",0.0292833447375698,0.144
"755",6.5,"18","095",0.14696919512852,0.157
"756",7.2,"18","097",0.122343463259404,0.14
"757",8.1,"18","099",0.0493248036534357,0.133
"758",7.9,"18","101",0.0314086770103935,0.151
"759",7,"18","103",0.0978070798930906,0.157
"760",7.7,"18","105",0.0534605913273817,0.15
"761",7.9,"18","107",0.0376593888086577,0.146
"762",8.1,"18","109",0.0607143052994383,0.125
"763",7.6,"18","111",0.0540439145798226,0.15
"764",8.4,"18","113",0.0371117916906149,0.122
"765",NA,"18","115",NA,0.134
"766",7.9,"18","117",0.00393880489621079,0.162
"767",8.1,"18","119",0.0026557018387707,0.154
"768",7.5,"18","121",0.064743422149536,0.152
"769",7.7,"18","123",0.070656382658292,0.141
"770",8.4,"18","125",0.00850871948070127,0.136
"771",8,"18","127",0.0794516508421399,0.123
"772",7.9,"18","129",0.083932994278745,0.123
"773",7.9,"18","131",0.0356317659370173,0.148
"774",8.3,"18","133",0.0353911952634019,0.129
"775",7.3,"18","135",0.0785722974236509,0.156
"776",8.5,"18","137",0.00812497624618775,0.132
"777",7.8,"18","139",0.0443356245700138,0.148
"778",7.5,"18","141",0.0815871669488712,0.142
"779",6.6,"18","143",0.0984107605039902,0.177
"780",7.9,"18","145",0.0485645097284671,0.143
"781",8.8,"18","147",0.000134387288169057,0.121
"782",7.9,"18","149",0.0127971935496064,0.156
"783",7.6,"18","151",0.114592146617212,0.124
"784",7.7,"18","153",0.0543415310862264,0.148
"785",7.5,"18","155",0.0311432576475051,0.167
"786",6.5,"18","157",0.174369071143851,0.145
"787",7.8,"18","159",0.0732181324681908,0.135
"788",NA,"18","161",NA,0.118
"789",7,"18","163",0.116140119519954,0.149
"790",7.8,"18","165",0.0169789743420505,0.161
"791",5.7,"18","167",0.199911677570005,0.168
"792",7.8,"18","169",0.0717734383588139,0.136
"793",8.1,"18","171",0.0170459096076088,0.145
"794",8.4,"18","173",0.0689509952641497,0.108
"795",8,"18","175",0.0312998112339041,0.146
"796",6.2,"18","177",0.1662986984567,0.162
"797",7.7,"18","179",0.126748788035638,0.115
"798",8.7,"18","181",0.00398432237066564,0.127
"799",8.7,"18","183",0.0121485947362892,0.124
"800",8.8,"19","001",0.0230507882403061,0.111
"801",9,"19","003",0.0200767004615465,0.104
"802",8.7,"19","005",0.0347860267309685,0.111
"803",7.7,"19","007",0.0548930489053096,0.149
"804",8.8,"19","009",0.0235476348504752,0.114
"805",9,"19","011",0.0428011483242586,0.095
"806",7.9,"19","013",0.0946684034174192,0.118
"807",9.3,"19","015",0.0236455569381397,0.09
"808",9.6,"19","017",0.0129817119487022,0.083
"809",9,"19","019",0.0338054591379546,0.099
"810",9,"19","021",0.0561740314387784,0.09
"811",8.9,"19","023",0.0190741361868859,0.108
"812",8.3,"19","025",0.0884954763009407,0.103
"813",9.2,"19","027",0.0199164048970229,0.094
"814",7.7,"19","029",0.0912736185999065,0.131
"815",9,"19","031",0.0483587294310331,0.093
"816",8.6,"19","033",0.0547315941564285,0.108
"817",8.4,"19","035",0.060338979220632,0.114
"818",9.1,"19","037",0.0316571519856617,0.094
"819",8.2,"19","039",0.0306096413685754,0.135
"820",8.5,"19","041",0.0456757523757162,0.114
"821",8.5,"19","043",0.0106449480210171,0.13
"822",8,"19","045",0.0835193348852584,0.121
"823",7.2,"19","047",0.113774915750995,0.141
"824",9.5,"19","049",0.0239945827134583,0.079
"825",9.1,"19","051",0.0332859462263494,0.094
"826",8.3,"19","053",0.0353521559586017,0.127
"827",9.3,"19","055",0.0258988469717684,0.089
"828",7.7,"19","057",0.0783549646348283,0.134
"829",9.2,"19","059",0.0188402154489025,0.096
"830",8.7,"19","061",0.0564405519705614,0.101
"831",7.6,"19","063",0.110704358986041,0.124
"832",8.7,"19","065",0.0171867033251984,0.121
"833",8.4,"19","067",0.0629167935426446,0.113
"834",8.5,"19","069",0.0570823477708098,0.11
"835",6.7,"19","071",0.255666354863076,0.098
"836",8.4,"19","073",0.0454875704259714,0.12
"837",NA,"19","075",NA,0.081
"838",9,"19","077",0.0315969211263268,0.099
"839",8.9,"19","079",0.0273085236103278,0.105
"840",8.8,"19","081",0.0346101833040379,0.107
"841",8.9,"19","083",0.0239454568773996,0.106
"842",8.8,"19","085",0.0583333471155748,0.098
"843",8,"19","087",0.104497950423123,0.112
"844",8.3,"19","089",0.101758898767419,0.1
"845",8,"19","091",0.0746850046871134,0.124
"846",9.1,"19","093",0.00376580448572364,0.108
"847",9.2,"19","095",0.010261501012057,0.101
"848",8.5,"19","097",0.0701802944870886,0.106
"849",8.8,"19","099",0.0392773361167405,0.104
"850",8.1,"19","101",0.066241783371601,0.124
"851",9,"19","103",0.0236192567139831,0.101
"852",8.6,"19","105",0.0473957276773911,0.11
"853",8,"19","107",0.0768876209672618,0.125
"854",8.6,"19","109",0.0414176007045289,0.114
"855",7.4,"19","111",0.127909063371385,0.128
"856",8.7,"19","113",0.0625456633621084,0.097
"857",9,"19","115",0.00324715918574851,0.111
"858",7.5,"19","117",0.096064058321873,0.136
"859",9.5,"19","119",0.0247776876015227,0.078
"860",9.3,"19","121",0.0400500258278309,0.084
"861",8.1,"19","123",0.0837792443965546,0.117
"862",9,"19","125",0.0323386653969531,0.097
"863",7.9,"19","127",0.0961585588752825,0.12
"864",9.1,"19","129",0.038071065268945,0.092
"865",8.7,"19","131",0.0860511627779819,0.089
"866",8.4,"19","133",0.0501447282190224,0.12
"867",8.8,"19","135",0.0229961232900928,0.111
"868",7.9,"19","137",0.0739806093472488,0.128
"869",8.4,"19","139",0.0556272704416949,0.113
"870",8.5,"19","141",0.0468076080869794,0.115
"871",8.3,"19","143",0.081812768610813,0.107
"872",8.4,"19","145",0.0329641571776125,0.125
"873",8.3,"19","147",0.0714298218527038,0.111
"874",9.3,"19","149",0.0318269787310356,0.087
"875",8.4,"19","151",0.0811619031437309,0.101
"876",8.8,"19","153",0.0482969170833259,0.102
"877",8,"19","155",0.0932133677540839,0.117
"878",8.9,"19","157",0.0127580507733371,0.111
"879",8.9,"19","159",0.0319070162792082,0.103
"880",9,"19","161",0.0375783319741609,0.096
"881",8.7,"19","163",0.0345307553879959,0.11
"882",8.8,"19","165",0.0558552846073236,0.096
"883",9.7,"19","167",0.00380466953267663,0.08
"884",8.2,"19","169",0.104837151728971,0.102
"885",8.1,"19","171",0.0666475786784083,0.123
"886",9.2,"19","173",0.010726016958436,0.099
"887",8.3,"19","175",0.0589989864725693,0.119
"888",8,"19","177",0.0840026602046219,0.118
"889",6,"19","179",0.231323795853489,0.142
"890",9.3,"19","181",0.0398458360737522,0.084
"891",9,"19","183",0.0300088349862785,0.1
"892",7.2,"19","185",0.168970553605813,0.117
"893",7.7,"19","187",0.119976050614203,0.117
"894",9.1,"19","189",0.0284555914102049,0.098
"895",9.1,"19","191",0.0167718273673587,0.104
"896",8.3,"19","193",0.053665913040093,0.12
"897",9.1,"19","195",0.0199264156121215,0.101
"898",8.5,"19","197",0.0392117556996956,0.118
"899",7.8,"20","001",0.0418261228508012,0.147
"900",7.9,"20","003",0.0562603207286005,0.138
"901",7.4,"20","005",0.0906200702652264,0.142
"902",7.6,"20","007",0.0322051648741249,0.161
"903",7,"20","009",0.125130010862609,0.147
"904",7.2,"20","011",0.111820765370965,0.143
"905",7,"20","013",0.136828849828756,0.14
"906",8.4,"20","015",0.0651821706612532,0.112
"907",5.6,"20","017",0.316882499234172,0.119
"908",6.1,"20","019",0.175732317127791,0.161
"909",6.3,"20","021",0.179275388436668,0.151
"910",7.6,"20","023",0.0831207660657825,0.137
"911",5.1,"20","025",0.333257104280116,0.135
"912",7.6,"20","027",0.0835947473040641,0.138
"913",7.2,"20","029",0.139563645133205,0.129
"914",6.9,"20","031",0.165524559865634,0.133
"915",8.4,"20","033",0.0322147282841057,0.127
"916",7.3,"20","035",0.0956525933833599,0.148
"917",6.5,"20","037",0.127631137102904,0.167
"918",7.4,"20","039",0.103186032819365,0.136
"919",8.3,"20","041",0.0496602695087998,0.124
"920",8,"20","043",0.0880987675706519,0.119
"921",8.1,"20","045",0.0538568423615375,0.128
"922",8,"20","047",0.0483586624795258,0.136
"923",6.2,"20","049",0.185134630254983,0.155
"924",7.9,"20","051",0.0762028217824733,0.129
"925",7.8,"20","053",0.108233451213051,0.118
"926",7.6,"20","055",0.107023556256125,0.129
"927",7.9,"20","057",0.0825560159302014,0.124
"928",7,"20","059",0.175783873272387,0.122
"929",6.4,"20","061",0.161437316596802,0.157
"930",5.7,"20","063",0.330505548457814,0.109
"931",8.3,"20","065",0.0656816286586103,0.113
"932",8.8,"20","067",0.0644823861359824,0.092
"933",8.4,"20","069",0.118892007199304,0.084
"934",8.7,"20","071",0.041657349238648,0.107
"935",6.4,"20","073",0.178099904317725,0.147
"936",8.4,"20","075",0.0743158005831929,0.105
"937",7.2,"20","077",0.0998281057592572,0.149
"938",8.7,"20","079",0.00978782785810913,0.121
"939",8.3,"20","081",0.0794289467013994,0.107
"940",8,"20","083",0.0890711852089603,0.117
"941",8.4,"20","085",0.0561788766460193,0.117
"942",9.2,"20","087",0.00339721376036156,0.103
"943",6.8,"20","089",0.121143158516418,0.156
"944",9.3,"20","091",0.0225757439837441,0.092
"945",8.2,"20","093",0.0321648733943553,0.134
"946",7.7,"20","095",0.105650614117328,0.123
"947",7.8,"20","097",0.131533915838434,0.106
"948",7.4,"20","099",0.0709369445249694,0.153
"949",8,"20","101",0.0693635890212863,0.125
"950",7.8,"20","103",0.110128062429031,0.117
"951",7.6,"20","105",0.0953485164178362,0.134
"952",8,"20","107",0.0484819305819059,0.138
"953",8,"20","109",0.0488344338780421,0.137
"954",7.8,"20","111",0.0579299984280016,0.14
"955",8.1,"20","113",0.0835384664635705,0.116
"956",7.9,"20","115",0.100922699932779,0.116
"957",7.6,"20","117",0.128773967606327,0.118
"958",7.6,"20","119",0.164951737032757,0.102
"959",8.5,"20","121",0.0666644021665374,0.107
"960",7.7,"20","123",0.0889213298478687,0.133
"961",7,"20","125",0.10245492145363,0.157
"962",7.6,"20","127",0.0994699851775747,0.131
"963",7.4,"20","129",0.0941640191837182,0.141
"964",8.1,"20","131",0.08854676843121,0.113
"965",7.6,"20","133",0.0521814779470514,0.154
"966",7.8,"20","135",0.0975752598557489,0.123
"967",8.1,"20","137",0.0774755472242471,0.12
"968",8.1,"20","139",0.0505879452862446,0.132
"969",7.8,"20","141",0.0791334854820293,0.133
"970",7.9,"20","143",0.099209689659513,0.119
"971",7.2,"20","145",0.0872950681346673,0.154
"972",7,"20","147",0.112727240812925,0.152
"973",9,"20","149",0.0200064268020127,0.103
"974",7.8,"20","151",0.0969350129296061,0.124
"975",7,"20","153",0.137345545508543,0.141
"976",7.6,"20","155",0.0901260622730403,0.135
"977",8.1,"20","157",0.061911290145964,0.124
"978",7.9,"20","159",0.0905560419096672,0.121
"979",5.7,"20","161",0.248941443998507,0.148
"980",8.6,"20","163",0.0378243030644982,0.114
"981",7.5,"20","165",0.106276122048524,0.13
"982",7.4,"20","167",0.0815684589694878,0.147
"983",8,"20","169",0.0602798039688301,0.132
"984",8.6,"20","171",0.0450105531785525,0.113
"985",7.5,"20","173",0.0939731340423757,0.137
"986",8,"20","175",0.0768015584016179,0.124
"987",7.6,"20","177",0.107791499975759,0.128
"988",7.7,"20","179",0.120112014859926,0.115
"989",6,"20","181",0.2380887384419,0.136
"990",7.8,"20","183",0.112898828880571,0.115
"991",7.9,"20","185",0.0811174290757154,0.127
"992",8.5,"20","187",0.026490674411016,0.123
"993",7.4,"20","189",0.106917944564673,0.136
"994",8,"20","191",0.0471490185413877,0.135
"995",7.3,"20","193",0.176603818849971,0.108
"996",8.9,"20","195",0.0279749444604281,0.106
"997",7.7,"20","197",0.128797540577714,0.112
"998",7.4,"20","199",0.0845511412190862,0.147
"999",7.3,"20","201",0.154912595550316,0.119
"1000",8.2,"20","203",0.0216611200346671,0.138
"1001",7.2,"20","205",0.0775650161433106,0.159
"1002",7.2,"20","207",0.0983942682469918,0.148
"1003",7,"20","209",0.135764462720891,0.14
"1004",7.2,"21","001",0.0340380655501597,0.18
"1005",7.1,"21","003",0.0865151944083019,0.158
"1006",8.1,"21","005",0.0233253964390498,0.143
"1007",8.2,"21","007",7.48232037284213e-05,0.149
"1008",6.7,"21","009",0.0759332191317924,0.182
"1009",7.1,"21","011",0.0092017159648641,0.194
"1010",5.6,"21","013",0.0999355457916037,0.221
"1011",8.3,"21","015",0.0905622132442613,0.103
"1012",6.8,"21","017",0.122605068051392,0.158
"1013",6.3,"21","019",0.126020380662374,0.178
"1014",7.5,"21","021",0.0733443661307535,0.149
"1015",8,"21","023",0.00226471741486209,0.157
"1016",4.9,"21","025",0.119828838497433,0.242
"1017",7.1,"21","027",0.035205326091357,0.185
"1018",7.7,"21","029",0.0959741992716656,0.129
"1019",7.1,"21","031",0.0482861275002248,0.177
"1020",7.6,"21","033",0.00565785732649191,0.173
"1021",7.2,"21","035",0.0627436784293975,0.164
"1022",7.7,"21","037",0.0890441250816073,0.129
"1023",7.6,"21","039",0.033529086400858,0.161
"1024",NA,"21","041",NA,0.168
"1025",6.6,"21","043",0.0374336017178515,0.207
"1026",6.7,"21","045",0.0555382474727185,0.191
"1027",6.4,"21","047",0.145287703202631,0.163
"1028",7.6,"21","049",0.0493963566535311,0.154
"1029",4.9,"21","051",0.137726135249585,0.237
"1030",7.2,"21","053",0.010914597179689,0.19
"1031",7,"21","055",0.0475803711686433,0.183
"1032",7,"21","057",0.00803565729157911,0.199
"1033",7.7,"21","059",0.0562214194990387,0.147
"1034",7.4,"21","061",0.020177455923549,0.178
"1035",NA,"21","063",NA,0.226
"1036",6.8,"21","065",0.00036625409360877,0.212
"1037",7.9,"21","067",0.0704228848561149,0.131
"1038",7.2,"21","069",0.0309976386763019,0.181
"1039",6.2,"21","071",0.0269394617871599,0.228
"1040",7.4,"21","073",0.0882018788651066,0.143
"1041",7.2,"21","075",0.000266333504271246,0.196
"1042",NA,"21","077",NA,0.158
"1043",NA,"21","079",NA,0.148
"1044",8.1,"21","081",0.0231531737121017,0.145
"1045",6.9,"21","083",0.0776790387872575,0.171
"1046",6.6,"21","085",0.0955903938322826,0.179
"1047",6.9,"21","087",0.0420184597846858,0.19
"1048",7.1,"21","089",0.0697308606114103,0.166
"1049",7.6,"21","091",0.049822677697563,0.152
"1050",7.5,"21","093",0.0892017269272336,0.139
"1051",5.9,"21","095",0.0289619834102279,0.241
"1052",7.6,"21","097",0.0465681662680453,0.155
"1053",7,"21","099",0.0453330701392761,0.182
"1054",7.4,"21","101",0.0319626404573343,0.17
"1055",8,"21","103",0.0117156386512763,0.156
"1056",7.9,"21","105",0.0124982268834608,0.158
"1057",6.7,"21","107",0.0735071267810092,0.183
"1058",6.7,"21","109",0.0370332350745834,0.201
"1059",8,"21","111",0.0648099670411552,0.131
"1060",7.7,"21","113",0.0769438153056759,0.135
"1061",6.8,"21","115",0.0180524176239008,0.203
"1062",7.9,"21","117",0.0727767934755034,0.13
"1063",6.5,"21","119",0.00607672550195199,0.225
"1064",4.4,"21","121",0.179026101661417,0.238
"1065",7.1,"21","123",0.0674885995230136,0.168
"1066",6.4,"21","125",0.111777647539348,0.177
"1067",6.2,"21","127",0.0571559596018043,0.214
"1068",6.2,"21","129",0.000113575417136662,0.239
"1069",5.7,"21","131",0.0493810107764242,0.242
"1070",NA,"21","133",NA,0.237
"1071",6.8,"21","135",0.00537387925527944,0.212
"1072",7,"21","137",0.0890971560303154,0.162
"1073",6.8,"21","139",0.0666459779627566,0.184
"1074",7.9,"21","141",0.0336209403460753,0.148
"1075",7.7,"21","143",0.0102594461980761,0.17
"1076",6.7,"21","145",0.151730208487605,0.145
"1077",6.3,"21","147",0.0187114811638327,0.229
"1078",8.6,"21","149",0.0103031550617317,0.129
"1079",7,"21","151",0.119999055539084,0.148
"1080",5.6,"21","153",0.0144563612256792,0.263
"1081",6.8,"21","155",0.0719283083179178,0.18
"1082",8.1,"21","157",0.0287568223098723,0.141
"1083",6.5,"21","159",0.0082161152721513,0.221
"1084",7.1,"21","161",0.0693897591873222,0.167
"1085",7.6,"21","163",0.0577292072449121,0.151
"1086",6.7,"21","165",0.00275389499114009,0.215
"1087",8,"21","167",0.0538309901259888,0.132
"1088",7.3,"21","169",0.00476170748645517,0.187
"1089",7.2,"21","171",0.0172134531831785,0.186
"1090",7.1,"21","173",0.0631962567858519,0.17
"1091",6.8,"21","175",0.0414153218020338,0.192
"1092",7.2,"21","177",0.0516740979819837,0.171
"1093",8.7,"21","179",0.0131457393925334,0.123
"1094",7.7,"21","181",0.00295709350413111,0.172
"1095",7.8,"21","183",0.0287939778804217,0.156
"1096",9.1,"21","185",0.0504247219196763,0.084
"1097",7.9,"21","187",0.0444718991453262,0.144
"1098",5.8,"21","189",0.0139534683550253,0.252
"1099",7.9,"21","191",0.00203736733061974,0.162
"1100",6.7,"21","193",0.00820531678953011,0.214
"1101",6.8,"21","195",0.000589639743919705,0.213
"1102",7.3,"21","197",1.3311594569927e-05,0.191
"1103",6.6,"21","199",0.0789408103090658,0.186
"1104",4.4,"21","201",0.293475997344102,0.183
"1105",7.2,"21","203",0.00239517085613673,0.196
"1106",7.3,"21","205",0.013468327452991,0.186
"1107",7,"21","207",0.0238849355738627,0.191
"1108",8.2,"21","209",0.0727038598839196,0.117
"1109",9,"21","211",0.00343152534505696,0.113
"1110",7.7,"21","213",0.0678472266843207,0.141
"1111",NA,"21","215",NA,0.112
"1112",7.7,"21","217",0.0288005211938784,0.158
"1113",7.6,"21","219",0.032557369421849,0.163
"1114",7.5,"21","221",0.0159906577944864,0.174
"1115",NA,"21","223",NA,0.153
"1116",5.3,"21","225",0.199772223754827,0.187
"1117",7.7,"21","227",0.0545697227054308,0.148
"1118",7.7,"21","229",0.0516387431274041,0.147
"1119",5.9,"21","231",0.0984789840564881,0.206
"1120",6.4,"21","233",0.105930799162406,0.18
"1121",6.9,"21","235",0.0245441990804773,0.199
"1122",5.2,"21","237",0.0269308141978256,0.273
"1123",7.7,"21","239",0.120777808447899,0.117
"1124",6.9,"22","001",0.0318567598165505,0.195
"1125",6.4,"22","003",0.112436397927703,0.179
"1126",8,"22","005",0.099343578447635,0.115
"1127",8.1,"22","007",0.00582532434337056,0.151
"1128",5.6,"22","009",0.115655300509021,0.212
"1129",6,"22","011",0.20597160928547,0.152
"1130",5,"22","013",0.194992134291084,0.204
"1131",7,"22","015",0.109277754904493,0.152
"1132",6.2,"22","017",0.160405350974768,0.167
"1133",6.8,"22","019",0.130310309739312,0.152
"1134",6.8,"22","021",0.0387102368699489,0.194
"1135",7.7,"22","023",0.0585730585872847,0.145
"1136",6.2,"22","025",0.136084088669733,0.177
"1137",6.1,"22","027",0.120054382200446,0.189
"1138",4.5,"22","029",0.207816294764902,0.218
