"","v133_rawvalue","statecode","countycode","v133_numerator","v133_denominator"
"1139",6.8,"22","031",0.0925702966124771,0.168
"1140",7.2,"22","033",0.117206670416911,0.141
"1141",4.2,"22","035",0.218069925307453,0.229
"1142",8.6,"22","037",0.00437135889134845,0.13
"1143",6,"22","039",0.0628934685404542,0.22
"1144",6,"22","041",0.130328490812811,0.187
"1145",7,"22","043",0.0884432582896192,0.161
"1146",7,"22","045",0.0582483670662838,0.178
"1147",8.2,"22","047",0.0196622019675676,0.143
"1148",6,"22","049",0.10726576763895,0.199
"1149",7.6,"22","051",0.0483120938334906,0.154
"1150",7.2,"22","053",0.0797562570442333,0.159
"1151",7.3,"22","055",0.0927445204851328,0.148
"1152",7.1,"22","057",0.0843302925897592,0.161
"1153",7,"22","059",0.121107603489186,0.149
"1154",5.5,"22","061",0.193986982443343,0.181
"1155",7.7,"22","063",0.0780573456263604,0.138
"1156",6.3,"22","065",0.0306356029019079,0.222
"1157",5.8,"22","067",0.1391896173238,0.193
"1158",6.1,"22","069",0.15265064939217,0.172
"1159",7,"22","071",0.0878299857286178,0.164
"1160",6.1,"22","073",0.154438033301854,0.172
"1161",6.1,"22","075",0.203269280143689,0.149
"1162",6.5,"22","077",0.105418541492078,0.177
"1163",6,"22","079",0.19126064537464,0.161
"1164",7.4,"22","081",0.0386421524675791,0.17
"1165",6.9,"22","083",0.0679411969369853,0.175
"1166",5.9,"22","085",0.120549374454033,0.198
"1167",5.8,"22","087",0.161815656724092,0.184
"1168",7.6,"22","089",0.112793070711764,0.124
"1169",6.7,"22","091",0.0274095648513325,0.205
"1170",8.1,"22","093",0.0867186698786847,0.113
"1171",7.4,"22","095",0.125583581586555,0.126
"1172",6.4,"22","097",0.109248056357396,0.182
"1173",7.5,"22","099",0.0571630037066681,0.154
"1174",6.5,"22","101",0.103926366566605,0.179
"1175",7.6,"22","103",0.0783768099460867,0.141
"1176",6,"22","105",0.166847871124843,0.17
"1177",2.8,"22","107",0.388995934816875,0.21
"1178",6.9,"22","109",0.105801341105802,0.16
"1179",5.7,"22","111",0.154073855024952,0.189
"1180",7.3,"22","113",0.0370316985783958,0.173
"1181",5,"22","115",0.221693937556282,0.189
"1182",6.8,"22","117",0.0389980257203339,0.194
"1183",5.4,"22","119",0.18633451861658,0.19
"1184",7.9,"22","121",0.072838966635131,0.129
"1185",7.3,"22","123",0.0216265415900941,0.181
"1186",7.3,"22","125",0.148571026892767,0.122
"1187",7.1,"22","127",0.0561533359155395,0.173
"1188",8.2,"23","001",0.0246714198517806,0.138
"1189",7.4,"23","003",0.0485665267498123,0.162
"1190",8.8,"23","005",0.0351272659135871,0.106
"1191",7.9,"23","007",0.055417093815029,0.136
"1192",8.5,"23","009",0.0164907132174193,0.127
"1193",8.3,"23","011",0.0199500000776872,0.136
"1194",8.7,"23","013",0.0166171922421431,0.119
"1195",8.8,"23","015",0.00924400503954469,0.118
"1196",7.7,"23","017",0.0549682611818337,0.146
"1197",7.8,"23","019",0.0575557795400622,0.143
"1198",7.8,"23","021",0.0168163713744863,0.162
"1199",8.6,"23","023",0.0284519716357455,0.117
"1200",7.5,"23","025",0.0389891421094331,0.162
"1201",8.1,"23","027",0.0377993723568059,0.139
"1202",7.2,"23","029",0.0474553980139473,0.171
"1203",8.6,"23","031",0.0334229440052384,0.116
"1204",6.7,"24","001",0.0974445992842295,0.173
"1205",8.8,"24","003",0.0413712831920168,0.105
"1206",8.4,"24","005",0.0442408417278511,0.121
"1207",8.9,"24","009",0.0522963723257542,0.095
"1208",7.9,"24","011",0.0402017994593777,0.145
"1209",8.7,"24","013",0.0300852343161195,0.114
"1210",7.8,"24","015",0.0654092376653277,0.137
"1211",9.2,"24","017",0.0518392357756737,0.079
"1212",7.6,"24","019",0.0498931250990768,0.153
"1213",8.7,"24","021",0.0311369784107934,0.111
"1214",7.7,"24","023",0.0416477058882399,0.155
"1215",8.6,"24","025",0.0466205214753659,0.112
"1216",9.2,"24","027",0.0189041109113374,0.097
"1217",8.4,"24","029",0.00385883782208783,0.138
"1218",8.9,"24","031",0.0183188779734595,0.111
"1219",9.1,"24","033",0.0345914641177774,0.093
"1220",8.6,"24","035",0.0360815990484529,0.115
"1221",8.5,"24","037",0.0415598505110041,0.118
"1222",7.4,"24","039",0.0547426690435545,0.161
"1223",8.1,"24","041",0.0325155872567656,0.139
"1224",7.6,"24","043",0.0549696129050113,0.151
"1225",7.5,"24","045",0.0905475752813619,0.139
"1226",7.8,"24","047",0.0603103990192924,0.139
"1227",7.9,"24","510",0.0181111008994873,0.155
"1228",8.6,"25","001",0.0914673614086254,0.091
"1229",8.4,"25","003",0.0601280139402898,0.112
"1230",8.6,"25","005",0.0409676034830982,0.114
"1231",8.7,"25","007",0.0882724161043837,0.087
"1232",8.9,"25","009",0.0410174440535362,0.101
"1233",8.4,"25","011",0.0534119223111855,0.116
"1234",8.1,"25","013",0.0480097597416496,0.133
"1235",8.2,"25","015",0.124956948242559,0.093
"1236",9.4,"25","017",0.0257333395836433,0.083
"1237",9.5,"25","019",0.0284917569487156,0.08
"1238",9.5,"25","021",0.0359939748180286,0.076
"1239",9.3,"25","023",0.0480516281736668,0.076
"1240",8.8,"25","025",0.00209738280980105,0.122
"1241",8.8,"25","027",0.0512088091347646,0.101
"1242",6.9,"26","001",0.0616263043836698,0.181
"1243",7.6,"26","003",0.0489345751323416,0.156
"1244",8.4,"26","005",0.047275383215801,0.121
"1245",7,"26","007",0.0610052901009574,0.176
"1246",8.4,"26","009",0.000613777401997142,0.14
"1247",7.7,"26","011",1.81107221856499e-05,0.173
"1248",7.4,"26","013",0.0451290676492336,0.166
"1249",8.8,"26","015",6.67917153831741e-05,0.125
"1250",7.4,"26","017",0.0525443898969618,0.162
"1251",NA,"26","019",NA,0.141
"1252",7.2,"26","021",0.0956250337621745,0.149
"1253",7.5,"26","023",0.0638895989102452,0.153
"1254",7,"26","025",0.113983444747507,0.151
"1255",8,"26","027",0.0323048436702594,0.146
"1256",8.5,"26","029",0.00399248469036665,0.133
"1257",7.4,"26","031",0.0387338312631868,0.17
"1258",6.8,"26","033",0.081391861822247,0.174
"1259",6.8,"26","035",0.0132489658799743,0.206
"1260",7.8,"26","037",0.0985775541573127,0.122
"1261",7.4,"26","039",0.0218686719384482,0.177
"1262",7.4,"26","041",0.0505295182661286,0.163
"1263",7.6,"26","043",0.076438031621964,0.14
"1264",7.8,"26","045",0.0879647500612501,0.128
"1265",7.8,"26","047",0.0631828368723763,0.137
"1266",6.8,"26","049",0.114141691508797,0.16
"1267",7.2,"26","051",0.0557688156524523,0.168
"1268",7.5,"26","053",0.048630427177956,0.16
"1269",8,"26","055",0.0535983534770989,0.134
"1270",6.4,"26","057",0.165485003597302,0.153
"1271",7.8,"26","059",0.0226160551572617,0.156
"1272",7.7,"26","061",0.0509585624781102,0.15
"1273",7.4,"26","063",0.0801644395555985,0.147
"1274",6.7,"26","065",0.143165781486081,0.149
"1275",7.9,"26","067",0.0686011737217884,0.133
"1276",7,"26","069",0.0528672439061894,0.178
"1277",7.1,"26","071",0.0578846181500654,0.172
"1278",7.1,"26","073",0.0496678367802099,0.176
"1279",7.2,"26","075",0.108549373173784,0.143
"1280",7.7,"26","077",0.0807171932526203,0.135
"1281",7.7,"26","079",0.0180407719442979,0.166
"1282",8.4,"26","081",0.038549754776844,0.124
"1283",7.9,"26","083",0.0724242274367764,0.128
"1284",7.1,"26","085",0.00596876967007935,0.198
"1285",8.3,"26","087",0.0206917507535509,0.134
"1286",8.8,"26","089",0.0113660128793155,0.118
"1287",7.4,"26","091",0.103063560589917,0.138
"1288",8.9,"26","093",0.0361888411225557,0.101
"1289",6.3,"26","095",0.10916346479486,0.185
"1290",5.9,"26","097",0.139790101225816,0.187
"1291",8.1,"26","099",0.0585257726548753,0.126
"1292",7.9,"26","101",0.0213008652179854,0.153
"1293",7.7,"26","103",0.0510454685573312,0.15
"1294",7.1,"26","105",0.0904511200065274,0.159
"1295",6.3,"26","107",0.153683500227271,0.166
"1296",7.8,"26","109",0.0534394995453686,0.145
"1297",8,"26","111",0.0472493571266293,0.137
"1298",8,"26","113",0.0172822307232872,0.153
"1299",8.1,"26","115",0.0321411836338577,0.14
"1300",8.2,"26","117",0.0104338837731662,0.147
"1301",6.9,"26","119",0.0119003491089217,0.202
"1302",6.6,"26","121",0.173225977636364,0.141
"1303",7.8,"26","123",0.0177565357419128,0.162
"1304",8.6,"26","125",0.0437092396074557,0.11
"1305",7.4,"26","127",0.0437029366852722,0.164
"1306",7.4,"26","129",0.000236508435970561,0.188
"1307",6.3,"26","131",0.131980855575926,0.173
"1308",7.8,"26","133",0.000269463907285862,0.167
"1309",7.4,"26","135",0.00558827133681927,0.183
"1310",7.1,"26","137",0.105969646185033,0.151
"1311",8.3,"26","139",0.0785701188263972,0.109
"1312",7.2,"26","141",0.0626796860564605,0.167
"1313",6.6,"26","143",0.0588650085530571,0.196
"1314",6.7,"26","145",0.113765586753064,0.165
"1315",7.1,"26","147",0.122467737009548,0.144
"1316",7.6,"26","149",0.0551032291438067,0.153
"1317",7.3,"26","151",0.0490613188248065,0.166
"1318",5.5,"26","153",0.185750286725926,0.185
"1319",7.3,"26","155",0.0967038553770091,0.147
"1320",7.3,"26","157",0.0679711939858186,0.157
"1321",8,"26","159",0.0170669611672045,0.15
"1322",8.1,"26","161",0.0606227130326563,0.125
"1323",7.6,"26","163",0.0453421984786189,0.154
"1324",7.2,"26","165",0.0840147841288311,0.158
"1325",7.5,"27","001",0.113392670909989,0.13
"1326",9.3,"27","003",0.0651166401573001,0.072
"1327",7.8,"27","005",0.127632714626763,0.107
"1328",7,"27","007",0.157308525796447,0.129
"1329",8.5,"27","009",0.079218772981644,0.1
"1330",8.1,"27","011",0.0983894438476684,0.108
"1331",7.4,"27","013",0.169889427844347,0.106
"1332",9.1,"27","015",0.0404333018467172,0.089
"1333",8.5,"27","017",0.0421968920219546,0.115
"1334",9.8,"27","019",0.0376817187897375,0.06
"1335",8.4,"27","021",0.0521077266263946,0.115
"1336",8.5,"27","023",0.0508338875446152,0.113
"1337",9.3,"27","025",0.048904735219465,0.079
"1338",8.7,"27","027",0.0455958360423678,0.108
"1339",7.1,"27","029",0.151487194033055,0.131
"1340",8.4,"27","031",0.0892903088082049,0.1
"1341",8.8,"27","033",0.0206266040304812,0.114
"1342",8.7,"27","035",0.0373042776781377,0.108
"1343",9.5,"27","037",0.0465559813981226,0.071
"1344",9.6,"27","039",0.0335646793947302,0.07
"1345",8.8,"27","041",0.0692100485773832,0.091
"1346",8.7,"27","043",0.0446513952108688,0.107
"1347",9.5,"27","045",0.00742590682512572,0.09
"1348",8.5,"27","047",0.0829569442824607,0.1
"1349",9.2,"27","049",0.0300567853454293,0.09
"1350",7.7,"27","051",0.142848454649704,0.104
"1351",9.2,"27","053",0.0381507868725018,0.087
"1352",9.4,"27","055",0.025492123035398,0.084
"1353",8.4,"27","057",0.0630276345584146,0.11
"1354",8.6,"27","059",0.0776117015473399,0.095
"1355",7.9,"27","061",0.0870401938952537,0.122
"1356",8.9,"27","063",0.0538611702171429,0.095
"1357",8.6,"27","065",0.0430579687301428,0.11
"1358",7.9,"27","067",0.131995159905826,0.1
"1359",8.5,"27","069",0.081016396513324,0.098
"1360",7.4,"27","071",0.138685829783021,0.123
"1361",9,"27","073",0.0340129176010595,0.098
"1362",8.7,"27","075",0.0347782668517784,0.11
"1363",8.3,"27","077",0.0873128280994118,0.103
"1364",9.4,"27","079",0.014798202754158,0.087
"1365",9.1,"27","081",0.0292556977418963,0.098
"1366",7.7,"27","083",0.145489820282954,0.106
"1367",8.2,"27","085",0.119269433380566,0.093
"1368",6.3,"27","087",0.166282662481168,0.157
"1369",7.8,"27","089",0.156158338977528,0.093
"1370",8.1,"27","091",0.0763097101899068,0.117
"1371",8.7,"27","093",0.078239863255939,0.089
"1372",8.6,"27","095",0.0261951380133616,0.119
"1373",8.1,"27","097",0.093405979061332,0.109
"1374",8.7,"27","099",0.0583742598239189,0.102
"1375",9.1,"27","101",0.0375425865939263,0.09
"1376",8.4,"27","103",0.0977741227430041,0.095
"1377",8.2,"27","105",0.0989412687103033,0.106
"1378",8.3,"27","107",0.0917595306076275,0.101
"1379",9.5,"27","109",0.024484826374787,0.08
"1380",8.7,"27","111",0.059728008246727,0.098
"1381",8.7,"27","113",0.0504006103550248,0.106
"1382",8.5,"27","115",0.0430700268613479,0.117
"1383",8.2,"27","117",0.0921788933520062,0.106
"1384",8.2,"27","119",0.085637012181829,0.111
"1385",9,"27","121",0.0302962190783374,0.098
"1386",8.7,"27","123",0.0521415291360617,0.105
"1387",6.6,"27","125",0.262556480460865,0.101
"1388",8.2,"27","127",0.116646648597011,0.096
"1389",8.3,"27","129",0.0929889584623955,0.103
"1390",9,"27","131",0.0633284200433273,0.086
"1391",9.1,"27","133",0.0421736402516701,0.088
"1392",8.5,"27","135",0.0904613896989034,0.095
"1393",8,"27","137",0.0914981360165884,0.115
"1394",9.7,"27","139",0.0427302477076836,0.062
"1395",9.5,"27","141",0.0386958088009576,0.072
"1396",9.3,"27","143",0.00801939461005904,0.096
"1397",8.5,"27","145",0.0735122098321462,0.102
"1398",9,"27","147",0.05122976412118,0.088
"1399",9,"27","149",0.0344115286053149,0.096
"1400",8.3,"27","151",0.0729309580160465,0.113
"1401",7.9,"27","153",0.113845607150918,0.109
"1402",9,"27","155",0.0370582241215319,0.098
"1403",9.3,"27","157",0.0215177144141592,0.089
"1404",8.6,"27","159",0.0225133052299057,0.12
"1405",8.3,"27","161",0.12693087524417,0.088
"1406",9.5,"27","163",0.0610607219930624,0.065
"1407",9,"27","165",0.0110107973142075,0.109
"1408",8.5,"27","167",0.056798928758697,0.111
"1409",9,"27","169",0.030245435430639,0.099
"1410",9.7,"27","171",0.0290976607292887,0.068
"1411",8.4,"27","173",0.0945070405939539,0.097
"1412",5.6,"28","001",0.154034069486859,0.195
"1413",6.1,"28","003",0.0780585322045388,0.207
"1414",5.9,"28","005",0.0681063032709165,0.224
"1415",5.7,"28","007",0.154084510550052,0.192
"1416",5.7,"28","009",0.16956796801709,0.185
"1417",3.9,"28","011",0.278196698534214,0.212
"1418",7,"28","013",0.0114933397623722,0.199
"1419",5,"28","015",0.204190312810254,0.199
"1420",6.4,"28","017",0.0579924028819768,0.205
"1421",6.5,"28","019",0.0635623416809158,0.195
"1422",6.4,"28","021",0.0914879042997632,0.19
"1423",6.4,"28","023",0.063934139912115,0.201
"1424",6.8,"28","025",0.112213359200538,0.162
"1425",4.9,"28","027",0.159494996694391,0.223
"1426",6.2,"28","029",0.136225771835117,0.177
"1427",NA,"28","031",NA,0.193
"1428",7.4,"28","033",0.109866783517678,0.134
"1429",6.1,"28","035",0.0902237965219703,0.202
"1430",5.1,"28","037",0.150322594958897,0.22
"1431",6.2,"28","039",0.0567748331615295,0.216
"1432",6.7,"28","041",0.0169005233193773,0.21
"1433",6.7,"28","043",0.0591717128629791,0.191
"1434",5.9,"28","045",0.1544761836186,0.182
"1435",5.7,"28","047",0.148323323997015,0.194
"1436",6.4,"28","049",0.14847583975672,0.161
"1437",4.2,"28","051",0.184739884629563,0.246
"1438",5.1,"28","053",0.118708430615141,0.234
"1439",4.8,"28","055",0.154204826134663,0.233
"1440",7.2,"28","057",0.0660579388387156,0.163
"1441",6.2,"28","059",0.116169928217484,0.188
"1442",7.3,"28","061",0.0523779812714784,0.165
"1443",6,"28","063",0.0451206549571821,0.227
"1444",6.5,"28","065",0.0956827889639221,0.182
"1445",6.4,"28","067",0.0905347170641045,0.19
"1446",4.9,"28","069",0.239701468688962,0.186
"1447",6.3,"28","071",0.167986382906545,0.158
"1448",6.6,"28","073",0.104082681174437,0.173
"1449",5.3,"28","075",0.173443342093866,0.202
"1450",6,"28","077",0.0820865209054157,0.213
"1451",6,"28","079",0.113986092890364,0.195
"1452",7.3,"28","081",0.0689205729991009,0.158
"1453",4.8,"28","083",0.208332764970035,0.206
"1454",6.6,"28","085",0.0737239184003955,0.19
"1455",6.3,"28","087",0.147786359035797,0.169
"1456",8.2,"28","089",0.0420733695888252,0.13
"1457",6.4,"28","091",0.0611500440961031,0.203
"1458",6.6,"28","093",0.101865429705886,0.177
"1459",7.4,"28","095",0.038694679763749,0.169
"1460",6.1,"28","097",0.100009764937145,0.198
"1461",6.4,"28","099",0.0200994534305362,0.222
"1462",6.1,"28","101",0.0899036787008527,0.201
"1463",6.7,"28","103",0.0721789480925357,0.185
"1464",5.4,"28","105",0.19405966702707,0.184
"1465",6.4,"28","107",0.106212660858996,0.181
"1466",6.7,"28","109",0.0571919948535573,0.191
"1467",5.5,"28","111",0.0987794224730213,0.226
"1468",6.1,"28","113",0.0570481406192521,0.217
"1469",6.7,"28","115",0.0616557842305275,0.188
"1470",7.1,"28","117",0.0323547986319876,0.186
"1471",0.4,"28","119",0.625999177316993,0.208
"1472",7.5,"28","121",0.0825487580294602,0.143
"1473",5.6,"28","123",0.162088183695578,0.191
"1474",6.5,"28","125",0.046526349759834,0.207
"1475",7,"28","127",0.065248221831967,0.176
"1476",6.9,"28","129",0.0543279558419592,0.184
"1477",5.6,"28","131",0.125792659209509,0.208
"1478",4.6,"28","133",0.249413696641097,0.197
"1479",4.1,"28","135",0.313831227642964,0.19
"1480",6.3,"28","137",0.140710664767589,0.172
"1481",6.9,"28","139",0.0185350796284515,0.2
"1482",NA,"28","141",NA,0.214
"1483",6.4,"28","143",0.0842897790125787,0.193
"1484",7.1,"28","145",0.0570424808947093,0.174
"1485",6,"28","147",0.120380889677802,0.194
"1486",6.8,"28","149",0.0855556943892805,0.173
"1487",4.8,"28","151",0.176469266398605,0.22
"1488",6.5,"28","153",0.0705377765611407,0.192
"1489",7,"28","155",0.0360700598034768,0.186
"1490",6.5,"28","157",0.0849871842809313,0.185
"1491",5.8,"28","159",0.102586737566405,0.21
"1492",6.5,"28","161",0.0922201348704974,0.186
"1493",4.6,"28","163",0.203426203495547,0.218
"1494",6.9,"29","001",0.115329157796437,0.157
"1495",8.3,"29","003",0.0462102866638225,0.122
"1496",8,"29","005",0.0153945259642507,0.15
"1497",6.7,"29","007",0.0938915323904099,0.174
"1498",6.8,"29","009",0.0846640922129043,0.173
"1499",4.4,"29","011",0.272831986423549,0.195
"1500",6.7,"29","013",0.0865353331932395,0.176
"1501",7,"29","015",0.0517781236463059,0.181
"1502",6.7,"29","017",0.116041813609575,0.165
"1503",7.4,"29","019",0.0998810369633393,0.141
"1504",6.7,"29","021",0.115672686094587,0.166
"1505",6.3,"29","023",0.0862047839251765,0.195
"1506",7.2,"29","025",0.0783981452579134,0.159
"1507",7.9,"29","027",0.0781925323147999,0.129
"1508",7.4,"29","029",0.061768891006098,0.156
"1509",7.4,"29","031",0.0951932974418519,0.144
"1510",7.6,"29","033",0.0912771921733455,0.136
"1511",4.1,"29","035",0.263422588681226,0.211
"1512",8,"29","037",0.0848585931817136,0.121
"1513",6.3,"29","039",0.10980417351434,0.186
"1514",8.1,"29","041",0.025053685396742,0.145
"1515",8,"29","043",0.0684404423214345,0.128
"1516",7.9,"29","045",0.0448809637117663,0.142
"1517",8.2,"29","047",0.0586101426058212,0.124
"1518",8,"29","049",0.0306816329659538,0.143
"1519",7.9,"29","051",0.0890106357653296,0.124
"1520",7.3,"29","053",0.100187858959089,0.145
"1521",7.4,"29","055",0.0354265781728742,0.172
"1522",7.6,"29","057",0.0392611325051911,0.161
"1523",6,"29","059",0.141285128021786,0.183
"1524",7.7,"29","061",0.0542379950740781,0.146
"1525",7.8,"29","063",0.0640414330278763,0.139
"1526",6.8,"29","065",0.0763091712805401,0.179
"1527",5.4,"29","067",0.19651984330298,0.185
"1528",6.5,"29","069",0.0539677306891677,0.202
"1529",8.4,"29","071",0.0298895288232835,0.129
"1530",8,"29","073",0.0279773016569951,0.145
"1531",7,"29","075",0.0968683183014053,0.158
"1532",7.3,"29","077",0.0797734454740186,0.155
"1533",6.4,"29","079",0.136927078787246,0.167
"1534",6.1,"29","081",0.147625720160735,0.174
"1535",6.1,"29","083",0.158708928530907,0.169
"1536",7.2,"29","085",0.0183455054984361,0.188
"1537",7.2,"29","087",0.120587048741042,0.14
"1538",7.9,"29","089",0.0631800913933797,0.136
"1539",6.1,"29","091",0.104135545728047,0.198
"1540",5.9,"29","093",0.126443239864494,0.195
"1541",7.6,"29","095",0.0783218306192059,0.141
"1542",6.8,"29","097",0.0907704690765472,0.173
"1543",7.8,"29","099",0.0834895149972757,0.127
"1544",7.3,"29","101",0.115536058280054,0.138
"1545",7.4,"29","103",0.0784665565079035,0.149
"1546",6,"29","105",0.169331087489091,0.172
"1547",7.8,"29","107",0.0681391335935495,0.135
"1548",7.4,"29","109",0.0597729490945379,0.16
"1549",6.7,"29","111",0.130001340163748,0.158
"1550",8.2,"29","113",0.0264244899742572,0.139
"1551",7.2,"29","115",0.080461626985036,0.159
"1552",8,"29","117",0.0368746569195842,0.14
"1553",7.7,"29","119",0.0180378961467573,0.164
"1554",7.1,"29","121",0.124940671765337,0.143
"1555",6.9,"29","123",0.102060462186634,0.161
"1556",7.4,"29","125",0.0191076566790617,0.177
"1557",7.4,"29","127",0.067477166443117,0.153
"1558",4.1,"29","129",0.377674144855543,0.158
"1559",7.7,"29","131",0.0168918780598926,0.166
"1560",6.9,"29","133",0.013052566976126,0.202
"1561",8.1,"29","135",0.0399211288678168,0.135
"1562",7.4,"29","137",0.0579140003640609,0.16
"1563",7.3,"29","139",0.0590583513237069,0.162
"1564",7.3,"29","141",0.0140442924345904,0.186
"1565",7.4,"29","143",0.0253410535119721,0.175
"1566",7.5,"29","145",0.0569524823554872,0.153
"1567",5,"29","147",0.313131495444138,0.15
"1568",6.1,"29","149",0.0868950817593821,0.206
"1569",8.6,"29","151",0.0363964602545759,0.115
"1570",5,"29","153",0.177406225805497,0.21
"1571",6.1,"29","155",0.0609630804243763,0.217
"1572",8,"29","157",0.0485055710980041,0.138
"1573",7.4,"29","159",0.0628401719792914,0.158
"1574",6.9,"29","161",0.0927889579210511,0.165
"1575",7,"29","163",0.0992387271556267,0.16
"1576",8.2,"29","165",0.0632082164586577,0.12
"1577",7.7,"29","167",0.010406300956685,0.167
"1578",5.7,"29","169",0.220498222163833,0.159
"1579",7.3,"29","171",0.102097898134684,0.141
"1580",8.2,"29","173",0.01557591102826,0.142
"1581",7.1,"29","175",0.060162802123778,0.171
"1582",8.1,"29","177",0.0213769401471153,0.143
"1583",5.3,"29","179",0.182456012333911,0.198
"1584",6.7,"29","181",0.0396811779942295,0.198
"1585",8.8,"29","183",0.049082641656973,0.101
"1586",7.2,"29","185",0.0358171665669608,0.18
"1587",7.2,"29","186",0.124279847128245,0.135
"1588",6.6,"29","187",0.0782415730937969,0.184
"1589",8.5,"29","189",0.0504887706404259,0.115
"1590",6.8,"29","195",0.141753155433998,0.149
"1591",4.2,"29","197",0.373383514905465,0.156
"1592",8.4,"29","199",0.0370433304236719,0.126
"1593",7.2,"29","201",0.0762434524749353,0.159
"1594",7.2,"29","203",0.0492534670186178,0.172
"1595",6.5,"29","205",0.152134653401318,0.156
"1596",7.3,"29","207",0.0319204933575539,0.177
"1597",7.5,"29","209",0.0471562181637557,0.162
"1598",7.1,"29","211",0.105121448235264,0.152
"1599",5.8,"29","213",0.17457605418543,0.177
"1600",6.7,"29","215",0.0508089922855758,0.194
"1601",5.9,"29","217",0.161560224267706,0.178
"1602",8.2,"29","219",0.0388286163308524,0.134
"1603",6.7,"29","221",0.0693258714042867,0.187
"1604",4.7,"29","223",0.177656333892368,0.226
"1605",7.8,"29","225",0.0322075352867302,0.154
"1606",7.3,"29","227",0.0532568597321165,0.168
"1607",6.4,"29","229",0.101069757464789,0.183
"1608",7.6,"29","510",0.0358474490433411,0.159
"1609",8.3,"30","001",0.0713740865005664,0.114
"1610",5.4,"30","003",0.236674131240216,0.166
"1611",6,"30","005",0.184202281706693,0.164
"1612",8.8,"30","007",0.0382074792993915,0.105
"1613",8.7,"30","009",0.0334145485364585,0.11
"1614",4.9,"30","011",0.342681556731042,0.139
"1615",7.8,"30","013",0.0986915678177882,0.12
"1616",6.5,"30","015",0.224637957931388,0.123
"1617",8.3,"30","017",0.0454180351416032,0.126
"1618",8.4,"30","019",0.0521588528546205,0.117
"1619",8,"30","021",0.119976389596709,0.102
"1620",7.4,"30","023",0.0274362472220604,0.175
"1621",8.6,"30","025",0.0502510128079315,0.108
"1622",7.4,"30","027",0.119230421022933,0.13
"1623",8.9,"30","029",0.0407474312679936,0.1
"1624",9.1,"30","031",0.0436661979806343,0.09
"1625",7.5,"30","033",0.184659863167037,0.097
"1626",5.7,"30","035",0.151131270167781,0.194
"1627",4.4,"30","037",0.403314920230974,0.134
"1628",5.2,"30","039",0.33820613487924,0.129
"1629",6.5,"30","041",0.214067994407442,0.125
"1630",8.4,"30","043",0.108497628182349,0.089
"1631",6.4,"30","045",0.221649910402417,0.128
"1632",8.3,"30","047",0.0191122257382846,0.138
"1633",8.8,"30","049",0.0426664263868404,0.102
"1634",5.7,"30","051",0.192086038684056,0.174
"1635",7.8,"30","053",0.0271282305289994,0.156
"1636",8.7,"30","055",0.127866483585712,0.067
"1637",8.4,"30","057",0.0986164738494916,0.094
"1638",4.8,"30","059",0.410468667451589,0.11
"1639",7.6,"30","061",0.0908933125373969,0.136
"1640",8.5,"30","063",0.0496694494480539,0.112
"1641",7.6,"30","065",0.12786346872736,0.118
"1642",7.9,"30","067",0.123986245715569,0.107
"1643",6.7,"30","069",0.295942722755451,0.08
"1644",7.9,"30","071",0.132840164354864,0.1
"1645",6.8,"30","073",0.129207566645491,0.154
"1646",6.8,"30","075",0.207809943791338,0.116
"1647",8.5,"30","077",0.0586681959292603,0.107
"1648",4.4,"30","079",0.347593582664923,0.16
"1649",9,"30","081",0.00892818955183774,0.112
"1650",8,"30","083",0.115860552381634,0.103
"1651",6.5,"30","085",0.0832790129772475,0.187
"1652",6.9,"30","087",0.107095992913368,0.159
"1653",6.9,"30","089",0.129600229960336,0.149
"1654",7.9,"30","091",0.118104307479998,0.107
"1655",8.3,"30","093",0.0219057785033137,0.135
"1656",9,"30","095",0.0399996731529705,0.097
"1657",9.1,"30","097",0.0510409488414013,0.085
"1658",7.1,"30","099",0.182966565376827,0.116
"1659",8.1,"30","101",0.0788929092355242,0.12
"1660",4.5,"30","103",0.447876448061178,0.109
"1661",7.4,"30","105",0.143809040967168,0.118
"1662",6.6,"30","107",0.163446498578136,0.145
"1663",4.1,"30","109",0.442493412015475,0.127
"1664",8.5,"30","111",0.0636633622856873,0.105
"1665",7.1,"31","001",0.121812123975937,0.144
"1666",8,"31","003",0.0386425173043553,0.14
"1667",5,"31","005",0.344497611576848,0.133
"1668",5.6,"31","007",0.275457583379513,0.138
"1669",5.2,"31","009",0.256249999831586,0.164
"1670",8.4,"31","011",0.034852294472604,0.123
"1671",7.5,"31","013",0.0917237935723269,0.141
"1672",7.1,"31","015",0.122969805400664,0.142
"1673",8.1,"31","017",0.0413335148807348,0.136
"1674",7.5,"31","019",0.0945365372214523,0.137
"1675",8.1,"31","021",0.00216470159549771,0.155
"1676",8.5,"31","023",0.0419740044888562,0.119
"1677",8.6,"31","025",0.0324840301724946,0.115
"1678",8.6,"31","027",0.0458977696198432,0.11
"1679",7.8,"31","029",0.0879093281146992,0.127
"1680",7.4,"31","031",0.10852863821648,0.135
"1681",7.6,"31","033",0.0542355154901586,0.152
"1682",7.9,"31","035",0.0805555283169447,0.127
"1683",7.9,"31","037",0.0931774984377228,0.119
"1684",8.3,"31","039",0.0519063122532077,0.122
"1685",6.9,"31","041",0.144115738639386,0.143
"1686",8,"31","043",0.0493878975875313,0.136
"1687",7.5,"31","045",0.0970132126654634,0.136
"1688",6.7,"31","047",0.145730574050478,0.148
