statecode,countycode,race,v147_rawvalue,v147_cilow,v147_cihigh
01,077,2,70.03889007581807,68.01088678030273,72.06689337133342
01,077,3,NA,NA,NA
01,077,4,NA,NA,NA
01,077,5,NA,NA,NA
01,077,6,NA,NA,NA
01,077,8,104.72782469722604,65.86018001531723,143.59546937913484
01,079,1,70.1786297083612,69.11557964215362,71.24167977456878
01,079,2,66.73918169818637,63.14624582333457,70.33211757303818
01,079,3,NA,NA,NA
01,079,4,NA,NA,NA
01,079,5,NA,NA,NA
01,079,6,NA,NA,NA
01,079,8,NA,NA,NA
01,081,1,78.00065148670342,77.49468107644854,78.5066218969583
01,081,2,72.47688343997275,71.4774782143113,73.4762886656342
01,081,3,NA,NA,NA
01,081,4,NA,NA,NA
01,081,5,NA,NA,NA
01,081,6,NA,NA,NA
01,081,8,92.71874874289476,82.03846346778755,103.39903401800197
01,083,1,75.43770523384383,74.84027320795623,76.03513725973143
01,083,2,77.65869782665797,75.75728145135267,79.56011420196327
01,083,3,NA,NA,NA
01,083,4,86.86267427364818,77.98647078565412,95.73887776164224
01,083,5,NA,NA,NA
01,083,6,NA,NA,NA
01,083,8,92.01729613801372,69.4720552571178,114.56253701890964
01,085,1,70.6941211142827,65.79225391566894,75.59598831289645
01,085,2,66.0132349976301,63.69297737247632,68.33349262278387
01,085,3,NA,NA,NA
01,085,4,NA,NA,NA
01,085,5,NA,NA,NA
01,085,6,NA,NA,NA
01,085,8,NA,NA,NA
01,087,1,75.0925524129817,71.72033861634213,78.46476620962127
01,087,2,69.84214487935017,68.08880869696259,71.59548106173776
01,087,3,NA,NA,NA
01,087,4,NA,NA,NA
01,087,5,NA,NA,NA
01,087,6,NA,NA,NA
01,087,8,NA,NA,NA
01,089,1,76.66884729926328,76.32511078894375,77.01258380958281
01,089,2,73.60473089602651,72.9606092056445,74.24885258640852
01,089,3,116.75086696245026,67.86698462798998,165.63474929691054
01,089,4,87.05955254252449,84.45414076533685,89.66496431971213
01,089,5,NA,NA,NA
01,089,6,119.4586815344207,77.12885790875748,161.78850516008393
01,089,8,86.10743106476626,82.78372554234767,89.43113658718485
01,091,1,73.88120102393749,71.88066239009063,75.88173965778435
01,091,2,67.52851236637413,65.73228210276899,69.32474262997927
01,091,3,NA,NA,NA
01,091,4,NA,NA,NA
01,091,5,NA,NA,NA
01,091,6,NA,NA,NA
01,091,8,NA,NA,NA
01,093,1,71.88301583916395,70.79197969514681,72.97405198318108
01,093,2,NA,NA,NA
01,093,3,NA,NA,NA
01,093,4,NA,NA,NA
01,093,5,NA,NA,NA
01,093,6,NA,NA,NA
01,093,8,NA,NA,NA
01,095,1,71.33733016019065,70.71834919383257,71.95631112654873
01,095,2,70.53296284865736,65.78377766667303,75.2821480306417
01,095,3,NA,NA,NA
01,095,4,NA,NA,NA
01,095,5,NA,NA,NA
01,095,6,NA,NA,NA
01,095,8,87.97948100161001,71.06814850364665,104.89081349957337
01,097,1,73.61646933247906,73.25145430705349,73.98148435790462
01,097,2,69.93286614290867,69.4488894001493,70.41684288566803
01,097,3,75.84420011328116,70.98060004542945,80.70780018113287
01,097,4,83.2745807460927,80.58795873056881,85.96120276161658
01,097,5,NA,NA,NA
01,097,6,95.5443714734737,77.18961203023929,113.89913091670812
01,097,8,100.89813296843572,89.2872065527214,112.50905938415004
01,099,1,72.2477954390357,70.57082043609081,73.92477044198058
01,099,2,68.61518599431106,66.32571611216267,70.90465587645946
01,099,3,NA,NA,NA
01,099,4,NA,NA,NA
01,099,5,NA,NA,NA
01,099,6,NA,NA,NA
01,099,8,NA,NA,NA
01,101,1,75.51692390347667,74.89682640069532,76.13702140625801
01,101,2,70.77930919039447,70.23888260433567,71.31973577645327
01,101,3,NA,NA,NA
01,101,4,87.36515053413633,82.09597972131722,92.63432134695545
01,101,5,NA,NA,NA
01,101,6,112.31244505063755,66.35436106454824,158.27052903672686
01,101,8,80.29286467785577,75.13549234763272,85.45023700807883
01,103,1,72.89668295425264,72.30818211712231,73.48518379138297
01,103,2,68.84154753319872,67.15796958067497,70.52512548572247
01,103,3,NA,NA,NA
01,103,4,NA,NA,NA
01,103,5,NA,NA,NA
01,103,6,NA,NA,NA
01,103,8,81.80127564291243,75.49406345976749,88.10848782605737
01,105,1,74.61083307200943,71.74544721782303,77.47621892619583
01,105,2,66.80231323742917,64.18922262878922,69.41540384606913
01,105,3,NA,NA,NA
01,105,4,NA,NA,NA
01,105,5,NA,NA,NA
01,105,6,NA,NA,NA
01,105,8,NA,NA,NA
01,107,1,72.94007732882292,71.12898965124191,74.75116500640394
01,107,2,68.37649105206748,66.16616372662553,70.58681837750943
01,107,3,NA,NA,NA
01,107,4,NA,NA,NA
01,107,5,NA,NA,NA
01,107,6,NA,NA,NA
01,107,8,NA,NA,NA
01,109,1,72.96899733885537,71.65638047505088,74.28161420265987
01,109,2,68.27049932366744,66.52600008200902,70.01499856532585
01,109,3,NA,NA,NA
01,109,4,NA,NA,NA
01,109,5,NA,NA,NA
01,109,6,NA,NA,NA
01,109,8,NA,NA,NA
01,111,1,73.15993744346578,71.80731242554472,74.51256246138684
01,111,2,71.36714901274624,68.5785586851903,74.15573934030218
01,111,3,NA,NA,NA
01,111,4,NA,NA,NA
01,111,5,NA,NA,NA
01,111,6,NA,NA,NA
01,111,8,NA,NA,NA
01,113,1,69.56354409134418,68.46350400887103,70.66358417381734
01,113,2,71.43037992169253,70.27857527605687,72.5821845673282
01,113,3,NA,NA,NA
01,113,4,NA,NA,NA
01,113,5,NA,NA,NA
01,113,6,NA,NA,NA
01,113,8,77.49112052886936,74.32749679921389,80.65474425852483
01,115,1,72.60237814378752,71.98542951532814,73.2193267722469
01,115,2,70.67125818506068,68.68810301802574,72.65441335209562
01,115,3,NA,NA,NA
01,115,4,NA,NA,NA
01,115,5,NA,NA,NA
01,115,6,NA,NA,NA
01,115,8,NA,NA,NA
01,117,1,79.33824125582956,78.89315454095153,79.78332797070759
01,117,2,75.42468113149985,74.25141064728258,76.59795161571712
01,117,3,NA,NA,NA
01,117,4,88.23376059650234,83.02247128259675,93.44504991040792
01,117,5,NA,NA,NA
01,117,6,NA,NA,NA
01,117,8,101.88654065984954,84.703470189873,119.06961112982609
01,119,1,77.51268046010382,73.36024679042231,81.66511412978534
01,119,2,68.55047584144222,66.20619235682469,70.89475932605976
01,119,3,NA,NA,NA
01,119,4,NA,NA,NA
01,119,5,NA,NA,NA
01,119,6,NA,NA,NA
01,119,8,NA,NA,NA
01,121,1,70.75517880107223,69.91446396858873,71.59589363355573
01,121,2,68.74406643555936,67.54189918174863,69.94623368937009
01,121,3,NA,NA,NA
01,121,4,NA,NA,NA
01,121,5,NA,NA,NA
01,121,6,NA,NA,NA
01,121,8,NA,NA,NA
01,123,1,73.14414347940436,72.01311091130128,74.27517604750744
01,123,2,71.08504577667871,69.32825382716325,72.84183772619417
01,123,3,NA,NA,NA
01,123,4,NA,NA,NA
01,123,5,NA,NA,NA
01,123,6,NA,NA,NA
01,123,8,NA,NA,NA
01,125,1,75.75955157775616,75.28737594186182,76.23172721365049
01,125,2,71.7036344472297,70.97166310680751,72.4356057876519
01,125,3,NA,NA,NA
01,125,4,84.22537522160466,78.73393665069145,89.71681379251788
01,125,5,NA,NA,NA
01,125,6,NA,NA,NA
01,125,8,98.82183329379608,75.38490679784138,122.25875978975077
01,127,1,67.52933743709977,66.78247754758802,68.27619732661152
01,127,2,65.98932267053435,63.42716493933559,68.55148040173312
01,127,3,NA,NA,NA
01,127,4,NA,NA,NA
01,127,5,NA,NA,NA
01,127,6,NA,NA,NA
01,127,8,NA,NA,NA
01,129,1,73.24935874610286,71.47315443401675,75.02556305818896
01,129,2,70.35864216366997,66.96101510243142,73.75626922490852
01,129,3,NA,NA,NA
01,129,4,NA,NA,NA
01,129,5,NA,NA,NA
01,129,6,NA,NA,NA
01,129,8,NA,NA,NA
01,131,1,73.10416086643998,68.76570953014523,77.44261220273474
01,131,2,66.1792503864693,63.87274912533042,68.48575164760818
01,131,3,NA,NA,NA
01,131,4,NA,NA,NA
01,131,5,NA,NA,NA
01,131,6,NA,NA,NA
01,131,8,NA,NA,NA
01,133,1,72.14293094229866,70.90681150902059,73.37905037557674
01,133,2,NA,NA,NA
01,133,3,NA,NA,NA
01,133,4,NA,NA,NA
01,133,5,NA,NA,NA
01,133,6,NA,NA,NA
01,133,8,NA,NA,NA
02,000,1,78.66017309200856,78.3724161523291,78.94793003168803
02,000,2,75.80941132317365,74.46543932879882,77.15338331754847
02,000,3,65.13751114585642,64.52955063919477,65.74547165251808
02,000,4,85.57065596958739,84.13312156360843,87.00819037556636
02,000,5,67.38713459607173,64.98763375294774,69.78663543919572
02,000,6,74.7802950722898,73.30430689516959,76.25628324941002
02,000,8,85.02890558166122,82.59618890945886,87.46162225386358
02,013,1,NA,NA,NA
02,013,2,NA,NA,NA
02,013,3,NA,NA,NA
02,013,4,NA,NA,NA
02,013,5,NA,NA,NA
02,013,6,NA,NA,NA
02,013,8,NA,NA,NA
02,016,1,NA,NA,NA
02,016,2,NA,NA,NA
02,016,3,NA,NA,NA
02,016,4,NA,NA,NA
02,016,5,NA,NA,NA
02,016,6,NA,NA,NA
02,016,8,NA,NA,NA
02,020,1,78.77367873854239,78.30879109333627,79.2385663837485
02,020,2,73.67831896665669,72.22821793908668,75.1284199942267
02,020,3,61.806340618161485,60.642583930763124,62.97009730555985
02,020,4,83.76269477789369,82.22943428426576,85.2959552715216
02,020,5,63.959781537850816,61.98735048898408,65.93221258671755
02,020,6,71.10504191058551,69.29949988397458,72.91058393719645
02,020,8,82.8419305764279,80.40921067323927,85.27465047961653
02,050,1,NA,NA,NA
02,050,2,NA,NA,NA
02,050,3,67.15624131004749,65.53249601467037,68.77998660542461
02,050,4,NA,NA,NA
02,050,5,NA,NA,NA
02,050,6,NA,NA,NA
02,050,8,NA,NA,NA
02,060,1,NA,NA,NA
02,060,2,NA,NA,NA
02,060,3,NA,NA,NA
02,060,4,NA,NA,NA
02,060,5,NA,NA,NA
02,060,6,NA,NA,NA
02,060,8,NA,NA,NA
02,063,1,NA,NA,NA
02,063,2,NA,NA,NA
02,063,3,NA,NA,NA
02,063,4,NA,NA,NA
02,063,5,NA,NA,NA
02,063,6,NA,NA,NA
02,063,8,NA,NA,NA
02,066,1,NA,NA,NA
02,066,2,NA,NA,NA
02,066,3,NA,NA,NA
02,066,4,NA,NA,NA
02,066,5,NA,NA,NA
02,066,6,NA,NA,NA
02,066,8,NA,NA,NA
02,068,1,NA,NA,NA
02,068,2,NA,NA,NA
02,068,3,NA,NA,NA
02,068,4,NA,NA,NA
02,068,5,NA,NA,NA
02,068,6,NA,NA,NA
02,068,8,NA,NA,NA
02,070,1,NA,NA,NA
02,070,2,NA,NA,NA
02,070,3,64.2960525676578,60.67771071426767,67.91439442104792
02,070,4,NA,NA,NA
02,070,5,NA,NA,NA
02,070,6,NA,NA,NA
02,070,8,NA,NA,NA
02,090,1,78.90895027846939,78.08314505720226,79.73475549973652
02,090,2,80.70967145748133,75.72087212329349,85.69847079166918
02,090,3,64.64319211678088,62.465377215302475,66.82100701825928
02,090,4,86.7232780698154,77.02232921902514,96.42422692060565
02,090,5,NA,NA,NA
02,090,6,72.24296013216409,69.03625879087399,75.44966147345419
02,090,8,85.32991800532272,75.75671350959774,94.9031225010477
02,100,1,76.49899704965728,70.24612942950463,82.75186466980992
02,100,2,NA,NA,NA
02,100,3,NA,NA,NA
02,100,4,NA,NA,NA
02,100,5,NA,NA,NA
02,100,6,NA,NA,NA
02,100,8,NA,NA,NA
02,105,1,NA,NA,NA
02,105,2,NA,NA,NA
02,105,3,NA,NA,NA
02,105,4,NA,NA,NA
02,105,5,NA,NA,NA
02,105,6,NA,NA,NA
02,105,8,NA,NA,NA
02,110,1,82.04726920413613,80.70241609780469,83.39212231046757
02,110,2,NA,NA,NA
02,110,3,69.33367087751131,65.82643605453785,72.84090570048477
02,110,4,94.43205118089287,82.12718299194832,106.73691936983742
02,110,5,NA,NA,NA
02,110,6,66.96733170287148,62.61759409304894,71.31706931269402
02,110,8,82.38943196046341,69.33924117374531,95.43962274718152
02,122,1,78.70906419027317,77.77991704567029,79.63821133487605
02,122,2,NA,NA,NA
02,122,3,69.54820714486891,66.64366592056972,72.4527483691681
02,122,4,NA,NA,NA
02,122,5,NA,NA,NA
02,122,6,71.25193632675067,66.94657538425054,75.5572972692508
02,122,8,NA,NA,NA
02,130,1,77.95841137066476,75.62855298057765,80.28826976075187
02,130,2,NA,NA,NA
02,130,3,65.72836358891821,60.60891650933061,70.84781066850582
02,130,4,NA,NA,NA
02,130,5,NA,NA,NA
02,130,6,NA,NA,NA
02,130,8,NA,NA,NA
02,150,1,79.05688452047282,76.95744144422589,81.15632759671975
02,150,2,NA,NA,NA
02,150,3,NA,NA,NA
02,150,4,104.96408587181242,67.41407933656274,142.5140924070621
02,150,5,NA,NA,NA
02,150,6,NA,NA,NA
02,150,8,NA,NA,NA
02,158,1,NA,NA,NA
02,158,2,NA,NA,NA
02,158,3,64.11201070534878,61.57998097684129,66.64404043385626
02,158,4,NA,NA,NA
02,158,5,NA,NA,NA
02,158,6,NA,NA,NA
02,158,8,NA,NA,NA
02,164,1,NA,NA,NA
02,164,2,NA,NA,NA
02,164,3,NA,NA,NA
02,164,4,NA,NA,NA
02,164,5,NA,NA,NA
02,164,6,NA,NA,NA
02,164,8,NA,NA,NA
02,170,1,76.55532437013224,75.95378263695932,77.15686610330516
02,170,2,NA,NA,NA
02,170,3,67.76069150439919,65.39467343571681,70.12670957308157
02,170,4,79.560032181349,76.01000407139468,83.11006029130333
02,170,5,NA,NA,NA
02,170,6,85.103489568786,74.23232524680792,95.97465389076409
02,170,8,82.23170786365927,77.44202850512903,87.0213872221895
02,180,1,NA,NA,NA
02,180,2,NA,NA,NA
02,180,3,66.10178198361558,63.72540619156143,68.47815777566973
02,180,4,NA,NA,NA
02,180,5,NA,NA,NA
02,180,6,NA,NA,NA
02,180,8,NA,NA,NA
02,185,1,NA,NA,NA
02,185,2,NA,NA,NA
02,185,3,68.26970053470092,65.57126353021981,70.96813753918202
02,185,4,NA,NA,NA
02,185,5,NA,NA,NA
02,185,6,NA,NA,NA
02,185,8,NA,NA,NA
02,188,1,NA,NA,NA
02,188,2,NA,NA,NA
02,188,3,64.7196099685302,62.06058747181462,67.37863246524576
02,188,4,NA,NA,NA
02,188,5,NA,NA,NA
02,188,6,NA,NA,NA
02,188,8,NA,NA,NA
02,195,1,81.17782546277998,77.83745360187254,84.51819732368742
02,195,2,NA,NA,NA
02,195,3,NA,NA,NA
02,195,4,NA,NA,NA
02,195,5,NA,NA,NA
02,195,6,NA,NA,NA
02,195,8,NA,NA,NA
02,198,1,74.96983657602125,69.99870589228604,79.94096725975646
02,198,2,NA,NA,NA
02,198,3,68.2155841981828,64.33100168398265,72.10016671238294
02,198,4,NA,NA,NA
02,198,5,NA,NA,NA
02,198,6,NA,NA,NA
02,198,8,NA,NA,NA
02,220,1,81.17946148682678,79.2448499333134,83.11407304034016
02,220,2,NA,NA,NA
02,220,3,NA,NA,NA
02,220,4,NA,NA,NA
02,220,5,NA,NA,NA
02,220,6,NA,NA,NA
02,220,8,NA,NA,NA
02,230,1,NA,NA,NA
02,230,2,NA,NA,NA
02,230,3,NA,NA,NA
02,230,4,NA,NA,NA
02,230,5,NA,NA,NA
02,230,6,NA,NA,NA
02,230,8,NA,NA,NA
02,240,1,76.76288651497698,74.5971041296359,78.92866890031807
02,240,2,NA,NA,NA
02,240,3,NA,NA,NA
02,240,4,NA,NA,NA
02,240,5,NA,NA,NA
02,240,6,NA,NA,NA
02,240,8,NA,NA,NA
02,275,1,NA,NA,NA
02,275,2,NA,NA,NA
02,275,3,NA,NA,NA
02,275,4,NA,NA,NA
02,275,5,NA,NA,NA
02,275,6,NA,NA,NA
02,275,8,NA,NA,NA
02,282,1,NA,NA,NA
02,282,2,NA,NA,NA
02,282,3,NA,NA,NA
02,282,4,NA,NA,NA
02,282,5,NA,NA,NA
02,282,6,NA,NA,NA
02,282,8,NA,NA,NA
02,290,1,NA,NA,NA
02,290,2,NA,NA,NA
02,290,3,63.29714460069533,59.770302155420126,66.82398704597054
02,290,4,NA,NA,NA
02,290,5,NA,NA,NA
02,290,6,NA,NA,NA
02,290,8,NA,NA,NA
