statecode,countycode,v144_rawvalue,v144_cilow,v144_cihigh,v144_flag_CT
00,000,0.122,0.11900000000000001,0.124,
01,000,0.131,0.11800000000000001,0.14400000000000002,
01,001,0.121,0.107,0.136,
01,003,0.121,0.107,0.136,
01,005,0.168,0.15,0.188,
01,007,0.161,0.14300000000000002,0.179,
01,009,0.152,0.135,0.17,
01,011,0.192,0.171,0.213,
01,013,0.158,0.14,0.177,
01,015,0.14300000000000002,0.127,0.16,
01,017,0.159,0.141,0.17800000000000002,
01,019,0.13699999999999998,0.121,0.155,
01,021,0.135,0.12,0.151,
01,023,0.162,0.141,0.18,
01,025,0.159,0.141,0.177,
01,027,0.16,0.14300000000000002,0.18,
01,029,0.156,0.139,0.175,
01,031,0.131,0.11599999999999999,0.146,
01,033,0.14300000000000002,0.126,0.162,
01,035,0.158,0.14,0.177,
01,037,0.14800000000000002,0.132,0.166,
01,039,0.146,0.129,0.163,
01,041,0.149,0.132,0.16699999999999998,
01,043,0.149,0.131,0.16699999999999998,
01,045,0.15,0.134,0.16899999999999998,
01,047,0.16399999999999998,0.146,0.183,
01,049,0.17600000000000002,0.157,0.195,
01,051,0.127,0.113,0.14400000000000002,
01,053,0.163,0.145,0.183,
01,055,0.149,0.132,0.16699999999999998,
01,057,0.16699999999999998,0.149,0.187,
01,059,0.16399999999999998,0.147,0.184,
01,061,0.151,0.134,0.17,
01,063,0.187,0.16699999999999998,0.20800000000000002,
01,065,0.154,0.13699999999999998,0.172,
01,067,0.16399999999999998,0.145,0.184,
01,069,0.147,0.131,0.16399999999999998,
01,071,0.162,0.14400000000000002,0.182,
01,073,0.127,0.114,0.142,
01,075,0.14800000000000002,0.131,0.166,
01,077,0.131,0.115,0.147,
01,079,0.159,0.141,0.17800000000000002,
01,081,0.13,0.115,0.14400000000000002,
01,083,0.125,0.111,0.14,
01,085,0.171,0.151,0.191,
01,087,0.159,0.141,0.177,
01,089,0.11800000000000001,0.105,0.133,
01,091,0.157,0.14,0.17600000000000002,
01,093,0.154,0.136,0.17300000000000001,
01,095,0.145,0.128,0.162,
01,097,0.151,0.136,0.168,
01,099,0.158,0.14,0.17800000000000002,
01,101,0.14400000000000002,0.129,0.163,
01,103,0.142,0.127,0.158,
01,105,0.184,0.16399999999999998,0.207,
01,107,0.155,0.138,0.175,
01,109,0.13699999999999998,0.122,0.153,
01,111,0.152,0.135,0.171,
01,113,0.16,0.142,0.179,
01,115,0.125,0.11,0.141,
01,117,0.10400000000000001,0.092,0.11699999999999999,
01,119,0.166,0.147,0.18600000000000003,
01,121,0.154,0.13699999999999998,0.172,
01,123,0.145,0.129,0.162,
01,125,0.13699999999999998,0.121,0.153,
01,127,0.165,0.14800000000000002,0.184,
01,129,0.162,0.14400000000000002,0.18100000000000002,
01,131,0.19,0.16899999999999998,0.212,
01,133,0.147,0.13,0.16399999999999998,
02,000,0.11599999999999999,0.106,0.127,
02,013,0.129,0.115,0.145,
02,016,0.11699999999999999,0.105,0.133,
02,020,0.111,0.1,0.122,
02,050,0.214,0.193,0.23600000000000002,
02,060,0.133,0.11800000000000001,0.14800000000000002,
02,063,0.11199999999999999,0.099,0.126,
02,066,0.13,0.11599999999999999,0.146,
02,068,0.11199999999999999,0.099,0.126,
02,070,0.18,0.161,0.2,
02,090,0.11,0.098,0.12300000000000001,
02,100,0.114,0.10099999999999999,0.129,
02,105,0.146,0.129,0.163,
02,110,0.107,0.095,0.12,
02,122,0.13,0.115,0.14300000000000002,
02,130,0.11900000000000001,0.106,0.134,
02,150,0.12300000000000001,0.10800000000000001,0.138,
02,158,0.249,0.22399999999999998,0.27399999999999997,
02,164,0.16399999999999998,0.146,0.182,
02,170,0.147,0.133,0.163,
02,180,0.201,0.18,0.225,
02,185,0.14400000000000002,0.129,0.162,
02,188,0.19,0.17,0.212,
02,195,0.11900000000000001,0.105,0.133,
02,198,0.154,0.136,0.171,
02,220,0.122,0.10800000000000001,0.136,
02,230,0.12300000000000001,0.109,0.138,
02,240,0.141,0.126,0.157,
02,275,0.133,0.11699999999999999,0.15,
02,282,0.147,0.131,0.16399999999999998,
02,290,0.193,0.172,0.214,
04,000,0.127,0.11699999999999999,0.138,
04,001,0.21899999999999997,0.19899999999999998,0.239,
04,003,0.14400000000000002,0.13,0.16,
04,005,0.13699999999999998,0.12300000000000001,0.152,
04,007,0.16699999999999998,0.151,0.184,
04,009,0.151,0.134,0.16899999999999998,
04,011,0.135,0.121,0.151,
04,012,0.171,0.153,0.191,
04,013,0.122,0.11199999999999999,0.134,
04,015,0.155,0.14,0.171,
04,017,0.18600000000000003,0.168,0.204,
04,019,0.133,0.12,0.147,
04,021,0.149,0.135,0.165,
04,023,0.159,0.142,0.17800000000000002,
04,025,0.131,0.11800000000000001,0.145,
04,027,0.158,0.142,0.175,
05,000,0.168,0.154,0.182,
05,001,0.16899999999999998,0.151,0.19,
05,003,0.16899999999999998,0.152,0.19,
05,005,0.16,0.14300000000000002,0.179,
05,007,0.122,0.109,0.13699999999999998,
05,009,0.154,0.13699999999999998,0.172,
05,011,0.17600000000000002,0.156,0.196,
05,013,0.158,0.14,0.177,
05,015,0.152,0.135,0.171,
05,017,0.18,0.161,0.201,
05,019,0.17,0.152,0.18899999999999997,
05,021,0.17600000000000002,0.157,0.19699999999999998,
05,023,0.161,0.14300000000000002,0.18,
05,025,0.17800000000000002,0.159,0.19899999999999998,
05,027,0.155,0.138,0.174,
05,029,0.17800000000000002,0.158,0.19899999999999998,
