statecode,countycode,v009_rawvalue,v009_cilow,v009_cihigh,v009_flag_CT
00,000,0.132,0.13,0.135,
01,000,0.162,0.146,0.18,
01,001,0.154,0.134,0.174,
01,003,0.147,0.128,0.168,
01,005,0.21899999999999997,0.191,0.24600000000000002,
01,007,0.218,0.193,0.245,
01,009,0.195,0.171,0.221,
01,011,0.249,0.221,0.278,
01,013,0.204,0.179,0.23199999999999998,
01,015,0.18,0.158,0.203,
01,017,0.209,0.183,0.237,
01,019,0.17600000000000002,0.154,0.201,
01,021,0.155,0.135,0.17600000000000002,
01,023,0.20800000000000002,0.18,0.23399999999999999,
01,025,0.205,0.18100000000000002,0.231,
01,027,0.215,0.188,0.243,
01,029,0.20800000000000002,0.183,0.235,
01,031,0.146,0.128,0.165,
01,033,0.188,0.163,0.214,
01,035,0.198,0.17300000000000001,0.22399999999999998,
01,037,0.203,0.179,0.22899999999999998,
01,039,0.18899999999999997,0.166,0.214,
01,041,0.2,0.175,0.226,
01,043,0.18600000000000003,0.162,0.21100000000000002,
01,045,0.185,0.162,0.21100000000000002,
01,047,0.19699999999999998,0.17300000000000001,0.222,
01,049,0.225,0.2,0.253,
01,051,0.158,0.138,0.18,
01,053,0.217,0.191,0.24600000000000002,
01,055,0.188,0.16399999999999998,0.214,
01,057,0.218,0.192,0.24600000000000002,
01,059,0.203,0.179,0.23,
01,061,0.18,0.157,0.204,
01,063,0.239,0.212,0.267,
01,065,0.18600000000000003,0.163,0.21,
01,067,0.215,0.188,0.243,
01,069,0.188,0.166,0.213,
01,071,0.207,0.18100000000000002,0.23399999999999999,
01,073,0.15,0.132,0.17,
01,075,0.19,0.166,0.215,
01,077,0.163,0.14300000000000002,0.18600000000000003,
01,079,0.205,0.18100000000000002,0.23199999999999998,
01,081,0.159,0.139,0.179,
01,083,0.155,0.136,0.17600000000000002,
01,085,0.21899999999999997,0.19,0.24600000000000002,
01,087,0.192,0.16899999999999998,0.21600000000000003,
01,089,0.138,0.122,0.157,
01,091,0.19899999999999998,0.175,0.225,
01,093,0.188,0.16399999999999998,0.213,
01,095,0.171,0.149,0.19399999999999998,
01,097,0.191,0.17,0.213,
01,099,0.20800000000000002,0.183,0.23600000000000002,
01,101,0.18100000000000002,0.159,0.205,
01,103,0.175,0.154,0.198,
01,105,0.235,0.20800000000000002,0.265,
01,107,0.196,0.172,0.223,
01,109,0.16399999999999998,0.14400000000000002,0.18600000000000003,
01,111,0.204,0.179,0.231,
01,113,0.203,0.17800000000000002,0.23,
01,115,0.152,0.132,0.17300000000000001,
01,117,0.11199999999999999,0.09699999999999999,0.128,
01,119,0.207,0.182,0.235,
01,121,0.185,0.162,0.21,
01,123,0.17600000000000002,0.154,0.19899999999999998,
01,125,0.17600000000000002,0.154,0.198,
01,127,0.218,0.193,0.245,
01,129,0.212,0.187,0.239,
01,131,0.25,0.22,0.281,
01,133,0.17800000000000002,0.156,0.20199999999999999,
02,000,0.162,0.149,0.17600000000000002,
02,013,0.172,0.151,0.19399999999999998,
02,016,0.163,0.14400000000000002,0.187,
02,020,0.136,0.121,0.151,
02,050,0.33799999999999997,0.307,0.37,
02,060,0.18,0.159,0.20199999999999999,
02,063,0.149,0.131,0.17,
02,066,0.175,0.153,0.198,
02,068,0.151,0.132,0.171,
02,070,0.27399999999999997,0.245,0.304,
02,090,0.139,0.12300000000000001,0.157,
02,100,0.157,0.13699999999999998,0.179,
02,105,0.20600000000000002,0.182,0.23199999999999998,
02,110,0.14800000000000002,0.129,0.166,
02,122,0.163,0.14300000000000002,0.18,
02,130,0.153,0.136,0.174,
02,150,0.168,0.147,0.19,
02,158,0.38299999999999995,0.34700000000000003,0.419,
02,164,0.235,0.20800000000000002,0.262,
02,170,0.195,0.17600000000000002,0.21600000000000003,
02,180,0.32899999999999996,0.297,0.365,
02,185,0.223,0.19699999999999998,0.251,
02,188,0.292,0.261,0.326,
02,195,0.163,0.14300000000000002,0.183,
02,198,0.221,0.195,0.247,
02,220,0.158,0.138,0.179,
