statecode,countycode,v039_denominator,v039_numerator,v039_rawvalue,v039_cilow,v039_cihigh,v039_sourceflag,v039_flag_CT
00,000,2310706455,288154,12.470385382638314,12.424852659969398,12.51591810530723,,
01,000,34809976,7076,20.327506114913724,19.853868419147044,20.801143810680404,,
01,001,402315,67,16.653617190509923,12.906324577806085,21.149505145917097,,
01,003,1622407,238,14.669561953319974,12.805824475839826,16.533299430800124,,
01,005,173681,49,28.212642718547222,20.871868395984098,37.29860986113524,,
01,007,155948,33,21.160899787108523,14.566189738072842,29.717770839747406,,
01,009,409927,136,33.17663876739029,27.600687091166577,38.752590443614,,
01,011,70943,38,53.56412894859253,37.90516561915362,73.52095191810272,,
01,013,134373,50,37.20985614669614,27.61787244272426,49.05655649895204,,
01,015,804268,167,20.764222870983303,17.614926610618927,23.91351913134768,,
01,017,236155,62,26.253943384641442,20.128747850425604,33.65637055143709,,
01,019,180343,52,28.83394420631796,21.534568683265352,37.81188165932301,,
01,021,314634,80,25.426368415365154,20.161528821103367,31.64531645258887,,
01,023,88017,44,49.99034277469126,36.323059588652576,67.10970185340076,,
01,025,162528,48,29.533372711163615,21.775577637996676,39.15696752690445,,
01,027,95488,35,36.653820375335116,25.530728890038286,50.97659116232727,,
01,029,105852,36,34.0097494615123,23.820010408225862,47.08382882631995,,
01,031,373977,73,19.519917000243332,15.300498940442633,24.54336501522327,,
01,033,393782,92,23.363180643096943,18.834021048768715,28.652867069006728,,
01,035,82372,26,31.564123731365026,20.61873356916955,46.24875453203155,,
01,037,73666,27,36.65191540194934,24.153843200071634,53.32661260983642,,
01,039,261135,77,29.486663986060847,23.270414097859927,36.853270722087366,,
01,041,94357,36,38.15297222251662,26.721872693404034,52.81979555224965,,
01,043,606657,149,24.560830914338744,20.6171116451573,28.504550183520188,,
01,045,345070,79,22.893905584374185,18.12532064786706,28.53263719380871,,
01,047,261370,102,39.02513677927842,31.45157069319751,46.59870286535933,,
01,049,502553,136,27.061822335156688,22.51357937813652,31.610065292176856,,
01,051,596239,86,14.423746182319505,11.537135149523932,17.81320919663879,,
