statecode,countycode,v153_cihigh,v153_cilow,v153_numerator,v153_denominator,v153_rawvalue
06,047,0.5512341514021519,0.514825774134164,45097,84605,0.533029962768158
06,049,0.8106915386771172,0.7358770887738633,2524,3264,0.7732843137254902
06,051,0.7609112781897588,0.6225337498848654,3819,5521,0.6917225140373121
06,053,0.5342404265932207,0.5113497465282674,69033,132046,0.522795086560744
06,055,0.6594907372262,0.6285909332326929,31985,49663,0.6440408352294464
06,057,0.7601999192178003,0.728587604962459,31170,41873,0.7443937620901296
06,059,0.5699498367230315,0.5589809633298227,606605,1074654,0.5644654000264271
06,061,0.7503208228837219,0.7352603689681394,115446,155422,0.7427905959259307
06,063,0.7818584977345762,0.7138584482616994,6024,8055,0.7478584729981378
06,065,0.6934625681939961,0.6837313119005681,524872,762234,0.6885969400472821
06,067,0.5927573448496775,0.5798210266699548,333143,568223,0.5862891857598161
06,069,0.7024322661913858,0.6461906781319746,13613,20188,0.6743114721616802
06,071,0.6211144577012471,0.6096596095199074,411081,668004,0.6153870336105772
06,073,0.5498917351485052,0.5402652027264446,632194,1159822,0.5450784689374749
06,075,0.392791567539353,0.37715190412754346,139610,362650,0.38497173583344824
06,077,0.6242520496646087,0.6063909800031668,148522,241373,0.6153215148338878
06,079,0.6330056602723796,0.6049164128793142,67403,108897,0.6189610365758469
06,081,0.5989762282116847,0.582792446341306,156244,264424,0.5908843372764954
06,083,0.5380282836584491,0.5193562491020234,78754,148960,0.5286922663802363
06,085,0.5590518728059506,0.5469168009392498,361910,654467,0.5529843368726002
06,087,0.6103505134052232,0.5891994127868014,58102,96873,0.5997749630960123
06,089,0.6686179680490449,0.638477018869092,46711,71473,0.6535474934590685
06,091,0.9602014623015234,0.6053043420102511,944,1206,0.7827529021558872
06,093,0.7218887028775445,0.6721981432640962,13179,18907,0.6970434230708203
06,095,0.6408588914985159,0.6237110699905727,98510,155800,0.6322849807445443
06,097,0.6314408304186578,0.6125512324901392,118489,190498,0.6219960314543985
06,099,0.6206407223858057,0.5994185555119258,107644,176457,0.6100296389488657
06,101,0.6173617212571358,0.5662724544348017,19672,33240,0.5918170878459688
06,103,0.70140077128563,0.650144527580879,16574,24526,0.6757726494332545
06,105,0.7964553137468047,0.6641812021660931,3924,5373,0.7303182579564489
06,107,0.6007218162517047,0.571640990558316,83253,142026,0.5861814034050103
06,109,0.7678974943039675,0.7150259131229254,16912,22809,0.7414617037134464
06,111,0.649545130446986,0.6336140704017975,178388,278045,0.6415796004243918
06,113,0.5483464257878747,0.5227913612684927,41046,76640,0.5355688935281837
06,115,0.6568825679582184,0.6094823965858431,17769,28063,0.6331824822720308
08,000,0.6666668846643968,0.6596410923701099,1542215,2325576,0.6631539885172534
08,001,0.6978604254017486,0.6796184353495327,127392,184964,0.6887394303756407
08,003,0.6106055522879736,0.5172483289905652,3705,6570,0.5639269406392694
08,005,0.6594215426407165,0.6430559082238311,165343,253890,0.6512387254322738
08,007,0.7870471151493178,0.7620721260430942,4573,5904,0.774559620596206
08,009,0.7614146975633937,0.6761245365860098,1145,1593,0.7187696170747018
08,011,0.7250498705702857,0.5965501294297144,1239,1875,0.6608
08,013,0.6330292113380098,0.616116688240486,84461,135230,0.6245729497892479
08,014,0.6423820404349906,0.6093886008767394,19353,30921,0.625885320655865
08,015,0.7612280668850385,0.6976082572041403,6707,9195,0.7294181620445894
08,017,0.7740991639397792,0.6799620877246682,546,751,0.7270306258322237
08,019,0.861108632830701,0.7900438494388026,3725,4512,0.8255762411347518
08,021,0.7741029398855308,0.7162569572867057,2319,3112,0.7451799485861182
08,023,0.8324581623428692,0.738062803349634,1236,1574,0.7852604828462516
08,025,0.744881674398451,0.5709472828408588,877,1333,0.6579144786196549
08,027,0.9098341528168554,0.8034011413007915,2097,2448,0.8566176470588235
08,029,0.7943256684162557,0.7336629463845034,9663,12648,0.7639943074003795
08,031,0.4998057443392321,0.4827112925989131,161908,329578,0.4912585184690726
08,033,0.9189034810700523,0.7628412685260706,1041,1238,0.8408723747980614
08,035,0.7854428050477047,0.7699086971928006,105865,136130,0.7776757511202527
08,037,0.704229366399864,0.6472124584769952,14130,20911,0.6757209124384296
08,039,0.9591234899881295,0.9294547434176902,9119,9657,0.9442891167029098
08,041,0.6714644949852435,0.6561715167954991,187976,283174,0.6638180058903713
08,043,0.7820159752301699,0.7410131290365722,13475,17695,0.761514552133371
08,045,0.717330159142702,0.6769743790220936,16084,23071,0.6971522690823978
08,047,0.8719928620901461,0.7196846411608292,2448,3076,0.7958387516254877
08,049,0.7791615655340087,0.7483926140325547,4934,6460,0.7637770897832817
08,051,0.712384707512735,0.6263474195276295,5290,7903,0.6693660635201822
08,053,0.8707468814076836,0.7233334568587012,377,473,0.7970401691331924
08,055,0.8642336809618856,0.6816055291932626,2192,2836,0.7729196050775741
08,057,0.8197460433169854,0.6439763541593553,464,634,0.7318611987381703
08,059,0.7135447476362156,0.698656176411095,169486,240031,0.7061004620236553
08,061,0.7768455132578207,0.6168827097386951,400,574,0.6968641114982579
08,063,0.7256906788746339,0.6401294995742336,1990,2914,0.6829100892244337
08,065,0.8053969038581587,0.715387144806931,2250,2959,0.7603920243325448
08,067,0.7327421912601796,0.6863957397743031,16462,23200,0.7095689655172414
08,069,0.6528268864614899,0.6335801439071163,97491,151571,0.6432035151843031
08,071,0.730068877676468,0.6721099016102056,4698,6701,0.7010893896433368
08,073,0.7648141620114278,0.6565056349428869,1400,1970,0.7106598984771574
08,075,0.718331619507255,0.647647761936044,5565,8148,0.6829896907216495
08,077,0.735828585130176,0.7020189651726478,46413,64559,0.7189237751514119
08,079,0.8049964268596135,0.6696579510205709,320,434,0.7373271889400922
08,081,0.7728394940724798,0.6693630327991024,3824,5303,0.7211012634357911
08,083,0.7808426341755141,0.715813343836396,8168,10915,0.7483279890059551
08,085,0.7728144153422606,0.7201401171467575,13085,17529,0.746477266244509
08,087,0.696380710115286,0.6057130087281836,7183,11033,0.6510468594217348
08,089,0.7244838442510704,0.6529857357567799,5264,7643,0.6887347900039251
08,091,0.8371939512862632,0.7228696923096001,1961,2514,0.7800318217979316
08,093,0.9363499403477752,0.8114895292864145,7382,8447,0.8739197348170948
08,095,0.8112421071703344,0.687413083792549,1393,1859,0.7493275954814417
08,097,0.7182850045031954,0.6317316049531216,6096,9031,0.6750083047281585
08,099,0.7570677513020075,0.6491548604420766,3209,4564,0.7031113058720421
08,101,0.6998982987575151,0.6664164352285649,46329,67816,0.68315736699304
08,103,0.8092952624769666,0.7082926772215258,1963,2587,0.7587939698492462
08,105,0.7297944202984069,0.6382500948049318,3442,5032,0.6840222575516693
08,107,0.7696823487136514,0.7479746811385005,8058,10619,0.758828514926076
08,109,0.8023177589764602,0.6990621858257476,2448,3261,0.7506899724011039
08,111,0.6783723206167116,0.43212491695234917,201,362,0.5552486187845304
08,113,0.6991834378189211,0.6049686382190979,2607,3998,0.6520760380190095
08,115,0.7665622148676123,0.6794377851323876,723,1000,0.723
08,117,0.720265893530697,0.6640379859541982,8546,12347,0.6921519397424476
08,119,0.8507025323025978,0.7934812409134335,9251,11253,0.8220918866080157
08,121,0.7595219409143924,0.6752606677812597,1485,2070,0.717391304347826
08,123,0.7660416924261713,0.7449524001758334,90674,120019,0.7554970463010023
08,125,0.7443046388679244,0.6527133040181003,2764,3957,0.6985089714430124
09,000,0.6663553911107689,0.6573058607111961,939912,1420170,0.6618306259109825
09,001,,,,,
09,003,,,,,
09,005,,,,,
09,007,,,,,
09,009,,,,,
09,011,,,,,
09,013,,,,,
09,015,,,,,
09,110,0.6600228314839871,0.647780584727339,254424,389086,0.6539017081056631
09,120,0.6658469446221823,0.6416614003307056,77362,118335,0.653754172476444
09,130,0.7629551676557123,0.7416357266178941,55387,73624,0.7522954471368032
09,140,0.6883145045664354,0.6644947362096103,120630,178340,0.6764046203880228
09,150,0.78146313419870606,0.7424801680615417,29835,39155,0.7619716511301239
09,160,0.7744116371422978,0.742883993770852,35683,47035,0.7586478154565749
09,170,0.6158235379629923,0.5952821575920072,137908,227739,0.6055528477774997
09,180,0.6672231146001816,0.6405960812244603,74923,114577,0.653909597912321
09,190,0.6708597921588026,0.653065315147497,153760,232279,0.6619625536531498
10,000,0.7289653151968328,0.7164334516156322,286340,396209,0.7226993834062325
10,001,0.7222853340428949,0.697182782954236,49719,70053,0.7097340584985654
10,003,0.6951169729707699,0.6751166741946492,152742,222943,0.6851168235827095
10,005,0.8224867236452045,0.8028705472412148,83879,103213,0.8126786354432096
11,000,0.42059456365465653,0.40220457553105293,132288,321556,0.41139956959285473
11,001,0.42059456365465653,0.40220457553105293,132288,321556,0.41139956959285473
12,000,0.677162195112232,0.6693163262991124,5756809,8550911,0.6732392607056722
12,001,0.5519754939568193,0.5293538669001006,60974,112776,0.5406646804284599
12,003,0.8775500886944182,0.7864534621267091,7498,9012,0.8320017754105636
12,005,0.6989921798503818,0.6666769128740724,51976,76118,0.6828345463622271
12,007,0.7568139195583755,0.6603653423045418,6451,9104,0.7085896309314587
12,009,0.7764193221315147,0.7619964086070249,193755,251889,0.7692078653692698
12,011,0.6392513918160565,0.6259466673588259,474052,749372,0.6325990295874412
12,013,0.8128279400317802,0.7249017896979495,3556,4625,0.7688648648648648
12,015,0.8379064457867889,0.8254793809848646,72670,87376,0.8316929133858267
12,017,0.8611647185477416,0.835482388380423,59129,69701,0.8483235534640823
12,019,0.776759231322473,0.7481254880287752,62335,81757,0.7624423596756241
12,021,0.7691553781057292,0.7504229070615207,122225,160867,0.759789142583625
12,023,0.7352476885081368,0.6822672815517433,18938,26720,0.7087574850299401
12,027,0.7418244232870915,0.6843765880909111,9025,12656,0.7131005056890013
12,029,0.8788796076391816,0.797792496765386,5139,6130,0.8383360522022838
12,031,0.5901740455520641,0.5711310867605497,235245,405139,0.5806525661563069
12,033,0.6519464109846549,0.6280398703111392,82106,128292,0.639993140647897
12,035,0.8372972390403949,0.79317039258041,41003,50296,0.8152338158104024
12,037,0.8247325162836896,0.7197977805849562,3798,4918,0.7722651484343229
12,039,0.7593750172570918,0.6992843700647159,12023,16485,0.7293296936609038
12,041,0.8672217789731674,0.8070151659132784,5787,6913,0.8371184724432229
12,043,0.8409882293379917,0.7528714197848153,3634,4560,0.7969298245614035
12,045,0.8361773693817731,0.7689950444113303,4655,5800,0.8025862068965517
12,047,0.7866632734272964,0.7110431485910523,3265,4360,0.7488532110091743
12,049,0.75912877042054006,0.6696881171592342,5821,8148,0.7144084437898871
12,051,0.7605531988360706,0.6868076732235967,10091,13944,0.7236804360298337
12,053,0.8304875782034021,0.8060092434096292,65905,80544,0.8182484108065157
12,055,0.8016423090647515,0.7767047731893459,36257,45943,0.7891735411270487
12,057,0.6180408293114527,0.6032476664376553,348066,569998,0.610644247874554
12,059,0.8055491740171603,0.7290917177565097,5438,7087,0.767320445886835
12,061,0.8038862409993168,0.7827272445020224,54497,68696,0.7933067427506696
12,063,0.7785154014089639,0.7120351326912826,12698,17038,0.7452752670501233
12,065,0.8014153119398963,0.7006111197781653,4262,5675,0.7510132158590308
12,067,0.867731780990992,0.760370548142265,2132,2619,0.8140511645666285
12,069,0.7789683955115284,0.7539836844513496,122233,159474,0.766476039981439
12,071,0.7471436293589551,0.7324676201247553,236433,319588,0.7398056247418552
12,073,0.5286720174433372,0.5083785241028247,62572,120673,0.518525270773081
12,075,0.8267453125712874,0.7701616745226156,14353,17976,0.7984534935469515
12,077,0.8421475869776331,0.7482987716754601,2031,2554,0.7952231793265466
12,079,0.7697982241772566,0.6703163890032592,5026,6980,0.7200573065902579
12,081,0.755313149190071,0.7384555447281743,125853,168504,0.7468843469591226
12,083,0.7770854752591376,0.7565323875159005,122533,159796,0.766808931387519
12,085,0.8128293908456293,0.7892938766270926,54328,67820,0.801061633736361
