statecode,countycode,num_white,num_black,num_aian,num_asian,num_nhopi,num_tom,num_hispanic,num_,denom_white,denom_black,denom_aian,denom_asian,denom_nhopi,denom_tom,denom_hispanic,denom_,rate_white,rate_black,rate_aian,rate_asian,rate_nhopi,rate_tom,rate_hispanic,rate_,lci_white,lci_black,lci_aian,lci_asian,lci_nhopi,lci_tom,lci_hispanic,lci_,uci_white,uci_black,uci_aian,uci_asian,uci_nhopi,uci_tom,uci_hispanic,uci_,unreliable_white,unreliable_black,unreliable_aian,unreliable_asian,unreliable_nhopi,unreliable_tom,unreliable_hispanic,unreliable_,fips
01,037,40,27,NA,NA,NA,NA,NA,NA,430,141,NA,NA,1,10,6,NA,0.09302325581395349,0.19148936170212766,NA,NA,NA,NA,NA,NA,0.06556861999988564,0.12654197064315725,NA,NA,NA,NA,NA,NA,0.12047789162802133,0.25643675276109806,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,01037
01,039,198,80,NA,NA,NA,NA,NA,NA,2390,432,2,9,1,74,65,1,0.08284518828451883,0.18518518518518517,NA,NA,NA,NA,NA,NA,0.07179392081823015,0.14855435374054887,NA,NA,NA,NA,NA,NA,0.0938964557508075,0.22181601662982148,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,01039
01,041,55,51,NA,NA,NA,NA,NA,NA,723,288,5,6,NA,28,34,NA,0.07607192254495158,0.17708333333333334,NA,NA,NA,NA,NA,NA,0.05674698044454588,0.13299470364773286,NA,NA,NA,NA,NA,NA,0.0953968646453573,0.22117196301893383,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,01041
01,043,541,NA,NA,NA,NA,10,30,NA,6258,61,10,48,6,78,496,1,0.08644934483860658,NA,NA,NA,NA,0.1282051282051282,0.06048387096774194,NA,0.07948652013009123,NA,NA,NA,NA,0.054011155886521556,0.03950475699605193,NA,0.09341216954712193,NA,NA,NA,NA,0.20239910052373483,0.08146298493943194,NA,0,NA,NA,NA,NA,1,0,NA,01043
01,045,207,146,NA,NA,NA,13,38,NA,2938,1103,5,71,7,131,402,1,0.07045609257998639,0.13236627379873073,NA,NA,NA,0.09923664122137404,0.0945273631840796,NA,0.06120220099913607,0.11236649467009184,NA,NA,NA,0.048037602423693496,0.06592779460748449,NA,0.0797099841608367,0.1523660529273696,NA,NA,NA,0.1504356800190546,0.12312693176067471,NA,0,0,NA,NA,NA,1,0,NA,01045
01,047,53,377,NA,NA,NA,NA,NA,NA,633,2421,NA,16,1,31,27,NA,0.08372827804107424,0.1557207765386204,NA,NA,NA,NA,NA,NA,0.06215071282421366,0.1412771913240738,NA,NA,NA,NA,NA,NA,0.10530584325793482,0.17016436175316701,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,01047
01,049,348,NA,NA,NA,NA,NA,111,NA,3961,75,18,24,1,76,1586,1,0.0878566018682151,NA,NA,NA,NA,NA,0.06998738965952081,NA,0.07904058503984633,NA,NA,NA,NA,NA,0.057431173129486604,NA,0.09667261869658388,NA,NA,NA,NA,NA,0.08254360618955502,NA,0,NA,NA,NA,NA,NA,0,NA,01049
01,051,330,219,NA,NA,NA,16,31,NA,4523,1421,11,52,5,134,327,NA,0.07296042449701526,0.15411681914144967,NA,NA,NA,0.11940298507462686,0.09480122324159021,NA,0.065381011172608125,0.13534357856029908,NA,NA,NA,0.06449950555963187,0.0630499500428222,NA,0.08053983782142239,0.17289005972260027,NA,NA,NA,0.17430646458962185,0.1265524964403582,NA,0,0,NA,NA,NA,1,0,NA,01051
01,053,121,136,14,NA,NA,NA,NA,NA,1772,942,108,11,NA,99,92,NA,0.0682844243792325,0.14437367303609341,0.12962962962962962,NA,NA,NA,NA,NA,0.05654013572738665,0.12192882381554265,0.06627937238289339,NA,NA,NA,NA,NA,0.08002871303107836,0.16681852225664417,0.19297988687636586,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,01053
01,055,467,198,NA,NA,NA,11,48,NA,5782,1407,10,62,8,182,832,NA,0.08076790038049118,0.14072494669509594,NA,NA,NA,0.06043956043956044,0.057692307692307696,NA,0.07374447431442324,0.12255470639889894,NA,NA,NA,0.025818259170066228,0.04184885862832359,NA,0.08779132644655913,0.15889518699129293,NA,NA,NA,0.09506086170905464,0.0735357567562918,NA,0,0,NA,NA,NA,1,0,NA,01055
01,057,83,35,NA,NA,NA,NA,NA,NA,1046,139,1,6,NA,19,34,NA,0.07934990439770555,0.2517985611510791,NA,NA,NA,NA,NA,NA,0.06297002369838522,0.17964054862012674,NA,NA,NA,NA,NA,NA,0.09572978509702587,0.3239565736820315,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,01057
01,059,202,11,NA,NA,NA,NA,74,NA,1910,57,2,1,2,39,982,NA,0.10575916230366492,0.19298245614035087,NA,NA,NA,NA,0.07535641547861507,NA,0.09196721343579548,0.09053078512300991,NA,NA,NA,NA,0.05884639454947645,NA,0.11955111117153436,0.2954341271576918,NA,NA,NA,NA,0.0918664364077537,NA,0,1,NA,NA,NA,NA,0,NA,01059
01,061,127,35,NA,NA,NA,NA,NA,NA,1647,175,10,5,NA,43,131,NA,0.07710989678202793,0.2,NA,NA,NA,NA,NA,NA,0.06422623465226988,0.14073517063215318,NA,NA,NA,NA,NA,NA,0.08999355891178597,0.25926482936784684,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,01061
01,063,NA,101,NA,NA,NA,NA,NA,NA,79,543,NA,1,1,7,9,NA,NA,0.1860036832412523,NA,NA,NA,NA,NA,NA,NA,0.1532750289641575,NA,NA,NA,NA,NA,NA,NA,0.2187323375183471,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,01063
01,065,31,134,NA,NA,NA,NA,NA,NA,507,831,2,3,NA,26,22,NA,0.0611439842209073,0.16125150421179302,NA,NA,NA,NA,NA,NA,0.0402881072800193,0.13624670774100653,NA,NA,NA,NA,NA,NA,0.08199986116179529,0.1862563006825795,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,01065
01,067,72,68,NA,NA,NA,NA,NA,NA,827,309,1,3,2,19,42,NA,0.08706166868198308,0.22006472491909385,NA,NA,NA,NA,NA,NA,0.06784679512001865,0.17387117592335638,NA,NA,NA,NA,NA,NA,0.1062765422439475,0.2662582739148313,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,01067
01,069,401,549,NA,10,NA,14,34,NA,5071,3266,5,146,4,165,541,NA,0.07907710510747387,0.16809552969993877,NA,0.0684931506849315,NA,0.08484848484848485,0.06284658040665435,NA,0.07164954316808864,0.15527036968987942,NA,0.027520294260683954,NA,0.04232952355198628,0.04239609541750307,NA,0.08650466704685911,0.1809206897099981,NA,0.10946600710917906,NA,0.12736744614498344,0.08329706539580563,NA,0,0,NA,1,NA,1,0,NA,01069
01,071,308,18,NA,NA,NA,NA,15,NA,3474,107,6,33,1,84,229,1,0.08865860679332183,0.16822429906542055,NA,NA,NA,NA,0.06550218340611354,NA,0.07920620522218998,0.09734626538763035,NA,NA,NA,NA,0.03345754583304464,NA,0.09811100836445368,0.23910233274321074,NA,NA,NA,NA,0.09754682097918244,NA,0,1,NA,NA,NA,NA,1,NA,01071
01,073,1957,3996,NA,112,NA,81,407,NA,25231,24566,37,1167,55,833,5278,3,0.07756331496968015,0.1626638443377025,NA,0.0959725792630677,NA,0.09723889555822329,0.07711254262978401,NA,0.07426277266424905,0.15804871065154333,NA,0.07907264448902701,NA,0.07711833856746927,0.0699154306167579,NA,0.08086385727511125,0.16727897802386169,NA,0.11287251403710838,NA,0.11735945254897731,0.08430965464281012,NA,0,0,NA,0,NA,0,0,NA,01073
01,075,82,17,NA,NA,NA,NA,NA,NA,941,116,1,1,NA,14,25,NA,0.0871413390010627,0.14655172413793102,NA,NA,NA,NA,NA,NA,0.06912049428852897,0.08219244879293923,NA,NA,NA,NA,NA,NA,0.10516218371359644,0.2109109994829228,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,01075
01,077,409,126,NA,NA,NA,NA,31,NA,5145,735,9,67,2,127,362,1,0.07949465500485908,0.17142857142857143,NA,NA,NA,NA,0.0856353591160221,NA,0.07210293506922932,0.14418155324308918,NA,NA,NA,NA,0.05680911505227756,NA,0.08688637494048884,0.19867558961405368,NA,NA,NA,NA,0.11446160317976664,NA,0,0,NA,NA,NA,NA,0,NA,01077
01,079,171,31,NA,NA,NA,14,NA,NA,2037,195,25,10,NA,114,133,NA,0.08394698085419734,0.15897435897435896,NA,NA,NA,0.12280701754385964,NA,NA,0.07190429374460271,0.10765196274727182,NA,NA,NA,0.06255621831846901,NA,NA,0.09598966796379198,0.2102967552014461,NA,NA,NA,0.18305781676925026,NA,NA,0,0,NA,NA,NA,1,NA,NA,01079
01,081,608,524,NA,55,NA,22,95,NA,7976,3404,14,491,10,161,1207,29,0.07622868605817452,0.15393654524089306,NA,0.1120162932790224,NA,0.13664596273291926,0.07870753935376967,NA,0.07040490617897673,0.1418128885002436,NA,0.0841192341747195,NA,0.08358978030063502,0.06351573486939176,NA,0.08205246593737232,0.16606020198154253,NA,0.1399133523833253,NA,0.1897021451652035,0.09389934383814759,NA,0,0,NA,0,NA,0,0,NA,01081
01,083,441,119,NA,NA,NA,15,90,NA,5610,782,7,107,10,145,1147,3,0.0786096256684492,0.15217391304347827,NA,NA,NA,0.10344827586206896,0.07846556233653008,NA,0.07156700429694073,0.1269985242264302,NA,NA,NA,0.053877995674777614,0.06290340890323036,NA,0.08565224703995768,0.17734930186052633,NA,NA,NA,0.15301855604936032,0.09402771576982981,NA,0,0,NA,NA,NA,1,0,NA,01083
01,085,NA,119,NA,NA,NA,NA,NA,NA,158,668,2,2,NA,7,15,NA,NA,0.1781437125748503,NA,NA,NA,NA,NA,NA,NA,0.14912681140370426,NA,NA,NA,NA,NA,NA,NA,0.2071606137459963,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,01085
01,087,21,135,NA,NA,NA,NA,NA,NA,219,941,NA,8,NA,4,25,NA,0.0958904109589041,0.1434643995749203,NA,NA,NA,NA,NA,NA,0.05689332627234983,0.12106656455443016,NA,NA,NA,NA,NA,NA,0.13488749564545838,0.16586223459541044,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,01087
01,089,1323,1373,NA,73,NA,74,262,NA,17465,8461,42,786,47,731,2970,2,0.07575150300601202,0.16227396288854745,NA,0.09287531806615776,NA,0.1012311901504788,0.08821548821548822,NA,0.07182720680480068,0.15441761598497264,NA,0.07258315015610997,NA,0.07936472659878535,0.07801557743311235,NA,0.07967579920722337,0.17013030979212226,NA,0.11316748597620555,NA,0.12309765370217224,0.09841539899786408,NA,0,0,NA,0,NA,0,0,NA,01089
01,091,45,136,NA,NA,NA,NA,NA,NA,604,860,4,3,1,11,46,1,0.07450331125827815,0.15813953488372093,NA,NA,NA,NA,NA,NA,0.053561568321430386,0.1337531664017454,NA,NA,NA,NA,NA,NA,0.09544505419512592,0.18252590336569646,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,01091
01,093,209,16,NA,NA,NA,NA,10,NA,2018,75,2,7,1,35,94,NA,0.10356788899900891,0.21333333333333335,NA,NA,NA,NA,0.10638297872340426,NA,0.09027354981269733,0.12061829687653641,NA,NA,NA,NA,0.04405200176047149,NA,0.1168622281853205,0.3060483697901303,NA,NA,NA,NA,0.168713955686337,NA,0,1,NA,NA,NA,NA,1,NA,01093
01,095,477,40,NA,NA,NA,NA,290,NA,6026,390,11,42,28,88,3610,NA,0.07915698639230004,0.10256410256410256,NA,NA,NA,NA,0.08033240997229917,NA,0.07234021182052057,0.0724532412448732,NA,NA,NA,NA,0.07146568353913102,NA,0.08597376096407951,0.13267496388333191,NA,NA,NA,NA,0.08919913640546731,NA,0,0,NA,NA,NA,NA,0,NA,01095
01,097,1529,2647,39,62,NA,76,119,NA,18117,15708,301,748,41,578,1454,7,0.08439587128111718,0.16851285968933027,0.12956810631229235,0.08288770053475936,NA,0.1314878892733564,0.08184319119669876,NA,0.08034799340977032,0.16265903222576694,0.09162880950319746,0.0631288544983295,NA,0.10393780266687212,0.06775278298732841,NA,0.08844374915246404,0.1743666871528936,0.16750740312138723,0.10264654657118921,NA,0.15903797587984067,0.09593359940606912,NA,0,0,0,0,NA,0,0,NA,01097
01,099,70,95,NA,NA,NA,NA,NA,NA,755,693,14,7,NA,35,22,NA,0.09271523178807947,0.1370851370851371,NA,NA,NA,NA,NA,NA,0.07202668672497653,0.11147755260875551,NA,NA,NA,NA,NA,NA,0.11340377685118241,0.16269272156151865,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,01099
01,101,307,2244,NA,65,NA,42,183,NA,4316,13775,7,572,13,368,2357,3,0.0711306765523633,0.1629038112522686,NA,0.11363636363636363,NA,0.11413043478260869,0.07764106915570641,NA,0.06346198741672598,0.156736958590065,NA,0.08762742163824003,NA,0.08164282286854692,0.06683738168766347,NA,0.07879936568800061,0.1690706639144722,NA,0.13964530563448724,NA,0.14661804669667045,0.08844475662374936,NA,0,0,NA,0,NA,0,0,NA,01101
01,103,478,223,NA,12,NA,33,170,NA,6239,1451,25,107,14,252,2076,1,0.07661484212213496,0.1536871123363198,NA,0.11214953271028037,NA,0.13095238095238096,0.08188824662813102,NA,0.0700148034715115,0.13513016361629748,NA,0.05235894387554115,NA,0.08930053173521083,0.07009316484640751,NA,0.08321488077275842,0.1722440610563421,NA,0.1719401215450196,NA,0.1726042301695511,0.09368332840985452,NA,0,0,NA,1,NA,0,0,NA,01103
01,105,10,92,NA,NA,NA,NA,NA,NA,134,526,1,2,NA,6,2,NA,0.07462686567164178,0.17490494296577946,NA,NA,NA,NA,NA,NA,0.030132018810313133,0.14243988119351753,NA,NA,NA,NA,NA,NA,0.11912171253297044,0.2073700047380414,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,01105
01,107,58,104,NA,NA,NA,NA,NA,NA,641,628,1,1,NA,19,66,NA,0.0904836193447738,0.16560509554140126,NA,NA,NA,NA,NA,NA,0.06827521779901474,0.1365314883212388,NA,NA,NA,NA,NA,NA,0.11269202089053285,0.19467870276156374,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,01107
01,109,90,192,NA,NA,NA,NA,NA,NA,1263,1096,3,40,NA,52,81,NA,0.07125890736342043,0.17518248175182483,NA,NA,NA,NA,NA,NA,0.057070903230748815,0.15267768631171966,NA,NA,NA,NA,NA,NA,0.08544691149609204,0.19768727719193,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,01109
01,111,115,59,NA,NA,NA,NA,NA,NA,1356,315,NA,7,1,22,100,1,0.08480825958702065,0.1873015873015873,NA,NA,NA,NA,NA,NA,0.06997961869263505,0.14421558213891394,NA,NA,NA,NA,NA,NA,0.09963690048140625,0.23038759246426066,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,01111
01,113,226,347,NA,NA,NA,14,39,NA,2421,2336,10,53,21,172,505,41,0.09334985543163982,0.1485445205479452,NA,NA,NA,0.08139534883720931,0.07722772277227723,NA,0.08176113812033778,0.1341224059328526,NA,NA,NA,0.040529929259495064,0.0539444371370314,NA,0.10493857274294185,0.1629666351630378,NA,NA,NA,0.12226076841492356,0.10051100840752306,NA,0,0,NA,NA,NA,1,0,NA,01113
01,115,493,116,NA,NA,NA,NA,21,NA,5969,678,5,53,5,92,263,NA,0.08259339922935165,0.1710914454277286,NA,NA,NA,NA,0.07984790874524715,NA,0.07561012844896697,0.14274434234805816,NA,NA,NA,NA,0.047088219082104005,NA,0.08957667000973632,0.19943854850739906,NA,NA,NA,NA,0.1126075984083903,NA,0,0,NA,NA,NA,NA,1,NA,01115
01,117,825,353,NA,27,NA,32,157,NA,11205,2299,16,330,4,260,1919,4,0.07362784471218206,0.1535450195737277,NA,0.08181818181818182,NA,0.12307692307692308,0.08181344450234497,NA,0.06879209370344821,0.13880811113901795,NA,0.052245660205027473,NA,0.08314332320506662,0.06955045412443865,NA,0.07846359572091591,0.16828192800843747,NA,0.11139070343133617,NA,0.16301052294877955,0.09407643488025129,NA,0,0,NA,0,NA,0,0,NA,01117
01,119,12,114,NA,NA,NA,NA,NA,NA,207,694,2,4,NA,9,7,NA,0.057971014492753624,0.1642651296829971,NA,NA,NA,NA,NA,NA,0.026135748572824906,0.1366985243777242,NA,NA,NA,NA,NA,NA,0.08980628041268235,0.19183173498827003,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,01119
01,121,295,345,NA,NA,NA,17,12,NA,3581,2149,7,38,2,144,159,3,0.08237922368053616,0.16053978594695206,NA,NA,NA,0.11805555555555555,0.07547169811320754,NA,0.0733740026404854,0.14501844416427012,NA,NA,NA,0.06535215299824461,0.03441257450546061,NA,0.09138444472058692,0.176061127729634,NA,NA,NA,0.1707589581128665,0.11653082172095447,NA,0,0,NA,NA,NA,1,1,NA,01121
01,123,135,210,NA,NA,NA,NA,NA,NA,1669,938,3,11,2,41,99,NA,0.08088675853804674,0.22388059701492538,NA,NA,NA,NA,NA,NA,0.06780545176919084,0.19720420131615235,NA,NA,NA,NA,NA,NA,0.09396806530690263,0.2505569927136984,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,01123
01,125,629,1218,NA,29,NA,29,127,NA,8313,7077,15,268,4,257,1687,1,0.07566462167689161,0.17210682492581603,NA,0.10820895522388059,NA,0.11284046692607004,0.07528156490812092,NA,0.06997951783930532,0.16331219293760316,NA,0.07101675855098652,NA,0.07415722990251744,0.06269093068725846,NA,0.0813497255144779,0.1809014569140289,NA,0.14540115189677466,NA,0.15152370394962264,0.08787219912898338,NA,0,0,NA,0,NA,0,0,NA,01125
01,127,476,65,NA,NA,NA,NA,45,NA,4517,339,3,22,NA,48,489,NA,0.10537967677662165,0.19174041297935104,NA,NA,NA,NA,0.09202453987730061,NA,0.09642543458037128,0.14983322850926695,NA,NA,NA,NA,0.06640386740381189,NA,0.11433391897287201,0.23364759744943514,NA,NA,NA,NA,0.11764521235078933,NA,0,0,NA,NA,NA,NA,0,NA,01127
01,129,72,46,20,NA,NA,NA,NA,NA,838,283,94,NA,NA,23,14,NA,0.08591885441527446,0.1625441696113074,0.2127659574468085,NA,NA,NA,NA,NA,0.06694433974026942,0.11955792487898714,0.13002983776539373,NA,NA,NA,NA,NA,0.10489336909027949,0.20553041434362768,0.2955020771282233,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,01129
