statecode,countycode,v147_race_white,v147_race_white_cilow,v147_race_white_cihigh,v147_race_black,v147_race_black_cilow,v147_race_black_cihigh,v147_race_aian,v147_race_aian_cilow,v147_race_aian_cihigh,v147_race_asian,v147_race_asian_cilow,v147_race_asian_cihigh,v147_race_nhopi,v147_race_nhopi_cilow,v147_race_nhopi_cihigh,v147_race_tom,v147_race_tom_cilow,v147_race_tom_cihigh,v147_race_hispanic,v147_race_hispanic_cilow,v147_race_hispanic_cihigh
01,099,72.2477954390357,70.57082043609081,73.92477044198058,68.61518599431106,66.32571611216267,70.90465587645946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01,101,75.51692390347667,74.89682640069532,76.13702140625801,70.77930919039447,70.23888260433567,71.31973577645327,NA,NA,NA,87.36515053413633,82.09597972131722,92.63432134695545,NA,NA,NA,112.31244505063755,66.35436106454824,158.27052903672686,80.29286467785577,75.13549234763272,85.45023700807883
01,103,72.89668295425264,72.30818211712231,73.48518379138297,68.84154753319872,67.15796958067497,70.52512548572247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.80127564291243,75.49406345976749,88.10848782605737
01,105,74.61083307200943,71.74544721782303,77.47621892619583,66.80231323742917,64.18922262878922,69.41540384606913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01,107,72.94007732882292,71.12898965124191,74.75116500640394,68.37649105206748,66.16616372662553,70.58681837750943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01,109,72.96899733885537,71.65638047505088,74.28161420265987,68.27049932366744,66.52600008200902,70.01499856532585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01,111,73.15993744346578,71.80731242554472,74.51256246138684,71.36714901274624,68.5785586851903,74.15573934030218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01,113,69.56354409134418,68.46350400887103,70.66358417381734,71.43037992169253,70.27857527605687,72.5821845673282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.49112052886936,74.32749679921389,80.65474425852483
01,115,72.60237814378752,71.98542951532814,73.2193267722469,70.67125818506068,68.68810301802574,72.65441335209562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01,117,79.33824125582956,78.89315454095153,79.78332797070759,75.42468113149985,74.25141064728258,76.59795161571712,NA,NA,NA,88.23376059650234,83.02247128259675,93.44504991040792,NA,NA,NA,NA,NA,NA,101.88654065984954,84.703470189873,119.06961112982609
01,119,77.51268046010382,73.36024679042231,81.66511412978534,68.55047584144222,66.20619235682469,70.89475932605976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01,121,70.75517880107223,69.91446396858873,71.59589363355573,68.74406643555936,67.54189918174863,69.94623368937009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01,123,73.14414347940436,72.01311091130128,74.27517604750744,71.08504577667871,69.32825382716325,72.84183772619417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01,125,75.75955157775616,75.28737594186182,76.23172721365049,71.7036344472297,70.97166310680751,72.4356057876519,NA,NA,NA,84.22537522160466,78.73393665069145,89.71681379251788,NA,NA,NA,NA,NA,NA,98.82183329379608,75.38490679784138,122.25875978975077
01,127,67.52933743709977,66.78247754758802,68.27619732661152,65.98932267053435,63.42716493933559,68.55148040173312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01,129,73.24935874610286,71.47315443401675,75.02556305818896,70.35864216366997,66.96101510243142,73.75626922490852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01,131,73.10416086643998,68.76570953014523,77.44261220273474,66.1792503864693,63.87274912533042,68.48575164760818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01,133,72.14293094229866,70.90681150902059,73.37905037557674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,020,78.77367873854239,78.30879109333627,79.2385663837485,73.67831896665669,72.22821793908668,75.1284199942267,61.806340618161485,60.642583930763124,62.97009730555985,83.76269477789369,82.22943428426576,85.2959552715216,63.959781537850816,61.98735048898408,65.93221258671755,71.10504191058551,69.29949988397458,72.91058393719645,82.8419305764279,80.40921067323927,85.27465047961653
02,050,NA,NA,NA,NA,NA,NA,67.15624131004749,65.53249601467037,68.77998660542461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,070,NA,NA,NA,NA,NA,NA,64.2960525676578,60.67771071426767,67.91439442104792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,090,78.90895027846939,78.08314505720226,79.73475549973652,80.70967145748133,75.72087212329349,85.69847079166918,64.64319211678088,62.465377215302475,66.82100701825928,86.7232780698154,77.02232921902514,96.42422692060565,NA,NA,NA,72.24296013216409,69.03625879087399,75.44966147345419,85.32991800532272,75.75671350959774,94.9031225010477
02,100,76.49899704965728,70.24612942950463,82.75186466980992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,110,82.04726920413613,80.70241609780469,83.39212231046757,NA,NA,NA,69.33367087751131,65.82643605453785,72.84090570048477,94.43205118089287,82.12718299194832,106.73691936983742,NA,NA,NA,66.96733170287148,62.61759409304894,71.31706931269402,82.38943196046341,69.33924117374531,95.43962274718152
02,122,78.70906419027317,77.77991704567029,79.63821133487605,NA,NA,NA,69.54820714486891,66.64366592056972,72.4527483691681,NA,NA,NA,NA,NA,NA,71.25193632675067,66.94657538425054,75.5572972692508,NA,NA,NA
02,130,77.95841137066476,75.62855298057765,80.28826976075187,NA,NA,NA,65.72836358891821,60.60891650933061,70.84781066850582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,150,79.05688452047282,76.95744144422589,81.15632759671975,NA,NA,NA,NA,NA,NA,104.96408587181242,67.41407933656274,142.5140924070621,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,158,NA,NA,NA,NA,NA,NA,64.11201070534878,61.57998097684129,66.64404043385626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,170,76.55532437013224,75.95378263695932,77.15686610330516,NA,NA,NA,67.76069150439919,65.39467343571681,70.12670957308157,79.560032181349,76.01000407139468,83.11006029130333,NA,NA,NA,85.103489568786,74.23232524680792,95.97465389076409,82.23170786365927,77.44202850512903,87.0213872221895
02,180,NA,NA,NA,NA,NA,NA,66.10178198361558,63.72540619156143,68.47815777566973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,185,NA,NA,NA,NA,NA,NA,68.26970053470092,65.57126353021981,70.96813753918202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,188,NA,NA,NA,NA,NA,NA,64.7196099685302,62.06058747181462,67.37863246524576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,195,81.17782546277998,77.83745360187254,84.51819732368742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,198,74.96983657602125,69.99870589228604,79.94096725975646,NA,NA,NA,68.2155841981828,64.33100168398265,72.10016671238294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,220,81.17946148682678,79.2448499333134,83.11407304034016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,240,76.76288651497698,74.5971041296359,78.92866890031807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02,290,NA,NA,NA,NA,NA,NA,63.29714460069533,59.770302155420126,66.82398704597054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04,001,71.24435799037869,69.37708095306738,73.11163502769,NA,NA,NA,61.525132797512256,60.6185267031775,62.43173889184701,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.20078590694423,69.33039170609749,75.07118010779098
04,003,75.81554088276654,75.11989005975258,76.5111917057805,75.71499693977748,72.36248421418573,79.06750966536923,NA,NA,NA,88.13976480942779,83.46534735445127,92.81418226440431,NA,NA,NA,72.24445061702826,68.75572746016384,75.73317377389269,77.02282429509485,76.07662693407995,77.96902165610975
04,005,81.01495192013921,80.26945850736257,81.76044533291585,78.8684352946996,72.79876840507303,84.938102184326155,65.92083467241581,64.85826349197767,66.98340585285395,88.7296216858488,77.5501294729267,99.9091138987709,NA,NA,NA,78.16251746631654,60.09515138738445,96.22988354524864,78.09402753148186,76.48700005738927,79.70105500557445
04,007,71.50143514493277,70.05111624444808,72.95175404541746,NA,NA,NA,56.456328243876946,54.54288340248472,58.36977308526917,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.0416135102695,75.00332638242573,79.07990063811327
04,009,75.18546640331326,74.07791431445003,76.29301849217649,NA,NA,NA,66.38724204119698,63.196544642993445,69.57793943940052,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.51730553075342,72.75407388222906,76.28053717927777
04,011,74.73872255107538,70.99021505704559,78.48723004510518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.32854981459236,72.4276087657219,78.22949086346283
04,012,66.4350202183837,63.02744870438766,69.84259173237973,NA,NA,NA,59.392665086152846,55.55737478348074,63.22795538882495,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.26519863194233,72.05976732237544,80.47062994150922
04,013,78.43526064764306,78.32263536947234,78.54788592581379,72.09098526452442,71.67525755342035,72.50671297562849,70.76677238384795,69.8588852923186,71.6746594753773,85.23220552784115,84.65985269403093,85.80455836165136,69.68515765456013,67.51647850083314,71.85383680828711,74.34664712267084,73.4399251875216,75.2533690578201,76.45360873456015,76.26568211983744,76.64153534928286
04,015,72.46026540543177,71.94315206710388,72.97737874375966,73.20870501312716,68.29508838717052,78.1223216390838,68.96202567528144,64.20386724218218,73.72018410838069,82.32614720112606,77.88865561362005,86.76363878863208,NA,NA,NA,74.44717879147677,71.06449842887879,77.82985915407475,77.08053620743374,75.97878264933293,78.18228976553455
04,017,73.55848061114398,72.69356352469491,74.42339769759305,NA,NA,NA,61.13348637333809,60.203372507034466,62.06360023964171,NA,NA,NA,NA,NA,NA,63.70553034771719,57.652139266418764,69.758921429015615,72.62802264368463,70.85164792361796,74.4043973637513
04,019,77.16808072449093,76.90908855873946,77.42707289024241,72.35471527622548,71.28485564363636,73.42457490881459,64.2614644754322,63.01575561349434,65.50717333737008,85.98308166009897,84.62873156608251,87.33743175411544,NA,NA,NA,79.67906795393083,76.83179099173674,82.52634491612491,76.4960151930302,76.1792605883539,76.81276979770651
04,021,79.32745171066786,78.91049241126933,79.74441101006639,73.86311941871006,72.47374734347153,75.25249149394858,66.43811444012744,64.92751531960467,67.9487135606502,85.53704283187425,82.91425525964495,88.15983040410354,NA,NA,NA,75.82907674017372,73.30875680302066,78.34939667732678,77.66164402985203,77.03436875554235,78.28891930416171
04,023,80.52388193722952,78.0016458098491,83.04611806460994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.2303954379886,78.27411837368966,80.18667250228755
04,025,76.11046039627004,75.61324864528684,76.60767214725324,77.19684952405163,72.467002642092325,81.92669640601093,67.41013568947749,63.20698429194036,71.61328708701461,86.17075539946191,81.55134611015525,90.79016468876857,NA,NA,NA,82.70582637445902,77.54189148830366,87.86976126061438,78.92627396109445,77.85446716459245,79.99808075759645
04,027,77.11795216843238,76.18636818120312,78.04953615566164,74.70427074831552,70.97492133016034,78.4336201664707,68.20628664207405,61.67958628426469,74.73298699988341,88.76025029605883,84.04848882269293,93.472011769424725,NA,NA,NA,92.86483552481772,67.6603470988853,118.06932395075015,77.31735813288807,76.70814243029928,77.92657383547687
05,001,69.56126008929049,67.86369423032707,71.2588259482539,65.94349800221921,63.05214275619985,68.83485324823857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05,003,71.40681307263698,69.75666121019523,73.05696493507872,66.97367773751466,63.6238498548239,70.32350562020542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05,005,73.76228923626907,72.84494214249119,74.67963633004695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05,007,77.29429793616686,76.91327694246243,77.67531892987128,89.96312930757796,68.70144324273338,111.22481537242254,81.10104056604014,77.27485495517192,84.92722617690836,88.51603466179523,82.41809829205204,94.61397103153843,NA,NA,NA,118.73318741240837,68.57324243833858,168.89313238647816,84.10679012264963,81.95844880845789,86.25513143684137
05,009,73.7589770641224,72.82599691913617,74.69195720910864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05,011,72.69999985526664,70.62856547621176,74.77143423432152,68.78371054720326,65.08438877488925,72.48303231951726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05,013,70.52706289708901,67.26043169510048,73.79369409907754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05,015,74.19213110863437,72.85279742465383,75.53146479261491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.82928546988664,70.96564789550239,116.6929230442709
05,017,73.00099603448423,69.73157458772398,76.27041748124448,66.41835341299763,63.727716437620394,69.10899038837486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05,019,72.91714741668635,71.46560680729903,74.36868802607367,68.51985842313778,65.80172362509826,71.23799322117729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05,021,72.36061625870911,70.94112530570615,73.78010721171208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05,023,74.8328352470961,73.72170138943498,75.94396910475722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05,025,71.75128451892222,69.36084842340478,74.14172061443966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05,027,73.8137692150074,72.16043456704018,75.46710386297461,66.66261315320654,64.52877812665778,68.79644817975529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05,029,72.50130272155721,71.05016108772122,73.9524443553932,72.78233546240727,68.9098383389438,76.65483258587075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05,031,74.93539920961732,74.35682873616153,75.5139696830731,69.28679966239801,67.64173522834668,70.93186409644935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.32082627047004,70.99778250208698,111.6438700388531
05,033,72.29489160318595,71.50869555454867,73.08108765182322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.84166133066097,71.7999017070031,107.88342095431884
