statecode,countycode,v128_denominator,v128_numerator,v128_rawvalue,v128_cilow,v128_cihigh,sourceflag,v128_flag_CT
01,057,15046,12,79.75541672205237,41.210787642710464,139.31666255600794,,
01,059,34489,22,63.78845428977355,39.975884694336195,96.57648637862866,,
01,061,25553,23,90.00900090009,57.0579855087257,135.05769535801286,,
01,063,7212,6,83.19467554076539,16.62507077294748,149.7642803085833,,
01,065,15198,16,105.27701013291224,60.17490757758603,170.96326883511617,,
01,067,15753,12,76.17596648257475,39.3612334712259,133.06408333763062,,
01,069,106934,79,73.87734490433351,58.4893896792366,92.07321447311026,,
01,071,47666,32,67.13380606721772,45.91947365267604,94.7729032841448,,
01,073,671540,574,85.47517646007684,78.48255318837495,92.46779973177873,,
01,075,12979,11,84.75229216426536,42.30803888771738,151.64526167888093,,
01,077,87008,42,48.2714233173961,34.78979603309776,65.24894122206078,,
01,079,31444,22,69.96565322478057,43.84710237956243,105.92883980131423,,
01,081,179180,104,58.04219220895189,46.88684200620397,69.1975424116998,,
01,083,104366,49,46.95015618113179,34.733984007080025,62.0705963560147,,
01,085,9364,8,85.43357539513029,26.231128102279662,144.63602268798093,,
01,087,17084,9,52.68087099040038,18.262701943338804,87.09904003746195,,
01,089,384971,223,57.92644121245497,50.32352004041515,65.52936238449479,,
