statecode,countycode,v054_rawvalue,v054_numerator,v054_denominator,v054_flag_CT
00,000,0.12633982134476282,42313088,334914895,NA
01,000,0.2623408818455944,1340160,5108468,NA
01,001,0.2099035497663319,12666,60342,NA
01,003,0.08221469229646519,20842,253507,NA
01,005,0.4648362822859467,11428,24585,NA
01,007,0.20367660508505578,4454,21868,NA
01,009,0.01825598502073024,1092,59816,NA
01,011,0.6992017783166616,6920,9897,NA
01,013,0.44674137743444675,8212,18382,NA
01,015,0.22028875967327727,25648,116429,NA
01,017,0.39123800581002965,13333,34079,NA
01,019,0.04223486324320112,1084,25666,NA
01,021,0.09786565010445608,4544,46431,NA
01,023,0.4046686255305256,4958,12252,NA
01,025,0.45229887630389043,10103,22337,NA
01,027,0.1347175962015449,1901,14111,NA
01,029,0.029477588081079354,461,15639,NA
01,031,0.1636324425354492,9105,55643,NA
01,033,0.15494936687171226,9043,58361,NA
01,035,0.44361911580454627,4957,11174,NA
01,037,0.28204129333852745,2896,10268,NA
01,039,0.12312921585160203,4673,37952,NA
01,041,0.23028776429280207,3017,13101,NA
01,043,0.012367414362719526,1138,92016,NA
01,045,0.21182651240199715,10564,49871,NA
01,047,0.705931148900871,25530,36165,NA
01,049,0.014923727762543235,1083,72569,NA
01,051,0.21741245673975299,19663,90441,NA
01,053,0.3077028283822966,11249,36558,NA
01,055,0.1498145116765626,15467,103241,NA
01,057,0.11173044404083422,1784,15967,NA
01,059,0.03663291616879442,1165,31802,NA
01,061,0.08740921891210908,2359,26988,NA
01,063,0.7945783953139899,5833,7341,NA
01,065,0.5765717356260075,8584,14888,NA
01,067,0.23934298005475166,4284,17899,NA
01,069,0.2720584167726946,29508,108462,NA
01,071,0.032973609890212655,1763,53467,NA
01,073,0.42976489489285635,284889,662895,NA
01,075,0.1008710928921748,1378,13661,NA
01,077,0.09953105955750201,9636,96814,NA
01,079,0.09930750402961017,3327,33502,NA
01,081,0.2237535136315258,40995,183215,NA
01,083,0.14103302108953897,16170,114654,NA
01,085,0.7180199650097767,6977,9717,NA
01,087,0.7834512792596625,14392,18370,NA
01,089,0.24568347067377605,101369,412600,NA
01,091,0.5122029543994862,9570,18684,NA
