statecode,countycode,v126_rawvalue,v126_numerator,v126_denominator,v126_flag_CT
00,000,0.5835290902782929,195432584,334914895,NA
01,000,0.6410469831659903,3274768,5108468,NA
01,001,0.7136322959132942,43062,60342,NA
01,003,0.8226794526383887,208555,253507,NA
01,005,0.4476306691071792,11005,24585,NA
01,007,0.7370587159319554,16118,21868,NA
01,009,0.8544870937541795,51112,59816,NA
01,011,0.22299686773769828,2207,9897,NA
01,013,0.5033184637145033,9252,18382,NA
01,015,0.696931176940453,81143,116429,NA
01,017,0.5436485812377124,18527,34079,NA
01,019,0.9085171043403725,23318,25666,NA
01,021,0.7794576899054511,36191,46431,NA
01,023,0.568560235063663,6966,12252,NA
01,025,0.5139454716389846,11480,22337,NA
01,027,0.8002976401388987,11293,14111,NA
01,029,0.927552912590319,14506,15639,NA
01,031,0.6795643656884065,37813,55643,NA
01,033,0.7725364541388942,45086,58361,NA
01,035,0.49758367639162343,5560,11174,NA
01,037,0.6663420335021426,6842,10268,NA
01,039,0.8250421585160203,31312,37952,NA
01,041,0.6991832684527899,9160,13101,NA
01,043,0.9106025039123631,83790,92016,NA
01,045,0.6658779651500872,33208,49871,NA
01,047,0.2649523019493986,9582,36165,NA
01,049,0.7734432057765712,56128,72569,NA
01,051,0.7195962008381155,65081,90441,NA
01,053,0.6051479840253843,22123,36558,NA
01,055,0.7659360137929698,79076,103241,NA
01,057,0.8387298803782802,13392,15967,NA
01,059,0.7333815483302937,23323,31802,NA
01,061,0.818993626797095,22103,26988,NA
01,063,0.1789946873722926,1314,7341,NA
01,065,0.39373992477162817,5862,14888,NA
01,067,0.7091457623330912,12693,17899,NA
01,069,0.642169607788903,69651,108462,NA
01,071,0.8828810294200161,47205,53467,NA
01,073,0.480896672927085,318784,662895,NA
01,075,0.8560866700827172,11695,13661,NA
01,077,0.8320077674716466,80550,96814,NA
01,079,0.7611187391797505,25499,33502,NA
01,081,0.660311655705046,120979,183215,NA
01,083,0.7319849285676906,83925,114654,NA
01,085,0.24956262220850056,2425,9717,NA
01,087,0.1729450190528035,3177,18370,NA
01,089,0.6250339311682016,257889,412600,NA
01,091,0.44294583600941984,8276,18684,NA
01,093,0.9045958145260566,26454,29244,NA
01,095,0.7677855413077137,77359,100756,NA
01,097,0.5525119036050918,227436,411640,NA
01,099,0.5301887773675178,10195,19229,NA
01,101,0.2954662636678816,66474,224980,NA
01,103,0.7272342227869547,91001,125133,NA
01,105,0.27500646161798914,2128,7738,NA
01,107,0.5274507705479452,9857,18688,NA
01,109,0.5475450402872921,18144,33137,NA
01,111,0.7638901079610287,17406,22786,NA
01,113,0.4440283262971538,26084,58744,NA
01,115,0.8287529303415941,79189,95552,NA
01,117,0.7380729613733905,171971,233000,NA
01,119,0.2651146925897501,3109,11727,NA
01,121,0.623206626238722,50562,81132,NA
01,123,0.6854487794085109,27882,40677,NA
01,125,0.5905894941716202,140190,237373,NA
01,127,0.8745828698553949,56610,64728,NA
01,129,0.658966848622021,9899,15022,NA
01,131,0.27916331456154464,2776,9944,NA
01,133,0.9234678751429418,21804,23611,NA
02,000,0.5901615203584372,432828,733406,NA
02,013,0.09563709910430511,331,3461,NA
02,016,0.24612403100775193,1270,5160,NA
02,020,0.551914707681552,157889,286075,NA
02,050,0.07967515364354696,1452,18224,NA
02,060,0.4099526066350711,346,844,NA
02,063,0.6705569508051411,4539,6769,NA
02,066,0.6570680628272252,1757,2674,NA
02,068,0.7430555555555556,1177,1584,NA
02,070,0.14477968309094855,667,4607,NA
02,090,0.6814740615773935,64631,94840,NA
02,100,0.755072463768116,1563,2070,NA
02,105,0.46021220159151194,1041,2262,NA
02,110,0.632070987165267,19945,31555,NA
02,122,0.7911732518824625,48438,61223,NA
02,130,0.6222157519289562,8548,13738,NA
02,150,0.47393553521687226,5955,12565,NA
02,158,0.027621547306586676,221,8001,NA
02,164,0.21637866265965439,288,1331,NA
02,170,0.773158392558075,89098,115239,NA
02,180,0.1293659735736966,1263,9763,NA
02,185,0.31028954069602943,3290,10603,NA
02,188,0.09115609292215732,671,7361,NA
02,195,0.6784359498103297,2325,3427,NA
