"statecode","countycode","v014_race_white","v014_race_white_cilow","v014_race_white_cihigh","v014_race_black","v014_race_black_cilow","v014_race_black_cihigh","v014_race_asian","v014_race_asian_cilow","v014_race_asian_cihigh","v014_race_aian","v014_race_aian_cilow","v014_race_aian_cihigh","v014_race_nhopi","v014_race_nhopi_cilow","v014_race_nhopi_cihigh","v014_race_tom","v014_race_tom_cilow","v014_race_tom_cihigh","v014_race_hispanic","v014_race_hispanic_cilow","v014_race_hispanic_cihigh"
"06","027",18.8841201716738,11.8345775727293,28.5907848816526,NA,NA,NA,NA,NA,NA,21.0084033613445,10.0743460002782,38.6352017689449,NA,NA,NA,NA,NA,NA,16.9491525423729,10.7443087966431,25.432050769958
"05","001",36.4431486880466,28.6648482514341,45.6818024532715,44.2211055276382,32.1311229730094,59.3647701309626,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.9565217391304,41.699032140282,159.916139495807,NA,NA,NA
"44","009",1.65867486956784,1.24954090809248,2.15899333441779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.64304235090752,4.14467475897358,15.8948626119428,6.19914761720263,3.54334849036866,10.0670273527939
"53","027",14.8076091655858,12.3280142860992,17.2872040450725,NA,NA,NA,NA,NA,NA,32.8947368421053,20.0929598444144,50.803253129399,NA,NA,NA,11.1982082866741,5.36997614348537,20.5939037424611,24.3093922651934,18.8008822168108,30.9275073453064
"48","141",22.1389163955298,19.6862399359605,24.591592855099,20.7386924748173,16.7718697410071,24.7055152086275,8.1555834378921,4.3425046995005,13.9462960590708,20.5128205128205,10.5992736901234,35.831769313123,28.8184438040346,13.8195639657995,52.9981442133077,7.00431034482759,3.72950026454946,11.9775840076287,28.9256622278762,28.1706772080269,29.6806472477254
"40","079",36.8162170219109,32.2247998293064,41.4076342145153,57.4712643678161,27.5597051501864,105.691701390907,NA,NA,NA,38.2165605095541,30.4830253593203,47.3147023520872,NA,NA,NA,19.3340494092374,11.4585830079479,30.5561334774737,26.148969889065,17.9997476804515,36.7228758075826
"36","051",5.07900677200903,4.03346450928928,6.31274167169106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1936799184506,4.888265745293,18.7465403078673
"49","005",3.91485831324052,3.29042847668478,4.53928814979625,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.8930817610063,30.1596773341663,115.662616616464,13.0841121495327,7.1532058657015,21.9529169362949,20.8793074180954,17.1893648697059,24.5692499664849
"21","179",18.0597925564369,15.1501611813583,20.9694239315154,21.4424951267057,10.7040163104032,38.3665468095555,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4725274725275,13.1741447695946,50.5229561593895,33.5365853658537,16.7413425830391,60.0062149795791
"26","033",10.056843025798,7.36287306711235,13.4144192633551,NA,NA,NA,NA,NA,NA,21.2187159956474,15.088581332664,29.0066832784727,NA,NA,NA,17.0940170940171,8.19724563441442,31.4365060547313,NA,NA,NA
"01","093",34.944670937682,29.8396118393715,40.0497300359925,49.5049504950495,23.7395480006556,91.0413665446425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","033",4.0493866370241,3.26352655209855,4.83524672194965,10.3544792644688,9.76090224530698,10.9480562836306,1.09325461900077,0.524258084195084,2.01053416880046,NA,NA,NA,NA,NA,NA,11.9217081850534,9.23916009345206,15.1401479764762,38.5837583366026,36.8786247058214,40.2888919673837
"51","033",16.9337768370124,12.7915930398035,21.9899177525204,23.876404494382,16.5351042026491,33.364882089328,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8340611353712,10.4702809959223,40.1536158122659,20.6185567010309,10.6539091215158,36.0164691549432
"39","047",26.7824159586258,22.4230651321698,31.1417667850818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2962962962963,22.2008735932057,85.1405372315638,NA,NA,NA
"27","013",5.2272477165181,4.22915555537197,6.39003926618001,7.37463126843658,3.53642234228056,13.5622094705146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9235668789809,8.91229950401626,26.2635019867153
"41","023",10.2354145342886,4.90827911579574,18.8232917523212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","129",18.7684332826884,16.2299491980935,21.3069173672832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1747211895911,17.826723777444,68.3656358439323
"51","131",12.5944584382872,6.0395323628872,23.1616574836496,54.4488711819389,39.073450024509,73.8660419199667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","053",17.982017982018,13.5086453455028,23.4626328317385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.359477124183,31.3424097786434,120.198405503384,NA,NA,NA
"16","027",13.8772191353842,12.6751663554406,15.0792719153278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5570776255708,7.86945369419498,19.0115664310076,27.3531777956557,25.1232030713988,29.5831525199125
"31","013",13.6391816491011,8.54760252463088,20.649884926922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.246719160105,12.586322037093,48.2686510289181
"51","069",11.6122636833534,9.83500339795109,13.3895239687557,11.9760479041916,5.7429804744101,22.0243784934345,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4293785310734,6.20470097992863,22.2395915404542,19.559902200489,14.7753399170905,25.4001599747066
"48","475",49.2957746478873,35.5280583714527,66.6335666414209,82.6446280991736,39.6313115382846,151.986413570395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5088093966898,31.0229131037592,49.5996922060313
"39","103",4.54364741296075,3.83960195218606,5.24769287373545,15.8982511923688,7.62382940561595,29.2374499873097,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.96376811594203,4.97387714423627,17.8279334359619,13.7299771167048,8.13725459984708,21.699283194148
"02","130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6305418719212,11.8113022072227,45.2964434532458,NA,NA,NA
"31","051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3700787401575,18.8794830556395,72.4029765433771
"37","109",17.0933734939759,14.8697004834559,19.3170465044959,33.6842105263158,23.0399750645101,47.5520548204426,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2413793103448,8.26791154505592,31.707510417272,22.6600985221675,16.5900401029418,30.2253959165448
"01","057",36.3431997002623,29.4718866894838,44.3356215557939,31.055900621118,14.8925114786722,57.1129069627881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","279",30.9079201545396,25.0355145573067,37.7438605921856,50.131926121372,40.5597219331557,61.2836800124304,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.2251655629139,31.7575410339896,121.790437364356,38.0194518125553,27.5148657930744,51.2119520869882
"19","021",5.94530321046373,3.32754107522129,9.80587351228135,NA,NA,NA,20.1612903225806,9.66812237123475,37.0773307298746,NA,NA,NA,214.953271028037,136.261934925651,322.535447615262,NA,NA,NA,30.3582270795386,22.5324612856478,40.0235377439811
"05","059",31.9624973364586,26.8474324570051,37.077562215912,21.9941348973607,12.3099503413245,36.2759807499792,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.896174863388,54.1154451891109,148.735774950309,26.246719160105,12.586322037093,48.2686510289181
"20","141",18.450184501845,8.84758062017054,33.9305462029848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","047",18.0129149201314,15.2130214549314,20.8128083853314,27.3569642594499,23.4253807727471,31.2885477461527,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1889168765743,12.0790647257744,46.3233149672992,55.3584102200142,43.7585260504048,69.0898013136052
"39","133",6.4246787660617,5.63918828303366,7.21016924908973,9.75312404754648,6.67112962855366,13.7685010909541,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9789864029666,8.03419714714227,19.8397594159106,5.27148128624143,2.52788017719158,9.69444177228138
"08","011",27.4725274725275,13.1741447695946,50.5229561593895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4075723830735,18.6979646609873,55.100710181483
"17","107",19.2463533225284,15.5714491619388,23.5276688864578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.9756097560976,29.2401749764173,112.136317329377,NA,NA,NA
"34","009",7.1551724137931,5.69905488774165,8.86991274114363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8350168350168,8.07304494298389,30.9601953569323,30.7275192046995,23.8611209907919,38.9544523976636
"36","061",0.945660131782315,0.763269774701551,1.15849754967596,12.0389624603261,10.9140498290393,13.1638750916129,0.316235532224401,0.151647229654432,0.581568403074372,NA,NA,NA,NA,NA,NA,1.79390073749253,1.06317926852696,2.8351365624405,13.4854264475743,12.6895731872405,14.2812797079082
"51","000",8.9536034369407,8.770840357927,9.1363665159544,18.507002822625,18.0804596903463,18.9335459549037,1.39904110665723,1.19351048050234,1.60457173281213,6.09357997823721,4.0491396421888,8.80691968297458,6.57030223390276,3.1507153062631,12.0830197385137,8.02771855010661,7.45432774928222,8.601109350931,27.4821561844129,26.8223645604084,28.1419478084173
"40","103",23.767082590612,16.979552252994,32.3640207747974,NA,NA,NA,NA,NA,NA,28.9855072463768,13.899677380094,53.3053798319356,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","021",5.61993721173598,4.70518486204283,6.53468956142913,15.330565314596,12.4178071247197,18.7212441710841,NA,NA,NA,56.4971751412429,27.0925915035731,103.900316621569,NA,NA,NA,NA,NA,NA,28.5416666666667,26.5904769773479,30.4928563559854
"48","199",27.105800058292,23.9251477262761,30.286452390308,43.5339308578745,30.1485126563025,60.834304859415,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4448160535117,16.0380892847239,61.5062074983872,27.4725274725275,18.5355989207151,39.2187412040363
"51","143",17.9202730708277,15.0233162160374,20.8172299256181,19.673503557974,14.4553504257287,26.161589091941,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1545189504373,13.9807250616106,53.6161983732297,NA,NA,NA
"13","183",23.4948604992658,17.3232554202072,31.150776398496,14.2630744849445,8.45320188621199,22.5418068680887,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7868852459016,15.7225858889588,60.2962493180911,16.2337662337662,7.7847219093059,29.8544740941847
"31","123",13.986013986014,6.70683733724816,25.7207776811437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08","009",19.2307692307692,9.22190133871622,35.3660693115727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","035",5.62568605927552,4.47427507326457,6.98295973765561,19.434628975265,9.70169676190254,34.7739196348091,NA,NA,NA,50,33.2246368854599,72.2639213272646,NA,NA,NA,15.7232704402516,7.53991933354156,28.915654154116,22.0848056537102,14.2921217737008,32.6015297681364
"01","121",26.4178635077052,23.1560923138568,29.6796347015536,23.4419668381933,19.8541670939484,27.0297665824381,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.685393258427,32.764105701224,77.5534671794001,19.3423597678917,9.27541333874746,35.5712882824328
"22","115",47.945205479452,42.4646119910331,53.425798967871,26.7794221282593,18.9507129282566,36.7568491326706,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9357798165138,10.9985979269093,42.1797156927013,49.3358633776091,36.8463825431321,64.6974210065208
"47","163",24.7452145462751,22.8544635054548,26.6359655870953,12.3762376237624,5.9348870001639,22.7603416361606,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6595744680851,18.0681523570174,40.5276851948139,21.759697256386,13.7937814920006,32.6502297964362
"27","127",8.4843810258388,5.31711641813714,12.8454548349885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6190476190476,22.8351842672973,87.5731240096085
"49","029",2.73000273000273,1.30914242318658,5.02057222004307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","057",8.41750841750842,4.03652247149195,15.4800976784661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","053",21.156735102654,17.9669504256385,24.3465197796695,40.4839460214053,32.4259811706932,49.9367978513373,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1204819277108,14.4439418558206,55.3926386807764,25.9259259259259,14.1739449561122,43.4992983737696
"19","141",14.913341394599,10.5003686284184,20.5560766392305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8947368421053,15.7743049214883,60.4945922434795
"27","051",9.53288846520496,4.57139055875351,17.5313212983964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.662100456621,21.8967520371344,83.9742285023643
"35","055",9.04159132007233,4.3357944811324,16.6278083562548,NA,NA,NA,NA,NA,NA,32.3624595469256,15.519057269037,59.5157153463359,NA,NA,NA,NA,NA,NA,24.1994622341726,19.6681287837192,29.4619769623944
"40","145",15.5244225672094,13.1484052432093,17.9004398912095,14.367816091954,6.8899262875466,26.4229253477267,NA,NA,NA,12.2725349132459,8.21910924145067,17.6254072952123,NA,NA,NA,23.7373737373737,17.4413293773059,31.5656749195187,12.0772946859903,7.8157883322847,17.8284694190968
"29","155",40.2948402948403,32.0476822938105,50.0165214427853,66.1000944287063,51.5282663908834,83.5134927592436,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.647058823529,56.416337601558,216.357129906092,NA,NA,NA
"01","037",26.369168356998,17.2252162429983,38.6369412607759,17.7304964539007,8.50246222718517,32.6070142588968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","021",10.9694633857101,8.61338811789816,13.7711567598424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5185185185185,8.88034943728229,34.0562148926255,25.2386002120891,22.9712538977003,27.5059465264778
"48","353",35.6408498971899,26.6182914328041,46.7382328587203,57.1428571428571,27.4022211207568,105.08774881153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.046783625731,41.7978410189186,64.048045844302
"29","127",19.1751085383502,15.524704219187,22.8255128575135,42.6136363636364,23.8505287863162,70.2847127030848,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6020761245675,16.5930404710465,63.6344499723799,NA,NA,NA
"16","039",32.6589595375723,26.6372584413411,38.6806606338034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.0625,18.7319870942673,71.8373282891319,28.3828382838284,20.5408007999783,38.2314969045436
"21","041",45.2653485952133,36.2556886242558,55.8346402614588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5256916996047,18.95410551831,72.6891543162758
"18","093",23.6679624971416,20.4436897602242,26.8922352340589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.0625,18.7319870942673,71.8373282891319
"49","053",8.58885407341092,7.62807815809218,9.54962998872966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7066381156317,5.9924240776469,17.6589713572347,31.6651220265678,27.3304094402191,35.9998346129165
"01","127",35.4663877531615,31.8670830545761,39.065692451747,28.2542885973764,18.7747695820964,40.8353137671727,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.25,14.9855896754139,57.4698626313056,106.339468302658,79.4194012279371,139.450064909761
"47","157",7.79727095516569,7.07523356033325,8.51930834999813,38.5136362885508,37.4081893828716,39.61908319423,3.51071692535107,2.11368092467974,5.4824193591252,NA,NA,NA,NA,NA,NA,22.4767668035444,18.1568713003493,26.7966623067395,55.2783295382976,52.0708184993027,58.4858405772925
"17","179",16.3582621371017,14.7631083761269,17.9534158980764,28.0112044817927,13.4324613337043,51.5136023585932,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8948655256724,16.8548690369555,40.7191496175125,NA,NA,NA
"13","033",19.7461212976023,14.2312673871545,26.6910196419796,29.9678915447735,23.903563945696,37.102288894002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.475935828877,25.64378981889,98.3441499573143
"29","129",14.5985401459854,7.00056743960939,26.8472350978362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","437",NA,NA,NA,75.7575757575758,36.3287022434275,139.320879106195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1498881431767,27.2693315464427,54.4480171913681
"27","169",3.26058025019963,2.41219521884676,4.31066000751386,22.3214285714286,10.7039926252956,41.049901879504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08","001",9.16718847839699,8.22800230731047,10.1063746494835,22.3599137931034,17.8095465241927,27.7184773160738,4.65549348230912,2.84369636531749,7.19003210025014,14.8148148148148,7.10427954982583,27.2449719141004,NA,NA,NA,11.8099423235375,8.54691381817281,15.9079148064772,22.3210443264955,21.2119568919897,23.4301317610013
"29","209",24.0115918029393,19.6419279561235,28.3812556497552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2820512820513,24.5917369032433,94.3095181641937
"36","117",12.5584502338009,10.7632487619524,14.3536517056494,16.6944908180301,8.0056572556468,30.7017630083769,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4410692588092,11.1122508549715,31.5710784903535,25.2167060677699,17.2482082831242,35.5984649956032
"21","211",13.2780082987552,10.7552293520048,16.2147207467951,12.4716553287982,6.22580540503043,22.3152364096394,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4592274678112,10.2905336826876,39.4642833519695,40.5555555555556,31.7890816236106,50.9925223238786
"13","063",29.5566502463054,23.9409815932865,36.0937287559509,20.4193737806149,19.200414747698,21.6383328135317,5.39892021595681,3.19974228566273,8.53262155594721,NA,NA,NA,NA,NA,NA,18.7839841819081,13.2926651731073,25.7824858721006,27.7719187231948,25.0330992370014,30.5107382093883
"32","021",34.1296928327645,16.3665143212711,62.7657202799242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","003",5.11554326773807,4.57651718044906,5.65456935502709,12.9748109704264,11.4814729865681,14.4681489542846,2.41604252234839,1.15858630010448,4.44318821986417,NA,NA,NA,NA,NA,NA,11.5562403697997,9.0897161327352,14.4858473727015,27.7345408235461,24.9889613590266,30.4801202880655
"33","011",5.9981823689791,5.40739915882188,6.58896557913632,10.4765123352484,7.11828184492797,14.8705729987323,2.82087447108604,1.35271895518545,5.18768858731108,NA,NA,NA,NA,NA,NA,7.07308858201415,4.378353312252,10.8119672397923,23.3639805300162,20.2481341941449,26.4798268658875
"40","141",15.0375939849624,7.21111082125178,27.6546707398764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.483660130719,27.7517372803862,62.2484053645834
"48","483",19.1204588910134,9.16900324308305,35.1632046692501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","039",17.7111716621253,11.5695253512237,25.9509700838726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8019801980198,9.49581920026225,36.416546617857
"29","145",25.9047249442127,22.7974518394099,29.0119980490154,NA,NA,NA,NA,NA,NA,26.6666666666667,12.7877031896865,49.0409494453807,152.046783625731,99.3220071087505,222.783766567983,41.2541254125413,26.6974947983982,60.8992272236475,48.0202190395956,36.3700449561287,62.2157636082248
"27","033",11.9370591427021,7.48089141195313,18.0728509968124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9329608938547,13.39494049199,51.3697096145748
