statecode,countycode,v138_denominator,v138_numerator,v138_rawvalue,v138_cilow,v138_cihigh,v138_sourceflag,v138_flag_CT
00,000,994665425,306439,30.808248914452815,30.69916742292691,30.91733040597872,,
01,000,15035705,3929,26.131132527540277,25.31403614181946,26.948228913261094,,
01,001,174999,19,10.857204898313705,6.536746589618646,16.95487035445094,,
01,003,715016,226,31.607684303568032,27.48676100931855,35.728607597817515,,
01,005,74259,12,16.159657415262796,8.349930794546406,28.227669438286203,,
01,007,66618,18,27.01972439881113,16.013601099401857,42.70281345511422,,
01,009,176432,42,23.80520540491521,17.156698179739333,32.17772216972582,,
01,011,,,,,,,
01,013,57038,12,21.038605841719555,10.870954642032007,36.75021047052308,,
01,015,345229,116,33.60088520952759,27.486148022336693,39.71562239671849,,
01,017,101494,12,11.82335901629653,6.109302134827888,20.653028797935793,,
01,019,76592,15,19.584290787549612,10.961178886546001,32.30130936845342,,
01,021,135555,34,25.08207000848364,17.370062620023074,35.04967879842359,,
01,023,,,,,,,
01,025,68566,10,14.584487938628474,6.9938288599778815,26.82139258818916,,
01,027,,,,,,,
01,029,,,,,,,
01,031,162209,17,10.48030627153857,6.105164614544994,16.779985583972906,,
01,033,170918,33,19.307504183292572,13.290397484600705,27.114914326852226,,
01,035,34385,11,31.9906936164025,15.969638991527813,57.24018762047972,,
01,037,,,,,,,
01,039,112056,25,22.310273434711217,14.438032633530849,32.93436469044974,,
01,041,,,,,,,
01,043,264676,81,30.603454790007405,24.303560577515665,38.037300012139,,
01,045,147845,24,16.233217220737934,10.400928577014078,24.15374046721445,,
01,047,110484,26,23.53281923174396,15.37241882589003,34.481032622936375,,
01,049,215469,49,22.741090365667453,16.823983844000363,30.064927480481323,,
01,051,261025,28,10.726941863806148,7.127974966327949,15.50341765856458,,
01,053,109646,54,49.2494026229867,36.99766701251733,64.25978730980673,,
01,055,308621,80,25.921761642921254,20.554344840756258,32.26187620655706,,
01,057,48507,19,39.16960438699569,23.582660573456888,61.16818927492031,,
01,059,95452,26,27.238821606671415,17.79330261869457,39.91118476629618,,
01,061,79895,13,16.271356154953377,8.663811866829967,27.82451457307576,,
01,063,,,,,,,
01,065,,,,,,,
01,067,,,,,,,
01,069,322117,53,16.453648829462587,12.324912045113257,21.521777779255437,,
01,071,157246,17,10.81108581458352,6.297855887976349,17.309595675506287,,
01,073,1988571,996,50.08621769099519,46.97561431574768,53.196821066242705,,
01,075,,,,,,,
01,077,283289,55,19.414802551458052,14.62588627565436,25.271034165096196,,
01,079,,,,,,,
01,081,524822,63,12.00406995133588,9.224256947210149,15.358420052301636,,
01,083,320645,21,6.549299069063919,4.054119348212567,10.011299329458868,,
01,085,,,,,,,
01,087,,,,,,,
01,089,1178229,340,28.856869080628638,25.789501508400477,31.9242366528568,,
01,091,,,,,,,
01,093,,,,,,,
01,095,294641,78,26.4728941321812,20.925724255965857,33.03936996238466,,
01,097,1237200,331,26.753960556094405,23.87172045090736,29.63620066128145,,
01,099,59511,11,18.483977752012233,9.227135096430642,33.07294199946557,,
01,101,678434,113,16.65600485824708,13.584949192852964,19.727060523641196,,
01,103,367762,98,26.647668872803607,21.633865672458718,32.474973024166516,,
01,105,,,,,,,
01,107,57291,11,19.200223420781622,9.584682353662597,34.354503348347826,,
01,109,,,,,,,
01,111,67388,10,14.83943728853802,7.116086983042137,27.29025351994091,,
01,113,175514,51,29.05751108173707,21.635225587868064,38.205260763587965,,
01,115,277419,116,41.81400697140427,34.2046341296136,49.423379813194934,,
01,117,678445,170,25.05730014960682,21.290558051368293,28.824042247845348,,
01,119,,,,,,,
01,121,242213,37,15.275810959775074,10.755580653022765,21.055693188198333,,
01,123,122133,15,12.281692908550516,6.873970288769878,20.256784711327686,,
01,125,674545,145,21.495971358471266,17.99709057595373,24.9948521409888,,
01,127,192300,98,50.96203848153926,41.37344621650943,62.10640160849468,,
01,129,,,,,,,
01,131,,,,,,,
01,133,70915,16,22.56222237890432,12.896259541199356,36.63963561666918,,
02,000,2197414,674,30.672417669132898,28.35676119547209,32.98807414279371,,
02,013,,,,,,,
02,016,,,,,,,
02,020,862361,339,39.31068311298864,35.12595917794716,43.495407048030124,,
02,050,55251,11,19.909141915983422,9.93857191224926,35.62295435974364,,
02,060,,,,,,,
02,063,,,,,,,
02,066,,,,,,,
02,068,,,,,,,
02,070,14328,11,76.77275265214963,38.32468151337827,137.36766131561944,,
02,090,286600,56,19.539427773900908,14.759873755279212,25.373572228745623,,
02,100,,,,,,,
02,105,,,,,,,
02,110,95507,32,33.50539751013015,22.91766709380942,47.29962419447838,,
02,122,179871,52,28.90960744088819,21.591077605873785,37.9111039249645,,
02,130,41242,15,36.37069007322632,20.3563991387016,59.98792219457311,,
02,150,,,,,,,
02,158,,,,,,,
02,164,,,,,,,
02,170,334224,91,27.227248791229833,21.92168231390656,33.42902811184944,,
02,180,,,,,,,
02,185,,,,,,,
02,188,,,,,,,
02,195,,,,,,,
02,198,,,,,,,
02,220,,,,,,,
02,230,,,,,,,
02,240,,,,,,,
02,275,,,,,,,
02,282,,,,,,,
02,290,,,,,,,
04,000,22056914,7944,36.0159177299236,35.223907229957774,36.80792822988943,,
04,001,202930,80,39.42246094712463,31.2595597452276,49.06466513942664,,
04,003,379163,131,34.54978465725822,28.63327240294311,40.46629691157334,,
04,005,431593,121,28.03567249700528,23.040225397538883,33.031119596471676,,
