statecode,countycode,v155_rawvalue,v155_numerator,v155_denominator,v155_cilow,v155_cihigh,v155_sourceflag,v155_flag_CT
13,001,0.32,,,,,,
13,003,0.3,,,,,,
13,005,0.27,,,,,,
13,007,0.34,,,,,,
13,009,0.43,,,,,,
13,011,0.44,,,,,,
13,013,0.45,,,,,,
13,015,0.46,,,,,,
13,017,0.31,,,,,,
13,019,0.29,,,,,,
13,021,0.44,,,,,,
13,023,0.36,,,,,,
13,025,0.38,,,,,,
13,027,0.36,,,,,,
13,029,0.39,,,,,,
13,031,0.48,,,,,,
13,033,0.34,,,,,,
13,035,0.4,,,,,,
13,037,0.33,,,,,,
13,039,0.4,,,,,,
13,043,0.37,,,,,,
13,045,0.42,,,,,,
13,047,0.48,,,,,,
13,049,0.35,,,,,,
13,051,0.46,,,,,,
13,053,0.33,,,,,,
13,055,0.38,,,,,,
13,057,0.48,,,,,,
13,059,0.56,,,,,,
13,061,0.41,,,,,,
13,063,0.43,,,,,,
13,065,0.37,,,,,,
13,067,0.5,,,,,,
13,069,0.38,,,,,,
13,071,0.32,,,,,,
13,073,0.47,,,,,,
13,075,0.32,,,,,,
13,077,0.44,,,,,,
13,079,0.44,,,,,,
13,081,0.4,,,,,,
13,083,0.41,,,,,,
13,085,0.47,,,,,,
13,087,0.36,,,,,,
13,089,0.48,,,,,,
13,091,0.4,,,,,,
13,093,0.35,,,,,,
13,095,0.41,,,,,,
13,097,0.41,,,,,,
13,099,0.37,,,,,,
13,101,0.38,,,,,,
13,103,0.38,,,,,,
13,105,0.32,,,,,,
13,107,0.33,,,,,,
13,109,0.44,,,,,,
13,111,0.43,,,,,,
13,113,0.48,,,,,,
13,115,0.47,,,,,,
13,117,0.5,,,,,,
13,119,0.49,,,,,,
13,121,0.52,,,,,,
13,123,0.45,,,,,,
13,125,0.44,,,,,,
13,127,0.46,,,,,,
13,129,0.42,,,,,,
13,131,0.45,,,,,,
13,133,0.52,,,,,,
13,135,0.46,,,,,,
13,137,0.44,,,,,,
13,139,0.49,,,,,,
13,141,0.41,,,,,,
13,143,0.35,,,,,,
13,145,0.42,,,,,,
13,147,0.51,,,,,,
13,149,0.38,,,,,,
13,151,0.39,,,,,,
13,153,0.36,,,,,,
13,155,0.32,,,,,,
13,157,0.5,,,,,,
13,159,0.47,,,,,,
13,161,0.36,,,,,,
13,163,0.29,,,,,,
13,165,0.31,,,,,,
13,167,0.42,,,,,,
13,169,0.47,,,,,,
13,171,0.42,,,,,,
13,173,0.32,,,,,,
13,175,0.43,,,,,,
13,177,0.42,,,,,,
13,179,0.29,,,,,,
13,181,0.44,,,,,,
13,183,0.29,,,,,,
13,185,0.38,,,,,,
13,187,0.48,,,,,,
13,189,0.46,,,,,,
13,191,0.41,,,,,,
13,193,0.36,,,,,,
13,195,0.49,,,,,,
13,197,0.31,,,,,,
13,199,0.37,,,,,,
13,201,0.38,,,,,,
13,205,0.39,,,,,,
13,207,0.43,,,,,,
13,209,0.39,,,,,,
13,211,0.46,,,,,,
13,213,0.46,,,,,,
13,215,0.38,,,,,,
13,217,0.45,,,,,,
13,219,0.55,,,,,,
13,221,0.48,,,,,,
13,223,0.42,,,,,,
13,225,0.36,,,,,,
13,227,0.49,,,,,,
13,229,0.41,,,,,,
13,231,0.38,,,,,,
13,233,0.43,,,,,,
13,235,0.36,,,,,,
13,237,0.5,,,,,,
13,239,0.35,,,,,,
13,241,0.44,,,,,,
13,243,0.37,,,,,,
13,245,0.39,,,,,,
13,247,0.44,,,,,,
13,249,0.42,,,,,,
13,251,0.37,,,,,,
13,253,0.36,,,,,,
13,255,0.43,,,,,,
13,257,0.48,,,,,,
13,259,0.33,,,,,,
13,261,0.45,,,,,,
13,263,0.36,,,,,,
13,265,0.32,,,,,,
13,267,0.36,,,,,,
13,269,0.34,,,,,,
13,271,0.37,,,,,,
13,273,0.37,,,,,,
13,275,0.49,,,,,,
13,277,0.32,,,,,,
13,279,0.37,,,,,,
13,281,0.49,,,,,,
13,283,0.4,,,,,,
13,285,0.42,,,,,,
13,287,0.33,,,,,,
13,289,0.38,,,,,,
13,291,0.46,,,,,,
13,293,0.37,,,,,,
13,295,0.45,,,,,,
13,297,0.43,,,,,,
13,299,0.42,,,,,,
13,301,0.43,,,,,,
13,303,0.44,,,,,,
13,305,0.42,,,,,,
13,307,0.35,,,,,,
13,309,0.36,,,,,,
13,311,0.46,,,,,,
13,313,0.47,,,,,,
13,315,0.31,,,,,,
13,317,0.39,,,,,,
13,319,0.41,,,,,,
13,321,0.33,,,,,,
15,000,0.48,,,,,,
15,001,0.4,,,,,,
15,003,0.53,,,,,,
15,005,,,,,,,
15,007,0.43,,,,,,
15,009,0.4,,,,,,
16,000,0.4,,,,,,
16,001,0.48,,,,,,
16,003,0.24,,,,,,
16,005,0.44,,,,,,
16,007,0.26,,,,,,
16,009,0.26,,,,,,
16,011,0.33,,,,,,
16,013,0.58,,,,,,
16,015,0.37,,,,,,
16,017,0.35,,,,,,
16,019,0.47,,,,,,
16,021,0.23,,,,,,
16,023,0.26,,,,,,
16,025,0.34,,,,,,
16,027,0.39,,,,,,
16,029,0.37,,,,,,
16,031,0.37,,,,,,
16,033,0.35,,,,,,
16,035,0.36,,,,,,
16,037,0.34,,,,,,
16,039,0.25,,,,,,
16,041,0.36,,,,,,
16,043,0.38,,,,,,
16,045,0.3,,,,,,
16,047,0.29,,,,,,
16,049,0.16,,,,,,
16,051,0.37,,,,,,
16,053,0.38,,,,,,
16,055,0.4,,,,,,
16,057,0.46,,,,,,
16,059,0.32,,,,,,
16,061,0.31,,,,,,
16,063,0.31,,,,,,
16,065,0.39,,,,,,
16,067,0.3,,,,,,
16,069,0.44,,,,,,
16,071,0.28,,,,,,
16,073,0.29,,,,,,
16,075,0.35,,,,,,
16,077,0.43,,,,,,
16,079,0.38,,,,,,
16,081,0.36,,,,,,
16,083,0.46,,,,,,
16,085,0.42,,,,,,
16,087,0.25,,,,,,
17,000,0.51,,,,,,
17,001,0.36,,,,,,
17,003,0.41,,,,,,
17,005,0.44,,,,,,
17,007,0.5,,,,,,
17,009,0.33,,,,,,
17,011,0.43,,,,,,
17,013,0.4,,,,,,
17,015,0.48,,,,,,
17,017,0.42,,,,,,
17,019,0.51,,,,,,
17,021,0.4,,,,,,
17,023,0.42,,,,,,
17,025,0.33,,,,,,
17,027,0.45,,,,,,
17,029,0.46,,,,,,
17,031,0.52,,,,,,
17,033,0.45,,,,,,
17,035,0.4,,,,,,
17,037,0.56,,,,,,
17,039,0.4,,,,,,
17,041,0.41,,,,,,
17,043,0.59,,,,,,
17,045,0.34,,,,,,
17,047,0.36,,,,,,
17,049,0.38,,,,,,
17,051,0.4,,,,,,
17,053,0.27,,,,,,
17,055,0.38,,,,,,
17,057,0.38,,,,,,
17,059,0.34,,,,,,
17,061,0.39,,,,,,
17,063,0.49,,,,,,
17,065,0.33,,,,,,
17,067,0.37,,,,,,
17,069,0.2,,,,,,
17,071,0.44,,,,,,
17,073,0.46,,,,,,
17,075,0.4,,,,,,
17,077,0.45,,,,,,
17,079,0.41,,,,,,
17,081,0.42,,,,,,
17,083,0.45,,,,,,
17,085,0.49,,,,,,
17,087,0.41,,,,,,
17,089,0.56,,,,,,
17,091,0.5,,,,,,
17,093,0.55,,,,,,
17,095,0.55,,,,,,
17,097,0.59,,,,,,
17,099,0.46,,,,,,
17,101,0.47,,,,,,
17,103,0.46,,,,,,
17,105,0.52,,,,,,
17,107,0.43,,,,,,
17,109,0.37,,,,,,
17,111,0.56,,,,,,
17,113,0.59,,,,,,
17,115,0.49,,,,,,
17,117,0.4,,,,,,
17,119,0.52,,,,,,
17,121,0.45,,,,,,
17,123,0.48,,,,,,
17,125,0.42,,,,,,
17,127,0.44,,,,,,
17,129,0.43,,,,,,
17,131,0.48,,,,,,
17,133,0.55,,,,,,
17,135,0.42,,,,,,
17,137,0.45,,,,,,
17,139,0.44,,,,,,
17,141,0.5,,,,,,
17,143,0.54,,,,,,
17,145,0.34,,,,,,
17,147,0.47,,,,,,
17,149,0.2,,,,,,
17,151,0.32,,,,,,
17,153,0.39,,,,,,
17,155,0.43,,,,,,
17,157,0.3,,,,,,
17,159,0.49,,,,,,
17,161,0.54,,,,,,
17,163,0.46,,,,,,
17,165,0.29,,,,,,
17,167,0.54,,,,,,
17,169,0.36,,,,,,
17,171,0.4,,,,,,
17,173,0.39,,,,,,
17,175,0.39,,,,,,
17,177,0.5,,,,,,
17,179,0.56,,,,,,
17,181,0.5,,,,,,
17,183,0.35,,,,,,
17,185,0.42,,,,,,
17,187,0.36,,,,,,
17,189,0.48,,,,,,
17,191,0.36,,,,,,
17,193,0.37,,,,,,
17,195,0.48,,,,,,
17,197,0.5,,,,,,
17,199,0.42,,,,,,
17,201,0.52,,,,,,
17,203,0.49,,,,,,
18,000,0.51,,,,,,
18,001,0.41,,,,,,
18,003,0.54,,,,,,
18,005,0.6,,,,,,
18,007,0.49,,,,,,
18,009,0.39,,,,,,
18,011,0.57,,,,,,
18,013,0.52,,,,,,
18,015,0.49,,,,,,
18,017,0.41,,,,,,
18,019,0.51,,,,,,
18,021,0.41,,,,,,
18,023,0.53,,,,,,
18,025,0.4,,,,,,
18,027,0.4,,,,,,
18,029,0.55,,,,,,
18,031,0.42,,,,,,
18,033,0.49,,,,,,
18,035,0.55,,,,,,
18,037,0.52,,,,,,
18,039,0.52,,,,,,
18,041,0.44,,,,,,
18,043,0.55,,,,,,
18,045,0.38,,,,,,
18,047,0.51,,,,,,
18,049,0.35,,,,,,
18,051,0.57,,,,,,
18,053,0.46,,,,,,
18,055,0.38,,,,,,
18,057,0.6,,,,,,
18,059,0.57,,,,,,
18,061,0.53,,,,,,
18,063,0.57,,,,,,
18,065,0.37,,,,,,
18,067,0.44,,,,,,
18,069,0.51,,,,,,
18,071,0.45,,,,,,
18,073,0.45,,,,,,
18,075,0.49,,,,,,
18,077,0.54,,,,,,
18,079,0.46,,,,,,
18,081,0.55,,,,,,
18,083,0.52,,,,,,
18,085,0.49,,,,,,
18,087,0.49,,,,,,
18,089,0.46,,,,,,
18,091,0.53,,,,,,
18,093,0.47,,,,,,
18,095,0.5,,,,,,
18,097,0.53,,,,,,
18,099,0.47,,,,,,
18,101,0.31,,,,,,
18,103,0.36,,,,,,
18,105,0.58,,,,,,
18,107,0.54,,,,,,
18,109,0.52,,,,,,
18,111,0.39,,,,,,
18,113,0.5,,,,,,
18,115,0.54,,,,,,
18,117,0.42,,,,,,
18,119,0.45,,,,,,
18,121,0.48,,,,,,
18,123,0.45,,,,,,
18,125,0.36,,,,,,
18,127,0.51,,,,,,
18,129,0.6,,,,,,
18,131,0.32,,,,,,
18,133,0.48,,,,,,
18,135,0.38,,,,,,
18,137,0.5,,,,,,
18,139,0.42,,,,,,
18,141,0.56,,,,,,
18,143,0.45,,,,,,
18,145,0.37,,,,,,
18,147,0.5,,,,,,
18,149,0.35,,,,,,
18,151,0.52,,,,,,
18,153,0.49,,,,,,
18,155,0.46,,,,,,
18,157,0.57,,,,,,
18,159,0.51,,,,,,
18,161,0.51,,,,,,
18,163,0.6,,,,,,
18,165,0.5,,,,,,
18,167,0.51,,,,,,
18,169,0.42,,,,,,
18,171,0.41,,,,,,
18,173,0.6,,,,,,
18,175,0.43,,,,,,
18,177,0.46,,,,,,
18,179,0.5,,,,,,
18,181,0.55,,,,,,
18,183,0.52,,,,,,
19,000,0.54,,,,,,
19,001,0.52,,,,,,
19,003,0.52,,,,,,
19,005,0.47,,,,,,
19,007,0.41,,,,,,
19,009,0.34,,,,,,
19,011,0.39,,,,,,
19,013,0.61,,,,,,
19,015,0.61,,,,,,
19,017,0.53,,,,,,
19,019,0.38,,,,,,
19,021,0.39,,,,,,
19,023,0.45,,,,,,
19,025,0.41,,,,,,
19,027,0.65,,,,,,
19,029,0.38,,,,,,
19,031,0.53,,,,,,
19,033,0.6,,,,,,
19,035,0.43,,,,,,
19,037,0.59,,,,,,
19,039,0.42,,,,,,
19,041,0.55,,,,,,
19,043,0.39,,,,,,
19,045,0.58,,,,,,
19,047,0.43,,,,,,
19,049,0.59,,,,,,
19,051,0.45,,,,,,
19,053,0.4,,,,,,
19,055,0.37,,,,,,
19,057,0.57,,,,,,
19,059,0.62,,,,,,
19,061,0.58,,,,,,
19,063,0.51,,,,,,
19,065,0.48,,,,,,
19,067,0.55,,,,,,
19,069,0.49,,,,,,
19,071,0.38,,,,,,
19,073,0.58,,,,,,
19,075,0.42,,,,,,
19,077,0.55,,,,,,
19,079,0.54,,,,,,
19,081,0.54,,,,,,
19,083,0.58,,,,,,
19,085,0.35,,,,,,
19,087,0.55,,,,,,
19,089,0.42,,,,,,
19,091,0.42,,,,,,
19,093,0.28,,,,,,
19,095,0.47,,,,,,
19,097,0.56,,,,,,
19,099,0.61,,,,,,
19,101,0.31,,,,,,
19,103,0.65,,,,,,
19,105,0.35,,,,,,
19,107,0.39,,,,,,
19,109,0.39,,,,,,
19,111,0.52,,,,,,
19,113,0.63,,,,,,
19,115,0.51,,,,,,
19,117,0.41,,,,,,
19,119,0.46,,,,,,
19,121,0.48,,,,,,
19,123,0.54,,,,,,
19,125,0.59,,,,,,
19,127,0.55,,,,,,
19,129,0.57,,,,,,
19,131,0.44,,,,,,
19,133,0.18,,,,,,
19,135,0.43,,,,,,
19,137,0.61,,,,,,
19,139,0.5,,,,,,
19,141,0.29,,,,,,
19,143,0.45,,,,,,
19,145,0.5,,,,,,
19,147,0.41,,,,,,
19,149,0.55,,,,,,
19,151,0.35,,,,,,
19,153,0.63,,,,,,
19,155,0.57,,,,,,
19,157,0.55,,,,,,
19,159,0.33,,,,,,
19,161,0.37,,,,,,
19,163,0.61,,,,,,
19,165,0.52,,,,,,
19,167,0.5,,,,,,
19,169,0.69,,,,,,
19,171,0.47,,,,,,
19,173,0.47,,,,,,
19,175,0.57,,,,,,
19,177,0.32,,,,,,
19,179,0.43,,,,,,
19,181,0.61,,,,,,
19,183,0.5,,,,,,
19,185,0.37,,,,,,
19,187,0.44,,,,,,
19,189,0.55,,,,,,
19,191,0.63,,,,,,
19,193,0.54,,,,,,
19,195,0.55,,,,,,
19,197,0.36,,,,,,
20,000,0.49,,,,,,
20,001,0.39,,,,,,
20,003,0.33,,,,,,
20,005,0.36,,,,,,
20,007,0.16,,,,,,
20,009,0.34,,,,,,
20,011,0.42,,,,,,
20,013,0.3,,,,,,
20,015,0.5,,,,,,
20,017,0.4,,,,,,
20,019,0.3,,,,,,
20,021,0.41,,,,,,
20,023,0.39,,,,,,
20,025,0.25,,,,,,
20,027,0.4,,,,,,
20,029,0.38,,,,,,
20,031,0.4,,,,,,
20,033,0.45,,,,,,
20,035,0.48,,,,,,
20,037,0.48,,,,,,
20,039,0.39,,,,,,
20,041,0.37,,,,,,
20,043,0.43,,,,,,
20,045,0.66,,,,,,
20,047,0.3,,,,,,
20,049,0.38,,,,,,
20,051,0.49,,,,,,
20,053,0.4,,,,,,
20,055,0.47,,,,,,
20,057,0.4,,,,,,
20,059,0.34,,,,,,
20,061,0.38,,,,,,
20,063,0.41,,,,,,
20,065,0.35,,,,,,
20,067,0.32,,,,,,
20,069,0.44,,,,,,
20,071,0.03,,,,,,
20,073,0.47,,,,,,
20,075,0.3,,,,,,
20,077,0.35,,,,,,
20,079,0.56,,,,,,
20,081,0.43,,,,,,
20,083,0.41,,,,,,
20,085,0.3,,,,,,
20,087,0.52,,,,,,
20,089,0.35,,,,,,
20,091,0.62,,,,,,
20,093,0.27,,,,,,
20,095,0.41,,,,,,
20,097,0.38,,,,,,
20,099,0.35,,,,,,
20,101,0.33,,,,,,
20,103,0.46,,,,,,
20,105,0.42,,,,,,
20,107,0.33,,,,,,
20,109,0.38,,,,,,
20,111,0.51,,,,,,
20,113,0.48,,,,,,
20,115,0.48,,,,,,
20,117,0.4,,,,,,
20,119,0.35,,,,,,
20,121,0.45,,,,,,
20,123,0.54,,,,,,
20,125,0.33,,,,,,
20,127,0.39,,,,,,
20,129,0.41,,,,,,
20,131,0.28,,,,,,
20,133,0.4,,,,,,
20,135,0.31,,,,,,
20,137,0.32,,,,,,
