statecode,countycode,v155_rawvalue,v155_numerator,v155_denominator,v155_cilow,v155_cihigh,v155_sourceflag,v155_flag_CT
20,139,0.49,,,,,,
20,141,0.33,,,,,,
20,143,0.4,,,,,,
20,145,0.32,,,,,,
20,147,0.38,,,,,,
20,149,0.42,,,,,,
20,151,0.43,,,,,,
20,153,0.35,,,,,,
20,155,0.31,,,,,,
20,157,0.43,,,,,,
20,159,0.19,,,,,,
20,161,0.61,,,,,,
20,163,0.48,,,,,,
20,165,0.44,,,,,,
20,167,0.3,,,,,,
20,169,0.52,,,,,,
20,171,0.35,,,,,,
20,173,0.53,,,,,,
20,175,0.36,,,,,,
20,177,0.58,,,,,,
20,179,0.16,,,,,,
20,181,0.37,,,,,,
20,183,0.35,,,,,,
20,185,0.35,,,,,,
20,187,0.29,,,,,,
20,189,0.36,,,,,,
20,191,0.44,,,,,,
20,193,0.2,,,,,,
20,195,0.24,,,,,,
20,197,0.53,,,,,,
20,199,0.3,,,,,,
20,201,0.37,,,,,,
20,203,0.32,,,,,,
20,205,0.35,,,,,,
20,207,0.38,,,,,,
20,209,0.47,,,,,,
21,000,0.46,,,,,,
21,001,0.32,,,,,,
21,003,0.4,,,,,,
21,005,0.47,,,,,,
21,007,0.52,,,,,,
21,009,0.49,,,,,,
21,011,0.37,,,,,,
21,013,0.29,,,,,,
21,015,0.52,,,,,,
21,017,0.51,,,,,,
21,019,0.47,,,,,,
21,021,0.4,,,,,,
21,023,0.37,,,,,,
21,025,0.19,,,,,,
21,027,0.36,,,,,,
21,029,0.52,,,,,,
21,031,0.42,,,,,,
21,033,0.33,,,,,,
21,035,0.48,,,,,,
21,037,0.56,,,,,,
21,039,0.49,,,,,,
21,041,0.4,,,,,,
21,043,0.42,,,,,,
21,045,0.29,,,,,,
21,047,0.37,,,,,,
21,049,0.46,,,,,,
21,051,0.16,,,,,,
21,053,0.31,,,,,,
21,055,0.35,,,,,,
21,057,0.15,,,,,,
21,059,0.54,,,,,,
21,061,0.47,,,,,,
21,063,0.36,,,,,,
21,065,0.28,,,,,,
21,067,0.55,,,,,,
21,069,0.38,,,,,,
21,071,0.35,,,,,,
21,073,0.45,,,,,,
21,075,0.35,,,,,,
21,077,0.44,,,,,,
21,079,0.37,,,,,,
21,081,0.44,,,,,,
21,083,0.43,,,,,,
21,085,0.41,,,,,,
21,087,0.31,,,,,,
21,089,0.47,,,,,,
21,091,0.49,,,,,,
21,093,0.45,,,,,,
21,095,0.22,,,,,,
21,097,0.48,,,,,,
21,099,0.38,,,,,,
21,101,0.51,,,,,,
21,103,0.44,,,,,,
21,105,0.41,,,,,,
21,107,0.45,,,,,,
21,109,0.24,,,,,,
21,111,0.55,,,,,,
21,113,0.51,,,,,,
21,115,0.37,,,,,,
21,117,0.55,,,,,,
21,119,0.27,,,,,,
21,121,0.25,,,,,,
21,123,0.45,,,,,,
21,125,0.33,,,,,,
21,127,0.29,,,,,,
21,129,0.2,,,,,,
21,131,0.24,,,,,,
21,133,0.26,,,,,,
21,135,0.29,,,,,,
21,137,0.33,,,,,,
21,139,0.4,,,,,,
21,141,0.5,,,,,,
21,143,0.44,,,,,,
21,145,0.53,,,,,,
21,147,0.26,,,,,,
21,149,0.47,,,,,,
21,151,0.4,,,,,,
21,153,0.34,,,,,,
21,155,0.37,,,,,,
21,157,0.48,,,,,,
21,159,0.31,,,,,,
21,161,0.41,,,,,,
21,163,0.41,,,,,,
21,165,0.31,,,,,,
21,167,0.4,,,,,,
21,169,0.41,,,,,,
21,171,0.27,,,,,,
21,173,0.46,,,,,,
21,175,0.32,,,,,,
21,177,0.32,,,,,,
21,179,0.52,,,,,,
21,181,0.48,,,,,,
21,183,0.4,,,,,,
21,185,0.53,,,,,,
21,187,0.4,,,,,,
21,189,0.23,,,,,,
21,191,0.48,,,,,,
21,193,0.25,,,,,,
21,195,0.39,,,,,,
21,197,0.31,,,,,,
21,199,0.33,,,,,,
21,201,0.4,,,,,,
21,203,0.23,,,,,,
21,205,0.42,,,,,,
21,207,0.3,,,,,,
21,209,0.45,,,,,,
21,211,0.5,,,,,,
21,213,0.46,,,,,,
21,215,0.43,,,,,,
21,217,0.42,,,,,,
21,219,0.33,,,,,,
21,221,0.44,,,,,,
21,223,0.4,,,,,,
21,225,0.31,,,,,,
21,227,0.51,,,,,,
21,229,0.4,,,,,,
21,231,0.37,,,,,,
21,233,0.43,,,,,,
21,235,0.32,,,,,,
21,237,0.24,,,,,,
21,239,0.56,,,,,,
22,000,0.42,,,,,,
22,001,0.46,,,,,,
22,003,0.27,,,,,,
22,005,0.46,,,,,,
22,007,0.5,,,,,,
22,009,0.38,,,,,,
22,011,0.37,,,,,,
22,013,0.36,,,,,,
22,015,0.42,,,,,,
22,017,0.42,,,,,,
22,019,0.46,,,,,,
22,021,0.29,,,,,,
22,023,0.32,,,,,,
22,025,0.29,,,,,,
22,027,0.34,,,,,,
22,029,0.38,,,,,,
22,031,0.33,,,,,,
22,033,0.49,,,,,,
22,035,0.17,,,,,,
22,037,0.38,,,,,,
22,039,0.36,,,,,,
22,041,0.25,,,,,,
22,043,0.39,,,,,,
22,045,0.45,,,,,,
22,047,0.45,,,,,,
22,049,0.34,,,,,,
22,051,0.43,,,,,,
22,053,0.41,,,,,,
22,055,0.48,,,,,,
22,057,0.46,,,,,,
22,059,0.28,,,,,,
22,061,0.42,,,,,,
22,063,0.43,,,,,,
22,065,0.25,,,,,,
22,067,0.4,,,,,,
22,069,0.43,,,,,,
22,071,0.43,,,,,,
22,073,0.44,,,,,,
22,075,0.32,,,,,,
22,077,0.36,,,,,,
22,079,0.43,,,,,,
22,081,0.35,,,,,,
22,083,0.26,,,,,,
22,085,0.37,,,,,,
22,087,0.38,,,,,,
22,089,0.4,,,,,,
22,091,0.35,,,,,,
22,093,0.41,,,,,,
22,095,0.36,,,,,,
22,097,0.45,,,,,,
22,099,0.42,,,,,,
22,101,0.43,,,,,,
22,103,0.43,,,,,,
22,105,0.4,,,,,,
22,107,0.32,,,,,,
22,109,0.45,,,,,,
22,111,0.43,,,,,,
22,113,0.4,,,,,,
22,115,0.29,,,,,,
22,117,0.41,,,,,,
22,119,0.39,,,,,,
22,121,0.47,,,,,,
22,123,0.3,,,,,,
22,125,0.43,,,,,,
22,127,0.39,,,,,,
23,000,0.46,,,,,,
23,001,0.44,,,,,,
23,003,0.38,,,,,,
23,005,0.55,,,,,,
23,007,0.3,,,,,,
23,009,0.54,,,,,,
23,011,0.44,,,,,,
23,013,0.54,,,,,,
23,015,0.36,,,,,,
23,017,0.33,,,,,,
23,019,0.42,,,,,,
23,021,0.34,,,,,,
23,023,0.48,,,,,,
23,025,0.4,,,,,,
23,027,0.42,,,,,,
23,029,0.33,,,,,,
23,031,0.52,,,,,,
24,000,0.52,,,,,,
24,001,0.42,,,,,,
24,003,0.54,,,,,,
24,005,0.56,,,,,,
24,009,0.51,,,,,,
24,011,0.44,,,,,,
24,013,0.54,,,,,,
24,015,0.48,,,,,,
24,017,0.42,,,,,,
24,019,0.51,,,,,,
24,021,0.54,,,,,,
24,023,0.4,,,,,,
24,025,0.53,,,,,,
24,027,0.6,,,,,,
24,029,0.56,,,,,,
24,031,0.57,,,,,,
24,033,0.41,,,,,,
24,035,0.54,,,,,,
24,037,0.44,,,,,,
24,039,0.41,,,,,,
24,041,0.54,,,,,,
24,043,0.51,,,,,,
24,045,0.47,,,,,,
24,047,0.55,,,,,,
24,510,0.5,,,,,,
25,000,0.58,,,,,,
25,001,0.59,,,,,,
25,003,0.52,,,,,,
25,005,0.55,,,,,,
25,007,0.36,,,,,,
25,009,0.58,,,,,,
25,011,0.58,,,,,,
25,013,0.55,,,,,,
25,015,0.62,,,,,,
25,017,0.61,,,,,,
25,019,0.21,,,,,,
25,021,0.61,,,,,,
25,023,0.59,,,,,,
25,025,0.51,,,,,,
25,027,0.57,,,,,,
26,000,0.46,,,,,,
26,001,0.26,,,,,,
26,003,0.41,,,,,,
26,005,0.44,,,,,,
26,007,0.38,,,,,,
26,009,0.42,,,,,,
26,011,0.34,,,,,,
26,013,0.27,,,,,,
26,015,0.42,,,,,,
26,017,0.49,,,,,,
26,019,0.51,,,,,,
26,021,0.48,,,,,,
26,023,0.45,,,,,,
26,025,0.47,,,,,,
26,027,0.48,,,,,,
26,029,0.39,,,,,,
26,031,0.35,,,,,,
26,033,0.34,,,,,,
26,035,0.33,,,,,,
26,037,0.49,,,,,,
26,039,0.35,,,,,,
26,041,0.41,,,,,,
26,043,0.39,,,,,,
26,045,0.44,,,,,,
26,047,0.45,,,,,,
26,049,0.45,,,,,,
26,051,0.38,,,,,,
26,053,0.34,,,,,,
26,055,0.56,,,,,,
26,057,0.4,,,,,,
26,059,0.4,,,,,,
26,061,0.3,,,,,,
26,063,0.37,,,,,,
26,065,0.48,,,,,,
26,067,0.33,,,,,,
26,069,0.29,,,,,,
26,071,0.26,,,,,,
26,073,0.42,,,,,,
26,075,0.49,,,,,,
26,077,0.51,,,,,,
26,079,0.32,,,,,,
26,081,0.5,,,,,,
26,083,0.28,,,,,,
26,085,0.34,,,,,,
26,087,0.41,,,,,,
26,089,0.58,,,,,,
26,091,0.47,,,,,,
26,093,0.51,,,,,,
26,095,0.2,,,,,,
26,097,0.27,,,,,,
26,099,0.48,,,,,,
26,101,0.46,,,,,,
26,103,0.49,,,,,,
26,105,0.37,,,,,,
26,107,0.38,,,,,,
26,109,0.35,,,,,,
26,111,0.5,,,,,,
26,113,0.39,,,,,,
26,115,0.47,,,,,,
26,117,0.34,,,,,,
26,119,0.29,,,,,,
26,121,0.46,,,,,,
26,123,0.32,,,,,,
26,125,0.52,,,,,,
26,127,0.33,,,,,,
26,129,0.28,,,,,,
26,131,0.28,,,,,,
26,133,0.34,,,,,,
26,135,0.23,,,,,,
26,137,0.38,,,,,,
26,139,0.51,,,,,,
26,141,0.33,,,,,,
26,143,0.36,,,,,,
26,145,0.45,,,,,,
26,147,0.44,,,,,,
26,149,0.45,,,,,,
26,151,0.4,,,,,,
26,153,0.1,,,,,,
26,155,0.47,,,,,,
26,157,0.37,,,,,,
26,159,0.4,,,,,,
26,161,0.52,,,,,,
26,163,0.45,,,,,,
26,165,0.44,,,,,,
27,000,0.53,,,,,,
27,001,0.33,,,,,,
27,003,0.52,,,,,,
27,005,0.48,,,,,,
27,007,0.49,,,,,,
27,009,0.48,,,,,,
27,011,0.49,,,,,,
27,013,0.62,,,,,,
27,015,0.53,,,,,,
27,017,0.5,,,,,,
27,019,0.6,,,,,,
27,021,0.44,,,,,,
27,023,0.55,,,,,,
27,025,0.48,,,,,,
27,027,0.58,,,,,,
27,029,0.27,,,,,,
27,031,0.28,,,,,,
27,033,0.33,,,,,,
27,035,0.53,,,,,,
27,037,0.57,,,,,,
27,039,0.54,,,,,,
27,041,0.56,,,,,,
27,043,0.54,,,,,,
27,045,0.57,,,,,,
27,047,0.5,,,,,,
27,049,0.51,,,,,,
27,051,0.49,,,,,,
27,053,0.6,,,,,,
27,055,0.63,,,,,,
27,057,0.36,,,,,,
27,059,0.5,,,,,,
27,061,0.45,,,,,,
27,063,0.29,,,,,,
27,065,0.41,,,,,,
27,067,0.59,,,,,,
27,069,0.2,,,,,,
27,071,0.28,,,,,,
27,073,0.18,,,,,,
27,075,0.47,,,,,,
27,077,0.23,,,,,,
27,079,0.57,,,,,,
27,081,0.18,,,,,,
27,083,0.46,,,,,,
27,085,0.51,,,,,,
27,087,0.3,,,,,,
27,089,0.43,,,,,,
27,091,0.55,,,,,,
27,093,0.29,,,,,,
27,095,0.36,,,,,,
27,097,0.44,,,,,,
27,099,0.54,,,,,,
27,101,0.37,,,,,,
27,103,0.61,,,,,,
27,105,0.59,,,,,,
27,107,0.26,,,,,,
27,109,0.61,,,,,,
27,111,0.48,,,,,,
27,113,0.51,,,,,,
27,115,0.32,,,,,,
27,117,0.27,,,,,,
27,119,0.55,,,,,,
27,121,0.23,,,,,,
27,123,0.59,,,,,,
27,125,0.5,,,,,,
27,127,0.35,,,,,,
27,129,0.3,,,,,,
27,131,0.56,,,,,,
27,133,0.56,,,,,,
27,135,0.55,,,,,,
27,137,0.46,,,,,,
27,139,0.55,,,,,,
27,141,0.51,,,,,,
27,143,0.35,,,,,,
27,145,0.47,,,,,,
27,147,0.57,,,,,,
27,149,0.34,,,,,,
27,151,0.27,,,,,,
27,153,0.2,,,,,,
27,155,0.16,,,,,,
27,157,0.44,,,,,,
27,159,0.22,,,,,,
27,161,0.56,,,,,,
27,163,0.59,,,,,,
27,165,0.47,,,,,,
27,167,0.51,,,,,,
27,169,0.62,,,,,,
27,171,0.53,,,,,,
27,173,0.36,,,,,,
28,000,0.42,,,,,,
28,001,0.46,,,,,,
28,003,0.48,,,,,,
28,005,0.23,,,,,,
28,007,0.49,,,,,,
28,009,0.42,,,,,,
28,011,0.38,,,,,,
28,013,0.37,,,,,,
28,015,0.31,,,,,,
28,017,0.38,,,,,,
28,019,0.34,,,,,,
28,021,0.4,,,,,,
28,023,0.33,,,,,,
28,025,0.39,,,,,,
28,027,0.38,,,,,,
28,029,0.47,,,,,,
28,031,0.42,,,,,,
28,033,0.49,,,,,,
28,035,0.51,,,,,,
28,037,0.27,,,,,,
28,039,0.27,,,,,,
28,041,0.31,,,,,,
28,043,0.37,,,,,,
28,045,0.42,,,,,,
28,047,0.39,,,,,,
28,049,0.46,,,,,,
28,051,0.34,,,,,,
28,053,0.19,,,,,,
28,055,0.32,,,,,,
28,057,0.51,,,,,,
28,059,0.4,,,,,,
28,061,0.38,,,,,,
28,063,0.33,,,,,,
28,065,0.41,,,,,,
28,067,0.47,,,,,,
28,069,0.29,,,,,,
28,071,0.54,,,,,,
28,073,0.46,,,,,,
28,075,0.36,,,,,,
28,077,0.37,,,,,,
28,079,0.36,,,,,,
28,081,0.53,,,,,,
28,083,0.43,,,,,,
28,085,0.46,,,,,,
28,087,0.4,,,,,,
28,089,0.54,,,,,,
28,091,0.35,,,,,,
28,093,0.41,,,,,,
28,095,0.41,,,,,,
28,097,0.2,,,,,,
28,099,0.22,,,,,,
28,101,0.29,,,,,,
28,103,0.37,,,,,,
28,105,0.5,,,,,,
28,107,0.49,,,,,,
28,109,0.39,,,,,,
28,111,0.4,,,,,,
28,113,0.38,,,,,,
28,115,0.33,,,,,,
28,117,0.51,,,,,,
28,119,0.31,,,,,,
28,121,0.48,,,,,,
28,123,0.35,,,,,,
28,125,0.43,,,,,,
28,127,0.33,,,,,,
28,129,0.38,,,,,,
28,131,0.35,,,,,,
28,133,0.21,,,,,,
28,135,0.3,,,,,,
28,137,0.5,,,,,,
28,139,0.46,,,,,,
28,141,0.43,,,,,,
28,143,0.35,,,,,,
28,145,0.47,,,,,,
28,147,0.29,,,,,,
28,149,0.47,,,,,,
28,151,0.4,,,,,,
28,153,0.41,,,,,,
28,155,0.3,,,,,,
28,157,0.19,,,,,,
28,159,0.27,,,,,,
28,161,0.31,,,,,,
28,163,0.37,,,,,,
29,000,0.47,,,,,,
29,001,0.55,,,,,,
29,003,0.47,,,,,,
29,005,0.4,,,,,,
29,007,0.43,,,,,,
29,009,0.37,,,,,,
29,011,0.37,,,,,,
29,013,0.3,,,,,,
29,015,0.4,,,,,,
29,017,0.39,,,,,,
29,019,0.54,,,,,,
29,021,0.53,,,,,,
29,023,0.25,,,,,,
29,025,0.41,,,,,,
29,027,0.5,,,,,,
29,029,0.37,,,,,,
29,031,0.5,,,,,,
29,033,0.44,,,,,,
29,035,0.33,,,,,,
29,037,0.46,,,,,,
29,039,0.3,,,,,,
29,041,0.42,,,,,,
29,043,0.51,,,,,,
29,045,0.38,,,,,,
29,047,0.55,,,,,,
29,049,0.47,,,,,,
29,051,0.57,,,,,,
29,053,0.49,,,,,,
29,055,0.3,,,,,,
29,057,0.38,,,,,,
29,059,0.27,,,,,,
29,061,0.24,,,,,,
29,063,0.4,,,,,,
29,065,0.32,,,,,,
29,067,0.33,,,,,,
29,069,0.38,,,,,,
29,071,0.5,,,,,,
29,073,0.47,,,,,,
29,075,0.46,,,,,,
29,077,0.54,,,,,,
29,079,0.41,,,,,,
29,081,0.34,,,,,,
29,083,0.3,,,,,,
29,085,0.29,,,,,,
29,087,0.35,,,,,,
29,089,0.5,,,,,,
29,091,0.36,,,,,,
29,093,0.29,,,,,,
29,095,0.51,,,,,,
29,097,0.5,,,,,,
29,099,0.52,,,,,,
29,101,0.37,,,,,,
29,103,0.36,,,,,,
29,105,0.33,,,,,,
29,107,0.41,,,,,,
29,109,0.39,,,,,,
29,111,0.26,,,,,,
29,113,0.41,,,,,,
29,115,0.4,,,,,,
29,117,0.48,,,,,,
29,119,0.32,,,,,,
29,121,0.43,,,,,,
29,123,0.32,,,,,,
29,125,0.37,,,,,,
29,127,0.21,,,,,,
29,129,0.3,,,,,,
29,131,0.41,,,,,,
29,133,0.32,,,,,,
29,135,0.46,,,,,,
29,137,0.37,,,,,,
29,139,0.42,,,,,,
29,141,0.38,,,,,,
29,143,0.38,,,,,,
29,145,0.41,,,,,,
29,147,0.4,,,,,,
29,149,0.29,,,,,,
29,151,0.56,,,,,,
29,153,0.35,,,,,,
29,155,0.37,,,,,,
29,157,0.38,,,,,,
29,159,0.48,,,,,,
29,161,0.39,,,,,,
29,163,0.31,,,,,,
29,165,0.56,,,,,,
29,167,0.3,,,,,,
29,169,0.23,,,,,,
29,171,0.42,,,,,,
29,173,0.25,,,,,,
29,175,0.41,,,,,,
29,177,0.45,,,,,,
29,179,0.26,,,,,,
29,181,0.25,,,,,,
29,183,0.57,,,,,,
29,185,0.22,,,,,,
29,186,0.42,,,,,,
29,187,0.38,,,,,,
29,189,0.58,,,,,,
29,195,0.41,,,,,,
29,197,0.44,,,,,,
29,199,0.26,,,,,,
29,201,0.41,,,,,,
29,203,0.3,,,,,,
29,205,0.34,,,,,,
29,207,0.33,,,,,,
29,209,0.37,,,,,,
29,211,0.39,,,,,,
29,213,0.37,,,,,,
29,215,0.33,,,,,,
29,217,0.34,,,,,,
29,219,0.52,,,,,,
29,221,0.29,,,,,,
29,223,0.19,,,,,,
29,225,0.45,,,,,,
29,227,0.37,,,,,,
29,229,0.32,,,,,,
29,510,0.47,,,,,,
30,000,0.42,,,,,,
30,001,0.51,,,,,,
30,003,0.34,,,,,,
30,005,0.17,,,,,,
30,007,0.45,,,,,,
30,009,0.45,,,,,,
30,011,0.22,,,,,,
30,013,0.44,,,,,,
30,015,0.29,,,,,,
30,017,0.39,,,,,,
30,019,0.05,,,,,,
30,021,0.35,,,,,,
30,023,0.44,,,,,,
30,025,0.34,,,,,,
30,027,0.42,,,,,,
30,029,0.42,,,,,,
30,031,0.5,,,,,,
30,033,0.21,,,,,,
30,035,0.25,,,,,,
30,037,0.22,,,,,,
30,039,0.41,,,,,,
30,041,0.28,,,,,,
30,043,0.46,,,,,,
30,045,0.28,,,,,,
30,047,0.34,,,,,,
30,049,0.5,,,,,,
30,051,0.35,,,,,,
30,053,0.2,,,,,,
30,055,0.32,,,,,,
30,057,0.19,,,,,,
30,059,0.11,,,,,,
30,061,0.29,,,,,,
30,063,0.55,,,,,,
30,065,0.25,,,,,,
30,067,0.31,,,,,,
30,069,0.29,,,,,,
30,071,0.28,,,,,,
30,073,0.27,,,,,,
30,075,0.33,,,,,,
30,077,0.31,,,,,,
30,079,0.26,,,,,,
30,081,0.36,,,,,,
30,083,0.45,,,,,,
30,085,0.3,,,,,,
30,087,0.24,,,,,,
30,089,0.2,,,,,,
30,091,0.37,,,,,,
30,093,0.51,,,,,,
30,095,0.35,,,,,,
30,097,0.27,,,,,,
30,099,0.35,,,,,,
30,101,0.18,,,,,,
30,103,0.48,,,,,,
30,105,0.22,,,,,,
30,107,0.17,,,,,,
30,109,0.31,,,,,,
30,111,0.53,,,,,,
31,000,0.5,,,,,,
31,001,0.58,,,,,,
31,003,0.29,,,,,,
31,005,0.42,,,,,,
31,007,0.3,,,,,,
31,009,0.18,,,,,,
31,011,0.34,,,,,,
31,013,0.36,,,,,,
31,015,0.31,,,,,,
31,017,0.13,,,,,,
31,019,0.57,,,,,,
31,021,0.31,,,,,,
31,023,0.5,,,,,,
31,025,0.52,,,,,,
31,027,0.36,,,,,,
31,029,0.15,,,,,,
31,031,0.1,,,,,,
31,033,0.3,,,,,,
31,035,0.41,,,,,,
31,037,0.44,,,,,,
31,039,0.28,,,,,,
31,041,0.39,,,,,,
31,043,0.43,,,,,,
31,045,0.36,,,,,,
31,047,0.32,,,,,,
31,049,0.19,,,,,,
31,051,0.45,,,,,,
31,053,0.62,,,,,,
31,055,0.61,,,,,,
31,057,0.06,,,,,,
31,059,0.36,,,,,,
31,061,0.26,,,,,,
31,063,0.4,,,,,,
31,065,0.35,,,,,,
31,067,0.4,,,,,,
31,069,0.16,,,,,,
31,071,0.27,,,,,,
31,073,0.42,,,,,,
31,075,0.2,,,,,,
31,077,0.33,,,,,,
31,079,0.56,,,,,,
31,081,0.54,,,,,,
31,083,0.25,,,,,,
31,085,0.48,,,,,,
31,087,0.34,,,,,,
31,089,0.17,,,,,,
31,091,0.45,,,,,,
31,093,0.28,,,,,,
31,095,0.27,,,,,,
31,097,0.3,,,,,,
31,099,0.34,,,,,,
31,101,0.36,,,,,,
31,103,0.19,,,,,,
31,105,0.22,,,,,,
31,107,0.43,,,,,,
31,109,0.64,,,,,,
31,111,0.49,,,,,,
31,113,0.33,,,,,,
31,115,0.31,,,,,,
31,117,0.3,,,,,,
31,119,0.5,,,,,,
31,121,0.42,,,,,,
31,123,0.37,,,,,,
31,125,0.26,,,,,,
31,127,0.56,,,,,,
31,129,0.18,,,,,,
31,131,0.42,,,,,,
31,133,0.12,,,,,,
31,135,0.41,,,,,,
31,137,0.49,,,,,,
31,139,0.41,,,,,,
31,141,0.58,,,,,,
31,143,0.55,,,,,,
31,145,0.5,,,,,,
31,147,0.32,,,,,,
31,149,0.04,,,,,,
31,151,0.33,,,,,,
31,153,0.51,,,,,,
31,155,0.47,,,,,,
31,157,0.46,,,,,,
31,159,0.22,,,,,,
31,161,0.2,,,,,,
31,163,0.44,,,,,,
31,165,0.27,,,,,,
31,167,0.5,,,,,,
31,169,0.22,,,,,,
31,171,0.37,,,,,,
31,173,0.21,,,,,,
31,175,0.43,,,,,,
31,177,0.46,,,,,,
31,179,0.57,,,,,,
31,181,0.31,,,,,,
31,183,0.37,,,,,,
31,185,0.48,,,,,,
32,000,0.38,,,,,,
32,001,0.31,,,,,,
32,003,0.36,,,,,,
32,005,0.45,,,,,,
32,007,0.3,,,,,,
32,009,0.22,,,,,,
32,011,0.1,,,,,,
32,013,0.15,,,,,,
32,015,0.12,,,,,,
32,017,0.27,,,,,,
32,019,0.34,,,,,,
32,021,0.14,,,,,,
32,023,0.28,,,,,,
32,027,0.2,,,,,,
32,029,0.31,,,,,,
32,031,0.47,,,,,,
32,033,0.22,,,,,,
32,510,0.46,,,,,,
33,000,0.53,,,,,,
33,001,0.53,,,,,,
33,003,0.47,,,,,,
33,005,0.52,,,,,,
33,007,0.4,,,,,,
33,009,0.49,,,,,,
33,011,0.54,,,,,,
33,013,0.54,,,,,,
33,015,0.56,,,,,,
33,017,0.51,,,,,,
33,019,0.44,,,,,,
34,000,0.53,,,,,,
34,001,0.5,,,,,,
34,003,0.56,,,,,,
34,005,0.55,,,,,,
34,007,0.56,,,,,,
34,009,0.55,,,,,,
34,011,0.47,,,,,,
34,013,0.49,,,,,,
34,015,0.54,,,,,,
34,017,0.41,,,,,,
34,019,0.56,,,,,,
34,021,0.56,,,,,,
34,023,0.53,,,,,,
34,025,0.54,,,,,,
34,027,0.58,,,,,,
34,029,0.51,,,,,,
34,031,0.48,,,,,,
34,033,0.47,,,,,,
34,035,0.57,,,,,,
34,037,0.52,,,,,,
34,039,0.5,,,,,,
34,041,0.52,,,,,,
35,000,0.4,,,,,,
35,001,0.42,,,,,,
35,003,0.15,,,,,,
35,005,0.36,,,,,,
35,006,0.34,,,,,,
35,007,0.4,,,,,,
35,009,0.36,,,,,,
35,011,0.16,,,,,,
35,013,0.41,,,,,,
35,015,0.34,,,,,,
35,017,0.33,,,,,,
35,019,0.31,,,,,,
35,021,0.24,,,,,,
35,023,0.21,,,,,,
35,025,0.22,,,,,,
35,027,0.41,,,,,,
35,028,0.56,,,,,,
35,029,0.24,,,,,,
35,031,0.41,,,,,,
35,033,0.29,,,,,,
35,035,0.35,,,,,,
35,037,0.3,,,,,,
35,039,0.34,,,,,,
35,041,0.25,,,,,,
35,043,0.43,,,,,,
35,045,0.47,,,,,,
35,047,0.32,,,,,,
35,049,0.5,,,,,,
35,051,0.23,,,,,,
35,053,0.32,,,,,,
35,055,0.46,,,,,,
35,057,0.29,,,,,,
35,059,0.14,,,,,,
35,061,0.33,,,,,,
36,000,0.51,,,,,,
36,001,0.58,,,,,,
36,003,0.41,,,,,,
36,005,0.39,,,,,,
36,007,0.55,,,,,,
36,009,0.43,,,,,,
36,011,0.54,,,,,,
36,013,0.54,,,,,,
36,015,0.49,,,,,,
36,017,0.49,,,,,,
36,019,0.49,,,,,,
36,021,0.54,,,,,,
36,023,0.5,,,,,,
36,025,0.48,,,,,,
36,027,0.53,,,,,,
36,029,0.45,,,,,,
36,031,0.51,,,,,,
36,033,0.46,,,,,,
36,035,0.48,,,,,,
36,037,0.48,,,,,,
36,039,0.45,,,,,,
36,041,0.5,,,,,,
36,043,0.46,,,,,,
36,045,0.5,,,,,,
36,047,0.38,,,,,,
36,049,0.51,,,,,,
36,051,0.52,,,,,,
36,053,0.47,,,,,,
36,055,0.48,,,,,,
36,057,0.47,,,,,,
36,059,0.58,,,,,,
36,061,0.55,,,,,,
36,063,0.41,,,,,,
36,065,0.49,,,,,,
36,067,0.51,,,,,,
36,069,0.51,,,,,,
36,071,0.52,,,,,,
36,073,0.41,,,,,,
36,075,0.48,,,,,,
36,077,0.52,,,,,,
36,079,0.54,,,,,,
36,081,0.45,,,,,,
36,083,0.54,,,,,,
36,085,0.46,,,,,,
36,087,0.55,,,,,,
36,089,0.48,,,,,,
36,091,0.57,,,,,,
36,093,0.54,,,,,,
36,095,0.51,,,,,,
36,097,0.47,,,,,,
36,099,0.48,,,,,,
36,101,0.46,,,,,,
36,103,0.56,,,,,,
36,105,0.5,,,,,,
36,107,0.49,,,,,,
36,109,0.49,,,,,,
36,111,0.52,,,,,,
36,113,0.51,,,,,,
36,115,0.47,,,,,,
36,117,0.45,,,,,,
36,119,0.57,,,,,,
36,121,0.45,,,,,,
36,123,0.46,,,,,,
37,000,0.51,,,,,,
37,001,0.5,,,,,,
37,003,0.44,,,,,,
37,005,0.45,,,,,,
37,007,0.42,,,,,,
37,009,0.5,,,,,,
37,011,0.49,,,,,,
37,013,0.52,,,,,,
37,015,0.34,,,,,,
37,017,0.37,,,,,,
37,019,0.57,,,,,,
37,021,0.55,,,,,,
37,023,0.49,,,,,,
37,025,0.49,,,,,,
37,027,0.5,,,,,,
37,029,0.44,,,,,,
37,031,0.5,,,,,,
37,033,0.41,,,,,,
37,035,0.52,,,,,,
37,037,0.59,,,,,,
37,039,0.38,,,,,,
37,041,0.51,,,,,,
37,043,0.47,,,,,,
37,045,0.5,,,,,,
37,047,0.43,,,,,,
37,049,0.53,,,,,,
37,051,0.37,,,,,,
37,053,0.46,,,,,,
37,055,0.5,,,,,,
37,057,0.48,,,,,,
37,059,0.55,,,,,,
37,061,0.42,,,,,,
37,063,0.57,,,,,,
37,065,0.45,,,,,,
37,067,0.54,,,,,,
37,069,0.53,,,,,,
37,071,0.51,,,,,,
37,073,0.44,,,,,,
37,075,0.32,,,,,,
37,077,0.47,,,,,,
37,079,0.48,,,,,,
37,081,0.52,,,,,,
37,083,0.45,,,,,,
37,085,0.47,,,,,,
37,087,0.49,,,,,,
37,089,0.51,,,,,,
