statecode,countycode,v039_denominator,v039_numerator,v039_rawvalue,v039_cilow,v039_cihigh,v039_sourceflag,v039_flag_CT
00,000,2298919073,283629,12.337493882717462,12.292088461926584,12.38289930350834,,
01,000,34564808,7148,20.679993362034587,20.200575518079745,21.15941120598943,,
01,001,397389,71,17.866624390710363,13.95398188034874,22.536315576702073,,
01,003,1577463,237,15.02412417914081,13.111317573600921,16.936930784680698,,
01,005,175061,45,25.705325572229107,18.74964086131946,34.3957480517984,,
01,007,156723,38,24.24660069039005,17.158337732940378,33.2803538212385,,
01,009,407815,132,32.367617669776735,26.845828237208273,37.889407102345196,,
01,011,71408,39,54.61572933004705,38.8371225765131,74.66149992414417,,
01,013,135989,52,38.238386928354494,28.558256329895233,50.14455708981821,,
01,015,802450,176,21.93283070596299,18.69246204045282,25.173199371473157,,
01,017,235919,66,27.975703525362515,21.636407079820316,35.59195420568365,,
01,019,180402,56,31.041784459152336,23.44863038249588,40.310339135699685,,
01,021,312144,77,24.6681019016864,19.467680254769117,30.830894875481455,,
01,023,88758,45,50.69965524234435,36.98067643281109,67.84012764703891,,
01,025,164583,48,29.164616029602087,21.503685571099833,38.66804966620323,,
01,027,94869,35,36.89297873910339,25.697311453182557,51.3092025520276,,
01,029,105137,35,33.289897942684306,23.187633661336886,46.29818938060156,,
01,031,369560,79,21.376772377962983,16.924192001189216,26.641836552840058,,
01,033,389637,91,23.355071515282173,18.80404671446271,28.674852469490236,,
01,035,83593,23,27.514265548550714,17.44168415662158,41.28490770140207,,
01,037,73979,31,41.90378350613012,28.4715878548532,59.4790758232049,,
01,039,260641,74,28.3915423897238,22.293467352926434,35.64298153471505,,
01,041,95169,35,36.77668148241549,25.616306152759577,51.1474612206528,,
01,043,597112,146,24.451024263454762,20.48480517754703,28.417243349362494,,
01,045,344425,84,24.38847354286129,19.45320163744966,30.194589756808504,,
01,047,265213,104,39.21376403117494,31.67712122208047,46.750406840269406,,
01,049,500884,132,26.353407176112633,21.857618615402153,30.849195736823113,,
01,051,587597,93,15.827174066579646,12.774572151193649,19.38935750613646,,
01,053,258202,63,24.399501165753943,18.749246634606724,31.217561167957836,,
01,055,718709,156,21.705585988209414,18.299424084890862,25.111747891527965,,
01,057,114256,21,18.379778742473043,11.377372727975937,28.095444208569692,,
01,059,221300,72,32.53502033438771,25.4566496566599,40.9724735854758,,
01,061,185515,48,25.87391855106056,19.077385021956843,34.30506222253039,,
01,063,56137,23,40.97119546822951,25.97222337681864,61.47690987197932,,
01,065,103160,28,27.14230321830167,18.035863373262437,39.22818528816227,,
01,067,121062,23,18.99852967900745,12.043438103653235,28.507122709713233,,
01,069,741123,120,16.191644301957975,13.2945915517124,19.08869705220355,,
01,071,364655,107,29.34280347177469,23.78291874559086,34.902688197958526,,
01,073,4625162,783,16.92913675239916,15.743340690938778,18.114932813859543,,
01,075,96671,36,37.23970994403699,26.082235021169986,51.55545560637233,,
01,077,653261,136,20.818631450522837,17.319672928922195,24.31758997212348,,
01,079,231335,73,31.5559686169408,24.734842078586958,39.676892896873156,,
