statecode,countycode,v067_race_black,v067_race_white,v067_race_hispanic,v067_race_asian,v067_race_aian,v067_race_white_cilow,v067_race_white_cihigh,v067_race_black_cilow,v067_race_black_cihigh,v067_race_hispanic_cilow,v067_race_hispanic_cihigh,v067_race_asian_cilow,v067_race_asian_cihigh,v067_race_aian_cilow,v067_race_aian_cihigh,v067_race_flag_CT
00,000,0.6838944234358705,0.727782248302178,0.6790862170572991,0.5785306767501943,0.681120261524131,,,,,,,,,,,
01,000,0.8146583345687037,0.8235375496694757,0.7298625026548345,0.7141331249185879,0.7537531276063386,0.8205053444012925,0.8265697549376588,0.8069334358203178,0.8223832333170896,0.715273782293199,0.74445122301647,0.6926962171971767,0.7355700326399992,0.7075699485800926,0.7999363066325846,
01,001,0.8174061433447098,0.8042629840888622,,,,0.7540774997640102,0.8544484684137142,0.721922275984933,0.9128900107044867,,,,,,,
01,003,0.8186762323536219,0.794444661178949,0.6123383084577114,0.6899383983572895,,0.7770797766618018,0.8118095456960961,0.7628005362061049,0.8745519285011388,0.52716780790258,0.6975088090128428,0.5911914486353542,0.7886853480792249,,,
01,005,0.7953488372093023,0.8154315847904524,,,,0.7648036884446189,0.866059481136286,0.7401000556479157,0.8505976187706888,,,,,,,
01,007,,0.8053475935828877,,,,0.7368769291907945,0.8738182579749808,,,,,,,,,
01,009,,0.7837025492597128,0.6816874400767018,,,0.7425115451785114,0.8248935533409143,,,0.6479519798675882,0.7154229002858153,,,,,
01,011,0.8801498127340824,0.9011576135351737,,,,0.797987274448396,1,0.7739304795950899,0.986369145873075,,,,,,,
01,013,0.8776520509193777,0.8698570177998249,,,,0.8117149679279964,0.9279990676716535,0.8160169549095193,0.9392871469292361,,,,,,,
01,015,0.8313453265545562,0.8613755119333427,0.8660933660933661,,,0.8407002342659016,0.8820507896007839,0.7983505017492241,0.8643401513598883,0.7750333114099938,0.9571534207767384,,,,,
01,017,0.8302018093249826,0.8398903895087101,,,,0.7648613057553484,0.9149194732620718,0.7400902092762218,0.9203134093737433,,,,,,,
01,019,,0.8482457612892396,,,,0.7998637433065248,0.8966277792719544,,,,,,,,,
01,021,,0.76443390634262,,,,0.7184069714032807,0.8104608412819593,,,,,,,,,
01,023,0.8372536554354736,0.888421052631579,,,,0.835562825701315,0.941279279561843,0.7702526779521085,0.9042546329188387,,,,,,,
01,025,0.8393121849985177,0.8991456553448635,,,,0.8703339230917494,0.9279573875979775,0.7664679790432177,0.9121563909538176,,,,,,,
01,027,,0.694994499449945,,,,0.6265355514562145,0.7634534474436754,,,,,,,,,
01,029,,0.8432055749128919,,,,0.7273522867915757,0.9590588630342082,,,,,,,,,
01,031,0.8386034255599473,0.8252038775196184,0.7482227488151659,,,0.7879972744772834,0.8624104805619535,0.7758042849263004,0.9014025661935942,0.6504683376274324,0.8459771600028995,,,,,
01,033,0.8457823567289118,0.8190188394164031,,,,0.8010201425230113,0.8370175363097948,0.7739528558834571,0.9176118575743665,,,,,,,
01,035,0.7482394366197183,0.8553218610579987,,,,0.7641429713527196,0.9465007507632778,0.4328570074543621,1,,,,,,,
01,037,,0.6118560338743825,,,,0.5025645209143611,0.7211475468344039,,,,,,,,,
01,039,0.9239733629300777,0.8807692307692307,,,,0.8591157619581595,0.902422699580302,0.8720213718975606,0.9759253539625948,,,,,,,
01,041,0.8642659279778393,0.7623762376237624,,,,0.7346710046892482,0.7900814705582766,0.7949797829624987,0.9335520729931799,,,,,,,
01,043,,0.8436452773985355,0.589086859688196,,,0.8177484431096572,0.8695421116874137,,,0.44342648999441103,0.7347472293819809,,,,,
01,045,0.8483695652173913,0.8853382307927763,0.8282674772036475,,,0.8538995060005449,0.9167769555850077,0.7989157599979051,0.8978233704368774,0.741112873299795,0.9154220811074999,,,,,
01,047,0.8072796414504957,0.8535249828884326,,,,0.8038748022405313,0.9031751635363339,0.6841772736271037,0.9303820092738877,,,,,,,
01,049,,0.8348872035167383,0.7951474201474201,,,0.8105588962372716,0.859215510796205,,,0.6879454683755213,0.902349371919319,,,,,
01,051,0.8029782359679267,0.7624039133473096,,,,0.713341739134026,0.8114660875605932,0.7117938903176438,0.8941625816182096,,,,,,,
01,053,0.8745130773511408,0.8933968844454778,,,0.9051094890510949,0.8695954347613006,0.917198334129655,0.8023015968362043,0.9467245578660773,,,,,0.8137140562663977,0.9965049218357921,
01,055,0.8831073653352877,0.8785385009390473,0.8313878080415046,,,0.8500502167234356,0.907026785154659,0.8416793510906754,0.9245353795799,0.7168069695224781,0.945968646560531,,,,,
01,057,,0.8634803921568628,,,,0.8514129290445895,0.875547855269136,,,,,,,,,
01,059,,0.8671122469038726,0.6852659110723627,,,0.8350564094757055,0.8991680843320397,,,0.5752610536799623,0.7952707684647631,,,,,
01,061,,0.8231731933790876,,,,0.7638482816121764,0.8824981051459987,,,,,,,,,
01,063,0.8775510204081632,,,,,,,0.7358019679207488,1,,,,,,,
01,065,0.9112970711297071,0.868064952638701,,,,0.7630519310388729,0.973077974238529,0.7993451065363563,1,,,,,,,
01,067,0.7707509881422925,0.842400946185689,,,,0.8020814783657874,0.8827204140055905,0.6389090969754464,0.9025928793091386,,,,,,,
01,069,0.8353293413173652,0.8841525540410299,0.8101211072664359,0.6261343012704175,,0.8713079636957711,0.8969971443862886,0.808663241611257,0.8619954410234735,0.783841605335116,0.8364006091977558,0.5400509612975207,0.7122176412433142,,,
01,071,,0.829881762809029,,,,0.7896644788106167,0.8700990468074413,,,,,,,,,
01,073,0.7880703188879804,0.8345802703067604,0.7388531338783556,0.6982312925170068,0.8074807480748075,0.8231626539590058,0.845997886654515,0.7731146283281887,0.8030260094477721,0.7125999257578605,0.7651063419988507,0.6270323392694945,0.769430245764519,0.7483260087460462,0.8666354874035689,
01,075,,0.8323607427055703,,,,0.7834200453644878,0.8813014400466527,,,,,,,,,
01,077,0.7612175282078195,0.8265503875968992,0.6920919798093101,,,0.8095806776913645,0.843520097502434,0.6576391612279826,0.8647958951876564,0.5428026220571707,0.8413813375614496,,,,,
01,079,,0.8410204081632653,,,,0.7545563507611575,0.9274844655653731,,,,,,,,,
01,081,0.7964353227113151,0.7808097060358323,0.7641677255400254,0.6956255735698991,,0.7640616978850714,0.7975577141865933,0.7728402640433202,0.8200303813793101,0.6528624156473879,0.875473035432663,0.6239591676234231,0.7672919795163751,,,
01,083,0.7968099861303745,0.7852284462804031,0.7464962901896125,,,0.7149061861250413,0.8555507064357649,0.6981551647725865,0.8954648074881624,0.6286990251403795,0.8642935552388455,,,,,
01,085,0.885952712100139,0.8121606948968513,,,,0.6590386536708243,0.9652827361228783,0.7706152115117602,1,,,,,,,
01,087,0.683400426237272,0.6416526138279932,,,,0.5021991967250339,0.7811060309309525,0.6353707584090037,0.7314300940655404,,,,,,,
01,089,0.8209896572703306,0.7982235295628829,0.7422522915757311,0.7327658153897513,0.6171548117154811,0.7922321135796484,0.8042149455461174,0.7908534429061166,0.8511258716345446,0.6934185213548743,0.791086061796588,0.6740021691171254,0.7915294616623771,0.5442315465054954,0.6900780769254669,
01,091,0.871077504725898,0.807802093244529,,,,0.7449042300109812,0.8706999564780769,0.8037633013249665,0.9383917081268294,,,,,,,
01,093,,0.8762827822120867,,,,0.8335191918380563,0.919046372586117,,,,,,,,,
01,095,0.8188795088257866,0.8450310467614255,0.7383012820512821,0.4692556634304207,,0.8255968441217787,0.8644652494010723,0.6778012942134959,0.9599577234380774,0.6684968728638131,0.8081056912387511,0.2553800263357523,0.6831313005250891,,,
01,097,0.8354839843887346,0.8421509260242926,0.7778255264288784,0.7895118414693089,0.8056265984654731,0.8299368589438679,0.8543649931047174,0.8194819360735102,0.8514860327039591,0.7292720630297537,0.8263789898280031,0.7166947653707191,0.8623289175678986,0.6687669460741843,0.942486250856762,
01,099,0.8709206039941549,0.8812899638587712,,,,0.8243313009836206,0.9382486267339218,0.8335311831014037,0.9083100248869062,,,,,,,
01,101,0.8438354826103946,0.8604696199467441,0.7149402390438248,0.7816774193548387,,0.843483212435556,0.8774560274579322,0.8209166223614046,0.8667543428593847,0.6681636536168157,0.7617168244708338,0.7331833597196773,0.8301714789900001,,,
01,103,0.8816390858944051,0.8556186098865022,0.7815377532228361,,,0.832778878007002,0.8784583417660023,0.824177940264152,0.9391002315246582,0.6809894371485308,0.8820860692971415,,,,,
