statecode,countycode,v129_denominator,v129_numerator,v129_rawvalue,v129_cilow,v129_cihigh,v129_sourceflag,v129_flag_CT
00,000,25936466,144923,5.587615521713714,5.558847239620435,5.616383803806992,,
01,000,407025,2967,7.2894785332596275,7.027181269852841,7.551775796666414,,
01,001,4793,36,7.510953473815982,5.260579473673115,10.398325576723597,,
01,003,16753,92,5.491553751566884,4.426967394870317,6.734903181619774,,
01,005,,,,,,,
01,007,,,,,,,
01,009,4684,34,7.2587532023911185,5.026897605587591,10.14338003740459,,
01,011,,,,,,,
01,013,,,,,,,
01,015,9178,60,6.537371976465461,4.9887035247338485,8.414893594099295,,
01,017,2715,24,8.839779005524862,5.663813206146028,13.152890458104311,,
01,019,,,,,,,
01,021,3944,20,5.070993914807302,3.0974948238853823,7.831738819136562,,
01,023,,,,,,,
01,025,,,,,,,
01,027,,,,,,,
01,029,,,,,,,
01,031,,,,,,,
01,033,4441,31,6.980409817608646,4.742849803904942,9.908134542501408,,
01,035,,,,,,,
01,037,,,,,,,
01,039,,,,,,,
01,041,,,,,,,
01,043,6961,28,4.022410573193506,2.672862613971775,5.813503224144259,,
01,045,4659,32,6.8684267010088,4.697998778983593,9.696169152054187,,
01,047,,,,,,,
01,049,5744,39,6.789693593314763,4.8281358790801665,9.28173465630795,,
01,051,6475,42,6.486486486486486,4.674888916212772,8.767845371195467,,
01,053,3024,24,7.936507936507936,5.085070388454517,11.80889470692897,,
01,055,8286,47,5.672218199372436,4.167732581108588,7.542847736018219,,
01,057,,,,,,,
01,059,,,,,,,
01,061,,,,,,,
01,063,,,,,,,
01,065,,,,,,,
01,067,,,,,,,
01,069,9200,90,9.782608695652174,7.866372622946303,12.024486933685482,,
01,071,3936,23,5.843495934959349,3.7042751618507817,8.76811303222384,,
01,073,57218,526,9.19291132161208,8.407284557841509,9.97853808538265,,
01,075,,,,,,,
01,077,6452,36,5.579665220086794,3.907928923948425,7.724608569317451,,
01,079,,,,,,,
01,081,13294,85,6.39386189258312,5.107189785226003,7.906109246193693,,
01,083,7811,36,4.608884905901933,3.2280063266310637,6.3806394173903715,,
01,085,,,,,,,
01,087,,,,,,,
01,089,30511,176,5.7684113926125,4.916183069831001,6.620639715394,,
01,091,,,,,,,
01,093,,,,,,,
01,095,10201,54,5.293598666797372,3.9767142410101712,6.906997979973599,,
01,097,36982,291,7.868692877616138,6.96460182429034,8.772783930941937,,
01,099,,,,,,,
01,101,21421,198,9.243265953970404,7.955760951040486,10.530770956900321,,
01,103,10165,63,6.197737333989179,4.7625115391527055,7.929598355818052,,
01,105,,,,,,,
01,107,,,,,,,
01,109,,,,,,,
01,111,,,,,,,
01,113,5561,49,8.811364862434813,6.518696232481412,11.64909163692111,,
01,115,7068,38,5.376344086021506,3.8046210590260547,7.379452308893551,,
01,117,16045,81,5.048301651604861,4.009080211539131,6.274578010603243,,
01,119,,,,,,,
01,121,6085,63,10.353327855382087,7.95578139613595,13.246403826933525,,
01,123,2764,22,7.959479015918958,4.9881631230932015,12.050746883909277,,
01,125,17633,175,9.924573243350537,8.454127893810867,11.395018592890207,,
01,127,5420,49,9.04059040590406,6.688278551444491,11.952139961793046,,
01,129,,,,,,,
01,131,,,,,,,
01,133,,,,,,,
02,000,67563,414,6.127614226721726,5.537348840330113,6.71787961311334,,
02,013,,,,,,,
02,016,,,,,,,
02,020,26557,147,5.535263772263433,4.6404436841569074,6.430083860369959,,
02,050,2855,29,10.157618213660246,6.802716335393323,14.588034129102134,,
02,060,,,,,,,
02,063,,,,,,,
02,066,,,,,,,
02,068,,,,,,,
02,070,,,,,,,
02,090,10023,55,5.4873790282350585,4.133844853979694,7.142578068039444,,
02,100,,,,,,,
02,105,,,,,,,
02,110,,,,,,,
02,122,4583,27,5.891337551821951,3.8824285690082414,8.571586830713963,,
02,130,,,,,,,
02,150,,,,,,,
02,158,1653,34,20.5686630369026,14.24439708685558,28.742644945676403,,
02,164,,,,,,,
