statecode,countycode,v149_numerator,v149_denominator,v149_rawvalue,v149_cilow,v149_cihigh,relative_standard_error,v149_sourceflag,v149_flag_CT
18,105,262,15932,0.01644489078583982,0.008863056153978414,0.024026725417701227,0.23522703955993127,,
18,107,179,2159,0.08290875405280222,0.028544353345205713,0.13727315476039872,0.33454777427802096,,
18,109,,,,,,0.4036878956258478,,
18,111,,,,,,0.8064473639959026,,
18,113,,,,,,0.4073806944763741,,
18,115,,,,,,Inf,,
18,117,,,,,,0.5689839677720534,,
18,119,,,,,,0.6414176715998456,,
18,121,,,,,,0.38932566239950067,,
18,123,,,,,,0.36223521487060323,,
18,125,,,,,,0.7630554941300342,,
18,127,347,8972,0.03867588051716451,0.016657356832625096,0.060694404201703925,0.2904637336024343,,
18,129,,,,,,0.8310297266644521,,
18,131,,,,,,0.6758405108987422,,
18,133,206,2322,0.08871662360034453,0.034716440494671846,0.14271680670601722,0.31055187530060424,,
18,135,,,,,,0.37354955348166746,,
18,137,,,,,,0.7753454462435989,,
18,139,,,,,,0.6096613952626491,,
18,141,985,16948,0.058118952088742036,0.04290837711724517,0.0733295270602389,0.13352782793790993,,
18,143,,,,,,0.6192388655672169,,
18,145,,,,,,0.3693139934103349,,
18,147,,,,,,0.5002814090840354,,
18,149,,,,,,0.6589642248394588,,
18,151,,,,,,0.47988239726172105,,
18,153,,,,,,0.48405038341180895,,
18,155,,,,,,1.567137438982648,,
18,157,304,17709,0.01716641255858603,0.005857246527809433,0.02847557858936263,0.3361204706616252,,
18,159,,,,,,0.9874002155795295,,
18,161,,,,,,0.6339323115560931,,
18,163,330,9458,0.03489109748361176,0.019888430861574324,0.04989376410564919,0.21938036628205013,,
18,165,,,,,,1.4260585269367458,,
18,167,255,6857,0.03718827475572408,0.019947284588929578,0.05442926492251858,0.23653755416908745,,
18,169,,,,,,0.6503514256547333,,
18,171,,,,,,2.0063649234203114,,
18,173,,,,,,0.45106200676143987,,
18,175,154,1364,0.11290322580645161,0.042654310310564325,0.1831521413023389,0.3174513674012399,,
18,177,291,3507,0.08297690333618478,0.0410375300154796,0.12491627665688995,0.2578746444977086,,
18,179,,,,,,0.5272856524510614,,
18,181,,,,,,0.46832941645300424,,
18,183,184,1607,0.11449906658369632,0.03739478710857043,0.19160334605882223,0.3435741379673007,,
19,000,9945,181664,0.054743922846573895,0.04977348542398682,0.05971436026916097,0.04632363427098319,,
19,001,,,,,,1.4154922498703493,,
19,003,,,,,,16.128619748008813,,
19,005,,,,,,1.2588249017331337,,
19,007,,,,,,0.4299816257957526,,
19,009,,,,,,0.592593205579588,,
19,011,,,,,,1.2661146509896797,,
19,013,262,7666,0.03417688494651709,0.017904093608245276,0.05044967628478891,0.2429257251892657,,
19,015,,,,,,1.2793952342429824,,
19,017,,,,,,0.7119542519816214,,
19,019,95,1220,0.0778688524590164,0.028996769588835784,0.126740935329197,0.32021450645338534,,
19,021,,,,,,0.5157106268842131,,
19,023,,,,,,0.525415764406424,,
19,025,,,,,,0.6105403565685424,,
19,027,,,,,,1.5736769085187248,,
19,029,,,,,,2.663321060099002,,
19,031,,,,,,2.6987977742338396,,
19,033,,,,,,0.5412097288176428,,
19,035,,,,,,0.6922645133454858,,
19,037,,,,,,0.7529450390533834,,
19,039,,,,,,0.6876536193382173,,
19,041,,,,,,0.7407884713095877,,
19,043,,,,,,0.4099571159110645,,
19,045,,,,,,0.4099686687396056,,
19,047,,,,,,0.4374327317753775,,
19,049,275,4438,0.06196484903109509,0.025086157851205798,0.09884354021098438,0.3036505221824651,,
19,051,128,474,0.270042194092827,0.11332588194049412,0.4267585062451599,0.296091884407708,,
19,053,,,,,,24.15588053261745,,
19,055,,,,,,6.520412722278854,,
19,057,,,,,,0.5177379475198409,,
19,059,,,,,,0.4748682750489397,,
19,061,284,6067,0.04681061480138454,0.02488042402753397,0.06874080557523511,0.23902426599768506,,
19,063,,,,,,3.2220406871590437,,
19,065,,,,,,0.5503002878143597,,
19,067,,,,,,0.4378969014939384,,
19,069,,,,,,1.335882130813931,,
19,071,,,,,,2.305526002478248,,
19,073,,,,,,0.35841548627143177,,
19,075,,,,,,0.8035519538073895,,
19,077,,,,,,0.4248330471852331,,
19,079,,,,,,0.4862013832823593,,
19,081,,,,,,1.279750247167791,,
19,083,,,,,,0.9134493308699486,,
19,085,,,,,,0.46058832986268045,,
19,087,,,,,,0.4013761307534661,,
19,089,,,,,,0.6116548871148229,,
19,091,,,,,,0.7072358118267382,,
19,093,,,,,,1.467521694504693,,
19,095,,,,,,3.204421651587881,,
19,097,,,,,,0.3820159080012926,,
19,099,,,,,,0.36178747524518706,,
19,101,,,,,,0.6129011225331067,,
19,103,321,12126,0.026472043542800593,0.011153670852362827,0.041790416233238356,0.295235849774697,,
19,105,,,,,,0.5180781290588478,,
19,107,96,468,0.20512820512820512,0.09879837320593768,0.3114580370504726,0.26446833194951724,,
19,109,,,,,,1.5164676696125454,,
19,111,,,,,,0.3577247394696666,,
19,113,505,12487,0.04044205974213182,0.02301339607514896,0.05787072340911467,0.21987444252335317,,
19,115,,,,,,0.6847202203401473,,
19,117,,,,,,1.8186253098340481,,
19,119,,,,,,0.8673725828894475,,
19,121,,,,,,0.5216143103402768,,
19,123,,,,,,0.42231508684888625,,
19,125,,,,,,0.6297972512969058,,
19,127,158,2118,0.07459867799811143,0.025907183331135966,0.12329017266508689,0.333016616199477,,
19,129,,,,,,3.411466096409318,,
19,131,,,,,,0.8610786079502977,,
19,133,,,,,,2.1975706367811143,,
19,135,,,,,,1.7369461404587643,,
19,137,,,,,,2.4603124264083593,,
19,139,269,2296,0.1171602787456446,0.05299969404576971,0.18132086344551948,0.2794035021449677,,
19,141,,,,,,1.7028139234548338,,
19,143,,,,,,0.7292449433695006,,
19,145,,,,,,0.9000660673251308,,
19,147,,,,,,1.3803514641772634,,
19,149,,,,,,0.5892326546760668,,
19,151,,,,,,0.635648543701937,,
19,153,1642,26034,0.06307136821080125,0.04561560446503628,0.08052713195656623,0.14120514844926715,,
19,155,332,5294,0.06271250472232716,0.03281724075475313,0.09260776868990118,0.24321601832483547,,
19,157,,,,,,1.1213951403669953,,
19,159,,,,,,0.48271993922158024,,
19,161,,,,,,0.7108439819534628,,
19,163,632,9346,0.0676225123047293,0.03981473118099736,0.09543029342846122,0.20980651186902496,,
19,165,,,,,,0.752281337380521,,
19,167,,,,,,0.4976157090318102,,
19,169,,,,,,0.3962750428836903,,
19,171,97,868,0.11175115207373272,0.04982145707940797,0.17368084706805748,0.2827423482804223,,
19,173,,,,,,1.6735856973893926,,
19,175,,,,,,0.9579853183983805,,
19,177,,,,,,1.3882448891608294,,
19,179,,,,,,0.3673834672456104,,
19,181,,,,,,0.4320837123524222,,
19,183,,,,,,0.4833640419085997,,
19,185,,,,,,0.5086056208977429,,
19,187,,,,,,0.48409470172725294,,
19,189,,,,,,1.6988893666282625,,
19,191,,,,,,2.7524333155783216,,
19,193,381,6506,0.058561328004918534,0.03238300918862292,0.08473964682121415,0.22807346700254336,,
19,195,,,,,,24.15551483148982,,
19,197,,,,,,0.37584946354809917,,
20,000,9081,168229,0.053979991559124765,0.048464835707551376,0.059495147410698154,0.0521277411322103,,
20,001,,,,,,1.7944507306187922,,
20,003,,,,,,1.3350949681099238,,
20,005,,,,,,0.5926660693163239,,
20,007,,,,,,1.5094110151418285,,
20,009,,,,,,0.7507274663127647,,
20,011,,,,,,1.1343929827572057,,
20,013,,,,,,1.9492403580910442,,
20,015,145,3994,0.03630445668502754,0.01315011906193251,0.05945879430812257,0.32539910086784507,,
20,017,,,,,,Inf,,
20,019,,,,,,1.2518007970621003,,
20,021,,,,,,0.933562309726231,,
20,023,,,,,,2.6961150061683057,,
20,025,,,,,,Inf,,
20,027,,,,,,2.7722178487383564,,
20,029,,,,,,1.4935281956622575,,
20,031,,,,,,0.4132229015558268,,
20,033,,,,,,Inf,,
20,035,,,,,,0.35694781799290154,,
20,037,,,,,,0.4186246137585,,
20,039,,,,,,1.4865967013085182,,
20,041,,,,,,0.6579581665773686,,
20,043,,,,,,Inf,,
20,045,,,,,,0.36325655217629366,,
20,047,,,,,,1.774820742489144,,
20,049,,,,,,1.435527782584727,,
20,051,,,,,,1.5247395575681832,,
20,053,,,,,,Inf,,
20,055,,,,,,0.4058455071910238,,
20,057,,,,,,0.41095808426312813,,
20,059,,,,,,0.4971005069125213,,
20,061,,,,,,0.3773928001530665,,
20,063,,,,,,17.732543826741214,,
20,065,,,,,,1.8673886535728859,,
20,067,,,,,,0.7949924688124324,,
20,069,,,,,,1.5357997184762355,,
20,071,,,,,,Inf,,
20,073,,,,,,3.3638901821016156,,
20,075,,,,,,2.206783481889398,,
20,077,,,,,,2.259337876412522,,
20,079,,,,,,0.9465561548632593,,
20,081,,,,,,0.7398594159294174,,
20,083,,,,,,0.9382654724830268,,
20,085,,,,,,0.6125768422542289,,
20,087,,,,,,0.6601243400863811,,
20,089,,,,,,3.4035913700688623,,
20,091,849,31695,0.02678655939422622,0.018597248019331172,0.034975870769121266,0.15598196198847297,,
20,093,,,,,,17.732586608311003,,
20,095,,,,,,25.798124551682424,,
20,097,,,,,,1.771435794525908,,
20,099,113,920,0.12282608695652174,0.04575468044369535,0.19989749346934813,0.320144906952322,,
20,101,,,,,,5.527647150275363,,
20,103,285,3862,0.07379596064215432,0.02901919307696134,0.11857272820734731,0.3095737134564542,,
20,105,,,,,,0.5109546875018727,,
20,107,,,,,,0.7324671757790001,,
20,109,,,,,,Inf,,
20,111,,,,,,0.5576747086350754,,
20,113,,,,,,0.7305651196002485,,
20,115,,,,,,0.6271865464213843,,
20,117,,,,,,0.5049283114854394,,
20,119,,,,,,2.1406941314515455,,
20,121,,,,,,0.4521023215141245,,
20,123,,,,,,1.3538964889793121,,
20,125,,,,,,0.4190095209629616,,
20,127,,,,,,Inf,,
20,129,,,,,,1.1362524547611725,,
20,131,,,,,,9.726102255269392,,
20,133,,,,,,0.4985892103719153,,
20,135,,,,,,3.4666451497840267,,
20,137,,,,,,1.7906812502261469,,
20,139,,,,,,0.5242826357708552,,
20,141,,,,,,1.2408850929298156,,
20,143,,,,,,1.2836749485540127,,
20,145,,,,,,4.0793779494333915,,
20,147,,,,,,1.1353336458043837,,
20,149,,,,,,1.671001310910938,,
20,151,,,,,,0.6378953870901223,,
20,153,,,,,,1.1520819755718852,,
20,155,191,3299,0.05789633222188542,0.0246549362323992,0.09113772821137164,0.29293558438218575,,
20,157,,,,,,Inf,,
20,159,,,,,,0.8721556275921911,,
20,161,,,,,,0.3618661223242859,,
20,163,,,,,,4.181672458394223,,
20,165,,,,,,Inf,,
20,167,,,,,,1.2932135925944985,,
20,169,287,2987,0.09608302644794108,0.039129646318689454,0.1530364065771927,0.3024243519271752,,
20,171,,,,,,6.572247155712137,,
20,173,2437,28622,0.08514429459856054,0.066667179663226,0.10362140953389509,0.11071909751851672,,
20,175,,,,,,0.6056494006640789,,
20,177,604,9709,0.06221032032135132,0.040337443659421934,0.0840831969832807,0.17938552465761626,,
20,179,,,,,,Inf,,
20,181,,,,,,Inf,,
20,183,,,,,,5.951928138029307,,
20,185,,,,,,1.9544538380369547,,
20,187,,,,,,2.6865601150171177,,
20,189,,,,,,Inf,,
20,191,,,,,,0.4219208784688776,,
20,193,,,,,,0.570368709265899,,
20,195,,,,,,8.968609389538948,,
20,197,,,,,,1.6097549300704475,,
20,199,,,,,,Inf,,
20,201,,,,,,7.974643271443649,,
20,203,,,,,,Inf,,
20,205,,,,,,4.429848284128552,,
20,207,,,,,,5.9810155415229564,,
20,209,832,9490,0.08767123287671233,0.05608975467773354,0.11925271107569112,0.18378889576892948,,
21,000,17928,230936,0.07763189801503446,0.07218534770679791,0.08307844832327102,0.03579523712716273,,
21,001,146,1433,0.10188415910676901,0.03699587619749581,0.16677244201604222,0.3249402761007426,,
21,003,,,,,,0.4122248367445288,,
21,005,,,,,,1.7372444334474222,,
21,007,,,,,,4.951312321213078,,
21,009,,,,,,0.35820900311940157,,
21,011,,,,,,0.5822030731912806,,
21,013,177,1224,0.14460784313725492,0.05004398172399044,0.2391717045505194,0.33363935884306384,,
21,015,336,7031,0.047788365808562085,0.016649550103334868,0.0789271815137893,0.33244808859246316,,
21,017,,,,,,0.5454876322616077,,
21,019,,,,,,0.36367582736748316,,
21,021,,,,,,0.680322758628805,,
21,023,,,,,,1.9730110074168175,,
21,025,,,,,,3.072285786983726,,
21,027,,,,,,0.39725941018382804,,
21,029,317,4380,0.07237442922374429,0.03406933997042656,0.11067951847706202,0.27003201398559784,,
21,031,,,,,,1.8698835237953384,,
21,033,,,,,,2.6739857503554867,,
21,035,192,3170,0.06056782334384858,0.021947993139231806,0.09918765354846536,0.32532116748680695,,
21,037,,,,,,0.4752756473618274,,
21,039,,,,,,4.24367587397473,,
21,041,,,,,,3.3954001837058443,,
21,043,,,,,,0.5498735357158199,,
21,045,193,852,0.22652582159624413,0.09064481092962454,0.36240683226286374,0.30604478451929756,,
21,047,556,4098,0.13567593948267448,0.07601676245023037,0.1953351165151186,0.22434600965254364,,
21,049,,,,,,0.38970994579914886,,
21,051,,,,,,0.6294109318654021,,
21,053,,,,,,0.5415707594671985,,
21,055,,,,,,0.9287370722808024,,
21,057,,,,,,1.1340877987700773,,
21,059,385,5022,0.07666268418956591,0.03722967021059239,0.11609569816853943,0.26243386721760537,,
21,061,,,,,,1.1753525212921363,,
21,063,,,,,,0.7471008364398585,,
21,065,,,,,,0.9972086509331757,,
21,067,842,19260,0.04371754932502596,0.025612883259415204,0.06182221539063672,0.21128985192184735,,
21,069,155,762,0.20341207349081364,0.07562157364744698,0.3312025733341803,0.3205278501667064,,
21,071,269,1635,0.16452599388379205,0.07250508438976207,0.25654690337782204,0.28536185991718954,,
21,073,,,,,,0.4790934714153947,,
21,075,,,,,,0.9145253597262043,,
21,077,,,,,,1.3157129073518028,,
21,079,,,,,,0.4666149766332744,,
21,081,,,,,,0.36993624446766543,,
21,083,,,,,,0.43048177136656984,,
21,085,,,,,,0.3976670121299516,,
21,087,,,,,,1.031493647004937,,
21,089,,,,,,0.48108301155606553,,
21,091,,,,,,0.5524299349040724,,
21,093,695,5674,0.12248854423686993,0.07182351569445825,0.17315357277928162,0.2110360974523887,,
21,095,330,1191,0.2770780856423174,0.16486678887107462,0.38928938241356015,0.2066228423848951,,
21,097,,,,,,0.4201919009115099,,
21,099,,,,,,0.37041295765535837,,
21,101,,,,,,0.364048145960505,,
21,103,,,,,,0.5090473956552114,,
21,105,,,,,,1.032631266301645,,
21,107,201,2328,0.08634020618556701,0.03716579668734743,0.1355146156837866,0.2905828645341029,,
21,109,,,,,,0.5949944208504511,,
21,111,2690,36166,0.07437925123043743,0.05938832357974182,0.08937017888113304,0.10283018917666668,,
21,113,180,2636,0.06828528072837632,0.02467028944079979,0.11190027201595285,0.32587618206930763,,
21,115,,,,,,1.3489547754144156,,
21,117,438,8065,0.05430874147551147,0.03290603301498732,0.07571144993603562,0.20106798496660067,,
21,119,,,,,,0.8668932594174927,,
21,121,206,1424,0.1446629213483146,0.04572869549549399,0.2435971472011352,0.34892594019817846,,
21,123,,,,,,0.6524107330216508,,
21,125,281,3100,0.09064516129032259,0.0400781992715455,0.14121212330909966,0.28462049215304114,,
21,127,,,,,,0.3888895806703556,,
21,129,,,,,,0.5111265271874492,,
21,131,,,,,,0.5990905075289412,,
21,133,,,,,,0.4656385330023295,,
21,135,,,,,,0.3606527370588033,,
21,137,165,1149,0.14360313315926893,0.059015856363223915,0.22819040995531392,0.3005280798968946,,
21,139,,,,,,Inf,,
21,141,,,,,,0.4313100083833456,,
21,143,,,,,,Inf,,
21,145,,,,,,0.5796250772707392,,
21,147,,,,,,0.6759162165810658,,
21,149,,,,,,2.1409228661890283,,
21,151,394,6831,0.05767823159127507,0.027356907909495846,0.08799955527305428,0.2682132006503598,,
21,153,,,,,,0.5794575572668046,,
21,155,,,,,,0.4628100580137937,,
21,157,,,,,,0.46312781057244484,,
21,159,,,,,,1.0177195429408687,,
21,161,,,,,,0.5849951926309518,,
21,163,,,,,,0.4216002421567419,,
21,165,,,,,,1.474518850101595,,
21,167,,,,,,0.6171397147080735,,
21,169,,,,,,0.5155395983873063,,
21,171,,,,,,1.0119103000580618,,
21,173,,,,,,0.4459578391235871,,
21,175,,,,,,0.5299700940309056,,
21,177,,,,,,0.5098909185604199,,
21,179,,,,,,0.45105108097346275,,
21,181,,,,,,0.7562876998356418,,
21,183,,,,,,0.5055190512399103,,
21,185,,,,,,0.4907709166943267,,
21,187,,,,,,0.5267155387084473,,
21,189,,,,,,0.7308912500682351,,
21,191,,,,,,1.3483178466078019,,
21,193,,,,,,0.3552261240728166,,
21,195,,,,,,0.4517306717856089,,
21,197,,,,,,1.003607058152816,,
21,199,221,3000,0.07366666666666667,0.03358643757040012,0.11374689576293323,0.2775895449459776,,
21,201,,,,,,3.2693678090844096,,
21,203,,,,,,0.5735042376800145,,
21,205,,,,,,0.9797483683331458,,
21,207,,,,,,0.42492672215933225,,
21,209,169,2883,0.05861949358307319,0.020974192956208178,0.09626479420993819,0.327651858794988,,
21,211,,,,,,0.36875796707818026,,
21,213,281,904,0.3108407079646018,0.1395607052465368,0.48212071068266676,0.28113356535901435,,
21,215,,,,,,0.375005865286816,,
21,217,,,,,,0.8605667059316819,,
21,219,,,,,,0.46051777898478075,,
21,221,,,,,,0.5619890898879997,,
21,223,,,,,,1.735473810550039,,
21,225,161,603,0.2669983416252073,0.10509490197436114,0.4289017812760535,0.30937943373513827,,
21,227,370,9143,0.040468117685661165,0.019454700512785132,0.0614815348585372,0.2649278450242768,,
21,229,,,,,,0.6215219892384239,,
21,231,,,,,,0.40555858566852604,,
21,233,,,,,,0.583349049855819,,
21,235,,,,,,0.450458331161063,,
21,237,,,,,,0.5424526384694099,,
21,239,,,,,,0.4920060309299484,,
22,000,22668,239884,0.09449567290857247,0.08791227787720705,0.10107906793993789,0.035545278557385165,,
22,001,478,3446,0.138711549622751,0.07611259309590505,0.20131050614959695,0.23024934270291944,,
22,003,,,,,,0.43306634707883723,,
22,005,,,,,,0.5820074578739628,,
22,007,,,,,,0.5202568491926332,,
22,009,183,1898,0.0964172813487882,0.03662391732810943,0.15621064536946697,0.3164040507172084,,
22,011,154,1714,0.08984830805134189,0.02968840043622769,0.15000821566645609,0.3416183463169419,,
22,013,,,,,,0.6514307228114234,,
22,015,735,6110,0.12029459901800327,0.06913947417158561,0.17144972386442092,0.21696363516008046,,
22,017,1540,12136,0.12689518787079762,0.08996163958917772,0.16382873615241753,0.1484977279173533,,
22,019,908,9669,0.09390836694590961,0.06144228823036067,0.12637444566145856,0.17638817939216186,,
22,021,,,,,,0.48861029664579114,,
22,023,,,,,,2.212905043095898,,
22,025,,,,,,1.9458590306966117,,
22,027,307,877,0.3500570125427594,0.13856703877572477,0.561546986309794,0.3082442115829445,,
22,029,209,944,0.22139830508474576,0.08748822667215264,0.35530838349733884,0.3085907480262863,,
22,031,,,,,,0.7047678475590873,,
22,033,2093,30630,0.0683317009467842,0.04719900095564085,0.08946440093792755,0.15778898581489342,,
22,035,,,,,,0.42862229603588503,,
22,037,,,,,,0.4722181533840278,,
22,039,243,1790,0.13575418994413407,0.05011934374736034,0.22138903614090782,0.3218408807680881,,
22,041,,,,,,0.40432270349178223,,
22,043,225,1118,0.20125223613595708,0.11799440687085921,0.28451006540105495,0.21107086874915967,,
22,045,332,3227,0.10288193368453673,0.042976724725719256,0.1627871426433542,0.2970772518289033,,
22,047,,,,,,3.4041979958026456,,
22,049,,,,,,0.5489836859160293,,
22,051,1889,19258,0.09808910582615017,0.07228315954498923,0.12389505210731111,0.13422794521520873,,
22,053,,,,,,0.6647652962186501,,
22,055,819,10821,0.07568616578874411,0.04858746165488491,0.10278486992260331,0.18267366713543798,,
22,057,675,5256,0.1284246575342466,0.0731447033843464,0.18370461168414678,0.2196156001601477,,
22,059,,,,,,0.7930405022013524,,
22,061,,,,,,0.3754809262840906,,
22,063,988,7637,0.1293701715333246,0.07256209569260513,0.1861782473740441,0.22403705444702485,,
22,065,,,,,,2.3672321359272854,,
22,067,,,,,,0.4054261960733386,,
22,069,,,,,,0.38645199237874844,,
22,071,1292,17713,0.07294077795969062,0.051557569509051625,0.0943239864103296,0.14957065903446978,,
22,073,675,8555,0.07890122735242548,0.04195797563537228,0.11584447906947869,0.23888852489749826,,
22,075,,,,,,5.383221187023483,,
22,077,,,,,,0.575893055313835,,
22,079,576,6941,0.08298516063967729,0.0504577684246244,0.11551255285473017,0.19998284205346697,,
22,081,,,,,,1.1997911904598015,,
22,083,,,,,,0.3660539317834857,,
22,085,125,1184,0.10557432432432433,0.0370616464104033,0.17408700223824536,0.3310980026533979,,
22,087,469,2522,0.1859635210150674,0.10380067405545741,0.2681263679746774,0.22541958577970544,,
22,089,,,,,,0.6523490941503268,,
22,091,,,,,,0.6168739226790695,,
22,093,,,,,,0.7839642673798652,,
22,095,,,,,,0.5902819906473785,,
22,097,489,4596,0.10639686684073107,0.05762322821389699,0.15517050546756517,0.23388385619228064,,
22,099,,,,,,0.393887241869996,,
22,101,393,2455,0.160081466395112,0.07353839679912177,0.24662453599110223,0.2758259799789116,,
22,103,1175,13521,0.08690185637157015,0.06196855230422953,0.11183516043891077,0.14638437008011831,,
22,105,409,8269,0.04946184544684968,0.01805134122806401,0.08087234966563535,0.3240026188627547,,
22,107,,,,,,0.7847096734327191,,
22,109,443,5119,0.0865403399101387,0.034507740603840896,0.13857293921643649,0.3067615007243498,,
22,111,258,1291,0.19984508133230056,0.07704892738676127,0.32264123527783983,0.31349832847589626,,
22,113,251,2874,0.08733472512178149,0.035573559405966126,0.13909589083759685,0.30238554001799606,,
22,115,513,2432,0.2109375,0.13444547287105635,0.28742952712894365,0.18501472926123938,,
22,117,413,2104,0.19629277566539924,0.09995105272253632,0.2926344986082622,0.25041135676209864,,
22,119,,,,,,0.35709196277145633,,
22,121,,,,,,0.5756786150341741,,
22,123,,,,,,0.8760041458513295,,
22,125,,,,,,0.5537851647038444,,
22,127,,,,,,0.9419837460193684,,
23,000,4240,64987,0.06524381799436811,0.055945786167877,0.07454184982085922,0.07271024190269754,,
23,001,543,6055,0.08967795210569778,0.042753195201539904,0.13660270900985566,0.2669686577354417,,
23,003,224,2957,0.07575245180926615,0.04042193176136788,0.11108297185716443,0.23795633149971573,,
23,005,765,14025,0.05454545454545454,0.03319752443612563,0.07589338465478346,0.19968301973011737,,
23,007,261,1934,0.13495346432264738,0.05872802784514353,0.21117890080015123,0.2881773284609673,,
23,009,151,2560,0.058984375,0.023387267844296872,0.09458148215570313,0.30790848195229087,,
23,011,221,5959,0.037086759523409965,0.014303968598495295,0.059869550448324635,0.31342379518322683,,
23,013,,,,,,0.3646195333183951,,
23,015,184,1341,0.1372110365398956,0.047838730855009115,0.2265833422247821,0.3323210457060581,,
23,017,200,2609,0.07665772326561901,0.04112216388513015,0.11219328264610787,0.2365109041420802,,
23,019,352,8764,0.040164308534915566,0.02192845111107916,0.05840016595875197,0.2316486758790907,,
23,021,142,618,0.2297734627831715,0.07833153360490663,0.3812153919614364,0.3362716018689555,,
23,023,,,,,,0.6171589706516805,,
23,025,210,2171,0.09672961768770152,0.0465910332597485,0.14686820211565454,0.26445788822421284,,
23,027,,,,,,0.45414041685925727,,
23,029,102,1473,0.06924643584521385,0.03226589116994111,0.1062269805204866,0.27247069981330907,,
23,031,520,9388,0.055389859394972304,0.03279064977628074,0.07798906901366387,0.20816461921141727,,
24,000,19145,313723,0.06102517188730185,0.05631499257495385,0.06573535119964985,0.039379695887127586,,
24,001,166,3392,0.04893867924528302,0.020084951182871135,0.0777924073076949,0.30081093431184264,,
24,003,1194,26837,0.04449081491970042,0.030268643972267983,0.05871298586713285,0.16309455513803894,,
24,005,2905,45458,0.06390514320911611,0.05005239966906736,0.07775788674916487,0.11059714353218168,,
24,009,257,4587,0.056027904948768255,0.022406854552577064,0.08964895534495945,0.3061616734839375,,
24,011,,,,,,0.6574262827170173,,
24,013,390,9499,0.04105695336351195,0.020648388456224697,0.0614655182707992,0.25361192838084984,,
24,015,614,5314,0.11554384644335718,0.05520967173560779,0.17587802115110657,0.2664161108131525,,
24,017,848,8689,0.09759465991483485,0.05934035437074241,0.13584896545892727,0.1999853562238997,,
24,019,,,,,,0.36685951078438855,,
24,021,587,14301,0.04104608069365779,0.025019913895885707,0.057072247491429876,0.19920576033005818,,
24,023,,,,,,1.3929864101365879,,
24,025,900,12308,0.07312317192070199,0.05110051269940201,0.09514583114200197,0.15365923452140595,,
24,027,717,17360,0.04130184331797235,0.025217438903633684,0.05738624773231101,0.1986915867083079,,
24,029,,,,,,0.9713968911173675,,
24,031,2271,52514,0.043245610694291045,0.034003859292354485,0.052487362096227605,0.10903255176657241,,
24,033,3705,50022,0.07406741033945065,0.06210980818544397,0.08602501249345733,0.08236844514414086,,
24,035,196,2309,0.08488523170203552,0.0352634119421771,0.13450705146189393,0.2982527640189324,,
24,037,296,6696,0.04420549581839905,0.01829023018287381,0.07012076145392429,0.29910476195442115,,
24,039,,,,,,0.5820133098572701,,
24,041,,,,,,0.46777335111285523,,
24,043,577,7033,0.08204180292904877,0.051053550399586395,0.11303005545851114,0.1927106957518736,,
24,045,360,7475,0.048160535117056855,0.021287361483068777,0.07503370875104493,0.28468958746323825,,
24,047,196,2045,0.0958435207823961,0.03238245428150088,0.1593045872832913,0.3378224723925726,,
24,510,2422,28238,0.0857709469509172,0.06601437071111911,0.1055275231907153,0.11752098111263644,,
25,000,18125,372629,0.04864087336197666,0.04492267923950108,0.05235906748445224,0.0390008995823773,,
25,001,724,8586,0.08432331702771954,0.05092442000585894,0.11772221404958014,0.202082344281835,,
25,003,364,6281,0.057952555325585096,0.02878152691882772,0.08712358373234247,0.25681659203695206,,
25,005,1608,28511,0.05639928448668935,0.04291308675922851,0.0698854822141502,0.12200000742703448,,
25,007,,,,,,2.3693794982685725,,
25,009,2234,41916,0.053297070331138466,0.04195331511116597,0.06464082555111096,0.10859190154942334,,
25,011,205,2818,0.07274662881476224,0.03373811206951364,0.11175514556001084,0.27358387304158927,,
25,013,2379,25738,0.09243142435309659,0.07077349569732394,0.11408935300886924,0.1195476936249746,,
25,015,308,16198,0.01901469317199654,0.00760900095814976,0.030420385385843324,0.3060386338455642,,
25,017,3007,83574,0.03598008950151961,0.028760818367935786,0.043199360635103434,0.1023705513187146,,
25,019,,,,,,2.9045791834613452,,
25,021,1860,36890,0.05042016806722689,0.03671495896074248,0.0641253771737113,0.13868366357752088,,
25,023,1436,26977,0.05323052971049413,0.03883342941673631,0.06762763000425195,0.13799335406767121,,
25,025,1665,46528,0.03578490371389271,0.026318502976227166,0.045251304451558255,0.13496742462526887,,
25,027,2305,46880,0.04916808873720137,0.03957383855087598,0.05876233892352676,0.09955696328631952,,
26,000,36416,520282,0.06999281159063739,0.06680498551903455,0.07318063766224023,0.02323727017538922,,
26,001,,,,,,1.3463300617474887,,
26,003,,,,,,1.1151021917806319,,
26,005,468,6159,0.07598636142230882,0.04693761652098327,0.10503510632363436,0.1950453731110065,,
26,007,96,1191,0.08060453400503778,0.02684820598083254,0.13436086202924302,0.3402624717093349,,
26,009,113,976,0.11577868852459017,0.05695748421823778,0.17459989283094257,0.25920848565558935,,
26,011,,,,,,0.7757172549059264,,
26,013,,,,,,0.4644143451141344,,
26,015,220,3092,0.07115135834411385,0.02675236833817303,0.11555034835005466,0.3183712363134717,,
26,017,225,4794,0.04693366708385482,0.023862203380016926,0.07000513078769272,0.25080407482131256,,
26,019,,,,,,0.8702786892178683,,
26,021,516,7517,0.06864440601303712,0.04192941460791338,0.09535939741816085,0.1985609381351004,,
26,023,189,2089,0.09047391096218287,0.04670559483409236,0.13424222709027336,0.24682003129138608,,
