statecode,countycode,v053_numerator,v053_denominator,v053_rawvalue,v053_flag_CT
05,149,3745,20044,0.18683895430053882,NA
06,000,6311933,38965193,0.16198900901119623,NA
06,001,261127,1622188,0.16097209447980135,NA
06,003,318,1141,0.2787028921998247,NA
06,005,11749,41811,0.2810026069694578,NA
06,007,38881,207172,0.18767497538277372,NA
06,009,13834,46565,0.29709008912273166,NA
06,011,3519,22037,0.1596859826655171,NA
06,013,204829,1155025,0.1773372870717084,NA
06,015,5762,26589,0.2167061566813344,NA
06,017,46788,192215,0.24341492599432926,NA
06,019,134321,1017162,0.13205467762264025,NA
06,021,4853,28129,0.17252657399836469,NA
06,023,27304,133985,0.20378400567227675,NA
06,025,25158,179057,0.14050274493597012,NA
06,027,4751,18527,0.2564365520591569,NA
06,029,111264,913820,0.12175701998205336,NA
06,031,17031,152682,0.11154556529256887,NA
06,033,16670,67878,0.24558767199976428,NA
06,035,5299,28861,0.18360417171962162,NA
06,037,1520769,9663345,0.1573750083433842,NA
06,039,23846,162858,0.14642203637524714,NA
06,041,62745,254407,0.2466323646755003,NA
06,043,5243,16919,0.30988829127016965,NA
06,045,22654,89108,0.2542308210261705,NA
06,047,34885,291920,0.11950191833379008,NA
06,049,2607,8500,0.30670588235294116,NA
06,051,2520,13066,0.19286698300933722,NA
06,053,66686,430723,0.15482340158291988,NA
06,055,29031,133216,0.21792427336055728,NA
06,057,30744,102037,0.30130246871232985,NA
06,059,529921,3135755,0.16899311330126238,NA
06,061,88767,423561,0.2095731193381827,NA
06,063,6306,19131,0.32962207934765564,NA
06,065,392274,2492442,0.15738540756414793,NA
06,067,250123,1584288,0.15787722939263568,NA
06,069,9503,68175,0.1393912724605794,NA
06,071,283489,2195611,0.12911622322897817,NA
06,073,520284,3269973,0.15910957062948225,NA
06,075,149189,808988,0.18441435472466836,NA
06,077,110407,800965,0.13784247751150175,NA
06,079,64370,281639,0.2285549941591896,NA
06,081,135673,726353,0.18678658999136782,NA
06,083,75338,441257,0.17073496851041456,NA
06,085,289344,1877592,0.15410376695256478,NA
06,087,51848,261547,0.19823588112270452,NA
06,089,39483,180366,0.21890489338345365,NA
06,091,1043,3200,0.3259375,NA
06,093,12308,42905,0.2868663325952686,NA
06,095,80908,449218,0.1801085441812216,NA
06,097,107472,481812,0.2230579562152873,NA
06,099,77777,551430,0.1410460076528299,NA
06,101,16478,97948,0.16823212316739494,NA
06,103,13299,64896,0.2049278846153846,NA
06,105,5031,15670,0.321059349074665,NA
06,107,58469,479468,0.12194557301008618,NA
06,109,15553,54204,0.28693454357611986,NA
06,111,150029,829590,0.18084716546727903,NA
06,113,30613,220544,0.13880676871735345,NA
06,115,11446,85722,0.13352464944821632,NA
08,000,943015,5877610,0.1604419143155126,NA
08,001,61708,533365,0.11569563057193478,NA
08,003,2583,16655,0.15508856199339538,NA
08,005,97962,656061,0.1493184322799252,NA
08,007,4130,14189,0.29107054760730144,NA
08,009,856,3344,0.25598086124401914,NA
08,011,1144,5681,0.20137299771167047,NA
08,013,55764,326831,0.1706202899969709,NA
08,014,12531,76860,0.1630366900858704,NA
08,015,5401,20617,0.2619682786050347,NA
08,017,378,1727,0.21887666473653736,NA
08,019,2234,9147,0.24423308188477097,NA
08,021,1572,7521,0.209014758675708,NA
08,023,1032,3628,0.2844542447629548,NA
08,025,824,5636,0.14620298083747338,NA
08,027,1870,5534,0.3379110950487893,NA
08,029,9087,31746,0.28624078624078625,NA
08,031,91876,716577,0.12821511156512141,NA
08,033,591,2513,0.23517707918822126,NA
08,035,55644,383906,0.14494173052778545,NA
08,037,8447,54381,0.1553299865761939,NA
08,039,5574,28806,0.19350135388460737,NA
08,041,107504,744215,0.14445287988014216,NA
08,043,11531,50318,0.22916252633252515,NA
08,045,9523,62707,0.15186502304367933,NA
08,047,1271,5926,0.21447856901788728,NA
08,049,3473,15935,0.2179479133981801,NA
08,051,2633,17321,0.1520120085445413,NA
08,053,284,765,0.3712418300653595,NA
08,055,2324,7055,0.32941176470588235,NA
08,057,359,1309,0.2742551566080978,NA
08,059,105941,576366,0.1838085522046755,NA
08,061,373,1384,0.2695086705202312,NA
08,063,1496,6994,0.21389762653703173,NA
08,065,1156,7365,0.15695858791581807,NA
08,067,12270,56407,0.2175261935575372,NA
08,069,65986,370771,0.17796969018612566,NA
08,071,3818,14348,0.2660998048508503,NA
08,073,1051,5480,0.19178832116788322,NA
08,075,4189,20619,0.2031621320141617,NA
08,077,34642,159681,0.2169450341618602,NA
08,079,281,944,0.2976694915254237,NA
08,081,2340,13327,0.1755834021160051,NA
08,083,6665,26531,0.25121555915721233,NA
08,085,11678,44156,0.26447141951263703,NA
08,087,4863,29524,0.16471345346159058,NA
08,089,3927,18136,0.21653065725628584,NA
08,091,1703,5176,0.32901854714064915,NA
08,093,4488,18117,0.24772313296903462,NA
08,095,970,4476,0.2167113494191242,NA
08,097,3993,16640,0.2399639423076923,NA
08,099,2226,11751,0.18943068675006383,NA
08,101,33884,169422,0.19999763903153073,NA
08,103,1282,6569,0.195159080529761,NA
08,105,2589,11188,0.23140865212727924,NA
08,107,4952,25064,0.1975742100223428,NA
08,109,1831,6688,0.2737739234449761,NA
08,111,198,802,0.24688279301745636,NA
08,113,1484,7868,0.18861209964412812,NA
08,115,720,2299,0.313179643323184,NA
08,117,4962,30465,0.16287543082225506,NA
08,119,6565,24617,0.266685623755941,NA
08,121,1115,4855,0.22966014418125644,NA
08,123,47427,359442,0.13194618325070526,NA
08,125,1840,9862,0.18657473129182722,NA
09,000,690774,3617176,0.19097052507259807,NA
09,001,NA,NA,NA,U
09,003,NA,NA,NA,U
09,005,NA,NA,NA,U
09,007,NA,NA,NA,U
09,009,NA,NA,NA,U
09,011,NA,NA,NA,U
09,013,NA,NA,NA,U
09,015,NA,NA,NA,U
09,110,180937,975328,0.1855140014436169,A
09,120,54901,327651,0.16755938483325244,A
09,130,40569,176215,0.23022444173311013,A
09,140,89906,456128,0.19710695243440438,A
09,150,19797,96692,0.20474289496545733,A
09,160,26737,113463,0.23564510016481144,A
09,170,108868,568158,0.19161571253066928,A
09,180,56588,279634,0.20236451933598917,A
09,190,112471,623907,0.1802688541721763,A
10,000,219318,1031890,0.21254009632809698,NA
10,001,35338,189789,0.1861962495192029,NA
10,003,101888,578592,0.17609645484209943,NA
10,005,82092,263509,0.3115339514020394,NA
11,000,88732,678972,0.13068580147634953,NA
11,001,88732,678972,0.13068580147634953,NA
12,000,4916692,22610726,0.21744954142560483,NA
12,001,45118,285994,0.15775855437526662,NA
12,003,4308,28368,0.15186125211505921,NA
12,005,35303,190769,0.18505627224549062,NA
12,007,5317,27858,0.19086079402685047,NA
12,009,160285,643979,0.2488978677876142,NA
12,011,362776,1962531,0.18485109279802459,NA
12,013,2624,13470,0.19480326651818858,NA
12,015,83595,206134,0.40553717484742935,NA
12,017,60809,166696,0.3647897969957288,NA
12,019,40505,232439,0.17426077379441487,NA
12,021,138906,404310,0.3435631075165096,NA
12,023,15098,73063,0.2066435815665932,NA
12,027,8499,35979,0.23622112899191194,NA
12,029,4367,17465,0.250042943028915,NA
12,031,161965,1030822,0.15712218016301555,NA
12,033,59553,326928,0.1821593745411834,NA
12,035,41510,131439,0.3158118975342174,NA
12,037,3543,12594,0.2813244402096236,NA
12,039,8900,43833,0.2030433691510962,NA
12,041,4116,19587,0.210139378158983,NA
12,043,3364,12786,0.26310026591584545,NA
12,045,3642,15693,0.23207799655897535,NA
12,047,2784,13471,0.20666617177640859,NA
12,049,4310,25760,0.16731366459627328,NA
12,051,5888,43333,0.13587796829206378,NA
12,053,55759,212807,0.262016756967581,NA
12,055,38978,107614,0.36220194398498334,NA
12,057,235977,1535564,0.15367448051660498,NA
12,059,4095,19944,0.20532490974729242,NA
12,061,60382,169795,0.35561706764038986,NA
12,063,10257,48622,0.2109538891859652,NA
12,065,3886,15450,0.2515210355987055,NA
12,067,1520,8078,0.18816538747214656,NA
12,069,113393,424462,0.26714523325998557,NA
12,071,242429,834573,0.29048267796825444,NA
12,073,45376,296913,0.1528259119674787,NA
12,075,11883,46545,0.25530132130196587,NA
12,077,1363,7706,0.17687516221126395,NA
12,079,4249,18519,0.22944003455910147,NA
12,081,127826,441095,0.28979244833879325,NA
12,083,118006,409959,0.28784829702482445,NA
12,085,53457,163315,0.3273244956066497,NA
12,086,467615,2686867,0.17403727091813626,NA
12,087,20438,80614,0.25352916366884165,NA
12,089,24659,101501,0.24294341927665739,NA
12,091,37044,218464,0.16956569503442215,NA
12,093,8674,41427,0.20938035580659956,NA
12,095,198456,1471416,0.1348741620316756,NA
12,097,59260,437784,0.1353635582844508,NA
12,099,389700,1533801,0.2540746811352972,NA
12,101,138120,632996,0.21820043096638841,NA
12,103,259872,961596,0.2702507081976215,NA
12,105,158775,818330,0.19402319357716324,NA
12,107,18264,75955,0.24045816601935358,NA
12,109,68404,320110,0.2136890443909906,NA
12,111,92491,373586,0.24757619396872474,NA
12,113,34610,203162,0.17035666118663922,NA
12,115,177167,469013,0.3777443269163115,NA
12,117,82400,484271,0.17015266245552593,NA
12,119,86617,151565,0.5714841817042193,NA
12,121,10320,46130,0.2237155863862996,NA
12,123,4780,21582,0.22148086368269854,NA
12,125,2528,15532,0.16276075199587947,NA
12,127,151689,590357,0.2569445267863344,NA
12,129,6301,36449,0.17287168372246153,NA
12,131,17727,86354,0.20528290525048057,NA
12,133,4860,25602,0.18982891961565504,NA
13,000,1696217,11029227,0.15379291767229017,NA
13,001,3538,18457,0.19168879016091456,NA
13,003,1217,8293,0.14675027131315568,NA
13,005,1955,11124,0.17574613448399856,NA
13,007,762,2743,0.2777980313525337,NA
13,009,7798,43396,0.17969398101207484,NA
13,011,3642,19789,0.18404163929455758,NA
13,013,12118,92792,0.13059315458229157,NA
13,015,17525,115041,0.15233699289818411,NA
13,017,3222,17128,0.18811303129378795,NA
13,019,3350,18570,0.18039849219170706,NA
13,021,26499,156512,0.16930970149253732,NA
13,023,2302,12465,0.18467709586843162,NA
13,025,3381,18401,0.18374001412966687,NA
13,027,3666,16245,0.22566943674976916,NA
13,029,5640,49739,0.11339190574800459,NA
13,031,10787,84327,0.12791869745158727,NA
13,033,4468,24438,0.18283001882314429,NA
13,035,4275,26887,0.1589987726410533,NA
13,037,959,5457,0.17573758475352758,NA
13,039,9093,58118,0.15645755187721533,NA
13,043,2021,11059,0.18274708382313049,NA
13,045,18334,127098,0.14425089301169178,NA
13,047,13157,68910,0.19093019881004208,NA
13,049,2020,12934,0.15617751662285448,NA
13,051,52167,303655,0.17179694060693879,NA
13,053,498,8661,0.057499134049186,NA
13,055,4844,25222,0.19205455554674492,NA
13,057,47079,286602,0.16426612514916156,NA
13,059,16791,129933,0.1292281406571079,NA
13,061,844,2853,0.2958289519803715,NA
13,063,33424,298300,0.11204827355011733,NA
13,065,1181,6746,0.17506670619626447,NA
13,067,109539,776743,0.14102347880830596,NA
13,069,6393,43317,0.14758639794999653,NA
13,071,7546,46167,0.16345008339289968,NA
13,073,25637,165162,0.1552233564621402,NA
13,075,2963,17714,0.16726882691656317,NA
13,077,24460,155892,0.1569034972929977,NA
13,079,2528,12277,0.20591349678260162,NA
13,081,3973,19631,0.20238398451428863,NA
13,083,3490,16165,0.2158985462418806,NA
13,085,6401,31732,0.20172066053195511,NA
13,087,5200,29087,0.1787740227593083,NA
13,089,108754,762992,0.14253622580577516,NA
13,091,4012,19776,0.20287216828478966,NA
13,093,2444,10981,0.2225662507968309,NA
13,095,14694,82645,0.1777965999153004,NA
13,097,18617,149160,0.12481228211316707,NA
13,099,2134,10563,0.20202593960049228,NA
13,101,528,3709,0.14235643030466433,NA
13,103,9152,71541,0.12792664346318894,NA
13,105,4292,20013,0.21446060060960376,NA
13,107,3829,23119,0.16562135040442927,NA
13,109,1845,10754,0.1715640691835596,NA
13,111,8331,25955,0.320978616836833,NA
13,113,25486,123351,0.20661364723431508,NA
13,115,17174,100113,0.17154615284728256,NA
13,117,35430,272887,0.12983396057708868,NA
13,119,4749,24782,0.1916310225163425,NA
13,121,141433,1079105,0.13106509561164112,NA
13,123,9080,32860,0.27632379793061473,NA
13,125,532,2954,0.18009478672985782,NA
13,127,20059,86172,0.23277862878893377,NA
13,129,9606,59757,0.1607510417189618,NA
13,131,5107,26066,0.19592572700069055,NA
13,133,6553,20722,0.3162339542515201,NA
13,135,115777,983526,0.11771625762816641,NA
13,137,9304,48757,0.19082388169903808,NA
13,139,36099,217267,0.16615040480146548,NA
13,141,2194,8676,0.2528815122176118,NA
13,143,5043,32038,0.15740682939009926,NA
13,145,7362,36654,0.20085120314290392,NA
13,147,6331,27556,0.22975032660763536,NA
13,149,2166,12034,0.17999002825328236,NA
13,151,32259,254613,0.12669816545109636,NA
13,153,24130,171974,0.14031190761394163,NA
13,155,1742,9120,0.19100877192982457,NA
13,157,13047,88615,0.14723240986289002,NA
13,159,2937,16455,0.17848678213309024,NA
13,161,2432,14906,0.16315577619750435,NA
13,163,2890,15183,0.19034446420338536,NA
13,165,1543,8627,0.17885707661991423,NA
13,167,1883,9282,0.2028657616892911,NA
13,169,5281,28969,0.18229831889260933,NA
13,171,3516,20401,0.17234449291701387,NA
13,173,1611,10452,0.15413318025258324,NA
13,175,9242,49941,0.18505836887527283,NA
13,177,4968,33872,0.146669815777043,NA
13,179,7169,69210,0.10358329721138564,NA
13,181,2072,7879,0.2629775352202056,NA
13,183,2001,19594,0.10212309890782893,NA
13,185,16370,120712,0.13561203525747234,NA
13,187,6662,35258,0.18895002552612172,NA
13,189,4251,21799,0.19500894536446625,NA
13,191,3452,11501,0.3001478132336319,NA
13,193,2369,11817,0.20047389354320047,NA
13,195,5776,32191,0.17942903295952284,NA
13,197,1691,7440,0.22728494623655915,NA
13,199,4493,20931,0.21465768477378053,NA
13,201,1320,5747,0.22968505307116757,NA
13,205,3891,21114,0.18428530832622905,NA
13,207,5889,30625,0.1922938775510204,NA
13,209,1607,8761,0.1834265494806529,NA
13,211,4497,21460,0.20955265610438023,NA
13,213,6583,41035,0.16042402826855123,NA
13,215,30911,201877,0.15311798768557092,NA
13,217,16381,120135,0.13635493403254673,NA
13,219,7902,44182,0.17885111583902946,NA
13,221,3148,15754,0.1998222673606703,NA
13,223,22134,183164,0.1208425236400166,NA
13,225,5054,28805,0.17545565006075334,NA
13,227,8365,35969,0.23256137229280768,NA
13,229,3566,20425,0.17458996328029375,NA
13,231,3345,20461,0.16348174576022678,NA
13,233,7044,44223,0.1592836306899125,NA
13,235,2247,10095,0.2225854383358098,NA
13,237,5909,23129,0.25548013316615503,NA
13,239,770,2280,0.33771929824561403,NA
13,241,5162,17442,0.2959522990482743,NA
13,243,1666,6078,0.274103323461665,NA
13,245,32308,205414,0.15728236634309248,NA
13,247,15433,95987,0.16078218925479493,NA
13,249,862,4526,0.19045514803358374,NA
13,251,3022,14174,0.21320728093692676,NA
13,253,2382,9092,0.26198856137263526,NA
13,255,13466,69946,0.19251994395676664,NA
13,257,5781,27228,0.2123182018510357,NA
13,259,761,4674,0.1628155755241763,NA
13,261,5305,28890,0.18362755278643128,NA
13,263,1633,5718,0.28558936691150755,NA
13,265,454,1609,0.28216283405842135,NA
13,267,3875,24296,0.15949127428383272,NA
13,269,1749,7758,0.2254447022428461,NA
13,271,2312,10920,0.21172161172161172,NA
13,273,1906,8718,0.21862812571690754,NA
13,275,9036,45649,0.19794519047514733,NA
13,277,6910,41554,0.16628964720604514,NA
13,279,4541,27040,0.1679363905325444,NA
13,281,4904,13035,0.37621787495205217,NA
13,283,1185,6341,0.1868790411607002,NA
13,285,11588,70742,0.1638065081563993,NA
13,287,1717,8909,0.19272645639241218,NA
13,289,1932,7691,0.2512027044597582,NA
13,291,9462,27124,0.34884235363515703,NA
13,293,5303,28263,0.18763047093372962,NA
13,295,13877,69489,0.19970067204881348,NA
13,297,17530,106702,0.16428932915971584,NA
13,299,6373,36243,0.17584085202659824,NA
13,301,1248,5106,0.2444183313748531,NA
13,303,3651,19820,0.18420787083753784,NA
13,305,5050,31373,0.16096643610748096,NA
13,307,621,2337,0.26572528883183566,NA
13,309,1211,7081,0.17102104222567435,NA
13,311,6825,29026,0.2351340177771653,NA
13,313,15871,103687,0.15306644034449834,NA
13,315,1775,8779,0.20218703724797812,NA
13,317,2314,9518,0.24311830216432023,NA
13,319,1840,8725,0.21088825214899715,NA
13,321,4222,20273,0.20825728801854684,NA
15,000,302506,1435138,0.21078530427039072,NA
15,001,50726,207615,0.24432724032463934,NA
15,003,199441,989408,0.20157609398751578,NA
15,005,28,81,0.345679012345679,NA
15,007,17034,73851,0.23065361335662346,NA
15,009,35277,164183,0.2148639018656012,NA
16,000,341130,1964726,0.17362726405615847,NA
16,001,88036,524673,0.16779212957403944,NA
16,003,1557,4903,0.3175606771364471,NA
16,005,14099,90400,0.15596238938053097,NA
16,007,1463,6766,0.21622819982264263,NA
16,009,2486,10369,0.23975311023242357,NA
16,011,7906,50395,0.15688064292092468,NA
16,013,5886,25041,0.2350545106026117,NA
16,015,2508,8517,0.294469883761888,NA
16,017,14036,52547,0.2671132509943479,NA
16,019,18517,131366,0.14095732533532268,NA
16,021,3167,13557,0.23360625507118093,NA
16,023,722,2758,0.26178390137781,NA
16,025,316,1232,0.2564935064935065,NA
16,027,37917,257674,0.14715105132842274,NA
16,029,1330,7219,0.18423604377337582,NA
16,031,3816,25696,0.14850560398505605,NA
16,033,176,801,0.21972534332084895,NA
16,035,2666,9214,0.2893423051877578,NA
16,037,1439,4523,0.31815166924607563,NA
16,039,4526,29724,0.15226752792356346,NA
16,041,2290,15494,0.1477991480573125,NA
16,043,2591,14196,0.18251620174697097,NA
16,045,4879,21071,0.23155047221299416,NA
16,047,3027,16061,0.18846896208206212,NA
16,049,5285,17890,0.29541643376187815,NA
16,051,4307,34198,0.1259430376045383,NA
16,053,3577,25479,0.14039012520114605,NA
16,055,37783,185010,0.20422139343819254,NA
16,057,6248,41301,0.1512796300331711,NA
16,059,2655,8441,0.31453619239426606,NA
16,061,1086,3739,0.29045199251136666,NA
16,063,841,5450,0.15431192660550458,NA
16,065,3089,54547,0.05663006214823913,NA
16,067,3674,22480,0.16343416370106761,NA
16,069,9281,42987,0.215902482145765,NA
16,071,991,4953,0.20008075913587725,NA
16,073,2432,12722,0.19116491117748782,NA
16,075,5419,27279,0.19865097694197,NA
16,077,1411,8253,0.17096813280019388,NA
16,079,3287,14026,0.23435049194353344,NA
16,081,1898,12549,0.15124711132361143,NA
16,083,16023,95156,0.16838664929168945,NA
16,085,3536,12644,0.27965833596962986,NA
16,087,2951,11425,0.25829321663019694,NA
17,000,2203922,12549689,0.17561566665118156,NA
17,001,13635,64441,0.21158889526854022,NA
17,003,1188,4695,0.25303514376996805,NA
17,005,3167,16450,0.1925227963525836,NA
17,007,9263,53202,0.17410999586481712,NA
17,009,963,6294,0.15300285986653955,NA
17,011,7765,32729,0.23725136728894863,NA
17,013,1089,4317,0.2522585128561501,NA
17,015,3873,15526,0.2494525312379235,NA
17,017,2331,12596,0.18505874880914577,NA
17,019,29852,205644,0.14516348641341348,NA
17,021,6854,33228,0.20627181894787527,NA
17,023,3117,15088,0.2065880169671262,NA
17,025,2804,12999,0.21570890068466805,NA
17,027,7082,36785,0.1925241266820715,NA
17,029,8773,46060,0.19046895353886234,NA
