statecode,countycode,v061_numerator,v061_rawvalue,v061_denominator,v061_cilow,v061_cihigh,v061_sourceflag,v061_flag_CT
40,089,28,111.6,,,,,
40,091,33,198,,,,,
40,093,,,,,,,
40,095,11,82.5,,,,,
40,097,26,78.2,,,,,
40,099,8,69.1,,,,,
40,101,116,210.9,,,,,
40,103,17,185.4,,,,,
40,105,12,152.4,,,,,
40,107,24,255.1,,,,,
40,109,2649,402,,,,,
40,111,45,145.4,,,,,
40,113,72,182.6,,,,,
40,115,24,96.2,,,,,
40,117,12,91.2,,,,,
40,119,83,114.8,,,,,
40,121,48,131,,,,,
40,123,36,115.1,,,,,
40,125,93,150.8,,,,,
40,127,5,54.3,,,,,
40,129,,,,,,,
40,131,75,90.3,,,,,
40,133,17,87.6,,,,,
40,135,56,169.6,,,,,
40,137,32,86.8,,,,,
40,139,16,98.2,,,,,
40,141,,,,,,,
40,143,1896,339.4,,,,,
40,145,48,66,,,,,
40,147,50,112.9,,,,,
40,149,6,67.6,,,,,
40,151,9,123.3,,,,,
40,153,16,96.1,,,,,
41,000,7553,206.5,,,,,
41,001,15,102.6,,,,,
41,003,73,83.3,,,,,
41,005,630,173.4,,,,,
41,007,57,155.8,,,,,
41,009,55,119.5,,,,,
41,011,77,135.2,,,,,
41,013,25,110.1,,,,,
41,015,16,75.3,,,,,
41,017,137,76.3,,,,,
41,019,90,92.6,,,,,
41,021,,,,,,,
41,023,,,,,,,
41,025,7,108.1,,,,,
41,027,20,98.3,,,,,
41,029,318,167.2,,,,,
41,031,27,127,,,,,
41,033,81,106.3,,,,,
41,035,30,50.6,,,,,
41,037,5,68.8,,,,,
41,039,468,139,,,,,
41,041,57,125.4,,,,,
41,043,118,106.8,,,,,
41,045,36,138,,,,,
41,047,495,170.6,,,,,
41,049,11,110.2,,,,,
41,051,3367,482.5,,,,,
41,053,84,109.9,,,,,
41,055,,,,,,,
41,057,27,111.8,,,,,
41,059,77,115.5,,,,,
41,061,16,71.8,,,,,
41,063,,,,,,,
41,065,30,133.1,,,,,
41,067,883,172.6,,,,,
41,069,,,,,,,
41,071,99,106.7,,,,,
42,000,37233,334.4,,,,,
42,001,194,210.6,,,,,
42,003,3136,292.5,,,,,
42,005,49,86.9,,,,,
42,007,149,103.8,,,,,
42,009,44,107.2,,,,,
42,011,1204,329.5,,,,,
42,013,115,110.2,,,,,
42,015,36,71,,,,,
42,017,954,170.6,,,,,
42,019,96,56,,,,,
42,021,131,114.7,,,,,
42,023,,,,,,,
42,025,166,290.9,,,,,
42,027,234,163.9,,,,,
42,029,556,119.8,,,,,
42,031,39,120.2,,,,,
42,033,70,102.8,,,,,
42,035,35,107,,,,,
42,037,118,206.5,,,,,
42,039,99,139.4,,,,,
42,041,371,161.1,,,,,
42,043,1126,462.6,,,,,
42,045,1546,317.2,,,,,
42,047,16,60.4,,,,,
42,049,351,153,,,,,
42,051,128,117.5,,,,,
42,053,10,154,,,,,
42,055,181,135.7,,,,,
42,057,11,87.4,,,,,
42,059,29,96.5,,,,,
42,061,69,181.6,,,,,
42,063,54,74.3,,,,,
42,065,,,,,,,
42,067,20,101.1,,,,,
42,069,480,259.2,,,,,
42,071,826,177.2,,,,,
42,073,87,118.9,,,,,
42,075,247,203.3,,,,,
42,077,1254,395.3,,,,,
42,079,525,187.4,,,,,
42,081,223,230,,,,,
42,083,22,63.4,,,,,
42,085,84,88.3,,,,,
42,087,29,75.1,,,,,
42,089,371,254.7,,,,,
42,091,888,120.1,,,,,
42,093,20,128.7,,,,,
42,095,209,75.4,,,,,
42,097,106,136,,,,,
42,099,19,48.2,,,,,
42,101,16825,1268.1,,,,,
42,103,131,244,,,,,
42,105,10,71.6,,,,,
42,107,194,156.9,,,,,
42,109,26,76.3,,,,,
42,111,68,106.9,,,,,
42,113,,,,,,,
42,115,30,90.3,,,,,
42,117,24,67.5,,,,,
42,119,89,236.8,,,,,
42,121,35,80.6,,,,,
42,123,15,46,,,,,
42,125,120,66,,,,,
42,127,33,72.8,,,,,
42,129,137,44.4,,,,,
42,131,11,48.5,,,,,
42,133,884,225.5,,,,,
44,000,2753,289.4,,,,,
44,001,13,29.2,,,,,
44,003,60,40,,,,,
44,005,41,54.4,,,,,
44,007,584,103.5,,,,,
44,009,31,26.4,,,,,
45,000,18442,409.6,,,,,
45,001,50,236.6,,,,,
45,003,487,327.8,,,,,
45,005,44,660,,,,,
45,007,379,213.9,,,,,
45,009,91,807.4,,,,,
45,011,107,628.6,,,,,
45,013,375,216.9,,,,,
45,015,607,296.2,,,,,
45,017,42,339.2,,,,,
45,019,1661,459.3,,,,,
45,021,114,241.2,,,,,
45,023,87,321.4,,,,,
45,025,103,278.2,,,,,
45,027,153,564.2,,,,,
45,029,155,477.6,,,,,
45,031,257,487.2,,,,,
45,033,142,621,,,,,
45,035,466,335.8,,,,,
45,037,136,568.7,,,,,
45,039,102,568.1,,,,,
45,041,808,705.2,,,,,
45,043,221,384.4,,,,,
45,045,1667,361.8,,,,,
45,047,254,433.9,,,,,
45,049,108,693.8,,,,,
45,051,1095,323.1,,,,,
45,053,105,375.3,,,,,
45,055,206,361.1,,,,,
45,057,233,262.5,,,,,
45,059,195,338,,,,,
45,061,117,832.2,,,,,
45,063,832,323.4,,,,,
45,065,27,297,,,,,
45,067,175,725.3,,,,,
45,069,100,446.1,,,,,
45,071,119,365.5,,,,,
45,073,115,164.3,,,,,
45,075,482,678.9,,,,,
45,077,174,149.3,,,,,
45,079,3079,857.6,,,,,
45,081,46,286.8,,,,,
45,083,859,296.2,,,,,
45,085,657,758.7,,,,,
45,087,78,340.8,,,,,
45,089,222,848.1,,,,,
45,091,631,255.5,,,,,
46,000,770,102.2,,,,,
46,003,,,,,,,
46,005,8,52,,,,,
46,007,,,,,,,
46,009,8,130.9,,,,,
46,011,18,59.6,,,,,
46,013,27,85,,,,,
46,015,,,,,,,
46,017,,,,,,,
46,019,9,101.8,,,,,
46,021,,,,,,,
46,023,,,,,,,
46,025,,,,,,,
46,027,10,74.4,,,,,
46,029,11,45.4,,,,,
46,031,5,175.8,,,,,
46,033,,,,,,,
46,035,11,65.8,,,,,
46,037,,,,,,,
46,039,,,,,,,
46,041,18,490.1,,,,,
46,043,0,0,,,,,
46,045,0,0,,,,,
46,047,,,,,,,
46,049,,,,,,,
46,051,,,,,,,
46,053,0,0,,,,,
46,055,,,,,,,
46,057,,,,,,,
46,059,0,0,,,,,
46,061,0,0,,,,,
46,063,0,0,,,,,
46,065,13,88.9,,,,,
46,067,,,,,,,
46,069,0,0,,,,,
46,071,8,392.8,,,,,
46,073,,,,,,,
46,075,,,,,,,
46,077,,,,,,,
46,079,,,,,,,
46,081,15,62,,,,,
46,083,36,62.1,,,,,
46,085,0,0,,,,,
46,087,,,,,,,
46,089,0,0,,,,,
46,091,,,,,,,
46,093,57,216.4,,,,,
46,095,,,,,,,
46,097,,,,,,,
46,099,314,188.4,,,,,
46,101,,,,,,,
46,102,18,178.8,,,,,
46,103,81,83.9,,,,,
46,105,0,0,,,,,
46,107,0,0,,,,,
46,109,,,,,,,
46,111,0,0,,,,,
46,115,,,,,,,
46,117,0,0,,,,,
46,119,0,0,,,,,
46,121,5,77.6,,,,,
46,123,0,0,,,,,
46,125,5,68,,,,,
46,127,,,,,,,
46,129,,,,,,,
46,135,17,85.7,,,,,
46,137,,,,,,,
47,000,19351,324.2,,,,,
47,001,85,126,,,,,
47,003,68,158.2,,,,,
47,005,18,131.2,,,,,
47,007,34,255.9,,,,,
47,009,145,119.8,,,,,
47,011,133,141.3,,,,,
47,013,27,79.6,,,,,
47,015,25,199.7,,,,,
47,017,30,124.2,,,,,
47,019,46,92.6,,,,,
47,021,71,198.6,,,,,
47,023,12,80,,,,,
47,025,17,60.3,,,,,
47,027,,,,,,,
47,029,52,164.1,,,,,
47,031,70,140.6,,,,,
47,033,10,86,,,,,
47,035,52,92.8,,,,,
47,037,3940,652.2,,,,,
47,039,14,140.5,,,,,
47,041,36,202.4,,,,,
47,043,74,157.2,,,,,
47,045,38,125.2,,,,,
47,047,86,224.5,,,,,
47,049,13,78.5,,,,,
47,051,32,84.4,,,,,
47,053,94,222.3,,,,,
47,055,40,153.2,,,,,
47,057,18,85.3,,,,,
47,059,61,97.9,,,,,
47,061,17,145,,,,,
47,063,75,137.2,,,,,
47,065,1160,363.2,,,,,
47,067,,,,,,,
47,069,47,212.5,,,,,
47,071,31,132.6,,,,,
47,073,50,99,,,,,
47,075,94,630.6,,,,,
47,077,33,139.8,,,,,
47,079,37,132.1,,,,,
47,081,34,156.3,,,,,
47,083,,,,,,,
47,085,18,109.9,,,,,
47,087,12,114.4,,,,,
47,089,61,123.7,,,,,
47,091,41,255,,,,,
47,093,1098,259.5,,,,,
47,095,44,755.3,,,,,
47,097,58,276.2,,,,,
47,099,47,125.6,,,,,
47,101,8,72.9,,,,,
47,103,43,140.8,,,,,
47,105,43,84.9,,,,,
47,107,57,122.1,,,,,
47,109,23,103.8,,,,,
47,111,17,78.7,,,,,
47,113,273,325.9,,,,,
47,115,25,100.1,,,,,
47,117,48,159.7,,,,,
47,119,189,208.3,,,,,
47,121,12,105.4,,,,,
47,123,46,112.3,,,,,
47,125,429,226.5,,,,,
47,127,,,,,,,
47,129,25,135.6,,,,,
47,131,29,112.5,,,,,
47,133,15,76,,,,,
47,135,14,192,,,,,
47,137,,,,,,,
47,139,24,154.4,,,,,
47,141,118,167,,,,,
47,143,43,150.1,,,,,
47,145,55,114.4,,,,,
47,147,125,198.4,,,,,
47,149,727,242.6,,,,,
47,151,5,27.1,,,,,
47,153,24,164.6,,,,,
47,155,148,174.1,,,,,
47,157,6785,900.6,,,,,
47,159,22,127.2,,,,,
47,161,,,,,,,
47,163,181,129.2,,,,,
47,165,256,149,,,,,
47,167,91,175.8,,,,,
47,169,32,306.5,,,,,
47,171,19,122.4,,,,,
47,173,14,80.1,,,,,
47,175,8,145.9,,,,,
47,177,49,138.9,,,,,
47,179,267,224.4,,,,,
47,181,19,130.8,,,,,
47,183,25,87,,,,,
47,185,35,146.8,,,,,
47,187,190,87.7,,,,,
47,189,215,161.6,,,,,
48,000,105365,425.2,,,,,
48,001,288,572.6,,,,,
48,003,19,133.3,,,,,
48,005,193,269,,,,,
48,007,37,169.9,,,,,
48,009,,,,,,,
48,011,,,,,,,
48,013,76,184.1,,,,,
48,015,64,245.5,,,,,
48,017,5,93.1,,,,,
48,019,26,133.2,,,,,
48,021,221,252.8,,,,,
48,023,,,,,,,
48,025,140,537.5,,,,,
48,027,920,295.8,,,,,
48,029,7127,419,,,,,
48,031,8,72.4,,,,,
48,033,16,3199.7,,,,,
48,035,22,137.2,,,,,
48,037,276,359.6,,,,,
48,039,971,304.2,,,,,
48,041,476,229.4,,,,,
48,043,9,110.1,,,,,
48,045,,,,,,,
48,047,10,179.1,,,,,
48,049,41,124,,,,,
48,051,30,190.6,,,,,
48,053,64,141.8,,,,,
48,055,111,275.1,,,,,
48,057,23,139.1,,,,,
48,059,10,82.9,,,,,
48,061,1051,308.7,,,,,
48,063,19,183.9,,,,,
48,065,,,,,,,
48,067,50,207.8,,,,,
48,069,5,86,,,,,
48,071,43,104.2,,,,,
48,073,120,282.9,,,,,
48,075,8,135.5,,,,,
48,077,6,66.3,,,,,
48,079,,,,,,,
48,081,,,,,,,
48,083,9,133.9,,,,,
48,085,2297,238.4,,,,,
48,087,0,0,,,,,
48,089,56,324.4,,,,,
48,091,260,166.1,,,,,
48,093,13,110.7,,,,,
48,095,23,789.7,,,,,
48,097,38,105.2,,,,,
48,099,263,369.7,,,,,
48,101,,,,,,,
48,103,,,,,,,
48,105,,,,,,,
48,107,17,414,,,,,
48,109,,,,,,,
48,111,7,129.6,,,,,
48,113,20192,943.3,,,,,
48,115,13,130.9,,,,,
48,117,19,132.7,,,,,
48,119,13,291.7,,,,,
48,121,1801,219.6,,,,,
48,123,7,42.3,,,,,
48,125,0,0,,,,,
48,127,8,119,,,,,
48,129,9,314,,,,,
48,131,21,257.8,,,,,
48,133,13,85.1,,,,,
48,135,312,249,,,,,
48,137,,,,,,,
48,139,406,233.7,,,,,
48,141,2655,373.8,,,,,
48,143,29,77.2,,,,,
48,145,40,276.5,,,,,
48,147,83,261.2,,,,,
48,149,36,167.4,,,,,
48,151,,,,,,,
48,153,5,115.7,,,,,
48,155,,,,,,,
48,157,1938,266.7,,,,,
48,159,14,154.9,,,,,
48,161,69,408.4,,,,,
48,163,194,1315.7,,,,,
48,165,8,48.6,,,,,
48,167,1147,383.3,,,,,
48,169,52,920.7,,,,,
48,171,25,105,,,,,
48,173,,,,,,,
48,175,12,195.8,,,,,
48,177,30,186.1,,,,,
48,179,16,92.3,,,,,
48,181,205,171.9,,,,,
48,183,536,521.3,,,,,
48,185,122,471.8,,,,,
48,187,211,138.3,,,,,
48,189,38,145.8,,,,,
48,191,,,,,,,
48,193,6,84.6,,,,,
48,195,,,,,,,
48,197,,,,,,,
48,199,58,121.3,,,,,
48,201,28890,739.1,,,,,
48,203,121,206.7,,,,,
48,205,,,,,,,
48,207,15,316.6,,,,,
48,209,436,192.2,,,,,
48,211,,,,,,,
48,213,145,201.7,,,,,
48,215,1762,253.4,,,,,
48,217,56,178.2,,,,,
48,219,13,75.4,,,,,
48,221,78,136.7,,,,,
48,223,46,146.2,,,,,
48,225,126,665.4,,,,,
48,227,174,607.6,,,,,
48,229,12,390.2,,,,,
48,231,156,173.5,,,,,
48,233,18,107.3,,,,,
48,235,,,,,,,
48,237,24,316.3,,,,,
48,239,10,80.3,,,,,
48,241,47,172.2,,,,,
48,243,,,,,,,
48,245,1307,631,,,,,
48,247,8,208.8,,,,,
48,249,35,111.2,,,,,
48,251,331,205.8,,,,,
48,253,44,249.8,,,,,
48,255,83,653.9,,,,,
48,257,427,310,,,,,
48,259,66,158,,,,,
48,261,,,,,,,
48,263,0,0,,,,,
48,265,64,137.1,,,,,
48,267,,,,,,,
48,269,0,0,,,,,
48,271,11,402.8,,,,,
48,273,33,130.5,,,,,
48,275,,,,,,,
48,277,79,188.9,,,,,
48,279,29,280.7,,,,,
48,281,26,133.2,,,,,
48,283,21,368,,,,,
48,285,21,121.7,,,,,
48,287,27,175.9,,,,,
48,289,31,227,,,,,
48,291,301,373,,,,,
48,293,49,261.5,,,,,
48,295,0,0,,,,,
48,297,14,141.9,,,,,
48,299,40,198.6,,,,,
48,301,,,,,,,
48,303,594,224.2,,,,,
48,305,,,,,,,
48,307,9,140,,,,,
48,309,558,251.6,,,,,
48,311,0,0,,,,,
48,313,53,459.9,,,,,
48,315,23,273,,,,,
48,317,,,,,,,
48,319,,,,,,,
48,321,86,292.6,,,,,
48,323,100,222.5,,,,,
48,325,66,145.9,,,,,
48,327,,,,,,,
48,329,247,182.8,,,,,
48,331,45,208.1,,,,,
48,333,,,,,,,
48,335,7,91.2,,,,,
48,337,14,78.5,,,,,
48,339,1152,206.7,,,,,
48,341,26,159.2,,,,,
48,343,24,236.5,,,,,
48,345,0,0,,,,,
48,347,114,210.2,,,,,
48,349,100,224.7,,,,,
48,351,10,95.8,,,,,
48,353,23,193.2,,,,,
48,355,691,236,,,,,
48,357,7,92,,,,,
48,359,0,0,,,,,
48,361,159,227.9,,,,,
48,363,32,130.8,,,,,
48,365,38,199,,,,,
48,367,162,117.8,,,,,
48,369,10,128.8,,,,,
48,371,17,139.7,,,,,
48,373,214,468,,,,,
48,375,329,350.2,,,,,
48,377,9,187.1,,,,,
48,379,14,126.8,,,,,
48,381,157,128.7,,,,,
48,383,,,,,,,
48,385,,,,,,,
48,387,21,212.6,,,,,
48,389,120,1131.5,,,,,
48,391,,,,,,,
48,393,0,0,,,,,
48,395,24,168.6,,,,,
48,397,191,188.7,,,,,
48,399,10,120.8,,,,,
48,401,180,399,,,,,
48,403,17,192.6,,,,,
48,405,17,251.7,,,,,
48,407,50,206.1,,,,,
48,409,88,153.9,,,,,
48,411,13,257.7,,,,,
48,413,,,,,,,
48,415,14,102.1,,,,,
48,417,5,185.5,,,,,
48,419,46,233.7,,,,,
48,421,,,,,,,
48,423,547,272.4,,,,,
48,425,5,59.8,,,,,
48,427,46,91.2,,,,,
48,429,15,186.6,,,,,
48,431,,,,,,,
48,433,,,,,,,
48,435,,,,,,,
48,437,10,173.5,,,,,
48,439,6715,378.2,,,,,
48,441,284,237.2,,,,,
48,443,0,0,,,,,
48,445,23,247.7,,,,,
48,447,0,0,,,,,
48,449,43,171.2,,,,,
48,451,184,186.2,,,,,
48,453,5439,478,,,,,
48,455,32,264.4,,,,,
48,457,79,456.5,,,,,
48,459,60,168.5,,,,,
48,461,,,,,,,
48,463,31,153.4,,,,,
48,465,56,147.8,,,,,
48,467,63,118.9,,,,,
48,469,138,184,,,,,
48,471,704,993.7,,,,,
48,473,84,162.3,,,,,
48,475,11,126.4,,,,,
48,477,51,165.2,,,,,
48,479,571,273.7,,,,,
48,481,72,210,,,,,
48,483,,,,,,,
48,485,167,153.3,,,,,
48,487,6,56.2,,,,,
48,489,130,774.2,,,,,
48,491,1102,197.3,,,,,
48,493,55,124.2,,,,,
48,495,7,119,,,,,
48,497,68,109.3,,,,,
48,499,70,171,,,,,
48,501,7,121.6,,,,,
48,503,8,53.2,,,,,
48,505,17,158,,,,,
48,507,12,160.8,,,,,
49,000,3619,132.5,,,,,
49,001,,,,,,,
49,003,25,51.5,,,,,
49,005,63,56.4,,,,,
49,007,17,99.6,,,,,
49,009,0,0,,,,,
49,011,246,83.7,,,,,
49,013,9,57.6,,,,,
49,015,,,,,,,
49,017,,,,,,,
49,019,10,119.5,,,,,
49,021,36,70.8,,,,,
49,023,,,,,,,
49,025,5,72.2,,,,,
49,027,10,95.2,,,,,
49,029,,,,,,,
49,031,0,0,,,,,
49,033,,,,,,,
49,035,2342,239.1,,,,,
49,037,,,,,,,
49,039,10,39.9,,,,,
49,041,7,39,,,,,
49,043,43,117.2,,,,,
49,045,56,89.1,,,,,
49,047,15,51.3,,,,,
49,049,301,55.1,,,,,
49,051,16,53.9,,,,,
49,053,146,88.4,,,,,
49,055,,,,,,,
49,057,204,92.8,,,,,
50,000,757,133.2,,,,,
50,001,10,29.9,,,,,
50,003,8,24.4,,,,,
50,005,10,37.3,,,,,
50,007,42,28.1,,,,,
50,009,0,0,,,,,
50,011,5,11.6,,,,,
50,013,,,,,,,
50,015,,,,,,,
50,017,6,22.8,,,,,
50,019,12,50.1,,,,,
50,021,11,20.7,,,,,
50,023,12,22.8,,,,,
50,025,13,32,,,,,
50,027,15,29.3,,,,,
51,000,24886,337.8,,,,,
51,001,115,402.5,,,,,
51,003,217,218.9,,,,,
51,005,13,99.9,,,,,
51,007,15,130.6,,,,,
51,009,52,191.1,,,,,
51,011,22,156.3,,,,,
51,013,1235,607.5,,,,,
51,015,78,113.9,,,,,
51,017,,,,,,,
51,019,77,109.6,,,,,
51,021,7,126,,,,,
51,023,38,127,,,,,
51,025,62,438.7,,,,,
51,027,16,93.4,,,,,
51,029,65,435.6,,,,,
51,031,91,190.4,,,,,
51,033,64,238.4,,,,,
51,035,19,74,,,,,
51,036,12,201.8,,,,,
51,037,15,154.6,,,,,
51,041,792,249.7,,,,,
51,043,22,165,,,,,
51,045,,,,,,,
51,047,115,255.2,,,,,
51,049,18,213.8,,,,,
51,051,6,50.3,,,,,
51,053,57,235.1,,,,,
51,057,20,214.9,,,,,
51,059,2800,292.3,,,,,
51,061,94,149.8,,,,,
51,063,19,139.8,,,,,
51,065,42,171.9,,,,,
51,067,64,132.7,,,,,
51,069,113,140.9,,,,,
51,071,12,84.5,,,,,
51,073,52,152.9,,,,,
51,075,56,240.8,,,,,
51,077,22,161.3,,,,,
51,079,24,135.5,,,,,
51,081,69,690.5,,,,,
51,083,85,294.6,,,,,
51,085,134,138.7,,,,,
51,087,1110,392.2,,,,,
51,089,65,149.1,,,,,
51,091,0,0,,,,,
51,093,81,236.6,,,,,
51,095,58,82.3,,,,,
51,097,15,255.3,,,,,
51,099,49,211.4,,,,,
51,101,15,96.2,,,,,
51,103,32,329.6,,,,,
51,105,21,109.7,,,,,
51,107,472,133.4,,,,,
51,109,50,145,,,,,
51,111,37,356.7,,,,,
51,113,11,91,,,,,
51,115,15,197.6,,,,,
51,117,86,323.6,,,,,
51,119,19,195.9,,,,,
51,121,71,80.2,,,,,
51,125,27,209,,,,,
51,127,34,157.4,,,,,
51,131,40,383.5,,,,,
51,133,22,197.4,,,,,
51,135,77,576,,,,,
51,137,58,180.1,,,,,
51,139,22,107.5,,,,,
51,141,12,77,,,,,
51,143,89,168.4,,,,,
51,145,69,250.3,,,,,
51,147,54,278,,,,,
51,149,159,428.8,,,,,
51,153,1179,296.7,,,,,
51,155,23,77.9,,,,,
51,157,11,165.6,,,,,
51,159,46,579.1,,,,,
51,161,107,127.1,,,,,
51,163,20,100,,,,,
51,165,85,117.4,,,,,
51,167,15,67.9,,,,,
51,169,10,53,,,,,
51,171,39,101.9,,,,,
51,173,40,156,,,,,
51,175,41,261.8,,,,,
51,177,260,212.5,,,,,
51,179,267,198.8,,,,,
51,181,14,243.1,,,,,
51,183,50,527.9,,,,,
51,185,26,75.3,,,,,
51,187,65,185.3,,,,,
51,191,45,94.7,,,,,
51,193,33,202.6,,,,,
51,195,40,130.1,,,,,
51,197,29,118.9,,,,,
51,199,71,118.1,,,,,
51,510,1052,784.9,,,,,
51,520,32,219.5,,,,,
51,530,,,,,,,
51,540,136,341.3,,,,,
51,550,593,281.9,,,,,
51,570,44,291.1,,,,,
51,580,13,275.4,,,,,
51,590,178,499.4,,,,,
51,595,22,488.8,,,,,
51,600,80,398.2,,,,,
51,610,42,345.2,,,,,
51,620,28,421,,,,,
51,630,95,391.1,,,,,
51,640,7,127.7,,,,,
51,650,596,510.2,,,,,
51,660,79,176.4,,,,,
51,670,85,451.9,,,,,
51,678,,,,,,,
51,680,205,300.6,,,,,
51,683,94,272.1,,,,,
51,685,26,183.8,,,,,
51,690,32,289.4,,,,,
51,700,802,524,,,,,
51,710,1768,893,,,,,
51,720,,,,,,,
51,730,304,1108.3,,,,,
51,735,8,74.9,,,,,
51,740,586,725.9,,,,,
51,750,13,85.3,,,,,
51,760,1652,826.3,,,,,
51,770,408,497.2,,,,,
51,775,45,203.1,,,,,
51,790,46,206.4,,,,,
51,800,281,342.1,,,,,
51,810,1098,285.2,,,,,
51,820,44,230.8,,,,,
51,830,28,191.4,,,,,
51,840,64,271.4,,,,,
53,000,14928,225.6,,,,,
53,001,18,113.7,,,,,
53,003,17,87.5,,,,,
53,005,190,109,,,,,
53,007,79,117.3,,,,,
53,009,85,123.3,,,,,
53,011,874,200,,,,,
53,013,,,,,,,
53,015,155,164.2,,,,,
53,017,25,67.8,,,,,
53,019,5,76,,,,,
53,021,109,140.9,,,,,
53,023,0,0,,,,,
53,025,69,84.7,,,,,
53,027,110,165.5,,,,,
53,029,113,149.3,,,,,
53,031,56,180.8,,,,,
53,033,7283,372.5,,,,,
53,035,376,157.1,,,,,
53,037,38,95.6,,,,,
53,039,22,108.1,,,,,
53,041,68,94,,,,,
53,043,10,100.9,,,,,
53,045,99,168.1,,,,,
53,047,33,90.7,,,,,
53,049,41,188.9,,,,,
53,051,13,106,,,,,
53,053,1722,221.8,,,,,
53,055,22,128.8,,,,,
53,057,107,95.5,,,,,
53,059,7,63.7,,,,,
53,061,1263,178.3,,,,,
53,063,793,169.8,,,,,
53,065,20,48.3,,,,,
53,067,361,141.6,,,,,
53,069,,,,,,,
53,071,63,118.6,,,,,
53,073,266,132.3,,,,,
53,075,36,84.8,,,,,
53,077,283,138.1,,,,,
54,000,2289,149.6,,,,,
54,001,6,45.2,,,,,
54,003,194,178.6,,,,,
54,005,14,77.5,,,,,
54,007,7,65.6,,,,,
54,009,20,104.3,,,,,
54,011,312,390.1,,,,,
54,013,5,94.3,,,,,
54,015,,,,,,,
54,017,8,114.8,,,,,
54,019,30,88.4,,,,,
54,021,19,290,,,,,
54,023,13,137.8,,,,,
54,025,32,113.9,,,,,
54,027,18,87.4,,,,,
54,029,16,64.8,,,,,
54,031,13,106.2,,,,,
54,033,59,106.4,,,,,
54,035,11,46.6,,,,,
54,037,69,136.5,,,,,
54,039,483,318.5,,,,,
54,041,,,,,,,
54,043,16,94.5,,,,,
54,045,16,59.6,,,,,
54,047,14,91.5,,,,,
54,049,34,70.5,,,,,
54,051,27,104.1,,,,,
54,053,24,111.5,,,,,
54,055,56,112.1,,,,,
54,057,19,82.2,,,,,
54,059,14,73.6,,,,,
54,061,131,138.5,,,,,
54,063,20,188.5,,,,,
54,065,15,97.3,,,,,
54,067,10,47.6,,,,,
54,069,50,139.5,,,,,
54,071,6,114.4,,,,,
54,073,9,136.8,,,,,
54,075,5,73,,,,,
54,077,38,127.3,,,,,
54,079,31,63.5,,,,,
54,081,124,199,,,,,
54,083,33,136.9,,,,,
54,085,15,211.3,,,,,
54,087,6,50.1,,,,,
54,089,17,161.8,,,,,
54,091,13,91.9,,,,,
54,093,,,,,,,
54,095,,,,,,,
54,097,11,53.8,,,,,
54,099,16,48.8,,,,,
54,101,6,84.6,,,,,
54,103,11,91.4,,,,,
54,105,,,,,,,
54,107,77,108,,,,,
54,109,12,67.5,,,,,
55,000,6943,138.1,,,,,
55,001,21,108.4,,,,,
55,003,9,65.5,,,,,
55,005,28,69.8,,,,,
55,007,6,40.7,,,,,
55,009,265,116.6,,,,,
55,011,6,51.7,,,,,
55,013,,,,,,,
55,015,26,57.8,,,,,
55,017,31,54.2,,,,,
55,019,19,69,,,,,
55,021,41,81.9,,,,,
55,023,6,43.1,,,,,
55,025,840,171.2,,,,,
55,027,70,91,,,,,
55,029,29,105.9,,,,,
55,031,26,67.6,,,,,
55,033,21,52.9,,,,,
55,035,50,54.3,,,,,
55,037,0,0,,,,,
55,039,65,72.9,,,,,
55,041,7,86.8,,,,,
55,043,23,52.5,,,,,
55,045,8,25.3,,,,,
55,047,11,67,,,,,
55,049,16,78.4,,,,,
55,051,5,89.5,,,,,
55,053,11,62,,,,,
55,055,42,56.3,,,,,
55,057,17,72.9,,,,,
55,059,224,156.6,,,,,
55,061,10,56.4,,,,,
55,063,103,98.7,,,,,
55,065,5,35.7,,,,,
55,067,6,35.3,,,,,
55,069,11,44,,,,,
55,071,33,47.1,,,,,
55,073,64,54.8,,,,,
55,075,22,60.1,,,,,
55,077,12,87.1,,,,,
55,078,7,219.2,,,,,
55,079,3168,414.5,,,,,
55,081,23,60.3,,,,,
55,083,10,29.2,,,,,
55,085,11,32.5,,,,,
55,087,122,75.5,,,,,
55,089,35,43.9,,,,,
55,091,,,,,,,
55,093,16,43.5,,,,,
55,095,18,45.3,,,,,
55,097,35,56.7,,,,,
55,099,,,,,,,
55,101,280,169.5,,,,,
55,103,5,34,,,,,
55,105,160,115.3,,,,,
55,107,,,,,,,
55,109,37,45.9,,,,,
55,111,48,86.1,,,,,
55,113,11,67.7,,,,,
55,115,19,54.3,,,,,
55,117,75,74.5,,,,,
55,119,7,41.5,,,,,
55,121,17,67.1,,,,,
55,123,17,66.8,,,,,
55,125,6,28.4,,,,,
55,127,56,60.9,,,,,
55,129,10,67,,,,,
55,131,56,47.3,,,,,
55,133,181,51.4,,,,,
55,135,16,36,,,,,
55,137,15,68.4,,,,,
55,139,129,87.8,,,,,
55,141,44,69.8,,,,,
56,000,379,77.1,,,,,
56,001,14,41.2,,,,,
56,003,7,70.3,,,,,
56,005,28,72.8,,,,,
56,007,7,56.9,,,,,
56,009,6,52.2,,,,,
56,011,,,,,,,
56,013,18,54.9,,,,,
56,015,10,92.3,,,,,
56,017,,,,,,,
56,019,,,,,,,
56,021,79,92.9,,,,,
56,023,7,40.8,,,,,
56,025,47,70.4,,,,,
56,027,,,,,,,
56,029,5,19.1,,,,,
56,031,,,,,,,
