statecode,countycode,denominator.x,numerator.x,v129_race_white,v129_race_white_cilow,v129_race_white_cihigh,denominator.y,numerator.y,v129_race_black,v129_race_black_cilow,v129_race_black_cihigh,denominator.x.x,numerator.x.x,v129_race_aian,v129_race_aian_cilow,v129_race_aian_cihigh,denominator.y.y,numerator.y.y,v129_race_asian,v129_race_asian_cilow,v129_race_asian_cihigh,denominator.x.x.x,numerator.x.x.x,v129_race_nhopi,v129_race_nhopi_cilow,v129_race_nhopi_cihigh,denominator.y.y.y,numerator.y.y.y,v129_race_tom,v129_race_tom_cilow,v129_race_tom_cihigh,v129_race_hispanic,v129_race_hispanic_cilow,v129_race_hispanic_cihigh,v129_race_flag_CT
01,071,3475,20,5.755395683453237,3.51554520443279,8.888741842496287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,073,25244,128,5.070511804785295,4.192090450879015,5.948933158691575,24595,337,13.701971945517382,12.239039759652604,15.16490413138216,,,,,,,,,,,,,,,,,,,,,6.061754120098503,4.146235330798364,8.557388156738106,
01,075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,077,5146,25,4.858142246404975,3.143933511043398,7.171576311218493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,081,7978,34,4.261719729255453,2.9513648012750413,5.95532615883719,3404,44,12.925969447708578,9.392029188644047,17.35251065813976,,,,,,,,,,,,,,,,,,,,,,,,
01,083,5610,25,4.45632798573975,2.883900507634461,6.578419197420741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,089,17466,74,4.236802931409596,3.326801571243615,5.3189180981275985,8467,89,10.511397189087043,8.441515075274683,12.935178740257049,,,,,,,,,,,,,,,,,,,,,,,,
01,091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,095,6031,29,4.808489471066158,3.2203208651215283,6.905792976054815,,,,,,,,,,,,,,,,,,,,,,,,,,6.369426751592357,4.037670184725749,9.55726748679951,
01,097,18125,113,6.234482758620689,5.084960783836694,7.384004733404684,15725,158,10.047694753577106,8.48096547050213,11.614424036652084,,,,,,,,,,,,,,,,,,,,,,,,
01,099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,101,,,,,,13782,157,11.391670294587142,9.609727934346417,13.173612654827867,,,,,,,,,,,,,,,,,,,,,8.485362749257531,5.1830800107780854,13.104954562017225,
01,103,6239,23,3.686488219265908,2.33691730037581,5.531542377758139,1451,22,15.161957270847692,9.50191789953798,22.95538551834958,,,,,,,,,,,,,,,,,,,,,,,,
01,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,113,,,,,,2338,25,10.6928999144568,6.91988102986712,15.78482963966226,,,,,,,,,,,,,,,,,,,,,,,,
01,115,5972,26,4.353650368385801,2.8439489644334133,6.379106510905062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,117,11212,42,3.745986443096682,2.6997775358970473,5.063485442248541,2300,31,13.478260869565217,9.157824338757326,19.13131543619511,,,,,,,,,,,,,,,,,,,,,,,,
01,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,121,3583,31,8.651967624895338,5.8785922353172895,12.280777422062167,2149,30,13.959981386691485,9.418740819646773,19.928741458728553,,,,,,,,,,,,,,,,,,,,,,,,
01,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,125,8316,57,6.854256854256854,5.191347205738906,8.880484776691056,7083,95,13.412395877453058,10.851429205609225,16.395958439016734,,,,,,,,,,,,,,,,,,,,,,,,
01,127,4519,46,10.179243195397211,7.4524853748554705,13.577683936841336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,000,33632,138,4.103235014272122,3.418625516057248,4.787844512486996,,,,,,12621,141,11.171856429759925,9.327809960336399,13.015902899183452,,,,,,,,,,,6666,46,6.900690069006901,5.05217242858864,9.204553511939094,7.619738751814224,5.49163746960771,10.29967321815868,
02,013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,020,12206,45,3.686711453383582,2.689112632167333,4.933109986642537,,,,,,2330,24,10.300429184549357,6.599679336775306,15.326222143241718,,,,,,,,,,,2950,21,7.11864406779661,4.406552875958029,10.88160363896386,7.345575959933222,4.603433346320404,11.121290279507592,
02,050,,,,,,,,,,,2553,26,10.18409714061888,6.6525903703863465,14.922061920534675,,,,,,,,,,,,,,,,,,,
02,060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,090,6234,23,3.6894449791466153,2.3387916325063647,5.535978969334782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,158,,,,,,,,,,,1572,32,20.356234096692113,13.923649052980002,28.736928803702586,,,,,,,,,,,,,,,,,,,
02,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,170,7071,30,4.2426813746287655,2.8625193072296584,6.056691471476123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,000,220974,880,3.982368966484745,3.719247530755519,4.245490402213971,30639,308,10.052547406899704,8.929865191469137,11.17522962233027,26017,185,7.110735288465234,6.086063643113293,8.135406933817176,19541,54,2.7634205004861574,2.075966530502265,3.605664315731574,,,,,,12927,164,12.68662489363348,10.74493331703127,14.62831647023569,6.035306543278177,5.723579730728259,6.347033355828096,
04,001,,,,,,,,,,,4398,27,6.139154160982264,4.045741275981075,8.932146986166915,,,,,,,,,,,,,,,,,,,
04,003,3885,20,5.148005148005148,3.144535285818262,7.9506764228248645,,,,,,,,,,,,,,,,,,,,,,,,,,6.495012758060774,4.315888809059969,9.387101819361678,
04,005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,013,143953,520,3.6122901224705286,3.3018076965128467,3.9227725484282105,25186,248,9.846740252521242,8.621213735165318,11.072266769877166,7325,40,5.460750853242321,3.9012404698688012,7.435992759588269,15952,53,3.32246740220662,2.4887560765018475,4.3458691655719806,,,,,,8774,111,12.651014360610896,10.297483319399205,15.004545401822586,5.982040730466336,5.593367400733138,6.370714060199534,
04,015,8413,43,5.1111375252585285,3.698955570185093,6.884668704431669,,,,,,,,,,,,,,,,,,,,,,,,,,7.271468144044321,4.5011533878380146,11.115211473318347,
04,017,3050,21,6.885245901639345,4.2620757324839955,10.524829749161768,,,,,,4645,51,10.979547900968782,8.174994583055058,14.436077799053558,,,,,,,,,,,,,,,,,,,
04,019,25408,89,3.5028337531486144,2.8130631353255175,4.310538349880212,3032,28,9.234828496042217,6.136476469610003,13.346898398175528,,,,,,,,,,,,,,,,1657,20,12.070006035003017,7.372673256127909,18.64114538483681,5.531719690223698,4.77446964882966,6.288969731617735,
04,021,15190,65,4.279131007241606,3.302542970983165,5.454103740347042,1545,23,14.88673139158576,9.436910703588788,22.337406404422676,,,,,,,,,,,,,,,,,,,,,7.1784796735680825,5.807818729282919,8.775319149429917,
04,023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,025,8481,50,5.895531187359982,4.375776882143835,7.772522894038065,,,,,,,,,,,,,,,,,,,,,,,,,,6.858262573481384,4.24537262706603,10.483582865755514,
04,027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,4.508770676728066,6.875559071787549,
05,000,160433,1103,6.875144141167964,6.469401994170593,7.280886288165335,47221,598,12.663857182185891,11.648844465350184,13.678869899021599,,,,,,5510,22,3.992740471869328,2.502229196411907,6.045057057554489,3557,29,8.152937868990723,5.460150446316541,11.708978756982454,4816,44,9.136212624584719,6.638386079348908,12.26493901169181,5.560382276281494,4.698792116221717,6.421972436341272,
05,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,007,16100,103,6.39751552795031,5.161998293939083,7.6330327619615375,,,,,,,,,,,,,,,,,,,,,,,,,,4.824488437863916,3.2310356242801426,6.928770161135683,
05,009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,031,6569,37,5.632516364743492,3.965811320917344,7.763681860546632,2724,45,16.519823788546255,12.049672829748335,22.104823970983407,,,,,,,,,,,,,,,,,,,,,,,,
05,033,4232,27,6.3799621928166355,4.204435286333831,9.282510029575164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,035,,,,,,3236,51,15.760197775030901,11.73450242221593,20.72174949833244,,,,,,,,,,,,,,,,,,,,,,,,
05,037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,045,7708,49,6.357031655422937,4.7029670146379265,8.404332977804657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,051,4936,38,7.698541329011345,5.447946038329852,10.566849456900245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,055,3469,24,6.918420294032862,4.432762425680733,10.294060995604843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,069,,,,,,3505,28,7.988587731811698,5.308358532341663,11.54573350735184,,,,,,,,,,,,,,,,,,,,,,,,
05,071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,085,5139,37,7.199844327690212,5.069354848629311,9.92403699979195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,091,2162,21,9.71322849213691,6.012641528249855,14.847701542527005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,119,14435,81,5.611361274679598,4.456230827443392,6.9744097111277465,15263,207,13.562209264233767,11.714637400440358,15.409781128027175,,,,,,,,,,,,,,,,,,,,,7.516536380036079,4.864306027609539,11.095890468289346,
05,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,123,,,,,,1411,22,15.591778880226789,9.7712848137701,23.606140600372246,,,,,,,,,,,,,,,,,,,,,,,,
05,125,7057,46,6.518350573898257,4.772251864669388,8.694566205269378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,131,7210,44,6.102635228848821,4.43418409960393,8.192502951498994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,143,12411,76,6.123600032229474,4.8247003365122545,7.664598578948641,,,,,,,,,,,,,,,,2210,24,10.859728506787329,6.9580329659214755,16.158415200793304,,,,,,6.192531431788328,4.262653701018922,8.696616488866447,
05,145,5330,37,6.941838649155723,4.887695040732839,9.568410157960756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,000,818176,2543,3.1081332133917394,2.9873288793661947,3.228937547417284,149222,1356,9.087131924247096,8.60345757095518,9.570806277539011,9453,47,4.971966571458797,3.6532140238089243,6.611661519162908,435262,1034,2.3755806847370087,2.2307816764431787,2.5203796930308386,11542,79,6.844567665915786,5.418908677837019,8.530373519725847,74525,666,8.93659845689366,8.25787759047017,9.615319323317152,4.666393260730948,4.554194020792836,4.778592500669061,
06,001,28746,70,2.435121408195923,1.898296601542666,3.0766294034661854,10146,90,8.870490833826139,7.13292214972462,10.903339226286855,,,,,,41251,98,2.375699983030714,1.9287080816064488,2.895217335170911,,,,,,3773,36,9.541478929234032,6.682734539442152,13.209428701096263,3.5025212113892326,2.865127387784436,4.139915034994029,
06,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,007,9290,33,3.552206673842842,2.4451756267739326,4.988618866433724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,013,26739,73,2.730094618347732,2.139958372508289,3.4326841012372014,6799,49,7.206942197381967,5.331735512403167,9.527959787162567,,,,,,14451,31,2.145180264341568,1.4575459123342225,3.0449121516330186,,,,,,,,,,,4.057296076771098,3.3157402491625505,4.798851904379646,
06,015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,019,17815,82,4.602862756104407,3.660793346500386,5.713366328154261,4466,53,11.86744290192566,8.889529093676101,15.522907507658807,,,,,,11785,56,4.751803139584217,3.5894610252550034,6.170611625590577,,,,,,,,,,,6.174818214026622,5.542202893718394,6.807433534334851,
06,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9806259314456036,2.1976782677274738,3.951877557260759,
06,027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,029,26804,95,3.5442471272944336,2.8675075758592055,4.332658320532589,4403,54,12.264365205541676,9.213368606074212,16.002336223872515,,,,,,,,,,,,,,,,,,,,,6.628863509304368,5.915803457586342,7.341923561022395,
06,031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.456420354440875,3.2251335073030565,6.002768971953948,
06,033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,037,145881,397,2.7213962064970763,2.453693604125721,2.9890988088684316,50117,432,8.619829598738951,7.806974978669514,9.432684218808388,,,,,,99184,216,2.177770608162607,1.8873407064130288,2.4682005099121853,,,,,,12654,92,7.270428323059902,5.860991367651527,8.916534929798964,4.120438086404338,3.9196007493986205,4.321275423410055,
06,039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.41044776119403,4.108379820918821,6.994258371706582,
06,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.318062137967352,3.43428296302814,5.359853666986212,
06,049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.748081204106722,4.891524902202439,6.604637506011004,
06,055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,059,68026,192,2.8224502396142652,2.4232123502384386,3.221688128990092,,,,,,,,,,,55281,100,1.8089397803947107,1.4543875834373474,2.163491977352074,,,,,,4485,54,12.040133779264213,9.04491905742358,15.709762852555336,4.094538828447399,3.683928959108673,4.505148697786125,
06,061,16267,36,2.2130694043154855,1.5500066033881625,3.06382089440193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,065,43376,159,3.66562154186647,3.095844254488191,4.235398829244749,10057,89,8.849557522123893,7.106921362469001,10.89014202980575,,,,,,12399,28,2.258246632792967,1.5005884874471755,3.263795140194225,,,,,,4797,41,8.547008547008549,6.133480898156199,11.594982190063567,4.543853772085792,4.15663840716022,4.931069137011364,
06,067,47233,171,3.620350178900345,3.0777141873685947,4.162986170432095,12244,124,10.127409343351845,8.344851657767585,11.909967028936105,,,,,,22644,62,2.7380321497968554,2.0992335491155534,3.5100336458110872,,,,,,6704,60,8.949880668257757,6.829701812351919,11.520270496217682,5.615790936891854,4.84134462076837,6.390237253015338,
06,069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,071,36886,148,4.012362413923982,3.365926662723824,4.658798165124139,15072,162,10.7484076433121,9.093237311553782,12.40357797507042,,,,,,15764,38,2.410555696523725,1.705852679852585,3.3086760288797015,,,,,,4378,30,6.852444038373687,4.623315217318619,9.782289948562736,5.558811515442129,5.123348923468383,5.994274107415876,
06,073,85620,231,2.697967764540995,2.350041801670188,3.0458937274118023,11232,108,9.615384615384617,7.801912616006946,11.428856614762289,,,,,,26713,74,2.7701868004342454,2.1751924622221757,3.4777158500316934,,,,,,7305,82,11.225188227241615,8.927725320726129,13.93341836222699,4.291643530065033,3.897733271079755,4.685553789050311,
06,075,20948,34,1.6230666412067978,1.1240208318012352,2.2680729470690806,2288,22,9.615384615384617,6.025910346254201,14.55780786150579,,,,,,16368,31,1.893939393939394,1.2868399302994777,2.688295790765442,,,,,,,,,,,4.066963019010688,2.943281302560029,5.478172496962417,
06,077,13548,58,4.281074697372306,3.250799504004264,5.534281793969188,4392,48,10.92896174863388,8.05815364833407,14.490217709956116,,,,,,11172,50,4.47547440028643,3.321783363539372,5.900355054093879,,,,,,2139,30,14.025245441795231,9.462774203562839,20.021909955496803,5.131532381738823,4.369052268543856,5.894012494933789,
