statecode,countycode,v001_numerator,v001_denominator,v001_rawvalue,ypll_se,v001_cilow,v001_cihigh,flag2_cb,v001_flag_CT
00,000,4763989,925367214,8351.736549364388,5.731160653806394,8340.503474482928,8362.969624245849,,
01,000,102760,13958454,11853.247248126989,55.730830467460734,11744.014820410766,11962.479675843211,,
01,001,1008,163064,9938.26338234698,467.8399231846685,9021.29713290503,10855.22963178893,,
01,003,3944,653515,8957.112685895792,233.55788908578566,8499.339223287652,9414.886148503932,,
01,005,587,67912,12738.656137319565,818.9577106217815,11133.499024500874,14343.813250138257,,
01,007,509,61825,11708.948037768596,786.8526607124128,10166.716822772267,13251.179252764925,,
01,009,1273,162489,11898.088409021153,513.0705185943655,10892.470192576196,12903.70662546611,,
01,011,251,28296,15998.08920943084,1530.9648128878166,12997.39817617072,18998.780242690962,,
01,013,497,51672,14616.392619822509,1018.0986916047991,12620.919184277103,16611.866055367915,,
01,015,2916,320231,14259.564794568052,394.0796574172727,13487.168666030198,15031.960923105906,,
01,017,824,92895,12568.860637298749,713.5214960054251,11170.358505128115,13967.362769469382,,
01,019,702,69188,12680.90302825355,808.6119236489827,11096.023657901544,14265.782398605555,,
01,021,1036,126178,11802.632619836055,554.8674055201018,10715.092505016655,12890.172734655454,,
01,023,301,33366,12977.181714143493,1276.8794783508783,10474.497936575772,15479.865491711214,,
01,025,610,62125,16382.035790699192,1021.7024057506181,14379.49907542798,18384.572505970405,,
01,027,344,37642,13312.804785902847,1154.1313552705399,11050.70732957259,15574.902242233104,,
01,029,362,41650,12586.01457618114,1040.5579702625812,10546.520954466481,14625.508197895799,,
01,031,1025,150587,10338.895022673043,482.53390848730703,9393.12856203792,11284.661483308166,,
01,033,1285,156147,12369.517136168974,539.1982314424272,11312.688602541817,13426.34566979613,,
01,035,350,30706,18927.733281546898,1646.2665512774165,15701.050841043161,22154.415722050635,,
01,037,272,28075,14409.561566891127,1493.8991709687398,11481.519191792397,17337.603941989855,,
01,039,1071,101219,14664.189368800233,718.975099397113,13254.99817398189,16073.380563618575,,
01,041,383,36656,13951.809024007096,1145.2981579282684,11707.024634467689,16196.593413546503,,
01,043,1979,244137,11852.911744738918,409.9593695178162,11049.391380483998,12656.432108993838,,
01,045,1034,136895,11939.042155249883,548.6479208127107,10863.69223045697,13014.392080042795,,
01,047,1133,101839,20426.82214264904,899.776849348336,18663.259517926304,22190.38476737178,,
01,049,1637,200119,11969.446606858433,451.7367134645985,11084.042648467821,12854.850565249046,,
01,051,1559,244158,9508.116084057092,372.8846711543012,8777.2621285946625,10238.970039519521,,
01,053,982,100859,15044.63237127122,727.5083452722107,13618.716014537687,16470.548728004753,,
01,055,2810,284784,14706.297418508717,426.18110893288843,13870.982445000256,15541.612392017178,,
01,057,457,43975,14667.27873340068,1136.7527571993,12439.243329290053,16895.31413751131,,
01,059,747,88661,13058.987140299974,706.5779444109459,11674.09436925452,14443.879911345428,,
01,061,757,72874,14287.285268380472,841.3952604106175,12638.150557975661,15936.419978785283,,
01,063,237,20766,16286.662890942405,1747.8093954296078,12860.956475900373,19712.369305984437,,
01,065,411,40381,15927.466735979875,1199.2032527809058,13577.0283605293,18277.90511143045,,
01,067,379,47377,10894.195271453591,955.4673729758558,9021.479220420913,12766.911322486269,,
01,069,2212,297060,11251.055626955556,363.92419811337686,10537.764198653338,11964.347055257775,,
01,071,1484,143751,13931.867868997286,580.5058475478943,12794.076407803414,15069.659330191158,,
01,073,13659,1857687,13163.518236649088,163.44868096374458,12843.158821960149,13483.877651338027,,
01,075,365,37071,12036.358042398926,1026.7978971425377,10023.834163999552,14048.8819207983,,
01,077,1815,258518,9936.856906831721,370.1642579074042,9211.334961333208,10662.378852330234,,
01,079,874,91375,13633.173957374389,724.1327165191713,12213.873832996813,15052.474081751965,,
01,081,2205,498699,7894.486904663625,242.55080502830538,7419.087326808147,8369.886482519103,,
01,083,1726,300688,8777.48944259269,316.47300880510306,8157.202345334688,9397.776539850693,,
01,085,315,26825,19891.328012293583,1757.2520780994514,16447.11393921866,23335.542085368506,,
01,087,476,50515,15396.827364055958,1142.0510343675514,13158.407336695558,17635.24739141636,,
01,089,5779,1102201,9054.1844336151,174.98256056320636,8711.218614911217,9397.150252318985,,
01,091,497,51608,14678.89224413512,1032.381450235325,12655.424601673883,16702.359886596358,,
01,093,719,79605,12543.53392926617,739.8069812561896,11093.512246004038,13993.555612528302,,
01,095,2179,273688,12808.56937030345,403.0042723467164,12018.680996503886,13598.457744103014,,
01,097,8783,1152707,12655.580663813505,200.68915131454344,12262.229927237,13048.93140039001,,
01,099,527,54073,15784.59733102704,1068.8689310516677,13689.614226165771,17879.58043588831,,
01,101,4504,635473,13219.378867028146,280.11357100207294,12670.356267864083,13768.40146619221,,
01,103,2635,339964,12501.614915622711,373.92585580078867,11768.720238253165,13234.509592992257,,
01,105,249,22671,17916.639734491488,1764.5526069585949,14458.116624852642,21375.162844130333,,
01,107,498,52581,13196.566690619442,1001.8272912353084,11232.985199798237,15160.148181440647,,
01,109,676,92215,13497.370952725958,759.1766396480735,12009.384739015733,14985.357166436183,,
01,111,532,61443,11833.808003043087,845.2149737515771,10177.186654489995,13490.429351596178,,
01,113,1355,165287,14160.382377990758,558.1417180775576,13066.424610558744,15254.340145422771,,
01,115,2010,257850,11877.985386645487,405.94716723408413,11082.328938866682,12673.641834424292,,
01,117,2678,634286,6794.980243301762,202.136524332403,6398.792655610252,7191.167830993272,,
01,119,304,33287,15670.022212784472,1421.4309227839722,12884.017604127886,18456.026821441057,,
01,121,2137,224271,15316.224090667962,521.7731059730063,14293.54880296087,16338.899378375054,,
01,123,994,110907,12182.594158901078,673.7499299688644,10862.044296162105,13503.144021640052,,
01,125,3625,638780,10422.477240015176,250.90749261077136,9930.698554498063,10914.255925532289,,
01,127,2046,176770,18377.07790541055,614.0721026809946,17173.4965841558,19580.659226665302,,
01,129,349,42326,12864.089911632447,1097.1270130767373,10713.720966002042,15014.458857262853,,
01,131,301,27981,19438.678148123523,1659.1423542104956,16186.759133870952,22690.597162376092,,
01,133,580,64028,12030.860071100798,859.8234841672809,10345.606042132928,13716.11410006867,,
02,000,10540,2100124,10028.003436653718,134.63942921293818,9764.11015539636,10291.896717911077,,
02,013,26,9715,4200.33674713217,994.8462416531199,2489.3857597856654,6638.3429347391275,1,
02,016,42,15638,5785.3974442187355,1468.458817425596,3306.8545171062838,9395.122993379418,1,
02,020,4108,824947,9853.063874595931,206.90779704468451,9447.52459238835,10258.603156803512,,
02,050,310,53878,18066.47124435668,1202.2917914151237,15709.979333183037,20422.96315553032,,
02,060,20,2326,16587.524230886473,5196.928002628276,7954.362619361585,30505.047646159936,1,
02,063,,,,,,,2,
02,066,,,,,,,2,
02,068,,,,,,,2,
02,070,102,13821,20903.735026213224,2566.7261795635795,15872.951714268609,25934.51833815784,,
02,090,1195,275480,8712.742308047427,335.62601446297083,8054.915319700004,9370.56929639485,,
02,100,32,6209,10534.529197344866,2903.2854175145785,5609.193124547198,18014.36575910622,1,
02,105,38,6182,9451.791265052785,3131.5491312729473,4321.960832692639,17942.44400302971,1,
02,110,376,90707,7261.629556018571,538.9854097009654,6205.218153004678,8318.040959032463,,
02,122,943,168247,8874.485999795963,463.4938142969855,7966.038123773871,9782.933875818055,,
02,130,211,38678,9819.427641665116,1081.539688154207,7699.60985288287,11939.245430447361,,
02,150,153,36858,8975.646030630971,997.4351667108252,7020.673103877753,10930.618957384188,,
02,158,157,24521,24556.33926003951,2204.5207112640746,20235.478665961924,28877.199854117094,,
02,164,33,4120,20072.78532137982,4407.868880885263,12425.37048404392,30683.384604854175,1,
02,170,1550,320602,8750.07953019421,316.04578392824163,8130.629793694858,9369.529266693564,,
02,180,191,28862,18090.491542593358,1601.6042800625974,14951.347153670667,21229.635931516048,,
02,185,129,30381,9617.43499434151,1091.0792972418571,7478.91957174747,11755.950416935551,,
02,188,148,21918,19917.503043802066,1946.8705817459988,16101.636703579908,23733.369384024223,,
02,195,50,9292,7076.577388160764,1623.9464082492145,4260.561861130286,11050.95218274272,1,
02,198,147,16500,14378.467379134378,2006.449946381498,10445.825484226641,18311.109274042115,,
02,220,99,23517,7686.8488694626485,1108.0443165059687,5667.675547441256,10191.646396417009,,
02,230,,,,,,,2,
02,240,119,19881,9720.374939116733,1302.1645215481624,7168.132476882334,12272.617401351132,,
02,275,36,5997,10946.485665221357,3079.012574255124,5828.54259370126,18718.823865409347,1,
02,282,,,,,,,2,
02,290,151,14682,22703.597241571446,2560.028080152295,17685.942204472947,27721.252278669945,,
04,000,111570,20318119,9457.259347891122,41.8472415630827,9375.23875442748,9539.279941354764,,
04,001,2183,189693,27851.41377393241,778.8904713989606,26324.788449990447,29378.039097874374,,
04,003,2415,340411,9423.848924183467,324.0712315113279,8788.669310421265,10059.028537945669,,
04,005,2080,410050,11546.476058997205,342.0314619833644,10876.094393509811,12216.857724484598,,
04,007,1542,141329,19407.34328160414,821.8565317176062,17796.50447943763,21018.182083770647,,
04,009,673,110249,11352.564125540275,589.1388745647935,10197.85193139328,12507.276319687271,,
04,011,141,26427,11216.589613645441,1293.7296849234785,8680.879431195423,13752.29979609546,,
04,012,647,41722,23645.177930559683,1580.157037386513,20548.070137282117,26742.28572383725,,
04,013,59971,12705967,8525.319196904338,49.78538634128993,8427.73983967541,8622.898554133266,,
04,015,6188,565460,13412.686081670365,322.3707459174141,12780.839419672233,14044.532743668497,,
04,017,3052,304438,21728.23975193641,550.8625940167639,20648.549067663553,22807.930436209266,,
04,019,16919,2882462,9749.815682958726,114.18454312013642,9526.01397844326,9973.617387474193,,
04,021,7224,1271036,9284.830992361474,167.89152037682192,8955.763612422903,9613.898372300046,,
04,023,578,131764,6446.783523320633,421.95895742821705,5619.743966761328,7273.823079879939,,
04,025,4701,629141,10159.849891055486,288.50088166137994,9594.388162999181,10725.311619111792,,
04,027,3256,567970,9875.919969835883,246.96232010619937,9391.873822427731,10359.966117244034,,
05,000,59089,8435912,11384.029581384762,70.24381484652493,11246.351704285573,11521.707458483952,,
05,001,525,46385,17354.839288049905,1219.6914341088957,14964.244077196468,19745.43449890334,,
05,003,472,50948,15009.04092399973,1099.2004752171115,12854.60799257419,17163.47385542527,,
05,005,993,108363,11056.830288976229,641.5507696419578,9799.390780477992,12314.269797474466,,
05,007,3383,835654,6948.470148652383,168.4240626926876,6618.358985774715,7278.581311530051,,
05,009,760,103173,10888.52744479159,621.6285817557299,9670.13542455036,12106.91946503282,,
05,011,246,28613,14248.84830453757,1367.6479456781458,11568.258331008405,16929.438278066737,,
05,013,138,13206,17436.885915365852,2369.290766475449,12793.076013073973,22080.695817657732,,
05,015,598,77252,10688.152755221783,742.8538397565313,9232.15922929898,12144.146281144585,,
05,017,304,26922,16984.779644418886,1567.728058572374,13912.032649617033,20057.526639220738,,
05,019,437,59902,12303.77346510881,903.1372430809485,10533.624468670152,14073.922461547469,,
05,021,337,38761,10838.209409819217,991.6842280764894,8894.508322789297,12781.910496849137,,
05,023,538,65711,9759.349159864583,740.5432901230198,8307.884311223464,11210.814008505702,,
05,025,192,20866,13719.88039065353,1676.6562714434745,10433.63409862432,17006.12668268274,,
05,027,499,62928,13621.524684455448,944.2547705859861,11770.785334106915,15472.26403480398,,
05,029,445,57568,12472.479229761155,948.8253021172167,10612.78163761141,14332.1768219109,,
05,031,1781,317881,10319.662143903439,341.219422533139,9650.872075738487,10988.45221206839,,
05,033,1299,171385,11457.1941625515,496.8565033313347,10483.355416022083,12431.032909080915,,
05,035,1180,133907,17011.102223239126,702.1935345548559,15634.802895511608,18387.401550966642,,
05,037,406,45337,13763.325385425213,1076.6231609619958,11653.143989939701,15873.506780910724,,
05,039,179,17162,16219.46804905654,2039.567638011417,12221.915478554163,20217.02061955892,,
05,041,286,30358,15390.218707596381,1412.3640110553692,12621.985245927857,18158.452169264907,,
05,043,379,47790,12652.142810389143,983.7882397388628,10723.917860500973,14580.367760277313,,
05,045,1783,359167,9025.901227099459,301.338225039554,8435.278306021934,9616.524148176984,,
05,047,385,47768,12985.179437188654,1064.9946369598183,10897.78994874741,15072.568925629897,,
05,049,316,32626,12325.242910574687,1206.1564711153376,9961.176227188625,14689.309593960748,,
05,051,2438,268457,14392.654138866279,473.26727377841746,13465.050282260581,15320.257995471977,,
05,053,386,50381,11187.59304830089,900.2773317154312,9423.049478138646,12952.136618463135,,
05,055,914,128657,10847.05823464463,537.5032272080668,9793.551909316819,11900.564559972441,,
05,057,417,55374,11967.245530484714,909.6219194278743,10184.38656840608,13750.104492563347,,
05,059,821,92211,12718.197584460015,730.48248102654,11286.451921647997,14149.943247272033,,
05,061,279,35260,12555.033612079715,1155.9537069860555,10289.364346387047,14820.702877772383,,
05,063,775,104541,11068.144723352445,608.0894019520654,9876.289495526396,12259.999951178494,,
05,065,323,36776,11978.483149635684,1255.8396165058446,9517.037501284229,14439.928797987139,,
05,067,442,46225,14435.4667660627,1094.4168026146838,12290.40983293792,16580.52369918748,,
05,069,1683,181039,15931.253521732973,579.106302341557,14796.20516914352,17066.301874322424,,
05,071,534,72711,11849.031072203625,758.2711487538405,10362.819620646098,13335.242523761151,,
05,073,182,16701,14359.50103301392,1891.40768532803,10652.34196977098,18066.66009625686,,
05,075,402,44612,14246.208654874086,1097.592576234356,12094.927205454747,16397.490104293425,,
05,077,259,23140,18151.851509764216,1715.9495246320464,14788.590441485405,21515.112578043027,,
05,079,263,36291,11302.502174867965,1076.7932398971086,9191.98742466963,13413.016925066298,,
05,081,292,32595,12484.081963472954,1246.625337206775,10040.696302547676,14927.467624398232,,
05,083,560,58344,13583.053556163417,952.6283294057374,11715.902030528172,15450.205081798662,,
05,085,1284,210947,9866.928925129592,404.4612870377677,9074.184802535568,10659.673047723616,,
05,087,346,46991,10725.409535453522,913.361787181023,8935.220432578717,12515.598638328327,,
05,089,457,45095,11364.832840833253,1033.3496489175322,9339.46752895489,13390.198152711615,,
05,091,1003,119240,13871.734903693488,653.0583612620055,12591.740515619957,15151.72929176702,,
05,093,1152,111490,18347.527471895108,772.2299976005265,16833.956676598074,19861.09826719214,,
