statecode,countycode,v159_race_white,v159_race_black,v159_race_asian,v159_race_aian,v159_race_hispanic,v159_flag_CT
04,000,3.3109915121257316,2.6486838696023685,3.594850090130812,2.1304771657854995,2.6612500938570336,NA
04,001,3.126512017534292,NA,NA,2.176227147689245,2.5860206519125644,NA
04,003,3.157356699119748,2.6492484539836276,NA,NA,2.706204846582029,NA
04,005,3.3170825070334624,NA,3.339617283282474,2.2015364328332514,2.5144605146178396,NA
04,007,2.708714105137488,NA,NA,1.786407915337137,2.582685695762295,NA
04,009,3.1094505041065763,NA,NA,2.1308562120401557,2.8317107089769045,NA
04,011,3.2367809711086073,NA,NA,NA,3.011185878652227,NA
04,012,3.1822098258196028,NA,NA,2.4304968475852595,2.5585246934883434,NA
04,013,3.3853325832939816,2.653850749312294,3.6432061383677254,2.436127543461306,2.649746319174736,NA
04,015,2.968466437504686,NA,NA,2.1791063491068647,2.660908738966454,NA
04,017,3.1789447393612176,NA,NA,1.899433177634065,2.8406767372747974,NA
04,019,3.369063733474961,2.605201040523382,3.482469764406352,1.769897822527708,2.717289791511499,NA
04,021,2.970288522546623,2.559716690619474,3.343737281667227,1.966464135471752,2.5784327590702634,NA
04,023,2.738804003472288,NA,NA,NA,2.7853719586258796,NA
04,025,3.1151413167307296,NA,3.0306831311835154,2.2008144776161553,2.659517033822553,NA
04,027,3.149665481311115,2.836323673517483,3.1651560809821917,NA,2.6693642476472195,NA
05,000,3.1005496749935686,2.405780705444652,3.066378548561471,2.8359378157844652,2.7183336666549316,NA
05,001,2.9011903978473548,2.076751409826468,NA,NA,NA,NA
05,003,2.7414781917082216,2.192186080372845,NA,NA,2.6257530216790013,NA
05,005,3.016197396146772,NA,NA,NA,NA,NA
05,007,3.3893173517391753,3.164809575792837,3.4674212134584534,2.746021631737353,2.9529522331302154,NA
05,009,3.256876439613114,NA,NA,NA,NA,NA
05,011,3.094461186139186,2.2921154500497076,NA,NA,2.334494938944941,NA
05,013,2.775968396977793,NA,NA,NA,NA,NA
05,015,3.0634175074427485,NA,NA,NA,2.9960151792214504,NA
05,017,NA,2.574220190643863,NA,NA,NA,NA
05,019,2.972541538204342,2.422304270504987,NA,NA,NA,NA
05,021,2.7192310425354123,NA,NA,NA,NA,NA
05,023,2.985994767680544,NA,NA,NA,NA,NA
05,025,2.8239266691963016,NA,NA,NA,NA,NA
05,027,3.395382636696621,2.3825373303802855,NA,NA,NA,NA
05,029,3.0389140067447493,2.6972544499993116,NA,NA,NA,NA
05,031,3.0919117728156724,2.487024164218501,NA,NA,2.6546620432348207,NA
05,033,2.840695602713444,NA,NA,3.199414674714427,2.6136786836103427,NA
05,035,2.9246714693389047,2.1800582606046186,NA,NA,2.2640620677673646,NA
05,037,3.0214118249780446,2.6172238364504663,NA,NA,NA,NA
05,039,3.1921987023104434,2.5573726101710927,NA,NA,NA,NA
05,041,3.053919583874048,2.313565197457326,NA,NA,NA,NA
05,043,2.679150821546262,2.4256115280185027,NA,NA,NA,NA
05,045,3.4121940674919724,2.76248896312006,NA,NA,2.8258814370106857,NA
05,047,3.230644485967469,NA,NA,NA,NA,NA
05,049,3.390961313935573,NA,NA,NA,NA,NA
05,051,3.1271251883899813,2.6325205900392237,NA,NA,2.858516221118337,NA
05,053,3.0412011594019783,NA,NA,NA,NA,NA
05,055,2.8777359168728625,2.529222702362748,NA,NA,2.467195160192579,NA
05,057,2.8550872699478083,2.4286943730374366,NA,NA,2.55786384924584,NA
05,059,2.9756406773033164,2.207333164180878,NA,NA,NA,NA
05,061,3.18974186940184,2.5343720420970746,NA,NA,2.7323442772447013,NA
05,063,3.011766464411559,NA,NA,NA,2.312317608396248,NA
05,065,3.147187263150695,NA,NA,NA,NA,NA
05,067,3.1512755800376686,3.0584488109585273,NA,NA,NA,NA
05,069,3.1686929955217003,2.09730851286887,NA,NA,2.518435608646747,NA
05,071,2.8470076722502156,NA,NA,NA,2.6547599414621814,NA
05,073,2.190075593704275,1.892585468854641,NA,NA,NA,NA
05,075,2.750804277393126,NA,NA,NA,NA,NA
05,077,NA,2.081232862119744,NA,NA,NA,NA
05,079,2.545296645434146,NA,NA,NA,NA,NA
05,081,3.145378999348088,2.7571574341912717,NA,NA,NA,NA
05,083,2.8432980555678746,NA,NA,NA,NA,NA
05,085,3.027487817463184,2.4950417325838794,NA,NA,2.683742230698594,NA
05,087,2.553285630702626,NA,NA,NA,NA,NA
05,089,2.5162696280343524,NA,NA,NA,NA,NA
05,091,2.973056540402518,2.545420941187966,NA,NA,2.842581125830498,NA
05,093,3.028938589712173,2.2870052936647722,NA,NA,2.8526793591581696,NA
05,095,2.4384284055980374,2.2125921778908317,NA,NA,NA,NA
05,097,3.1839845652934238,NA,NA,NA,NA,NA
05,099,2.4777161115632405,2.378100425024056,NA,NA,NA,NA
05,101,3.0092131068323162,NA,NA,NA,NA,NA
05,103,2.838113823293508,2.4270540653388952,NA,NA,NA,NA
05,105,2.7213418786666788,NA,NA,NA,NA,NA
05,107,3.075171634501879,2.412316403382834,NA,NA,NA,NA
05,109,3.079186503821545,NA,NA,NA,NA,NA
05,111,2.790284614349805,2.3412264755357226,NA,NA,2.1761136605661076,NA
05,113,2.8801886245720323,NA,NA,NA,2.7361418309699355,NA
05,115,3.3049796818691695,3.182855865652276,NA,NA,2.8086437675756657,NA
05,117,3.2396906187883734,NA,NA,NA,NA,NA
05,119,3.3964180352105497,2.400130673628219,3.694366826395907,NA,2.369793054933801,NA
05,121,2.5258310046440853,NA,NA,NA,NA,NA
05,123,3.0771224278901768,2.1882436070948117,NA,NA,NA,NA
05,125,3.163410198035673,2.847788554741058,NA,NA,2.923958685313028,NA
05,127,2.7655200894934446,NA,NA,NA,2.3165204526017136,NA
05,129,3.343047855947038,NA,NA,NA,NA,NA
05,131,3.0421259759243124,2.4677998484336845,3.415984115465188,NA,2.5044419833857208,NA
05,133,3.442455212530411,NA,NA,NA,3.2220584559088903,NA
05,135,3.061027750263769,NA,NA,NA,NA,NA
05,137,3.230715376782019,NA,NA,NA,NA,NA
05,139,3.210079397579037,2.3416382862736884,NA,NA,2.8457822926603327,NA
05,141,3.2504471223221776,NA,NA,NA,NA,NA
05,143,3.3073588721746545,2.492783244732883,2.427949040640161,2.801438421341605,2.7951970349364688,NA
05,145,2.92120973463241,2.4798349286033226,NA,NA,2.521623765704597,NA
05,147,3.1786524239218767,2.415656828328257,NA,NA,NA,NA
05,149,3.008578689347683,NA,NA,NA,2.718865222903879,NA
06,000,3.2982496936318126,2.4331386117023017,3.5508898029608744,2.587101045619258,2.6595711072644135,NA
06,001,3.6028552451376816,2.2575585398251232,3.7068463612809417,3.0184838370339557,2.5159298349098824,NA
06,003,NA,NA,NA,NA,NA,NA
06,005,2.97615183724473,NA,NA,NA,NA,NA
06,007,2.913031934291513,2.232545174100883,2.7791975296359954,2.206887164333418,2.459436533445059,NA
06,009,2.6999687020619776,NA,NA,NA,2.5437928445250195,NA
06,011,3.214809900352696,NA,NA,NA,2.7294800111194144,NA
06,013,3.4042146078720683,2.2346307326854733,3.5350720999996796,2.860637693851719,2.5331533198282936,NA
06,015,2.5124635020881017,NA,NA,2.04591632589445,2.325893829953738,NA
06,017,3.272771898960961,NA,3.631191360036686,NA,2.805780909004154,NA
06,019,3.3352138299188017,2.520202672292045,3.0826034445133006,2.609865396862145,2.7046332028417597,NA
06,021,2.943890511683844,NA,NA,NA,2.280432056474281,NA
06,023,2.9570210797330674,NA,2.529014479479153,2.116718524788269,2.4320525147707253,NA
06,025,3.251813832329643,2.9142500529722377,NA,NA,2.667969932415877,NA
06,027,3.218301230124938,NA,NA,2.8363545911692576,2.409646223466696,NA
06,029,2.9997006798554113,2.331651575610347,3.2971365199016036,2.6973990102502343,2.6546471740410293,NA
06,031,3.2467724727263105,2.357436873443061,3.211513169156703,2.6156783027548327,2.608417697106324,NA
06,033,2.6472159963018074,NA,NA,1.911536666231304,2.317800697046769,NA
06,035,2.559979637660774,NA,NA,NA,2.218750651715691,NA
06,037,3.466322199059063,2.4663055359004273,3.685567235369332,2.8545215524025798,2.7407529463539912,NA
06,039,2.8734462031961896,2.287043198235103,2.8554722071549867,2.5092048476010675,2.49402127682875,NA
06,041,3.6109976074007863,2.5244822300642773,3.5633783450775196,NA,2.572701705078429,NA
06,043,2.8687942548921126,NA,NA,NA,NA,NA
06,045,2.7757836674876564,NA,NA,2.2174066018178227,2.4134928735600365,NA
06,047,2.9880048082495168,2.6041196465303464,2.9834805936137268,NA,2.6178162665372287,NA
06,049,2.7425103111497995,NA,NA,NA,NA,NA
06,051,3.399382117758412,NA,NA,NA,2.6696882871672423,NA
06,053,3.2050283919520886,2.2696118045740414,3.0612715917737474,NA,2.48608261240809,NA
06,055,3.363518526882911,NA,3.5615910568424463,NA,2.5423112008313478,NA
06,057,3.1204488005226048,NA,NA,NA,2.819396695767286,NA
06,059,3.5106199984132442,2.876084696630699,3.798958110944965,2.7775256527138117,2.6723786672987786,NA
06,061,3.2992625379620484,2.9318378308985733,3.6873349385565644,3.0408164946960534,2.955041161116381,NA
06,063,2.8214236653201517,NA,NA,NA,2.406094362659872,NA
06,065,3.226856783173477,2.5447467348394714,3.4568786246425454,2.7340865075535636,2.7065468225375473,NA
06,067,3.0871279264921996,2.367654210851991,3.0839797427873754,2.68092206911959,2.609568939033572,NA
06,069,3.3149781730977095,NA,NA,NA,2.728805777086147,NA
06,071,3.106300150357412,2.3392150786181145,3.588454807683165,2.591121313392455,2.6730582972204244,NA
06,073,3.4693591897550564,2.65186662920909,3.6849817096821678,2.607242034286312,2.771119310090067,NA
06,075,NA,NA,NA,NA,NA,NA
06,077,3.1291017912281083,2.3066098753966044,3.0204346395243036,2.343770870362074,2.5609314196997617,NA
06,079,3.4004980282380686,3.0733335597297913,3.381071393790614,NA,2.663352791830469,NA
06,081,3.6649340610784193,2.5857120291539992,3.4422912249736783,NA,2.599268768783485,NA
06,083,3.5029708743636054,2.4940261708748777,3.445871092373528,NA,2.52853223028001,NA
06,085,3.665273856637876,2.828699184182396,3.8154945693077043,2.8791597750590077,2.594120298355741,NA
06,087,3.3066506646491525,2.6533522597924515,NA,NA,2.3586441151811206,NA
06,089,2.943788277972817,2.1275716001941145,2.9701333761680413,2.536109796353412,2.6687389670430717,NA
06,091,NA,NA,NA,NA,NA,NA
06,093,2.696612408740948,NA,NA,2.1141931411920263,2.4109827002109556,NA
06,095,3.140269648142266,2.3467190219064324,3.138538762016676,NA,2.553428457359127,NA
06,097,3.2657417642770343,2.8248078448137157,3.2865713465506046,2.5202228277677072,2.584346672749044,NA
06,099,2.985289514607691,2.4976974060681645,2.990018387258715,2.6422244024213475,2.5108729732076163,NA
06,101,2.9715282388865907,NA,3.314345296604139,NA,2.6259180682857837,NA
06,103,2.819785169753521,NA,NA,2.915683687260993,2.536598020040914,NA
06,105,3.1456731287400768,NA,NA,NA,NA,NA
06,107,3.0271895442623045,2.29484815270643,2.9548561070664228,2.440810702120181,2.596089920829366,NA
06,109,2.9986485752114063,NA,NA,NA,2.663049592081018,NA
06,111,3.3067486983674654,2.84823340905913,3.7114759941713027,3.0586988745734223,2.5323452491874354,NA
06,113,3.357814814495367,2.688854937672459,3.1707267895265625,NA,2.536419960076182,NA
06,115,2.9120675664813374,NA,2.5361414885380076,NA,2.464946304992107,NA
08,000,3.4162734839880686,2.7107687544148353,3.4039408521403005,2.726995391816515,2.7734176585474026,NA
08,001,3.2686440984401304,2.3901185128436606,3.154555723116396,2.867906037136791,2.6512590394596507,NA
08,003,3.225933758012064,NA,NA,NA,2.8705255910904937,NA
08,005,3.530970712475838,2.7505853826369027,3.429553021185135,2.9767243342046146,2.655500185027347,NA
08,007,NA,NA,NA,NA,NA,NA
08,009,3.362274223253575,NA,NA,NA,NA,NA
08,011,3.180296102704959,NA,NA,NA,NA,NA
08,013,3.681515692904247,NA,NA,NA,2.7009564637863837,NA
08,014,3.6783311671981043,NA,3.3310240636105846,NA,2.9340918309927697,NA
08,015,3.131790662477661,NA,NA,NA,3.1391540802656404,NA
08,017,NA,NA,NA,NA,NA,NA
08,019,NA,NA,NA,NA,NA,NA
08,021,NA,NA,NA,NA,3.099149186693667,NA
08,023,NA,NA,NA,NA,2.59780789259499,NA
08,025,NA,NA,NA,NA,2.8781658270956623,NA
08,027,2.9771661912653333,NA,NA,NA,NA,NA
08,029,NA,NA,NA,NA,2.8645746440679445,NA
08,031,3.7193859582915474,2.64482925321233,3.175474004068215,2.6623179619642423,2.8797313225788757,NA
08,033,NA,NA,NA,NA,NA,NA
08,035,3.4775769232716742,2.8676863464270577,3.690086402115607,3.3390586816536745,3.037884454901809,NA
08,037,3.519035995193149,NA,NA,NA,2.5750025187909946,NA
08,039,NA,NA,NA,NA,NA,NA
08,041,3.3506185034189353,2.766097316774605,NA,2.9262699748311753,2.945366954620661,NA
08,043,3.1420579932675397,NA,NA,NA,2.832898577119615,NA
08,045,3.2810242894478474,NA,NA,NA,2.5659538359879903,NA
08,047,3.21473091708793,NA,NA,NA,NA,NA
08,049,3.3610496330166266,NA,NA,NA,NA,NA
08,051,3.082799781030414,NA,NA,NA,NA,NA
08,053,NA,NA,NA,NA,NA,NA
08,055,NA,NA,NA,NA,NA,NA
08,057,NA,NA,NA,NA,NA,NA
08,059,3.4893686809700264,2.748616981610852,3.5354980906599813,2.896984199001614,2.840332416538559,NA
08,061,NA,NA,NA,NA,NA,NA
08,063,3.4861854048268577,NA,NA,NA,NA,NA
08,065,3.0529618925649924,NA,NA,NA,2.5980372380061514,NA
08,067,3.1280457102566146,NA,NA,2.4032776183448483,2.5606765281434702,NA
08,069,3.5437070238250787,2.859450781346575,NA,2.56398381520639,2.813969985202206,NA
08,071,3.027059382203097,NA,NA,NA,2.9728824377589538,NA
08,073,3.220293612044174,NA,NA,NA,NA,NA
08,075,NA,NA,NA,NA,NA,NA
08,077,3.108298363811965,NA,3.5582034206421134,NA,2.692110543874442,NA
08,079,NA,NA,NA,NA,NA,NA
08,081,3.1301026836166344,NA,NA,NA,2.656252782961976,NA
08,083,NA,NA,NA,NA,NA,NA
08,085,3.052794050323012,NA,NA,NA,2.419432802750012,NA
08,087,2.9027585933481803,NA,NA,NA,2.681265187069207,NA
08,089,3.132848210624248,NA,NA,NA,2.8996003436048534,NA
08,091,3.9306866297879717,NA,NA,NA,NA,NA
08,093,3.3846914770929253,NA,NA,NA,NA,NA
08,095,NA,NA,NA,NA,NA,NA
08,097,3.208246405285667,NA,NA,NA,NA,NA
08,099,NA,NA,NA,NA,2.809602241899419,NA
08,101,3.1448823733257316,2.553758173176665,NA,NA,2.809359843223562,NA
08,103,NA,NA,NA,NA,NA,NA
08,105,2.9332610906006793,NA,NA,NA,2.4772907047993407,NA
08,107,3.6279225058833062,NA,NA,NA,2.6760581123527953,NA
08,109,2.8061219561128907,NA,NA,NA,2.9774834657339664,NA
08,111,NA,NA,NA,NA,NA,NA
08,113,3.7127553243677625,NA,NA,NA,NA,NA
08,115,NA,NA,NA,NA,NA,NA
08,117,3.4533348889662716,NA,NA,NA,2.5342962331623142,NA
08,119,3.189980150821936,NA,NA,NA,NA,NA
08,121,3.121477464272092,NA,NA,NA,NA,NA
08,123,3.3093709620939347,NA,2.718196952091814,NA,2.7368185528616658,NA
08,125,3.3249132372302594,NA,NA,NA,2.772426459202576,NA
09,000,3.432924093049667,2.6055140646034105,3.678290815940461,2.830328816876234,2.6641068864060573,A
09,001,3.5902006357046883,2.6377740468241084,3.909348857672419,2.7823001191781747,2.759065083041374,A
09,003,3.419047221779993,2.5848645044026384,3.7016498513896385,NA,2.440013733504686,A
09,005,3.240938466080755,2.5683521596182035,3.064892868773269,NA,2.7613987831894704,A
09,007,3.3982201051345786,2.640838769940058,3.3496120510919765,NA,2.9149900220353357,A
09,009,3.3880841955100927,2.593964694096385,NA,NA,2.736504348830295,A
09,011,3.3978723390482424,2.592974132428922,NA,2.6542387755203283,2.696339699244974,A
09,013,3.375621008275543,2.6729893718425055,3.6802116866047494,NA,3.0330806153567758,A
09,015,3.1952671010087923,2.9545039285693244,2.9884638299695374,NA,2.57777100644395,A
09,110,NA,NA,NA,NA,NA,U
09,120,NA,NA,NA,NA,NA,U
09,130,NA,NA,NA,NA,NA,U
09,140,NA,NA,NA,NA,NA,U
09,150,NA,NA,NA,NA,NA,U
09,160,NA,NA,NA,NA,NA,U
09,170,NA,NA,NA,NA,NA,U
09,180,NA,NA,NA,NA,NA,U
09,190,NA,NA,NA,NA,NA,U
10,000,3.3474653866334703,2.5839729938251152,3.7014572647309683,2.927969052915649,2.681660734851838,NA
10,001,3.441743227814898,2.8402936528278984,3.325164901418203,NA,3.142586199407932,NA
10,003,3.3508378643544963,2.498585521997246,3.695256787113514,NA,2.565707766354171,NA
10,005,3.2829433399224732,2.658325997544708,NA,NA,2.7634066964613098,NA
11,000,4.0102045343678085,2.678767093289371,3.695307215341798,NA,2.8834235454637525,NA
11,001,4.008727203924154,2.678664179799974,3.7099813358844562,NA,2.8880476272583953,NA
12,000,3.4594582932578364,2.7878768402959,3.723265508227566,2.996781632950364,3.0633941269438423,NA
12,001,3.6694163603081043,2.643566084487937,4.000542670033462,NA,3.13411504254419,NA
12,003,3.5508961390028304,2.995757627921538,NA,NA,NA,NA
12,005,3.3717997677055838,2.7492613027334074,3.4123882408258597,NA,2.9852664906193156,NA
12,007,3.3872180294125434,2.9933453878125955,NA,NA,NA,NA
12,009,3.4544323650954407,2.801423811392305,3.689472466486997,NA,3.0279986011665003,NA
12,011,3.5761463519595202,2.922522442236225,3.842378665916091,2.83356472215807,3.2705914385847805,NA
12,013,3.402211081613146,NA,NA,NA,NA,NA
12,015,3.4929496857732434,3.107630785302089,3.4047103298926222,NA,3.2642841704052405,NA
12,017,3.2950621472524007,3.035499435121044,3.535487035599851,NA,2.9611520163869693,NA
12,019,3.4411267690577905,3.113998205403541,3.7133256574113216,NA,3.3251476845781323,NA
12,021,3.6977891412558184,2.8821072301956216,3.7165095237704344,NA,3.0582324153988076,NA
12,023,3.539967336181495,3.053917569672338,NA,NA,3.151446453169566,NA
12,027,2.8791370754115695,2.636309493174403,NA,NA,2.522408081007563,NA
12,029,3.254600550811817,NA,NA,NA,NA,NA
12,031,3.403542600771959,2.7045837374401946,3.535816948190096,3.125228787595199,2.853781164640646,NA
12,033,3.462755229259863,2.7158808121125437,3.3563614914016004,NA,3.1474418180040677,NA
12,035,3.4789142209839654,3.037424374948137,3.140148852148008,NA,3.310211184645742,NA
12,037,2.9216633559661447,NA,NA,NA,NA,NA
12,039,NA,2.772842602767843,NA,NA,2.877202933454026,NA
12,041,3.386493716721499,NA,NA,NA,NA,NA
12,043,3.4011684045286588,NA,NA,NA,2.9921413416767804,NA
12,045,3.0401325153291103,NA,NA,NA,NA,NA
12,047,3.0772596041720184,2.654055739553206,NA,NA,3.0349004819595233,NA
12,049,3.500502593200622,NA,NA,NA,3.093133737710634,NA
12,051,3.229192056196512,2.9355152254931274,NA,2.076372908677565,2.8674588569430033,NA
12,053,3.255395804314701,2.742606221641638,3.656306443300056,NA,3.0841682669180326,NA
12,055,3.2341308183067285,2.5529447439913584,NA,NA,2.929145625080467,NA
12,057,3.4499925714052275,2.6069578789042884,3.8089569599360966,3.132889932737722,2.878012807767977,NA
12,059,3.2240818048006687,NA,NA,NA,NA,NA
12,061,3.4279856337633383,2.7777881184543536,3.4225182667911245,NA,3.0131056455519207,NA
12,063,3.4120026662257277,2.9072144056936997,NA,NA,2.9635563552987976,NA
12,065,NA,2.760494228386955,NA,NA,NA,NA
12,067,3.3460376182039027,NA,NA,NA,NA,NA
12,069,3.3938171233439993,2.7479618737882117,3.407698052573947,3.1337301686318546,3.0493715171152362,NA
12,071,3.504656127499085,2.8832730316173905,3.737067137348502,NA,2.948712327840173,NA
12,073,3.7439880934092864,2.845242273160304,4.044287893552384,NA,3.1519200068992017,NA
12,075,3.1335084036992273,2.700485475704786,NA,NA,2.7328773079306865,NA
12,077,3.390550261728336,NA,NA,NA,NA,NA
12,079,3.345842659367569,2.560935935985026,NA,NA,NA,NA
12,081,3.4780143396751257,2.615157932002255,3.7392826507912593,NA,2.6638478197210835,NA
12,083,3.0131744323236043,2.489662802382982,3.334588306250053,NA,2.7236327515187044,NA
12,085,3.4206656836113165,2.570184852562889,NA,NA,2.708120932767959,NA
12,086,3.748520852136776,2.8354504589232414,3.745828028360237,NA,3.2901347857975334,NA
12,087,3.573694786351071,2.965278229329468,NA,NA,3.205679726432797,NA
12,089,3.564053025617321,3.1725316712435117,NA,NA,3.3026158278320583,NA
12,091,3.486982972033393,3.0515823711365178,3.795319024565092,NA,3.119863931665614,NA
12,093,3.3517276154076976,2.908828840518748,NA,NA,3.0171579148991508,NA
12,095,3.6322185999930867,2.769918554519442,3.778543842011141,3.1379373681512015,2.954936839104669,NA
12,097,3.3917202154946864,2.9327522193468205,3.424811261292702,NA,2.855325895717121,NA
12,099,3.554284537553235,2.7845022755748805,3.768091010047474,2.767081281612754,2.92141406249523,NA
12,101,3.2840301153389664,2.9381119308924757,3.677790416150914,NA,3.0270569204564555,NA
12,103,3.3698272951257233,2.6271488058185573,3.3896155285496166,NA,2.982259486442716,NA
12,105,3.3551837300285365,2.7810976707370068,3.5626032711914366,NA,2.8766656417715275,NA
12,107,3.1110954104830446,2.48206719752679,NA,NA,2.596652154397083,NA
