statecode,countycode,v058_numerator,v058_denominator,v058_rawvalue,v058_cilow,v058_cihigh,v058_flag_CT
17,155,5637,5637,1,,,
17,157,23825,30163,0.7898750124324504,,,
17,159,7171,15813,0.45348763675456905,,,
17,161,16701,144672,0.11544044459190445,,,
17,163,36437,257400,0.14155788655788656,,,
17,165,15485,23768,0.6515062268596432,,,
17,167,37078,196343,0.1888429941479961,,,
17,169,6902,6902,1,,,
17,171,4949,4949,1,,,
17,173,16066,20990,0.7654121010004764,,,
17,175,5400,5400,1,,,
17,177,20495,44630,0.4592202554335649,,,
17,179,28662,131343,0.21822251661679723,,,
17,181,11176,17244,0.6481094873579216,,,
17,183,29332,74188,0.3953739149188548,,,
17,185,4398,11361,0.3871138104040137,,,
17,187,7646,16835,0.4541728541728542,,,
17,189,13667,13761,0.9931691010827701,,,
17,191,11413,16179,0.705420606959639,,,
17,193,8810,13877,0.6348634431072998,,,
17,195,24254,55691,0.43551022606884415,,,
17,197,33946,696355,0.04874812416080878,,,
17,199,27556,67153,0.4103465221211264,,,
17,201,27662,285350,0.09694059926406168,,,
17,203,26989,38467,0.7016143707593522,,,
18,000,1955842,6785528,0.28823726023973373,,,
18,001,25368,35809,0.7084252562205032,,,
18,003,49790,385410,0.12918709945253107,,,
18,005,25233,82208,0.3069409303230829,,,
18,007,8719,8719,1,,,
18,009,5977,12112,0.4934775429326288,,,
18,011,19255,70812,0.27191718917697566,,,
18,013,15475,15475,1,,,
18,015,19203,20306,0.9456810794838963,,,
18,017,17496,37870,0.46200158436757327,,,
18,019,25830,121093,0.21330712757962889,,,
18,021,15879,26466,0.5999773294037634,,,
18,023,16415,33190,0.49457667972280805,,,
18,025,10526,10526,1,,,
18,027,20461,33381,0.6129534765285641,,,
18,029,30514,50679,0.6021034353479745,,,
18,031,13943,26472,0.5267074644907828,,,
18,033,22919,43265,0.5297353519010748,,,
18,035,25804,111903,0.2305925667765833,,,
18,037,20771,43637,0.47599514173751634,,,
18,039,48154,207047,0.2325752123913894,,,
18,041,8997,23398,0.38452004444824345,,,
18,043,27406,80484,0.34051488494607624,,,
18,045,16479,16479,1,,,
18,047,20247,22785,0.8886109282422646,,,
18,049,13147,20480,0.641943359375,,,
18,051,24668,33011,0.7472660628275424,,,
18,053,25713,66674,0.3856525782163962,,,
18,055,25505,30803,0.828003765866961,,,
18,057,19947,347467,0.05740689043851646,,,
18,059,22096,79840,0.27675350701402807,,,
18,061,33958,39654,0.8563574923084682,,,
18,063,26639,174788,0.15240748792823305,,,
18,065,30359,48914,0.6206607515230813,,,
18,067,21467,83658,0.25660426976499556,,,
18,069,19107,36662,0.521166330260215,,,
18,071,22181,46428,0.4777504953907125,,,
18,073,27409,32918,0.8326447536302327,,,
18,075,14114,20478,0.689227463619494,,,
18,077,15700,33147,0.47364769059040035,,,
18,079,20677,27613,0.7488139644370405,,,
18,081,20600,161765,0.12734522300868545,,,
18,083,16482,36282,0.45427484703158594,,,
18,085,38807,80240,0.48363659022931205,,,
18,087,40446,40446,1,,,
18,089,22625,498700,0.045367956687387204,,,
18,091,41056,112417,0.36521166727452253,,,
18,093,30579,45011,0.6793672657794761,,,
18,095,32041,130129,0.24622489990701535,,,
18,097,8594,977203,0.008794487941604763,,,
18,099,33816,46095,0.7336153595834689,,,
18,101,9812,9812,1,,,
18,103,16384,35962,0.4555920137923364,,,
18,105,29615,139718,0.21196266765914198,,,
18,107,20073,37936,0.5291280050611556,,,
18,109,38833,71780,0.5410002786291446,,,
18,111,13830,13830,1,,,
18,113,36870,47457,0.7769138377899993,,,
18,115,5940,5940,1,,,
18,117,19867,19867,1,,,
18,119,21321,21321,1,,,
18,121,16055,16156,0.9937484525872741,,,
18,123,10409,19170,0.5429838288993218,,,
18,125,12250,12250,1,,,
18,127,40843,173215,0.23579366683023986,,,
18,129,17759,25222,0.7041075251764333,,,
18,131,12514,12514,1,,,
18,133,26536,36726,0.722539889996188,,,
18,135,16310,24502,0.6656599461268468,,,
18,137,23592,28995,0.8136575271598552,,,
18,139,10283,16752,0.6138371537726839,,,
18,141,27344,272912,0.10019346895702644,,,
18,143,16806,24384,0.6892224409448819,,,
18,145,23695,45055,0.5259127732771057,,,
18,147,19810,19810,1,,,
18,149,23371,23371,1,,,
18,151,21749,34435,0.631595760127777,,,
18,153,15943,20817,0.7658644377191718,,,
18,155,9737,9737,1,,,
18,157,29151,186251,0.15651459589478714,,,
18,159,9452,15359,0.6154046487401523,,,
18,161,7087,7087,1,,,
18,163,14333,180136,0.0795676599902296,,,
18,165,9056,15439,0.5865664874668048,,,
18,167,26291,106153,0.24767081476736408,,,
18,169,15534,30976,0.5014850206611571,,,
18,171,8440,8440,1,,,
18,173,17087,63898,0.2674105605809258,,,
18,175,21565,28182,0.7652047406145767,,,
18,177,25090,66553,0.376992772677415,,,
18,179,17834,28180,0.632860184528034,,,
18,181,15156,24688,0.6139014906027219,,,
18,183,23621,34191,0.6908543183878798,,,
19,000,1175538,3190369,0.36846458826549533,,,
19,001,7496,7496,1,,,
19,003,3704,3704,1,,,
19,005,14061,14061,1,,,
19,007,7048,12317,0.5722172606965982,,,
19,009,5674,5674,1,,,
19,011,20795,25575,0.8130987292277615,,,
19,013,17005,131144,0.12966662599890197,,,
19,015,14204,26715,0.5316863185476324,,,
19,017,15829,24988,0.63346406275012,,,
19,019,13794,20565,0.6707512764405543,,,
19,021,8963,20823,0.43043749699851125,,,
19,023,14334,14334,1,,,
19,025,9927,9927,1,,,
19,027,10610,20760,0.5110789980732178,,,
19,029,6519,13127,0.49661004037480005,,,
19,031,18505,18505,1,,,
19,033,8767,43127,0.2032833259906787,,,
19,035,6953,11658,0.5964144793275005,,,
19,037,12012,12012,1,,,
19,039,4465,9748,0.4580426754205991,,,
19,041,5417,16384,0.33062744140625,,,
19,043,16885,17043,0.9907293316904301,,,
19,045,14007,46460,0.3014851485148515,,,
19,047,8383,16525,0.5072919818456884,,,
19,049,21280,99678,0.21348742952306426,,,
19,051,9110,9110,1,,,
19,053,7645,7645,1,,,
19,055,12575,17488,0.7190645013723697,,,
19,057,10497,38910,0.2697764070932922,,,
19,059,4747,17703,0.2681466418121222,,,
19,061,31492,99266,0.3172486047589306,,,
19,063,3614,9388,0.3849595227950575,,,
19,065,13638,19509,0.6990619713978163,,,
19,067,8372,15627,0.5357394253535548,,,
19,069,10019,10019,1,,,
19,071,6596,6605,0.9986373959121877,,,
19,073,8771,8771,1,,,
19,075,12329,12329,1,,,
19,077,10623,10623,1,,,
19,079,7433,15039,0.4942482877850921,,,
19,081,10795,10795,1,,,
19,083,11820,16878,0.7003199431212229,,,
19,085,14582,14582,1,,,
19,087,11198,20482,0.5467239527389903,,,
19,089,9469,9469,1,,,
19,091,4258,9597,0.44368031676565595,,,
19,093,7005,7005,1,,,
19,095,16662,16662,1,,,
19,097,13387,19485,0.6870413138311522,,,
19,099,21870,37813,0.5783725173881998,,,
19,101,6452,15663,0.4119261954925621,,,
19,103,25458,152854,0.16655108796629464,,,
19,105,15235,20646,0.7379153346895282,,,
19,107,10033,10033,1,,,
19,109,9385,14828,0.6329241974642568,,,
19,111,13740,33555,0.40947697809566386,,,
19,113,31532,230299,0.13691765921693103,,,
19,115,10837,10837,1,,,
19,117,8634,8634,1,,,
19,119,11934,11934,1,,,
19,121,11471,16548,0.6931955523326082,,,
19,123,9649,22190,0.4348355114916629,,,
19,125,15693,33414,0.46965343867839826,,,
19,127,12724,40105,0.31726717366911855,,,
19,129,9475,14484,0.654170118751726,,,
19,131,10565,10565,1,,,
19,133,8751,8751,1,,,
19,135,7577,7577,1,,,
19,137,4814,10330,0.4660212971926428,,,
19,139,18091,43235,0.41843413900774834,,,
19,141,9051,14182,0.638203356367226,,,
19,143,6192,6192,1,,,
19,145,5135,15211,0.3375846426927881,,,
19,147,8996,8996,1,,,
19,149,15560,25698,0.6054945910187564,,,
19,151,7078,7078,1,,,
19,153,22027,492401,0.04473386528459528,,,
19,155,25220,93667,0.2692517108480041,,,
19,157,9176,18662,0.49169435215946844,,,
19,159,4663,4663,1,,,
19,161,9814,9814,1,,,
19,163,23192,174669,0.13277685221762306,,,
19,165,7033,11746,0.5987570236676315,,,
19,167,20307,35872,0.5660961195361285,,,
19,169,25468,98537,0.2584612886529933,,,
19,171,11872,17135,0.692850889991246,,,
19,173,5896,5896,1,,,
19,175,4631,12138,0.38152908222112375,,,
19,177,7203,7203,1,,,
19,179,10418,35437,0.29398651127352765,,,
19,181,24668,52403,0.4707364082209034,,,
19,183,15719,22565,0.6966097939286505,,,
19,185,6497,6497,1,,,
19,187,12300,36999,0.3324414173356037,,,
19,189,10679,10679,1,,,
19,191,12077,20070,0.6017438963627304,,,
19,193,17086,105941,0.16127844743772476,,,
19,195,7443,7443,1,,,
19,197,12943,12943,1,,,
20,000,813821,2937880,0.27700961237354826,,,
20,001,6681,12526,0.533370589174517,,,
20,003,7836,7836,1,,,
20,005,5441,16348,0.3328235869831172,,,
20,007,4228,4228,1,,,
20,009,10727,25493,0.42078217549915664,,,
20,011,6921,14360,0.48196378830083564,,,
20,013,9508,9508,1,,,
20,015,31063,67380,0.4610121697833185,,,
20,017,2572,2572,1,,,
20,019,3379,3379,1,,,
20,021,19362,19362,1,,,
20,023,2616,2616,1,,,
20,025,1991,1991,1,,,
20,027,3986,8117,0.4910681286189479,,,
20,029,4001,9032,0.4429805137289637,,,
20,031,8360,8360,1,,,
20,033,1689,1689,1,,,
20,035,11054,34549,0.3199513734116762,,,
20,037,15852,38972,0.4067535666632454,,,
20,039,2764,2764,1,,,
20,041,11797,18402,0.641071622649712,,,
20,043,5383,7510,0.7167776298268975,,,
20,045,17387,118785,0.146373700383045,,,
20,047,2907,2907,1,,,
20,049,2483,2483,1,,,
20,051,7054,28934,0.2437962258934126,,,
20,053,6376,6376,1,,,
20,055,7494,38470,0.19480114374837534,,,
20,057,6585,34287,0.19205529792632775,,,
20,059,13535,25996,0.5206570241575627,,,
20,061,4270,36739,0.1162252647050818,,,
20,063,2718,2718,1,,,
20,065,2415,2415,1,,,
20,067,1487,7352,0.20225788900979325,,,
20,069,5653,5653,1,,,
20,071,1284,1284,1,,,
20,073,6016,6016,1,,,
20,075,2518,2518,1,,,
20,077,5485,5485,1,,,
20,079,13646,34024,0.40106983305901717,,,
20,081,3780,3780,1,,,
20,083,1723,1723,1,,,
20,085,13232,13232,1,,,
20,087,18208,18368,0.9912891986062717,,,
20,089,2932,2932,1,,,
20,091,24622,609863,0.040373001805323494,,,
20,093,3983,3983,1,,,
20,095,7470,7470,1,,,
20,097,2460,2460,1,,,
20,099,10751,20184,0.53264962346413,,,
20,101,1574,1574,1,,,
20,103,27183,81881,0.33198177843455745,,,
20,105,2939,2939,1,,,
20,107,9591,9591,1,,,
20,109,2762,2762,1,,,
20,111,8097,32179,0.2516237297616458,,,
20,113,16184,30223,0.5354862191046554,,,
20,115,11823,11823,1,,,
20,117,10038,10038,1,,,
20,119,4055,4055,1,,,
20,121,25774,34191,0.7538241057588254,,,
20,123,5796,5796,1,,,
20,125,14293,31486,0.45394778631772853,,,
20,127,5386,5386,1,,,
20,129,2701,2701,1,,,
20,131,10273,10273,1,,,
20,133,7194,15904,0.45233903420523136,,,
20,135,2687,2687,1,,,
20,137,5459,5459,1,,,
20,139,15766,15766,1,,,
20,141,3500,3500,1,,,
20,143,5735,5735,1,,,
20,145,2519,6253,0.40284663361586437,,,
20,147,4981,4981,1,,,
20,149,16613,25348,0.6553968754931355,,,
20,151,2568,9157,0.2804411925303047,,,
20,153,2561,2561,1,,,
20,155,19423,61898,0.3137904294161362,,,
20,157,4674,4674,1,,,
20,159,9427,9427,1,,,
20,161,7087,71959,0.09848663822454454,,,
20,163,4919,4919,1,,,
20,165,2956,2956,1,,,
20,167,2625,6691,0.3923180391570767,,,
20,169,7756,54303,0.14282820470323923,,,
20,171,5151,5151,1,,,
20,173,38867,523824,0.07419858578453832,,,
20,175,2121,21964,0.09656710981606265,,,
20,177,30113,178909,0.16831461804604575,,,
20,179,2447,2447,1,,,
20,181,1488,5927,0.25105449637253247,,,
20,183,3570,3570,1,,,
20,185,4072,4072,1,,,
20,187,2084,2084,1,,,
20,189,5250,5250,1,,,
20,191,14022,22382,0.6264855687606112,,,
20,193,2463,7930,0.31059268600252204,,,
20,195,2808,2808,1,,,
20,197,6877,6877,1,,,
20,199,1512,1512,1,,,
20,201,5530,5530,1,,,
20,203,2152,2152,1,,,
20,205,8624,8624,1,,,
20,207,3115,3115,1,,,
20,209,8951,169245,0.05288782534195988,,,
21,000,1860980,4505836,0.41301547592943905,,,
21,001,13885,18903,0.734539491086071,,,
21,003,15951,20588,0.7747717116767049,,,
21,005,10309,23852,0.4322069428140198,,,
21,007,7728,7728,1,,,
21,009,27626,44485,0.6210183207822861,,,
21,011,12750,12750,1,,,
21,013,14282,24097,0.5926878864588953,,,
21,015,15590,135968,0.11465933160743705,,,
21,017,8983,20252,0.4435611297649615,,,
21,019,11482,48261,0.23791467230268748,,,
21,021,10826,30614,0.35362905860064026,,,
21,023,8400,8400,1,,,
21,025,13718,13718,1,,,
21,027,20432,20432,1,,,
21,029,24215,82217,0.2945254631037377,,,
21,031,12371,12371,1,,,
21,033,6591,12649,0.5210688591983555,,,
21,035,18145,37103,0.4890440126135353,,,
21,037,15926,93076,0.1711074820576733,,,
21,039,4826,4826,1,,,
21,041,5339,10810,0.4938945420906568,,,
21,043,21209,26627,0.796522326961355,,,
21,045,15941,15941,1,,,
21,047,21150,72748,0.2907296420520152,,,
21,049,10719,36972,0.28992210321324247,,,
21,051,20345,20345,1,,,
21,053,9253,9253,1,,,
21,055,8990,8990,1,,,
21,057,5888,5888,1,,,
21,059,26879,103312,0.2601730679882298,,,
21,061,12126,12126,1,,,
21,063,7354,7354,1,,,
21,065,10134,14163,0.7155263715314552,,,
21,067,9443,322570,0.029274266050779676,,,
21,069,15082,15082,1,,,
21,071,28112,35942,0.7821490178621112,,,
21,073,13705,51541,0.2659048136435071,,,
21,075,4182,6515,0.641903300076746,,,
21,077,8690,8690,1,,,
21,079,16953,16953,1,,,
21,081,24941,24941,1,,,
21,083,24393,36649,0.6655843269939152,,,
21,085,19932,26420,0.7544284632853898,,,
21,087,11107,11107,1,,,
21,089,15350,35962,0.42683944163283466,,,
21,091,8315,9095,0.914238592633315,,,
21,093,37082,110702,0.33497136456432586,,,
21,095,20684,26831,0.7708993328612426,,,
21,097,12299,18692,0.6579820243954633,,,
21,099,17036,19288,0.8832434674408959,,,
21,101,16363,44793,0.36530261424776195,,,
21,103,15678,15678,1,,,
21,105,4521,4521,1,,,
21,107,24095,45423,0.5304581379477358,,,
21,109,12955,12955,1,,,
21,111,12784,782969,0.016327594068219816,,,
21,113,13106,52991,0.24732501745579438,,,
21,115,16739,22680,0.7380511463844798,,,
21,117,11361,169064,0.0671994037760848,,,
21,119,14251,14251,1,,,
21,121,18734,30193,0.6204749445235651,,,
21,123,14867,14867,1,,,
21,125,38189,62613,0.6099212623576573,,,
21,127,12386,16293,0.7602037684895354,,,
21,129,7395,7395,1,,,
21,131,10513,10513,1,,,
21,133,21548,21548,1,,,
21,135,13080,13080,1,,,
21,137,24249,24275,0.998928939237899,,,
21,139,8474,8888,0.9534203420342034,,,
21,141,20791,27432,0.7579104695246428,,,
21,143,8680,8680,1,,,
21,145,18207,67875,0.26824309392265194,,,
21,147,16888,16888,1,,,
21,149,9152,9152,1,,,
21,151,33544,92701,0.3618515442120365,,,
21,153,11637,11637,1,,,
21,155,13372,19581,0.6829068995454778,,,
21,157,26968,31659,0.851827284500458,,,
21,159,11287,11287,1,,,
21,161,9157,17120,0.5348714953271028,,,
21,163,27182,30003,0.9059760690597607,,,
21,165,6113,6113,1,,,
21,167,12850,22641,0.5675544366414911,,,
21,169,10286,10286,1,,,
21,171,11338,11338,1,,,
21,173,14194,28114,0.5048730170022053,,,
21,175,13726,13726,1,,,
21,177,19645,30928,0.6351849456802897,,,
21,179,29056,46738,0.6216782917540331,,,
21,181,7537,7537,1,,,
21,183,18114,23772,0.7619888944977284,,,
21,185,17012,67607,0.25163074829529486,,,
21,187,11278,11278,1,,,
21,189,4051,4051,1,,,
21,191,14644,14644,1,,,
21,193,20665,28473,0.7257752958943561,,,
21,195,49742,58669,0.8478412790400381,,,
21,197,13129,13129,1,,,
21,199,34202,65034,0.5259095242488544,,,
21,201,2193,2193,1,,,
21,203,16037,16037,1,,,
21,205,15287,24662,0.6198605141513259,,,
21,207,17991,17991,1,,,
21,209,18463,57155,0.3230338553057475,,,
21,211,24880,48065,0.5176323728284614,,,
21,213,7956,19594,0.40604266612228235,,,
21,215,19490,19490,1,,,
21,217,13234,26023,0.5085501287322753,,,
21,219,12243,12243,1,,,
21,221,14061,14061,1,,,
21,223,8474,8474,1,,,
21,225,13668,13668,1,,,
21,227,36740,134554,0.2730502251884002,,,
21,229,12027,12027,1,,,
21,231,12874,19555,0.6583482485297878,,,
21,233,13017,13017,1,,,
21,235,23371,36712,0.6366038352582262,,,
21,237,6562,6562,1,,,
21,239,10008,26871,0.3724461315172491,,,
22,000,1325520,4657757,0.28458333056018165,,,
22,001,35517,57576,0.6168716131721551,,,
22,003,16050,22750,0.7054945054945055,,,
22,005,13708,126500,0.10836363636363637,,,
22,007,13570,21039,0.6449926327296924,,,
22,009,33011,39693,0.8316579749578011,,,
22,011,26670,36549,0.7297053270951326,,,
22,013,12981,12981,1,,,
22,015,34977,128746,0.271674459789042,,,
22,017,37974,237848,0.15965658740035654,,,
22,019,54284,216785,0.2504047789284314,,,
22,021,9645,9645,1,,,
22,023,5617,5617,1,,,
22,025,8906,8906,1,,,
22,027,14170,14170,1,,,
22,029,6379,18687,0.34136030395462086,,,
22,031,21210,26812,0.791063702819633,,,
22,033,31327,456781,0.06858209951814984,,,
22,035,7459,7459,1,,,
22,037,19539,19539,1,,,
22,039,24253,32350,0.7497063369397218,,,
22,041,14632,19774,0.7399615656923233,,,
22,043,22169,22169,1,,,
22,045,22683,69929,0.3243718628895022,,,
22,047,17682,30241,0.5847028868092986,,,
22,049,9786,15031,0.6510544873927218,,,
22,051,6926,440781,0.015713018483101585,,,
22,053,22872,32250,0.7092093023255814,,,
22,055,21951,241753,0.09079928687544725,,,
22,057,22797,97557,0.2336787724099757,,,
22,059,14791,14791,1,,,
22,061,19557,48396,0.404103644929333,,,
22,063,55144,142282,0.3875683501778159,,,
22,065,2858,10017,0.2853149645602476,,,
22,067,13025,25629,0.5082133520621172,,,
22,069,18580,37515,0.4952685592429695,,,
22,071,1653,383997,0.004304721130633833,,,
22,073,40404,160368,0.2519455252918288,,,
22,075,7804,23515,0.33187327237933234,,,
22,077,13964,20758,0.6727044994700838,,,
22,079,51718,130023,0.39776039623758874,,,
22,081,7620,7620,1,,,
22,083,20043,20043,1,,,
22,085,22155,22155,1,,,
22,087,2353,43764,0.05376565213417421,,,
22,089,9343,52549,0.17779596186416488,,,
22,091,10920,10920,1,,,
22,093,10011,20192,0.495790412044374,,,
22,095,4982,42477,0.11728700237775737,,,
22,097,48860,82540,0.591955415556094,,,
22,099,27027,51767,0.5220893619487318,,,
22,101,9643,49406,0.19517872323199612,,,
22,103,60804,264570,0.22982197528064408,,,
22,105,61235,133157,0.4598706789729417,,,
22,107,4147,4147,1,,,
22,109,22686,109580,0.20702682971345135,,,
22,111,21107,21107,1,,,
22,113,32083,57359,0.5593368085217664,,,
22,115,28192,48750,0.5782974358974359,,,
22,117,34444,45463,0.7576270813628665,,,
22,119,18377,36967,0.49711905212757324,,,
22,121,7100,27199,0.26103900878708775,,,
22,123,9751,9751,1,,,
22,125,15310,15310,1,,,
22,127,9084,13755,0.6604143947655398,,,
23,000,836050,1362359,0.613678186146236,,,
23,001,50396,111139,0.45345018400381504,,,
23,003,57463,67105,0.8563147306460025,,,
23,005,114092,303069,0.37645552662924947,,,
23,007,29456,29456,1,,,
23,009,55478,55478,1,,,
23,011,76946,123642,0.6223289820611119,,,
23,013,26079,40607,0.6422291723101928,,,
23,015,32170,35237,0.9129608082413372,,,
23,017,47821,57777,0.8276822957232116,,,
23,019,86848,152199,0.5706213575647672,,,
23,021,16800,16800,1,,,
23,023,22528,36699,0.6138586882476362,,,
23,025,42844,50477,0.8487826138637399,,,
23,027,35853,39607,0.9052187744590603,,,
23,029,31095,31095,1,,,
23,031,110181,211972,0.5197903496688242,,,
24,000,888464,6177224,0.14382900798157877,,,
24,001,23827,68106,0.3498517017590227,,,
24,003,44016,588261,0.07482393019425052,,,
24,005,60921,854535,0.07129140409696502,,,
24,009,57424,92783,0.6189064807130616,,,
24,011,28284,33293,0.849547953023158,,,
24,013,73027,172891,0.42238751583367556,,,
24,015,50149,103725,0.4834803567124608,,,
24,017,47344,166617,0.284148676305539,,,
24,019,17553,32531,0.5395776336417571,,,
24,021,74834,271717,0.27541154951659264,,,
24,023,24258,28806,0.8421162257862945,,,
24,025,54608,260924,0.20928699544695006,,,
24,027,39471,332317,0.11877514541838065,,,
24,029,13367,19198,0.6962704448380039,,,
24,031,28457,1062061,0.026794129527400026,,,
24,033,23547,967201,0.024345508327638207,,,
24,035,29439,49874,0.5902674740345671,,,
24,037,64562,113777,0.5674433321321533,,,
24,039,14705,24620,0.5972786352558895,,,
24,041,19493,37526,0.5194531791291371,,,
24,043,49857,154705,0.3222714197989722,,,
24,045,27834,103588,0.26869907711317914,,,
24,047,21487,52460,0.40958825772016777,,,
24,510,0,585708,0,,,
25,000,613022,7029917,0.08720188303787939,,,
25,001,6397,228996,0.027934985763943473,,,
25,003,44755,129026,0.34686807310154544,,,
25,005,60491,579200,0.10443888121546961,,,
25,007,6536,20600,0.31728155339805825,,,
25,009,41743,809829,0.05154544971839734,,,
25,011,38962,71029,0.5485365132551493,,,
25,013,44381,465825,0.09527397627864541,,,
25,015,46334,162308,0.28546960100549573,,,
25,017,57736,1632002,0.03537740762572595,,,
25,019,2244,14255,0.1574184496667836,,,
25,021,14681,725981,0.020222292318944988,,,
25,023,66167,530819,0.12465077549974662,,,
25,025,36,797936,4.5116400312807045e-5,,,
25,027,182559,862111,0.21175811467432848,,,
26,000,2673073,10077331,0.265256048451718,,,
26,001,9446,10167,0.9290842923182846,,,
26,003,8842,8842,1,,,
26,005,81433,120502,0.6757813148329488,,,
26,007,13482,28907,0.466392223336908,,,
26,009,23431,23431,1,,,
26,011,13133,15002,0.8754166111185175,,,
26,013,8158,8158,1,,,
26,015,54382,62423,0.8711853002899572,,,
26,017,30055,103856,0.28939107995686336,,,
26,019,15367,17970,0.855147468002226,,,
26,021,46444,154316,0.3009668472485031,,,
26,023,31141,44862,0.6941509518077661,,,
26,025,43439,134310,0.32342342342342345,,,
26,027,38229,51589,0.7410300645486441,,,
26,029,18186,26054,0.6980118216012896,,,
26,031,20169,25579,0.7884983775753548,,,
26,033,18808,36785,0.5112953649585429,,,
26,035,27060,30856,0.876976925071299,,,
26,037,40608,79128,0.5131938125568699,,,
26,039,12967,12988,0.998383122882661,,,
26,041,15744,36903,0.4266319811397447,,,
26,043,9146,25947,0.3524877635179404,,,
26,045,41470,109175,0.37984886649874056,,,
26,047,21535,34112,0.6313027673545967,,,
26,049,73927,406211,0.1819916250421579,,,
26,051,25386,25386,1,,,
26,053,9215,14380,0.6408205841446454,,,
26,055,41117,95238,0.43172893172893173,,,
26,057,24344,41761,0.5829362323699145,,,
26,059,35104,45746,0.7673676387006514,,,
26,061,16891,37361,0.452102459784267,,,
26,063,31407,31407,1,,,
26,065,41503,284900,0.1456756756756757,,,
26,067,40762,66804,0.6101730435303275,,,
26,069,12556,25237,0.4975234774339264,,,
26,071,11631,11631,1,,,
26,073,33656,64394,0.5226573904401031,,,
26,075,75828,160366,0.47284337078931943,,,
26,077,56622,261670,0.21638705239423703,,,
26,079,17939,17939,1,,,
26,081,106517,657974,0.16188633593424664,,,
26,083,2046,2046,1,,,
26,085,12096,12096,1,,,
26,087,76168,88619,0.8594996558300139,,,
26,089,19532,22301,0.8758351643424062,,,
26,091,56533,99423,0.5686108848053267,,,
26,093,76602,193866,0.3951285939772833,,,
26,095,5339,5339,1,,,
26,097,8090,10834,0.7467232785674728,,,
26,099,28287,881217,0.03209992544401663,,,
26,101,16939,25032,0.6766938318951742,,,
26,103,30037,66017,0.45498886650408227,,,
26,105,17169,29052,0.5909748038000826,,,
26,107,29578,39714,0.7447751422672105,,,
26,109,14846,23502,0.6316909199217088,,,
26,111,36083,83494,0.43216279014060893,,,
26,113,15052,15052,1,,,
26,115,58396,154809,0.37721321111821665,,,
26,117,56349,66614,0.8459032635782268,,,
26,119,9153,9153,1,,,
26,121,45738,175824,0.26013513513513514,,,
26,123,44813,49978,0.8966545279923166,,,
26,125,70630,1274395,0.055422376892564705,,,
26,127,26659,26659,1,,,
26,129,20770,20770,1,,,
26,131,5816,5816,1,,,
26,133,22891,22891,1,,,
26,135,8219,8219,1,,,
26,137,16615,25091,0.6621896297477183,,,
26,139,62791,296200,0.21198852126941256,,,
26,141,12982,12982,1,,,
26,143,10292,23459,0.43872287821305256,,,
26,145,62009,190124,0.3261503019082283,,,
26,147,63361,160383,0.39506057375158216,,,
26,149,38830,60939,0.6371945716208012,,,
26,151,38030,40611,0.9364457905493585,,,
26,153,8047,8047,1,,,
26,155,40709,68094,0.5978353452580256,,,
26,157,47940,53323,0.8990491907807138,,,
26,159,58997,75587,0.7805178139097994,,,
26,161,64009,372258,0.17194795007763433,,,
26,163,16085,1793561,0.008968192327999995,,,
26,165,21465,33673,0.6374543402726219,,,
27,000,1604740,5706494,0.2812129479151297,,,
27,001,15697,15697,1,,,
27,003,57867,363887,0.15902464226531862,,,
27,005,24949,35183,0.7091208822442657,,,
27,007,31379,46228,0.6787877476853855,,,
27,009,18635,41379,0.4503492109524155,,,
27,011,5166,5166,1,,,
27,013,23203,69112,0.3357304086121079,,,
27,015,12477,25912,0.4815143562828033,,,
27,017,22994,36207,0.6350705664650482,,,
27,019,26357,106922,0.2465067993490582,,,
27,021,30066,30066,1,,,
27,023,7207,12598,0.5720749325289729,,,
27,025,37175,56621,0.6565585206902033,,,
27,027,16847,65318,0.25792277779478856,,,
27,029,8524,8524,1,,,
27,031,5600,5600,1,,,
27,033,11517,11517,1,,,
27,035,45436,66123,0.6871436565189117,,,
27,037,21911,439882,0.049811085700255976,,,
27,039,13218,20867,0.6334403603776297,,,
27,041,20049,39006,0.5139978464851561,,,
27,043,13921,13921,1,,,
27,045,21228,21228,1,,,
27,047,12903,30895,0.4176403948859039,,,
27,049,31838,47582,0.6691185742507672,,,
27,051,6074,6074,1,,,
27,053,30605,1281565,0.023880958047387373,,,
27,055,13382,18843,0.710184153266465,,,
27,057,21344,21344,1,,,
27,059,24386,41135,0.5928284915522062,,,
27,061,34666,45014,0.7701159639223353,,,
27,063,9989,9989,1,,,
27,065,16032,16032,1,,,
27,067,18788,43732,0.4296167566084332,,,
27,069,4207,4207,1,,,
27,071,5487,12062,0.45489968496103467,,,
27,073,6719,6719,1,,,
27,075,10905,10905,1,,,
27,077,3763,3763,1,,,
27,079,24595,28674,0.8577456929622654,,,
27,081,5640,5640,1,,,
27,083,11761,25269,0.4654319521943884,,,
27,085,16363,36771,0.44499741644230506,,,
27,087,5411,5411,1,,,
27,089,9040,9040,1,,,
27,091,11638,20025,0.5811735330836454,,,
27,093,16831,23400,0.7192735042735042,,,
27,095,21656,26459,0.8184738652254432,,,
27,097,24599,34010,0.7232872684504558,,,
27,099,14550,40029,0.363486472307577,,,
27,101,8179,8179,1,,,
27,103,8686,34454,0.25210425494862715,,,
27,105,8490,22290,0.38088829071332436,,,
27,107,6441,6441,1,,,
27,109,28284,162847,0.17368450140315755,,,
27,111,46815,60081,0.7791980825885055,,,
27,113,5100,13992,0.3644939965694683,,,
27,115,28876,28876,1,,,
