statecode,countycode,v135_denominator,v135_numerator,v135_rawvalue,v135_cilow,v135_cihigh,v135_sourceflag,v135_flag_CT
00,000,1657819843,1439157,86.8102168083411,86.66838526620211,86.95204835048008,,
01,000,25047358,24324,97.11203872280662,95.89161217686373,98.3324652687495,,
01,001,291210,210,72.1129082105697,62.35943187990409,81.8663845412353,,
01,003,1191757,1005,84.32927182303104,79.11550756254357,89.5430360835185,,
01,005,123530,119,96.33287460535902,79.02446713779163,113.64128207292642,,
01,007,110880,116,104.61760461760463,85.57914317824022,123.65606605696904,,
01,009,294074,301,102.35518951012331,90.79186562467983,113.91851339556679,,
01,011,50496,69,136.6444866920152,106.31756685053242,172.9323433441169,,
01,013,94868,118,124.38335371252687,101.94053868242987,146.82616874262388,,
01,015,575263,595,103.43095245131359,95.12005138568102,111.74185351694615,,
01,017,168827,180,106.61801726027235,91.04221515788498,122.19381936265972,,
01,019,128454,138,107.43145406137606,89.5069155931597,125.35599252959241,,
01,021,226414,217,95.84212990362786,83.09000197390345,108.59425783335227,,
01,023,62231,83,133.3740418762353,106.23167986663097,165.33719174891306,,
01,025,114525,112,97.79524121370879,79.68330907771544,115.90717334970215,,
01,027,68846,77,111.84382534933039,88.26539792354897,139.78559175569075,,
01,029,75965,94,123.74119660369908,99.99548265528891,151.4278861697259,,
01,031,270194,199,73.65078425131571,63.41769154009891,83.88387696253253,,
01,033,284520,263,92.4363840854773,81.26463570545317,103.60813246550143,,
01,035,57626,87,150.97351889771977,120.92359965262156,186.22527779565442,,
01,037,52197,65,124.52822959173899,96.10825857661223,158.72145107165466,,
01,039,187057,198,105.85008847570528,91.1061095453462,120.59406740606435,,
01,041,66662,70,105.00735051453601,81.85838124860561,132.6704701809711,,
01,043,440460,448,101.71184670571675,92.29319789368098,111.13049551775252,,
01,045,246888,218,88.29914779171122,76.57761689589714,100.0206786875253,,
01,047,183845,259,140.87954526911258,123.72204041378069,158.03705012444448,,
01,049,359551,377,104.85299721040965,94.26859717694089,115.43739724387842,,
01,051,432675,305,70.49170855723118,62.58047531628057,78.40294179818179,,
01,053,182837,250,136.73381208398737,119.78411313374748,153.68351103422728,,
01,055,514130,504,98.02968120903273,89.47116665659239,106.58819576147307,,
01,057,80776,96,118.84718233138557,96.26659925596027,145.1327510638414,,
01,059,158616,175,110.32934886770565,93.98272378043009,126.6759739549812,,
01,061,133154,128,96.1292939002959,79.47574338134031,112.7828444192515,,
01,063,38493,44,114.30649728522069,83.05527591547641,153.45113729848998,,
01,065,73558,72,97.88194350036706,76.58659247150324,123.2661084377742,,
01,067,87441,87,99.49565993069612,79.691944895209,122.72752894239981,,
01,069,536461,416,77.54524560033255,70.09338740624808,84.99710379441701,,
01,071,262339,253,96.44010231036941,84.55635323289704,108.32385138784178,,
01,073,3310039,4311,130.24015729119807,126.35228516842106,134.1280294139751,,
01,075,68624,73,106.37677780368385,83.38241274553967,133.75282726594418,,
01,077,472832,396,83.75067677314564,75.5017622465105,91.99959129978079,,
01,079,165587,159,96.02203071497158,81.09654766538421,110.94751376455895,,
01,081,872579,579,66.35502344200353,60.95008693667592,71.75995994733114,,
01,083,534214,325,60.83704283302197,54.22276419196294,67.451321474081,,
01,085,48826,67,137.2219719002171,106.34514341785228,174.26705367590296,,
01,087,91744,93,101.36902685734218,81.81788751662162,124.1839063321118,,
01,089,1963738,1574,80.1532587341081,76.19344378193428,84.11307368628194,,
01,091,94021,105,111.67717850267492,90.31596823977534,133.0383887655745,,
01,093,147058,101,68.68038461015382,55.28583537284817,82.07493384745948,,
01,095,492171,470,95.495264857133,86.86172337626346,104.12880633800253,,
01,097,2062050,2087,101.2099609611794,96.86767816303565,105.55224375932316,,
01,099,99473,103,103.54568576397617,83.54847298505048,123.54289854290185,,
01,101,1129900,1052,93.10558456500576,87.47927099905397,98.73189813095755,,
01,103,612574,596,97.29436770088185,89.48311583356849,105.10561956819521,,
01,105,41738,50,119.79491111217595,88.91409204432858,157.93465586356996,,
01,107,95909,95,99.05222658978825,80.13916635908012,121.08621049490198,,
01,109,165222,118,71.41906041568313,58.53273186212948,84.30538896923679,,
01,111,112896,108,95.66326530612244,77.62106939394664,113.70546121829824,,
01,113,292219,403,137.91026593068898,124.44545857600839,151.37507328536958,,
01,115,462483,498,107.67963362977666,98.22216369798113,117.13710356157219,,
01,117,1129147,752,66.59894592998077,61.83886313587654,71.35902872408501,,
01,119,60396,72,119.2131929266839,93.27698140636525,150.12928678167088,,
01,121,403323,421,104.38283956035238,94.41171525645227,114.35396386425249,,
01,123,203177,192,94.49888520846356,81.1319407892232,107.86582962770393,,
01,125,1121273,817,72.86361127040426,67.86722812039625,77.85999442041228,,
01,127,320549,451,140.6961182221751,127.71088016498985,153.68135627936036,,
01,129,77593,76,97.94697975332826,77.17107970622813,122.59525081300063,,
01,131,51028,89,174.41404718977816,140.06880172131133,214.63149328556173,,
01,133,118155,143,121.02746392450595,101.1906469836412,140.8642808653707,,
02,000,3662365,4275,116.72785208465021,113.22870252036331,120.2270016489371,,
02,013,,,,,,,
02,016,26655,21,78.78446820483961,48.76882755233984,120.43042856853643,,
02,020,1436436,1561,108.67174033510716,103.28071662368927,114.06276404652505,,
02,050,91861,201,218.8088525054158,188.55902299956966,249.05868201126196,,
02,060,,,,,,,
02,063,,,,,,,
02,066,,,,,,,
02,068,,,,,,,
02,070,23851,61,255.75447570332483,195.63190877104753,328.5273234448706,,
02,090,478289,498,104.1211485106285,94.97621925976429,113.26607776149271,,
02,100,,,,,,,
02,105,,,,,,,
02,110,159036,149,93.68947911164767,78.64581037825519,108.73314784504015,,
02,122,299802,318,106.0700062040947,94.41170945482386,117.72830295336553,,
02,130,68881,77,111.78699496232633,88.2205482708534,139.71456352277528,,
