statecode,countycode,v128_race_white,v128_race_white_cilow,v128_race_white_cihigh,sourceflag.x,v128_race_black,v128_race_black_cilow,v128_race_black_cihigh,sourceflag.y,v128_race_aian,v128_race_aian_cilow,v128_race_aian_cihigh,sourceflag.x.x,v128_race_asian,v128_race_asian_cilow,v128_race_asian_cihigh,sourceflag.y.y,v128_race_nhopi,v128_race_nhopi_cilow,v128_race_nhopi_cihigh,sourceflag.x.x.x,v128_race_tom,v128_race_tom_cilow,v128_race_tom_cihigh,sourceflag.y.y.y,v128_race_hispanic,v128_race_hispanic_cilow,v128_race_hispanic_cihigh,sourceflag,v128_race_flag_CT
06,000,34.85927022995069,33.66953852075741,36.04900193914396,,85.98127162157053,81.8450300884283,90.11751315471275,,51.696655513591914,40.44944906456938,65.10338185494632,,22.04184232627705,20.733890985321633,23.349793667232465,,63.80510440835267,51.1735595063057,78.60967317463333,,37.36825608274889,34.716725547428894,40.01978661806889,,39.85138332848022,38.97513905588612,40.72762760107432,,
06,001,30.286816148930374,24.35417676432684,37.22763900467643,,107.20376837488833,88.91522328073656,125.4923134690401,,,,,,19.08158363984498,15.283566268107153,23.537062923720566,,,,,,36.86574167169381,26.786704335197008,49.490537469257106,,30.7280300192667,25.582495379578543,35.87356465895486,,
06,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,007,51.324708422561635,38.973002920419944,66.34908743314033,,,,,,,,,,,,,,,,,,,,,,32.50975292587776,18.938129101214887,52.05126370363844,,
06,009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,013,26.812183700020412,21.504155361704527,33.03336021938895,,83.09916135451634,65.47268757607794,104.01099201081556,,,,,,18.304495278965593,12.820243458591285,25.34113705960462,,,,,,21.821435195792827,13.329099522551303,33.701436835318646,,38.45196339175895,32.417866321817854,44.48606046170005,,
06,015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,017,38.3579073422648,27.526296561312105,52.03683254035525,,,,,,,,,,,,,,,,,,,,,,50.549018506557324,29.958551996404076,79.8892422351877,,
06,019,40.34814686725459,32.18326211875131,49.95375130645747,,111.57551714366676,85.73769091011486,142.75355498528353,,,,,,42.82825078320181,32.17390012495123,55.88157702637958,,,,,,30.716461463639387,15.87164386495563,53.65547661242724,,50.83250688979812,45.90000207337083,55.76501170622541,,
