statecode,countycode,v050_rawvalue,v050_numerator,v050_denominator,v050_cilow,v050_cihigh,v050_sourceflag,v050_flag_CT
20,157,0.41,,,,,,
20,159,0.44,,,,,,
20,161,0.53,,,,,,
20,163,0.53,,,,,,
20,165,0.5,,,,,,
20,167,0.38,,,,,,
20,169,0.56,,,,,,
20,171,0.41,,,,,,
20,173,0.46,,,,,,
20,175,0.22,,,,,,
20,177,0.57,,,,,,
20,179,0.48,,,,,,
20,181,0.33,,,,,,
20,183,0.57,,,,,,
20,185,0.45,,,,,,
20,187,0.25,,,,,,
20,189,0.2,,,,,,
20,191,0.37,,,,,,
20,193,0.52,,,,,,
20,195,0.45,,,,,,
20,197,0.53,,,,,,
20,199,0.4,,,,,,
20,201,0.51,,,,,,
20,203,0.51,,,,,,
20,205,0.47,,,,,,
20,207,0.47,,,,,,
20,209,0.4,,,,,,
21,000,0.43,,,,,,
21,001,0.4,,,,,,
21,003,0.38,,,,,,
21,005,0.37,,,,,,
21,007,0.48,,,,,,
21,009,0.41,,,,,,
21,011,0.35,,,,,,
21,013,0.29,,,,,,
21,015,0.48,,,,,,
21,017,0.47,,,,,,
21,019,0.42,,,,,,
21,021,0.38,,,,,,
21,023,0.4,,,,,,
21,025,0.18,,,,,,
21,027,0.39,,,,,,
21,029,0.48,,,,,,
21,031,0.4,,,,,,
21,033,0.43,,,,,,
21,035,0.44,,,,,,
21,037,0.51,,,,,,
21,039,0.32,,,,,,
21,041,0.36,,,,,,
21,043,0.33,,,,,,
21,045,0.32,,,,,,
21,047,0.41,,,,,,
21,049,0.42,,,,,,
21,051,0.24,,,,,,
21,053,0.38,,,,,,
21,055,0.32,,,,,,
21,057,0.31,,,,,,
21,059,0.49,,,,,,
21,061,0.42,,,,,,
21,063,0.34,,,,,,
21,065,0.38,,,,,,
21,067,0.49,,,,,,
21,069,0.38,,,,,,
21,071,0.31,,,,,,
21,073,0.33,,,,,,
21,075,0.35,,,,,,
21,077,0.38,,,,,,
21,079,0.42,,,,,,
21,081,0.39,,,,,,
21,083,0.37,,,,,,
21,085,0.38,,,,,,
21,087,0.34,,,,,,
21,089,0.4,,,,,,
21,091,0.43,,,,,,
21,093,0.43,,,,,,
21,095,0.2,,,,,,
21,097,0.38,,,,,,
21,099,0.32,,,,,,
21,101,0.48,,,,,,
21,103,0.47,,,,,,
21,105,0.24,,,,,,
21,107,0.42,,,,,,
21,109,0.25,,,,,,
21,111,0.5,,,,,,
21,113,0.43,,,,,,
21,115,0.3,,,,,,
21,117,0.45,,,,,,
21,119,0.31,,,,,,
21,121,0.31,,,,,,
21,123,0.45,,,,,,
21,125,0.36,,,,,,
21,127,0.35,,,,,,
21,129,0.26,,,,,,
21,131,0.24,,,,,,
21,133,0.24,,,,,,
21,135,0.32,,,,,,
21,137,0.34,,,,,,
21,139,0.46,,,,,,
21,141,0.45,,,,,,
21,143,0.46,,,,,,
21,145,0.5,,,,,,
21,147,0.27,,,,,,
21,149,0.45,,,,,,
21,151,0.41,,,,,,
21,153,0.32,,,,,,
21,155,0.52,,,,,,
21,157,0.49,,,,,,
21,159,0.29,,,,,,
21,161,0.39,,,,,,
21,163,0.42,,,,,,
21,165,0.31,,,,,,
21,167,0.34,,,,,,
21,169,0.29,,,,,,
21,171,0.32,,,,,,
21,173,0.41,,,,,,
21,175,0.34,,,,,,
21,177,0.51,,,,,,
21,179,0.48,,,,,,
21,181,0.33,,,,,,
21,183,0.42,,,,,,
21,185,0.52,,,,,,
21,187,0.35,,,,,,
21,189,0.24,,,,,,
21,191,0.4,,,,,,
21,193,0.28,,,,,,
21,195,0.25,,,,,,
21,197,0.32,,,,,,
21,199,0.4,,,,,,
21,201,0.28,,,,,,
21,203,0.35,,,,,,
21,205,0.36,,,,,,
21,207,0.45,,,,,,
21,209,0.46,,,,,,
21,211,0.48,,,,,,
21,213,0.39,,,,,,
21,215,0.4,,,,,,
21,217,0.42,,,,,,
21,219,0.4,,,,,,
21,221,0.46,,,,,,
21,223,0.35,,,,,,
21,225,0.5,,,,,,
21,227,0.46,,,,,,
21,229,0.45,,,,,,
21,231,0.37,,,,,,
21,233,0.45,,,,,,
21,235,0.36,,,,,,
21,237,0.24,,,,,,
21,239,0.51,,,,,,
22,000,0.45,,,,,,
22,001,0.52,,,,,,
22,003,0.34,,,,,,
22,005,0.48,,,,,,
22,007,0.46,,,,,,
22,009,0.44,,,,,,
22,011,0.39,,,,,,
22,013,0.45,,,,,,
22,015,0.43,,,,,,
22,017,0.45,,,,,,
22,019,0.46,,,,,,
22,021,0.28,,,,,,
22,023,0.52,,,,,,
22,025,0.35,,,,,,
22,027,0.47,,,,,,
22,029,0.36,,,,,,
22,031,0.47,,,,,,
22,033,0.45,,,,,,
22,035,0.46,,,,,,
22,037,0.42,,,,,,
22,039,0.44,,,,,,
22,041,0.34,,,,,,
22,043,0.45,,,,,,
22,045,0.49,,,,,,
22,047,0.43,,,,,,
22,049,0.44,,,,,,
22,051,0.45,,,,,,
22,053,0.45,,,,,,
22,055,0.52,,,,,,
22,057,0.47,,,,,,
22,059,0.43,,,,,,
22,061,0.46,,,,,,
22,063,0.44,,,,,,
22,065,0.42,,,,,,
22,067,0.39,,,,,,
22,069,0.45,,,,,,
22,071,0.48,,,,,,
22,073,0.44,,,,,,
22,075,0.43,,,,,,
22,077,0.45,,,,,,
22,079,0.47,,,,,,
22,081,0.36,,,,,,
22,083,0.43,,,,,,
22,085,0.37,,,,,,
22,087,0.41,,,,,,
22,089,0.5,,,,,,
22,091,0.39,,,,,,
22,093,0.44,,,,,,
22,095,0.47,,,,,,
22,097,0.48,,,,,,
22,099,0.49,,,,,,
22,101,0.45,,,,,,
22,103,0.52,,,,,,
22,105,0.44,,,,,,
22,107,0.39,,,,,,
22,109,0.44,,,,,,
22,111,0.37,,,,,,
22,113,0.45,,,,,,
22,115,0.28,,,,,,
22,117,0.39,,,,,,
22,119,0.44,,,,,,
22,121,0.46,,,,,,
22,123,0.39,,,,,,
22,125,0.46,,,,,,
22,127,0.38,,,,,,
23,000,0.44,,,,,,
23,001,0.39,,,,,,
23,003,0.47,,,,,,
23,005,0.43,,,,,,
23,007,0.53,,,,,,
23,009,0.46,,,,,,
23,011,0.42,,,,,,
23,013,0.46,,,,,,
23,015,0.44,,,,,,
23,017,0.45,,,,,,
23,019,0.43,,,,,,
23,021,0.41,,,,,,
23,023,0.42,,,,,,
23,025,0.44,,,,,,
23,027,0.44,,,,,,
23,029,0.4,,,,,,
23,031,0.49,,,,,,
24,000,0.45,,,,,,
24,001,0.46,,,,,,
24,003,0.45,,,,,,
24,005,0.48,,,,,,
24,009,0.45,,,,,,
24,011,0.42,,,,,,
24,013,0.49,,,,,,
24,015,0.4,,,,,,
24,017,0.37,,,,,,
24,019,0.45,,,,,,
24,021,0.48,,,,,,
24,023,0.49,,,,,,
24,025,0.49,,,,,,
24,027,0.5,,,,,,
24,029,0.48,,,,,,
24,031,0.45,,,,,,
24,033,0.41,,,,,,
24,035,0.45,,,,,,
24,037,0.4,,,,,,
24,039,0.43,,,,,,
24,041,0.52,,,,,,
24,043,0.4,,,,,,
24,045,0.46,,,,,,
24,047,0.48,,,,,,
24,510,0.44,,,,,,
25,000,0.54,,,,,,
25,001,0.55,,,,,,
25,003,0.5,,,,,,
25,005,0.58,,,,,,
25,007,0.35,,,,,,
25,009,0.53,,,,,,
25,011,0.45,,,,,,
25,013,0.53,,,,,,
25,015,0.51,,,,,,
25,017,0.55,,,,,,
25,019,0.55,,,,,,
25,021,0.55,,,,,,
25,023,0.56,,,,,,
25,025,0.46,,,,,,
25,027,0.56,,,,,,
26,000,0.47,,,,,,
26,001,0.5,,,,,,
26,003,0.52,,,,,,
26,005,0.43,,,,,,
26,007,0.52,,,,,,
26,009,0.45,,,,,,
26,011,0.55,,,,,,
26,013,0.5,,,,,,
26,015,0.46,,,,,,
26,017,0.49,,,,,,
26,019,0.54,,,,,,
26,021,0.49,,,,,,
26,023,0.45,,,,,,
26,025,0.48,,,,,,
26,027,0.44,,,,,,
26,029,0.49,,,,,,
26,031,0.46,,,,,,
26,033,0.43,,,,,,
26,035,0.43,,,,,,
26,037,0.47,,,,,,
26,039,0.44,,,,,,
26,041,0.54,,,,,,
26,043,0.61,,,,,,
26,045,0.45,,,,,,
26,047,0.56,,,,,,
26,049,0.46,,,,,,
26,051,0.49,,,,,,
26,053,0.47,,,,,,
26,055,0.52,,,,,,
26,057,0.47,,,,,,
26,059,0.42,,,,,,
26,061,0.48,,,,,,
26,063,0.49,,,,,,
26,065,0.41,,,,,,
26,067,0.4,,,,,,
26,069,0.49,,,,,,
26,071,0.52,,,,,,
26,073,0.47,,,,,,
26,075,0.5,,,,,,
26,077,0.48,,,,,,
26,079,0.45,,,,,,
26,081,0.46,,,,,,
26,083,0.44,,,,,,
26,085,0.42,,,,,,
26,087,0.41,,,,,,
26,089,0.56,,,,,,
26,091,0.5,,,,,,
26,093,0.48,,,,,,
26,095,0.51,,,,,,
26,097,0.47,,,,,,
26,099,0.45,,,,,,
26,101,0.47,,,,,,
26,103,0.51,,,,,,
26,105,0.5,,,,,,
26,107,0.47,,,,,,
26,109,0.49,,,,,,
26,111,0.51,,,,,,
26,113,0.5,,,,,,
26,115,0.44,,,,,,
26,117,0.46,,,,,,
26,119,0.44,,,,,,
26,121,0.47,,,,,,
26,123,0.47,,,,,,
26,125,0.48,,,,,,
26,127,0.53,,,,,,
26,129,0.5,,,,,,
26,131,0.52,,,,,,
26,133,0.45,,,,,,
26,135,0.38,,,,,,
26,137,0.46,,,,,,
26,139,0.5,,,,,,
26,141,0.52,,,,,,
26,143,0.47,,,,,,
26,145,0.5,,,,,,
26,147,0.42,,,,,,
26,149,0.42,,,,,,
26,151,0.46,,,,,,
26,153,0.57,,,,,,
26,155,0.44,,,,,,
26,157,0.44,,,,,,
26,159,0.45,,,,,,
26,161,0.48,,,,,,
26,163,0.43,,,,,,
26,165,0.48,,,,,,
27,000,0.52,,,,,,
27,001,0.5,,,,,,
27,003,0.46,,,,,,
27,005,0.58,,,,,,
27,007,0.51,,,,,,
27,009,0.56,,,,,,
27,011,0.6,,,,,,
27,013,0.59,,,,,,
27,015,0.6,,,,,,
27,017,0.42,,,,,,
27,019,0.51,,,,,,
27,021,0.5,,,,,,
27,023,0.64,,,,,,
27,025,0.45,,,,,,
27,027,0.6,,,,,,
27,029,0.47,,,,,,
27,031,0.34,,,,,,
27,033,0.55,,,,,,
27,035,0.55,,,,,,
27,037,0.51,,,,,,
27,039,0.53,,,,,,
27,041,0.66,,,,,,
27,043,0.46,,,,,,
27,045,0.53,,,,,,
27,047,0.46,,,,,,
27,049,0.5,,,,,,
27,051,0.56,,,,,,
27,053,0.49,,,,,,
27,055,0.63,,,,,,
27,057,0.62,,,,,,
27,059,0.47,,,,,,
27,061,0.46,,,,,,
27,063,0.52,,,,,,
27,065,0.41,,,,,,
27,067,0.59,,,,,,
27,069,0.53,,,,,,
27,071,0.46,,,,,,
27,073,0.58,,,,,,
27,075,0.4,,,,,,
27,077,0.51,,,,,,
27,079,0.49,,,,,,
27,081,0.52,,,,,,
27,083,0.48,,,,,,
27,085,0.43,,,,,,
27,087,0.35,,,,,,
27,089,0.54,,,,,,
27,091,0.51,,,,,,
27,093,0.49,,,,,,
27,095,0.41,,,,,,
27,097,0.58,,,,,,
27,099,0.52,,,,,,
27,101,0.55,,,,,,
27,103,0.6,,,,,,
27,105,0.55,,,,,,
27,107,0.44,,,,,,
27,109,0.6,,,,,,
27,111,0.54,,,,,,
27,113,0.52,,,,,,
27,115,0.41,,,,,,
27,117,0.5,,,,,,
27,119,0.56,,,,,,
27,121,0.58,,,,,,
27,123,0.49,,,,,,
27,125,0.54,,,,,,
27,127,0.57,,,,,,
27,129,0.55,,,,,,
27,131,0.49,,,,,,
27,133,0.57,,,,,,
27,135,0.61,,,,,,
27,137,0.44,,,,,,
27,139,0.51,,,,,,
27,141,0.49,,,,,,
27,143,0.44,,,,,,
27,145,0.6,,,,,,
27,147,0.55,,,,,,
27,149,0.58,,,,,,
27,151,0.57,,,,,,
27,153,0.55,,,,,,
27,155,0.61,,,,,,
27,157,0.57,,,,,,
27,159,0.55,,,,,,
27,161,0.58,,,,,,
27,163,0.49,,,,,,
27,165,0.57,,,,,,
27,167,0.56,,,,,,
27,169,0.56,,,,,,
27,171,0.51,,,,,,
27,173,0.53,,,,,,
28,000,0.42,,,,,,
28,001,0.46,,,,,,
28,003,0.37,,,,,,
28,005,0.41,,,,,,
28,007,0.43,,,,,,
28,009,0.32,,,,,,
28,011,0.34,,,,,,
28,013,0.34,,,,,,
28,015,0.43,,,,,,
28,017,0.45,,,,,,
28,019,0.35,,,,,,
28,021,0.36,,,,,,
28,023,0.45,,,,,,
28,025,0.45,,,,,,
28,027,0.36,,,,,,
28,029,0.39,,,,,,
28,031,0.44,,,,,,
28,033,0.37,,,,,,
28,035,0.47,,,,,,
28,037,0.33,,,,,,
28,039,0.37,,,,,,
28,041,0.37,,,,,,
28,043,0.41,,,,,,
28,045,0.46,,,,,,
28,047,0.4,,,,,,
28,049,0.48,,,,,,
28,051,0.38,,,,,,
28,053,0.36,,,,,,
28,055,0.37,,,,,,
28,057,0.44,,,,,,
28,059,0.4,,,,,,
28,061,0.4,,,,,,
28,063,0.38,,,,,,
28,065,0.41,,,,,,
28,067,0.37,,,,,,
28,069,0.46,,,,,,
28,071,0.49,,,,,,
28,073,0.45,,,,,,
28,075,0.49,,,,,,
28,077,0.36,,,,,,
28,079,0.42,,,,,,
28,081,0.48,,,,,,
28,083,0.44,,,,,,
28,085,0.4,,,,,,
28,087,0.43,,,,,,
28,089,0.52,,,,,,
28,091,0.4,,,,,,
28,093,0.32,,,,,,
28,095,0.43,,,,,,
28,097,0.44,,,,,,
28,099,0.42,,,,,,
28,101,0.48,,,,,,
28,103,0.37,,,,,,
28,105,0.42,,,,,,
28,107,0.33,,,,,,
28,109,0.44,,,,,,
28,111,0.36,,,,,,
28,113,0.39,,,,,,
28,115,0.46,,,,,,
28,117,0.43,,,,,,
28,119,0.25,,,,,,
28,121,0.46,,,,,,
28,123,0.37,,,,,,
28,125,0.37,,,,,,
28,127,0.37,,,,,,
28,129,0.37,,,,,,
28,131,0.34,,,,,,
28,133,0.39,,,,,,
28,135,0.33,,,,,,
28,137,0.31,,,,,,
28,139,0.36,,,,,,
28,141,0.4,,,,,,
28,143,0.25,,,,,,
28,145,0.43,,,,,,
28,147,0.4,,,,,,
28,149,0.41,,,,,,
28,151,0.44,,,,,,
28,153,0.38,,,,,,
28,155,0.4,,,,,,
28,157,0.46,,,,,,
28,159,0.45,,,,,,
28,161,0.38,,,,,,
28,163,0.34,,,,,,
29,000,0.46,,,,,,
29,001,0.44,,,,,,
29,003,0.44,,,,,,
29,005,0.56,,,,,,
29,007,0.34,,,,,,
29,009,0.42,,,,,,
29,011,0.41,,,,,,
29,013,0.36,,,,,,
29,015,0.4,,,,,,
29,017,0.43,,,,,,
29,019,0.5,,,,,,
29,021,0.5,,,,,,
29,023,0.45,,,,,,
29,025,0.35,,,,,,
29,027,0.44,,,,,,
29,029,0.44,,,,,,
29,031,0.54,,,,,,
29,033,0.41,,,,,,
29,035,0.42,,,,,,
29,037,0.48,,,,,,
29,039,0.33,,,,,,
29,041,0.4,,,,,,
29,043,0.47,,,,,,
29,045,0.44,,,,,,
29,047,0.53,,,,,,
29,049,0.44,,,,,,
29,051,0.54,,,,,,
29,053,0.38,,,,,,
29,055,0.41,,,,,,
29,057,0.38,,,,,,
29,059,0.39,,,,,,
29,061,0.31,,,,,,
29,063,0.46,,,,,,
29,065,0.4,,,,,,
29,067,0.27,,,,,,
29,069,0.39,,,,,,
29,071,0.44,,,,,,
29,073,0.44,,,,,,
29,075,0.48,,,,,,
29,077,0.47,,,,,,
29,079,0.47,,,,,,
29,081,0.4,,,,,,
29,083,0.42,,,,,,
29,085,0.37,,,,,,
29,087,0.51,,,,,,
29,089,0.41,,,,,,
29,091,0.36,,,,,,
29,093,0.36,,,,,,
29,095,0.48,,,,,,
29,097,0.48,,,,,,
29,099,0.46,,,,,,
29,101,0.41,,,,,,
29,103,0.5,,,,,,
29,105,0.4,,,,,,
29,107,0.47,,,,,,
29,109,0.38,,,,,,
29,111,0.41,,,,,,
29,113,0.43,,,,,,
29,115,0.4,,,,,,
29,117,0.44,,,,,,
29,119,0.37,,,,,,
29,121,0.41,,,,,,
29,123,0.34,,,,,,
29,125,0.4,,,,,,
29,127,0.52,,,,,,
29,129,0.39,,,,,,
29,131,0.46,,,,,,
29,133,0.47,,,,,,
29,135,0.46,,,,,,
29,137,0.46,,,,,,
29,139,0.36,,,,,,
29,141,0.37,,,,,,
29,143,0.42,,,,,,
29,145,0.43,,,,,,
29,147,0.51,,,,,,
29,149,0.31,,,,,,
29,151,0.51,,,,,,
29,153,0.41,,,,,,
29,155,0.32,,,,,,
29,157,0.52,,,,,,
29,159,0.41,,,,,,
29,161,0.43,,,,,,
29,163,0.4,,,,,,
29,165,0.57,,,,,,
29,167,0.44,,,,,,
29,169,0.31,,,,,,
29,171,0.39,,,,,,
29,173,0.49,,,,,,
29,175,0.42,,,,,,
29,177,0.4,,,,,,
29,179,0.36,,,,,,
29,181,0.4,,,,,,
29,183,0.5,,,,,,
29,185,0.36,,,,,,
29,186,0.5,,,,,,
29,187,0.4,,,,,,
29,189,0.51,,,,,,
29,195,0.47,,,,,,
29,197,0.39,,,,,,
29,199,0.38,,,,,,
29,201,0.49,,,,,,
29,203,0.33,,,,,,
29,205,0.44,,,,,,
29,207,0.45,,,,,,
29,209,0.48,,,,,,
29,211,0.32,,,,,,
29,213,0.37,,,,,,
29,215,0.34,,,,,,
29,217,0.36,,,,,,
29,219,0.41,,,,,,
29,221,0.34,,,,,,
29,223,0.37,,,,,,
29,225,0.43,,,,,,
29,227,0.42,,,,,,
29,229,0.34,,,,,,
29,510,0.39,,,,,,
30,000,0.44,,,,,,
30,001,0.53,,,,,,
30,003,0.33,,,,,,
30,005,0.32,,,,,,
30,007,0.42,,,,,,
30,009,0.42,,,,,,
30,011,0.46,,,,,,
30,013,0.53,,,,,,
30,015,0.45,,,,,,
30,017,0.4,,,,,,
30,019,0.29,,,,,,
30,021,0.43,,,,,,
30,023,0.43,,,,,,
30,025,0.42,,,,,,
30,027,0.46,,,,,,
30,029,0.44,,,,,,
30,031,0.48,,,,,,
30,033,0.25,,,,,,
30,035,0.19,,,,,,
30,037,0.39,,,,,,
30,039,0.33,,,,,,
30,041,0.45,,,,,,
30,043,0.46,,,,,,
30,045,0.57,,,,,,
30,047,0.4,,,,,,
30,049,0.48,,,,,,
30,051,0.48,,,,,,
30,053,0.34,,,,,,
30,055,0.44,,,,,,
30,057,0.41,,,,,,
30,059,0.28,,,,,,
30,061,0.34,,,,,,
30,063,0.44,,,,,,
30,065,0.32,,,,,,
30,067,0.33,,,,,,
30,069,0.38,,,,,,
30,071,0.38,,,,,,
30,073,0.37,,,,,,
30,075,0.37,,,,,,
30,077,0.45,,,,,,
30,079,0.36,,,,,,
30,081,0.43,,,,,,
30,083,0.51,,,,,,
30,085,0.39,,,,,,
30,087,0.32,,,,,,
30,089,0.32,,,,,,
30,091,0.45,,,,,,
30,093,0.47,,,,,,
30,095,0.5,,,,,,
30,097,0.42,,,,,,
30,099,0.44,,,,,,
30,101,0.35,,,,,,
30,103,0.41,,,,,,
30,105,0.51,,,,,,
30,107,0.3,,,,,,
30,109,0.35,,,,,,
30,111,0.51,,,,,,
31,000,0.52,,,,,,
31,001,0.55,,,,,,
31,003,0.57,,,,,,
31,005,0.64,,,,,,
31,007,0.29,,,,,,
31,009,0.3,,,,,,
31,011,0.61,,,,,,
31,013,0.37,,,,,,
31,015,0.49,,,,,,
31,017,0.38,,,,,,
31,019,0.55,,,,,,
31,021,0.57,,,,,,
31,023,0.49,,,,,,
31,025,0.48,,,,,,
31,027,0.47,,,,,,
31,029,0.39,,,,,,
31,031,0.48,,,,,,
31,033,0.38,,,,,,
31,035,0.5,,,,,,
31,037,0.5,,,,,,
31,039,0.62,,,,,,
31,041,0.49,,,,,,
31,043,0.52,,,,,,
31,045,0.43,,,,,,
31,047,0.45,,,,,,
31,049,0.28,,,,,,
31,051,0.47,,,,,,
31,053,0.58,,,,,,
31,055,0.56,,,,,,
31,057,0.31,,,,,,
31,059,0.55,,,,,,
31,061,0.45,,,,,,
31,063,0.48,,,,,,
31,065,0.47,,,,,,
31,067,0.51,,,,,,
31,069,0.32,,,,,,
31,071,0.38,,,,,,
31,073,0.55,,,,,,
31,075,0.18,,,,,,
31,077,0.59,,,,,,
31,079,0.59,,,,,,
31,081,0.51,,,,,,
31,083,0.42,,,,,,
31,085,0.52,,,,,,
31,087,0.47,,,,,,
31,089,0.54,,,,,,
31,091,0.38,,,,,,
31,093,0.57,,,,,,
31,095,0.52,,,,,,
31,097,0.45,,,,,,
31,099,0.59,,,,,,
31,101,0.42,,,,,,
31,103,0.5,,,,,,
31,105,0.28,,,,,,
31,107,0.44,,,,,,
31,109,0.55,,,,,,
31,111,0.46,,,,,,
31,113,0.36,,,,,,
31,115,0.44,,,,,,
31,117,0.38,,,,,,
31,119,0.48,,,,,,
31,121,0.58,,,,,,
31,123,0.41,,,,,,
31,125,0.44,,,,,,
31,127,0.54,,,,,,
31,129,0.61,,,,,,
31,131,0.48,,,,,,
31,133,0.48,,,,,,
31,135,0.48,,,,,,
31,137,0.48,,,,,,
31,139,0.46,,,,,,
31,141,0.57,,,,,,
31,143,0.55,,,,,,
31,145,0.49,,,,,,
31,147,0.41,,,,,,
31,149,0.59,,,,,,
31,151,0.57,,,,,,
31,153,0.51,,,,,,
31,155,0.57,,,,,,
31,157,0.41,,,,,,
31,159,0.43,,,,,,
31,161,0.36,,,,,,
31,163,0.49,,,,,,
31,165,0.5,,,,,,
31,167,0.45,,,,,,
31,169,0.47,,,,,,
31,171,0.4,,,,,,
31,173,0.39,,,,,,
31,175,0.46,,,,,,
31,177,0.59,,,,,,
31,179,0.47,,,,,,
31,181,0.46,,,,,,
31,183,0.55,,,,,,
31,185,0.47,,,,,,
32,000,0.35,,,,,,
32,001,0.36,,,,,,
32,003,0.31,,,,,,
32,005,0.49,,,,,,
32,007,0.32,,,,,,
32,009,0.16,,,,,,
32,011,0.28,,,,,,
32,013,0.29,,,,,,
32,015,0.2,,,,,,
32,017,0.21,,,,,,
32,019,0.37,,,,,,
32,021,0.18,,,,,,
32,023,0.29,,,,,,
32,027,0.21,,,,,,
32,029,0.37,,,,,,
32,031,0.45,,,,,,
32,033,0.31,,,,,,
32,510,0.4,,,,,,
33,000,0.5,,,,,,
33,001,0.47,,,,,,
33,003,0.5,,,,,,
33,005,0.41,,,,,,
33,007,0.46,,,,,,
33,009,0.47,,,,,,
33,011,0.54,,,,,,
33,013,0.56,,,,,,
33,015,0.53,,,,,,
33,017,0.41,,,,,,
33,019,0.5,,,,,,
34,000,0.43,,,,,,
34,001,0.42,,,,,,
34,003,0.46,,,,,,
34,005,0.43,,,,,,
34,007,0.42,,,,,,
34,009,0.48,,,,,,
34,011,0.39,,,,,,
34,013,0.42,,,,,,
34,015,0.43,,,,,,
34,017,0.34,,,,,,
34,019,0.46,,,,,,
34,021,0.43,,,,,,
34,023,0.4,,,,,,
34,025,0.45,,,,,,
34,027,0.46,,,,,,
34,029,0.44,,,,,,
34,031,0.41,,,,,,
34,033,0.4,,,,,,
34,035,0.44,,,,,,
34,037,0.41,,,,,,
34,039,0.43,,,,,,
34,041,0.41,,,,,,
35,000,0.36,,,,,,
35,001,0.42,,,,,,
35,003,0.23,,,,,,
35,005,0.32,,,,,,
35,006,0.22,,,,,,
35,007,0.22,,,,,,
35,009,0.31,,,,,,
35,011,0.19,,,,,,
35,013,0.39,,,,,,
35,015,0.33,,,,,,
35,017,0.34,,,,,,
35,019,0.19,,,,,,
35,021,0.17,,,,,,
35,023,0.25,,,,,,
35,025,0.32,,,,,,
35,027,0.36,,,,,,
35,028,0.48,,,,,,
35,029,0.23,,,,,,
35,031,0.27,,,,,,
35,033,0.27,,,,,,
35,035,0.4,,,,,,
35,037,0.28,,,,,,
35,039,0.32,,,,,,
35,041,0.31,,,,,,
35,043,0.41,,,,,,
35,045,0.31,,,,,,
35,047,0.27,,,,,,
35,049,0.41,,,,,,
35,051,0.27,,,,,,
35,053,0.25,,,,,,
35,055,0.31,,,,,,
35,057,0.25,,,,,,
35,059,0.24,,,,,,
35,061,0.35,,,,,,
36,000,0.44,,,,,,
36,001,0.49,,,,,,
36,003,0.5,,,,,,
36,005,0.35,,,,,,
36,007,0.47,,,,,,
36,009,0.44,,,,,,
36,011,0.51,,,,,,
36,013,0.46,,,,,,
36,015,0.51,,,,,,
36,017,0.43,,,,,,
36,019,0.54,,,,,,
36,021,0.46,,,,,,
36,023,0.53,,,,,,
36,025,0.47,,,,,,
36,027,0.44,,,,,,
36,029,0.43,,,,,,
36,031,0.43,,,,,,
36,033,0.49,,,,,,
36,035,0.44,,,,,,
36,037,0.52,,,,,,
36,039,0.39,,,,,,
36,041,0.45,,,,,,
36,043,0.52,,,,,,
36,045,0.52,,,,,,
36,047,0.35,,,,,,
36,049,0.56,,,,,,
36,051,0.51,,,,,,
36,053,0.5,,,,,,
36,055,0.45,,,,,,
36,057,0.44,,,,,,
36,059,0.48,,,,,,
36,061,0.43,,,,,,
36,063,0.45,,,,,,
36,065,0.53,,,,,,
36,067,0.51,,,,,,
36,069,0.52,,,,,,
36,071,0.45,,,,,,
36,073,0.43,,,,,,
36,075,0.43,,,,,,
36,077,0.53,,,,,,
36,079,0.46,,,,,,
36,081,0.38,,,,,,
36,083,0.47,,,,,,
36,085,0.39,,,,,,
36,087,0.47,,,,,,
36,089,0.52,,,,,,
36,091,0.52,,,,,,
36,093,0.45,,,,,,
36,095,0.49,,,,,,
36,097,0.5,,,,,,
36,099,0.47,,,,,,
36,101,0.5,,,,,,
36,103,0.46,,,,,,
36,105,0.41,,,,,,
36,107,0.47,,,,,,
36,109,0.48,,,,,,
36,111,0.43,,,,,,
36,113,0.52,,,,,,
36,115,0.43,,,,,,
36,117,0.43,,,,,,
36,119,0.49,,,,,,
36,121,0.48,,,,,,
36,123,0.55,,,,,,
37,000,0.48,,,,,,
37,001,0.45,,,,,,
37,003,0.46,,,,,,
37,005,0.44,,,,,,
37,007,0.44,,,,,,
37,009,0.42,,,,,,
37,011,0.36,,,,,,
37,013,0.54,,,,,,
37,015,0.48,,,,,,
37,017,0.47,,,,,,
37,019,0.59,,,,,,
37,021,0.47,,,,,,
37,023,0.46,,,,,,
37,025,0.46,,,,,,
37,027,0.47,,,,,,
37,029,0.56,,,,,,
37,031,0.52,,,,,,
37,033,0.48,,,,,,
37,035,0.48,,,,,,
37,037,0.48,,,,,,
37,039,0.4,,,,,,
37,041,0.48,,,,,,
37,043,0.44,,,,,,
37,045,0.47,,,,,,
37,047,0.41,,,,,,
37,049,0.61,,,,,,
37,051,0.38,,,,,,
37,053,0.45,,,,,,
37,055,0.44,,,,,,
37,057,0.46,,,,,,
37,059,0.5,,,,,,
37,061,0.46,,,,,,
37,063,0.52,,,,,,
37,065,0.49,,,,,,
37,067,0.5,,,,,,
37,069,0.44,,,,,,
37,071,0.46,,,,,,
37,073,0.47,,,,,,
37,075,0.38,,,,,,
37,077,0.44,,,,,,
37,079,0.49,,,,,,
37,081,0.48,,,,,,
37,083,0.51,,,,,,
37,085,0.4,,,,,,
37,087,0.44,,,,,,
37,089,0.5,,,,,,
37,091,0.49,,,,,,
37,093,0.43,,,,,,
37,095,0.43,,,,,,
37,097,0.52,,,,,,
37,099,0.4,,,,,,
37,101,0.45,,,,,,
37,103,0.57,,,,,,
37,105,0.46,,,,,,
37,107,0.5,,,,,,
