statecode,countycode,v143_rawvalue,v143_cilow,v143_cihigh,v143_flag_CT
00,000,0.368,0.365,0.371,
01,000,0.414,0.392,0.436,
01,001,0.377,0.315,0.444,
01,003,0.364,0.314,0.41700000000000004,
01,005,0.446,0.375,0.521,
01,007,0.414,0.34600000000000003,0.486,
01,009,0.376,0.308,0.445,
01,011,0.505,0.428,0.5820000000000001,
01,013,0.436,0.36700000000000005,0.509,
01,015,0.428,0.364,0.49200000000000005,
01,017,0.426,0.355,0.49700000000000005,
01,019,0.374,0.304,0.44799999999999995,
01,021,0.341,0.27899999999999997,0.408,
01,023,0.431,0.35600000000000004,0.503,
01,025,0.44,0.366,0.513,
01,027,0.408,0.33299999999999996,0.484,
01,029,0.384,0.313,0.462,
01,031,0.413,0.35,0.475,
01,033,0.41600000000000004,0.34299999999999997,0.491,
01,035,0.43700000000000006,0.359,0.513,
01,037,0.419,0.348,0.493,
01,039,0.366,0.302,0.433,
01,041,0.40399999999999997,0.332,0.478,
01,043,0.374,0.308,0.445,
01,045,0.397,0.33299999999999996,0.46799999999999997,
01,047,0.47600000000000003,0.408,0.545,
01,049,0.41100000000000003,0.34299999999999997,0.48,
01,051,0.42200000000000004,0.35700000000000004,0.49,
01,053,0.461,0.39299999999999996,0.5329999999999999,
01,055,0.462,0.39399999999999996,0.529,
01,057,0.405,0.33399999999999996,0.48,
01,059,0.39299999999999996,0.321,0.469,
01,061,0.41200000000000003,0.342,0.483,
01,063,0.51,0.433,0.585,
01,065,0.449,0.376,0.523,
01,067,0.426,0.354,0.502,
01,069,0.40399999999999997,0.344,0.46399999999999997,
01,071,0.42100000000000004,0.34700000000000003,0.498,
01,073,0.384,0.344,0.42700000000000005,
01,075,0.395,0.321,0.47200000000000003,
01,077,0.414,0.34700000000000003,0.484,
01,079,0.39899999999999997,0.32899999999999996,0.473,
01,081,0.375,0.315,0.429,
01,083,0.39799999999999996,0.332,0.465,
01,085,0.495,0.41700000000000004,0.5720000000000001,
01,087,0.447,0.373,0.523,
01,089,0.384,0.33399999999999996,0.436,
01,091,0.439,0.36700000000000005,0.515,
01,093,0.386,0.315,0.45899999999999996,
01,095,0.40299999999999997,0.336,0.474,
01,097,0.415,0.373,0.46,
01,099,0.456,0.382,0.534,
01,101,0.43799999999999994,0.386,0.494,
01,103,0.396,0.33399999999999996,0.46,
01,105,0.474,0.40299999999999997,0.556,
01,107,0.42200000000000004,0.353,0.493,
01,109,0.401,0.337,0.469,
01,111,0.401,0.32899999999999996,0.47700000000000004,
01,113,0.433,0.363,0.505,
01,115,0.358,0.29600000000000004,0.423,
01,117,0.35100000000000003,0.299,0.40399999999999997,
01,119,0.483,0.406,0.56,
01,121,0.447,0.377,0.518,
01,123,0.425,0.354,0.49700000000000005,
01,125,0.419,0.365,0.47200000000000003,
01,127,0.436,0.37200000000000005,0.503,
01,129,0.444,0.37200000000000005,0.52,
01,131,0.474,0.397,0.5539999999999999,
01,133,0.373,0.302,0.449,
02,000,0.376,0.358,0.39399999999999996,
02,013,0.418,0.34600000000000003,0.493,
02,016,0.389,0.32899999999999996,0.466,
02,020,0.34700000000000003,0.312,0.381,
02,050,0.418,0.361,0.474,
02,060,0.38,0.313,0.45,
02,063,0.34700000000000003,0.287,0.41200000000000003,
02,066,0.363,0.295,0.433,
02,068,0.32299999999999995,0.261,0.39,
02,070,0.37799999999999995,0.316,0.441,
02,090,0.368,0.326,0.41,
02,100,0.33,0.26899999999999996,0.395,
