statecode,countycode,v001_race_white,v001_race_white_cilow,v001_race_white_cihigh,v001_race_white_flag2,v001_race_black,v001_race_black_cilow,v001_race_black_cihigh,v001_race_black_flag2,v001_race_aian,v001_race_aian_cilow,v001_race_aian_cihigh,v001_race_aian_flag2,v001_race_asian,v001_race_asian_cilow,v001_race_asian_cihigh,v001_race_asian_flag2,v001_race_nhopi,v001_race_nhopi_cilow,v001_race_nhopi_cihigh,v001_race_nhopi_flag2,v001_race_tom,v001_race_tom_cilow,v001_race_tom_cihigh,v001_race_tom_flag2,v001_race_hispanic,v001_race_hispanic_cilow,v001_race_hispanic_cihigh,v001_race_hispanic_flag2,v001_race_flag_CT
04,027,11523.634230415635,10401.107510875527,12646.160949955743,,11505.176711390382,7645.106370779897,16628.18369456384,,25945.085717631846,18698.93568794689,35070.218706002066,,,,,2,,,,2,13886.124827729764,8229.797629525374,21946.06389690137,1,8919.556516192304,8375.096600998126,9464.016431386483,,
05,000,11054.32014527158,10891.848446374712,11216.791844168449,,16860.809929424755,16437.25948873638,17284.36037011313,,4844.291795125194,3711.7433764818234,5976.840213768564,,4509.725618124012,3868.2308369297252,5151.220399318298,,21758.91120616646,18879.15433270855,24638.66807962437,,3732.6192716333408,3030.6861290109855,4434.552414255696,,5959.879911472767,5621.648250366288,6298.111572579246,,
05,001,15812.00142954421,13111.303797656754,18512.699061431667,,21363.719478599305,16129.432408678891,26598.00654851972,,,,,2,,,,2,,,,2,,,,2,,,,2,
05,003,13892.750181918198,11407.300404231913,16378.199959604483,,21765.324576736493,16123.306474492685,27407.3426789803,,,,,2,,,,2,,,,2,,,,2,,,,2,
05,005,11435.444039924982,10105.601976119573,12765.28610373039,,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
05,007,7787.966366268135,7360.096077617811,8215.83665491846,,8504.748375362024,5738.11801498623,12141.057129611285,,6176.0784915704835,3530.1624918200946,10029.564538051483,1,2677.4316699255805,1748.987259132913,3923.05774532333,,28069.699729430944,20696.38072533556,37216.34950212839,,,,,2,4166.025295450475,3564.250843107582,4767.799747793368,,
05,009,11227.322587762254,9941.413403750448,12513.231771774059,,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
05,011,12864.56496935412,9640.514184323778,16088.615754384462,,17151.66158936241,11731.72383022293,24213.028579721526,,,,,2,,,,2,,,,2,,,,2,,,,2,
05,013,16445.675193714687,11290.22669859727,21601.123688832107,,26276.07284694792,13990.902145902193,44932.88481246434,1,,,,2,,,,2,,,,2,,,,2,,,,2,
05,015,11696.931013627662,9851.466632173622,13542.395395081701,,,,,2,,,,2,,,,2,,,,2,,,,2,4790.8135333921455,2884.3827043149827,7481.448780949945,1,
05,017,12790.938758889859,8329.190987650509,17252.68653012921,,21290.401905895196,16592.190163092913,25988.61364869748,,,,,2,,,,2,,,,2,,,,2,,,,2,
05,019,11441.004706085398,9363.21445450336,13518.794957667435,,16204.888656829995,12081.506798427,20328.270515232987,,,,,2,,,,2,,,,2,,,,2,,,,2,
05,021,11271.284992945091,9212.51531941579,13330.054666474392,,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
05,023,10254.700077986492,8712.716214186868,11796.683941786116,,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
05,025,13423.936537318743,9825.89332078507,17021.979753852414,,17925.88578395334,9262.56676614821,31312.914952020346,1,,,,2,,,,2,,,,2,,,,2,,,,2,
05,027,10736.716833609678,8487.751465066325,12985.682202153032,,19927.43663561973,16279.723092001474,23575.15017923799,,,,,2,,,,2,,,,2,,,,2,,,,2,
05,029,13029.94540434231,10918.169508342853,15141.721300341767,,13216.9717039145,8073.269684030063,20412.540835973403,1,,,,2,,,,2,,,,2,,,,2,,,,2,
05,031,9522.423717699865,8787.334162571278,10257.513272828452,,15888.762330094261,13871.403672257726,17906.120987930797,,,,,2,,,,2,,,,2,,,,2,4800.12044837023,3042.864605143869,7202.537509747056,1,
05,033,12276.755494005878,11163.33053824191,13390.180449769847,,,,,2,,,,2,,,,2,,,,2,,,,2,8702.526025280735,5828.218260039335,12498.27902524091,,
05,035,13702.713130618387,11622.479067913073,15782.947193323702,,20183.925728329235,18222.27621415415,22145.57524250432,,,,,2,,,,2,,,,2,,,,2,,,,2,
05,037,13729.918196883038,11274.666108026167,16185.170285739909,,16561.744355306142,11831.95297990541,22552.395159923155,,,,,2,,,,2,,,,2,,,,2,,,,2,
