statecode,countycode,v161_numerator,v161_denominator,v161_rawvalue,v161_otherdata1,v161_cilow,v161_cihigh,v161_sourceflag,v161_flag_CT
00,000,239283,1650072382,13.987736232629073,14.50136385592811,13.930438617977208,14.045033847280939,,
01,000,4085,24826761,16.145499613523018,16.45401911268248,15.63626985110228,16.654729375943756,,
01,001,47,286469,15.583026864597866,16.406661802847776,11.366366725156642,20.851315981703568,,
01,003,221,1156272,19.20718594993999,19.113149847094803,16.554759784750015,21.859612115129966,,
01,005,19,123826,14.787585791439348,15.344111898954987,8.614313663105392,23.676357348065086,,
01,007,19,111412,17.838850899407035,17.05381826015151,10.572433610291728,28.193075213028187,,
01,009,67,292098,23.299702693219288,22.937507274955667,17.9041312910661,29.810441167612687,,
01,011,,,,,,,,
01,013,15,96166,14.795109739390599,15.598028409209077,7.87777282424995,25.30008824302011,,
01,015,113,573111,19.17299950650698,19.71694837474765,15.518500044975603,22.827498968038356,,
01,017,33,168363,18.91435002086135,19.600506049428912,12.761432532310486,27.001410745790213,,
01,019,36,128820,27.647307482773478,27.945971122496506,18.65352225967686,39.468250536453276,,
01,021,36,224136,15.942097333218125,16.061676839062,11.040365842166901,22.27748310699661,,
01,023,,,,,,,,
01,025,19,116108,18.326888950133743,16.364074826885314,10.86167588938807,28.964385739056244,,
01,027,18,68010,27.817241582808315,26.466696074106746,16.20456831942174,44.53809847265945,,
01,029,18,75313,24.0477482385897,23.90025626385883,13.745365924424195,39.052036544376676,,
01,031,49,266460,17.68280140824868,18.389251670044285,12.992657363319443,23.51437724723374,,
01,033,60,280921,21.00792946534033,21.358317818888583,15.826047493022829,27.344707825353417,,
01,035,,,,,,,,
01,037,,,,,,,,
01,039,33,186091,17.772571227861828,17.733259534313856,11.991079175329375,25.371450523175668,,
01,041,,,,,,,,
01,043,89,431886,20.368260176967013,20.60728988668306,16.199481776149288,25.282381427478963,,
01,045,58,245973,24.294552728351697,23.57982380179938,18.351844043785746,31.54849750724471,,
01,047,22,185990,12.632947184024776,11.828592935104037,7.716532334750616,19.510562332234308,,
01,049,77,358367,21.700658263951603,21.486353375171262,16.97942859929409,27.328387637964177,,
01,051,71,424121,15.056910828219499,16.74050565758357,11.69228041568556,19.08822226117222,,
01,053,43,183027,22.375226962939596,23.49380146098663,15.985190186527264,30.46870845458436,,
01,055,106,513390,21.289476203673857,20.64707142718012,17.087937658693566,25.49101474865415,,
01,057,17,81242,20.619100964260216,20.925137244282514,11.540354287053951,34.0080713859375,,
01,059,17,158177,11.853472905942354,10.747453801753732,6.775283945545025,19.249297377365878,,
01,061,24,132480,18.749954897132834,18.115942028985508,11.885863014937609,28.13413848782001,,
01,063,,,,,,,,
01,065,12,73396,14.905999950159371,16.349664831870946,7.441021469122676,26.670951372573978,,
01,067,21,86751,21.286695376168634,24.20721374969741,12.615844760187302,33.64215594161899,,
01,069,102,532721,18.35912704968518,19.146983130006138,14.687712802770346,22.030541296600017,,
01,071,50,260608,16.70522114340914,19.18590373280943,12.184902932574698,22.352900218429305,,
01,073,466,3306444,13.921971350977133,14.09369098644949,12.63040531998423,15.213537381970035,,
01,075,,,,,,,,
01,077,66,468405,13.99753188491532,14.090370512697344,10.731827433001113,17.944204153341126,,
01,079,32,165042,22.254105788667516,19.389004011100205,15.01475172425977,31.769119769769123,,
01,081,122,853305,13.751674041953805,14.297349716689814,11.24399162950615,16.25935645440146,,
01,083,82,515734,14.740306219847797,15.899669209321084,11.651600382825954,18.396569265328925,,
01,085,,,,,,,,
01,087,,,,,,,,
01,089,307,1917657,15.268313447157128,16.009119461926716,13.516196485420332,17.020430408893926,,
01,091,14,94403,16.218246706964006,14.83003718102179,8.635533322537208,27.73369579955279,,
01,093,31,147577,22.830136910089177,21.00598331718357,15.289700993946456,32.78788485755102,,
01,095,85,487524,17.27382804288721,17.435039095511197,13.697071333513616,21.498774258082317,,
01,097,313,2064167,15.064134155826773,15.16350179031057,13.348076729701441,16.780191581952103,,
01,099,11,101311,11.836993699485584,10.857656128159825,5.676298578270401,21.76865286006611,,
01,101,126,1130683,11.20331563828787,11.143706945271132,9.211967463709835,13.194663812865906,,
01,103,131,606530,21.2533271165419,21.598272138228943,17.498450196473268,25.008204036610532,,
01,105,,,,,,,,
01,107,,,,,,,,
01,109,22,165423,12.277664663161628,13.299238920827213,7.499516541026799,18.96185729390252,,
01,111,26,112835,22.344400606055885,23.04249567953206,14.164433259254448,33.52757190761215,,
01,113,60,291256,20.583008343456868,20.600433982475895,15.58936951467521,26.66767472232286,,
01,115,90,455621,19.855399059173998,19.753259836574696,15.881756341096605,24.52125631254933,,
01,117,146,1111854,12.913829524730524,13.131220465996435,10.779095318480834,15.048563730980213,,
01,119,,,,,,,,
01,121,72,402019,17.598716316598445,17.90960128750134,13.638763419167843,22.349747627892803,,
01,123,39,202997,18.768853715766653,19.212106582855903,12.997976811269936,26.227591818765948,,
01,125,137,1092811,12.49961319292104,12.536477030337359,10.34839011554875,14.650836270293329,,
01,127,66,319532,20.979060777681863,20.655208242054005,16.04731918327232,26.94848122100523,,
01,129,15,78949,19.114287593333803,18.99960734144828,10.17755312464923,32.686013914874046,,
01,131,,,,,,,,
01,133,26,118204,19.31415715649856,21.99587154411018,12.243518849542564,28.980718897598145,,
02,000,1018,3666397,27.8416888610291,27.76567840307528,26.100246826512176,29.58313089554602,,
