statecode,countycode,v045_numerator,v045_rawvalue,v045_denominator,v045_cilow,v045_cihigh,v045_sourceflag,v045_flag_CT
20,039,,,,,,,
20,041,23,124.8,,,,,
20,043,28,376.3,,,,,
20,045,756,630.2,,,,,
20,047,4,146,,,,,
20,049,5,204.8,,,,,
20,051,110,380.1,,,,,
20,053,6,94.4,,,,,
20,055,190,504.6,,,,,
20,057,166,490.4,,,,,
20,059,91,350.1,,,,,
20,061,408,1143.1,,,,,
20,063,,,,,,,
20,065,5,207.4,,,,,
20,067,23,319.6,,,,,
20,069,12,209.5,,,,,
20,071,,,,,,,
20,073,7,117.9,,,,,
20,075,,,,,,,
20,077,15,281.8,,,,,
20,079,122,360.9,,,,,
20,081,7,195.7,,,,,
20,083,,,,,,,
20,085,44,331.2,,,,,
20,087,48,261.7,,,,,
20,089,4,138,,,,,
20,091,2115,341.6,,,,,
20,093,6,155.6,,,,,
20,095,8,111.2,,,,,
20,097,4,166.4,,,,,
20,099,77,389.7,,,,,
20,101,4,257.1,,,,,
20,103,327,394.5,,,,,
20,105,,,,,,,
20,107,16,163.3,,,,,
20,109,,,,,,,
20,111,189,592.5,,,,,
20,113,77,256.6,,,,,
20,115,14,118,,,,,
20,117,22,220.4,,,,,
20,119,12,307.9,,,,,
20,121,95,272.5,,,,,
20,123,10,174.3,,,,,
20,125,128,413,,,,,
20,127,7,130.9,,,,,
20,129,8,307.8,,,,,
20,131,15,148.3,,,,,
20,133,37,237.1,,,,,
20,135,8,302.5,,,,,
20,137,8,150.9,,,,,
20,139,20,127.8,,,,,
20,141,6,171.9,,,,,
20,143,5,86.3,,,,,
20,145,16,258.9,,,,,
20,147,12,249.5,,,,,
20,149,64,243.6,,,,,
20,151,28,308.8,,,,,
20,153,,,,,,,
20,155,266,432.4,,,,,
20,157,7,150.8,,,,,
20,159,11,116.9,,,,,
20,161,520,731.3,,,,,
20,163,8,166.2,,,,,
20,165,,,,,,,
20,167,9,135.6,,,,,
20,169,176,328.4,,,,,
20,171,11,219.4,,,,,
20,173,3161,601.5,,,,,
20,175,128,599.3,,,,,
20,177,1413,796.1,,,,,
20,179,4,164.9,,,,,
20,181,17,291.6,,,,,
20,183,4,113.2,,,,,
20,185,7,175.3,,,,,
20,187,,,,,,,
20,189,14,270.5,,,,,
20,191,59,262.5,,,,,
20,193,15,190,,,,,
20,195,0,0,,,,,
20,197,7,99.7,,,,,
20,199,0,0,,,,,
20,201,10,181.8,,,,,
20,203,,,,,,,
20,205,24,278.4,,,,,
20,207,7,225.2,,,,,
20,209,1576,950.9,,,,,
21,000,18358,406.8,,,,,
21,001,54,283.2,,,,,
21,003,25,117.5,,,,,
21,005,49,202.3,,,,,
21,007,23,300.7,,,,,
21,009,132,294.3,,,,,
21,011,34,265,,,,,
21,013,73,309.7,,,,,
21,015,393,282.5,,,,,
21,017,74,368.3,,,,,
21,019,111,230.7,,,,,
21,021,84,271.8,,,,,
21,023,33,390.4,,,,,
21,025,8,59.9,,,,,
21,027,32,152.8,,,,,
21,029,226,269.6,,,,,
21,031,34,276.5,,,,,
21,033,32,254.6,,,,,
21,035,129,342.3,,,,,
21,037,294,315.1,,,,,
21,039,10,211.9,,,,,
21,041,33,301.7,,,,,
21,043,65,246.3,,,,,
21,045,23,144.5,,,,,
21,047,471,644.9,,,,,
21,049,159,429,,,,,
21,051,60,301.3,,,,,
21,053,16,175.4,,,,,
21,055,17,189.3,,,,,
21,057,9,151.4,,,,,
21,059,511,495,,,,,
21,061,7,57.1,,,,,
21,063,7,96,,,,,
21,065,38,270.6,,,,,
21,067,1923,600.3,,,,,
21,069,43,281.3,,,,,
21,071,64,183,,,,,
21,073,360,697.6,,,,,
21,075,34,532.7,,,,,
21,077,23,262.5,,,,,
21,079,25,142.1,,,,,
21,081,57,223.5,,,,,
21,083,116,318.6,,,,,
21,085,47,176.5,,,,,
21,087,19,167.2,,,,,
21,089,57,161,,,,,
21,091,30,332.6,,,,,
21,093,578,516.7,,,,,
21,095,44,171.5,,,,,
21,097,61,319.3,,,,,
21,099,23,117.3,,,,,
21,101,264,599.4,,,,,
21,103,51,323.4,,,,,
21,105,18,407.1,,,,,
21,107,170,379.4,,,,,
21,109,32,246.7,,,,,
21,111,5685,735.1,,,,,
21,113,147,270.9,,,,,
21,115,41,184.3,,,,,
21,117,605,355.2,,,,,
21,119,15,108.1,,,,,
21,121,112,376,,,,,
21,123,26,171.5,,,,,
21,125,164,260.8,,,,,
21,127,23,142.8,,,,,
21,129,11,151.5,,,,,
21,131,12,118.9,,,,,
21,133,31,148.4,,,,,
21,135,35,270.2,,,,,
21,137,58,238.1,,,,,
21,139,16,178.5,,,,,
21,141,76,272.6,,,,,
21,143,8,87.9,,,,,
21,145,395,585.3,,,,,
21,147,39,233.5,,,,,
21,149,24,263.6,,,,,
21,151,382,401.3,,,,,
21,153,25,220.1,,,,,
21,155,69,348.9,,,,,
21,157,46,144.8,,,,,
21,159,16,144.2,,,,,
21,161,66,389.8,,,,,
21,163,62,206.7,,,,,
21,165,14,224,,,,,
21,167,52,227.1,,,,,
21,169,18,173.6,,,,,
21,171,15,132.1,,,,,
21,173,94,331.4,,,,,
21,175,25,177.1,,,,,
21,177,93,305.4,,,,,
21,179,159,335.5,,,,,
21,181,24,307.5,,,,,
21,183,61,259.3,,,,,
21,185,95,136.8,,,,,
21,187,17,150.6,,,,,
21,189,6,152.7,,,,,
21,191,26,177.2,,,,,
21,193,30,109.6,,,,,
21,195,87,154.6,,,,,
21,197,38,290.5,,,,,
21,199,216,328.3,,,,,
21,201,7,314,,,,,
21,203,53,326.3,,,,,
21,205,103,422.3,,,,,
21,207,50,275.1,,,,,
21,209,171,289.3,,,,,
21,211,155,317.1,,,,,
21,213,36,180.5,,,,,
21,215,39,193,,,,,
21,217,92,348.4,,,,,
21,219,31,249.9,,,,,
21,221,31,216.3,,,,,
21,223,15,175.7,,,,,
21,225,49,378.1,,,,,
21,227,584,417.6,,,,,
21,229,42,348.2,,,,,
21,231,33,167.7,,,,,
21,233,63,495,,,,,
21,235,159,431.2,,,,,
21,237,11,171.9,,,,,
21,239,63,232.8,,,,,
22,000,36200,788.6,,,,,
22,001,384,676.7,,,,,
22,003,73,327.1,,,,,
22,005,823,630.9,,,,,
22,007,128,621.2,,,,,
22,009,301,776.8,,,,,
22,011,127,347.3,,,,,
22,013,89,704.1,,,,,
22,015,744,575.5,,,,,
22,017,2094,914.3,,,,,
22,019,1249,617,,,,,
22,021,37,387.3,,,,,
22,023,20,408,,,,,
22,025,43,502,,,,,
22,027,98,713,,,,,
22,029,137,756.2,,,,,
22,031,205,763.4,,,,,
22,033,4914,1090.7,,,,,
22,035,65,929.9,,,,,
22,037,121,632.3,,,,,
22,039,200,625.3,,,,,
22,041,154,797.6,,,,,
22,043,112,509.1,,,,,
22,045,650,951.3,,,,,
22,047,312,1057.4,,,,,
22,049,84,566.1,,,,,
22,051,2864,672.5,,,,,
22,053,159,496.5,,,,,
22,055,1745,704,,,,,
22,057,597,622.7,,,,,
22,059,48,325.9,,,,,
22,061,435,903.8,,,,,
22,063,694,467.6,,,,,
22,065,149,1572.1,,,,,
22,067,251,1026.8,,,,,
22,069,430,1172.8,,,,,
22,071,4370,1181.9,,,,,
22,073,1342,851,,,,,
22,075,89,395.3,,,,,
22,077,130,645.1,,,,,
22,079,1211,952.1,,,,,
22,081,110,1482.5,,,,,
22,083,190,958.3,,,,,
22,085,144,655,,,,,
22,087,347,780.1,,,,,
22,089,279,547.1,,,,,
22,091,170,1570.9,,,,,
22,093,163,839.2,,,,,
22,095,409,1026,,,,,
22,097,860,1051.7,,,,,
22,099,360,702.6,,,,,
22,101,275,575.4,,,,,
22,103,1051,384.6,,,,,
22,105,1297,946.4,,,,,
22,107,24,624,,,,,
22,109,867,827.4,,,,,
22,111,163,786.6,,,,,
22,113,292,512.7,,,,,
22,115,399,844.5,,,,,
22,117,377,837.3,,,,,
22,119,271,760.3,,,,,
22,121,220,784.8,,,,,
22,123,38,401.1,,,,,
22,125,78,507.1,,,,,
22,127,116,878.5,,,,,
23,000,3128,225.8,,,,,
23,001,368,325.6,,,,,
23,003,123,182.9,,,,,
23,005,779,253.4,,,,,
23,007,58,190.3,,,,,
23,009,81,142.9,,,,,
23,011,308,245.3,,,,,
23,013,65,157.9,,,,,
23,015,59,162.9,,,,,
23,017,131,220.2,,,,,
23,019,414,269.3,,,,,
23,021,30,172.2,,,,,
23,023,49,131,,,,,
23,025,116,227,,,,,
23,027,72,178.9,,,,,
23,029,41,130.4,,,,,
23,031,426,196.6,,,,,
24,000,31234,506.7,,,,,
24,001,196,291.4,,,,,
24,003,1881,317,,,,,
24,005,4057,479.5,,,,,
24,009,209,221,,,,,
24,011,129,385.8,,,,,
24,013,264,150.6,,,,,
24,015,332,316.4,,,,,
24,017,826,485.6,,,,,
24,019,217,663.1,,,,,
24,021,786,273.8,,,,,
24,023,33,115.5,,,,,
24,025,871,330.1,,,,,
24,027,958,285.6,,,,,
24,029,28,144.9,,,,,
24,031,3536,336,,,,,
24,033,6203,655,,,,,
24,035,87,168.2,,,,,
24,037,398,346.5,,,,,
24,039,137,558.1,,,,,
24,041,118,311.1,,,,,
24,043,662,425.5,,,,,
24,045,729,696.5,,,,,
24,047,184,341.6,,,,,
24,510,8074,1416.7,,,,,
25,000,28373,406.4,,,,,
25,001,604,259.8,,,,,
25,003,268,209.6,,,,,
25,005,1968,339.3,,,,,
25,007,70,335.4,,,,,
25,009,3459,428.7,,,,,
25,011,111,156.6,,,,,
25,013,2576,558.7,,,,,
25,015,413,254,,,,,
25,017,4973,307.5,,,,,
25,019,77,533.9,,,,,
25,021,2052,282.8,,,,,
25,023,2064,387.2,,,,,
25,025,6767,883,,,,,
25,027,2656,307.8,,,,,
26,000,42977,428.3,,,,,
26,001,13,124.8,,,,,
26,003,8,90.8,,,,,
26,005,292,240.9,,,,,
26,007,41,142.1,,,,,
26,009,47,193.8,,,,,
26,011,22,145.8,,,,,
26,013,21,253.7,,,,,
26,015,131,206.1,,,,,
26,017,280,272.3,,,,,
26,019,21,114.8,,,,,
26,021,857,560.5,,,,,
26,023,111,249.3,,,,,
26,025,750,562.7,,,,,
26,027,149,289.9,,,,,
26,029,50,190.2,,,,,
26,031,34,131.1,,,,,
26,033,80,220.4,,,,,
26,035,51,162.7,,,,,
26,037,196,245.8,,,,,
26,039,19,140.8,,,,,
26,041,53,144.3,,,,,
26,043,43,166.2,,,,,
26,045,306,280.8,,,,,
26,047,66,193.2,,,,,
26,049,2379,591.8,,,,,
26,051,43,167.1,,,,,
26,053,21,146.7,,,,,
26,055,276,286.1,,,,,
26,057,98,238.4,,,,,
26,059,110,240.4,,,,,
26,061,48,129.6,,,,,
26,063,49,156.8,,,,,
26,065,1674,589.2,,,,,
26,067,181,270.9,,,,,
26,069,26,101.9,,,,,
26,071,16,137.7,,,,,
26,073,257,398.8,,,,,
26,075,876,547.3,,,,,
26,077,1674,641,,,,,
26,079,39,214.5,,,,,
26,081,3714,563.5,,,,,
26,083,4,183.5,,,,,
26,085,18,142.9,,,,,
26,087,141,158.8,,,,,
26,089,34,148.7,,,,,
26,091,225,228.3,,,,,
26,093,232,118.3,,,,,
26,095,8,150.1,,,,,
26,097,22,201.1,,,,,
26,099,3068,351,,,,,
26,101,29,114.7,,,,,
26,103,145,217.5,,,,,
26,105,44,149.6,,,,,
26,107,138,338.9,,,,,
26,109,38,163.3,,,,,
26,111,155,185.2,,,,,
26,113,28,184.1,,,,,
26,115,378,242.9,,,,,
26,117,169,250.6,,,,,
26,119,9,94.1,,,,,
26,121,1253,709.7,,,,,
26,123,107,210.3,,,,,
26,125,3703,291.7,,,,,
26,127,67,248.4,,,,,
26,129,33,157.4,,,,,
26,131,,,,,,,
26,133,59,253.5,,,,,
26,135,10,119,,,,,
26,137,49,191.1,,,,,
26,139,770,255.9,,,,,
26,141,11,82.3,,,,,
26,143,38,160.3,,,,,
26,145,1185,629.2,,,,,
26,147,361,225.4,,,,,
26,149,169,277.6,,,,,
26,151,43,105.8,,,,,
26,153,8,97.7,,,,,
26,155,131,192.6,,,,,
26,157,93,175.7,,,,,
26,159,227,299.9,,,,,
26,161,1395,380.8,,,,,
26,163,13179,750.1,,,,,
26,165,76,222.2,,,,,
27,000,22072,386.1,,,,,
27,001,21,130.2,,,,,
27,003,1158,313.9,,,,,
27,005,90,254.4,,,,,
27,007,413,882.5,,,,,
27,009,132,318.4,,,,,
27,011,5,97.2,,,,,
27,013,344,494,,,,,
27,015,40,155.5,,,,,
27,017,97,264.2,,,,,
27,019,224,203.6,,,,,
27,021,59,188.7,,,,,
27,023,23,187.2,,,,,
27,025,104,179.3,,,,,
27,027,280,424.7,,,,,
27,029,16,185,,,,,
27,031,4,70.1,,,,,
27,033,19,167.3,,,,,
27,035,122,179.5,,,,,
27,037,1385,312.4,,,,,
27,039,48,228.8,,,,,
27,041,76,191.6,,,,,
27,043,34,244.1,,,,,
27,045,70,326.9,,,,,
27,047,126,410.2,,,,,
27,049,107,222.9,,,,,
27,051,8,130.4,,,,,
27,053,7737,614,,,,,
27,055,37,196.8,,,,,
27,057,48,218.6,,,,,
27,059,84,196.6,,,,,
27,061,84,185.8,,,,,
27,063,22,222.4,,,,,
27,065,32,194.4,,,,,
27,067,101,230.4,,,,,
27,069,4,98.5,,,,,
27,071,16,135.1,,,,,
27,073,,,,,,,
27,075,17,155.4,,,,,
27,077,6,155,,,,,
27,079,41,140.6,,,,,
27,081,17,304.7,,,,,
27,083,78,308.8,,,,,
27,085,77,209.7,,,,,
27,087,23,431.7,,,,,
27,089,14,158,,,,,
27,091,63,320.6,,,,,
27,093,40,170.2,,,,,
27,095,62,227.3,,,,,
27,097,78,227.8,,,,,
27,099,204,508.2,,,,,
27,101,9,111.7,,,,,
27,103,73,212,,,,,
27,105,124,565,,,,,
27,107,14,219.5,,,,,
27,109,546,332.9,,,,,
27,111,87,143.8,,,,,
27,113,30,216.7,,,,,
27,115,63,214,,,,,
27,117,25,267.2,,,,,
27,119,61,198.5,,,,,
27,121,12,105,,,,,
27,123,3272,610,,,,,
27,125,15,387.2,,,,,
27,127,22,143.2,,,,,
27,129,34,234.1,,,,,
27,131,148,218.6,,,,,
27,133,10,104.9,,,,,
27,135,19,124.2,,,,,
27,137,680,340.8,,,,,
27,139,399,258.2,,,,,
27,141,286,283.7,,,,,
27,143,28,187.2,,,,,
27,145,653,407.1,,,,,
27,147,116,310.2,,,,,
27,149,19,197.2,,,,,
27,151,18,184.5,,,,,
27,153,67,262.4,,,,,
27,155,9,274.8,,,,,
27,157,35,161.6,,,,,
27,159,25,174.7,,,,,
27,161,47,248.8,,,,,
27,163,617,223.6,,,,,
27,165,33,298,,,,,
27,167,12,189,,,,,
27,169,170,343.6,,,,,
27,171,283,191.2,,,,,
27,173,10,105.4,,,,,
28,000,22968,781.2,,,,,
28,001,267,939.9,,,,,
28,003,143,418.1,,,,,
28,005,53,420,,,,,
28,007,127,725.3,,,,,
28,009,57,755,,,,,
28,011,305,1038.5,,,,,
28,013,95,743.3,,,,,
28,015,58,596,,,,,
28,017,182,1082.6,,,,,
28,019,34,423,,,,,
28,021,0,0,,,,,
28,023,100,654.8,,,,,
28,025,288,1566.9,,,,,
28,027,347,1718.1,,,,,
28,029,331,1194.1,,,,,
28,031,117,646.5,,,,,
28,033,1284,669.7,,,,,
28,035,798,1021.6,,,,,
28,037,48,628.1,,,,,
28,039,99,392.8,,,,,
28,041,56,413.2,,,,,
28,043,152,720.8,,,,,
28,045,180,390.5,,,,,
28,047,1461,692.3,,,,,
28,049,2905,1334.2,,,,,
28,051,280,1736.9,,,,,
28,053,137,1868.3,,,,,
28,055,6,471.3,,,,,
28,057,0,0,,,,,
28,059,947,653.2,,,,,
28,061,102,630.9,,,,,
28,063,95,1340.5,,,,,
28,065,67,604.3,,,,,
28,067,463,695.5,,,,,
28,069,72,832,,,,,
28,071,366,635.3,,,,,
28,073,283,430.2,,,,,
28,075,521,734.8,,,,,
28,077,49,418.3,,,,,
28,079,188,889.5,,,,,
28,081,732,882.4,,,,,
28,083,397,1494.2,,,,,
28,085,218,627.9,,,,,
28,087,603,1046.8,,,,,
28,089,676,608.4,,,,,
28,091,163,677.8,,,,,
28,093,293,859,,,,,
28,095,416,1238.9,,,,,
28,097,73,766,,,,,
28,099,239,833.5,,,,,
28,101,148,703.8,,,,,
28,103,143,1431.4,,,,,
28,105,501,974.2,,,,,
28,107,360,1102.2,,,,,
28,109,251,438.3,,,,,
28,111,76,668.5,,,,,
28,113,311,784.5,,,,,
28,115,199,634,,,,,
28,117,118,476,,,,,
28,119,75,1315.6,,,,,
28,121,607,381.8,,,,,
28,123,239,862.6,,,,,
28,125,42,1204.1,,,,,
28,127,117,457.3,,,,,
28,129,93,659.9,,,,,
28,131,72,385.7,,,,,
28,133,235,947.2,,,,,
28,135,98,814.3,,,,,
28,137,207,731.6,,,,,
28,139,100,466.6,,,,,
28,141,41,220.2,,,,,
28,143,186,1966.6,,,,,
28,145,163,579.6,,,,,
28,147,73,530.5,,,,,
28,149,275,644.8,,,,,
28,151,543,1277.2,,,,,
28,153,170,863.8,,,,,
28,155,39,390.3,,,,,
28,157,55,675.4,,,,,
28,159,156,889.2,,,,,
28,161,99,800.7,,,,,
28,163,303,1167.7,,,,,
29,000,32346,523.6,,,,,
29,001,66,262.3,,,,,
29,003,33,183.3,,,,,
29,005,,,,,,,
29,007,178,728.5,,,,,
29,009,37,105.9,,,,,
29,011,35,299.3,,,,,
29,013,51,315.3,,,,,
29,015,44,217.6,,,,,
29,017,20,190.2,,,,,
29,019,1147,611.1,,,,,
29,021,572,689.9,,,,,
29,023,312,739.7,,,,,
29,025,21,235.1,,,,,
29,027,185,413.3,,,,,
29,029,117,267.3,,,,,
29,031,580,699.6,,,,,
29,033,16,190,,,,,
29,035,10,189.8,,,,,
29,037,376,340.6,,,,,
29,039,34,232.9,,,,,
29,041,16,216.6,,,,,
29,043,174,186.9,,,,,
29,045,10,148.7,,,,,
29,047,1171,455.6,,,,,
29,049,42,196.9,,,,,
29,051,485,630.1,,,,,
29,053,48,286.2,,,,,
29,055,64,282.4,,,,,
29,057,15,195.8,,,,,
29,059,38,215.6,,,,,
29,061,9,106.7,,,,,
29,063,16,141.1,,,,,
29,065,25,172.8,,,,,
29,067,18,150.3,,,,,
29,069,174,634.9,,,,,
29,071,225,212.5,,,,,
29,073,18,121.9,,,,,
29,075,9,143.9,,,,,
29,077,1759,580,,,,,
29,079,37,376.1,,,,,
29,081,19,231.7,,,,,
29,083,47,209.5,,,,,
29,085,17,197,,,,,
29,087,0,0,,,,,
29,089,32,314.7,,,,,
29,091,92,226.4,,,,,
29,093,14,148.7,,,,,
29,095,6401,893.3,,,,,
29,097,647,521.5,,,,,
29,099,564,245.9,,,,,
29,101,248,456.2,,,,,
29,103,5,132.4,,,,,
29,105,129,355.2,,,,,
29,107,104,315.5,,,,,
29,109,74,191.3,,,,,
29,111,19,192.1,,,,,
29,113,138,218.5,,,,,
29,115,27,228.4,,,,,
29,117,49,340.2,,,,,
29,119,94,398.5,,,,,
29,121,18,119.6,,,,,
29,123,27,211.7,,,,,
29,125,22,260.9,,,,,
29,127,116,407.9,,,,,
29,129,8,232.8,,,,,
29,131,60,236.2,,,,,
29,133,102,872.7,,,,,
29,135,44,289.1,,,,,
29,137,17,196.5,,,,,
29,139,18,156.9,,,,,
29,141,44,202,,,,,
29,143,117,745.5,,,,,
29,145,219,364.9,,,,,
29,147,107,517.7,,,,,
29,149,4,45.8,,,,,
29,151,15,111.9,,,,,
29,153,18,201.3,,,,,
29,155,125,842.3,,,,,
29,157,31,164.4,,,,,
29,159,207,477.5,,,,,
29,161,167,368.5,,,,,
29,163,60,339.7,,,,,
29,165,463,418.9,,,,,
29,167,100,305.9,,,,,
29,169,292,541.3,,,,,
29,171,10,214.3,,,,,
29,173,30,287.9,,,,,
29,175,82,333,,,,,
29,177,58,251,,,,,
29,179,5,83.3,,,,,
29,181,19,177.5,,,,,
29,183,1167,282,,,,,
29,185,17,177.5,,,,,
29,186,33,177,,,,,
29,187,210,313.6,,,,,
29,189,6458,652.1,,,,,
29,195,124,539,,,,,
29,197,10,249.9,,,,,
29,199,8,172.3,,,,,
29,201,200,528.5,,,,,
29,203,12,166.8,,,,,
29,205,10,167.2,,,,,
29,207,65,229.1,,,,,
29,209,43,133.8,,,,,
29,211,15,256.8,,,,,
29,213,171,300.9,,,,,
29,215,52,205.2,,,,,
29,217,69,351.1,,,,,
29,219,95,255,,,,,
29,221,44,187.7,,,,,
29,223,14,129.7,,,,,
29,225,104,257.8,,,,,
29,227,,,,,,,
29,229,43,224.5,,,,,
29,510,3864,1348.3,,,,,
30,000,4089,364.2,,,,,
30,001,39,401.3,,,,,
30,003,167,1299.5,,,,,
30,005,24,346,,,,,
30,007,8,102.7,,,,,
30,009,28,250.5,,,,,
30,011,,,,,,,
30,013,266,313.4,,,,,
30,015,,,,,,,
30,017,42,349.1,,,,,
30,019,,,,,,,
30,021,18,203.9,,,,,
30,023,20,210.3,,,,,
30,025,4,132.8,,,,,
30,027,9,77.2,,,,,
30,029,304,271.9,,,,,
30,031,633,507,,,,,
30,033,,,,,,,
30,035,141,1030.6,,,,,
30,037,,,,,,,
30,039,4,114.2,,,,,
30,041,148,921.1,,,,,
30,043,29,226.1,,,,,
30,045,,,,,,,
30,047,137,417,,,,,
30,049,166,224.8,,,,,
30,051,,,,,,,
30,053,22,102.2,,,,,
30,055,,,,,,,
30,057,9,97.1,,,,,
30,059,,,,,,,
30,061,,,,,,,
30,063,434,358.6,,,,,
30,065,10,192.4,,,,,
30,067,37,208,,,,,
30,069,0,0,,,,,
30,071,5,117.9,,,,,
30,073,17,279.7,,,,,
30,075,0,0,,,,,
30,077,27,382.9,,,,,
30,079,,,,,,,
30,081,86,181.8,,,,,
30,083,35,311.5,,,,,
30,085,155,1466.1,,,,,
30,087,85,1050.9,,,,,
30,089,12,89.3,,,,,
30,091,6,168.4,,,,,
30,093,137,379.8,,,,,
30,095,19,207,,,,,
30,097,6,161.5,,,,,
30,099,,,,,,,
30,101,,,,,,,
30,103,0,0,,,,,
30,105,23,306.1,,,,,
30,107,,,,,,,
30,109,4,435.3,,,,,
30,111,740,435.7,,,,,
31,000,9627,489.2,,,,,
31,001,113,364.9,,,,,
31,003,9,143,,,,,
31,005,0,0,,,,,
31,007,,,,,,,
31,009,,,,,,,
31,011,8,148.6,,,,,
31,013,26,243.6,,,,,
31,015,0,0,,,,,
31,017,5,174.1,,,,,
31,019,220,434.9,,,,,
31,021,13,192.5,,,,,
31,023,11,130.5,,,,,
31,025,77,283.9,,,,,
31,027,14,167.2,,,,,
31,029,6,159.1,,,,,
31,031,13,237.9,,,,,
31,033,19,199.8,,,,,
31,035,18,297.6,,,,,
31,037,37,354.3,,,,,
31,039,18,201.6,,,,,
31,041,13,124.1,,,,,
31,043,100,475.2,,,,,
31,045,64,776.6,,,,,
31,047,84,351.7,,,,,
31,049,,,,,,,
31,051,13,237.9,,,,,
31,053,156,421.7,,,,,
31,055,4448,758.6,,,,,
31,057,,,,,,,
31,059,8,144.1,,,,,
31,061,4,139.2,,,,,
31,063,,,,,,,
31,065,5,109.3,,,,,
31,067,43,199.2,,,,,
31,069,,,,,,,
31,071,,,,,,,
31,073,,,,,,,
31,075,0,0,,,,,
31,077,,,,,,,
31,079,355,571.7,,,,,
31,081,15,159.1,,,,,
31,083,0,0,,,,,
31,085,0,0,,,,,
31,087,5,192.5,,,,,
31,089,17,169.3,,,,,
31,091,0,0,,,,,
31,093,13,199.5,,,,,
31,095,13,181.7,,,,,
31,097,14,264.8,,,,,
31,099,8,119.6,,,,,
31,101,9,108.8,,,,,
31,103,,,,,,,
31,105,5,150.8,,,,,
31,107,15,179.9,,,,,
31,109,1753,539.8,,,,,
31,111,92,273.1,,,,,
31,113,0,0,,,,,
31,115,0,0,,,,,
31,117,,,,,,,
31,119,130,367.6,,,,,
31,121,13,168.4,,,,,
31,123,10,220.9,,,,,
31,125,,,,,,,
31,127,19,270.1,,,,,
31,129,4,99,,,,,
31,131,27,166.7,,,,,
31,133,,,,,,,
31,135,,,,,,,
31,137,14,155.8,,,,,
31,139,11,150,,,,,
31,141,75,218.7,,,,,
31,143,6,116.1,,,,,
31,145,26,245.9,,,,,
31,147,12,155.7,,,,,
31,149,,,,,,,
31,151,55,389.6,,,,,
31,153,885,450.3,,,,,
31,155,37,160,,,,,
31,157,169,474.7,,,,,
31,159,27,152.6,,,,,
31,161,6,120.1,,,,,
31,163,,,,,,,
31,165,,,,,,,
31,167,5,87.5,,,,,
31,169,,,,,,,
31,171,0,0,,,,,
31,173,88,1352.4,,,,,
31,175,6,147.3,,,,,
31,177,45,212.6,,,,,
31,179,26,263.4,,,,,
31,181,,,,,,,
31,183,0,0,,,,,
31,185,39,271.7,,,,,
32,000,16189,509.4,,,,,
32,001,89,344.4,,,,,
32,003,12791,550.6,,,,,
32,005,80,161.2,,,,,
32,007,193,357.1,,,,,
32,009,0,0,,,,,
32,011,,,,,,,
32,013,47,272.1,,,,,
32,015,16,277.5,,,,,
32,017,5,111.6,,,,,
32,019,145,235.4,,,,,
32,021,15,331.5,,,,,
32,023,81,148,,,,,
32,027,10,154.8,,,,,
32,029,6,143.9,,,,,
32,031,2448,492.8,,,,,
32,033,23,261.7,,,,,
32,510,238,409.4,,,,,
33,000,2830,202.8,,,,,
33,001,112,172.9,,,,,
33,003,44,84.3,,,,,
33,005,113,146.1,,,,,
33,007,45,142.8,,,,,
33,009,193,211.8,,,,,
33,011,1067,250.1,,,,,
33,013,311,199.3,,,,,
33,015,552,172.8,,,,,
33,017,327,247.2,,,,,
33,019,66,150.1,,,,,
34,000,33147,357.9,,,,,
34,001,1247,452.4,,,,,
34,003,2114,221.8,,,,,
34,005,1468,315,,,,,
34,007,3298,628.3,,,,,
34,009,245,256.2,,,,,
34,011,1067,705,,,,,
34,013,5750,676.9,,,,,
34,015,1026,334.6,,,,,
34,017,2997,426.1,,,,,
34,019,173,133.3,,,,,
34,021,1802,473.4,,,,,
34,023,2460,285.6,,,,,
34,025,1432,222.3,,,,,
34,027,894,174.9,,,,,
34,029,1064,162.3,,,,,
34,031,2399,466.8,,,,,
34,033,296,454.6,,,,,
34,035,671,193.4,,,,,
34,037,195,133.5,,,,,
34,039,2244,393.8,,,,,
34,041,242,218.2,,,,,
35,000,11172,528.6,,,,,
35,001,4424,657.8,,,,,
35,003,0,0,,,,,
35,005,300,469.5,,,,,
35,006,158,586.3,,,,,
35,007,34,277.6,,,,,
35,009,251,528.1,,,,,
35,011,,,,,,,
35,013,1336,598.2,,,,,
35,015,279,461.9,,,,,
35,017,115,415.4,,,,,
35,019,15,348,,,,,
35,021,0,0,,,,,
35,023,18,449.7,,,,,
35,025,257,354.7,,,,,
35,027,42,205.8,,,,,
35,028,25,130.3,,,,,
35,029,137,532.1,,,,,
35,031,354,506.9,,,,,
35,033,9,215.9,,,,,
35,035,238,345.8,,,,,
35,037,14,163.8,,,,,
35,039,243,606.8,,,,,
35,041,86,454.2,,,,,
35,043,582,379.2,,,,,
35,045,847,703.4,,,,,
35,047,140,519.4,,,,,
35,049,627,402.8,,,,,
35,051,37,323.5,,,,,
35,053,73,453,,,,,
35,055,97,280.5,,,,,
35,057,28,181.2,,,,,
35,059,5,125.6,,,,,
35,061,399,511,,,,,
36,000,103673,526.9,,,,,
36,001,1481,469,,,,,
36,003,98,209.9,,,,,
36,005,14979,1085.5,,,,,
36,007,612,310.5,,,,,
36,009,178,232.9,,,,,
36,011,190,253.3,,,,,
36,013,434,344.4,,,,,
36,015,459,563.7,,,,,
36,017,99,213.1,,,,,
36,019,172,218.4,,,,,
