statecode,countycode,v005_rawvalue,v005_numerator,v005_denominator,v005_cilow,v005_cihigh,v005_sourceflag,v005_flag_CT
04,019,1707,,,,,,
04,021,2093,,,,,,
04,023,1104,,,,,,
04,025,1719,,,,,,
04,027,2002,,,,,,
05,000,3014,,,,,,
05,001,2909,,,,,,
05,003,4285,,,,,,
05,005,3174,,,,,,
05,007,2149,,,,,,
05,009,2300,,,,,,
05,011,2867,,,,,,
05,013,4288,,,,,,
05,015,1668,,,,,,
05,017,4371,,,,,,
05,019,2009,,,,,,
05,021,5391,,,,,,
05,023,1928,,,,,,
05,025,3359,,,,,,
05,027,3295,,,,,,
05,029,2847,,,,,,
05,031,3794,,,,,,
05,033,3184,,,,,,
05,035,2811,,,,,,
05,037,4546,,,,,,
05,039,2742,,,,,,
05,041,5233,,,,,,
05,043,6173,,,,,,
05,045,2654,,,,,,
05,047,3823,,,,,,
05,049,3298,,,,,,
05,051,2680,,,,,,
05,053,2813,,,,,,
05,055,4074,,,,,,
05,057,3607,,,,,,
05,059,2601,,,,,,
05,061,3488,,,,,,
05,063,3666,,,,,,
05,065,3502,,,,,,
05,067,5834,,,,,,
05,069,3821,,,,,,
05,071,3040,,,,,,
05,073,3566,,,,,,
05,075,2777,,,,,,
05,077,2679,,,,,,
05,079,3988,,,,,,
05,081,2952,,,,,,
05,083,3852,,,,,,
05,085,2812,,,,,,
05,087,1447,,,,,,
05,089,2167,,,,,,
05,091,3377,,,,,,
05,093,4200,,,,,,
05,095,3637,,,,,,
05,097,2903,,,,,,
05,099,2555,,,,,,
05,101,1847,,,,,,
05,103,2110,,,,,,
05,105,3292,,,,,,
05,107,2429,,,,,,
05,109,2861,,,,,,
05,111,4923,,,,,,
05,113,3430,,,,,,
05,115,2558,,,,,,
05,117,3165,,,,,,
05,119,2682,,,,,,
05,121,3522,,,,,,
05,123,3076,,,,,,
05,125,3492,,,,,,
05,127,4034,,,,,,
05,129,2683,,,,,,
05,131,3224,,,,,,
05,133,2954,,,,,,
05,135,2457,,,,,,
05,137,2379,,,,,,
05,139,2906,,,,,,
05,141,2315,,,,,,
05,143,2036,,,,,,
05,145,4160,,,,,,
05,147,4959,,,,,,
05,149,5371,,,,,,
06,000,2257,,,,,,
06,001,2102,,,,,,
06,003,968,,,,,,
06,005,1811,,,,,,
06,007,3342,,,,,,
06,009,1876,,,,,,
06,011,3088,,,,,,
06,013,2152,,,,,,
06,015,2001,,,,,,
06,017,2043,,,,,,
06,019,3188,,,,,,
06,021,4032,,,,,,
06,023,2054,,,,,,
06,025,2399,,,,,,
06,027,1198,,,,,,
06,029,2749,,,,,,
06,031,2461,,,,,,
06,033,2038,,,,,,
06,035,2997,,,,,,
06,037,2572,,,,,,
06,039,2666,,,,,,
06,041,1404,,,,,,
06,043,2415,,,,,,
06,045,1842,,,,,,
06,047,3577,,,,,,
06,049,2124,,,,,,
06,051,1575,,,,,,
06,053,2379,,,,,,
06,055,1762,,,,,,
06,057,1634,,,,,,
06,059,1723,,,,,,
06,061,1698,,,,,,
06,063,1798,,,,,,
06,065,2355,,,,,,
06,067,2696,,,,,,
06,069,2367,,,,,,
06,071,2823,,,,,,
06,073,2105,,,,,,
06,075,1976,,,,,,
06,077,2481,,,,,,
06,079,1557,,,,,,
06,081,1434,,,,,,
06,083,1454,,,,,,
06,085,1952,,,,,,
06,087,1617,,,,,,
06,089,1984,,,,,,
06,091,2384,,,,,,
06,093,1513,,,,,,
06,095,2110,,,,,,
06,097,1869,,,,,,
06,099,2918,,,,,,
06,101,2997,,,,,,
06,103,2198,,,,,,
06,105,1885,,,,,,
06,107,2548,,,,,,
06,109,2020,,,,,,
06,111,2101,,,,,,
06,113,1975,,,,,,
06,115,3550,,,,,,
08,000,1695,,,,,,
08,001,2247,,,,,,
08,003,2235,,,,,,
08,005,1798,,,,,,
08,007,884,,,,,,
08,009,4130,,,,,,
08,011,3211,,,,,,
08,013,1596,,,,,,
08,014,1346,,,,,,
08,015,1320,,,,,,
08,017,,,,,,,
08,019,2173,,,,,,
08,021,947,,,,,,
08,023,2506,,,,,,
08,025,2690,,,,,,
08,027,1411,,,,,,
08,029,1379,,,,,,
08,031,1746,,,,,,
08,033,1690,,,,,,
08,035,1799,,,,,,
08,037,1015,,,,,,
08,039,1509,,,,,,
08,041,1706,,,,,,
08,043,1836,,,,,,
08,045,1563,,,,,,
08,047,,,,,,,
08,049,1137,,,,,,
08,051,497,,,,,,
08,053,,,,,,,
08,055,1192,,,,,,
08,057,,,,,,,
08,059,1527,,,,,,
08,061,3334,,,,,,
08,063,2632,,,,,,
08,065,640,,,,,,
08,067,1257,,,,,,
08,069,1523,,,,,,
08,071,2484,,,,,,
08,073,1587,,,,,,
08,075,1874,,,,,,
08,077,1470,,,,,,
08,079,1369,,,,,,
08,081,944,,,,,,
08,083,1021,,,,,,
08,085,1042,,,,,,
08,087,1975,,,,,,
08,089,1848,,,,,,
08,091,,,,,,,
08,093,1786,,,,,,
08,095,2896,,,,,,
08,097,375,,,,,,
08,099,3051,,,,,,
08,101,2490,,,,,,
08,103,3031,,,,,,
08,105,3340,,,,,,
08,107,847,,,,,,
08,109,1980,,,,,,
08,111,,,,,,,
08,113,221,,,,,,
08,115,1273,,,,,,
08,117,772,,,,,,
08,119,1171,,,,,,
08,121,2227,,,,,,
08,123,1894,,,,,,
08,125,1974,,,,,,
09,000,2570,,,,,,
09,001,2269,,,,,,A
09,003,2701,,,,,,A
09,005,2307,,,,,,A
09,007,2318,,,,,,A
09,009,2760,,,,,,A
09,011,2915,,,,,,A
09,013,2432,,,,,,A
09,015,3393,,,,,,A
09,110,,,,,,,U
09,120,,,,,,,U
09,130,,,,,,,U
09,140,,,,,,,U
09,150,,,,,,,U
09,160,,,,,,,U
09,170,,,,,,,U
09,180,,,,,,,U
09,190,,,,,,,U
10,000,2747,,,,,,
10,001,2745,,,,,,
10,003,3151,,,,,,
10,005,2268,,,,,,
11,000,2950,,,,,,
11,001,2953,,,,,,
12,000,3074,,,,,,
12,001,3222,,,,,,
12,003,3672,,,,,,
12,005,2639,,,,,,
12,007,3867,,,,,,
12,009,2661,,,,,,
12,011,3455,,,,,,
12,013,3838,,,,,,
12,015,2643,,,,,,
12,017,2869,,,,,,
12,019,2796,,,,,,
12,021,2441,,,,,,
12,023,3872,,,,,,
12,027,3410,,,,,,
12,029,5144,,,,,,
12,031,3584,,,,,,
12,033,3130,,,,,,
12,035,2364,,,,,,
12,037,2437,,,,,,
12,039,3591,,,,,,
12,041,3964,,,,,,
12,043,4649,,,,,,
12,045,3074,,,,,,
12,047,3361,,,,,,
12,049,2415,,,,,,
12,051,3583,,,,,,
12,053,3809,,,,,,
12,055,3029,,,,,,
12,057,3619,,,,,,
12,059,3291,,,,,,
12,061,2302,,,,,,
12,063,4182,,,,,,
12,065,3466,,,,,,
12,067,2883,,,,,,
12,069,2752,,,,,,
12,071,2522,,,,,,
12,073,2956,,,,,,
12,075,3490,,,,,,
12,077,4620,,,,,,
12,079,3189,,,,,,
12,081,2153,,,,,,
12,083,3101,,,,,,
12,085,2816,,,,,,
12,086,3988,,,,,,
12,087,2260,,,,,,
12,089,2619,,,,,,
12,091,2941,,,,,,
12,093,3971,,,,,,
12,095,3838,,,,,,
12,097,4231,,,,,,
12,099,2504,,,,,,
12,101,3695,,,,,,
12,103,3335,,,,,,
12,105,4081,,,,,,
12,107,4792,,,,,,
12,109,2355,,,,,,
12,111,3551,,,,,,
12,113,3465,,,,,,
12,115,2153,,,,,,
12,117,3458,,,,,,
12,119,2480,,,,,,
12,121,3062,,,,,,
12,123,2693,,,,,,
12,125,4038,,,,,,
12,127,2810,,,,,,
12,129,3351,,,,,,
12,131,2908,,,,,,
12,133,3652,,,,,,
13,000,3083,,,,,,
13,001,3558,,,,,,
13,003,6162,,,,,,
13,005,4090,,,,,,
13,007,6683,,,,,,
13,009,3178,,,,,,
13,011,4419,,,,,,
13,013,4007,,,,,,
13,015,3988,,,,,,
13,017,4326,,,,,,
13,019,4434,,,,,,
13,021,3589,,,,,,
13,023,2662,,,,,,
13,025,3472,,,,,,
13,027,3008,,,,,,
13,029,2901,,,,,,
13,031,3640,,,,,,
13,033,3828,,,,,,
13,035,2521,,,,,,
13,037,3081,,,,,,
13,039,2870,,,,,,
13,043,3411,,,,,,
13,045,4013,,,,,,
13,047,2191,,,,,,
13,049,2112,,,,,,
13,051,2782,,,,,,
13,053,2116,,,,,,
13,055,4329,,,,,,
13,057,2735,,,,,,
13,059,2944,,,,,,
13,061,1307,,,,,,
13,063,2922,,,,,,
13,065,4515,,,,,,
13,067,2706,,,,,,
13,069,5326,,,,,,
13,071,6053,,,,,,
13,073,2080,,,,,,
13,075,4072,,,,,,
13,077,2739,,,,,,
13,079,1714,,,,,,
13,081,4783,,,,,,
13,083,1917,,,,,,
13,085,3060,,,,,,
13,087,3782,,,,,,
13,089,2745,,,,,,
13,091,3279,,,,,,
13,093,5087,,,,,,
13,095,3850,,,,,,
13,097,4037,,,,,,
13,099,4031,,,,,,
13,101,,,,,,,
13,103,2262,,,,,,
13,105,3431,,,,,,
13,107,4719,,,,,,
13,109,3858,,,,,,
13,111,2240,,,,,,
13,113,2257,,,,,,
13,115,4140,,,,,,
13,117,2229,,,,,,
13,119,3923,,,,,,
13,121,2845,,,,,,
13,123,1646,,,,,,
13,125,2678,,,,,,
13,127,3056,,,,,,
13,129,2709,,,,,,
13,131,2785,,,,,,
13,133,2419,,,,,,
13,135,2811,,,,,,
13,137,2128,,,,,,
13,139,3077,,,,,,
13,141,2011,,,,,,
13,143,3360,,,,,,
13,145,2292,,,,,,
13,147,3402,,,,,,
13,149,4090,,,,,,
13,151,2714,,,,,,
13,153,3576,,,,,,
13,155,4879,,,,,,
13,157,3631,,,,,,
13,159,2792,,,,,,
13,161,1644,,,,,,
13,163,3144,,,,,,
13,165,2187,,,,,,
13,167,4276,,,,,,
13,169,3527,,,,,,
13,171,2784,,,,,,
13,173,3564,,,,,,
13,175,2736,,,,,,
13,177,4524,,,,,,
13,179,2508,,,,,,
13,181,3094,,,,,,
13,183,3930,,,,,,
13,185,3021,,,,,,
13,187,3301,,,,,,
13,189,2863,,,,,,
13,191,4767,,,,,,
13,193,3818,,,,,,
13,195,3494,,,,,,
13,197,4118,,,,,,
13,199,2708,,,,,,
13,201,4155,,,,,,
13,205,4652,,,,,,
13,207,2322,,,,,,
13,209,3957,,,,,,
13,211,2533,,,,,,
13,213,3540,,,,,,
13,215,3029,,,,,,
13,217,4111,,,,,,
13,219,3274,,,,,,
13,221,3224,,,,,,
13,223,4913,,,,,,
13,225,3791,,,,,,
13,227,3150,,,,,,
13,229,2643,,,,,,
13,231,3047,,,,,,
13,233,4375,,,,,,
13,235,3669,,,,,,
13,237,2832,,,,,,
13,239,,,,,,,
13,241,1468,,,,,,
13,243,3942,,,,,,
13,245,2921,,,,,,
13,247,3621,,,,,,
13,249,2932,,,,,,
13,251,3876,,,,,,
13,253,3391,,,,,,
13,255,2385,,,,,,
13,257,3602,,,,,,
13,259,3849,,,,,,
13,261,2626,,,,,,
13,263,3416,,,,,,
13,265,1608,,,,,,
13,267,2682,,,,,,
13,269,6384,,,,,,
13,271,2725,,,,,,
13,273,5503,,,,,,
13,275,3213,,,,,,
13,277,3660,,,,,,
13,279,3523,,,,,,
13,281,2647,,,,,,
13,283,2883,,,,,,
13,285,3597,,,,,,
13,287,3257,,,,,,
13,289,3215,,,,,,
13,291,2437,,,,,,
13,293,3367,,,,,,
13,295,3086,,,,,,
13,297,3430,,,,,,
13,299,3370,,,,,,
13,301,5101,,,,,,
13,303,2695,,,,,,
13,305,3790,,,,,,
13,307,1576,,,,,,
13,309,4324,,,,,,
13,311,3049,,,,,,
13,313,3523,,,,,,
13,315,4283,,,,,,
13,317,2859,,,,,,
13,319,2568,,,,,,
13,321,5353,,,,,,
15,000,1517,,,,,,
15,001,1716,,,,,,
15,003,1514,,,,,,
15,005,,,,,,,
15,007,1697,,,,,,
15,009,1258,,,,,,
16,000,1543,,,,,,
16,001,1206,,,,,,
16,003,663,,,,,,
16,005,2048,,,,,,
16,007,2103,,,,,,
16,009,1486,,,,,,
16,011,1951,,,,,,
16,013,971,,,,,,
16,015,895,,,,,,
16,017,1016,,,,,,
16,019,1421,,,,,,
16,021,671,,,,,,
16,023,804,,,,,,
16,025,,,,,,,
16,027,1627,,,,,,
16,029,1748,,,,,,
16,031,1642,,,,,,
16,033,,,,,,,
16,035,1918,,,,,,
16,037,1204,,,,,,
16,039,1686,,,,,,
16,041,2500,,,,,,
16,043,589,,,,,,
16,045,534,,,,,,
16,047,2007,,,,,,
16,049,1639,,,,,,
16,051,1502,,,,,,
16,053,2573,,,,,,
16,055,1786,,,,,,
16,057,1151,,,,,,
16,059,1141,,,,,,
16,061,1830,,,,,,
16,063,1104,,,,,,
16,065,1528,,,,,,
16,067,1003,,,,,,
16,069,1419,,,,,,
16,071,2831,,,,,,
16,073,2177,,,,,,
16,075,1141,,,,,,
16,077,1934,,,,,,
16,079,2328,,,,,,
16,081,2746,,,,,,
16,083,2161,,,,,,
16,085,2150,,,,,,
16,087,976,,,,,,
17,000,3239,,,,,,
17,001,3539,,,,,,
17,003,1496,,,,,,
17,005,4017,,,,,,
17,007,2978,,,,,,
17,009,3638,,,,,,
17,011,1895,,,,,,
17,013,4665,,,,,,
17,015,2830,,,,,,
17,017,3181,,,,,,
17,019,4280,,,,,,
17,021,4065,,,,,,
17,023,4682,,,,,,
17,025,4015,,,,,,
17,027,2708,,,,,,
17,029,5707,,,,,,
17,031,3376,,,,,,
17,033,2719,,,,,,
17,035,4820,,,,,,
17,037,2684,,,,,,
17,039,2668,,,,,,
17,041,4124,,,,,,
17,043,2575,,,,,,
17,045,4552,,,,,,
17,047,2515,,,,,,
17,049,2842,,,,,,
17,051,4069,,,,,,
17,053,3379,,,,,,
17,055,3856,,,,,,
17,057,2841,,,,,,
17,059,2886,,,,,,
17,061,2615,,,,,,
17,063,3020,,,,,,
17,065,3874,,,,,,
17,067,3043,,,,,,
17,069,5450,,,,,,
17,071,2668,,,,,,
17,073,2278,,,,,,
17,075,3514,,,,,,
17,077,2782,,,,,,
17,079,2766,,,,,,
17,081,3716,,,,,,
17,083,3538,,,,,,
17,085,4245,,,,,,
17,087,3271,,,,,,
17,089,2854,,,,,,
17,091,3471,,,,,,
17,093,3074,,,,,,
17,095,2678,,,,,,
17,097,2843,,,,,,
17,099,2324,,,,,,
17,101,4210,,,,,,
17,103,2895,,,,,,
17,105,3237,,,,,,
17,107,2798,,,,,,
17,109,3552,,,,,,
17,111,3421,,,,,,
17,113,3071,,,,,,
17,115,3734,,,,,,
17,117,4033,,,,,,
17,119,3770,,,,,,
17,121,3643,,,,,,
17,123,2352,,,,,,
17,125,2651,,,,,,
17,127,4071,,,,,,
17,129,2856,,,,,,
17,131,1698,,,,,,
17,133,3850,,,,,,
17,135,3032,,,,,,
17,137,2768,,,,,,
17,139,4117,,,,,,
17,141,3063,,,,,,
17,143,2798,,,,,,
17,145,2466,,,,,,
17,147,3169,,,,,,
17,149,3614,,,,,,
17,151,2404,,,,,,
17,153,3465,,,,,,
17,155,1069,,,,,,
17,157,3880,,,,,,
17,159,3065,,,,,,
17,161,2542,,,,,,
17,163,4146,,,,,,
17,165,3098,,,,,,
17,167,4169,,,,,,
17,169,1427,,,,,,
17,171,2958,,,,,,
17,173,3003,,,,,,
17,175,1290,,,,,,
17,177,2732,,,,,,
17,179,2720,,,,,,
17,181,3156,,,,,,
17,183,3996,,,,,,
17,185,4106,,,,,,
17,187,2367,,,,,,
17,189,2388,,,,,,
17,191,2043,,,,,,
17,193,3421,,,,,,
17,195,2971,,,,,,
17,197,3749,,,,,,
17,199,3532,,,,,,
17,201,3082,,,,,,
17,203,2358,,,,,,
18,000,3078,,,,,,
18,001,2277,,,,,,
18,003,3127,,,,,,
18,005,3367,,,,,,
18,007,2898,,,,,,
18,009,1686,,,,,,
18,011,2567,,,,,,
18,013,2391,,,,,,
18,015,2602,,,,,,
18,017,2365,,,,,,
18,019,3622,,,,,,
18,021,3202,,,,,,
18,023,1596,,,,,,
18,025,3176,,,,,,
18,027,2644,,,,,,
18,029,3107,,,,,,
18,031,2773,,,,,,
18,033,2979,,,,,,
18,035,3795,,,,,,
18,037,1787,,,,,,
18,039,2476,,,,,,
18,041,3556,,,,,,
18,043,2927,,,,,,
18,045,3779,,,,,,
18,047,2652,,,,,,
18,049,2003,,,,,,
18,051,3135,,,,,,
18,053,3849,,,,,,
18,055,3166,,,,,,
18,057,2059,,,,,,
18,059,2402,,,,,,
18,061,2583,,,,,,
18,063,2459,,,,,,
18,065,3833,,,,,,
18,067,2986,,,,,,
18,069,2773,,,,,,
18,071,1879,,,,,,
18,073,2986,,,,,,
18,075,2809,,,,,,
18,077,3427,,,,,,
18,079,2686,,,,,,
18,081,2669,,,,,,
18,083,3073,,,,,,
18,085,3504,,,,,,
18,087,2098,,,,,,
18,089,4096,,,,,,
18,091,3688,,,,,,
18,093,916,,,,,,
18,095,3397,,,,,,
18,097,3261,,,,,,
18,099,3185,,,,,,
18,101,2755,,,,,,
18,103,3036,,,,,,
18,105,1990,,,,,,
18,107,2259,,,,,,
18,109,2007,,,,,,
18,111,3312,,,,,,
18,113,3150,,,,,,
18,115,4237,,,,,,
18,117,1133,,,,,,
18,119,2374,,,,,,
18,121,4201,,,,,,
18,123,1450,,,,,,
18,125,3031,,,,,,
18,127,3753,,,,,,
18,129,4110,,,,,,
18,131,2536,,,,,,
18,133,2493,,,,,,
18,135,2290,,,,,,
18,137,2435,,,,,,
18,139,3286,,,,,,
18,141,3303,,,,,,
18,143,4329,,,,,,
18,145,3909,,,,,,
18,147,2866,,,,,,
18,149,4469,,,,,,
18,151,1753,,,,,,
18,153,3692,,,,,,
18,155,4028,,,,,,
18,157,2615,,,,,,
18,159,606,,,,,,
18,161,4526,,,,,,
18,163,3355,,,,,,
18,165,4350,,,,,,
18,167,4490,,,,,,
18,169,2096,,,,,,
18,171,4020,,,,,,
18,173,3146,,,,,,
18,175,2413,,,,,,
18,177,3937,,,,,,
18,179,3326,,,,,,
18,181,1327,,,,,,
18,183,2660,,,,,,
19,000,2364,,,,,,
19,001,1310,,,,,,
19,003,1329,,,,,,
19,005,1654,,,,,,
19,007,2308,,,,,,
19,009,1613,,,,,,
19,011,2927,,,,,,
19,013,2324,,,,,,
19,015,2402,,,,,,
19,017,2019,,,,,,
19,019,1595,,,,,,
19,021,1645,,,,,,
19,023,2246,,,,,,
19,025,2975,,,,,,
19,027,2303,,,,,,
19,029,2459,,,,,,
19,031,2480,,,,,,
19,033,3470,,,,,,
19,035,2764,,,,,,
19,037,1327,,,,,,
19,039,3812,,,,,,
19,041,2221,,,,,,
19,043,1975,,,,,,
19,045,3048,,,,,,
19,047,3096,,,,,,
19,049,1982,,,,,,
19,051,870,,,,,,
19,053,1987,,,,,,
19,055,2553,,,,,,
19,057,2721,,,,,,
19,059,1777,,,,,,
19,061,6391,,,,,,
19,063,2212,,,,,,
19,065,1561,,,,,,
19,067,3072,,,,,,
19,069,1879,,,,,,
19,071,1827,,,,,,
19,073,2202,,,,,,
19,075,1290,,,,,,
19,077,1590,,,,,,
19,079,3792,,,,,,
19,081,1988,,,,,,
19,083,1659,,,,,,
19,085,1511,,,,,,
19,087,1552,,,,,,
19,089,2292,,,,,,
19,091,1367,,,,,,
19,093,2063,,,,,,
19,095,2406,,,,,,
19,097,3167,,,,,,
19,099,2025,,,,,,
19,101,2170,,,,,,
19,103,1892,,,,,,
19,105,2152,,,,,,
19,107,1948,,,,,,
19,109,3151,,,,,,
19,111,2426,,,,,,
19,113,3349,,,,,,
19,115,1891,,,,,,
19,117,2723,,,,,,
19,119,1680,,,,,,
19,121,2024,,,,,,
19,123,2631,,,,,,
19,125,1745,,,,,,
19,127,2144,,,,,,
19,129,2477,,,,,,
19,131,2164,,,,,,
19,133,2751,,,,,,
19,135,2449,,,,,,
19,137,3496,,,,,,
19,139,2209,,,,,,
19,141,1152,,,,,,
19,143,652,,,,,,
19,145,2097,,,,,,
19,147,2552,,,,,,
19,149,2039,,,,,,
19,151,1721,,,,,,
19,153,1916,,,,,,
19,155,2561,,,,,,
19,157,1360,,,,,,
19,159,1256,,,,,,
19,161,1609,,,,,,
19,163,3243,,,,,,
19,165,3474,,,,,,
19,167,1225,,,,,,
19,169,2161,,,,,,
19,171,2272,,,,,,
19,173,1886,,,,,,
19,175,1670,,,,,,
19,177,1831,,,,,,
19,179,2346,,,,,,
19,181,2068,,,,,,
19,183,1493,,,,,,
19,185,2539,,,,,,
19,187,2447,,,,,,
19,189,1818,,,,,,
19,191,1447,,,,,,
19,193,2211,,,,,,
19,195,2453,,,,,,
19,197,1237,,,,,,
20,000,2529,,,,,,
20,001,2693,,,,,,
20,003,2042,,,,,,
20,005,4451,,,,,,
20,007,3826,,,,,,
20,009,2827,,,,,,
20,011,1793,,,,,,
20,013,4250,,,,,,
20,015,1856,,,,,,
20,017,710,,,,,,
20,019,2766,,,,,,
20,021,3073,,,,,,
20,023,2827,,,,,,
20,025,1620,,,,,,
20,027,3381,,,,,,
20,029,2989,,,,,,
20,031,1351,,,,,,
20,033,2451,,,,,,
20,035,2148,,,,,,
20,037,2075,,,,,,
20,039,2752,,,,,,
20,041,3060,,,,,,
20,043,3443,,,,,,
20,045,1584,,,,,,
20,047,2052,,,,,,
20,049,2472,,,,,,
20,051,2690,,,,,,
20,053,3298,,,,,,
20,055,2579,,,,,,
20,057,2482,,,,,,
20,059,2857,,,,,,
20,061,2733,,,,,,
20,063,3790,,,,,,
20,065,3162,,,,,,
20,067,2562,,,,,,
20,069,1108,,,,,,
20,071,2233,,,,,,
20,073,3420,,,,,,
20,075,2545,,,,,,
20,077,2616,,,,,,
20,079,1989,,,,,,
20,081,1800,,,,,,
20,083,5916,,,,,,
20,085,2125,,,,,,
20,087,2159,,,,,,
20,089,3383,,,,,,
20,091,2204,,,,,,
20,093,4729,,,,,,
20,095,2917,,,,,,
20,097,1544,,,,,,
20,099,1795,,,,,,
20,101,3108,,,,,,
20,103,2737,,,,,,
20,105,4983,,,,,,
20,107,2609,,,,,,
20,109,4421,,,,,,
20,111,1516,,,,,,
20,113,1965,,,,,,
20,115,2387,,,,,,
20,117,4069,,,,,,
20,119,3051,,,,,,
20,121,3020,,,,,,
20,123,3199,,,,,,
20,125,2032,,,,,,
20,127,2799,,,,,,
20,129,5112,,,,,,
20,131,3946,,,,,,
20,133,4344,,,,,,
20,135,3691,,,,,,
20,137,1795,,,,,,
20,139,2331,,,,,,
20,141,3640,,,,,,
20,143,3251,,,,,,
20,145,997,,,,,,
20,147,3864,,,,,,
20,149,2028,,,,,,
20,151,2282,,,,,,
20,153,3544,,,,,,
20,155,2146,,,,,,
20,157,2592,,,,,,
20,159,2877,,,,,,
20,161,1539,,,,,,
20,163,3021,,,,,,
20,165,2753,,,,,,
20,167,5632,,,,,,
20,169,2523,,,,,,
20,171,4643,,,,,,
20,173,2166,,,,,,
20,175,2717,,,,,,
20,177,2867,,,,,,
20,179,4235,,,,,,
20,181,4896,,,,,,
20,183,3109,,,,,,
20,185,2099,,,,,,
20,187,2337,,,,,,
20,189,4850,,,,,,
20,191,2314,,,,,,
20,193,4500,,,,,,
20,195,3633,,,,,,
20,197,1409,,,,,,
20,199,1773,,,,,,
20,201,3614,,,,,,
20,203,3939,,,,,,
20,205,2734,,,,,,
20,207,1172,,,,,,
20,209,4093,,,,,,
21,000,3336,,,,,,
21,001,3681,,,,,,
21,003,3441,,,,,,
21,005,3362,,,,,,
21,007,3569,,,,,,
21,009,3166,,,,,,
21,011,3527,,,,,,
21,013,4664,,,,,,
21,015,3588,,,,,,
21,017,2692,,,,,,
21,019,5281,,,,,,
21,021,2885,,,,,,
21,023,3139,,,,,,
21,025,6636,,,,,,
21,027,4035,,,,,,
21,029,3304,,,,,,
21,031,3211,,,,,,
21,033,3535,,,,,,
21,035,3072,,,,,,
21,037,3747,,,,,,
21,039,2128,,,,,,
21,041,3738,,,,,,
21,043,5058,,,,,,
21,045,5958,,,,,,
21,047,3532,,,,,,
21,049,2930,,,,,,
21,051,3899,,,,,,
21,053,4510,,,,,,
21,055,5954,,,,,,
21,057,5607,,,,,,
21,059,2852,,,,,,
21,061,3573,,,,,,
21,063,4676,,,,,,
21,065,4533,,,,,,
21,067,2626,,,,,,
21,069,3524,,,,,,
21,071,5492,,,,,,
21,073,2861,,,,,,
21,075,4190,,,,,,
21,077,3593,,,,,,
21,079,2940,,,,,,
21,081,2835,,,,,,
21,083,5273,,,,,,
21,085,3704,,,,,,
21,087,2289,,,,,,
21,089,4541,,,,,,
21,091,2972,,,,,,
21,093,2987,,,,,,
21,095,5625,,,,,,
21,097,2176,,,,,,
21,099,3080,,,,,,
21,101,3973,,,,,,
