statecode,countycode,v155_race_AIAN,v155_race_asian,v155_race_black,v155_race_hispanic,v155_race_white,v155_race_flag_CT
18,039,,0.42,0.42,0.32,0.53,
18,041,,,0.34,,0.44,
18,043,,0.56,0.48,0.13,0.55,
18,045,,,,,0.39,
18,047,,,,,0.51,
18,049,,,,0.36,0.35,
18,051,,,0.43,,0.57,
18,053,,0.46,0.33,0.34,0.47,
18,055,,,,,0.39,
18,057,,0.54,0.46,0.41,0.61,
18,059,,0.53,0.31,0.26,0.58,
18,061,,,,,0.53,
18,063,,0.49,0.42,0.36,0.57,
18,065,,,0.41,,0.37,
18,067,,0.52,0.26,0.33,0.44,
18,069,,,,0.36,0.51,
18,071,,,,0.2,0.45,
18,073,,,,0.29,0.45,
18,075,,,,,0.49,
18,077,,,0.48,,0.55,
18,079,,,,,0.46,
18,081,,0.41,0.34,0.38,0.55,
18,083,,,0.41,,0.52,
18,085,,0.44,0.46,0.33,0.49,
18,087,,,,0.46,0.49,
18,089,,0.52,0.3,0.38,0.49,
18,091,,0.55,0.39,0.41,0.54,
18,093,,,,,0.47,
18,095,,0.52,0.35,0.31,0.51,
18,097,0.45,0.52,0.39,0.32,0.56,
18,099,,,,0.25,0.47,
18,101,,,,,0.31,
18,103,,,0.21,,0.36,
18,105,,0.58,0.48,0.41,0.59,
18,107,,,0.4,,0.54,
18,109,,,,,0.52,
18,111,,,,,0.39,
18,113,,,,0.29,0.5,
18,115,,,,,0.55,
18,117,,,,,0.42,
18,119,,,,,0.46,
18,121,,,,,0.48,
18,123,,,,,0.45,
18,125,,,,,0.36,
18,127,,0.58,0.33,0.44,0.51,
18,129,,,,,0.6,
18,131,,,,,0.32,
18,133,,,,,0.48,
18,135,,,,,0.38,
18,137,,,,,0.5,
18,139,,,,,0.42,
18,141,0.45,0.5,0.43,0.39,0.57,
18,143,,,,,0.45,
18,145,,,,0.27,0.38,
18,147,,,,,0.5,
18,149,,,,,0.35,
18,151,,,,,0.52,
18,153,,,,,0.49,
18,155,,,,,0.46,
18,157,,0.55,0.38,0.35,0.58,
18,159,,,,,0.51,
18,161,,,,,0.51,
18,163,,0.57,0.47,0.33,0.61,
18,165,,,,,0.5,
18,167,,0.67,0.39,0.35,0.52,
18,169,,,,,0.43,
18,171,,,,,0.42,
18,173,,0.64,0.64,,0.6,
18,175,,,,,0.43,
18,177,,0.51,0.44,0.37,0.46,
18,179,,,,,0.5,
18,181,,,,0.29,0.55,
18,183,,,,,0.52,
19,000,0.49,0.51,0.42,0.32,0.55,
19,001,,,,,0.52,
19,003,,,,,0.52,
19,005,,,,,0.47,
19,007,,,,,0.41,
19,009,,,,,0.34,
19,011,,,,,0.39,
19,013,,0.59,0.44,0.36,0.62,
19,015,,,,,0.62,
19,017,,,,,0.53,
19,019,,,,,0.38,
19,021,,0.17,,0.15,0.41,
19,023,,,,,0.45,
19,025,,,,,0.41,
19,027,,,,,0.66,
19,029,,,,,0.38,
19,031,,,,,0.53,
19,033,,,0.27,0.36,0.6,
19,035,,,,,0.43,
19,037,,,,,0.59,
19,039,,,,,0.42,
19,041,,,,,0.56,
19,043,,,,,0.38,
19,045,,0.79,0.33,,0.58,
19,047,,,,0.14,0.44,
19,049,,0.55,0.53,0.24,0.59,
19,051,,,,,0.46,
19,053,,,,,0.4,
19,055,,,,,0.37,
19,057,,0.38,0.39,0.47,0.57,
19,059,,,,,0.62,
19,061,,0.46,0.26,0.33,0.59,
19,063,,,,0.27,0.51,
19,065,,,,,0.48,
19,067,,,,,0.56,
19,069,,,,0.5,0.49,
19,071,,,,,0.38,
19,073,,,,,0.58,
19,075,,,,,0.42,
19,077,,,,,0.55,
19,079,,,,,0.54,
19,081,,,,,0.54,
19,083,,,,,0.58,
19,085,,,,,0.35,
19,087,,0.73,,,0.55,
19,089,,,,,0.42,
19,091,,,,,0.42,
19,093,,,,,0.28,
19,095,,,,,0.47,
19,097,,,,,0.56,
19,099,,,,,0.61,
19,101,,,,,0.31,
19,103,,0.61,0.49,0.45,0.66,
19,105,,,,,0.36,
19,107,,,,,0.39,
19,109,,,,,0.39,
19,111,,0.69,0.42,0.53,0.52,
19,113,,0.59,0.39,0.48,0.64,
19,115,,,,0.33,0.52,
19,117,,,,,0.41,
19,119,,,,,0.46,
19,121,,,,,0.48,
19,123,,,,,0.54,
19,125,,0.45,,,0.59,
19,127,,0.4,0.31,0.2,0.56,
19,129,,,,,0.57,
19,131,,,,,0.44,
19,133,,,,,0.18,
19,135,,,,,0.43,
19,137,,,,,0.61,
19,139,,0.5,0.4,0.3,0.51,
19,141,,,,,0.29,
19,143,,,,,0.45,
19,145,,,,,0.5,
19,147,,,,,0.42,
19,149,,,,,0.55,
19,151,,,,,0.35,
19,153,,0.55,0.42,0.38,0.64,
19,155,,0.52,0.45,0.31,0.57,
19,157,,,,,0.55,
19,159,,,,,0.33,
19,161,,,,,0.37,
19,163,,0.49,0.43,0.43,0.62,
19,165,,,,,0.52,
19,167,,,,0.27,0.51,
19,169,,0.72,0.6,0.47,0.69,
19,171,0.66,,,,0.47,
19,173,,,,,0.47,
19,175,,,,,0.57,
19,177,,,,,0.32,
19,179,,0.19,0.12,0.14,0.43,
19,181,,,,,0.61,
19,183,,,,0.26,0.5,
19,185,,,,,0.37,
19,187,,,0.22,0.29,0.44,
19,189,,,,,0.55,
19,191,,,,,0.63,
19,193,0.28,0.33,0.26,0.2,0.56,
19,195,,,,,0.55,
19,197,,,,0.1,0.36,
20,000,0.45,0.5,0.4,0.38,0.49,
20,001,,,,,0.38,
20,003,,,,,0.33,
20,005,,,0.23,,0.36,
20,007,,,,,0.16,
20,009,,,,0.34,0.34,
20,011,,,,,0.42,
20,013,0.43,,,,0.29,
20,015,0.6,0.64,0.43,0.39,0.51,
20,017,,,,,0.39,
20,019,,,,,0.3,
20,021,0.26,,,,0.41,
20,023,,,,,0.39,
20,025,,,,,0.26,
20,027,,,,,0.4,
20,029,,,,,0.38,
20,031,,,,,0.4,
20,033,,,,,0.45,
20,035,0.35,0.42,0.41,0.46,0.48,
20,037,,0.46,0.32,,0.48,
20,039,,,,,0.39,
20,041,,,,0.29,0.37,
20,043,,,,,0.43,
20,045,0.59,0.64,0.5,0.55,0.67,
20,047,,,,0.47,0.31,
20,049,,,,,0.38,
20,051,,0.5,,0.54,0.49,
20,053,,,,,0.4,
20,055,,0.44,0.36,0.41,0.49,
20,057,,0.34,0.38,0.33,0.41,
20,059,,,0.25,0.3,0.34,
20,061,,0.4,0.25,0.33,0.41,
20,063,,,,,0.41,
20,065,,,0.33,,0.36,
20,067,,,,0.28,0.33,
20,069,,,,0.57,0.44,
20,071,,,,,0.03,
20,073,,,,,0.47,
20,075,,,,,0.31,
20,077,,,,,0.36,
20,079,,,0.38,0.42,0.56,
20,081,,,,0.3,0.43,
20,083,,,,,0.41,
20,085,0.32,,,,0.3,
20,087,,,,,0.52,
20,089,,,,,0.35,
20,091,0.58,0.57,0.49,0.4,0.63,
20,093,,,,0.29,0.26,
20,095,,,,,0.41,
20,097,,,,,0.38,
20,099,0.44,,0.24,0.18,0.35,
20,101,,,,,0.33,
20,103,,0.45,0.32,0.34,0.47,
20,105,,,,,0.41,
20,107,,,,,0.33,
20,109,,,,,0.38,
20,111,,0.63,0.29,0.42,0.52,
20,113,,,,,0.48,
20,115,,,,,0.48,
20,117,,,,,0.4,
20,119,,,,0.24,0.35,
20,121,,,0.25,0.33,0.45,
20,123,,,,,0.54,
20,125,0.41,,0.27,0.31,0.34,
20,127,,,,,0.39,
20,129,,,,0.43,0.4,
20,131,,,,,0.28,
20,133,,,,0.51,0.4,
20,135,,,,,0.31,
20,137,,,,,0.32,
20,139,,,,,0.49,
20,141,,,,,0.33,
20,143,,,,,0.4,
20,145,,,,0.27,0.31,
20,147,,,,,0.38,
20,149,,,,,0.43,
20,151,,,,0.36,0.43,
20,153,,,,,0.35,
20,155,,,0.32,0.26,0.31,
20,157,,,,,0.44,
20,159,,,,0.18,0.19,
20,161,,0.52,0.52,0.4,0.62,
20,163,,,,,0.48,
20,165,,,,,0.44,
20,167,,,,,0.3,
20,169,,0.43,0.41,0.37,0.53,
20,171,,,,0.54,0.35,
20,173,0.49,0.49,0.42,0.38,0.54,
20,175,,0.48,0.19,0.27,0.4,
20,177,0.43,0.58,0.44,0.49,0.59,
20,179,,,,,0.15,
20,181,,,,0.27,0.36,
20,183,,,,,0.35,
20,185,,,,0.29,0.35,
20,187,,,,0.31,0.29,
20,189,,,,0.4,0.36,
20,191,,,,0.43,0.44,
20,193,,,,,0.2,
20,195,,,,,0.24,
20,197,,,,,0.53,
20,199,,,,,0.3,
20,201,,,,,0.37,
20,203,,,,0.33,0.32,
20,205,,,,,0.35,
20,207,,,,,0.39,
20,209,,0.35,0.38,0.37,0.5,
21,000,0.39,0.48,0.38,0.33,0.46,
21,001,,,0.25,,0.32,
21,003,,,,,0.4,
21,005,,,0.29,,0.47,
21,007,,,0.31,,0.52,
21,009,,,0.48,,0.49,
21,011,,,,,0.37,
21,013,,,0.32,,0.29,
21,015,,0.54,0.35,0.43,0.52,
21,017,,,0.42,,0.51,
21,019,,0.83,0.62,,0.47,
21,021,,,0.32,,0.4,
21,023,,,,,0.37,
21,025,,,,,0.19,
21,027,,,0.41,,0.36,
21,029,,0.27,0.35,,0.52,
21,031,,,,,0.42,
21,033,,,0.23,,0.33,
21,035,,,0.45,,0.48,
21,037,,0.33,0.44,,0.56,
21,039,,,,,0.49,
21,041,,,,,0.4,
21,043,,,,,0.42,
21,045,,,,,0.29,
21,047,,0.38,0.25,0.1,0.39,
21,049,,,0.4,,0.47,
21,051,,,,,0.16,
21,053,,,,,0.31,
21,055,,,,,0.35,
21,057,,,,,0.15,
21,059,,0.48,0.44,0.23,0.54,
21,061,,,,,0.47,
21,063,,,,,0.36,
21,065,,,,,0.28,
21,067,,0.5,0.38,0.36,0.57,
21,069,,,,,0.38,
21,071,,,,,0.35,
21,073,,0.51,0.34,0.29,0.46,
21,075,,,0.34,,0.35,
21,077,,,,,0.44,
21,079,,,0.64,,0.37,
21,081,,,,,0.44,
21,083,,,0.32,0.22,0.44,
21,085,,,,,0.41,
21,087,,,0.33,,0.31,
21,089,,,0.52,,0.47,
21,091,,,,,0.49,
21,093,,0.47,0.4,0.43,0.46,
21,095,,,0.24,,0.22,
21,097,,,0.44,,0.49,
21,099,,,0.33,,0.38,
21,101,,,0.38,,0.52,
21,103,,,0.48,,0.44,
21,105,,,0.29,,0.42,
21,107,,,0.35,,0.45,
21,109,,,,,0.24,
21,111,,0.52,0.4,0.35,0.57,
21,113,,0.23,0.44,0.44,0.51,
21,115,,,,,0.37,
21,117,,0.52,0.31,0.28,0.56,
21,119,,,,,0.27,
21,121,,,,,0.26,
21,123,,,0.21,,0.45,
21,125,,,0.31,,0.33,
21,127,,,,,0.29,
21,129,,,,,0.2,
21,131,,,,,0.24,
21,133,,,,,0.26,
21,135,,,,,0.29,
21,137,,,0.37,,0.33,
21,139,,,,,0.4,
21,141,,,0.56,,0.49,
21,143,,,0.27,,0.44,
21,145,,0.33,0.41,,0.54,
21,147,,,,,0.26,
21,149,,,,,0.47,
21,151,,0.39,0.3,,0.4,
21,153,,,,,0.34,
21,155,,,0.24,,0.38,
21,157,,,,,0.48,
21,159,,,,,0.31,
21,161,,,0.35,,0.42,
21,163,,,0.37,,0.42,
21,165,,,,,0.31,
21,167,,,0.18,,0.41,
21,169,,,,,0.41,
21,171,,,,,0.27,
21,173,,,0.48,,0.46,
21,175,,,,,0.32,
21,177,,,0.4,,0.32,
21,179,,,0.38,0.23,0.52,
21,181,,,,,0.48,
21,183,,,,,0.4,
21,185,,0.46,0.42,0.17,0.54,
21,187,,,,,0.4,
21,189,,,,,0.23,
21,191,,,,,0.48,
21,193,,0.25,0.29,,0.25,
21,195,,,,,0.39,
21,197,,,,,0.31,
21,199,,0.24,0.31,,0.33,
21,201,,,,,0.4,
21,203,,,,,0.23,
21,205,,,,,0.42,
21,207,,,,,0.3,
21,209,,0.54,0.31,0.26,0.46,
21,211,,,0.43,0.28,0.51,
21,213,,,0.45,,0.46,
21,215,,,,,0.43,
21,217,,,0.33,,0.42,
21,219,,,0.28,,0.33,
21,221,,,0.33,,0.45,
21,223,,,,,0.4,
21,225,,,0.1,,0.32,
21,227,,0.43,0.44,0.28,0.51,
21,229,,,0.38,,0.39,
21,231,,,0.23,,0.38,
21,233,,,0.31,,0.44,
21,235,,,,,0.32,
21,237,,,,,0.24,
21,239,,,0.5,0.65,0.56,
22,000,0.33,0.45,0.35,0.32,0.44,
22,001,,0.41,0.43,0.23,0.47,
22,003,,,0.25,,0.27,
22,005,,0.44,0.41,0.28,0.48,
22,007,,,0.37,,0.53,
22,009,,,0.31,,0.4,
22,011,,0.45,0.26,0.22,0.38,
22,013,,,0.32,,0.38,
22,015,,0.52,0.36,0.23,0.43,
22,017,,0.47,0.34,0.28,0.45,
22,019,,0.57,0.4,0.36,0.47,
22,021,,,0.2,,0.3,
22,023,,,,,0.32,
22,025,,,0.28,,0.29,
22,027,,,0.26,,0.37,
22,029,,,0.31,,0.4,
22,031,,,0.23,,0.37,
22,033,,0.49,0.38,0.37,0.53,
22,035,,,0.1,,0.22,
22,037,,,0.41,,0.38,
22,039,,,0.34,,0.37,
22,041,,,0.24,,0.25,
22,043,,,0.35,,0.39,
22,045,,0.37,0.44,0.37,0.46,
22,047,,,0.38,0.27,0.48,
22,049,,,0.31,,0.34,
22,051,,0.43,0.34,0.32,0.46,
22,053,,,0.37,,0.41,
22,055,,0.52,0.39,0.36,0.5,
22,057,,0.7,0.36,0.4,0.47,
22,059,,,0.2,,0.29,
22,061,,0.53,0.36,0.27,0.44,
22,063,,0.5,0.28,0.36,0.44,
22,065,,,0.21,,0.29,
22,067,,,0.37,,0.42,
22,069,,,0.39,0.46,0.44,
22,071,,0.45,0.32,0.35,0.54,
22,073,,0.46,0.38,0.22,0.45,
22,075,,0.43,0.22,0.31,0.33,
22,077,,,0.29,,0.39,
22,079,,0.47,0.37,0.25,0.45,
22,081,,,0.29,,0.37,
22,083,,,0.24,,0.27,
22,085,0.22,,0.34,,0.37,
22,087,,0.18,0.34,0.35,0.39,
22,089,,0.38,0.32,0.32,0.42,
22,091,,,0.31,,0.38,
22,093,,,0.3,,0.45,
22,095,,0.36,0.33,0.38,0.38,
22,097,,0.56,0.42,0.33,0.46,
22,099,,0.53,0.39,,0.43,
22,101,,0.38,0.36,0.4,0.45,
22,103,,0.41,0.33,0.35,0.44,
22,105,,0.47,0.29,0.26,0.43,
22,107,,,0.16,,0.41,
22,109,0.29,0.44,0.38,0.34,0.46,
22,111,,,0.36,,0.44,
22,113,,0.38,0.35,0.36,0.4,
22,115,,0.34,0.23,0.23,0.29,
22,117,,,0.35,0.33,0.42,
22,119,,,0.36,,0.39,
22,121,,,0.43,,0.48,
22,123,,,0.17,,0.31,
22,125,,,0.4,,0.44,
22,127,,,0.31,,0.4,
23,000,0.33,0.47,0.32,0.33,0.46,
23,001,,0.31,0.19,0.2,0.45,
23,003,0.41,0.32,0.27,0.27,0.38,
23,005,0.29,0.5,0.36,0.35,0.55,
23,007,,,,,0.3,
23,009,,0.29,,,0.55,
23,011,,0.34,0.19,0.26,0.45,
23,013,,,,,0.54,
23,015,,,,,0.36,
23,017,,,,,0.33,
23,019,0.4,0.57,0.27,0.04,0.42,
23,021,,,,,0.34,
23,023,,,,,0.48,
23,025,,,0.25,,0.4,
23,027,,,,,0.42,
23,029,0.18,,,,0.34,
23,031,,0.47,0.41,0.41,0.52,
24,000,0.46,0.56,0.41,0.42,0.55,
24,001,,0.52,0.36,0.28,0.43,
24,003,0.45,0.55,0.44,0.43,0.55,
24,005,0.51,0.57,0.46,0.44,0.59,
24,009,,0.53,0.44,0.46,0.53,
24,011,,0.35,0.37,0.26,0.45,
24,013,,0.55,0.48,0.43,0.54,
24,015,,0.42,0.39,0.34,0.48,
24,017,,0.44,0.38,0.37,0.45,
24,019,,0.33,0.44,0.28,0.53,
24,021,,0.5,0.42,0.42,0.56,
24,023,,,,,0.4,
24,025,,0.52,0.43,0.44,0.54,
24,027,,0.63,0.5,0.46,0.62,
24,029,,,0.42,,0.58,
24,031,0.42,0.57,0.43,0.44,0.61,
24,033,0.58,0.48,0.37,0.37,0.5,
24,035,,0.58,0.47,,0.54,
24,037,,0.39,0.39,0.41,0.45,
24,039,,0.35,0.34,,0.43,
24,041,,0.44,0.42,0.43,0.55,
24,043,,0.52,0.38,0.36,0.51,
24,045,,0.61,0.4,0.4,0.49,
24,047,,0.57,0.4,0.42,0.56,
24,510,0.3,0.56,0.43,0.4,0.57,
25,000,0.34,0.54,0.41,0.38,0.59,
25,001,0.33,0.49,0.42,0.36,0.59,
25,003,,0.49,0.35,0.34,0.53,
25,005,0.31,0.5,0.41,0.44,0.56,
25,007,0.21,0.19,0.45,0.17,0.36,
25,009,0.23,0.56,0.42,0.27,0.6,
25,011,,0.5,0.48,0.23,0.58,
25,013,0.33,0.51,0.42,0.38,0.57,
25,015,,0.55,0.51,0.48,0.63,
25,017,0.27,0.56,0.43,0.43,0.62,
25,019,,,,,0.21,
25,021,0.38,0.56,0.43,0.47,0.63,
25,023,0.24,0.51,0.39,0.38,0.6,
25,025,0.28,0.5,0.41,0.39,0.56,
25,027,0.46,0.5,0.4,0.38,0.58,
26,000,0.3,0.5,0.33,0.34,0.47,
26,001,,,,,0.26,
26,003,0.27,,,,0.42,
26,005,0.38,,0.19,0.22,0.44,
26,007,,,,,0.38,
26,009,,,,,0.42,
26,011,,,,,0.34,
26,013,0.14,,,,0.29,
26,015,,,,,0.42,
26,017,0.45,0.57,0.32,0.27,0.5,
26,019,,,,,0.51,
26,021,0.64,0.46,0.27,0.3,0.49,
26,023,,0.24,,0.38,0.45,
26,025,0.23,0.31,0.36,0.37,0.48,
26,027,0.33,0.56,0.32,,0.48,
26,029,0.12,,,,0.39,
26,031,0.31,,,,0.35,
26,033,0.21,,,,0.36,
26,035,,,,0.45,0.33,
26,037,,,0.48,0.42,0.49,
26,039,,,,,0.35,
26,041,0.17,,,,0.41,
26,043,,,,,0.39,
26,045,,0.36,0.26,0.37,0.44,
26,047,0.13,,,,0.46,
26,049,0.43,0.55,0.37,0.39,0.46,
26,051,,,,,0.38,
26,053,,,,,0.34,
26,055,0.32,0.57,0.46,0.45,0.56,
26,057,,,,0.18,0.4,
26,059,,,,0.06,0.4,
26,061,,0.31,,,0.31,
26,063,,,,,0.37,
26,065,0.42,0.48,0.33,0.39,0.5,
26,067,,,,0.2,0.33,
26,069,,,,,0.29,
26,071,,,,,0.26,
26,073,0.48,0.47,0.44,0.28,0.42,
26,075,,0.52,0.34,0.38,0.5,
26,077,0.53,0.46,0.36,0.28,0.53,
26,079,,,,,0.32,
26,081,0.24,0.51,0.34,0.33,0.51,
26,083,,,,,0.29,
26,085,,,0.25,,0.35,
26,087,,,,0.33,0.42,
26,089,0.16,,,,0.6,
26,091,,0.61,0.45,0.37,0.47,
26,093,,0.43,0.34,0.3,0.51,
26,095,0.19,,,,0.2,
26,097,0.19,,,,0.29,
26,099,0.33,0.48,0.34,0.39,0.49,
26,101,,,,0.3,0.46,
26,103,0.31,0.62,,,0.5,
26,105,,,,0.5,0.37,
26,107,,,0.18,,0.38,
26,109,0.1,,,,0.35,
26,111,,0.59,0.4,0.51,0.5,
26,113,,,,,0.39,
26,115,,0.6,0.4,0.4,0.47,
26,117,,,,0.31,0.34,
26,119,,,,,0.29,
26,121,0.42,0.47,0.35,0.34,0.47,
26,123,,,0.29,0.25,0.32,
26,125,0.4,0.54,0.38,0.38,0.54,
26,127,,,,0.18,0.34,
26,129,,,,,0.28,
26,131,,,,,0.27,
26,133,,,,,0.33,
26,135,,,,,0.23,
26,137,,,,,0.38,
26,139,0.36,0.37,0.4,0.31,0.52,
26,141,,,,,0.33,
26,143,,,,,0.36,
26,145,,0.49,0.31,0.34,0.47,
26,147,,0.56,0.34,0.34,0.45,
26,149,,,0.24,0.24,0.45,
26,151,,,,0.39,0.4,
26,153,0.12,,,,0.09,
26,155,,0.73,,0.34,0.47,
26,157,,,0.33,0.31,0.37,
26,159,0.49,0.31,0.25,0.13,0.41,
26,161,,0.54,0.4,0.44,0.53,
26,163,0.33,0.47,0.3,0.33,0.51,
26,165,,,,,0.44,
27,000,0.32,0.48,0.34,0.34,0.54,
27,001,,,,,0.33,
27,003,0.36,0.42,0.33,0.34,0.53,
27,005,0.32,,,,0.49,
27,007,0.17,,,,0.52,
27,009,,,,,0.48,
27,011,,,,,0.49,
27,013,0.31,0.54,0.38,0.53,0.63,
27,015,,,,,0.53,
27,017,0.5,,,,0.5,
27,019,,0.51,0.29,0.16,0.6,
27,021,0.2,,,,0.46,
27,023,,,,,0.55,
27,025,,0.27,,,0.48,
27,027,0.37,0.73,0.35,0.35,0.59,
27,029,0.18,,,,0.27,
27,031,,,,,0.27,
27,033,,,,,0.33,
27,035,0.37,0.36,0.31,,0.53,
27,037,0.42,0.47,0.33,0.31,0.58,
27,039,,,,,0.54,
27,041,,,0.21,,0.56,
27,043,,,,,0.54,
27,045,,,,,0.57,
27,047,,,,0.3,0.51,
27,049,,,0.32,,0.52,
27,051,,,,,0.49,
27,053,0.37,0.51,0.33,0.37,0.63,
27,055,,,,,0.63,
27,057,,,,,0.36,
27,059,,,,,0.5,
27,061,0.23,,,,0.46,
27,063,,,,0.36,0.29,
27,065,,,,,0.41,
27,067,,,0.13,0.34,0.59,
27,069,,,,,0.2,
27,071,,,,,0.27,
27,073,,,,,0.18,
27,075,,,,,0.47,
27,077,,,,,0.23,
27,079,,,,0.34,0.57,
27,081,,,,,0.18,
27,083,0.45,0.38,0.31,0.25,0.46,
27,085,,0.36,0.29,0.34,0.52,
27,087,0.28,,,,0.32,
27,089,,,,,0.43,
27,091,,,,0.42,0.55,
27,093,,,,,0.29,
27,095,0.12,,,,0.36,
27,097,,,,,0.44,
27,099,,0.47,0.27,0.3,0.54,
27,101,,,,,0.37,
27,103,,,,,0.61,
27,105,,0.42,0.29,0.2,0.6,
27,107,,,,,0.27,
27,109,,0.52,0.33,0.47,0.62,
27,111,0.27,,0.29,0.21,0.48,
27,113,,,,,0.51,
27,115,0.03,,,,0.32,
27,117,,,,,0.28,
27,119,0.23,,,0.35,0.55,
27,121,,,,,0.23,
27,123,0.42,0.48,0.37,0.34,0.61,
27,125,,,,,0.5,
27,127,,,,,0.35,
27,129,,,,0.27,0.31,
27,131,,0.41,0.22,0.46,0.56,
27,133,,,,,0.56,
27,135,,,,,0.56,
27,137,0.53,0.48,0.33,0.35,0.46,
27,139,,0.46,0.31,0.16,0.56,
27,141,,0.31,0.14,0.34,0.51,
27,143,,,,0.25,0.36,
27,145,0.5,0.45,0.22,0.3,0.47,
27,147,,,0.28,0.41,0.58,
27,149,,,,,0.34,
27,151,,,,,0.27,
27,153,,,,,0.2,
27,155,,,,,0.15,
27,157,,,,,0.44,
27,159,,,,,0.22,
27,161,,,,0.54,0.56,
27,163,,0.57,0.43,0.37,0.59,
27,165,,,,0.26,0.48,
27,167,,,,,0.52,
27,169,,0.45,0.33,0.42,0.62,
27,171,,0.46,0.24,0.28,0.53,
27,173,,,,,0.37,
28,000,0.42,0.39,0.34,0.27,0.44,
28,001,,,0.37,,0.51,
28,003,,0.25,0.44,,0.48,
28,005,,,0.17,,0.25,
28,007,,,0.43,,0.51,
28,009,,,0.33,,0.44,
28,011,,,0.31,,0.42,
28,013,,,0.37,,0.37,
28,015,,,0.22,,0.33,
28,017,,,0.37,,0.39,
28,019,,,0.21,,0.36,
28,021,,,0.36,,0.47,
28,023,,,0.26,,0.34,
28,025,,,0.3,,0.42,
28,027,,,0.28,,0.48,
28,029,,,0.36,,0.5,
28,031,,,0.34,,0.44,
28,033,,0.44,0.4,0.28,0.51,
28,035,,0.3,0.41,0.39,0.52,
28,037,,,0.21,,0.28,
28,039,,,0.22,,0.27,
28,041,,,0.23,,0.31,
28,043,,,0.29,,0.39,
28,045,,0.45,0.38,0.37,0.42,
28,047,,0.31,0.3,0.27,0.4,
28,049,,0.42,0.37,0.15,0.52,
28,051,,,0.24,,0.44,
28,053,,,0.16,,0.22,
28,055,,,0.3,,0.42,
28,057,,,0.39,,0.51,
28,059,,0.31,0.36,0.21,0.4,
28,061,,,0.34,,0.38,
28,063,,,0.29,,0.47,
28,065,,,0.38,,0.43,
28,067,,0.44,0.44,0.21,0.47,
28,069,,,0.3,,0.28,
28,071,,0.5,0.4,,0.56,
28,073,,,0.4,,0.47,
28,075,,0.35,0.27,,0.38,
28,077,,,0.38,,0.36,
28,079,0.29,,0.28,,0.37,
28,081,,0.47,0.47,0.27,0.54,
28,083,,0.59,0.37,,0.48,
28,085,,,0.37,,0.48,
28,087,,0.27,0.34,0.5,0.43,
28,089,,0.56,0.35,0.5,0.57,
28,091,,,0.39,,0.34,
28,093,,,0.34,0.2,0.44,
28,095,,,0.32,,0.43,
28,097,,,0.21,,0.2,
28,099,0.48,,0.18,,0.2,
28,101,0.44,,0.24,,0.29,
28,103,,,0.33,,0.4,
28,105,,0.56,0.38,,0.54,
28,107,,,0.4,,0.51,
28,109,,,0.37,0.44,0.39,
28,111,,,0.4,,0.4,
28,113,,0.23,0.3,,0.41,
28,115,,,0.29,0.2,0.34,
28,117,,,0.5,,0.51,
28,119,,,0.23,,0.36,
28,121,,0.49,0.43,0.31,0.48,
28,123,,,0.26,0.1,0.37,
28,125,,,0.31,,0.48,
28,127,,,0.3,,0.33,
28,129,,,0.32,,0.39,
28,131,,,0.3,,0.35,
28,133,,,0.19,,0.24,
28,135,,,0.16,,0.38,
28,137,,,0.39,,0.52,
28,139,,,0.42,,0.46,
28,141,,,0.41,,0.43,
28,143,,,0.21,,0.42,
28,145,,,0.33,0.36,0.48,
28,147,,,0.25,,0.31,
28,149,,0.4,0.39,,0.49,
28,151,,0.33,0.32,,0.46,
28,153,,,0.34,,0.42,
28,155,,,0.24,,0.31,
28,157,,,0.11,,0.25,
28,159,,,0.26,,0.26,
28,161,,,0.2,,0.34,
28,163,,,0.28,,0.41,
29,000,0.39,0.48,0.36,0.35,0.48,
29,001,,,,,0.55,
29,003,,,,,0.47,
29,005,,,,,0.4,
29,007,,,0.44,,0.43,
29,009,,0.4,,0.2,0.38,
29,011,,,,,0.38,
29,013,,,,,0.3,
29,015,,,,,0.4,
29,017,,,,,0.39,
29,019,,0.53,0.36,0.23,0.55,
29,021,,0.42,0.35,0.42,0.53,
29,023,,,0.22,,0.25,
29,025,,,,,0.41,
29,027,,,0.45,,0.5,
29,029,,0.27,,,0.37,
29,031,,0.27,0.39,0.55,0.5,
29,033,,,,,0.44,
29,035,,,,,0.33,
29,037,,0.49,0.44,0.34,0.46,
29,039,,,,,0.3,
29,041,,,0.33,,0.42,
29,043,,0.42,0.27,0.05,0.51,
29,045,,,,,0.38,
29,047,0.69,0.5,0.4,0.45,0.56,
29,049,,,,,0.48,
29,051,,0.33,0.41,0.17,0.58,
29,053,,,0.5,,0.48,
29,055,,,,,0.3,
29,057,,,,,0.38,
29,059,,,,,0.27,
29,061,,,,,0.24,
29,063,,,,,0.4,
29,065,,,,,0.32,
29,067,,,,,0.33,
29,069,,,0.31,0.29,0.38,
29,071,,0.44,0.33,0.47,0.5,
29,073,,,,,0.47,
29,075,,,,,0.45,
29,077,0.41,0.56,0.37,0.37,0.54,
29,079,,,,,0.41,
29,081,,,,,0.34,
29,083,,,0.42,,0.3,
29,085,,,,,0.29,
29,087,,,,,0.35,
29,089,,,0.45,,0.5,
29,091,,,,0.25,0.36,
29,093,,,,,0.29,
29,095,0.38,0.43,0.36,0.37,0.54,
29,097,0.52,0.51,0.42,0.33,0.5,
29,099,,0.45,0.41,0.41,0.52,
